context	cell_state	disease_filter	gene	ensembl_id	token_id	n_nonremission_cells	n_remission_cells	random_mean_shift_to_remission_cosine	random_sd_shift_to_remission_cosine	random_mean_projection_to_remission	n_nonremission_cells_with_token	mean_shift_to_remission_cosine	mean_projection_to_remission	mean_embedding_delta_norm	cosine_shift_z_vs_random	projection_minus_random	interpretation	support_flag	strong_support_flag	opposing_flag	strong_opposing_flag
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD274	ENSG00000120217	4975	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	4	7.537007331848145e-05	0.0003585829399526119	0.3102993071079254	0.37197695444964607	-0.005754352755482412	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	CD80	ENSG00000121594	5128	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	2	-0.0002531707286834717	0.00543637853115797	0.415676474571228	-0.3240671005886977	-0.0006765571642770533	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_CD_only	DC	CD	IL7R	ENSG00000168685	12195	36	36	-0.00010020732879638672	0.00047201150505315993	0.006112935695435024	4	7.033348083496094e-05	0.04092124104499817	0.5694925785064697	0.3613064677568413	0.03480830534956315	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LILRB1	ENSG00000104972	2995	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	4	2.6091933250427246e-05	-0.013382799923419952	0.3240521550178528	0.2961222279034709	-0.0019586590532627377	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LILRB2	ENSG00000131042	6299	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	5	-0.00041544437408447266	-0.043465204536914825	0.3693409860134125	-0.3260078175458227	-0.03204106366675761	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LILRB3	ENSG00000204577	17190	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	3	-0.00010498365008970723	-0.001736227422952652	0.2797257602214813	0.11143513135890785	0.009687913447204563	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LILRB4	ENSG00000186818	15576	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	1	-0.0005437731742858887	-0.02494814060628414	0.25358518958091736	-0.5068246631267791	-0.013523999736126927	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LAIR1	ENSG00000167613	11926	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	2	-0.00027701258659362793	-0.03781665116548538	0.29737451672554016	-0.13095573957937076	-0.026392510295328166	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SIGLEC10	ENSG00000142512	8126	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	1	-0.0006561279296875	-0.02184733748435974	0.3314985930919647	-0.665133884640993	-0.010423196614202527	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD300A	ENSG00000167851	12003	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD300LF	ENSG00000186074	15420	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	INPP5D	ENSG00000168918	12248	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	PTPN6	ENSG00000111679	3897	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	2	0.00015795230865478516	-0.023737899959087372	0.27835822105407715	0.48191510604395893	-0.012313759088930157	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	PTPN11	ENSG00000179295	14197	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SH2D1B	ENSG00000198574	16784	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	MERTK	ENSG00000153208	9495	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	AXL	ENSG00000167601	11922	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	4	0.00010207295417785645	-0.08110194653272629	0.3287835121154785	0.4031804136463061	-0.06967780566256908	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	TYRO3	ENSG00000092445	1965	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	GAS6	ENSG00000183087	14794	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	PROS1	ENSG00000184500	15083	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	FCGR2A	ENSG00000143226	8233	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	17	5.0488641136325896e-05	0.0035514289047569036	0.3733632564544678	0.330497487046894	0.014975569774914118	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	FCGR2B	ENSG00000072694	1197	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	4	-8.685886859893799e-05	-0.030156677588820457	0.3828001618385315	0.13697316967034867	-0.01873253671866324	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	NCF1	ENSG00000158517	10077	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	5	-0.0001322627067565918	-0.005469879135489464	0.4073043465614319	0.07299860760750916	0.005954261734667751	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	NCF2	ENSG00000116701	4564	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	7	-3.975629806518555e-05	0.005630016792565584	0.32604503631591797	0.20334126638207684	0.0170541576627228	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CYBB	ENSG00000165168	11347	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	2	-1.1593103408813477e-05	-0.006796745583415031	0.36171776056289673	0.24302355135049386	0.004627395286742183	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CYBA	ENSG00000051523	693	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	20	-0.0006131857517175376	-0.025435125455260277	1.0179122686386108	-0.6046278318241839	-0.014010984585103062	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	True
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	LYN	ENSG00000254087	18639	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	12	-4.064043241669424e-05	-0.002563703805208206	0.38703060150146484	0.20209551029101505	0.008860437064949008	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	SYK	ENSG00000165025	11314	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	1	2.199411392211914e-05	-0.06293463706970215	0.20342515408992767	0.2903483504609764	-0.05151049619954493	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	BTK	ENSG00000010671	271	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	3	4.986921794625232e-06	-0.020456289872527122	0.23804529011249542	0.2663850092012115	-0.009032149002369908	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD274	ENSG00000120217	4975	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	9	-0.00018622477364260703	-0.003948012366890907	0.33665522933006287	-0.0030346031763799465	0.007476128503266307	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	CD80	ENSG00000121594	5128	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	3	9.918212890625e-05	0.007849724031984806	0.30149757862091064	0.3991072055596009	0.019273864902142022	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	Mono_macro	CD	IL7R	ENSG00000168685	12195	36	36	-0.00018407106399536132	0.0007097170608695301	-0.011424140870157215	3	-0.0003529787063598633	-0.023609062656760216	0.6441141963005066	-0.2379929294042332	-0.012184921786603001	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LILRB1	ENSG00000104972	2995	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	0.00032341480255126953	0.030434999614953995	0.32141804695129395	0.6895669724571302	0.02809094602966474	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LILRB2	ENSG00000131042	6299	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	4	0.00013589859008789062	0.05220300704240799	0.39610755443573	0.3225362855265282	0.049858953457118736	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LILRB3	ENSG00000204577	17190	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	3	-0.0001425941736670211	-0.004801322240382433	0.2805396020412445	-0.22256533018645613	-0.007145375825671686	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LILRB4	ENSG00000186818	15576	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	0.0013906359672546387	-0.010272343643009663	0.36784127354621887	2.7784685775087596	-0.012616397228298916	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LAIR1	ENSG00000167613	11926	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	-0.00017145276069641113	0.015244368463754654	0.27192020416259766	-0.2790510435127753	0.0129003148784654	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SIGLEC10	ENSG00000142512	8126	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	-0.0005508065223693848	0.08868639171123505	0.4369257390499115	-1.0215706897205998	0.0863423381259458	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD300A	ENSG00000167851	12003	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	0.00021788477897644043	0.027302827686071396	0.3269321322441101	0.48301012846137975	0.024958774100782143	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD300LF	ENSG00000186074	15420	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	0.00037175416946411133	0.0378364734351635	0.3157173693180084	0.784182956913811	0.035492419849874245	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	INPP5D	ENSG00000168918	12248	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	PTPN6	ENSG00000111679	3897	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	6	2.8183063477627002e-05	0.017608987167477608	0.3430333137512207	0.11170169578364084	0.015264933582188354	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	PTPN11	ENSG00000179295	14197	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	3.5643577575683594e-05	0.003221240360289812	0.1895526796579361	0.12630436708492854	0.0008771867750005588	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SH2D1B	ENSG00000198574	16784	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	MERTK	ENSG00000153208	9495	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	AXL	ENSG00000167601	11922	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	-0.000364840030670166	-0.011274266988039017	0.394350528717041	-0.6575733142522343	-0.01361832057332827	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	TYRO3	ENSG00000092445	1965	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	GAS6	ENSG00000183087	14794	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	0.00014388561248779297	-0.06952080130577087	0.2557576298713684	0.3381695061395926	-0.07186485489106012	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	PROS1	ENSG00000184500	15083	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	FCGR2A	ENSG00000143226	8233	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	3	0.0005634029512293637	0.0445370078086853	0.44748273491859436	1.1593024364332198	0.04219295422339605	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	FCGR2B	ENSG00000072694	1197	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	-7.265806198120117e-05	-0.011825887486338615	0.3482462763786316	-0.08567743779520615	-0.014169941071627869	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	NCF1	ENSG00000158517	10077	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	3	0.00048335394239984453	0.017825011163949966	0.47802090644836426	1.002620289791899	0.015480957578660713	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	NCF2	ENSG00000116701	4564	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	0.00032830238342285156	0.007679678499698639	0.4302791953086853	0.6991335701457217	0.005335624914409386	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CYBB	ENSG00000165168	11347	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	0.0004150867462158203	0.02183058112859726	0.5084432363510132	0.8689990120309591	0.019486527543308006	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CYBA	ENSG00000051523	693	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	22	-0.0001194368742289953	0.12069707363843918	1.1052775382995605	-0.17723890529476227	0.11835302005314993	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	LYN	ENSG00000254087	18639	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	6	-6.319085514405742e-05	0.008971991948783398	0.41255736351013184	-0.06714701110247649	0.006627938363494144	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	SYK	ENSG00000165025	11314	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	-0.00023102760314941406	0.05419350787997246	0.3374890089035034	-0.39565853607067003	0.051849454294683205	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	BTK	ENSG00000010671	271	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	1	-0.00011307001113891602	-0.06054859608411789	0.26793721318244934	-0.16477686746429326	-0.06289264966940714	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD274	ENSG00000120217	4975	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	-6.35981559753418e-05	-0.007631587330251932	0.34916597604751587	-0.06794423232367039	-0.009975640915541185	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	CD80	ENSG00000121594	5128	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	4	-0.0001831352710723877	-0.014644486829638481	0.4523548483848572	-0.3019175453050188	-0.016988540414927734	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_DC_post_nonremission_to_remission_UC_only	DC	UC	IL7R	ENSG00000168685	12195	36	36	-2.8885404268900554e-05	0.0005109006389398563	0.0023440535852892533	2	0.00028449296951293945	0.013231994584202766	0.5195170044898987	0.6133841884248088	0.010887940998913513	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LILRB1	ENSG00000104972	2995	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	4	0.0004016757011413574	0.03404394909739494	0.3490558862686157	0.6653870531582302	0.024949449638370425	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	True	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LILRB2	ENSG00000131042	6299	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	6	6.578365719178692e-05	0.045682813972234726	0.37141701579093933	0.31657422147202613	0.03658831451321021	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LILRB3	ENSG00000204577	17190	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	3	0.00013188521552365273	0.03035196103155613	0.30061718821525574	0.3852185140533372	0.02125746157253161	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LILRB4	ENSG00000186818	15576	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	1	0.00020170211791992188	0.023966172710061073	0.3576420545578003	0.4577210691542203	0.014871673251036555	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LAIR1	ENSG00000167613	11926	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	6	0.00011274218559265137	-0.012640811502933502	0.27465540170669556	0.36533910756674337	-0.02173531096195802	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	SIGLEC10	ENSG00000142512	8126	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	4	0.00017951428890228271	0.04082029312849045	0.4223918318748474	0.43467973903633866	0.03172579366946593	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CD300A	ENSG00000167851	12003	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	1	-0.0003204345703125	0.02069048210978508	0.27726566791534424	-0.08450069533911143	0.011595982650760561	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CD300LF	ENSG00000186074	15420	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	1	-0.00040405988693237305	0.06165843456983566	0.394649863243103	-0.17134283410442472	0.052563935110811144	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	INPP5D	ENSG00000168918	12248	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	PTPN6	ENSG00000111679	3897	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	2	0.00034433603286743164	0.00753098214045167	0.38203150033950806	0.605841695002684	-0.001563517318572849	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	PTPN11	ENSG00000179295	14197	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	SH2D1B	ENSG00000198574	16784	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	MERTK	ENSG00000153208	9495	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	AXL	ENSG00000167601	11922	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	TYRO3	ENSG00000092445	1965	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	GAS6	ENSG00000183087	14794	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	PROS1	ENSG00000184500	15083	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	0						token_not_detected_in_selected_nonremission_cells	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	FCGR2A	ENSG00000143226	8233	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	9	-0.00019234418869018555	0.00017828411364462227	0.45703399181365967	0.048516949854515254	-0.008916215345379896	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	FCGR2B	ENSG00000072694	1197	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	3	-0.00025244554853998125	0.0009406632743775845	0.4103515148162842	-0.013896334100928023	-0.008153836184646934	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	True	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	NCF1	ENSG00000158517	10077	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	5	-9.646415855968371e-05	0.0006400007987394929	0.3958539366722107	0.14808520523421131	-0.008454498660285026	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	NCF2	ENSG00000116701	4564	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	4	0.00023993849754333496	0.0242784321308136	0.34396350383758545	0.4974282908348678	0.01518393267178908	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CYBB	ENSG00000165168	11347	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	7	7.144042319850996e-05	0.012290505692362785	0.4309085011482239	0.32244858677639626	0.0031960062333382666	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	CYBA	ENSG00000051523	693	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	25	-0.00019794941181316972	0.16827727854251862	1.1149665117263794	0.042696110138363365	0.1591827790834941	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	True	False	False	False
GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	Mono_macro	UC	LYN	ENSG00000254087	18639	36	36	-0.0002390639649497138	0.0009629578198881818	0.009094499459024519	9	-3.867679333779961e-05	0.0018018624978139997	0.3819328546524048	0.2080954819341755	-0.007292636961210519	positive_shift_means_deleted_embedding_moved_toward_remission_centroid	False	False	False	False
