analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	n_cells	cell_types	module	module_class	mean_score	high_fraction
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	osmr_receptor_core	target	-0.22067617496019987	0.2571428571428571
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	osmr_signal_response	target	-0.3310317501365739	0.08571428571428572
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	-0.02142319553966356	0.17142857142857143
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	complement_effector	target	-0.10428515823206383	0.22857142857142856
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	ifn_apc	covariate	0.21813405313512793	0.4857142857142857
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.49593617505809107	0.4
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	lysosomal_apc	covariate	-0.051420662788890195	0.22857142857142856
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.19039687786670892	0.4
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.20363860950072804	0.17142857142857143
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_2	Crohn disease	case	35	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.195275860653475	0.05714285714285714
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	0.24504714766407082	0.3220338983050847
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.01767587927929578	0.23163841807909605
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	osmr_signal_response	target	0.29875259606322	0.4632768361581921
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.06543921769907414	0.3107344632768362
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	complement_effector	target	0.2420068693869942	0.536723163841808
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	ifn_apc	covariate	0.4402073527302431	0.632768361581921
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.40928228100648506	0.4745762711864407
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.03004346847702986	0.2937853107344633
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.11128708046165221	0.3389830508474576
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	0.21734668072097493	0.4519774011299435
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_3	Crohn disease	case	177	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	0.24504714766407087	0.3220338983050847
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	0.09004858706659363	0.2602739726027397
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.10434720310509028	0.3013698630136986
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	osmr_signal_response	target	0.1899513751887237	0.3424657534246575
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.019429158364132258	0.3287671232876712
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	complement_effector	target	-0.011315801039431804	0.2054794520547945
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	ifn_apc	covariate	0.47780847887831085	0.6164383561643836
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.7274445102808417	0.547945205479452
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.11506397387796397	0.3561643835616438
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.17164259909013138	0.410958904109589
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	0.22243337920436815	0.4383561643835616
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_4	Crohn disease	case	73	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	0.09004858706659363	0.2602739726027397
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	4.161960132377255	0.6363636363636364
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	osmr_receptor_core	target	-0.21721943935237084	0.08181818181818182
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	osmr_signal_response	target	0.3199480341303109	0.5181818181818182
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	-0.03945262562521915	0.17272727272727273
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	complement_effector	target	-0.14117024266545009	0.13636363636363635
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	ifn_apc	covariate	-0.31470769671344057	0.1
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	hla_ii_apc	covariate	-0.12801470048463628	0.13636363636363635
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.014888818070838417	0.23636363636363636
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.09198378979741827	0.42727272727272725
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	2.1812400748248884	0.6909090909090909
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_5	Crohn disease	case	110	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	4.161960132377255	0.6363636363636364
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	-0.000299688968899202	0.32142857142857145
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.2951432678636684	0.45054945054945056
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	osmr_signal_response	target	0.11139568691892818	0.41483516483516486
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	-0.02281455092005317	0.16758241758241757
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	complement_effector	target	0.13953312899152934	0.4478021978021978
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	ifn_apc	covariate	0.26894192431619374	0.5192307692307693
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.17436396315714742	0.4010989010989011
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.0018482947416213595	0.2857142857142857
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.013880732540800474	0.20604395604395603
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.061545455131088285	0.24725274725274726
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	CD_6	Crohn disease	case	364	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.0002996889688991947	0.32142857142857145
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	-0.09904491113766085	0.1111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	osmr_receptor_core	target	-0.19075894562927276	0.14583333333333334
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	osmr_signal_response	target	-0.13772390487601627	0.08333333333333333
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.08136693375639423	0.4166666666666667
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	complement_effector	target	-0.03587700519007733	0.24305555555555555
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	ifn_apc	covariate	-0.11344992760404356	0.1875
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.09489605653212504	0.3194444444444444
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.027519103888941982	0.2569444444444444
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.15144094955251658	0.4513888888888889
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.31441396559991047	0.041666666666666664
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_1	normal	control	144	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.09904491113766084	0.1111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	-0.06662344739301136	0.1111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	osmr_receptor_core	target	-0.04742506307668481	0.28888888888888886
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	osmr_signal_response	target	-0.30319831484835835	0.022222222222222223
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.040318515476316076	0.4222222222222222
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	complement_effector	target	-0.06353791191033555	0.3111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	ifn_apc	covariate	-0.2905082669469209	0.06666666666666667
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	hla_ii_apc	covariate	-0.08029966308367882	0.2222222222222222
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.10599101766078353	0.37777777777777777
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	-0.03984106789543784	0.2222222222222222
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.2839296365628677	0.1111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_2	normal	control	45	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.06662344739301135	0.1111111111111111
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	0.09784539397938309	0.39285714285714285
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.19771318281860384	0.4357142857142857
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	osmr_signal_response	target	0.18782446869505803	0.4642857142857143
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.020678970680064218	0.22142857142857142
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	complement_effector	target	0.15289188223820968	0.4142857142857143
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	ifn_apc	covariate	0.5455124299106795	0.7
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	hla_ii_apc	covariate	0.47456672418398427	0.5357142857142857
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	lysosomal_apc	covariate	0.09677573220695851	0.36428571428571427
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	0.020509689698918605	0.2357142857142857
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	0.13419541895204046	0.4
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_3	normal	control	140	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	0.09784539397938309	0.39285714285714285
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	-0.019021680430983703	0.19545454545454546
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	osmr_receptor_core	target	-0.16898050604069192	0.14545454545454545
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	osmr_signal_response	target	-0.04318205249946092	0.1409090909090909
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	-0.06071155869960196	0.16818181818181818
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	complement_effector	target	-0.13716860382444027	0.10454545454545454
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	ifn_apc	covariate	-0.09647128836153036	0.15
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	hla_ii_apc	covariate	-0.13788821618077937	0.15454545454545454
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	lysosomal_apc	covariate	-0.1158127650425255	0.14545454545454545
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	-0.09131888566408575	0.15454545454545454
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.005561375709258694	0.19545454545454546
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_4	normal	control	220	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.0190216804309837	0.19545454545454546
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	-0.028469285369259602	0.2323943661971831
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.07229448000184707	0.2676056338028169
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	osmr_signal_response	target	-0.0577284394334948	0.2323943661971831
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	-0.02189812809029687	0.20422535211267606
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	complement_effector	target	0.03495379504950017	0.2793427230046948
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	ifn_apc	covariate	-0.07828303488939618	0.19953051643192488
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	hla_ii_apc	covariate	-0.08465584271442377	0.18779342723004694
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	lysosomal_apc	covariate	-0.019695495621811592	0.23943661971830985
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	lipid_loader_repair	covariate	-0.0007369352311343215	0.24178403755868544
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	hif_nampt_metabolic	covariate	-0.027509793662154895	0.2300469483568075
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_5	normal	control	426	stromal cell of lamina propria of colon	inflammatory_nfkb	covariate	-0.028469285369259602	0.2323943661971831
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	osm_ligand_inflammatory_myeloid	target	0.10088757584525786	0.38071065989847713
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	osmr_receptor_core	target	0.042141285597092584	0.2639593908629442
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	osmr_signal_response	target	0.20950816041403367	0.43147208121827413
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	c1q_phagocytic_myeloid	target	0.03177115699398413	0.29949238578680204
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	complement_effector	target	0.009682271168918077	0.2233502538071066
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	ifn_apc	covariate	0.03863034366760431	0.23857868020304568
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	HC_6	normal	control	197	stromal cell of lamina propria of colon	hla_ii_apc	covariate	-0.051228894068539574	0.2436548223350254
