seed	n_requested	effect_pattern	method	method_alpha	empirical_p_threshold	n_simulated_cohorts	n_valid_fits	valid_fit_rate	detection_count	detection_probability	detection_probability_ci_low	detection_probability_ci_high	positive_call_probability	negative_call_probability	median_events
54139	320	monotone_saturation	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2663	0.8876666666666667	0.8758675542451403	0.898474245043157			86.0
54139	320	u_shaped_crossing	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	312	0.104	0.09357826299717588	0.11543458519328227	0.054	0.05	86.0
54139	320	u_shaped_crossing	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	542	0.18066666666666667	0.1673102384283093	0.1948398529575989			86.0
54139	320	u_shaped_crossing	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	74	0.024666666666666667	0.01969455109224335	0.030854541095966533			86.0
54139	320	u_shaped_crossing	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	2649	0.883	0.8710054608810285	0.8940149409953719			86.0
54139	320	u_shaped_crossing	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	2720	0.9066666666666666	0.8957307727572167	0.9165624302795182			86.0
54139	320	inverted_u	primary_linear	0.05	0.047191082045312485	3000	3000	1.0	96	0.032	0.026276173957395833	0.038920828449509275	0.016666666666666666	0.015333333333333332	86.0
54139	320	inverted_u	threshold_diagnostic	0.016666666666666666	0.01868941059722215	3000	3000	1.0	181	0.060333333333333336	0.05236224245603363	0.069428958523103			86.0
54139	320	inverted_u	saturation_diagnostic	0.016666666666666666	0.015980847408615502	3000	3000	1.0	49	0.01633333333333333	0.012377016667028243	0.02152672299993707			86.0
54139	320	inverted_u	linear_quadratic_diagnostic	0.016666666666666666	0.013926230472763578	3000	3000	1.0	578	0.19266666666666668	0.17895032096655952	0.20716907804994086			86.0
54139	320	inverted_u	diagnostic_any	0.05	0.020709513406383884	3000	3000	1.0	832	0.2773333333333333	0.2616059892768994	0.29363019135544577			86.0
