J10135	J10137	J10138	J10139	J10140	J10141	J10143	J10147	J10148	J10150	J10152	J10155	J10156	J10159	J10162	J10164	J10165	J10166	J10167	J10168	J10171	J10172	J10173	J10174	J10175	J10180	J10181	J10183	J10184	J10185	J10187	J10193	J10194	J10196	J10197	J10200	J10203	J10204	J10208	J10209	J10213	J10214	J10215	J10217	J10218	J10219	J10220	J10224	J10226	J10228	J10232	J10234	J10235	J10238	I02255	I02256	I02258	I02260	I02263	I02269	I02272	I02275	I02276	I02277	I02278	I02279	I02280	I02283	I02284	I02286	I02287	I02288	I02290	I02291	I02292	I02293	I02294	I02296	I02297	I02298	I02300	I02301	I02302	I02303	J03062	J03063	J03065	J03066	J03067	J03069	J03070	J03071	J03072	J03073	J03075	J03077	J03078	J03079	J03080	J03081	J03083	J03084	J03087	J03089	J03090	J03091	J03092	J03093	J03094	J03095	J03097	J03099	J03100	J03102	J03103	J03106	J03107	J03108	J03110	J03112	J03113	J03114	J03115	J03117	J03118	J03121	I06617	I06618	I06619	I06620	I17272	I17275	I17276	I17277	I17280	I17281	I17282	I17285	I17286	I17288	I17289	I21313	J06237	J06238	J06239	J10262	J10263	J10264	J10265	feature_id
115	0	0	0	8	0	0	0	0	0	0	17	0	0	63	0	0	0	0	0	0	0	0	0	0	0	89	0	226	0	0	646	0	453	179	0	0	0	17	0	1	0	0	0	0	0	255	0	0	0	38	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	899	0	0	85	0	0	0	0	0	0	0	0	0	0	0	62	57	0	0	0	0	522	0	0	35	0	0	0	0	0	0	0	0	0	400	0	0	2	0	0	0	20	0	0	0	1414	0	3427	0	0	539	0	0	38	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	ASV65
11	140	0	0	0	0	329	9	0	27	8	44	0	156	68	45	0	0	0	297	0	0	0	87	0	187	87	0	192	21	47	41	0	15	0	0	0	60	0	64	0	0	0	6	51	93	268	141	0	12	0	0	31	0	0	0	0	161	179	0	0	0	0	0	0	0	62	27	700	10	0	0	0	530	0	0	0	0	0	9	0	66	0	0	0	0	64	0	0	204	0	0	21	0	29	7	23	0	0	9	0	0	0	47	425	0	70	0	0	31	25	43	0	38	0	0	9	0	127	212	97	0	42	0	0	0	0	42	0	0	0	5	0	69	0	0	0	0	210	35	44	0	0	211	0	0	3	7	0	ASV66
98	0	0	29	30	0	0	0	0	0	0	0	62	96	72	0	0	0	0	0	0	0	748	0	0	0	74	0	197	0	57	676	0	219	184	0	0	0	164	0	732	0	0	0	0	0	0	0	0	0	44	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	88	0	0	0	0	0	0	0	0	65	0	0	494	153	0	0	0	0	200	0	0	116	151	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	796	0	0	0	823	0	1633	0	0	0	0	0	223	0	0	0	40	106	0	0	0	0	0	0	0	0	0	17	0	0	0	94	0	0	0	12	0	ASV67
0	0	90	0	0	0	0	0	0	0	0	206	0	0	0	0	0	39	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	18	180	233	0	0	0	647	0	313	0	0	64	0	448	0	339	0	0	237	0	0	0	41	0	0	139	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	354	0	92	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	459	0	79	615	0	0	0	0	0	84	0	0	0	0	1553	0	0	0	22	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	157	0	0	667	0	367	0	0	32	ASV68
50	0	5	48	57	2	38	38	14	0	13	0	0	0	0	0	11	3	49	64	34	155	58	118	1364	0	28	0	0	66	0	53	0	61	834	122	233	24	55	51	60	0	67	0	152	127	302	24	146	75	63	215	0	0	0	0	0	0	0	116	12	0	0	0	92	24	5	0	5	0	13	8	89	0	0	0	0	67	11	0	0	0	14	0	12	0	73	0	247	0	0	18	124	0	0	0	711	0	0	47	28	0	7	0	43	18	157	204	84	79	0	0	0	9	0	44	0	521	189	40	0	0	57	13	71	0	11	0	0	99	0	0	5	0	14	0	0	0	33	24	0	15	47	124	0	26	0	0	0	ASV69
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	6132	0	0	0	1994	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV70
121	0	116	0	44	0	0	0	0	0	24	45	0	88	319	110	0	0	0	375	0	0	0	42	0	30	0	31	0	138	0	0	65	0	0	0	0	0	210	273	170	0	38	591	0	49	0	39	111	72	0	0	0	69	0	0	37	103	0	0	0	0	29	21	63	0	0	0	144	0	0	0	0	47	0	0	0	0	0	0	0	0	0	33	0	118	45	97	0	66	0	82	56	358	0	0	37	0	0	0	0	0	0	0	0	105	0	0	30	141	0	67	0	36	0	0	0	39	105	0	0	52	0	0	441	23	0	0	382	148	0	0	0	0	60	48	0	25	111	28	0	0	0	100	37	26	0	0	22	ASV72
0	72	0	0	0	0	0	64	0	0	0	0	26	0	0	0	0	100	0	0	0	0	18	0	0	0	89	16	0	336	0	0	0	1406	273	0	0	0	0	0	0	56	0	0	0	0	47	0	0	88	98	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	55	0	0	0	0	0	0	17	0	0	0	506	66	0	196	6	50	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	ASV73
0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	448	0	0	0	0	0	1150	100	0	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	ASV74
30	0	0	0	0	20	13	0	0	4	0	10	0	25	76	42	0	82	257	95	0	0	5	85	250	0	0	18	11	9	0	21	0	32	0	45	0	0	91	0	0	96	0	0	39	0	3	0	22	29	42	0	29	24	0	0	227	0	53	0	0	73	448	12	0	339	17	114	0	0	0	203	0	77	27	0	0	0	28	18	9	28	14	0	0	74	50	26	482	0	0	0	9	0	0	0	0	148	0	0	142	0	348	0	0	19	0	775	154	0	0	0	317	5	82	0	44	0	90	0	0	71	54	74	0	66	0	3	0	0	0	0	0	0	0	709	22	7	0	0	7	0	242	78	13	392	0	0	5	ASV77
16	174	0	189	0	8	0	0	59	24	300	32	41	344	24	14	123	0	0	35	261	35	0	0	0	0	8	136	13	74	0	60	75	37	62	0	130	85	24	32	55	19	79	0	133	23	83	39	0	19	80	7	22	47	24	0	0	9	0	22	0	0	68	27	0	0	0	0	0	0	109	0	0	0	0	0	68	158	0	0	0	62	0	18	249	0	9	0	130	31	0	114	52	0	0	77	0	264	0	0	163	0	0	0	4	47	72	60	320	0	95	76	0	17	0	0	168	109	0	69	84	68	0	0	40	57	73	26	0	0	0	0	0	20	0	40	0	0	30	0	9	66	21	55	0	76	0	52	51	ASV78
0	32	0	58	0	167	220	49	0	36	100	50	0	15	0	15	154	0	0	0	0	0	35	0	240	0	29	112	0	0	0	0	0	345	0	146	22	103	16	137	29	0	182	418	334	140	44	0	0	16	30	0	0	28	990	635	5	0	0	0	277	0	0	0	95	0	0	397	0	0	0	0	0	0	0	0	0	0	0	1659	0	0	0	0	0	0	23	0	0	0	92	0	32	46	0	0	10	71	0	0	160	0	0	0	392	65	38	0	0	513	51	0	0	0	0	126	3	0	33	694	119	14	0	0	0	18	5	43	0	0	5	0	5	0	0	0	0	0	0	0	185	0	0	126	512	0	7	55	0	ASV79
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	40	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	ASV80
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	1594	150	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	259	0	0	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV81
63	0	0	0	287	0	64	0	0	43	24	72	0	26	33	55	0	0	0	0	67	95	0	0	24	0	177	0	16	25	114	0	27	69	0	0	51	20	0	0	6	0	29	0	107	0	92	0	72	269	55	160	0	215	0	0	42	26	0	0	0	50	0	42	69	0	0	0	28	0	0	0	0	0	0	0	84	98	0	0	160	0	0	0	97	59	34	46	0	34	0	0	49	185	0	144	0	191	0	0	75	0	55	0	0	0	0	0	0	0	0	0	100	42	0	0	0	109	0	0	0	0	38	0	252	0	0	0	103	159	0	0	0	0	59	0	0	42	163	33	0	553	0	19	0	77	0	185	0	ASV83
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	915	0	194	841	0	0	0	0	0	0	0	0	0	0	1463	0	0	0	0	0	0	0	0	0	2195	0	0	721	0	741	0	0	0	0	0	0	0	0	101	0	298	0	0	0	0	0	0	582	0	1869	806	0	0	0	0	0	806	0	0	0	0	0	825	0	0	1027	1869	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	165	ASV84
28	0	0	0	215	0	313	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	21	0	61	175	0	0	61	21	0	0	18	0	124	44	0	0	0	0	14	47	1528	34	75	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	112	98	0	0	0	0	0	0	0	0	0	0	0	0	0	615	79	0	0	133	0	0	77	0	0	14	0	0	0	0	0	0	0	0	0	115	0	28	51	0	0	0	24	0	0	0	0	0	36	0	0	0	86	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	ASV87
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV88
79	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	242	0	0	37	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	6	0	0	0	0	400	0	0	0	0	31	557	0	79	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	ASV89
0	0	31	0	0	370	867	0	232	133	128	0	0	123	9	0	0	0	0	0	0	0	0	0	463	0	151	0	65	0	0	98	286	0	878	166	0	64	0	0	0	0	0	0	172	0	239	560	214	0	0	0	0	0	0	151	0	0	0	0	172	0	0	0	0	0	0	14	0	0	0	0	0	0	47	0	0	0	65	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	1121	0	0	0	0	0	0	0	0	187	0	50	1347	0	0	258	0	97	0	0	49	708	100	0	0	0	0	48	0	0	0	57	0	38	0	0	0	0	45	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	244	ASV92
0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	32	0	0	0	0	127	42	0	0	35	42	0	0	0	0	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	56	0	0	0	0	0	6	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	14	0	18	117	0	0	28	0	0	0	0	0	0	0	68	0	0	0	0	0	24	0	0	0	17	12	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	8	0	73	ASV93
0	200	0	0	0	0	0	0	0	0	0	0	0	28	0	9	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	123	0	83	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	221	0	0	38	0	29	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	16	0	0	0	0	83	329	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	ASV95
0	41	0	111	552	0	0	32	0	28	81	48	18	0	0	0	0	102	0	0	0	37	17	7	0	0	16	28	149	34	41	0	43	416	0	0	0	0	0	106	82	0	27	0	0	11	58	0	0	0	0	0	0	52	34	64	162	0	0	0	56	0	0	23	0	28	80	0	0	149	0	0	1196	112	221	1074	29	68	232	0	772	0	185	40	70	1483	120	127	198	0	604	73	314	332	100	434	0	489	0	175	351	767	0	59	190	0	43	108	0	215	655	177	224	184	198	319	158	234	76	490	124	0	0	0	777	0	84	0	274	400	29	72	240	34	98	0	0	147	0	107	52	110	91	186	81	688	261	524	0	ASV97
0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV98
0	0	0	0	0	93	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	357	2926	0	0	0	0	0	0	0	89	0	0	774	0	0	961	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077	0	0	19	52	0	2061	0	26	0	43	0	0	0	0	0	0	0	59	0	0	293	22	104	0	0	0	0	0	0	24	0	0	0	0	2020	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV99
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	21	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV101
0	0	0	0	0	0	0	8	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	1037	0	0	780	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	145	0	210	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	143	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV102
0	0	0	0	0	11	121	30	170	48	66	51	46	27	79	0	115	125	126	0	34	23	0	0	43	0	53	657	44	0	0	58	0	20	0	0	30	0	0	8	0	0	17	0	39	12	29	0	53	0	64	37	287	66	361	0	0	10	0	16	0	83	50	0	13	20	53	61	0	0	116	10	8	0	0	0	12	43	11	60	0	20	0	0	52	81	34	11	331	48	223	477	241	251	79	27	0	36	0	140	0	49	33	186	118	186	76	239	42	203	108	85	0	231	0	0	115	41	0	72	51	37	0	24	0	131	27	85	0	0	21	70	0	10	18	36	0	0	16	9	0	934	629	66	0	186	57	387	96	ASV103
0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	154	0	113	0	0	0	96	0	0	30	0	0	23	0	0	0	0	0	0	0	0	0	104	0	0	157	0	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	ASV105
0	204	0	0	0	0	117	0	0	48	0	46	0	710	0	0	0	0	65	0	0	0	0	0	0	12	0	0	13	0	0	0	8	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	175	69	344	461	0	0	13	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	ASV108
0	27	243	0	0	0	50	0	0	0	0	118	0	0	0	0	123	0	0	23	0	0	0	0	0	0	0	0	0	0	262	30	0	476	39	0	0	0	0	0	0	0	36	0	0	450	0	41	0	22	0	55	267	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	25	0	0	60	84	77	0	13	0	0	0	0	119	0	0	0	0	0	0	121	0	95	0	0	0	70	0	0	76	0	0	0	185	0	0	20	234	129	0	253	0	0	0	370	81	227	0	299	0	0	0	0	275	0	0	0	165	419	0	0	124	0	0	121	0	0	0	0	0	197	56	0	0	0	0	0	0	ASV109
0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	62	0	0	0	0	0	0	0	0	0	48	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	170	0	343	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	422	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV112
0	0	936	0	54	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	278	0	0	28	0	0	0	0	0	79	0	0	222	476	0	0	65	369	0	49	66	0	0	28	0	0	0	123	125	0	0	0	535	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	341	52	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	15	0	42	0	0	0	11	0	0	0	0	0	30	0	0	0	68	0	0	0	54	0	0	0	0	0	0	0	0	29	0	0	36	0	57	0	0	83	5	140	53	0	0	20	ASV113
0	97	0	43	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	31	0	0	0	0	0	0	60	0	0	0	0	61	0	0	1866	1651	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV114
36	0	0	0	0	0	23	0	0	51	0	0	0	0	0	0	0	248	12	53	21	0	0	0	0	62	0	0	0	0	0	21	113	0	0	29	22	0	204	0	0	0	0	11	0	0	0	18	0	0	33	42	286	0	0	0	110	291	0	0	0	743	143	0	0	0	45	69	270	0	0	0	0	0	0	0	0	0	0	69	536	0	0	0	0	0	0	0	0	348	32	60	0	0	88	0	0	0	0	219	0	1108	0	37	118	0	39	0	1110	0	72	0	130	0	0	0	68	0	514	281	390	0	0	0	0	0	0	69	0	0	0	83	0	0	0	613	0	0	103	0	0	0	0	0	0	0	390	0	0	ASV116
4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	48	0	0	45	0	0	0	0	0	0	0	929	0	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	ASV117
0	0	0	0	3	0	0	158	0	0	0	0	60	0	0	0	0	0	4	0	0	29	0	0	0	0	0	0	104	60	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV118
15	13	0	0	88	0	0	0	0	0	22	63	316	0	0	0	0	192	0	0	125	194	0	0	0	0	133	0	579	0	0	111	0	449	197	0	0	0	0	0	0	0	0	0	0	0	63	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV119
0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	115	0	0	0	0	0	295	268	0	0	0	0	49	0	0	0	0	0	0	0	0	0	44	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	70	0	0	0	0	0	0	56	0	0	0	0	0	0	0	137	232	0	0	0	0	0	0	603	0	0	0	0	531	0	0	0	0	0	0	0	0	0	614	0	609	564	0	0	0	0	0	0	409	0	867	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	33	0	0	0	82	430	0	0	0	161	0	1101	0	0	634	0	33	0	0	578	0	0	ASV120
50	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	383	0	0	0	0	0	124	0	0	361	0	356	106	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV121
0	0	0	79	401	0	0	0	159	0	0	21	0	45	158	0	0	0	93	0	24	0	5	0	108	0	0	51	0	0	49	34	5	0	0	70	0	0	91	181	0	0	0	0	0	0	0	0	0	226	0	57	0	0	0	0	0	0	0	263	0	13	44	0	0	0	0	10	0	0	187	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	71	311	0	0	0	0	33	0	621	0	0	0	465	0	0	0	0	302	0	11	174	0	84	336	0	248	0	12	0	248	0	379	0	0	55	30	0	0	0	75	0	8	0	0	0	0	120	0	48	292	0	94	0	0	0	0	0	0	198	0	0	0	0	ASV123
0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	751	0	90	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	0	0	0	0	0	0	0	0	251	0	0	136	0	0	0	3735	0	0	1522	0	0	0	0	0	0	0	0	0	0	0	6843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	ASV125
0	5	0	0	0	0	13	0	0	471	0	0	0	0	4	47	0	18	51	0	46	14	0	91	0	130	16	27	0	0	0	0	0	391	13	4	0	8	0	17	41	0	0	0	18	678	34	0	0	0	30	35	33	39	191	459	551	130	0	138	426	0	0	0	0	0	0	0	15	11	166	0	10	151	693	8	20	8	406	0	655	7	257	107	0	0	0	0	0	62	0	10	120	532	0	0	0	54	555	0	57	0	160	169	0	35	770	0	0	12	0	18	608	101	1165	158	90	911	34	0	0	12	0	427	277	29	0	0	495	246	4	0	6	21	0	0	45	0	395	0	119	0	0	37	0	0	0	0	109	ASV127
33	0	0	682	489	0	0	78	0	0	33	0	0	0	0	0	0	216	0	4	0	0	0	0	0	194	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	162	0	64	0	0	0	55	0	0	0	0	38	0	0	0	0	57	0	15	0	0	0	86	79	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	170	573	17	554	0	0	176	0	0	572	0	55	255	0	0	0	321	0	0	0	0	90	0	0	148	0	53	113	0	0	0	158	0	0	0	0	0	9	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	567	59	ASV128
