I02255	I02256	I02258	I02260	I02263	I02269	I02272	I02275	I02276	I02277	I02278	I02279	I02280	I02283	I02284	I02286	I02287	I02288	I02290	I02291	I02292	I02293	I02294	I02296	I02297	I02298	I02300	I02301	I02302	I02303	J03062	J03063	J03065	J03066	J03067	J03069	J03070	J03071	J03072	J03073	J03075	J03077	J03078	J03079	J03080	J03081	J03083	J03084	J03087	J03089	J03090	J03091	J03092	J03093	J03094	J03095	J03097	J03099	J03100	J03102	J03103	J03106	J03107	J03108	J03110	J03112	J03113	J03114	J03115	J03117	J03118	J03121	I06617	I06618	I06619	I06620	I17272	I17275	I17276	I17277	I17280	I17281	I17282	I17285	I17286	I17288	I17289	I21313	J06237	J06238	J06239	J10262	J10263	J10264	J10265	feature_id
18	0	0	0	0	149	0	0	16	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	400	0	0	471	0	4	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV721
0	0	0	0	551	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	21	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	ASV722
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	ASV724
0	0	0	18	45	0	0	0	0	21	0	0	0	8	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	62	0	13	0	0	0	0	0	28	0	0	27	0	0	0	0	61	0	0	37	0	0	26	0	0	0	0	0	24	0	0	56	55	8	0	0	39	0	0	0	0	0	0	0	0	20	0	0	30	76	0	0	0	0	0	0	0	0	0	0	ASV726
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	128	0	0	8	0	0	0	0	35	0	26	0	0	0	0	29	0	0	138	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	165	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	ASV730
0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	35	0	0	60	39	51	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	104	56	0	126	0	0	0	179	29	83	0	153	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	38	0	0	0	0	0	55	0	0	0	0	0	0	0	ASV731
0	0	0	0	0	0	0	0	114	0	0	0	21	311	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	237	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV733
0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	190	0	0	ASV736
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV739
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV746
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	ASV750
23	14	0	0	0	0	17	0	0	0	0	0	0	43	0	24	0	0	25	0	0	15	0	0	0	21	67	0	0	0	0	58	0	27	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	28	26	0	60	50	0	0	17	0	0	0	0	214	0	0	0	0	0	19	59	0	0	25	0	40	0	18	0	0	59	0	0	0	0	0	0	44	31	0	0	0	ASV757
0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV758
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV759
0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV761
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	ASV762
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	ASV763
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	138	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	ASV765
0	0	0	0	39	0	0	0	0	0	0	0	13	0	24	0	0	0	0	132	0	0	29	0	0	3	0	38	0	0	74	76	0	0	0	38	14	0	0	0	0	0	0	0	0	0	0	0	43	0	45	0	0	0	0	0	10	0	0	0	0	0	0	0	0	27	9	0	0	9	0	0	0	0	0	0	0	0	0	14	26	0	31	0	42	6	13	57	0	0	16	56	0	7	0	ASV767
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	34	0	0	0	0	4	0	0	0	0	0	0	30	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	176	0	187	0	0	ASV768
0	0	0	0	0	0	0	19	0	0	0	50	0	36	0	14	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	30	23	0	0	0	0	0	0	49	3	16	0	0	21	0	0	9	0	74	0	74	0	0	40	67	0	0	0	77	41	0	61	0	0	0	71	0	0	0	7	15	0	0	23	0	19	0	11	0	0	7	0	0	0	0	8	13	26	0	0	6	0	ASV769
0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV770
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	ASV772
0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV773
0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	58	0	0	0	0	0	185	0	34	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	ASV774
0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	275	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV775
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	45	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	634	0	0	0	0	0	0	0	0	0	185	47	0	0	228	0	0	0	0	0	ASV776
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV777
0	0	0	0	0	0	0	191	28	46	22	0	0	0	0	0	0	0	0	0	22	0	0	0	45	0	0	0	21	0	0	0	0	0	0	0	96	0	0	0	0	161	0	0	0	0	24	5	0	0	0	0	0	0	28	34	29	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	21	11	0	6	0	0	0	0	0	28	0	0	0	0	0	ASV778
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	22	ASV780
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	ASV781
0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	76	29	0	0	0	17	0	0	751	0	0	85	0	0	52	0	0	0	26	0	0	0	0	0	0	0	0	12	0	0	0	51	0	0	0	0	0	0	0	0	ASV784
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	104	0	0	0	0	0	0	0	226	520	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	ASV787
7	0	0	0	22	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	191	0	0	0	0	95	0	0	0	0	0	0	0	0	5	234	0	0	16	0	0	0	0	0	0	0	0	0	0	34	0	13	0	0	0	35	108	0	0	0	0	0	8	0	0	0	0	0	0	0	156	3	0	0	6	0	ASV788
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	ASV790
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	363	0	0	0	0	0	3	0	0	63	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV792
0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	45	0	0	0	0	27	0	0	0	0	0	0	0	0	10	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	78	0	0	0	0	0	0	0	0	0	0	ASV793
0	0	0	0	58	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	26	0	0	223	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	205	0	42	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	15	0	ASV795
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	102	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	ASV796
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	ASV797
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	64	0	0	0	0	0	366	ASV798
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	44	0	0	0	0	23	0	0	0	0	190	54	0	355	0	19	0	0	0	0	8	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	11	0	17	86	0	0	0	0	5	0	31	0	42	0	0	ASV800
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	60	0	0	0	0	0	0	0	0	0	7	12	0	39	552	0	0	52	0	0	ASV804
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV805
0	0	0	52	5	0	0	28	0	0	0	0	0	0	133	0	0	0	0	0	0	0	19	9	0	0	0	0	0	0	16	0	0	0	40	59	12	0	0	0	0	10	78	27	0	0	70	0	0	0	0	26	0	164	0	25	34	0	0	0	0	0	32	0	57	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	10	4	0	0	0	0	5	0	ASV807
0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	55	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	78	0	ASV808
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	108	0	0	182	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	187	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	ASV810
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	60	0	49	0	0	0	0	18	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	ASV811
0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	13	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	12	0	0	53	0	0	12	0	0	331	0	0	263	0	18	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	24	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	12	0	0	35	0	0	0	ASV812
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV813
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV816
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	222	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV819
0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	55	0	0	0	13	0	0	0	0	0	0	0	0	0	62	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	173	84	148	40	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	ASV820
415	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	44	0	0	22	0	0	0	0	0	93	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	53	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV821
0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	30	0	0	0	0	46	0	0	0	0	0	0	0	0	150	0	52	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	98	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV822
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	45	0	0	0	0	0	0	62	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	56	0	ASV824
0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV825
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	14	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	ASV827
77	56	0	0	0	0	12	7	0	0	8	0	0	17	0	12	0	0	19	0	0	0	0	0	0	11	0	0	0	0	9	0	156	4	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	186	0	0	0	0	23	0	21	0	0	0	0	0	35	26	0	0	14	0	0	0	15	0	0	9	0	0	0	42	0	0	6	0	0	0	0	ASV829
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	95	0	0	165	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	81	0	0	0	54	0	0	0	0	0	0	111	0	0	0	163	0	0	0	0	41	ASV833
36	0	8	0	0	0	0	0	0	0	0	0	0	16	0	37	0	0	0	0	0	14	0	0	33	0	22	15	24	44	0	62	14	0	0	0	0	39	0	0	0	0	19	0	0	0	33	0	13	42	0	18	43	0	26	0	25	0	20	0	0	0	0	29	0	0	14	12	0	122	0	0	66	13	0	0	25	0	0	8	0	0	16	0	0	0	0	0	0	47	0	0	0	0	0	ASV834
0	0	0	0	29	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	226	0	92	0	0	0	0	41	0	0	31	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	16	0	20	0	0	0	0	0	0	0	0	0	0	168	0	0	112	0	0	ASV835
0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	27	0	0	0	46	0	0	0	0	0	17	0	39	0	0	0	0	0	108	0	0	31	0	0	0	0	31	19	0	0	0	0	0	17	0	0	0	0	0	0	161	0	0	24	0	0	0	0	0	0	0	0	27	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	22	ASV836
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV837
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	ASV838
0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	50	0	0	235	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	19	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	97	39	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	ASV839
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ASV840
3	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	37	15	0	0	0	3	0	0	0	0	16	0	23	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	3	0	18	0	0	0	0	31	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	29	0	26	0	11	49	0	0	11	0	0	0	62	116	0	0	0	ASV841
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	ASV842
