source	target	relation	evidence
source:analysis/v45_collaborator_package/collaborator_package_manifest.tsv	stale_artifact:collaborator_path_resolver	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_collaborator_path_resolver/live_sources/collaborator_package_path_resolution_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_command_plan_consistency/command_plan_consistency_summary.json	stale_artifact:author_run_bundle_dryrun_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_compute_storage_summary/summary.json	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card.tsv	stale_artifact:author_run_bundle_dryrun_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card.tsv	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card.tsv	stale_artifact:external_blocker_escalation_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card.tsv	stale_artifact:received_package_decision_tree	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card.tsv	stale_artifact:send_log_intake_template	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_current_action_card/current_action_card_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:external_blocker_escalation_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:outbound_request_packet_integrity	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:state_machine_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board.tsv	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_board/external_blocker_board_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_matrix.tsv	stale_artifact:followup_escalation_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_external_blocker_escalation_matrix/external_blocker_escalation_matrix.tsv	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:external_blocker_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:external_blocker_escalation_matrix	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:followup_escalation_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:followup_message_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:state_machine_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board.tsv	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_followup_due_board/live_template/followup_due_board_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_handoff_completeness/handoff_completeness_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_handoff_completeness_scored_missing/handoff_completeness_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_live_cohort_acquisition_index/live_cohort_acquisition_index.tsv	stale_artifact:external_blocker_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_live_cohort_acquisition_index/live_cohort_acquisition_index.tsv	stale_artifact:route_arrival_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_outbound_data_requests/request_tracker.tsv	stale_artifact:external_blocker_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_outbound_data_requests/request_tracker.tsv	stale_artifact:followup_due_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_outbound_data_requests/request_tracker.tsv	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_outbound_data_requests/request_tracker.tsv	stale_artifact:route_arrival_packets	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_power_decision_table/selected_scenarios_by_n.tsv	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_power_decision_table/stakeholder_power_decision_table.tsv	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_precommit_readiness/precommit_readiness_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_precommit_readiness/precommit_readiness_summary.json	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_precommit_readiness/precommit_readiness_summary.json	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_readiness_status_dashboard/readiness_status_dashboard_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_readiness_status_dashboard/readiness_status_dashboard_summary.json	stale_artifact:state_machine_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_received_data_triage/received_data_triage_status.tsv	stale_artifact:external_blocker_board	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_received_data_triage/received_data_triage_status.tsv	stale_artifact:readiness_status_dashboard	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_received_data_triage/received_data_triage_status.tsv	stale_artifact:state_machine_transition_validator	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_received_package_decision_tree/live/received_package_decision_tree.tsv	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_regression_aggregator/regression_aggregator_summary.json	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_cases.tsv	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_cases.tsv	stale_artifact:v46_small_n_conclusion_language	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_summary.json	stale_artifact:v46_partial_label_return_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_summary.json	stale_artifact:v46_safe_interpretation_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/any_author_run_fallback_arrival_packet.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/gafson_dmf_2018_arrival_packet.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/gse228330_ocrelizumab_pbmc_arrival_packet.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/karolinska_dmf_ros_2019_arrival_packet.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/route_arrival_packet_index.tsv	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/route_arrival_packet_index.tsv	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/route_arrival_packet_index.tsv	stale_artifact:route_packet_integrity_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_arrival_packets/route_arrival_packet_summary.json	stale_artifact:route_packet_integrity_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_route_packet_integrity_manifest/live/route_packet_integrity_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_state_machine_validator/live/route_state_validation.tsv	stale_artifact:received_package_decision_tree	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_state_machine_validator/live/state_machine_validator_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_state_machine_validator/live/state_machine_validator_summary.json	stale_artifact:received_package_decision_tree	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_synthetic_artifact_index/summary.json	stale_artifact:generated_doc_freshness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/gafson_primary_plan/command_plan.md	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/gafson_primary_plan/command_plan_summary.json	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan.md	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan_summary.json	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan.md	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan_summary.json	stale_artifact:cross_route_readiness_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope.tsv	stale_artifact:v46_partial_label_repair_prioritization	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage.tsv	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_table.tsv	stale_artifact:v46_first30_repair_template_coverage_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_table.tsv	stale_artifact:v46_first30_status_board_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_table.tsv	stale_artifact:v46_returned_package_preflight_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_status_board_dryrun/FIRST30_STATUS_BOARD_DRYRUN.md	stale_artifact:v46_returned_package_status_board_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun.tsv	stale_artifact:v46_returned_package_status_board_schema_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	stale_artifact:v46_returned_package_dependency_graph	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_operator_smoke_test_bundle/operator_smoke_test_steps.tsv	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_operator_smoke_test_bundle/operator_smoke_test_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_package_manifest_shape_classifier/package_manifest_shape_synthetic_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_partial_label_repair_prioritization/partial_label_repair_prioritization_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_partial_label_return_classifier/partial_label_synthetic_cases.tsv	stale_artifact:v46_partial_label_repair_prioritization	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_receipt_manifest_schema_linter/receipt_manifest_schema_synthetic_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_return_repair_request_templates/repair_request_template_index.tsv	stale_artifact:v46_first30_repair_template_coverage_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_return_repair_request_templates/repair_request_template_index.tsv	stale_artifact:v46_first30_status_board_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_return_repair_request_templates/repair_request_template_index.tsv	stale_artifact:v46_partial_label_repair_prioritization	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_return_repair_request_templates/repair_request_template_lint.tsv	stale_artifact:v46_first30_repair_template_coverage_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	stale_artifact:v46_returned_package_dependency_graph	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_preflight_dryrun/returned_package_preflight_dryrun_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv	stale_artifact:v46_returned_package_dependency_graph	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_regression_suite/returned_package_regression_steps.tsv	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_regression_suite/returned_package_regression_summary.json	stale_artifact:cold_start_operator_sequence	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_regression_suite/returned_package_regression_summary.json	stale_artifact:current_action_card	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_route_state_matrix/returned_package_route_state_matrix.tsv	stale_artifact:v46_first30_returned_package_decision_table	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_safe_interpretation/safe_interpretation_synthetic_cases.tsv	stale_artifact:v46_safe_wording_fixture_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_state_transition_validator/returned_package_state_transition_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_returned_package_status_board_schema_linter/status_board_schema_linter_summary.json	stale_artifact:v46_returned_package_handoff_bundle_manifest	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:analysis/v46_small_n_conclusion_language/small_n_conclusion_language.tsv	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AGGREGATE_ONLY_RETURNED_PACKAGE_COMPOSITION_DRYRUN_V46.md	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	stale_artifact:v46_analyzable_pair_confidence_envelope	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_METRIC_FORMAT_ADAPTER_V46.md	stale_artifact:v46_metric_format_adapter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_PACKET_BUNDLE_INDEX_V45.md	stale_artifact:collaborator_path_resolver	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_aggregate_only_returned_package_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_result_report_safe_class_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_return_repair_request_templates	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_returned_package_command_order_planner	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_unscoreable_return_composition_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/COLD_START_OPERATOR_SEQUENCE_V45.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	stale_artifact:collaborator_path_resolver	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/CURRENT_ACTION_CARD_V45.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/EXTERNAL_BLOCKER_AGING_AUDIT_V46.md	stale_artifact:v46_external_blocker_aging_audit	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/EXTERNAL_BLOCKER_BOARD_V45.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	stale_artifact:v46_first30_repair_template_coverage_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	stale_artifact:v46_first30_returned_package_decision_table	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	stale_artifact:v46_package_manifest_shape_classifier	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	stale_artifact:v46_first30_status_board_dryrun	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md	stale_artifact:v46_returned_package_regression_suite	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md	stale_artifact:v46_first30_returned_package_decision_table	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/GENERATED_CHECKER_REGISTRY_V45.md	stale_artifact:generated_checker_registry	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/HARNESS_READY_DECISION_TEMPLATE_V45.md	stale_artifact:no_score_before_gates_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/OPENGWAS_JWT_RENEWAL_RUNBOOK_V45.md	stale_artifact:opengwas_token_expiry_sentinel	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/OPENGWAS_TOKEN_EXPIRY_SENTINEL_V45.md	stale_artifact:opengwas_token_expiry_sentinel	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	stale_artifact:v46_operator_smoke_test_bundle	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
source:docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md	stale_artifact:v46_returned_package_doc_crosslink_linter	freshness_source_for	analysis/v45_readiness_stale_output_detector/readiness_stale_output_detector.tsv
