gene	shadow_evidence_score	genetics_gate	cellstate_gate	ms_expression_trend	perturbation_trend	reachable_annotation	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	c15_trend_positive_disease_count	c15_strict_positive_context_count	c15_myeloid_positive_context_count	positive_c15_contexts	best_c15_context	ms_delta_log2	ms_p	w37_contrast_lfc	w37_contrast_fdr	chembl_target_id	druggable_activity_count	wave82_evidence_channel_count	wave82_call	label_class_annotation	prior_annotation
SHC4	2.1999999999999997	False	False	False	True	False	1.0	T1D	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.4449643684182103	0.7249525867642096	-0.6824696231134666	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CAMK2A	2.1999999999999997	False	False	False	True	False	0.0		1.0	SLE	0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.3568593454560917	0.768168526878278	-0.4934796567778999	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ABI3BP	2.1999999999999997	False	False	False	True	False	1.0	Sjogren	0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1688499254745883	0.9005791459281354	-0.5459366459516511	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CTH	2.1999999999999997	False	False	False	True	False	1.0	AS	0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.3348947972681371	0.4020390682823963	0.3847086344394588	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
MDGA1	2.1999999999999997	False	False	False	True	False	1.0	T1D	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.9394350712379969	0.3980596533398269	-0.3972600207988769	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IRAK1	2.1999999999999997	False	False	False	True	False	0.0		1.0	RA	0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.1940596846353095	0.2624278512629254	-0.8762941080020583	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KIF21B	2.1999999999999997	False	False	False	True	False	1.0	UC	0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0177606664403153	0.9523047819606568	-0.8086317872010444	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SEC61G	2.1999999999999997	False	False	False	True	False	1.0	MS	0.0		0.7987198829650879	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_stellate_cell	t1d_acinar_cell	0.0349436418700825	0.8769151120311164	-0.9286180396850532	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SH2B1	2.1999999999999997	False	False	False	True	False	0.0		1.0	Psoriasis	0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.2942776086330898	0.1488779902905159	-0.4170450951700286	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
BAIAP2	2.1999999999999997	False	False	False	True	False	0.0		1.0	PBC	0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	-0.1980867752598474	0.3659461827041202	-0.4066881224684993	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GRB2	2.1999999999999997	False	False	False	True	False	0.0		1.0	SLE	0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.0334854618459239	0.8927816596324836	-0.8517600283456903	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RAPGEF6	2.1999999999999997	False	False	False	True	False	1.0	Crohn	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0192542267724054	0.925956483305529	-0.9892423649606454	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FGGY	2.1999999999999997	False	False	False	True	False	1.0	Celiac	0.0		0.0	0.0	1.0	1.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell	-0.1889734072381506	0.8410032168026129	0.3207044174358471	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
AMD1	2.1999999999999997	False	False	False	True	False	1.0	AS	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0402147051211585	0.8779517184912079	-0.514201623895215	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RRP15	2.1999999999999997	False	False	False	True	False	1.0	MS	0.0		0.5979786515235901	0.0	1.0	1.0	0.0	t1d_acinar_cell;t1d_stellate_cell	t1d_acinar_cell	-1.1456865457548409	0.2097138589676407	0.5170298395239918	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
KCNK12	2.1999999999999997	False	False	False	True	False	1.0	AITD	0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.0	1.0	-1.0599954962711984	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ELAVL2	2.1999999999999997	False	False	False	True	False	1.0	T1D	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0	1.0	-0.6432720780586569	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GDA	2.1999999999999997	False	False	False	True	False	1.0	SLE	0.0		0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	0.7073779558919937	0.532932852075807	-0.715259665976804	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FIGNL1	2.1999999999999997	False	False	False	True	False	0.0		1.0	Psoriasis	0.0	0.0	1.0	1.0	0.0	t1d_stellate_cell	t1d_stellate_cell	-0.5094706077836344	0.5567925663118651	-0.5023903570245448	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
BMS1	2.1999999999999997	False	False	False	True	False	1.0	Celiac	0.0		0.0	0.0	1.0	1.0	0.0	t1d_endothelial_cell	t1d_endothelial_cell	0.0964377675530805	0.5010243448513115	-0.6809519358631686	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ACTR2	2.1999999999999997	False	False	False	True	False	1.0	Psoriasis	0.0		0.0	0.0	1.0	1.0	1.0	ibd_crohn_myeloid	ibd_crohn_myeloid	0.1140154602787912	0.5118160429275626	-1.5068240378571225	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SETD5	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.0124870967934587	0.9620744313811396	0.3392497271151824	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MPV17L	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.2462010317915615	0.8227430161742421	0.3783511867088172	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ELOVL6	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-1.075926571633806	0.3454923829829082	0.4650458143203546	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
GATM	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.187846026326401	0.3373409995096464	0.4107669744074097	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
NOP2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.1727077799722547	0.3840507965600234	0.6377095968675317	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MRRF	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_acinar_cell	-0.0330657323349967	0.8851391554235607	-0.3256028597704945	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
DHPS	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.0520813510697468	0.8475131585128723	-0.3128783691894903	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PRSS16	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_ductal_cell	0.0	1.0	-0.62492484124349	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MAP2K1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.0943736157519641	0.6015578023313096	-0.2766633729677423	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PPT1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.0297530042767402	0.8993409274289453	-0.5572141262842623	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
AP1M1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1118297320676067	0.5883503685543445	-0.4685970541314131	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TUBGCP4	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.2989126706015712	0.1633925220025097	0.4900820079581329	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
OGG1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_ductal_cell	-0.0197610914734838	0.9595309792917668	-0.4946438027968649	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
SIPA1L3	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.6208902453474323	0.008206858972735	-0.365017294191704	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RBM47	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.0641468053940155	0.597692444355117	-0.3136627814570017	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LY96	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.1898937017251301	0.6656636958194138	-0.5796016859395923	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
DDX47	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.0126909497394898	0.9324920349283048	-0.3956898224535989	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LGI4	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.0743359752798182	0.9397947874110096	0.5528043357575406	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PSMC6	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0393952709284164	0.8267485557073286	-0.9707307687567585	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PIGU	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.281422938958074	0.5596618243040048	-0.7765150290842638	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TRDMT1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1792053783551415	0.8102335245567241	-0.6182847353622056	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
GNG10	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.3872469084387013	0.2651309790864057	-0.5846639084918905	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ELF3	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.394465066483463	0.7423922970762942	-0.3851990373605614	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
ELMO1	2.1	False	False	False	False	False	2.0	PBC;Psoriasis	2.0	PBC;Psoriasis	0.0	0.0	1.0	0.0	0.0	t1d_ductal_cell	t1d_ductal_cell	-0.2660429536334607	0.115590147912949	-0.3422643061532311	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LYPLA2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1342392529824305	0.4315064627514442	-0.5296955407818255	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RFC2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.0951737776331143	0.7203784740639574	-0.5905483484011804	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
PHLDB1	2.1	False	False	False	False	False	1.0	PBC	3.0	Celiac;PBC;RA	0.0	0.0	1.0	0.0	0.0	t1d_ductal_cell	t1d_ductal_cell	-0.5131639338297118	0.266170332507138	0.1487446492926288	1.0		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TPD52	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.5661680065637391	0.3391199646586192	-0.4644448772341369	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
SRSF6	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.1602876517017737	0.4873436024346125	0.5077868089473584	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
TARDBP	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.3324659800005864	0.0173143972120142	-0.6911542916657579	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LLGL2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.4314792524589741	0.3506717389639646	0.3976186991272648	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
DDOST	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.1673266364798245	0.3977308553245998	-0.8112771804648833	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
UBE2N	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	0.0951980277824446	0.5535527976821396	0.4527905893260912	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
AP1M2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.0	1.0	0.5156653326955333	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
EGLN2	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.3886658221491004	0.3010059404904985	0.2788568673732166	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MEI1	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	0.7173446209688215	0.5272226888364837	-0.5568304905131912	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
CENPT	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.396988353236102	0.0113582776225629	-0.8128889410726186	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RPP21	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-1.3852907631137663	0.0826852415540597	-0.7297214165701322	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
MRPS17	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_ductal_cell	-0.229159996109578	0.4052385806841692	0.7220860575375854	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
EPHB4	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-0.4910899928406333	0.3646320507285742	-0.3286422114824422	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
RBBP5	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.0565062431571092	0.7240208627758146	-1.081316663595839	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
SF3B3	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.0665181807402213	0.627425093499468	-0.6611179315713782	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
LDLR	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_stellate_cell	-1.338164025664696	0.0285533845578551	-0.2990402712708259	0.920009505703422		0.0	0.0		prior_art_or_local_prior	NO_GO_WAVE62_TARGET_RESOLUTION | insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker |   NO_GO_WAVE62_TARGET_RESOLUTION   insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CENPK	2.1	False	False	False	True	False	0.0		0.0		0.0	0.0	1.0	2.0	0.0	t1d_stellate_cell;t1d_endothelial_cell	t1d_endothelial_cell	-0.6211763671708339	0.5977319328362595	0.4572103716540527	0.920009505703422		0.0	0.0		unlabeled_or_data_blocked	     
