dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_pairs	mean_post_minus_pre	median_post_minus_pre	one_sample_t	p	confounders	fdr	global_pd_fdr
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	mixscale_validated_ifng_readout	4	-0.2333478590075251	-0.1957407806238156	-2.166279687562587	0.1188711374433524	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.3184695006885414	0.6622820514701062
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	lipid_loader_repair	4	0.0303561409237395	0.035772587375963	1.072473638812967	0.3621067521661252	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.4479324689462046	0.689567691077535
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	complement_phagocytosis	4	-0.0225205427441529	-0.0404465042082012	-0.6847484628194799	0.5426619010345619	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.5426619010345619	0.7936430302630468
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	hif_nampt_metabolic	4	-0.3287720817074419	-0.2888700382466009	-2.520681120029233	0.0861252483956796	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.3184695006885414	0.6156173047614794
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=stromal_endothelial_like	inflammatory_nfkb	4	-0.095959956478616	-0.0783199192636468	-1.6311147373115749	0.2013636628270821	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.3368935161106016	0.662719536925798
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	ifn_apc	5	-0.1436735084008902	-0.1034422319656675	-3.246770625718469	0.0314716792849188	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.0708112783910674	0.4334866103411389
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	hla_ii_apc	5	-0.119738391498794	-0.1473335966345693	-2.6645055917275835	0.0561261974653942	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.1010271554377095	0.6156173047614794
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	lysosomal_apc	5	-0.066542457973572	-0.0895243254527567	-3.2981556930419047	0.0299852107631626	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.0708112783910674	0.4334866103411389
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	mif_cd74_receptor_state	5	-0.0887373235838601	-0.0637396906584988	-1.3727616248650951	0.2417605848007695	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.3108350376009894	0.662719536925798
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	mixscale_validated_ifng_readout	5	-0.090440758663435	-0.1054575827812968	-3.6906774259420856	0.0210062528513891	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.0708112783910674	0.4334866103411389
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	lipid_loader_repair	5	-0.0234920119643008	-0.0265681692443809	-2.30494532962967	0.0824892171908134	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.1237338257862201	0.6156173047614794
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	complement_phagocytosis	5	-0.0206078785204217	-0.0051327592551288	-0.855699755982007	0.4403942526407247	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.4954435342208153	0.7262249168711733
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	hif_nampt_metabolic	5	-0.1297349273718569	-0.1027701439743395	-3.700912124636538	0.0208188053677014	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.0708112783910674	0.4334866103411389
GSE253006	JAK/TYK	tofacitinib	ulcerative colitis	marker-derived rectal single-cell compartments	earliest post-treatment minus baseline	group=Responder;marker_compartment=t_cell_like	inflammatory_nfkb	5	-0.0108929904708291	-0.0186643781897821	-0.5377266484748107	0.619287913184021	post-treatment only for PD; n small, marker-derived compartments, cell-composition shifts	0.619287913184021	0.8071001079479152
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	ifn_apc	4	-0.0613202077171025	-0.0728105828424565	-0.6426919925890058	0.5661672592376725	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.8022087300049184
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	hla_ii_apc	4	-0.0263323633974729	-0.0866953118434208	-0.1240997421531609	0.9090844115271604	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9090844115271604	0.9496685370417657
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	lysosomal_apc	4	0.0354548511504853	0.0455543770920692	0.7463466109472439	0.5096219965034736	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.7734877658868812
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	mif_cd74_receptor_state	4	-0.0814300563564497	-0.1089262532223107	-0.424229845431933	0.6999815348719671	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.836358339999487
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	mixscale_validated_ifng_readout	4	-0.0866151114488259	-0.0592340193257133	-1.0794322855941023	0.3594434752252476	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.689567691077535
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	lipid_loader_repair	4	0.0119581653501298	-0.0175800688073692	0.16621798668372	0.8785563203423726	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9090844115271604	0.9370502348621014
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	complement_phagocytosis	4	-0.0726997683792502	-0.0387596129902435	-1.6544925728178406	0.1966010896300924	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.662719536925798
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	hif_nampt_metabolic	4	-0.0326789152510563	-0.0481767149271657	-0.5369801673845898	0.6285519266696903	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.8071001079479152
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=keratinocyte_like	inflammatory_nfkb	4	0.0305320075615287	0.043340051540978	0.8474393290648474	0.4590041635274367	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.8999762591211006	0.7407263420743392
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	ifn_apc	4	-0.2137268108143425	-0.1446117604643805	-1.555566850192922	0.2176612636287215	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.4099716836105924	0.662719536925798
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	hla_ii_apc	4	-0.2272505344209078	-0.1192387293632767	-0.7988572585348659	0.4827698455404665	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.5446636856727082	0.7498995645857849
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	lysosomal_apc	4	-0.1808490774788912	-0.1723190205085163	-4.3744775667542015	0.0221043647372038	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.1989392826348345	0.4334866103411389
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	mif_cd74_receptor_state	4	-0.2693342624278826	-0.1992391197623582	-1.0884559249538357	0.35601835908112	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.5340275386216802	0.689567691077535
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	mixscale_validated_ifng_readout	4	-0.1790210457569636	-0.1875516960671036	-1.5118356121130454	0.2277620464503291	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.4099716836105924	0.662719536925798
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	lipid_loader_repair	4	-0.0516517935363012	-0.1134173789288056	-0.5158946745610744	0.6415411114457787	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.6415411114457787	0.8071001079479152
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	complement_phagocytosis	4	-0.2055132571960703	-0.1553993138110847	-2.266006883449866	0.1083234127772628	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.4099716836105924	0.6622820514701062
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	hif_nampt_metabolic	4	-0.0432897322684668	-0.0411155462543243	-0.7961083548048515	0.4841454983757405	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.5446636856727082	0.7498995645857849
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=myeloid_apc_like	inflammatory_nfkb	4	-0.0800116805018517	-0.120119903997853	-1.5353853862134983	0.2222597885865398	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.4099716836105924	0.662719536925798
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	ifn_apc	4	-0.0984877244971623	-0.0677243272005402	-1.3872557101097631	0.2594593263552799	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.662719536925798
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	hla_ii_apc	4	-0.0644450238940395	-0.0940201895492227	-0.5035369481354669	0.6492349696313776	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.8080903345411827
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	lysosomal_apc	4	0.0036549148269326	0.0390414133234146	0.0892766860889466	0.9344882059367492	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.9675674344654837
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	mif_cd74_receptor_state	4	-0.0544297299006494	-0.1180345107915839	-0.4233772660666081	0.7005394642730747	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.836358339999487
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	mixscale_validated_ifng_readout	4	-0.037383497422118	-0.0267650033263924	-0.6375588271474546	0.5690882443624635	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.8022087300049184
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	lipid_loader_repair	4	0.0465604160082525	-0.000379880472671	0.6938615959782962	0.5376694428088246	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.7936430302630468
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	complement_phagocytosis	4	0.0025063501460096	-0.0499030145700205	0.0386744631525321	0.9715796465497292	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.9799553331579165
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	hif_nampt_metabolic	4	0.0041206590053889	0.0249094567292291	0.0728956758974786	0.9464771858091252	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.9713844801725232
GSE183047	IL-17/IL-23	secukinumab	psoriasis	marker-derived lesional skin single-cell compartments	earliest post-secukinumab minus pretreatment	marker_compartment=t_cell_like	inflammatory_nfkb	4	0.0562547924880609	0.0470772651139648	1.915145414869588	0.1513580413740811	no responder labels; n=4 paired for analyzable lesional compartments; marker-derived compartments	0.9715796465497292	0.662719536925798
