analysis	dataset_path	disease_name	compartment	role	module	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.4276018963958717	-0.1872746149530026	-0.7491240055037198	0.45378246750262263	0.5178419231450735	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.3893717223897106	1.0244676218321067	2.2924175646566662	0.02188155942351395	0.0437631188470279	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	interferon_apc	8	CD74;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	1.8211795024733461	1.6684657300892387	3.8267334009463245	0.00012985502157864865	0.0005518838417092567	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	1.1033659081627636	0.5643607762932219	3.039335692768	0.0023710049629990515	0.006909785892168664	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ets2_direct	1	ETS2	-0.351197328611704	-0.351197328611704	-1.1873686573803668	0.23508223730394096	0.2997298525625247	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ets2_macrophage_program	13	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL1B;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.2265087491264324	0.9451439292087852	6.179112291203718	6.446303484632922e-10	3.2876147771627904e-08	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	-0.08590249190071936	0.0904302902903237	-0.5073194886138008	0.6119306664843978	0.6711497632409524	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	generic_nfkb_tnf	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.350941963184538	1.5449026950053306	5.701959809364627	1.1843775696186682e-08	3.020162802527604e-07	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.6368052569586004	0.7591911195776664	4.113191375852328	3.902266232812047e-05	0.0001990155778734144	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.5231589112169545	0.6262926143277183	4.294678788021892	1.7494644747826e-05	0.00011635770456694469	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ets2_direct	1	ETS2	-0.3646341689757451	-0.3646341689757451	-0.9048053386011237	0.365568522918988	0.42989896026697644	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ets2_macrophage_program	11	CCL2;CCL3;CXCL8;ETS2;ICAM1;IL6;MMP9;NFKBIA;PTGS2;TNF;TNFAIP3	1.2442237904295437	1.2673290547909009	5.114600713875531	3.1440530425039494e-07	3.2069341033540283e-06	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	0.31048683790466824	0.4344615989115281	1.628459537141797	0.1034274822510795	0.15514122337661926	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	generic_nfkb_tnf	7	CCL2;CCL3;CXCL8;IL6;NFKBIA;TNF;TNFAIP3	1.5141346071056394	1.57986377839732	5.122104385147559	3.0214453942741704e-07	3.2069341033540283e-06	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	interferon_apc	9	CD74;CXCL10;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.40301287362286486	0.4028232797805788	2.1613886086839664	0.030665333301607693	0.05687025448661791	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.5062395192065271	0.40031987028368743	2.116119388411865	0.03433465490402989	0.06161561692975843	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ets2_direct	1	ETS2	0.2103799129676105	0.2103799129676105	0.36663462346002185	0.7138915782325352	0.7664941155759852	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ets2_macrophage_program	11	CCL2;CCL3;CCL4;CXCL8;ETS2;ICAM1;IL6;MMP9;NFKBIA;PTGS2;TNFAIP3	1.3315424956099517	1.1934080071999498	4.379003514338459	1.1922320961700423e-05	8.686262414953164e-05	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ap1_ets_immediate_early	9	DUSP1;DUSP2;EGR1;ETS2;FOS;FOSB;JUN;JUNB;JUND	0.24296140675016004	0.3979078002278591	1.3771631374975062	0.1684618158741823	0.2291080695888879	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	generic_nfkb_tnf	7	CCL2;CCL3;CCL4;CXCL8;IL6;NFKBIA;TNFAIP3	1.4706295036643893	1.4604055663023243	3.950974592237491	7.783358811323755e-05	0.00036086481761591954	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	interferon_apc	8	CD74;GBP1;HLA-DRA;HLA-DRB1;IFI30;IRF1;ISG15;STAT1	0.8547238655432985	0.7757383064042535	3.362603893908904	0.0007721106585432199	0.002402985419527435	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	lysosome_apc	10	CD74;CTSB;CTSD;CTSL;CTSS;HLA-DRA;IFI30;LAMP1;LAMP2;TPP1	0.5102322711848104	0.335724405168358	2.0912941883426517	0.03650170047271982	0.06310463471554952	True	False	True	False
