gene	axis	priority_score	weighted_evidence_score	ms_anchor_score	positive_disease_count	negative_disease_count	positive_non_ms_disease_count	negative_non_ms_disease_count	ms_channels	ms_datasets	positive_diseases	negative_diseases	prior_flag
PXK	unassigned	2.159524120111697	0.7047620600558484	1.4547620600558484	0	0	0	0	1	1			
MAP7	unassigned	2.1577097919636716	0.32885489598183587	1.8288548959818358	1	0	0	0	2	2	MS		
ENDOD1	unassigned	2.1564468461493065	0.3282234230746533	1.8282234230746532	1	0	0	0	2	2	MS		
RCN1	unassigned	2.145389210433912	0.32269460521695603	1.822694605216956	1	0	0	0	2	2	MS		
WASHC5	unassigned	2.143451546548728	0.32172577327436397	1.821725773274364	1	0	0	0	2	2	MS		
STXBP1	unassigned	2.1406591089501887	0.32032955447509426	1.8203295544750944	1	0	0	0	2	2	MS		
VAPA	unassigned	2.13707164606721	0.31853582303360506	1.818535823033605	1	0	0	0	2	2	MS		
ETFB	unassigned	2.128803165678862	0.3144015828394311	1.814401582839431	1	0	0	0	2	2	MS		
PTPN23	unassigned	2.1286464506019156	0.31432322530095785	1.8143232253009578	1	0	0	0	2	2	MS		
CHMP6	unassigned	2.128570420229386	0.31428521011469296	1.814285210114693	1	0	0	0	2	2	MS		
PFN1	unassigned	2.1279007399708894	0.3139503699854448	1.8139503699854447	1	0	0	0	2	2	MS		
ATP6V1A	unassigned	2.12725660999559	0.31362830499779515	1.813628304997795	1	0	0	0	2	2	MS		
HSD17B11	unassigned	2.1247969138172524	0.31239845690862617	1.8123984569086262	1	0	0	0	2	2	MS		
LGI4	unassigned	2.1242170792651414	0.3121085396325707	1.8121085396325707	0	0	0	0	2	2			
RAB24	unassigned	2.122598082605503	0.3112990413027513	1.8112990413027514	0	0	0	0	2	2			
DYNC1LI2	unassigned	2.1221104073339796	0.31105520366698985	1.8110552036669898	0	0	0	0	2	2			
FLG2	unassigned	2.121930976840857	0.6859654884204284	1.4359654884204285	0	0	0	0	1	1			
ATP6V1D	unassigned	2.1165744014002215	0.30828720070011084	1.8082872007001107	0	0	0	0	2	2			
RAN	unassigned	2.1116930826221356	0.3058465413110678	1.8058465413110678	0	0	0	0	2	2			
APOB	unassigned	2.1116542417798536	0.3058271208899268	1.8058271208899268	1	0	0	0	2	2	MS		
GNG12	unassigned	2.1113479658952783	0.3056739829476391	1.8056739829476391	0	0	0	0	2	2			
ARCN1	unassigned	2.108494318467044	0.3042471592335222	1.804247159233522	1	0	0	0	2	2	MS		
MAP3K20	unassigned	2.1069726746291404	0.3034863373145702	1.8034863373145702	0	0	0	0	2	2			
DMD	unassigned	2.1050008820224626	0.3025004410112314	1.8025004410112313	1	1	0	0	2	2	MS	MS	
EEF1G	unassigned	2.1044048735656093	0.3022024367828046	1.8022024367828047	0	0	0	0	2	2			
SNRNP40	unassigned	2.1003085221692257	0.3001542610846128	1.8001542610846129	1	0	0	0	2	2	MS		
DYNLT1	unassigned	2.0996460135457253	0.2998230067728628	1.7998230067728627	0	0	0	0	2	2			
SASH1	unassigned	2.0967057563277045	0.29835287816385236	1.7983528781638523	1	0	0	0	2	2	MS		
ARHGAP23	unassigned	2.096370428583652	0.29818521429182593	1.798185214291826	0	0	0	0	2	2			
UBE2Z	unassigned	2.094070143747847	0.29703507187392353	1.7970350718739234	0	0	0	0	2	2			
NMRAL1	unassigned	2.0940625947503646	0.29703129737518236	1.7970312973751823	0	0	0	0	2	2			
FLAD1	unassigned	2.0937901856168573	0.6718950928084285	1.4218950928084286	0	0	0	0	1	1			
NRAS	unassigned	2.090580578656168	0.295290289328084	1.795290289328084	0	0	0	0	2	2			
ABHD6	unassigned	2.0872516790804303	0.29362583954021504	1.7936258395402151	0	0	0	0	2	2			
CALB2	unassigned	2.08703484310451	0.2935174215522549	1.793517421552255	0	0	0	0	2	2			
INPP5A	unassigned	2.0865868462880397	0.29329342314401985	1.7932934231440198	0	1	0	0	2	2		MS	
PHKG1	unassigned	2.07819971846794	0.28909985923396997	1.78909985923397	0	0	0	0	2	2			
DRG2	unassigned	2.077235326929395	0.2886176634646975	1.7886176634646975	0	1	0	0	2	2		MS	
HNRNPH1	unassigned	2.0726090306149807	0.2863045153074903	1.7863045153074903	1	0	0	0	2	2	MS		
DGLUCY	unassigned	2.0707711432048224	0.28538557160241124	1.7853855716024112	1	0	0	0	2	2	MS		
SEC11A	unassigned	2.0695670837451496	0.28478354187257476	1.7847835418725748	1	0	0	0	2	2	MS		
DDOST	unassigned	2.067965976416845	0.2839829882084227	1.7839829882084226	1	0	0	0	2	2	MS		
ITGB4	unassigned	2.0663708549314492	0.2831854274657246	1.7831854274657246	1	0	0	0	2	2	MS		
GGA1	unassigned	2.0659855379128067	0.2829927689564034	1.7829927689564034	0	0	0	0	2	2			
HYOU1	unassigned	2.065443495492732	0.28272174774636594	1.782721747746366	1	0	0	0	2	2	MS		
EGFR	unassigned	2.0647646330008067	0.28238231650040324	1.7823823165004034	1	0	0	0	2	2	MS		
RPL30	unassigned	2.0607060967457076	0.2803530483728538	1.7803530483728538	0	0	0	0	2	2			
RPL10	unassigned	2.0592888540589307	0.27964442702946535	1.7796444270294653	0	0	0	0	2	2			
COX7C	unassigned	2.0565764867629945	0.27828824338149727	1.7782882433814973	0	0	0	0	2	2			
FH	unassigned	2.056210825593412	0.278105412796706	1.778105412796706	0	0	0	0	2	2			
PPM1H	unassigned	2.0552210272461764	0.2776105136230882	1.7776105136230882	0	1	0	0	2	2		MS	
NMD3	unassigned	2.049364236672562	0.27468211833628103	1.774682118336281	0	0	0	0	2	2			
RTRAF	unassigned	2.049149427512881	0.27457471375644055	1.7745747137564405	0	0	0	0	2	2			
HIGD2A	unassigned	2.0455753659038693	0.2727876829519347	1.7727876829519347	0	0	0	0	2	2			
GBE1	unassigned	2.0427269004669126	0.2713634502334562	1.7713634502334563	1	0	0	0	2	2	MS		
SPART	unassigned	2.04079666640364	0.27039833320181994	1.77039833320182	0	0	0	0	2	2			
SLC48A1	unassigned	2.036560385008375	0.26828019250418766	1.7682801925041876	0	0	0	0	2	2			
CAPZA1	unassigned	2.0364174522627687	0.26820872613138425	1.7682087261313844	1	0	0	0	2	2	MS		
PLAAT3	unassigned	2.0359767296524005	0.6429883648262003	1.3929883648262003	0	0	0	0	1	1			
PCNP	unassigned	2.0344723792225907	0.2672361896112954	1.7672361896112954	1	0	0	0	2	2	MS		
CDC42EP1	unassigned	2.0280762587853616	0.26403812939268084	1.7640381293926808	0	0	0	0	2	2			
PDLIM2	unassigned	2.0235557238875748	0.26177786194378727	1.7617778619437874	0	0	0	0	2	2			
CASP14	unassigned	2.022364138492532	0.26118206924626614	1.761182069246266	0	0	0	0	2	2			
UQCR10	unassigned	2.01887411839957	0.259437059199785	1.759437059199785	0	0	0	0	2	2			
PCBP4	unassigned	2.0173067205228783	0.6336533602614391	1.3836533602614391	0	0	0	0	1	1			
PDLIM5	unassigned	2.016837356832351	0.2584186784161754	1.7584186784161755	0	0	0	0	2	2			
PDK3	unassigned	2.0136619912158293	0.2568309956079146	1.7568309956079147	0	0	0	0	2	2			
SCFD1	unassigned	2.0136102832742466	0.2568051416371233	1.7568051416371233	1	0	0	0	2	2	MS		
NECAP2	unassigned	2.0123206976984105	0.2561603488492053	1.7561603488492052	0	0	0	0	2	2			
PPP1R9B	unassigned	2.010266487650534	0.2551332438252669	1.755133243825267	0	0	0	0	2	2			
KTN1	unassigned	2.0081563945175955	0.25407819725879777	1.7540781972587978	1	0	0	0	2	2	MS		
PSAT1	unassigned	2.0047428696381457	0.25237143481907287	1.7523714348190729	0	0	0	0	2	2			
SH3GL1	unassigned	2.0046207201014705	0.25231036005073526	1.7523103600507353	1	0	0	0	2	2	MS		
PLXNA1	unassigned	2.0045600429770944	0.2522800214885471	1.7522800214885472	0	0	0	0	2	2			
EXOC5	unassigned	1.9992775321328904	0.24963876606644528	1.7496387660664452	0	0	0	0	2	2			
NIPSNAP1	unassigned	1.9955264027000439	0.24776320135002183	1.747763201350022	0	0	0	0	2	2			
RGS12	unassigned	1.9911100772412706	0.24555503862063524	1.7455550386206353	0	0	0	0	2	2			
VANGL2	unassigned	1.9908053160140509	0.2454026580070255	1.7454026580070254	0	0	0	0	2	2			
PPT1	unassigned	1.9866548705737	0.24332743528684986	1.74332743528685	1	0	0	0	2	2	MS		
AGT	unassigned	1.9858100383536046	0.24290501917680218	1.7429050191768023	0	0	0	0	2	2			
TMSB10	unassigned	1.9856530107857218	0.24282650539286077	1.7428265053928609	0	0	0	0	2	2			
ADA	unassigned	1.985596860253822	0.6177984301269109	1.367798430126911	0	0	0	0	1	1			
TMX1	unassigned	1.985450273965803	0.2427251369829015	1.7427251369829015	1	0	0	0	2	2	MS		
PFKL	unassigned	1.9844864526054713	0.2422432263027357	1.7422432263027356	0	0	0	0	2	2			
RPS23	unassigned	1.9826833036069074	0.24134165180345374	1.7413416518034537	0	0	0	0	2	2			
RACK1	unassigned	1.977396729720152	0.238698364860076	1.738698364860076	1	0	0	0	2	2	MS		
AP2M1	unassigned	1.9753742261934524	0.2376871130967262	1.7376871130967262	0	0	0	0	2	2			
FXR2	unassigned	1.9751579122241552	0.23757895611207752	1.7375789561120776	0	0	0	0	2	2			
DYNLL2	unassigned	1.9690125293069607	0.2345062646534804	1.7345062646534803	0	0	0	0	2	2			
LAMTOR1	unassigned	1.9679679022292889	0.23398395111464437	1.7339839511146444	0	0	0	0	2	2			
LIPE	unassigned	1.9646991332369117	0.23234956661845585	1.7323495666184558	1	0	0	0	2	2	MS		
PLSCR4	unassigned	1.9646076472334064	0.2323038236167032	1.7323038236167032	0	0	0	0	2	2			
ATP6V1C1	unassigned	1.9645969314971645	0.23229846574858226	1.7322984657485823	1	0	0	0	2	2	MS		
TMPO	unassigned	1.960980895106673	0.23049044755333653	1.7304904475533365	1	0	0	0	2	2	MS		
SGTB	unassigned	1.9582394606972935	0.2291197303486467	1.7291197303486467	0	0	0	0	2	2			
WASHC4	unassigned	1.9578919989536923	0.22894599947684602	1.7289459994768461	1	0	0	0	2	2	MS		
LXN	unassigned	1.956390614937547	0.22819530746877353	1.7281953074687735	0	0	0	0	2	2			
PTMS	unassigned	1.9559077304402934	0.2279538652201467	1.7279538652201467	0	0	0	0	2	2			
ILF2	unassigned	1.9545847783456844	0.2272923891728421	1.7272923891728422	0	0	0	0	2	2			
CAD	unassigned	1.950062804978704	0.2250314024893521	1.725031402489352	1	0	0	0	2	2	MS		
ATP6V1G2	unassigned	1.9487836883039442	0.2243918441519721	1.724391844151972	0	0	0	0	2	2			
SNX2	unassigned	1.948528613109695	0.22426430655484758	1.7242643065548475	1	0	0	0	2	2	MS		
RAD21	unassigned	1.9462290777164881	0.22311453885824412	1.723114538858244	0	1	0	0	2	2		MS	
C2CD2	unassigned	1.9454766115186155	0.22273830575930778	1.7227383057593078	0	0	0	0	2	2			
CLU	unassigned	1.945345820925025	0.22267291046251247	1.7226729104625125	0	0	0	0	2	2			
MCAM	unassigned	1.9436769404094365	0.2218384702047182	1.7218384702047183	1	0	0	0	2	2	MS		
PRKCD	unassigned	1.9386110100018406	0.21930550500092028	1.7193055050009203	1	1	0	0	2	2	MS	MS	
ARHGAP35	unassigned	1.9371355559956633	0.21856777799783156	1.7185677779978317	1	1	0	0	2	2	MS	MS	
NAPEPLD	unassigned	1.9318819729262717	0.5909409864631358	1.3409409864631359	0	0	0	0	1	1			
SH3BGRL3	unassigned	1.9314567464462007	0.21572837322310046	1.7157283732231003	0	0	0	0	2	2			
CTSH	unassigned	1.9291404126353826	0.2145702063176913	1.7145702063176913	0	0	0	0	2	2			
DYNC1I2	unassigned	1.9290756804621618	0.2145378402310809	1.714537840231081	1	0	0	0	2	2	MS		
ERLIN1	unassigned	1.9251827645578112	0.21259138227890562	1.7125913822789056	1	0	0	0	2	2	MS		
SYNGR3	unassigned	1.9212509815317693	0.21062549076588466	1.7106254907658847	0	0	0	0	2	2			
PRRT1	unassigned	1.9187079863145797	0.20935399315728992	1.7093539931572899	0	0	0	0	2	2			
RPL37A	unassigned	1.9132607272238213	0.20663036361191067	1.7066303636119107	0	0	0	0	2	2			
NRXN1	unassigned	1.9124586560930892	0.20622932804654448	1.7062293280465446	0	0	0	0	2	2			
IBA57	unassigned	1.9113857738509017	0.20569288692545085	1.7056928869254508	0	0	0	0	2	2			
OPA1	unassigned	1.9098040669792002	0.20490203348960012	1.7049020334896001	0	0	0	0	2	2			
BSG	unassigned	1.9097900182988043	0.20489500914940217	1.7048950091494022	1	1	0	0	2	2	MS	MS	
WDFY1	unassigned	1.9091684041742711	0.20458420208713562	1.7045842020871356	0	0	0	0	2	2			
BTN3A3	unassigned	1.9090572995320398	0.2045286497660198	1.70452864976602	0	0	0	0	2	2			
MMAA	unassigned	1.9078950774530883	0.20394753872654403	1.7039475387265441	0	0	0	0	2	2			
PITPNB	unassigned	1.906183204981315	0.2030916024906576	1.7030916024906575	1	0	0	0	2	2	MS		
PDLIM3	unassigned	1.9043816478542137	0.20219082392710697	1.7021908239271069	0	0	0	0	2	2			
OSBPL3	unassigned	1.9031202895608663	0.20156014478043305	1.7015601447804332	0	0	0	0	2	2			
PRKCG	unassigned	1.9027055452190411	0.2013527726095205	1.7013527726095206	0	0	0	0	2	2			
TRAPPC8	unassigned	1.9001609850309968	0.2000804925154983	1.7000804925154984	1	0	0	0	2	2	MS		
ADIRF	unassigned	1.8996750853945974	0.1998375426972988	1.6998375426972987	0	0	0	0	2	2			
LRG1	unassigned	1.8979781267506755	0.19898906337533767	1.6989890633753377	0	0	0	0	2	2			
VCAM1	unassigned	1.8971167761486445	0.19855838807432213	1.6985583880743222	0	0	0	0	2	2			
CD38	unassigned	1.8961575969697675	0.19807879848488374	1.6980787984848837	0	0	0	0	2	2			
ATP5F1D	unassigned	1.8953653545278915	0.19768267726394584	1.6976826772639457	0	1	0	0	2	2		MS	
GPT2	unassigned	1.8952377415328634	0.1976188707664318	1.6976188707664317	1	0	0	0	2	2	MS		
VWF	unassigned	1.893770614096017	0.19688530704800855	1.6968853070480086	0	0	0	0	2	2			
LRRC59	unassigned	1.8911529578967183	0.19557647894835922	1.6955764789483592	1	0	0	0	2	2	MS		
TBXAS1	unassigned	1.8888337203376966	0.1944168601688483	1.6944168601688483	1	1	0	0	2	2	MS	MS	
ALDH5A1	unassigned	1.8887836116723875	0.19439180583619386	1.6943918058361938	0	0	0	0	2	2			
CKAP4	unassigned	1.8831197936744406	0.1915598968372203	1.6915598968372203	1	0	0	0	2	2	MS		
STMN2	unassigned	1.8821235593806565	0.5660617796903282	1.3160617796903282	0	0	0	0	1	1			
UGT8	unassigned	1.8802808532128732	0.1901404266064366	1.6901404266064366	0	0	0	0	2	2			
HDGFL3	unassigned	1.879396938813744	0.18969846940687196	1.689698469406872	1	0	0	0	2	2	MS		
GNPDA1	unassigned	1.8764737136697143	0.18823685683485708	1.6882368568348571	0	0	0	0	2	2			
TACC1	unassigned	1.8759000691348708	0.18795003456743536	1.6879500345674354	1	0	0	0	2	2	MS		
WDR1	unassigned	1.874815403128065	0.18740770156403241	1.6874077015640325	1	0	0	0	2	2	MS		
PABPN1	unassigned	1.8732458865842103	0.18662294329210505	1.6866229432921052	0	0	0	0	2	2			
FAF2	unassigned	1.872384658500636	0.18619232925031803	1.686192329250318	1	0	0	0	2	2	MS		
PLEC	unassigned	1.8713871268743878	0.185693563437194	1.685693563437194	0	0	0	0	2	2			
ANKS1B	unassigned	1.8705658709109105	0.18528293545545527	1.6852829354554553	0	0	0	0	2	2			
SH3GLB1	unassigned	1.8690219574747275	0.18451097873736383	1.6845109787373638	0	0	0	0	2	2			
ASPA	unassigned	1.8679494005082988	0.18397470025414941	1.6839747002541494	0	0	0	0	2	2			
PSMD2	unassigned	1.8669859403885072	0.18349297019425348	1.6834929701942536	1	0	0	0	2	2	MS		
APOD	unassigned	1.8665612271204273	0.18328061356021375	1.6832806135602136	0	0	0	0	2	2			
TPT1	unassigned	1.8650804987756766	0.1825402493878383	1.6825402493878383	0	0	0	0	2	2			
RAB2A	unassigned	1.8607861999899695	0.18039309999498476	1.6803930999949848	1	0	0	0	2	2	MS		
GALM	unassigned	1.8598385995992408	0.1799192997996204	1.6799192997996204	0	1	0	0	2	2		MS	
FARSA	unassigned	1.8593694199154225	0.1796847099577112	1.6796847099577112	0	0	0	0	2	2			
TMED7	unassigned	1.8584271526037508	0.1792135763018755	1.6792135763018754	1	0	0	0	2	2	MS		
OGT	unassigned	1.855448690912207	0.17772434545610344	1.6777243454561035	0	0	0	0	2	2			
GSTM1	unassigned	1.8545094678503649	0.17725473392518254	1.6772547339251824	0	0	0	0	2	2			
EHD4	unassigned	1.8526287527825716	0.1763143763912859	1.6763143763912858	1	0	0	0	2	2	MS		
IGHG4	unassigned	1.8519427767078684	0.17597138835393422	1.6759713883539342	0	0	0	0	2	2			
MT3	unassigned	1.8474612274411335	0.17373061372056686	1.6737306137205668	0	0	0	0	2	2			
LEMD2	unassigned	1.8473183519985552	0.1736591759992775	1.6736591759992776	1	0	0	0	2	2	MS		
EEA1	unassigned	1.8468436433325612	0.17342182166628073	1.6734218216662806	1	0	0	0	2	2	MS		
LTF	unassigned	1.8449374288660692	0.17246871443303458	1.6724687144330346	0	0	0	0	2	2			
LSM6	unassigned	1.8447870258016228	0.1723935129008114	1.6723935129008114	0	0	0	0	2	2			
FKBP3	unassigned	1.8430642196799556	0.1715321098399778	1.6715321098399778	0	0	0	0	2	2			
PRKAR2B	unassigned	1.8413309722358568	0.17066548611792842	1.6706654861179284	0	0	0	0	2	2			
CHMP4A	unassigned	1.8396961367444988	0.16984806837224942	1.6698480683722494	1	0	0	0	2	2	MS		
PDIA2	unassigned	1.8364688473202495	0.5432344236601248	1.2932344236601248	0	0	0	0	1	1			
RPL36AL	unassigned	1.8358227032481262	0.16791135162406312	1.6679113516240631	0	0	0	0	2	2			
PDCD10	unassigned	1.8338956551865881	0.16694782759329413	1.666947827593294	0	0	0	0	2	2			
ZC3H13	unassigned	1.8319025943162033	0.16595129715810164	1.6659512971581016	0	0	0	0	2	2			
GSPT1	unassigned	1.8318783845549076	0.1659391922774538	1.6659391922774538	1	0	0	0	2	2	MS		
S1PR5	unassigned	1.8293986150457413	0.1646993075228707	1.6646993075228707	0	0	0	0	2	2			
RAB8B	unassigned	1.8282005408401782	0.16410027042008912	1.6641002704200891	1	0	0	0	2	2	MS		
RETREG2	unassigned	1.827964789165598	0.16398239458279895	1.663982394582799	1	1	0	0	2	2	MS	MS	
CHMP3	unassigned	1.8273243295107173	0.16366216475535855	1.6636621647553587	0	0	0	0	2	2			
SLC30A9	unassigned	1.8268805154450174	0.5384402577225088	1.2884402577225087	0	0	0	0	1	1			
GAA	unassigned	1.8244591351788255	0.16222956758941287	1.6622295675894128	0	0	0	0	2	2			
DNAJB4	unassigned	1.823968118696972	0.16198405934848592	1.661984059348486	0	0	0	0	2	2			
SACS	unassigned	1.8228275237031202	0.1614137618515602	1.66141376185156	0	1	0	0	2	2		MS	
PDK2	unassigned	1.8222726871238564	0.16113634356192819	1.6611363435619282	0	0	0	0	2	2			
PHF5A	unassigned	1.8221558473860773	0.16107792369303864	1.6610779236930386	1	0	0	0	2	2	MS		
COPZ1	unassigned	1.821691471458831	0.16084573572941552	1.6608457357294155	1	0	0	0	2	2	MS		
GMFB	unassigned	1.8214224608180998	0.1607112304090499	1.6607112304090499	0	0	0	0	2	2			
GPX4	unassigned	1.818515227967901	0.15925761398395066	1.6592576139839506	0	0	0	0	2	2			
ENPP2	unassigned	1.8139486020001074	0.5319743010000536	1.2819743010000537	0	0	0	0	1	1			
BAIAP2	unassigned	1.810197224155392	0.15509861207769604	1.655098612077696	0	0	0	0	2	2			
PALM	unassigned	1.8100040028005013	0.15500200140025067	1.6550020014002507	0	0	0	0	2	2			
MAOB	unassigned	1.8085479134829852	0.15427395674149263	1.6542739567414926	0	0	0	0	2	2			
SYNGR2	unassigned	1.8079230239344302	0.528961511967215	1.278961511967215	0	0	0	0	1	1			
ADCYAP1R1	unassigned	1.807490360471693	0.1537451802358466	1.6537451802358465	0	0	0	0	2	2			
RTN3	unassigned	1.8070499905403756	0.15352499527018781	1.6535249952701878	0	0	0	0	2	2			
HTT	unassigned	1.8058033656898376	0.1529016828449189	1.6529016828449188	1	0	0	0	2	2	MS		
COPS7B	unassigned	1.803477824591158	0.151738912295579	1.651738912295579	0	0	0	0	2	2			
PTCD3	unassigned	1.8023866407251323	0.15119332036256616	1.6511933203625662	0	0	0	0	2	2			
HIBADH	unassigned	1.8022960713451233	0.15114803567256158	1.6511480356725616	0	0	0	0	2	2			
SSB	unassigned	1.8022611233183015	0.15113056165915073	1.6511305616591507	0	0	0	0	2	2			
NLRX1	unassigned	1.8015525690855685	0.1507762845427842	1.6507762845427842	0	0	0	0	2	2			
PA2G4	unassigned	1.8009169966611016	0.15045849833055086	1.6504584983305508	1	0	0	0	2	2	MS		
DBN1	unassigned	1.799480129748808	0.14974006487440394	1.649740064874404	0	0	0	0	2	2			
ACSF2	unassigned	1.798412088997127	0.14920604449856334	1.6492060444985635	1	0	0	0	2	2	MS		
YWHAQ	unassigned	1.7966692422433868	0.14833462112169338	1.6483346211216934	0	0	0	0	2	2			
CPQ	unassigned	1.79415306336413	0.14707653168206503	1.647076531682065	0	0	0	0	2	2			
TMEM14C	unassigned	1.792658451232204	0.14632922561610184	1.646329225616102	0	0	0	0	2	2			
EXOC2	unassigned	1.792272527108962	0.14613626355448095	1.646136263554481	1	0	0	0	2	2	MS		
AIF1	unassigned	1.7916877107998754	0.14584385539993772	1.6458438553999377	1	0	0	0	2	2	MS		
CACYBP	unassigned	1.7912252295453919	0.14561261477269594	1.645612614772696	0	0	0	0	2	2			
VPS29	unassigned	1.790384639225139	0.14519231961256962	1.6451923196125695	1	0	0	0	2	2	MS		
TRMT112	unassigned	1.7896302184732429	0.14481510923662155	1.6448151092366214	0	0	0	0	2	2			
CORO1A	unassigned	1.787917556097658	0.14395877804882895	1.643958778048829	1	0	0	0	2	2	MS		
CDK5	unassigned	1.7854525891922872	0.1427262945961436	1.6427262945961436	0	0	0	0	2	2			
TRAPPC3	unassigned	1.7847981651652107	0.14239908258260536	1.6423990825826054	1	0	0	0	2	2	MS		
RYR2	unassigned	1.7838603728217448	0.1419301864108723	1.6419301864108724	0	0	0	0	2	2			
HMGCL	unassigned	1.7824809261333567	0.14124046306667842	1.6412404630666784	0	0	0	0	2	2			
ITIH4	unassigned	1.7820427069947673	0.14102135349738365	1.6410213534973837	1	0	0	0	2	2	MS		
ANXA6	unassigned	1.7814012589115595	0.14070062945577988	1.6407006294557798	1	1	0	0	2	2	MS	MS	
SPTB	unassigned	1.7806145163869909	0.14030725819349532	1.6403072581934954	0	0	0	0	2	2			
RPL5	unassigned	1.7804669883160322	0.140233494158016	1.6402334941580161	0	0	0	0	2	2			
OPALIN	unassigned	1.780243847215706	0.14012192360785303	1.640121923607853	0	0	0	0	2	2			
CTTN	unassigned	1.7799994992376615	0.13999974961883077	1.6399997496188308	0	0	0	0	2	2			
PCDH1	unassigned	1.7787668844349316	0.5143834422174659	1.2643834422174658	0	0	0	0	1	1			
TMED9	unassigned	1.7771529850632524	0.1385764925316263	1.6385764925316262	1	0	0	0	2	2	MS		
YWHAZ	unassigned	1.776773425915251	0.1383867129576256	1.6383867129576255	0	0	0	0	2	2			
SNX4	unassigned	1.7738018624298713	0.13690093121493574	1.6369009312149356	0	0	0	0	2	2			
NOP56	unassigned	1.7713247698423737	0.13566238492118676	1.6356623849211869	1	0	0	0	2	2	MS		
TMEM43	unassigned	1.7710780608068561	0.13553903040342807	1.635539030403428	0	0	0	0	2	2			
PHLDB1	unassigned	1.7706653279613302	0.135332663980665	1.6353326639806651	0	0	0	0	2	2			
CES1	unassigned	1.7703230637686138	0.13516153188430702	1.635161531884307	0	0	0	0	2	2			
SEPTIN11	unassigned	1.7668504991437253	0.1334252495718627	1.6334252495718626	0	0	0	0	2	2			
RNF31	unassigned	1.766713458059657	0.13335672902982848	1.6333567290298285	0	0	0	0	2	2			
PCNA	unassigned	1.766704649195817	0.13335232459790852	1.6333523245979085	0	0	0	0	2	2			
