gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score	mechanistic_seed	ms_delta_log2	ms_p	ms_fdr	residual_strict_disease_count	residual_retained_disease_count	wave39_call	wave39_score	uniprot_accessible	chembl_activity_count	wave55_score	wave55_n_genetic_diseases_ge_0_25	wave55_genetic_diseases_ge_0_25	wave62_score	wave62_call	wave62_ms_max_l2g_score	wave62_ms_max_relevant_qtl_h4	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	manual_blocker	prior_context_blocker	w68_cell_state	w68_remission_adjusted_delta	w68_remission_adjusted_p	w68_remission_adjusted_fdr	w68_call	w37_screen_call	w37_contrast_lfc	w37_contrast_fdr	w18_strong_support_contexts	w18_recommendation	wave79_call	wave79_gate_count	wave94_call	wave94_score	wave95_call	gate_ms_anchor	gate_c15_contrast_state	gate_cross_disease_residual	gate_cell_response_or_transition	gate_real_perturbation	gate_foundation_support	gate_genetics	gate_modality	gate_prior_not_blocked	intervention_evidence_count	pre_donor_controller_score	candidate_for_donor_validation
TMEM39B	17	7	0	0	2	0	0	0	-0.32087831689361385	0.209198166385596	-0.27941176470588236	0.27743032579122134				ibd_crohn_myeloid;ibd_uc_myeloid	-3.6417566337872276	False	-0.146919360089468	0.404360231505728	0.9164625391803616	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1476671149533884	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.641756633787228	False
KPNA6	17	7	0	0	0	0	0	0	-0.03742895246911228	0.8865921097920723	-0.056372549019607844	0.8298485835353617					-0.07485790493822456	False	-0.1219355696720665	0.4990626635870683	0.9281154724758768	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	-1.0753700558806418	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.07485790493822456	False
TXLNA	17	7	0	0	2	0	0	0	-0.6571968146435462	0.004148999215104428	-0.7156862745098039	0.0012355088007863545				t1d_ductal_cell;t1d_acinar_cell	-4.314393629287093	False	-0.2032563767461166	0.2649706309025316	0.9049965616313804	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	-1.5202382430732038	0.0014223245148846	0.0133289379951772	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0220043086814423	1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	-4.814393629287093	False
CCDC28B	17	7	4	3	0	2	2	2	0.5005417962639572	0.04071575394104965	0.40441176470588236	0.10737924277811663	1.8550320943575391	t1d_acinar_cell	ibd_uc_myeloid;sjogren_gland_apc;t1d_acinar_cell;t1d_endothelial_cell		10.001083592527914	False	0.5375765683771778	0.527687023541726	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0536802106311433	0.9965506589785832	0.0			0.0				False	True	False	False	False	False	False	False	True	0	10.001083592527914	False
TMEM234	17	7	1	1	0	0	0	0	-0.23038891196827524	0.373671784873171	-0.19607843137254904	0.4507049808818775	0.8840521740495557	t1d_ductal_cell	t1d_ductal_cell		0.5392221760634495	False	0.0073921483517613	0.9770191352760308	0.9978591419243252	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.218425207405644	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.5392221760634495	False
EIF3I	17	7	1	1	0	1	1	0	0.31246855804971285	0.22205789956132796	0.30637254901960786	0.23168960494057986	0.545806243134038	t1d_endothelial_cell	t1d_endothelial_cell		3.1249371160994257	False	-0.0542005745765425	0.7090740923036536	0.9669212366619434	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6161686179105494	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.1249371160994257	False
FAM167B	16	6	1	1	0	1	1	0	0.03864222154214629	0.8870148321510466	-0.01764705882352941	0.9482801500547113	1.5168640428766658	t1d_endothelial_cell	t1d_endothelial_cell		2.5772844430842925	False	0.0522589490184031	0.9705989610480784	0.9978190524433048	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6978222953840915	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.5772844430842925	False
LCK	16	6	0	0	0	0	0	0	0.6320865890181324	0.00861413633089873	0.5294117647058824	0.03495200678951804					1.2641731780362648	False	-0.0343288688803293	0.9772405422072752	0.9978591419243252	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro	-1.4942621272598444	0.0081656948196077	0.025275060450117	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4257679039019012	0.920009505703422	0.0			0.0				False	False	False	True	False	False	False	False	True	1	2.764173178036265	False
HDAC1	17	7	2	1	0	2	1	0	-0.13552879131992107	0.6040121980261733	-0.19117647058823534	0.46232612062451384	0.9705303583894764	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell		3.228942417360158	False	-0.0321875880244455	0.7921258063818587	0.9749632460460812	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.7567403180771533	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.228942417360158	False
MARCKSL1	17	7	3	3	0	2	2	3	0.5715097089741883	0.01654586911553415	0.3774509803921569	0.13527263903447564	1.997977724580502	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc		10.143019417948377	False	-0.0596190085662637	0.8369367522801129	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3149589795693054	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	10.143019417948377	True
FAM229A	16	7	0	0	0	0	0	0	-0.35719947578793665	0.17439527790607692	-0.4764705882352941	0.06205917418922617					-0.7143989515758733	False	0.3286359056437309	0.7458290410545085	0.9703288564909704	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.419004487118171	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7143989515758733	False
BSDC1	17	7	0	0	1	0	0	0	-0.6942681625232185	0.0019869208535680926	-0.6176470588235294	0.008242328912101944				ibd_crohn_myeloid	-2.888536325046437	False	-0.0547779088731044	0.7001179046652642	0.9646161727383372	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-1.057205489492404	0.0396367145704726	0.0554774026780532	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4995966226469799	0.9971256078463696	0.0			0.0				False	False	False	True	False	False	False	False	True	1	-2.388536325046437	False
ZBTB8A	16	7	0	0	0	0	0	0	0.38592306443210544	0.13984210228629693	0.3411764705882353	0.19593262486788887					0.7718461288642109	False	-0.4802721408607224	0.3180686282238945	0.911842594304416	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.7141843822560693	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.7718461288642109	False
ZBTB8OS	17	7	1	1	0	0	0	0	-0.21493190114744282	0.40742469588377905	-0.35784313725490197	0.15846398998236902	0.2592748212577795	t1d_acinar_cell	t1d_acinar_cell		0.5701361977051144	False	0.2724272632665245	0.3994198831545746	0.9157809859344704	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC	-1.0104898295276847	0.0020117803937658	0.0151580681154042	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1276348536106621	1.0	0.0			0.0				False	False	False	True	False	False	False	False	True	1	2.0701361977051143	False
RBBP4	17	7	1	1	0	0	0	0	-0.30173028710931554	0.23919978328462088	-0.3970588235294118	0.1145417756110758	0.5575534496124916	t1d_acinar_cell	t1d_acinar_cell		0.3965394257813689	False	0.0092134931794234	0.9419299527488032	0.9943489579988538	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5838089733482345	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.3965394257813689	False
SYNC	17	7	2	1	0	0	0	0	0.2477673935218714	0.33764782900824697	0.28921568627450983	0.2602032490665048	1.2541131860237975	t1d_ductal_cell	t1d_ductal_cell;t1d_acinar_cell		2.4955347870437428	False	-0.4604418547273439	0.7238981969316954	0.9677805697088556	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.481280753546242	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.4955347870437428	False
KIAA1522	9	2	0	0	2	0	0	0	-0.580627092400633	0.10114642919436202	-0.35	0.35581957250178897				ibd_crohn_myeloid;ibd_uc_myeloid	-4.161254184801266	False	-0.6581561723658558	0.2737719112283502	0.9049965616313804	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-6.161254184801266	False
YARS	6	2	0	0	0	0	0	0	0.29316032464043307	0.5728570484033995	0.48571428571428577	0.3287230320699708					0.5863206492808661	False	0.1651019214085209	0.6657435873559382	0.9565589890801192	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.8985274953683681	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.5863206492808661	False
S100PBP	17	7	1	1	0	1	1	0	-0.19747813431252334	0.44741413295501614	-0.17647058823529413	0.49806765732373415	1.1364810705576778	t1d_endothelial_cell	t1d_endothelial_cell		2.1050437313749533	False	-0.0573408755728266	0.7847536493931688	0.9745041645639924	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4441468034508506	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.1050437313749533	False
TMEM54	17	7	1	1	0	1	1	1	0.18503384019903985	0.47709702187635944	-0.058823529411764705	0.8225588681711513	1.5577421301032244	ibd_crohn_myeloid	ibd_crohn_myeloid		3.87006768039808	False	0.8079018010660217	0.4020509955689138	0.9157809859344704	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4214920283517519	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	3.87006768039808	False
RNF19B	17	7	2	2	1	2	2	2	0.39799283940424823	0.11361377964633365	0.13480392156862747	0.6059663630124607	1.59019638520369	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid	t1d_ductal_cell	6.2959856788084965	False	0.3385443493355637	0.0600289854953951	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6288795058076896	0.9965506589785832	0.0			0.0				True	False	False	False	False	False	False	False	True	0	7.295985678808496	False
AK2	17	7	0	0	0	0	0	0	-0.06795011933249859	0.7955393552442737	-0.004901960784313726	0.9851029592703197					-0.13590023866499717	False	0.1413959506753972	0.4498005917559698	0.9224803994544598	0.0	0.0				0.0	0.0	0.0		0.9172358380497568	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	0.0	1.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.7326018189624495	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.13590023866499717	False
AZIN2	17	7	0	0	0	0	0	0	-0.12383675736977301	0.6358349589125635	-0.12254901960784316	0.639378272107459					-0.24767351473954602	False	0.8435000091643179	0.0781560512572338	0.8989378106274888	0.0	0.0				0.0	2.0	1.0	Psoriasis	2.10358085944119	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	1.0	1.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1217444478557729	1.0	0.0			0.0				True	False	False	False	False	False	False	False	True	0	1.752326485260454	False
TRIM62	17	7	1	1	0	0	0	0	0.012857097024870395	0.9609392865285946	-0.06127450980392158	0.8152828502754568	0.6271552419553708	t1d_ductal_cell	t1d_ductal_cell		1.0257141940497407	False	0.6580301842379264	0.0156140787006073	0.8372898579012464	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.7420299134301809	1.0	0.0			0.0				True	False	False	False	False	False	False	False	True	0	3.0257141940497405	False
ZNF362	17	7	0	0	2	0	0	0	-0.4775217651937549	0.05256517416263455	-0.40441176470588236	0.10737924277811663				ibd_crohn_myeloid;ibd_uc_myeloid	-3.9550435303875098	False	-0.3734422605371161	0.1413863725899719	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.95504353038751	False
PHC2	17	7	0	0	2	0	0	0	-0.48123480238485444	0.05049788340196183	-0.5441176470588236	0.023944958290257605				t1d_ductal_cell;t1d_endothelial_cell	-3.962469604769709	False	-0.1925133588132723	0.5160349471912055	0.9344623617039246	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.63611048891106	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.9624696047697086	False
ZSCAN20	17	7	1	1	0	1	1	0	0.15235100228230722	0.5593970622818106	0.17647058823529413	0.49806765732373415	1.2117865329784006	t1d_stellate_cell	t1d_stellate_cell		2.8047020045646143	False	-1.1686784919561868	0.1562706006945509	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.6045819148020911	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.8047020045646143	False
SMIM12	17	7	1	1	0	0	0	1	-0.13082243488674297	0.6167448116784645	-0.22794117647058826	0.3789105882694836	0.5207406415789197	sjogren_gland_apc	sjogren_gland_apc		1.7383551302265141	False	-0.0985072880754014	0.6604483434117479	0.9560204901041992	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1282939751949215	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.7383551302265141	False
DLGAP3	15	7	0	0	0	0	0	0	-0.3919371523261069	0.14850169664485569	-0.34642857142857136	0.20589599209355114					-0.7838743046522137	False	-0.8721861299681613	0.4098137416533917	0.9179252411526632	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.2812986470512195	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.7838743046522137	False
AC114490.3	6	2	0	0	0	0	0	0	0.0951115436867965	0.8577628837661434	0.028571428571428574	0.9571545189504373					0.190223087373593	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.190223087373593	False
AC114490.2	6	2	0	0	0	0	0	0	0.17751627511412457	0.736522536238561	-0.08571428571428573	0.8717434402332361					0.35503255022824914	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.35503255022824914	False
ZMYM6	17	7	0	0	0	0	0	0	-0.42110677845366795	0.0923066763902967	-0.4387254901960785	0.07811671275305948					-0.8422135569073359	False	-0.1082204989475918	0.6390501657771953	0.9518792729470752	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0117084886905558	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.8422135569073359	False
ZMYM1	17	7	1	1	0	1	1	0	0.015467022163360648	0.953017684816807	-0.029411764705882353	0.9107803991169199	1.736848617273616	t1d_endothelial_cell	t1d_endothelial_cell		2.530934044326721	False	-0.315874434837089	0.4587499942145099	0.9239963547089984	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1201810322514479	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	2.530934044326721	False
SFPQ	17	7	0	0	0	0	0	0	-0.21026045618723244	0.417935612226918	-0.38480392156862747	0.12721599531598735					-0.4205209123744649	False	-0.1072426534087114	0.5635086871076973	0.9419051093293812	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4914070638939671	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.4205209123744649	False
ZMYM4	17	7	0	0	0	0	0	0	-0.13037926796660068	0.6179491692632657	-0.16421568627450983	0.5288225629141268					-0.26075853593320136	False	-0.2168079768128272	0.1801950761035196	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1787969345939711	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.26075853593320136	False
KIAA0319L	17	7	0	0	0	0	0	0	-0.29622132814520097	0.24830928015748008	-0.3970588235294118	0.1145417756110758					-0.5924426562904019	False	-0.1566153134093522	0.0942698283703361	0.8989378106274888	0.0	0.0				0.0	3.0	1.0	SLE	0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5924426562904019	False
NCDN	17	7	0	0	0	0	0	0	-0.25218291236499124	0.3288254863179762	-0.2843137254901961	0.26873189936784375					-0.5043658247299825	False	-1.0597456584113507	0.2152011187267075	0.8993702893651148	0.0	0.0				0.0	3.0	1.0	SLE	0.0		0.0	0.0	0.0	0.0			Mono_macro	-1.8618871639774528	0.0006057381636051	0.0113313768794424	DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4773697108266541	0.920009505703422	0.0			0.0				False	False	False	True	False	False	False	False	True	1	0.9956341752700175	False
TFAP2E	13	5	0	0	0	0	0	0	0.4446992711809652	0.12786488902975535	0.30769230769230765	0.30644705251252874					0.8893985423619304	False	0.2254213159115696	0.7902136980975634	0.9746987259824542	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0658284145386323	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.8893985423619304	False
PSMB2	17	7	3	2	0	1	1	1	-0.5850788511160898	0.013619135189150595	-0.5980392156862745	0.011221090083450335	0.4808072189415027	t1d_ductal_cell	ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell		4.32984229776782	False	-0.0803983084245896	0.8226135661780529	0.9761732664217524	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-1.1916676273145947	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	4.32984229776782	False
C1ORF216	17	7	1	1	0	1	1	0	-0.4170783966512547	0.09579530191487373	-0.5539215686274511	0.021049824867067704	0.9682142999866654	t1d_endothelial_cell	t1d_endothelial_cell		1.6658432066974906	False	-0.0745202510018483	0.7133613197083836	0.9669212366619434	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.6658432066974906	False
CLSPN	17	7	0	0	0	0	0	0	-0.47554429931061903	0.05369165901570135	-0.38480392156862747	0.12721599531598735					-0.9510885986212381	False	0.2398750995528056	0.8057486430913909	0.9759590255931256	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-1.3197112727785405	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.9510885986212381	False
AGO4	17	7	0	0	2	0	0	0	-0.13562706094060753	0.6037474698310697	-0.2034313725490196	0.4335552308263205				sjogren_gland_apc;t1d_ductal_cell	-3.2712541218812152	False	-0.1627423397336223	0.2229289173420461	0.8993702893651148	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1221055985525254	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.271254121881215	False
AGO1	17	7	0	0	0	0	0	0	0.21719680497539665	0.40237991535923734	0.18872549019607845	0.4681922842798525					0.4343936099507933	False	0.6455347375087186	0.0075546112111749	0.8344760564031432	0.0	0.0				0.0	5.0	1.0	T1D	0.9227796792984008	NO_GO_WAVE62_TARGET_RESOLUTION	0.0	0.0	1.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0073592715601673	1.0	0.0			0.0				True	False	False	False	False	False	False	False	True	0	2.4343936099507935	False
AGO3	17	7	0	0	0	0	0	0	0.5825051474496604	0.014140183633104764	0.5514705882352942	0.0217465796864236					1.1650102948993208	False	0.0580297935033069	0.800689015208874	0.9754873976997136	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2216425846644685	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.1650102948993208	False
ADPRHL2	9	2	0	0	0	0	0	0	0.5931516797789511	0.09226795114871622	0.6333333333333333	0.06708578689234572					1.1863033595579022	False	-0.2314265340932468	0.1426573926324044	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3816720562112338	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.1863033595579022	False
COL8A2	15	7	0	0	0	0	0	0	-0.2382787451410986	0.3924368862473076	-0.2321428571428571	0.40509874069364893					-0.4765574902821972	False	-0.3073397367622856	0.4605982277743015	0.9239963547089984	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.6453645688641715	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.4765574902821972	False
TRAPPC3	17	7	0	0	0	0	0	0	-0.2995873519019753	0.24271784241592376	-0.26470588235294124	0.3045422200057607					-0.5991747038039505	False	-0.1754821851479384	0.2343643310412478	0.9004758652001262	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3721171997015723	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5991747038039505	False
MAP7D1	17	7	0	0	0	0	0	0	-0.0031320660448562743	0.9904813696044812	-0.019607843137254905	0.9404583435037518					-0.0062641320897125485	False	0.1380749375753094	0.2334117316581054	0.9004758652001262	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3043995336437473	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.0062641320897125485	False
THRAP3	17	7	0	0	1	0	0	0	-0.5926207971855169	0.012179087235412524	-0.7303921568627452	0.0008698653219673869				t1d_stellate_cell	-2.6852415943710337	False	-0.0457249562498809	0.7333156401521879	0.9693303715651268	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4346479144533669	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.6852415943710337	False
SH3D21	17	7	0	0	2	0	0	0	-0.3387302959687473	0.1835297637299302	-0.3308823529411765	0.194542528266613				ibd_crohn_myeloid;ibd_uc_myeloid	-3.6774605919374945	False	0.0656717867271279	0.9159867939741386	0.9882111716135832	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3687459594863691	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-5.6774605919374945	False
EVA1B	17	7	0	0	1	0	0	0	-0.4318598630415824	0.08344294100659701	-0.44852941176470595	0.07094643963763717				t1d_ductal_cell	-2.363719726083165	False	-0.5100211632491725	0.1536645610272422	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5821592365242862	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.363719726083165	False
