script	doc_status	n_doc_refs	doc_refs	n_output_dirs	output_dirs	n_summary_json	summary_json	observed_statuses
scripts/v45_route_analyzable_pair_calculator.py	DOCUMENTED	6	docs/validation/DROPOUT_MISSING_TIMEPOINT_SENSITIVITY_V45.md;docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md;docs/validation/MEDICAL_TEAM_COHORT_SPEC_V45.md;docs/validation/PARTIAL_LABEL_RETURN_CLASSIFIER_V46.md;docs/validation/ROUTE_ANALYZABLE_PAIR_CALCULATOR_V45.md;meta/V45_QUEUE.md	1	analysis/v45_route_analyzable_pair_calculator	5	analysis/v45_route_analyzable_pair_calculator/gafson_partial_return/analyzable_pair_summary.json;analysis/v45_route_analyzable_pair_calculator/gafson_small_complete/analyzable_pair_summary.json;analysis/v45_route_analyzable_pair_calculator/gse228330_context_no_labels/analyzable_pair_summary.json;analysis/v45_route_analyzable_pair_calculator/karolinska_small_secondary/analyzable_pair_summary.json;analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_summary.json	none
scripts/v45_route_arrival_packet_generator.py	DOCUMENTED	3	docs/validation/ROUTE_ARRIVAL_COMMAND_PACKETS_V45.md;docs/validation/ROUTE_PACKET_INTEGRITY_MANIFEST_V45.md;meta/V45_QUEUE.md	1	analysis/v45_route_arrival_packets	1	analysis/v45_route_arrival_packets/route_arrival_packet_summary.json	none
scripts/v45_route_packet_integrity_manifest.py	DOCUMENTED	2	docs/validation/ROUTE_PACKET_INTEGRITY_MANIFEST_V45.md;meta/V45_QUEUE.md	1	analysis/v45_route_packet_integrity_manifest	2	analysis/v45_route_packet_integrity_manifest/live/route_packet_integrity_summary.json;analysis/v45_route_packet_integrity_manifest/synthetic_missing_packet/route_packet_integrity_summary.json	none
scripts/v45_rpt_readiness_pass.py	DOCUMENTED	1	docs/validation/RPT_READINESS_PASS_V45.md	1	analysis/v45_rpt_readiness	1	analysis/v45_rpt_readiness/summary.json	none
scripts/v45_secondary_batch_calibration.py	DOCUMENTED	1	docs/validation/SECONDARY_BATCH_CALIBRATION_V45.md	1	analysis/v45_secondary_batch_calibration	1	analysis/v45_secondary_batch_calibration/summary.json	none
scripts/v45_secondary_missing_timepoint_stress.py	DOCUMENTED	2	docs/validation/SECONDARY_MISSING_TIMEPOINT_STRESS_V45.md;meta/V45_QUEUE.md	1	analysis/v45_secondary_missing_timepoint_stress	21	analysis/v45_secondary_missing_timepoint_stress/postpartum_null_dropout_0p0/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_null_dropout_0p1/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_null_dropout_0p25/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_null_dropout_0p4/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_null_dropout_0p6/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_planted_dropout_0p0/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_planted_dropout_0p1/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_planted_dropout_0p25/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_planted_dropout_0p4/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/postpartum_planted_dropout_0p6/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_null_dropout_0p0/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_null_dropout_0p1/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_null_dropout_0p25/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_null_dropout_0p4/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_null_dropout_0p6/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_planted_dropout_0p0/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_planted_dropout_0p1/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_planted_dropout_0p25/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_planted_dropout_0p4/validation_summary.json;analysis/v45_secondary_missing_timepoint_stress/tb_planted_dropout_0p6/validation_summary.json	none
scripts/v45_secondary_real_cohort_harness.py	DOCUMENTED	5	docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md;docs/validation/HARNESS_REGRESSION_TESTS_V45.md;docs/validation/SECONDARY_REAL_INGEST_HARNESS_V45.md;docs/validation/VALIDATION_HARNESS_README_V45.md;meta/V45_QUEUE.md	1	analysis/v45_secondary_real_ingest	5	analysis/v45_secondary_real_ingest/postpartum_null/validation_summary.json;analysis/v45_secondary_real_ingest/postpartum_planted/validation_summary.json;analysis/v45_secondary_real_ingest/synthetic_check_summary.json;analysis/v45_secondary_real_ingest/tb_null/validation_summary.json;analysis/v45_secondary_real_ingest/tb_planted/validation_summary.json	none
scripts/v45_seed_variation_stability.py	DOCUMENTED	1	docs/validation/SEED_VARIATION_STABILITY_V45.md	1	analysis/v45_seed_variation_stability	1	analysis/v45_seed_variation_stability/summary.json	none
scripts/v45_send_log_intake_template.py	DOCUMENTED	2	docs/validation/SEND_LOG_INTAKE_TEMPLATE_V45.md;meta/V45_QUEUE.md	1	analysis/v45_send_log_intake_template	2	analysis/v45_send_log_intake_template/request_sent_updater_dryrun/request_sent_update_summary.json;analysis/v45_send_log_intake_template/send_log_intake_template_summary.json	none
scripts/v45_state_machine_validator.py	DOCUMENTED	2	docs/validation/STATE_MACHINE_TRANSITION_VALIDATOR_V45.md;meta/V45_QUEUE.md	1	analysis/v45_state_machine_validator	2	analysis/v45_state_machine_validator/live/state_machine_validator_summary.json;analysis/v45_state_machine_validator/synthetic_impossible/state_machine_validator_summary.json	none
scripts/v45_subject_map_sanity_check.py	DOCUMENTED	8	docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md;docs/validation/DATA_USE_TERMS_CAPTURE_V45.md;docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md;docs/validation/GAFSON_ARRIVAL_RUNBOOK_V45.md;docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md;docs/validation/SUBJECT_MAP_SANITY_CHECKER_V45.md;docs/validation/V45_READINESS_CHANGELOG.md;meta/V45_QUEUE.md	1	analysis/v45_subject_map_sanity_check	4	analysis/v45_subject_map_sanity_check/missing_baseline_subject_map/subject_map_summary.json;analysis/v45_subject_map_sanity_check/missing_followup_subject_map/subject_map_summary.json;analysis/v45_subject_map_sanity_check/negative_unverified_subject_map/subject_map_summary.json;analysis/v45_subject_map_sanity_check/valid_verified_subject_map/subject_map_summary.json	FAIL;PASS
scripts/v45_synthetic_artifact_index.py	DOCUMENTED	2	docs/validation/SYNTHETIC_ARTIFACT_RETENTION_INDEX_V45.md;meta/V45_QUEUE.md	2	analysis/v45_artifact_index;analysis/v45_synthetic_artifact_index	2	analysis/v45_artifact_index/summary.json;analysis/v45_synthetic_artifact_index/summary.json	none
scripts/v45_synthetic_received_package_dryrun.py	DOCUMENTED	3	docs/validation/RECEIVED_PACKAGE_DECISION_TREE_V45.md;docs/validation/SYNTHETIC_RECEIVED_PACKAGE_DRYRUN_V45.md;meta/V45_QUEUE.md	1	analysis/v45_synthetic_received_package_dryrun	4	analysis/v45_synthetic_received_package_dryrun/received_package_decision_tree/received_package_decision_tree_summary.json;analysis/v45_synthetic_received_package_dryrun/received_status_updater/received_status_update_summary.json;analysis/v45_synthetic_received_package_dryrun/state_machine_validator/state_machine_validator_summary.json;analysis/v45_synthetic_received_package_dryrun/synthetic_received_package_dryrun_summary.json	PASS
scripts/v45_tb_compartment_pathology_simulation.py	DOCUMENTED	1	docs/validation/TB_COMPARTMENT_PATHOLOGY_STRESS_V45.md	1	analysis/v45_tb_compartment_pathology	1	analysis/v45_tb_compartment_pathology/summary.json	none
scripts/v45_validation_command_runner.py	DOCUMENTED	4	docs/validation/GAFSON_ARRIVAL_RUNBOOK_V45.md;docs/validation/V45_READINESS_CHANGELOG.md;docs/validation/VALIDATION_COMMAND_RUNNER_V45.md;meta/V45_QUEUE.md	1	analysis/v45_validation_command_runner	3	analysis/v45_validation_command_runner/gafson_primary_plan/command_plan_summary.json;analysis/v45_validation_command_runner/gse228330_pharmacodynamic_plan/command_plan_summary.json;analysis/v45_validation_command_runner/karolinska_primary_plan/command_plan_summary.json	plan_only_not_executed
scripts/v45_validation_intake_preflight.py	DOCUMENTED	15	docs/reports/EXTERNAL_REBUTTAL_CHECKLIST_V45.md;docs/validation/COLLABORATOR_VALIDATION_PACKAGE_README_V45.md;docs/validation/DATA_USE_TERMS_CAPTURE_V45.md;docs/validation/FIRST_24H_RECEIVED_DATA_OPERATOR_CHECKLIST_V45.md;docs/validation/GAFSON_ARRIVAL_RUNBOOK_V45.md;docs/validation/GSE228330_PHARMACODYNAMIC_RUNBOOK_V45.md;docs/validation/INTAKE_TEMPLATE_DRYRUN_V45.md;docs/validation/LIVE_COHORT_ACQUISITION_PACKET_INDEX_V45.md;docs/validation/PREFLIGHT_REGRESSION_TESTS_V45.md;docs/validation/RESPONSE_COLUMN_AUDIT_V45.md;docs/validation/V45_READINESS_CHANGELOG.md;docs/validation/VALIDATION_HARNESS_README_V45.md;docs/validation/VALIDATION_INTAKE_PREFLIGHT_V45.md;docs/validation/outbound_requests/gafson_dmf_ready_to_send_V45.md;meta/V45_QUEUE.md	1	analysis/v45_validation_intake_preflight	3	analysis/v45_validation_intake_preflight/pharmacodynamic_preflight/preflight_summary.json;analysis/v45_validation_intake_preflight/pharmacodynamic_response_guard_preflight/preflight_summary.json;analysis/v45_validation_intake_preflight/primary_preflight/preflight_summary.json	FAIL;PASS
scripts/v46_aggregate_only_returned_package_composition_dryrun.py	DOCUMENTED	3	docs/validation/AGGREGATE_ONLY_RETURNED_PACKAGE_COMPOSITION_DRYRUN_V46.md;docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;meta/V46_QUEUE.md	1	analysis/v46_aggregate_only_returned_package_composition_dryrun	20	analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_only_composition_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/aggregate_schema_validator/author_run_schema_validation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/output_completeness/author_run_output_check_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/author_run_return_gate/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter/metric_format_adapter_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter/normalized_package/validation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/adapter/metric_format_adapter_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/adapter/normalized_package/validation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/metric_format_adapter_synthetic_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/missing_required_adapter/metric_format_adapter_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/missing_required_adapter/normalized_package/validation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/normalized_completeness/author_run_output_check_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/normalized_schema/author_run_schema_validation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/synthetic_missing_required_package/result_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/metric_adapter_seed/synthetic_variant_package/result_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/partial_label_classifier/partial_label_classification_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/safe_interpretation_classifier/safe_interpretation_summary.json;analysis/v46_aggregate_only_returned_package_composition_dryrun/terms_governance/terms_governance_summary.json	FAIL;PASS
scripts/v46_analyzable_pair_confidence_envelope.py	DOCUMENTED	2	docs/validation/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE_V46.md;meta/V46_QUEUE.md	1	analysis/v46_analyzable_pair_confidence_envelope	1	analysis/v46_analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json	PASS
scripts/v46_author_run_metric_format_adapter.py	DOCUMENTED	3	docs/validation/AUTHOR_RUN_METRIC_FORMAT_ADAPTER_V46.md;docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md;meta/V46_QUEUE.md	1	analysis/v46_author_run_metric_format_adapter	9	analysis/v46_author_run_metric_format_adapter/adapter/metric_format_adapter_summary.json;analysis/v46_author_run_metric_format_adapter/adapter/normalized_package/validation_summary.json;analysis/v46_author_run_metric_format_adapter/metric_format_adapter_synthetic_summary.json;analysis/v46_author_run_metric_format_adapter/missing_required_adapter/metric_format_adapter_summary.json;analysis/v46_author_run_metric_format_adapter/missing_required_adapter/normalized_package/validation_summary.json;analysis/v46_author_run_metric_format_adapter/normalized_completeness/author_run_output_check_summary.json;analysis/v46_author_run_metric_format_adapter/normalized_schema/author_run_schema_validation_summary.json;analysis/v46_author_run_metric_format_adapter/synthetic_missing_required_package/result_summary.json;analysis/v46_author_run_metric_format_adapter/synthetic_variant_package/result_summary.json	FAIL;PASS
scripts/v46_external_blocker_aging_audit.py	DOCUMENTED	2	docs/validation/EXTERNAL_BLOCKER_AGING_AUDIT_V46.md;meta/V46_QUEUE.md	1	analysis/v46_external_blocker_aging_audit	3	analysis/v46_external_blocker_aging_audit/external_blocker_aging_synthetic_summary.json;analysis/v46_external_blocker_aging_audit/live/external_blocker_aging_audit_summary.json;analysis/v46_external_blocker_aging_audit/synthetic_audit/external_blocker_aging_audit_summary.json	PASS
scripts/v46_first30_repair_template_coverage_linter.py	DOCUMENTED	2	docs/validation/FIRST30_REPAIR_TEMPLATE_COVERAGE_LINTER_V46.md;meta/V46_QUEUE.md	1	analysis/v46_first30_repair_template_coverage_linter	1	analysis/v46_first30_repair_template_coverage_linter/first30_repair_template_coverage_summary.json	PASS
scripts/v46_first30_returned_package_decision_table.py	DOCUMENTED	2	docs/validation/FIRST30_RETURNED_PACKAGE_DECISION_TABLE_V46.md;meta/V46_QUEUE.md	1	analysis/v46_first30_returned_package_decision_table	1	analysis/v46_first30_returned_package_decision_table/first30_returned_package_decision_summary.json	PASS
scripts/v46_first30_returned_package_status_board_dryrun.py	DOCUMENTED	2	docs/validation/FIRST30_RETURNED_PACKAGE_STATUS_BOARD_DRYRUN_V46.md;meta/V46_QUEUE.md	1	analysis/v46_first30_returned_package_status_board_dryrun	1	analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun_summary.json	PASS
scripts/v46_operator_smoke_test_bundle.py	DOCUMENTED	2	docs/validation/OPERATOR_SMOKE_TEST_BUNDLE_V46.md;meta/V46_QUEUE.md	1	analysis/v46_operator_smoke_test_bundle	198	analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/aggregate_only_composition_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/aggregate_schema_validator/author_run_schema_validation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/author_run_return_gate/author_run_return_gate_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/author_run_return_gate/output_completeness/author_run_output_check_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/author_run_return_gate/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter/metric_format_adapter_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter/normalized_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/adapter/metric_format_adapter_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/adapter/normalized_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/metric_format_adapter_synthetic_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/missing_required_adapter/metric_format_adapter_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/missing_required_adapter/normalized_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/normalized_completeness/author_run_output_check_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/normalized_schema/author_run_schema_validation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/synthetic_missing_required_package/result_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/metric_adapter_seed/synthetic_variant_package/result_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/partial_label_classifier/partial_label_classification_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/safe_interpretation_classifier/safe_interpretation_summary.json;analysis/v46_operator_smoke_test_bundle/aggregate_only_composition_dryrun/terms_governance/terms_governance_summary.json;analysis/v46_operator_smoke_test_bundle/analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/complete_pass/author_run_return_gate_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/complete_pass/output_completeness/author_run_output_check_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/complete_pass/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/incomplete_completeness_fail/author_run_return_gate_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/incomplete_completeness_fail/output_completeness/author_run_output_check_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/incomplete_completeness_fail/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/risky_redaction_fail/author_run_return_gate_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/risky_redaction_fail/redaction_precheck/author_run_redaction_precheck_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/synthetic_check_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_return_gate/synthetic_clean_incomplete_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/bad_metrics/author_run_schema_validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/good/author_run_schema_validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/synthetic_author_run_schema_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/synthetic_bad_metrics_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/synthetic_good_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/synthetic_unscoreable_missing_code_package/validation_summary.json;analysis/v46_operator_smoke_test_bundle/author_run_schema_validator/unscoreable_missing_code/author_run_schema_validation_summary.json;analysis/v46_operator_smoke_test_bundle/dependency_graph/returned_package_dependency_summary.json;analysis/v46_operator_smoke_test_bundle/doc_crosslink_linter/returned_package_doc_crosslink_summary.json	FAIL;PASS
scripts/v46_operator_transcript_fixture.py	DOCUMENTED	3	docs/validation/OPERATOR_TRANSCRIPT_FIXTURE_V46.md;docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;meta/V46_QUEUE.md	1	analysis/v46_operator_transcript_fixture	1	analysis/v46_operator_transcript_fixture/operator_transcript_fixture_summary.json	PASS
scripts/v46_package_manifest_shape_classifier.py	DOCUMENTED	3	docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md;docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md;meta/V46_QUEUE.md	1	analysis/v46_package_manifest_shape_classifier	7	analysis/v46_package_manifest_shape_classifier/package_manifest_shape_synthetic_summary.json;analysis/v46_package_manifest_shape_classifier/partial_label_manifest/package_manifest_shape_classification_summary.json;analysis/v46_package_manifest_shape_classifier/scored_canonical_manifest/package_manifest_shape_classification_summary.json;analysis/v46_package_manifest_shape_classifier/scored_noncanonical_manifest/package_manifest_shape_classification_summary.json;analysis/v46_package_manifest_shape_classifier/scored_unknown_alias_manifest/package_manifest_shape_classification_summary.json;analysis/v46_package_manifest_shape_classifier/terms_blocked_manifest/package_manifest_shape_classification_summary.json;analysis/v46_package_manifest_shape_classifier/unscoreable_manifest/package_manifest_shape_classification_summary.json	PASS
scripts/v46_partial_label_repair_prioritization.py	DOCUMENTED	2	docs/validation/PARTIAL_LABEL_REPAIR_PRIORITIZATION_V46.md;meta/V46_QUEUE.md	1	analysis/v46_partial_label_repair_prioritization	1	analysis/v46_partial_label_repair_prioritization/partial_label_repair_prioritization_summary.json	PASS
scripts/v46_partial_label_return_classifier.py	DOCUMENTED	3	docs/validation/PARTIAL_LABEL_RETURN_CLASSIFIER_V46.md;docs/validation/ROUTE_ANALYZABLE_PAIR_CALCULATOR_V45.md;meta/V46_QUEUE.md	1	analysis/v46_partial_label_return_classifier	12	analysis/v46_partial_label_return_classifier/context_no_labels/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/full_small/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/partial_below_floor/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/partial_effect_size_only/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/partial_label_synthetic_summary.json;analysis/v46_partial_label_return_classifier/partial_limited_decision/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/single_class_block/partial_label_classification_summary.json;analysis/v46_partial_label_return_classifier/synthetic/partial_effect_size_only_analyzable_pair_summary.json;analysis/v46_partial_label_return_classifier/synthetic/partial_limited_decision_analyzable_pair_summary.json;analysis/v46_partial_label_return_classifier/synthetic/single_class_block_analyzable_pair_summary.json;analysis/v46_partial_label_return_classifier/synthetic/too_few_one_arm_analyzable_pair_summary.json;analysis/v46_partial_label_return_classifier/too_few_one_arm/partial_label_classification_summary.json	PASS
scripts/v46_receipt_manifest_schema_linter.py	DOCUMENTED	4	docs/validation/PACKAGE_MANIFEST_SHAPE_CLASSIFIER_V46.md;docs/validation/RECEIPT_MANIFEST_SCHEMA_LINTER_V46.md;docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md;meta/V46_QUEUE.md	1	analysis/v46_receipt_manifest_schema_linter	10	analysis/v46_receipt_manifest_schema_linter/absolute_local_path/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/clean_aggregate_manifest/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/empty_manifest/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/missing_required_column/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/private_agreement_path/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/raw_expression_path/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/receipt_manifest_schema_synthetic_summary.json;analysis/v46_receipt_manifest_schema_linter/remote_private_url/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/restricted_sensitivity_class/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_schema_linter/unexpected_score_filename/receipt_manifest_schema_lint_summary.json	FAIL;PASS
scripts/v46_receipt_manifest_to_command_plan_handoff.py	DOCUMENTED	3	docs/validation/RECEIPT_MANIFEST_TO_COMMAND_PLAN_HANDOFF_V46.md;docs/validation/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST_V46.md;meta/V46_QUEUE.md	1	analysis/v46_receipt_manifest_to_command_plan_handoff	19	analysis/v46_receipt_manifest_to_command_plan_handoff/partial_label_to_plan_with_label_classifier/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/partial_label_to_plan_with_label_classifier/package_manifest_shape/package_manifest_shape_classification_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/partial_label_to_plan_with_label_classifier/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/receipt_manifest_to_command_plan_handoff_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/schema_fail_missing_required_column/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/schema_fail_raw_path/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_canonical_to_plan/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_canonical_to_plan/package_manifest_shape/package_manifest_shape_classification_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_canonical_to_plan/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_noncanonical_to_adapter_branch/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_noncanonical_to_adapter_branch/package_manifest_shape/package_manifest_shape_classification_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/scored_noncanonical_to_adapter_branch/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/terms_blocked_after_shape/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/terms_blocked_after_shape/package_manifest_shape/package_manifest_shape_classification_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/terms_blocked_after_shape/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/unknown_score_like_filename_stops_at_schema/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/unscoreable_author_run_aggregate_to_preflight_only/command_order_plan/returned_package_command_plan_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/unscoreable_author_run_aggregate_to_preflight_only/package_manifest_shape/package_manifest_shape_classification_summary.json;analysis/v46_receipt_manifest_to_command_plan_handoff/unscoreable_author_run_aggregate_to_preflight_only/receipt_manifest_schema/receipt_manifest_schema_lint_summary.json	FAIL;PASS
