route	route_label	pert_id	cmap_name	target	moa	compound_aliases
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K61688984	RGFP-966	ALOX5	HDAC inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K25591257	resveratrol	PTGS1	SIRT activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K25591257	resveratrol	PTGS2	SIRT activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K80738081	resveratrol	PTGS1	SIRT activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K80738081	resveratrol	PTGS2	SIRT activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K10670311	sulfasalazine	ALOX5	Anti-rheumatic drug	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K10670311	sulfasalazine	PTGS1	Anti-rheumatic drug	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K10670311	sulfasalazine	PTGS2	Anti-rheumatic drug	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K81672972	dinoprost	PTGDR	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K81672972	dinoprost	PTGER1	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K81672972	dinoprost	PTGER3	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K81672972	dinoprost	PTGER4	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K81672972	dinoprost	PTGFR	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-M90449146	dinoprost	PTGDR	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-M90449146	dinoprost	PTGER1	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-M90449146	dinoprost	PTGER3	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-M90449146	dinoprost	PTGER4	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-M90449146	dinoprost	PTGFR	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A67438293	treprostinil	PTGIR	Prostacyclin analog	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A67097164	ifosfamide	PTGS1	DNA alkylating agent	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K84895041	BMY-45778	PTGIR	IP receptor activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K27499107	carbacyclin	PTGIR	IP receptor activator	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K39503511	quiflapon	ALOX5AP	Leukotriene inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K59574735	ubenimex	LTA4H	Leukotriene inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A56359832	zileuton	ALOX5	Leukotriene inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K27499107	carbacyclin	PTGIR	PPAR receptor agonist	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K92870997	pterostilbene	PTGS2	PPAR receptor agonist	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K53097745	pterostilbene	PTGS2	PPAR receptor agonist	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K59013864	AM-24	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K20168484	BRD-K20168484	ALOX5AP	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A55946879	BW-B70C	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A68891053	BW-B70C	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K09900591	caffeic-acid	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K84709232	caffeic-acid	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K07572174	curcumin	PTGS1	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K07572174	curcumin	PTGS2	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K74148702	curcumin	PTGS1	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K74148702	curcumin	PTGS2	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K69690935	curcumin	PTGS1	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K69690935	curcumin	PTGS2	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K45542189	diethylcarbamazine	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K06080977	eicosatetraynoic-acid	PTGS1	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A80775386	hyperforin	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A80775386	hyperforin	PTGS1	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-A87130939	masoprocol	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors	BRD-K28849549	mesalazine	ALOX5	Lipoxygenase inhibitor	
eicosanoid_receptors	Eicosanoid / leukotriene / prostaglandin sensors		260 additional matching LINCS metadata rows omitted			
