Sample_ID	SegmentDisplayName	geo_accession	series	title	location	Type_main	Patient_ID	Slide.Name	Run	is_ms	in_author_figure4	dcc_gz_name	dcc_deposited	slide name	available_qc_pass	gene_detection_rate	retained_after_reconstructible_qc
DSP-1001660023887-B-F10	DSP-1001660023887-B-F10	GSM8630232	GSE281805	MS5b_NAWM2	nawm	NAWM	MS5	DSP-1001660023887-B	GSE281805	True	False	GSM8630232_DSP-1001660023887-B-F10.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0683193232317824	TRUE
DSP-1001660023887-B-F12	DSP-1001660023887-B-F12	GSM8630233	GSE281805	MS5b_NAWM3	nawm	NAWM	MS5	DSP-1001660023887-B	GSE281805	True	False	GSM8630233_DSP-1001660023887-B-F12.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0499544894790384	FALSE
DSP-1001660023887-B-G02	DSP-1001660023887-B-G02	GSM8630234	GSE281805	MS5b_NAWM4	nawm	NAWM	MS5	DSP-1001660023887-B	GSE281805	True	False	GSM8630234_DSP-1001660023887-B-G02.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0987310595920116	TRUE
DSP-1001660023887-B-G04	DSP-1001660023887-B-G04	GSM8630235	GSE281805	MS1a_active1	active center	active_center	MS1	DSP-1001660023887-B	GSE281805	True	True	GSM8630235_DSP-1001660023887-B-G04.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0934839642340847	TRUE
DSP-1001660023887-B-G06	DSP-1001660023887-B-G06	GSM8630236	GSE281805	MS1a_active2	active center	active_center	MS1	DSP-1001660023887-B	GSE281805	True	True	GSM8630236_DSP-1001660023887-B-G06.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0604486801948921	TRUE
DSP-1001660023887-B-G08	DSP-1001660023887-B-G08	GSM8630237	GSE281805	MS1a_active3	active center	active_center	MS1	DSP-1001660023887-B	GSE281805	True	True	GSM8630237_DSP-1001660023887-B-G08.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0969106387535471	TRUE
DSP-1001660023887-B-G10	DSP-1001660023887-B-G10	GSM8630238	GSE281805	MS1a_active4	active center	active_center	MS1	DSP-1001660023887-B	GSE281805	True	True	GSM8630238_DSP-1001660023887-B-G10.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0594849279862933	TRUE
DSP-1001660023887-B-G12	DSP-1001660023887-B-G12	GSM8630239	GSE281805	MS1a_NAWM1	nawm	NAWM	MS1	DSP-1001660023887-B	GSE281805	True	False	GSM8630239_DSP-1001660023887-B-G12.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0558440863093645	TRUE
DSP-1001660023887-B-H02	DSP-1001660023887-B-H02	GSM8630240	GSE281805	MS1a_NAWM2	nawm	NAWM	MS1	DSP-1001660023887-B	GSE281805	True	False	GSM8630240_DSP-1001660023887-B-H02.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0464207313808427	FALSE
DSP-1001660023887-B-H04	DSP-1001660023887-B-H04	GSM8630241	GSE281805	MS1a_NAWM3	nawm	NAWM	MS1	DSP-1001660023887-B	GSE281805	True	False	GSM8630241_DSP-1001660023887-B-H04.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0490978208491728	FALSE
DSP-1001660023887-B-H06	DSP-1001660023887-B-H06	GSM8630242	GSE281805	MS1a_NAWM4	nawm	NAWM	MS1	DSP-1001660023887-B	GSE281805	True	False	GSM8630242_DSP-1001660023887-B-H06.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0739947529046421	TRUE
DSP-1001660023887-B-H08	DSP-1001660023887-B-H08	GSM8630243	GSE281805	MS27a_mixed1	mixed rim	mixed_RIM	MS27	DSP-1001660023887-B	GSE281805	True	True	GSM8630243_DSP-1001660023887-B-H08.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0463671895914761	FALSE
DSP-1001660023887-B-H10	DSP-1001660023887-B-H10	GSM8630244	GSE281805	MS27a_mixed2	mixed rim	mixed_RIM	MS27	DSP-1001660023887-B	GSE281805	True	True	GSM8630244_DSP-1001660023887-B-H10.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0312684049900948	FALSE
DSP-1001660023887-B-H12	DSP-1001660023887-B-H12	GSM8630245	GSE281805	MS27a_mixed3	mixed rim	mixed_RIM	MS27	DSP-1001660023887-B	GSE281805	True	True	GSM8630245_DSP-1001660023887-B-H12.dcc.gz	True	DSP-1001660023887-B	TRUE	0.0785993467901697	TRUE
DSP-1001660023888-C-A03	DSP-1001660023888-C-A03	GSM8630246	GSE281805	MS27a_mixed4	mixed rim	mixed_RIM	MS27	DSP-1001660023888-C	GSE281805	True	True	GSM8630246_DSP-1001660023888-C-A03.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0796166407881351	TRUE
DSP-1001660023888-C-A05	DSP-1001660023888-C-A05	GSM8630247	GSE281805	MS27a_NAWM5	nawm	NAWM	MS27	DSP-1001660023888-C	GSE281805	True	False	GSM8630247_DSP-1001660023888-C-A05.dcc.gz	True	DSP-1001660023888-C	TRUE	0.055362210205065	TRUE
DSP-1001660023888-C-A07	DSP-1001660023888-C-A07	GSM8630248	GSE281805	MS27a_NAWM6	nawm	NAWM	MS27	DSP-1001660023888-C	GSE281805	True	False	GSM8630248_DSP-1001660023888-C-A07.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0384965465545859	FALSE
DSP-1001660023888-C-A09	DSP-1001660023888-C-A09	GSM8630249	GSE281805	MS27a_NAWM7	nawm	NAWM	MS27	DSP-1001660023888-C	GSE281805	True	False	GSM8630249_DSP-1001660023888-C-A09.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0522032446324356	TRUE
DSP-1001660023888-C-A11	DSP-1001660023888-C-A11	GSM8630250	GSE281805	MS27a_NAWM8	nawm	NAWM	MS27	DSP-1001660023888-C	GSE281805	True	False	GSM8630250_DSP-1001660023888-C-A11.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0785458050008031	TRUE
DSP-1001660023888-C-B01	DSP-1001660023888-C-B01	GSM8630251	GSE281805	MS27a_active5	active center	active_center	MS27	DSP-1001660023888-C	GSE281805	True	True	GSM8630251_DSP-1001660023888-C-B01.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0505969909514376	TRUE
DSP-1001660023888-C-B02	DSP-1001660023888-C-B02	GSM8630252	GSE281805	MS27a_active6	active center	active_center	MS27	DSP-1001660023888-C	GSE281805	True	True	GSM8630252_DSP-1001660023888-C-B02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.035391122771323	FALSE
DSP-1001660023888-C-B04	DSP-1001660023888-C-B04	GSM8630253	GSE281805	MS27a_active7	active center	active_center	MS27	DSP-1001660023888-C	GSE281805	True	True	GSM8630253_DSP-1001660023888-C-B04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0744766290089415	TRUE
DSP-1001660023888-C-B06	DSP-1001660023888-C-B06	GSM8630254	GSE281805	MS27a_active8	active center	active_center	MS27	DSP-1001660023888-C	GSE281805	True	True	GSM8630254_DSP-1001660023888-C-B06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0598061787224929	TRUE
DSP-1001660023888-C-B08	DSP-1001660023888-C-B08	GSM8630255	GSE281805	MS5c _brl1	brl rim	BRL_RIM	MS5	DSP-1001660023888-C	GSE281805	True	True	GSM8630255_DSP-1001660023888-C-B08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0506505327408042	TRUE
DSP-1001660023888-C-B10	DSP-1001660023888-C-B10	GSM8630256	GSE281805	MS5c _brl2	brl rim	BRL_RIM	MS5	DSP-1001660023888-C	GSE281805	True	True	GSM8630256_DSP-1001660023888-C-B10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0392461316057183	FALSE
DSP-1001660023888-C-B12	DSP-1001660023888-C-B12	GSM8630257	GSE281805	MS5c _brl3	brl rim	BRL_RIM	MS5	DSP-1001660023888-C	GSE281805	True	True	GSM8630257_DSP-1001660023888-C-B12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0522567864218022	TRUE
DSP-1001660023888-C-C02	DSP-1001660023888-C-C02	GSM8630258	GSE281805	MS5c _brl4	brl rim	BRL_RIM	MS5	DSP-1001660023888-C	GSE281805	True	True	GSM8630258_DSP-1001660023888-C-C02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0415484285484821	FALSE
DSP-1001660023888-C-C04	DSP-1001660023888-C-C04	GSM8630259	GSE281805	MS5c _NAWM1	nawm	NAWM	MS5	DSP-1001660023888-C	GSE281805	True	False	GSM8630259_DSP-1001660023888-C-C04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0231835947957381	FALSE
DSP-1001660023888-C-C06	DSP-1001660023888-C-C06	GSM8630260	GSE281805	MS5c _NAWM2	nawm	NAWM	MS5	DSP-1001660023888-C	GSE281805	True	False	GSM8630260_DSP-1001660023888-C-C06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0404240509717835	FALSE
DSP-1001660023888-C-C08	DSP-1001660023888-C-C08	GSM8630261	GSE281805	MS5c _NAWM3	nawm	NAWM	MS5	DSP-1001660023888-C	GSE281805	True	False	GSM8630261_DSP-1001660023888-C-C08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0215237993253735	FALSE
DSP-1001660023888-C-C10	DSP-1001660023888-C-C10	GSM8630262	GSE281805	MS5c _NAWM4	nawm	NAWM	MS5	DSP-1001660023888-C	GSE281805	True	False	GSM8630262_DSP-1001660023888-C-C10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0384430047652193	FALSE
DSP-1001660023888-C-C12	DSP-1001660023888-C-C12	GSM8630263	GSE281805	MS28_mixed1	mixed rim	mixed_RIM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630263_DSP-1001660023888-C-C12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0256465171066017	FALSE
DSP-1001660023888-C-D02	DSP-1001660023888-C-D02	GSM8630264	GSE281805	MS28_mixed2	mixed rim	mixed_RIM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630264_DSP-1001660023888-C-D02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0282165229961985	FALSE
DSP-1001660023888-C-D04	DSP-1001660023888-C-D04	GSM8630265	GSE281805	MS28_mixed3	mixed rim	mixed_RIM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630265_DSP-1001660023888-C-D04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0254323499491353	FALSE
DSP-1001660023888-C-D06	DSP-1001660023888-C-D06	GSM8630266	GSE281805	MS28_mixed4	mixed rim	mixed_RIM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630266_DSP-1001660023888-C-D06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0283771483642983	FALSE
DSP-1001660023888-C-D08	DSP-1001660023888-C-D08	GSM8630267	GSE281805	MS28_NAWM1	nawm	NAWM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630267_DSP-1001660023888-C-D08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0281094394174653	FALSE
DSP-1001660023888-C-D10	DSP-1001660023888-C-D10	GSM8630268	GSE281805	MS28_NAWM2	nawm	NAWM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630268_DSP-1001660023888-C-D10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0236119291106709	FALSE
DSP-1001660023888-C-D12	DSP-1001660023888-C-D12	GSM8630269	GSE281805	MS28_NAWM3	nawm	NAWM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630269_DSP-1001660023888-C-D12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0168656636504792	FALSE
DSP-1001660023888-C-E02	DSP-1001660023888-C-E02	GSM8630270	GSE281805	MS28_NAWM4	nawm	NAWM	MS28	DSP-1001660023888-C	GSE281805	True	False	GSM8630270_DSP-1001660023888-C-E02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0398350912887509	FALSE
DSP-1001660023888-C-E04	DSP-1001660023888-C-E04	GSM8630271	GSE281805	MS1b_active1	active center	active_center	MS1	DSP-1001660023888-C	GSE281805	True	True	GSM8630271_DSP-1001660023888-C-E04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0497938641109386	FALSE
DSP-1001660023888-C-E06	DSP-1001660023888-C-E06	GSM8630272	GSE281805	MS1b_active2	active center	active_center	MS1	DSP-1001660023888-C	GSE281805	True	True	GSM8630272_DSP-1001660023888-C-E06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.035391122771323	FALSE
DSP-1001660023888-C-E08	DSP-1001660023888-C-E08	GSM8630273	GSE281805	MS1b_active3	active center	active_center	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630273_DSP-1001660023888-C-E08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0190073352251432	FALSE
DSP-1001660023888-C-E10	DSP-1001660023888-C-E10	GSM8630274	GSE281805	MS1b_active4	active center	active_center	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630274_DSP-1001660023888-C-E10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0215237993253735	FALSE
DSP-1001660023888-C-E12	DSP-1001660023888-C-E12	GSM8630275	GSE281805	MS1b_NAWM5	nawm	NAWM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630275_DSP-1001660023888-C-E12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0200781710124752	FALSE
DSP-1001660023888-C-F02	DSP-1001660023888-C-F02	GSM8630276	GSE281805	MS1b_NAWM6	nawm	NAWM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630276_DSP-1001660023888-C-F02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0285913155217647	FALSE
DSP-1001660023888-C-F04	DSP-1001660023888-C-F04	GSM8630277	GSE281805	MS1b_NAWM7	nawm	NAWM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630277_DSP-1001660023888-C-F04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0358729988756224	FALSE
DSP-1001660023888-C-F06	DSP-1001660023888-C-F06	GSM8630278	GSE281805	MS1b_NAWM8	nawm	NAWM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630278_DSP-1001660023888-C-F06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.020238796380575	FALSE
DSP-1001660023888-C-F08	DSP-1001660023888-C-F08	GSM8630279	GSE281805	MS1b_mixed1	mixed rim	mixed_RIM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630279_DSP-1001660023888-C-F08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0297156930984633	FALSE
DSP-1001660023888-C-F10	DSP-1001660023888-C-F10	GSM8630280	GSE281805	MS1b_mixed2	mixed rim	mixed_RIM	MS1	DSP-1001660023888-C	GSE281805	True	False	GSM8630280_DSP-1001660023888-C-F10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0240402634256037	FALSE
DSP-1001660023888-C-F12	DSP-1001660023888-C-F12	GSM8630281	GSE281805	MS1b_mixed3	mixed rim	mixed_RIM	MS1	DSP-1001660023888-C	GSE281805	True	True	GSM8630281_DSP-1001660023888-C-F12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0336777855115918	FALSE
DSP-1001660023888-C-G02	DSP-1001660023888-C-G02	GSM8630282	GSE281805	MS1b_mixed4	mixed rim	mixed_RIM	MS1	DSP-1001660023888-C	GSE281805	True	True	GSM8630282_DSP-1001660023888-C-G02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0333029929860256	FALSE
DSP-1001660023888-C-G04	DSP-1001660023888-C-G04	GSM8630283	GSE281805	MS25a_NAWM1	nawm	NAWM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630283_DSP-1001660023888-C-G04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0359800824543556	FALSE
DSP-1001660023888-C-G06	DSP-1001660023888-C-G06	GSM8630284	GSE281805	MS25a_NAWM2	nawm	NAWM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630284_DSP-1001660023888-C-G06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.046260106012743	FALSE
DSP-1001660023888-C-G08	DSP-1001660023888-C-G08	GSM8630285	GSE281805	MS25a_NAWM3	nawm	NAWM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630285_DSP-1001660023888-C-G08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0386036301333191	FALSE
DSP-1001660023888-C-G10	DSP-1001660023888-C-G10	GSM8630286	GSE281805	MS25a_NAWM4	nawm	NAWM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630286_DSP-1001660023888-C-G10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0454034373828773	FALSE
DSP-1001660023888-C-G12	DSP-1001660023888-C-G12	GSM8630287	GSE281805	MS25a_mixed1	mixed rim	mixed_RIM	MS25	DSP-1001660023888-C	GSE281805	True	True	GSM8630287_DSP-1001660023888-C-G12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0315896557262944	FALSE
DSP-1001660023888-C-H02	DSP-1001660023888-C-H02	GSM8630288	GSE281805	MS25a_mixed2	mixed rim	mixed_RIM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630288_DSP-1001660023888-C-H02.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0226481769020721	FALSE
DSP-1001660023888-C-H04	DSP-1001660023888-C-H04	GSM8630289	GSE281805	MS25a_mixed3	mixed rim	mixed_RIM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630289_DSP-1001660023888-C-H04.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0244150559511699	FALSE
DSP-1001660023888-C-H06	DSP-1001660023888-C-H06	GSM8630290	GSE281805	MS25a_mixed4	mixed rim	mixed_RIM	MS25	DSP-1001660023888-C	GSE281805	True	False	GSM8630290_DSP-1001660023888-C-H06.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0180435830165444	FALSE
DSP-1001660023888-C-H08	DSP-1001660023888-C-H08	GSM8630291	GSE281805	MS21_brl1	brl rim	BRL_RIM	MS21	DSP-1001660023888-C	GSE281805	True	False	GSM8630291_DSP-1001660023888-C-H08.dcc.gz	True	DSP-1001660023888-C	TRUE	0.021041923221074	FALSE
DSP-1001660023888-C-H10	DSP-1001660023888-C-H10	GSM8630292	GSE281805	MS21_brl2	brl rim	BRL_RIM	MS21	DSP-1001660023888-C	GSE281805	True	False	GSM8630292_DSP-1001660023888-C-H10.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0215237993253735	FALSE
DSP-1001660023888-C-H12	DSP-1001660023888-C-H12	GSM8630293	GSE281805	MS21_brl3	brl rim	BRL_RIM	MS21	DSP-1001660023888-C	GSE281805	True	False	GSM8630293_DSP-1001660023888-C-H12.dcc.gz	True	DSP-1001660023888-C	TRUE	0.0206135889061412	FALSE
DSP-1001660023889-D-A03	DSP-1001660023889-D-A03	GSM8630294	GSE281805	MS21_brl4	brl rim	BRL_RIM	MS21	DSP-1001660023889-D	GSE281805	True	True	GSM8630294_DSP-1001660023889-D-A03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0557905445199979	TRUE
DSP-1001660023889-D-A05	DSP-1001660023889-D-A05	GSM8630295	GSE281805	MS21_NAWM1	nawm	NAWM	MS21	DSP-1001660023889-D	GSE281805	True	False	GSM8630295_DSP-1001660023889-D-A05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0232371365851047	FALSE
DSP-1001660023889-D-A07	DSP-1001660023889-D-A07	GSM8630296	GSE281805	MS21_NAWM2	nawm	NAWM	MS21	DSP-1001660023889-D	GSE281805	True	False	GSM8630296_DSP-1001660023889-D-A07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.00899502061358891	FALSE
DSP-1001660023889-D-A09	DSP-1001660023889-D-A09	GSM8630297	GSE281805	MS21_NAWM3	nawm	NAWM	MS21	DSP-1001660023889-D	GSE281805	True	False	GSM8630297_DSP-1001660023889-D-A09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.00722814156449109	FALSE
DSP-1001660023889-D-A11	DSP-1001660023889-D-A11	GSM8630298	GSE281805	MS21_NAWM4	nawm	NAWM	MS21	DSP-1001660023889-D	GSE281805	True	False	GSM8630298_DSP-1001660023889-D-A11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0113508593457193	FALSE
DSP-1001660023889-D-B01	DSP-1001660023889-D-B01	GSM8630299	GSE281805	MS2c _active1	active center	active_center	MS2	DSP-1001660023889-D	GSE281805	True	True	GSM8630299_DSP-1001660023889-D-B01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.114525887455159	TRUE
DSP-1001660023889-D-B03	DSP-1001660023889-D-B03	GSM8630300	GSE281805	MS2c _active2	active center	active_center	MS2	DSP-1001660023889-D	GSE281805	True	True	GSM8630300_DSP-1001660023889-D-B03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0847566525673288	TRUE
DSP-1001660023889-D-B05	DSP-1001660023889-D-B05	GSM8630301	GSE281805	MS2c _active3	active center	active_center	MS2	DSP-1001660023889-D	GSE281805	True	True	GSM8630301_DSP-1001660023889-D-B05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0991058521175778	TRUE
DSP-1001660023889-D-B07	DSP-1001660023889-D-B07	GSM8630302	GSE281805	MS2c _active4	active center	active_center	MS2	DSP-1001660023889-D	GSE281805	True	True	GSM8630302_DSP-1001660023889-D-B07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0854526958290946	TRUE
DSP-1001660023889-D-B09	DSP-1001660023889-D-B09	GSM8630303	GSE281805	MS2c _NAWM1	nawm	NAWM	MS2	DSP-1001660023889-D	GSE281805	True	False	GSM8630303_DSP-1001660023889-D-B09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0507040745301708	TRUE
DSP-1001660023889-D-B11	DSP-1001660023889-D-B11	GSM8630304	GSE281805	MS2c _NAWM2	nawm	NAWM	MS2	DSP-1001660023889-D	GSE281805	True	False	GSM8630304_DSP-1001660023889-D-B11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0392461316057183	FALSE
DSP-1001660023889-D-C01	DSP-1001660023889-D-C01	GSM8630305	GSE281805	MS2c _NAWM3	nawm	NAWM	MS2	DSP-1001660023889-D	GSE281805	True	False	GSM8630305_DSP-1001660023889-D-C01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0419767628634149	FALSE
DSP-1001660023889-D-C03	DSP-1001660023889-D-C03	GSM8630306	GSE281805	MS2c _NAWM4	nawm	NAWM	MS2	DSP-1001660023889-D	GSE281805	True	False	GSM8630306_DSP-1001660023889-D-C03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0431011404401135	FALSE
DSP-1001660023889-D-C05	DSP-1001660023889-D-C05	GSM8630307	GSE281805	MS25b_mixed1	mixed rim	mixed_RIM	MS25	DSP-1001660023889-D	GSE281805	True	True	GSM8630307_DSP-1001660023889-D-C05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0652674412378862	TRUE
DSP-1001660023889-D-C07	DSP-1001660023889-D-C07	GSM8630308	GSE281805	MS25b_mixed2	mixed rim	mixed_RIM	MS25	DSP-1001660023889-D	GSE281805	True	True	GSM8630308_DSP-1001660023889-D-C07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0596990951437597	TRUE
DSP-1001660023889-D-C09	DSP-1001660023889-D-C09	GSM8630309	GSE281805	MS25b_mixed3	mixed rim	mixed_RIM	MS25	DSP-1001660023889-D	GSE281805	True	True	GSM8630309_DSP-1001660023889-D-C09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0862558226695936	TRUE
DSP-1001660023889-D-C11	DSP-1001660023889-D-C11	GSM8630310	GSE281805	MS25b_mixed4	mixed rim	mixed_RIM	MS25	DSP-1001660023889-D	GSE281805	True	True	GSM8630310_DSP-1001660023889-D-C11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0986239760132784	TRUE
DSP-1001660023889-D-D01	DSP-1001660023889-D-D01	GSM8630311	GSE281805	MS25b_NAWM1	nawm	NAWM	MS25	DSP-1001660023889-D	GSE281805	True	False	GSM8630311_DSP-1001660023889-D-D01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0735664185897093	TRUE
DSP-1001660023889-D-D03	DSP-1001660023889-D-D03	GSM8630312	GSE281805	MS25b_NAWM2	nawm	NAWM	MS25	DSP-1001660023889-D	GSE281805	True	False	GSM8630312_DSP-1001660023889-D-D03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.036729667505488	FALSE
DSP-1001660023889-D-D05	DSP-1001660023889-D-D05	GSM8630313	GSE281805	MS25b_NAWM3	nawm	NAWM	MS25	DSP-1001660023889-D	GSE281805	True	False	GSM8630313_DSP-1001660023889-D-D05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0641966054505542	TRUE
DSP-1001660023889-D-D07	DSP-1001660023889-D-D07	GSM8630314	GSE281805	MS25b_NAWM4	nawm	NAWM	MS25	DSP-1001660023889-D	GSE281805	True	False	GSM8630314_DSP-1001660023889-D-D07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.066231193446485	TRUE
DSP-1001660023889-D-D09	DSP-1001660023889-D-D09	GSM8630315	GSE281805	MS27b_mixed1	mixed rim	mixed_RIM	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630315_DSP-1001660023889-D-D09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0771001766879049	TRUE
DSP-1001660023889-D-D11	DSP-1001660023889-D-D11	GSM8630316	GSE281805	MS27b_mixed2	mixed rim	mixed_RIM	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630316_DSP-1001660023889-D-D11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0976602238046795	TRUE
DSP-1001660023889-D-E01	DSP-1001660023889-D-E01	GSM8630317	GSE281805	MS27b_mixed3	mixed rim	mixed_RIM	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630317_DSP-1001660023889-D-E01.dcc.gz	True	DSP-1001660023889-D	TRUE	0.124377576698613	TRUE
DSP-1001660023889-D-E03	DSP-1001660023889-D-E03	GSM8630318	GSE281805	MS27b_mixed4	mixed rim	mixed_RIM	MS27	DSP-1001660023889-D	GSE281805	True	True	GSM8630318_DSP-1001660023889-D-E03.dcc.gz	True	DSP-1001660023889-D	TRUE	0.106280451892702	TRUE
DSP-1001660023889-D-E05	DSP-1001660023889-D-E05	GSM8630319	GSE281805	MS27b_NAWM1	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630319_DSP-1001660023889-D-E05.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0450821866466777	FALSE
DSP-1001660023889-D-E07	DSP-1001660023889-D-E07	GSM8630320	GSE281805	MS27b_NAWM2	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630320_DSP-1001660023889-D-E07.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0426192643358141	FALSE
DSP-1001660023889-D-E09	DSP-1001660023889-D-E09	GSM8630321	GSE281805	MS27b_NAWM3	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630321_DSP-1001660023889-D-E09.dcc.gz	True	DSP-1001660023889-D	TRUE	0.0569684638860631	TRUE
DSP-1001660023889-D-E11	DSP-1001660023889-D-E11	GSM8630322	GSE281805	MS27b_NAWM4	nawm	NAWM	MS27	DSP-1001660023889-D	GSE281805	True	False	GSM8630322_DSP-1001660023889-D-E11.dcc.gz	True	DSP-1001660023889-D	TRUE	0.031910906462494	FALSE
