analysis	disease_name	compartment	gene	n_feature_columns
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IL2RG	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	IRF1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	JAK1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	JAK2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	LAMP3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	LGALS3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	LIPA	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	MERTK	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	MSR1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	NR1H3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	PIKFYVE	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	PPARG	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	SCARB2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	SDC4	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	SNX10	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	STAT1	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	TFE3	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	TFEB	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	TREM2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	TYK2	1
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	TYROBP	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	APOC1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	BIRC3	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	C15ORF48	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CD300A	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CD300E	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CD300LF	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CHI3L1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CTSB	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CTSL	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CTSS	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	CXCL9	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	DAP	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	FABP5	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	IFI30	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	IL2RG	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	IRF1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	JAK1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	JAK2	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	LAMP3	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	LGALS3	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	LIPA	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	MERTK	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	MSR1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	NR1H3	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	PIKFYVE	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	PPARG	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	SCARB2	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	SDC4	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	SNX10	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	STAT1	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	TFE3	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	TFEB	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	TREM2	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	TYK2	1
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	TYROBP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	APOC1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	BIRC3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	C15ORF48	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300A	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300E	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CD300LF	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CHI3L1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSL	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CTSS	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	CXCL9	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	DAP	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	FABP5	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IFI30	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IL2RG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	IRF1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	JAK1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	JAK2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LAMP3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LGALS3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	LIPA	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MERTK	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	MSR1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	NR1H3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PIKFYVE	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	PPARG	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SCARB2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SDC4	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	SNX10	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	STAT1	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TFE3	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TFEB	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TREM2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TYK2	1
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	TYROBP	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	APOC1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	BIRC3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	C15ORF48	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300A	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300E	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CD300LF	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CHI3L1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSB	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSL	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CTSS	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	CXCL9	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	DAP	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	FABP5	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	IFI30	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	IL2RG	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	IRF1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	JAK1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	JAK2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	LAMP3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	LGALS3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	LIPA	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	MERTK	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	MSR1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	NR1H3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	PIKFYVE	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	PPARG	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	SCARB2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	SDC4	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	SNX10	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	STAT1	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	TFE3	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	TFEB	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	TREM2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	TYK2	1
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	TYROBP	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	APOC1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	BIRC3	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	C15ORF48	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CD300A	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CD300E	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CD300LF	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CHI3L1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CTSB	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CTSL	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CTSS	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	CXCL9	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	DAP	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	FABP5	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	IFI30	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	IL2RG	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	IRF1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	JAK1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	JAK2	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	LAMP3	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	LGALS3	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	LIPA	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	MERTK	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	MSR1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	NR1H3	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	PIKFYVE	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	PPARG	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	SCARB2	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	SDC4	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	SNX10	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	STAT1	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	TFE3	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	TFEB	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	TREM2	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	TYK2	1
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	TYROBP	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	APOC1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	BIRC3	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	C15ORF48	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CD300A	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CD300E	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CD300LF	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CHI3L1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CTSB	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CTSL	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CTSS	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	CXCL9	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	DAP	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	FABP5	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	IFI30	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	IL2RG	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	IRF1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	JAK1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	JAK2	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	LAMP3	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	LGALS3	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	LIPA	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	MERTK	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	MSR1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	NR1H3	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	PIKFYVE	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	PPARG	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	SCARB2	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	SDC4	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	SNX10	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	STAT1	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	TFE3	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	TFEB	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	TREM2	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	TYK2	1
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	TYROBP	1
