seed	n_requested	event_probability_before_competing_death	molecular_progression_hr_per_latent_sd	competing_death_probability	competing_event_mechanism	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	positive_call_probability	negative_call_probability	median_score_z	median_one_step_log_hr	median_usable_n	median_progression_events	median_competing_deaths
54932	120	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	112	0.28	0.23825142339704647	0.32593398611004404	0.28	0.0	1.415146399519309	0.3102381735637991	108.0	28.0	8.0
54932	120	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	71	0.1775	0.14317591908715524	0.217959510758466	0.175	0.0025	1.0741473038946614	0.2508626936803787	108.0	24.0	23.0
54932	240	0.15	1.0	0.0	none	400	400	1.0	27	0.0675	0.04680146916375965	0.09642666543540682	0.0375	0.03	0.041140966572306564	0.007973462575235759	216.5	32.0	0.0
54932	240	0.15	1.0	0.1	independent	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.035	0.01	0.03158600113884158	0.006348406108207785	216.0	30.0	20.0
54932	240	0.15	1.0	0.25	independent	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0225	0.0425	-0.02081347460448825	-0.00419283959146371	216.0	28.0	50.0
54932	240	0.15	1.0	0.1	score_dependent	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.025	0.025	-0.05831798156957308	-0.01161597827135684	216.0	30.0	20.0
54932	240	0.15	1.0	0.25	score_dependent	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0325	0.0225	-0.03151441138206883	-0.006743324246968737	216.0	27.0	50.0
54932	240	0.15	1.0	0.1	progression_risk_dependent	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0175	0.0275	0.1023630827757086	0.019730775190050343	216.0	29.0	19.0
54932	240	0.15	1.0	0.25	progression_risk_dependent	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.02	0.0275	-0.11422029320066933	-0.02614896146526334	217.0	25.0	48.0
54932	240	0.15	1.0	0.1	joint_score_progression_risk	400	400	1.0	29	0.0725	0.05095051840227673	0.10218249325354675	0.025	0.0475	-0.3239759970162352	-0.07002618847596187	216.0	29.0	20.0
54932	240	0.15	1.0	0.25	joint_score_progression_risk	400	400	1.0	35	0.0875	0.06358691021150324	0.11926073261429136	0.0025	0.085	-0.5208898986478654	-0.12575801157589903	216.0	24.0	50.0
54932	240	0.15	1.7	0.0	none	400	400	1.0	201	0.5025	0.45371132720791196	0.5512411113204164	0.5025	0.0	1.9719612520380374	0.37288680173033384	216.0	32.0	0.0
54932	240	0.15	1.7	0.1	independent	400	400	1.0	197	0.4925	0.44381128061271025	0.5413314038023042	0.4925	0.0	1.932169619495087	0.38829430547652827	216.0	30.0	20.0
54932	240	0.15	1.7	0.25	independent	400	400	1.0	171	0.4275	0.3799345878043344	0.47644469487413854	0.4275	0.0	1.7583635893290352	0.3535932611305578	216.0	29.0	49.0
54932	240	0.15	1.7	0.1	score_dependent	400	400	1.0	171	0.4275	0.3799345878043344	0.47644469487413854	0.4275	0.0	1.7943539571475695	0.37044571793026637	216.0	29.0	19.0
54932	240	0.15	1.7	0.25	score_dependent	400	400	1.0	166	0.415	0.36774607523110986	0.4638710148057205	0.415	0.0	1.7242206133123132	0.38707659466870037	216.0	25.0	48.0
54932	240	0.15	1.7	0.1	progression_risk_dependent	400	400	1.0	186	0.465	0.41668591738620475	0.5139799432171961	0.465	0.0	1.856290068449384	0.37580687149601333	216.0	30.0	19.0
54932	240	0.15	1.7	0.25	progression_risk_dependent	400	400	1.0	172	0.43	0.3823760406443324	0.47895568056246907	0.4275	0.0025	1.7784321370213263	0.39438508648058057	216.0	25.0	48.0
54932	240	0.15	1.7	0.1	joint_score_progression_risk	400	400	1.0	108	0.27	0.22883278412268437	0.31554287127109204	0.27	0.0	1.3495135684364676	0.29805755842738557	216.0	27.0	19.0
54932	240	0.15	1.7	0.25	joint_score_progression_risk	400	400	1.0	80	0.2	0.16373705973387687	0.24197031686670106	0.195	0.005	1.0995268355446974	0.2624224444604838	216.0	23.0	50.0
54932	240	0.3	1.0	0.0	none	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	-0.13175129125027846	-0.017310679765324372	216.0	65.0	0.0
54932	240	0.3	1.0	0.1	independent	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0375	0.0325	-0.04057676482082402	-0.005703635452284923	216.0	62.0	18.0
54932	240	0.3	1.0	0.25	independent	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0225	0.04	-0.021045787746819443	-0.0030127600896170496	216.0	57.0	45.0
54932	240	0.3	1.0	0.1	score_dependent	400	400	1.0	32	0.08	0.05723575041013351	0.11075457683067555	0.045	0.035	0.08467958625668923	0.014022541598105589	216.0	61.0	18.0
54932	240	0.3	1.0	0.25	score_dependent	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.0225	0.025	0.015631427819480095	0.0024016324091395364	216.0	55.0	45.0
54932	240	0.3	1.0	0.1	progression_risk_dependent	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0175	0.0225	-0.004759166881962764	-0.0007411190577428212	216.0	60.0	16.0
54932	240	0.3	1.0	0.25	progression_risk_dependent	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.015	0.0375	-0.07147174389418919	-0.010531658042533022	216.0	53.0	42.0
54932	240	0.3	1.0	0.1	joint_score_progression_risk	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.01	0.045	-0.38340747623555904	-0.05573009670111681	216.0	59.0	17.0
54932	240	0.3	1.0	0.25	joint_score_progression_risk	400	400	1.0	45	0.1125	0.08514845878595949	0.14722356932312028	0.0	0.1125	-0.6989240328711989	-0.10588980691616257	216.0	51.0	47.0
54932	240	0.3	1.7	0.0	none	400	400	1.0	302	0.755	0.710557459419624	0.7945912704698848	0.755	0.0	2.570941939946181	0.36386451515615137	216.0	65.0	0.0
54932	240	0.3	1.7	0.1	independent	400	400	1.0	305	0.7625	0.7184235572819022	0.8015824881925919	0.7625	0.0	2.6336586223325424	0.37345294052447875	216.0	62.0	18.0
54932	240	0.3	1.7	0.25	independent	400	400	1.0	283	0.7075	0.6611144240081159	0.7499379738431511	0.7075	0.0	2.3856540066873433	0.3524452710286374	216.0	57.0	45.0
54932	240	0.3	1.7	0.1	score_dependent	400	400	1.0	272	0.68	0.632759697663558	0.7238158763760955	0.68	0.0	2.4419947903837356	0.3523226074851704	216.0	60.0	16.0
54932	240	0.3	1.7	0.25	score_dependent	400	400	1.0	250	0.625	0.5765790058795889	0.671042920536837	0.625	0.0	2.2550884662859714	0.3545544179639709	216.0	54.0	43.0
54932	240	0.3	1.7	0.1	progression_risk_dependent	400	400	1.0	320	0.8	0.758029683133299	0.8362629402661231	0.8	0.0	2.6319537493806617	0.3846599711979065	216.0	60.0	15.5
54932	240	0.3	1.7	0.25	progression_risk_dependent	400	400	1.0	287	0.7175	0.6714724243160557	0.7593897276485253	0.7175	0.0	2.5367237065644694	0.3863213037905834	216.0	53.0	43.0
54932	240	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	209	0.5225	0.4735694074890401	0.5710025392659165	0.5225	0.0	2.0122926770106586	0.2964618561643749	217.0	57.0	16.0
54932	240	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	146	0.365	0.3193122416823519	0.4132560777879081	0.365	0.0	1.6156609527518677	0.25862473518913043	216.0	49.0	46.0
54932	320	0.15	1.0	0.0	none	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0325	0.0225	-0.10028118971348605	-0.017232136915486956	288.0	44.0	0.0
54932	320	0.15	1.0	0.1	independent	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.015	0.02	-0.01539154469669805	-0.0027747291229463103	289.0	41.0	26.0
54932	320	0.15	1.0	0.25	independent	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0275	0.035	0.027961823034586324	0.005086648301005508	288.0	37.0	66.0
54932	320	0.15	1.0	0.1	score_dependent	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.0175	0.02	-0.12434384769408899	-0.02214517798090944	289.0	40.0	27.0
54932	320	0.15	1.0	0.25	score_dependent	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	-0.03327078264041233	-0.00614506350201404	288.0	36.0	66.0
54932	320	0.15	1.0	0.1	progression_risk_dependent	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0275	0.0325	0.027715499337443272	0.004464325076504871	288.0	39.0	25.0
54932	320	0.15	1.0	0.25	progression_risk_dependent	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.02	0.03	0.1103483423753491	0.023466304717157112	288.0	33.0	64.0
54932	320	0.15	1.0	0.1	joint_score_progression_risk	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.015	0.045	-0.33808560544862126	-0.0601468659913936	288.0	38.0	26.0
54932	320	0.15	1.0	0.25	joint_score_progression_risk	400	400	1.0	45	0.1125	0.08514845878595949	0.14722356932312028	0.005	0.1075	-0.6138139043584634	-0.11989183376657209	287.5	33.0	67.0
54932	320	0.15	1.7	0.0	none	400	400	1.0	246	0.615	0.5664353568701253	0.6613768154329864	0.615	0.0	2.224703087002655	0.3740011948699021	288.0	43.0	0.0
54932	320	0.15	1.7	0.1	independent	400	400	1.0	230	0.575	0.5260675370904098	0.6225056187594458	0.575	0.0	2.1402144833046313	0.37496372014029866	288.0	41.0	27.0
54932	320	0.15	1.7	0.25	independent	400	400	1.0	234	0.585	0.5361289851942794	0.6322539247688901	0.585	0.0	2.1662079642708783	0.38460923808414416	288.0	38.0	67.0
54932	320	0.15	1.7	0.1	score_dependent	400	400	1.0	215	0.5375	0.4885138311983594	0.5857727467265683	0.5375	0.0	2.032936160265853	0.3667040922678864	288.0	39.0	25.0
54932	320	0.15	1.7	0.25	score_dependent	400	400	1.0	173	0.4325	0.3848187370706328	0.48146542266449727	0.4325	0.0	1.8083292216038762	0.34935135874562906	288.0	34.0	65.0
54932	320	0.15	1.7	0.1	progression_risk_dependent	400	400	1.0	224	0.56	0.5110127871951399	0.6078457374847447	0.56	0.0	2.087485553473268	0.36762843651696697	288.0	40.0	25.0
54932	320	0.15	1.7	0.25	progression_risk_dependent	400	400	1.0	211	0.5275	0.4785460270872868	0.5759307967243268	0.5275	0.0	2.0250179071604455	0.3866663197828012	288.0	34.0	64.0
54932	320	0.15	1.7	0.1	joint_score_progression_risk	400	400	1.0	150	0.375	0.328957079463163	0.4234209941204111	0.375	0.0	1.7314244437750306	0.3205515463424966	288.0	36.0	26.0
54932	320	0.15	1.7	0.25	joint_score_progression_risk	400	400	1.0	87	0.2175	0.1798616207098898	0.2605128255889877	0.215	0.0025	1.1987258370043072	0.25060917410990613	288.0	30.0	66.0
54932	320	0.3	1.0	0.0	none	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.025	0.03	-0.04168431118829409	-0.004713644572776428	288.0	86.5	0.0
54932	320	0.3	1.0	0.1	independent	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0275	0.0375	-0.04766072176633772	-0.006061548488586611	288.0	82.0	24.0
54932	320	0.3	1.0	0.25	independent	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0175	0.025	-0.1052009149755112	-0.012699952879392294	288.0	76.0	61.0
54932	320	0.3	1.0	0.1	score_dependent	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.015	0.04	-0.05246209014618504	-0.006194748614148454	288.0	81.0	24.0
54932	320	0.3	1.0	0.25	score_dependent	400	400	1.0	15	0.0375	0.022855029814710867	0.060943842444513396	0.015	0.0225	0.08452670477213906	0.011871758251874	287.5	74.0	61.0
54932	320	0.3	1.0	0.1	progression_risk_dependent	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.025	0.02	-0.01914001312715654	-0.002224603194934413	287.0	80.0	21.0
54932	320	0.3	1.0	0.25	progression_risk_dependent	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.03	0.0225	-0.004701623034955157	-0.0006208283288929895	288.0	70.0	56.0
54932	320	0.3	1.0	0.1	joint_score_progression_risk	400	400	1.0	36	0.09	0.06571729376939447	0.12208278758472865	0.0075	0.0825	-0.44723078360846646	-0.05809069026611081	288.0	78.0	23.0
54932	320	0.3	1.0	0.25	joint_score_progression_risk	400	400	1.0	43	0.1075	0.08079372047159449	0.14167343058082826	0.0	0.1075	-0.8076995377897302	-0.1098910545796016	288.0	67.0	62.5
54932	320	0.3	1.7	0.0	none	400	400	1.0	336	0.84	0.8008643954521164	0.8726672444005619	0.84	0.0	2.9768782715282134	0.35187150609769957	289.0	86.0	0.0
54932	320	0.3	1.7	0.1	independent	400	400	1.0	337	0.8425	0.8035652075632727	0.8749188708177342	0.8425	0.0	2.961525110591358	0.3581161271507658	288.0	83.0	23.0
54932	320	0.3	1.7	0.25	independent	400	400	1.0	339	0.8475	0.8089761434535727	0.8794128119840912	0.8475	0.0	2.947803337014933	0.3638513790024147	288.0	76.0	60.0
54932	320	0.3	1.7	0.1	score_dependent	400	400	1.0	333	0.8325	0.7927798983351753	0.8658944259325176	0.8325	0.0	2.8699621674649256	0.35375433196562406	288.0	81.0	21.0
54932	320	0.3	1.7	0.25	score_dependent	400	400	1.0	306	0.765	0.7210494588154521	0.8039090251873708	0.765	0.0	2.6587918840243283	0.3562609354243522	288.0	71.0	57.0
54932	320	0.3	1.7	0.1	progression_risk_dependent	400	400	1.0	342	0.855	0.8171167606818923	0.8861295103407572	0.855	0.0	3.0993033077273093	0.3778577120429834	288.0	80.0	21.0
54932	320	0.3	1.7	0.25	progression_risk_dependent	400	400	1.0	326	0.815	0.7740142283989209	0.8499930261704722	0.815	0.0	2.930905421691979	0.38349390991368226	289.0	71.0	56.0
54932	320	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	250	0.625	0.5765790058795889	0.671042920536837	0.625	0.0	2.299551951313018	0.29600885111217334	288.0	77.0	22.0
54932	320	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	176	0.44	0.39215426251525537	0.4889872128048602	0.44	0.0	1.8278890307927351	0.2561173020045834	288.0	64.0	60.0
54933	120	0.15	1.0	0.0	none	400	388	0.97	15	0.0375	0.022855029814710867	0.060943842444513396	0.02	0.0175	0.06314053246432269	0.016702396404172527	108.0	16.0	0.0
54933	120	0.15	1.0	0.1	independent	400	378	0.945	19	0.0475	0.030617076962711882	0.07299154940982647	0.0125	0.035	0.06903517249441812	0.018138927092426996	108.0	15.0	10.0
54933	120	0.15	1.0	0.25	independent	400	365	0.9125	16	0.04	0.024769063069711758	0.06398224771784103	0.015	0.025	-0.059767186242306314	-0.01856790484463807	108.0	14.0	25.0
54933	120	0.15	1.0	0.1	score_dependent	400	386	0.965	25	0.0625	0.04268914141220244	0.09063411613030699	0.0375	0.025	0.13720657895300223	0.03916930514069732	109.0	15.0	10.0
54933	120	0.15	1.0	0.25	score_dependent	400	365	0.9125	16	0.04	0.024769063069711758	0.06398224771784103	0.0175	0.0225	0.009554866912169805	0.0030899959579549397	108.0	14.0	25.0
54933	120	0.15	1.0	0.1	progression_risk_dependent	400	375	0.9375	14	0.035	0.02096129419797776	0.057885139532918004	0.02	0.015	0.046452180673255676	0.012793346573516494	108.0	14.0	9.0
54933	120	0.15	1.0	0.25	progression_risk_dependent	400	318	0.795	14	0.035	0.02096129419797776	0.057885139532918004	0.0125	0.0225	-0.06859351866443243	-0.01735816373801453	108.0	12.0	24.0
54933	120	0.15	1.0	0.1	joint_score_progression_risk	400	367	0.9175	36	0.09	0.06571729376939447	0.12208278758472865	0.0375	0.0525	-0.2374797167983556	-0.07289369976461242	108.0	14.0	10.0
54933	120	0.15	1.0	0.25	joint_score_progression_risk	400	331	0.8275	25	0.0625	0.04268914141220244	0.09063411613030699	0.0125	0.05	-0.3285457975896353	-0.09602017198860836	108.0	12.0	25.0
54933	120	0.15	1.7	0.0	none	400	392	0.98	100	0.25	0.2100790142364741	0.2946771329306741	0.25	0.0	1.3170654884906408	0.3671111163205628	108.0	16.0	0.0
54933	120	0.15	1.7	0.1	independent	400	384	0.96	107	0.2675	0.22648238411831478	0.31294083274713314	0.265	0.0025	1.340749832132298	0.3954623481741448	108.0	15.0	10.0
54933	120	0.15	1.7	0.25	independent	400	369	0.9225	91	0.2275	0.18912326740735153	0.2710609330048401	0.2275	0.0	1.3169889773500218	0.3705872576375882	108.0	15.0	25.0
54933	120	0.15	1.7	0.1	score_dependent	400	383	0.9575	107	0.2675	0.22648238411831478	0.31294083274713314	0.2675	0.0	1.4075157827206803	0.3998851924636121	108.0	15.0	9.0
54933	120	0.15	1.7	0.25	score_dependent	400	320	0.8	74	0.185	0.15000697382952777	0.22598577160107902	0.18	0.005	1.150430338159988	0.3558326221289967	108.0	12.0	24.0
54933	120	0.15	1.7	0.1	progression_risk_dependent	400	369	0.9225	118	0.295	0.25242899167233757	0.341471049004724	0.295	0.0	1.3699932482554307	0.40332458225952705	108.0	15.0	10.0
54933	120	0.15	1.7	0.25	progression_risk_dependent	400	335	0.8375	93	0.2325	0.19376640712110382	0.2763226703477448	0.2325	0.0	1.4183237294649722	0.42819743577406516	108.0	12.0	24.0
54933	120	0.15	1.7	0.1	joint_score_progression_risk	400	362	0.905	65	0.1625	0.12958740844606098	0.20183339022958918	0.1625	0.0	1.0393171476801408	0.299571032752475	108.0	13.0	9.0
54933	120	0.15	1.7	0.25	joint_score_progression_risk	400	290	0.725	34	0.085	0.0614630200239382	0.11643218427352792	0.0825	0.0025	0.6810338660883387	0.22374134882758925	108.0	11.0	25.0
54933	120	0.3	1.0	0.0	none	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0225	0.0325	-0.01940697659397081	-0.004023692455517212	108.0	32.0	0.0
54933	120	0.3	1.0	0.1	independent	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.025	0.0375	-0.049072873208979975	-0.008711782857378903	108.0	31.0	9.0
54933	120	0.3	1.0	0.25	independent	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.015	0.035	-0.013216811315537175	-0.002760717516840727	108.0	29.0	22.5
54933	120	0.3	1.0	0.1	score_dependent	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.03	0.02	0.060528560329495204	0.013917494413172417	108.0	31.0	9.0
54933	120	0.3	1.0	0.25	score_dependent	400	400	1.0	13	0.0325	0.01908984237880045	0.0548041528237668	0.0125	0.02	0.05527544815406289	0.012189033695016484	108.0	28.0	23.0
54933	120	0.3	1.0	0.1	progression_risk_dependent	400	400	1.0	25	0.0625	0.04268914141220244	0.09063411613030699	0.0375	0.025	0.05476911791116808	0.01088227998342625	108.0	30.0	8.0
54933	120	0.3	1.0	0.25	progression_risk_dependent	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.03	0.025	0.14545283685728355	0.030029189794130863	108.0	27.0	21.0
54933	120	0.3	1.0	0.1	joint_score_progression_risk	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0125	0.0375	-0.2696750989978738	-0.055350135580718454	108.0	30.0	9.0
54933	120	0.3	1.0	0.25	joint_score_progression_risk	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0075	0.0425	-0.49862855474248324	-0.10556143617588007	108.0	26.0	23.0
54933	120	0.3	1.7	0.0	none	400	400	1.0	190	0.475	0.4265327259812066	0.5239428887355082	0.475	0.0	1.8782988927475621	0.3714872492401412	108.0	32.0	0.0
54933	120	0.3	1.7	0.1	independent	400	400	1.0	159	0.3975	0.3507352396832797	0.4462147806552511	0.3975	0.0	1.6959050560874454	0.33731589897429337	108.0	31.0	9.0
54933	120	0.3	1.7	0.25	independent	400	400	1.0	180	0.45	0.40195222801404185	0.4989990014193878	0.45	0.0	1.7808370909322244	0.3788770892825051	108.0	29.0	23.0
54933	120	0.3	1.7	0.1	score_dependent	400	400	1.0	166	0.415	0.36774607523110986	0.4638710148057205	0.415	0.0	1.749385310149293	0.3561350942519535	108.0	30.0	8.0
54933	120	0.3	1.7	0.25	score_dependent	400	400	1.0	157	0.3925	0.34588652662317476	0.44115861665869904	0.3925	0.0	1.6893533788350474	0.3754603657782181	108.0	26.0	22.0
54933	120	0.3	1.7	0.1	progression_risk_dependent	400	400	1.0	179	0.4475	0.39950089322688126	0.4964978976782199	0.4475	0.0	1.8244940239274636	0.3700351037583058	108.0	30.0	8.0
54933	120	0.3	1.7	0.25	progression_risk_dependent	400	400	1.0	142	0.355	0.30968902656541786	0.40306953879152807	0.355	0.0	1.6668857750509065	0.3609487879733077	108.0	26.0	21.0
54933	120	0.3	1.7	0.1	joint_score_progression_risk	400	400	1.0	106	0.265	0.22413371758035427	0.31033706075676515	0.265	0.0	1.3057387564833185	0.2745246427392622	108.0	29.0	8.0
54933	120	0.3	1.7	0.25	joint_score_progression_risk	400	400	1.0	64	0.16	0.12733275559943816	0.1991356045478835	0.1575	0.0025	0.9954321433943909	0.22241856325326648	108.0	24.0	22.0
54933	240	0.15	1.0	0.0	none	400	400	1.0	20	0.05	0.03259742983714726	0.07596363506371961	0.0175	0.0325	0.05474392612634102	0.011153536774912433	216.0	33.0	0.0
54933	240	0.15	1.0	0.1	independent	400	400	1.0	9	0.0225	0.011881583530495034	0.04220265755875813	0.0125	0.01	0.04003243983747744	0.0075046202039471335	216.0	31.0	20.0
54933	240	0.15	1.0	0.25	independent	400	400	1.0	28	0.07	0.04887162669974449	0.09930894642775051	0.0375	0.0325	0.019514912334472882	0.004421253091100568	216.0	28.0	50.0
54933	240	0.15	1.0	0.1	score_dependent	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.0225	0.02	-0.023513476087233188	-0.004263126381760475	216.0	31.0	20.0
54933	240	0.15	1.0	0.25	score_dependent	400	400	1.0	16	0.04	0.024769063069711758	0.06398224771784103	0.0275	0.0125	0.027997980450700802	0.006450689588555734	216.0	28.0	50.0
54933	240	0.15	1.0	0.1	progression_risk_dependent	400	400	1.0	22	0.055	0.03659849414955068	0.08186744780797323	0.0375	0.0175	0.11155523503878303	0.022182480558559467	217.0	29.0	19.0
54933	240	0.15	1.0	0.25	progression_risk_dependent	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.0125	0.04	0.06918447461340128	0.014424329946360087	217.0	24.0	49.0
54933	240	0.15	1.0	0.1	joint_score_progression_risk	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0075	0.0375	-0.37135205761913437	-0.07670950734504711	216.0	28.5	20.0
54933	240	0.15	1.0	0.25	joint_score_progression_risk	400	400	1.0	34	0.085	0.0614630200239382	0.11643218427352792	0.01	0.075	-0.5581187823677196	-0.12226724681334966	216.0	25.0	50.0
54933	240	0.15	1.7	0.0	none	400	400	1.0	179	0.4475	0.39950089322688126	0.4964978976782199	0.4475	0.0	1.863043914720374	0.35574147801868905	217.0	32.0	0.0
54933	240	0.15	1.7	0.1	independent	400	400	1.0	156	0.39	0.34346411119977976	0.43862859355376554	0.39	0.0	1.72832662093704	0.34190879456738604	216.0	31.0	20.0
54933	240	0.15	1.7	0.25	independent	400	400	1.0	178	0.445	0.3970507860416546	0.49399556633511804	0.445	0.0	1.8288553359712787	0.3864538865358725	216.0	28.0	49.0
54933	240	0.15	1.7	0.1	score_dependent	400	400	1.0	180	0.45	0.40195222801404185	0.4989990014193878	0.45	0.0	1.8443502891801353	0.38521183678150434	216.0	29.0	18.5
54933	240	0.15	1.7	0.25	score_dependent	400	400	1.0	166	0.415	0.36774607523110986	0.4638710148057205	0.4125	0.0025	1.68288954460771	0.3930999738669346	217.0	25.0	49.0
54933	240	0.15	1.7	0.1	progression_risk_dependent	400	400	1.0	191	0.4775	0.4289974607340835	0.5264305925109598	0.4775	0.0	1.9205776684154099	0.38856773496958386	216.0	29.0	19.0
54933	240	0.15	1.7	0.25	progression_risk_dependent	400	400	1.0	169	0.4225	0.3750554237475196	0.47141898187429637	0.4225	0.0	1.741052871865186	0.38954337259913774	216.0	25.0	48.0
54933	240	0.15	1.7	0.1	joint_score_progression_risk	400	400	1.0	102	0.255	0.21475670087938903	0.2999043233444163	0.255	0.0	1.3872494193837939	0.2980574642714327	216.0	27.0	19.0
54933	240	0.15	1.7	0.25	joint_score_progression_risk	400	399	0.9975	72	0.18	0.14545031532583302	0.22063755304811672	0.1775	0.0025	1.0862306618170283	0.2596638418451044	216.0	22.0	50.0
54933	240	0.3	1.0	0.0	none	400	400	1.0	24	0.06	0.040647970113724695	0.0877228489004562	0.0275	0.0325	0.048811594822325235	0.006624747867426308	216.0	65.0	0.0
54933	240	0.3	1.0	0.1	independent	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.02	0.0275	0.008472556339523308	0.0011509033774965117	216.0	62.0	18.0
54933	240	0.3	1.0	0.25	independent	400	400	1.0	18	0.045	0.028651458653886006	0.07000472919032381	0.0175	0.0275	0.012833329258025153	0.0018918692761893765	216.0	57.0	45.0
54933	240	0.3	1.0	0.1	score_dependent	400	400	1.0	14	0.035	0.02096129419797776	0.057885139532918004	0.0225	0.0125	-0.02797384623042256	-0.00378206375673957	217.0	61.0	18.0
54933	240	0.3	1.0	0.25	score_dependent	400	400	1.0	17	0.0425	0.026701694991131116	0.06700205432475019	0.02	0.0225	0.11095827695657495	0.017572104340612335	216.5	55.0	45.5
54933	240	0.3	1.0	0.1	progression_risk_dependent	400	400	1.0	21	0.0525	0.034591528357920405	0.07892197507127496	0.025	0.0275	0.0045264634986910595	0.0006880480539962052	216.0	60.0	16.0
54933	240	0.3	1.0	0.25	progression_risk_dependent	400	400	1.0	19	0.0475	0.030617076962711882	0.07299154940982647	0.025	0.0225	0.03176465877360316	0.004942659367535827	216.0	53.0	43.0
54933	240	0.3	1.0	0.1	joint_score_progression_risk	400	400	1.0	26	0.065	0.04474048189620036	0.09353521417463759	0.0075	0.0575	-0.4119165009831245	-0.05798313176371056	216.0	59.0	17.5
54933	240	0.3	1.0	0.25	joint_score_progression_risk	400	400	1.0	52	0.13	0.10053125228664084	0.1665078455207386	0.005	0.125	-0.6450810789510693	-0.10178360321786427	216.0	50.0	46.0
54933	240	0.3	1.7	0.0	none	400	400	1.0	303	0.7575	0.7131775779269679	0.7969235904908692	0.7575	0.0	2.632274740769309	0.3560369684079019	216.0	65.0	0.0
54933	240	0.3	1.7	0.1	independent	400	400	1.0	274	0.685	0.637901366761192	0.7285790843351184	0.685	0.0	2.562490168457437	0.36067885677647443	216.0	62.0	17.0
54933	240	0.3	1.7	0.25	independent	400	400	1.0	283	0.7075	0.6611144240081159	0.7499379738431511	0.7075	0.0	2.4826297519014577	0.3602984926248468	216.0	57.0	45.0
54933	240	0.3	1.7	0.1	score_dependent	400	400	1.0	278	0.695	0.6482028147696431	0.7380873904399811	0.695	0.0	2.4825877518707724	0.3576298202580433	216.0	60.0	16.0
54933	240	0.3	1.7	0.25	score_dependent	400	400	1.0	219	0.5475	0.49850112055362783	0.5955952114846139	0.5475	0.0	2.0756568061576317	0.32541694150624423	217.0	53.0	43.0
54933	240	0.3	1.7	0.1	progression_risk_dependent	400	400	1.0	297	0.7425	0.697484812382584	0.7829017248652822	0.7425	0.0	2.5836795806521735	0.3666720879614028	216.0	61.0	16.0
54933	240	0.3	1.7	0.25	progression_risk_dependent	400	400	1.0	286	0.715	0.6688804833361408	0.7570292301001116	0.715	0.0	2.469941538924169	0.3735534873930968	216.0	53.0	42.0
