dataset	contrast	contrast_type	case_group	control_group	gene	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	modules	submodules	is_target_gene	fdr
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	IFIT3	-2.1739961697640027	-15.939721806559813	8.86234566243227e-07	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.00015772209821882124
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	IFITM3	-1.4242384531687127	-3.1808151606387187	0.0020726909609853953	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.014500091195416814
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	IL10	-0.6088385820500851	-0.6035914455156574	0.3954964955091426	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	repair_cytokine_matrix	True	0.5896881201026605
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	IRF1	-2.5258830436954085	-10.37859024351234	2.7255589657565548e-05	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.0010566035418273871
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	IRF7	-1.5036789124808996	-2.229527260514232	0.012575394340531407	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.05072993629343327
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	ISG15	-1.9782575527520256	-4.072266055038053	0.004319310381625806	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.02363503832586002
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	JUN	2.3945186787930544	7.418619081412738	2.0361334639557523e-05	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	stress_cytotoxicity	stress_core	False	0.0009470345334631948
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	LAMP1	0.18614304571918056	0.2833207353932306	0.661202626083049	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.7875531279063903
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	LAMP2	0.6379037441643403	0.7607101997173443	0.2775451433088357	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.47814137940850876
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	LIPA	-0.8343953558100614	-1.3519952401557043	0.07226831535616078	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	0.19388489783254786
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	LPL	0.3696569389010838	0.3949368958274576	0.5455955803554616	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.6990706895126394
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	LYVE1	-0.8168337047052183	-0.6148754619013456	0.3910022189557703	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	repair_cytokine_matrix	False	0.5858637010064656
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	MARCO	1.6239367691787852	1.785064167958515	0.04652178128427562	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	scavenger_receptors	False	0.14101117617793232
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	MERTK	-0.6685097422900774	-1.0580566779758818	0.14585671487781784	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	tam_receptor_ligand	True	0.31903751090688914
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	MRC1	0.8564237722770759	1.7786253560291438	0.035692408309898	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	scavenger_receptors	False	0.11293513927063145
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	MX1	-2.2309708313944623	-10.618685635960775	7.824204954493205e-05	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.002162088635758289
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	NR1H2	2.1278377949399103	2.960827044459839	0.0035618177514376635	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	lxr_efflux	True	0.020224293944807008
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	NR1H3	2.0793888159696223	3.242820752354194	0.005827117385438325	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	lxr_efflux	True	0.029636075536983875
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	OAS1A	-1.9544482222709298	-4.7701779020729225	0.0006562839408564215	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.007111887411372203
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	PLIN2	2.501422494581364	7.082592263615764	0.00020565932376008769	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	foam_dam_lipid	False	0.003706338682545928
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	PPARD	2.379078720855512	8.108009672332797	0.0002207422594920621	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis		True	0.0038306167453430614
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	PPARG	-1.4800250722870538	-1.7874345206364748	0.028254399705583823	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis		True	0.0940678608671847
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	PROS1	0.535392135933628	0.48180446027472584	0.46313084361526385	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.6388277360350312
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	RXRA	1.8504313817925062	3.770401608964915	0.0008945079397209391	4.0	4.0	welch_t	mouse efferocytosis time course		1.0			True	0.00877570511276519
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	SPP1	2.0070237674303573	3.2615455043656274	0.0031898330940485376	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	foam_dam_lipid	False	0.01902425636666358
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	STAT1	-2.050259553966085	-5.336836498323775	0.00012976782869632733	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	generic_ifn	ifn_core	False	0.002868734133046809
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	TGFB1	1.3376351119441185	1.4474121252637013	0.056963524462714646	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis;fibrosis_profibrotic	repair_cytokine_matrix;fibrosis_core	False	0.16426899660734814
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	TREM2	2.629518788337897	6.00522153432568	0.0004347847719175058	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	trem2_lipid_sensing	True	0.005676166549915155
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	TYRO3	2.1416637424027765	5.574516412444522	0.0019282549821558353	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.014022134914098136
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	TYROBP	0.7879886185012385	0.9121396071532027	0.19225695175066285	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.38544380411438817
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	XBP1	1.9547766281419507	3.023464598682841	0.002919941229607991	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	stress_cytotoxicity	stress_core	False	0.0182002351830453
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ABCA1	-0.05320401224038318	-0.28182791875538316	0.6632751552217592	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	lxr_efflux	False	0.7888882405722215
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ABCG1	0.3835245727739708	0.5090327159597421	0.4425728032190127	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	lxr_efflux	False	0.6222411595924887
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ACTA2	-0.09833536520035269	-0.40534056478528785	0.5362591976690855	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	fibrosis_profibrotic	fibrosis_core	False	0.6935610072444093
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ANXA1	-0.16220424422039992	-0.8391606106406654	0.22662817684530182	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	0.4274738534806717
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	APOE	0.11110281467996774	2.3237795242408277	0.02906515917717596	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis;lipid_lysosomal_apc	trem2_lipid_sensing;foam_dam_lipid	False	0.09599608349752539
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ATF4	0.39298848581856705	2.376670159303923	0.00836646552868692	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.037694564800442705
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	AXL	-0.45562157191732366	-0.8791844729795205	0.20963321658532771	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	tam_receptor_ligand	True	0.40509542319169384
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	BAX	-0.25462753627770085	-0.3970646173178566	0.559792823853854	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.7093054228978679
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	C1QA	0.0622419807941792	0.5125252362613927	0.44913304468810783	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	complement_efferocytosis	False	0.6278773929956853
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	C1QB	-0.06463312928573628	-1.014993643217731	0.1570531334576453	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	complement_efferocytosis	False	0.337735532130708
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	C1QC	0.07386959938386006	0.9125649705913972	0.18830451802834128	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	complement_efferocytosis	False	0.3812074369853356
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CASP3	-0.35766150034631283	-0.4892345914446413	0.4729169302357061	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.6464107752108827
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CD163	-0.5961480333467193	-0.4379921109973677	0.5033418983731471	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	scavenger_receptors	False	0.6730168286311919
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CD36	0.07251618470703647	0.42408385719894226	0.5185022793921538	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	scavenger_receptors	False	0.6834616751647564
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CD74	-0.2615371075738159	-1.1032259570614331	0.12337112797048481	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	True	0.28418335008080253
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CIITA	0.6428397590576641	1.0235276973204313	0.1733717739898852	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	True	0.3588644210677025
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	COL1A1	-0.0683302234489438	-0.6593274815618847	0.3254413976054172	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	fibrosis_profibrotic	fibrosis_core	False	0.5295209393815326
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	COL1A2	-0.11639646708171969	-0.683269478800546	0.3091215190822743	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	fibrosis_profibrotic	fibrosis_core	False	0.5140992947203787
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	COL3A1	-0.0855142301902807	-0.14592797499575888	0.8206803806099269	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	fibrosis_profibrotic	fibrosis_core	False	0.8984313617709316
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CTSB	-0.00766497057287574	-0.0686135188224685	0.9156771022901837	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.9584549467153565
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CTSD	0.02820381299925412	0.18266356514136997	0.7815231271252845	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.8690579106463592
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CTSL	-0.09160184297384188	-0.7790512183495221	0.2777142028771978	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.47814137940850876
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CTSS	-0.27370206197035274	-1.0199199938619326	0.18853535209214975	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	cathepsin_lysosome	True	0.38120928508388324
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	CXCL10	0.16905029335174848	0.2302187184353692	0.7221117961806754	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.825697488322455
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	DDIT3	-0.426367771523585	-1.0191136022099072	0.15137261558305493	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.3280729367800066
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	DNAJB1	2.3655910404463203	2.6965145190180473	0.006038772757976769	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.030387819186637285
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	F13A1	-0.1341482912786165	-1.1358750672289981	0.13343297321589634	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	repair_cytokine_matrix	False	0.30017892753318337
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	FN1	-0.327325884860004	-0.9612736287803068	0.17435416571692397	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	fibrosis_profibrotic	fibrosis_core	False	0.3604478887265086
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	FOS	0.05396715140439068	0.1079251334273904	0.8666362113764464	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.9312267261582295
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	FPR2	0.7042873116991709	0.4793113058149871	0.47428159707317696	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	fpr2_anxa1_axis	True	0.6477420823289353
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	GAS6	0.20365096413449124	1.0530477188462861	0.16515868159932048	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	tam_receptor_ligand	False	0.3483881604219763
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	GPNMB	0.03773346894743179	0.30700395416841236	0.6361849851903115	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	foam_dam_lipid	True	0.7693615648763943
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	H2-AA	-0.18296677320365462	-0.8673470660986397	0.22428193482701095	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.42401305352700586
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	H2-AB1	-0.19700834536195022	-0.7777385585042664	0.263675942965504	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.4710934412034543
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	H2-DMA	-0.036265889904204984	-0.21431215990219282	0.739349533731352	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.8378957805376498
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	H2-DMB1	-0.23539165268349005	-0.9415938539801616	0.18136588101636344	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.3721591964419933
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	H2-EB1	-0.17069089653930813	-0.5406434277617606	0.41753325489200416	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.6067127737520351
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	HSP90AA1	0.7956502331624004	0.8019334184276067	0.2586362505363089	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.4661075036839132
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	HSPA1A	0.16363515338939827	1.2404899508276077	0.09527508595777849	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.2356403783213077
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	HSPA1B	0.17819045893655883	1.607925603683016	0.04492976844153407	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.13718886938501562
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFI30	0.24190155216892067	0.46382273557851983	0.4862454364269214	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	mhcII_ciita	False	0.6586559914998659
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFI44	0.049972449673231445	0.10847884278783486	0.8662408088774325	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.9312267261582295
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFIT1	0.4507660797712434	0.4059864641996092	0.5446890593747197	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.6984489253234998
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFIT2	0.08075136526810311	0.6493544752662834	0.33207515276442995	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.5359221651231877
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFIT3	0.1739421681642892	1.66766971145017	0.03568001610188711	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.11293513927063145
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IFITM3	-0.3206476800255075	-0.4870903798879735	0.4589665346478393	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.6351974244124521
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IL10	-0.8967234384066045	-1.1197938735251285	0.11998778249392879	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution_efferocytosis	repair_cytokine_matrix	True	0.2778488035962764
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IRF1	0.33989962771931004	1.4001537148523286	0.08893443661332541	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.22443733875969557
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	IRF7	-0.05950166829747183	-0.34525664413964025	0.5948120339187668	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.7392791246156787
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ISG15	0.06897455452747248	0.12550005036832906	0.8465049010454072	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	generic_ifn	ifn_core	False	0.9197281297072641
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	JUN	0.4592251080872609	0.46615229646964174	0.4774344510234827	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	stress_cytotoxicity	stress_core	False	0.6512620294767113
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	LAMP1	-0.029086941823491586	-0.28481564357321904	0.6595423327624967	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_lysosomal_apc	cathepsin_lysosome	False	0.787272273376688
