n_requested	event_rate_target	odds_ratio_per_latent_sd	missing_rate	molecular_repeats	measurement_reliability_per_repeat	alpha	n_simulated_cohorts_baseline	n_valid_fits_baseline	valid_fit_rate_baseline	median_usable_n_across_seeds_baseline	median_events_across_seeds_baseline	conclusive_probability_baseline	conclusive_probability_ci_low_baseline	conclusive_probability_ci_high_baseline	minimum_seed_probability_baseline	maximum_seed_probability_baseline	n_simulated_cohorts_noisy	n_valid_fits_noisy	valid_fit_rate_noisy	median_usable_n_across_seeds_noisy	median_events_across_seeds_noisy	conclusive_probability_noisy	conclusive_probability_ci_low_noisy	conclusive_probability_ci_high_noisy	minimum_seed_probability_noisy	maximum_seed_probability_noisy	label_noise	absolute_power_change
80	0.3	1.5	0.2	2	0.7	0.05	1500	1500	1.0	64.0	19.0	0.242	0.2210024300150527	0.2643156562365608	0.2	0.292	1500	1500	1.0	64.0	21.0	0.1966666666666666	0.1773374798513146	0.2175455414522621	0.176	0.218	0.05	-0.04533333333333339
80	0.3	2.0	0.0	1	0.7	0.05	1500	1500	1.0	80.0	24.0	0.598	0.5729678661246332	0.6225314654542112	0.572	0.622	1500	1500	1.0	80.0	25.0	0.4593333333333333	0.4342500340315853	0.4846243930003227	0.414	0.528	0.05	-0.13866666666666666
80	0.3	2.0	0.0	2	0.7	0.05	1500	1500	1.0	80.0	24.0	0.644	0.6194293871468788	0.667834936805709	0.628	0.652	1500	1500	1.0	80.0	26.0	0.5466666666666666	0.5213867979878957	0.5717081218115541	0.54	0.552	0.05	-0.09733333333333338
80	0.3	2.0	0.2	1	0.7	0.05	1500	1500	1.0	64.0	19.0	0.4653333333333333	0.440211855917952	0.4906319179453139	0.454	0.484	1500	1500	1.0	64.0	20.0	0.384	0.3597133307792406	0.4088792971478415	0.378	0.392	0.05	-0.08133333333333331
80	0.3	2.0	0.2	2	0.7	0.05	1500	1500	1.0	64.0	19.0	0.5453333333333333	0.5200506603813491	0.5703844045666879	0.53	0.568	1500	1500	1.0	64.0	20.0	0.4446666666666666	0.4196921491307487	0.4699238745356179	0.434	0.458	0.05	-0.10066666666666674
120	0.15	1.0	0.0	1	0.7	0.05	1500	1500	1.0	120.0	18.0	0.0533333333333333	0.0430606275315808	0.0658879972451146	0.052	0.056	1500	1500	1.0	120.0	22.0	0.0386666666666666	0.030029770987519	0.049660450423635	0.032	0.048	0.05	-0.014666666666666703
120	0.15	1.0	0.0	2	0.7	0.05	1500	1500	1.0	120.0	18.0	0.05	0.040074440990789	0.0622245466573742	0.046	0.056	1500	1500	1.0	120.0	22.0	0.044	0.0347337907182165	0.0555958500985889	0.036	0.056	0.05	-0.006000000000000005
120	0.15	1.0	0.2	1	0.7	0.05	1500	1499	0.9993333333333332	96.0	14.0	0.0533333333333333	0.0430606275315808	0.0658879972451146	0.046	0.058	1500	1500	1.0	96.0	18.0	0.0366666666666666	0.028277917491892	0.0474225216421428	0.026	0.05	0.05	-0.016666666666666705
120	0.15	1.0	0.2	2	0.7	0.05	1500	1499	0.9993333333333332	96.0	14.0	0.0473333333333333	0.0376950244185929	0.0592842535267447	0.042	0.054	1500	1500	1.0	97.0	18.0	0.048	0.0382890436317582	0.0600201617392858	0.046	0.05	0.05	0.0006666666666667043
120	0.15	1.25	0.0	1	0.7	0.05	1500	1500	1.0	120.0	18.0	0.092	0.0783973068600983	0.1076871086075697	0.082	0.1	1500	1500	1.0	120.0	22.0	0.0726666666666666	0.0605929643067156	0.0869235558154661	0.06	0.086	0.05	-0.019333333333333397
120	0.15	1.25	0.0	2	0.7	0.05	1500	1500	1.0	120.0	18.0	0.1066666666666666	0.0920375240049966	0.1233052948282128	0.1	0.118	1500	1500	1.0	120.0	22.0	0.09	0.0765454288549283	0.1055492043356205	0.08	0.106	0.05	-0.016666666666666607
120	0.15	1.25	0.2	1	0.7	0.05	1500	1497	0.998	96.0	14.0	0.0833333333333333	0.0703882912877385	0.098407067645746	0.078	0.092	1500	1500	1.0	96.0	18.0	0.0666666666666666	0.0551178516702416	0.0804293216205823	0.056	0.08	0.05	-0.016666666666666705
120	0.15	1.25	0.2	2	0.7	0.05	1500	1500	1.0	96.0	14.0	0.0853333333333333	0.0722327939521413	0.1005523472584624	0.056	0.104	1500	1500	1.0	96.0	17.0	0.0826666666666666	0.0697739793628594	0.0976914521449187	0.072	0.104	0.05	-0.002666666666666706
120	0.15	1.5	0.0	1	0.7	0.05	1500	1500	1.0	120.0	18.0	0.2326666666666666	0.2119833107851327	0.254715791506591	0.202	0.256	1500	1500	1.0	120.0	22.0	0.1786666666666666	0.1601090641575973	0.198865916651906	0.162	0.196	0.05	-0.05399999999999999
120	0.15	1.5	0.0	2	0.7	0.05	1500	1500	1.0	120.0	18.0	0.2766666666666666	0.2546202640439153	0.2998540483444324	0.254	0.296	1500	1500	1.0	120.0	22.0	0.1906666666666666	0.1715871126928113	0.2113265617794076	0.176	0.208	0.05	-0.08600000000000002
120	0.15	1.5	0.2	1	0.7	0.05	1500	1498	0.9986666666666668	96.0	14.0	0.1953333333333333	0.1760589885739298	0.216164177878234	0.172	0.24	1500	1500	1.0	96.0	18.0	0.1466666666666666	0.1296662765538127	0.1654721878217822	0.132	0.162	0.05	-0.04866666666666669
120	0.15	1.5	0.2	2	0.7	0.05	1500	1500	1.0	96.0	14.0	0.2166666666666666	0.1965561358682222	0.2382247082065473	0.21	0.224	1500	1500	1.0	96.0	18.0	0.1726666666666666	0.1543819656689533	0.1926236683091921	0.16	0.186	0.05	-0.043999999999999984
120	0.15	2.0	0.0	1	0.7	0.05	1500	1500	1.0	120.0	18.0	0.562	0.5367654706678133	0.5869177799228842	0.522	0.604	1500	1500	1.0	120.0	22.0	0.3933333333333333	0.3689153588781592	0.4182962530088127	0.384	0.404	0.05	-0.16866666666666674
120	0.15	2.0	0.0	2	0.7	0.05	1500	1500	1.0	120.0	18.0	0.6306666666666667	0.6059381074175747	0.6547276680208847	0.628	0.634	1500	1500	1.0	120.0	22.0	0.456	0.4309394941495105	0.4812852957538654	0.434	0.496	0.05	-0.1746666666666667
120	0.15	2.0	0.2	1	0.7	0.05	1500	1500	1.0	96.0	14.0	0.446	0.4210146833531664	0.4712611951646132	0.402	0.488	1500	1500	1.0	96.0	18.0	0.3653333333333333	0.341338038131897	0.3900166218754052	0.348	0.382	0.05	-0.08066666666666672
120	0.15	2.0	0.2	2	0.7	0.05	1500	1498	0.9986666666666668	96.0	14.0	0.5126666666666667	0.4873717120486829	0.5378969090397392	0.48	0.54	1500	1500	1.0	96.0	18.0	0.388	0.3636558962384205	0.4129162962429002	0.362	0.402	0.05	-0.1246666666666667
120	0.3	1.0	0.0	1	0.7	0.05	1500	1500	1.0	120.0	36.0	0.042	0.0329645968914412	0.053375261648245	0.036	0.052	1500	1500	1.0	120.0	38.0	0.0453333333333333	0.0359164632850011	0.0570730323832172	0.04	0.052	0.05	0.0033333333333332993
120	0.3	1.0	0.0	2	0.7	0.05	1500	1500	1.0	120.0	36.0	0.0446666666666666	0.0353248150778835	0.0563347531646283	0.03	0.062	1500	1500	1.0	120.0	39.0	0.0486666666666666	0.0388836266159145	0.0607555061808359	0.042	0.054	0.05	0.0040000000000000036
120	0.3	1.0	0.2	1	0.7	0.05	1500	1500	1.0	96.0	29.0	0.0433333333333333	0.0341434035677698	0.0548563098233292	0.034	0.052	1500	1500	1.0	96.0	31.0	0.0446666666666666	0.0353248150778835	0.0563347531646283	0.034	0.058	0.05	0.0013333333333332975
120	0.3	1.0	0.2	2	0.7	0.05	1500	1500	1.0	96.0	29.0	0.0346666666666666	0.0265334907872422	0.0451771660696733	0.026	0.046	1500	1500	1.0	96.0	31.0	0.05	0.040074440990789	0.0622245466573742	0.042	0.06	0.05	0.0153333333333334
120	0.3	1.25	0.0	1	0.7	0.05	1500	1500	1.0	120.0	36.0	0.1446666666666666	0.1277725268470317	0.1633761552514438	0.138	0.156	1500	1500	1.0	120.0	39.0	0.1213333333333333	0.1057698077639616	0.1388314144347891	0.116	0.126	0.05	-0.023333333333333317
120	0.3	1.25	0.0	2	0.7	0.05	1500	1500	1.0	120.0	36.0	0.1586666666666666	0.1410519578690817	0.1780252001692288	0.15	0.172	1500	1500	1.0	120.0	39.0	0.132	0.115806434515104	0.1500736264949494	0.122	0.138	0.05	-0.02666666666666659
120	0.3	1.25	0.2	1	0.7	0.05	1500	1500	1.0	97.0	29.0	0.118	0.1026415615245847	0.1353100235456339	0.11	0.124	1500	1500	1.0	96.0	30.0	0.0966666666666666	0.0827263138437256	0.1126675936038874	0.086	0.112	0.05	-0.0213333333333334
120	0.3	1.25	0.2	2	0.7	0.05	1500	1500	1.0	96.0	29.0	0.136	0.1195798739017336	0.1542797516625585	0.126	0.146	1500	1500	1.0	96.0	30.5	0.112	0.0970212794578912	0.1289609587809696	0.106	0.116	0.05	-0.024000000000000007
120	0.3	1.5	0.0	1	0.7	0.05	1500	1500	1.0	120.0	36.0	0.3613333333333333	0.3374055498949792	0.3859695455580845	0.348	0.382	1500	1500	1.0	120.0	38.5	0.298	0.2753936478109385	0.3216383422000147	0.29	0.304	0.05	-0.0633333333333333
120	0.3	1.5	0.0	2	0.7	0.05	1500	1500	1.0	120.0	36.0	0.3873333333333333	0.3629986807304942	0.41224358432512	0.374	0.398	1500	1500	1.0	120.0	38.0	0.3393333333333333	0.3158097398754747	0.3636777505292769	0.29	0.376	0.05	-0.04799999999999999
120	0.3	1.5	0.2	1	0.7	0.05	1500	1500	1.0	96.0	28.0	0.3	0.2773442839786283	0.3236774883094441	0.28	0.328	1500	1500	1.0	96.0	31.0	0.2513333333333333	0.2300355085492321	0.2739015616622715	0.224	0.274	0.05	-0.04866666666666669
120	0.3	1.5	0.2	2	0.7	0.05	1500	1500	1.0	96.0	29.0	0.3433333333333333	0.3197320535143129	0.3677350014446772	0.33	0.356	1500	1500	1.0	96.0	31.0	0.286	0.2637009966182929	0.3093922997299446	0.27	0.304	0.05	-0.05733333333333335
120	0.3	2.0	0.0	1	0.7	0.05	1500	1500	1.0	120.0	36.0	0.752	0.7295204074152511	0.7731921595017773	0.734	0.776	1500	1500	1.0	120.0	38.0	0.6586666666666666	0.6342933876625991	0.6822293396555299	0.654	0.668	0.05	-0.09333333333333338
120	0.3	2.0	0.0	2	0.7	0.05	1500	1500	1.0	120.0	36.0	0.8166666666666667	0.796284583789492	0.8354309434210597	0.786	0.834	1500	1500	1.0	120.0	38.5	0.7226666666666667	0.6994642460983479	0.744731514087598	0.706	0.742	0.05	-0.09399999999999997
120	0.3	2.0	0.2	1	0.7	0.05	1500	1500	1.0	96.0	29.0	0.6566666666666666	0.6322649985553227	0.680267946485687	0.636	0.674	1500	1500	1.0	96.0	31.0	0.556	0.5307448542358725	0.5809690495234673	0.548	0.562	0.05	-0.10066666666666657
120	0.3	2.0	0.2	2	0.7	0.05	1500	1500	1.0	96.0	29.0	0.73	0.7069664685134345	0.7518584933552821	0.728	0.732	1500	1500	1.0	96.0	31.0	0.6193333333333333	0.5944862069934579	0.6435708022079921	0.61	0.634	0.05	-0.11066666666666669
160	0.15	1.0	0.0	1	0.7	0.05	1500	1500	1.0	160.0	24.0	0.0486666666666666	0.0388836266159145	0.0607555061808359	0.048	0.05	1500	1500	1.0	160.0	29.0	0.0433333333333333	0.0341434035677698	0.0548563098233292	0.038	0.052	0.05	-0.005333333333333301
160	0.15	1.0	0.0	2	0.7	0.05	1500	1500	1.0	160.0	24.0	0.038	0.0294450293082071	0.0489152646772405	0.032	0.048	1500	1500	1.0	160.0	30.0	0.052	0.0418646316973971	0.0644241382278854	0.038	0.066	0.05	0.013999999999999999
160	0.15	1.0	0.2	1	0.7	0.05	1500	1500	1.0	128.0	19.0	0.048	0.0382890436317582	0.0600201617392858	0.038	0.06	1500	1500	1.0	128.0	24.0	0.0426666666666666	0.0335536674928401	0.0541161184725525	0.04	0.046	0.05	-0.005333333333333398
160	0.15	1.0	0.2	2	0.7	0.05	1500	1500	1.0	128.0	19.0	0.0526666666666666	0.0424623821086239	0.065156315242365	0.038	0.068	1500	1500	1.0	128.0	24.0	0.0446666666666666	0.0353248150778835	0.0563347531646283	0.04	0.048	0.05	-0.008
160	0.15	1.25	0.0	1	0.7	0.05	1500	1500	1.0	160.0	24.0	0.12	0.1045180209455421	0.1374233464017957	0.114	0.128	1500	1500	1.0	160.0	30.0	0.0886666666666666	0.0753120252971511	0.1041227530419848	0.08	0.1	0.05	-0.031333333333333394
160	0.15	1.25	0.0	2	0.7	0.05	1500	1500	1.0	160.0	24.0	0.1513333333333333	0.134089404590538	0.1703585517650018	0.14	0.166	1500	1500	1.0	160.0	30.0	0.11	0.0951510003808759	0.1268414555808656	0.094	0.126	0.05	-0.04133333333333329
160	0.15	1.25	0.2	1	0.7	0.05	1500	1500	1.0	128.0	19.0	0.1086666666666666	0.0939050542130236	0.125427546897305	0.104	0.114	1500	1500	1.0	128.0	23.0	0.0833333333333333	0.0703882912877385	0.098407067645746	0.076	0.098	0.05	-0.025333333333333305
160	0.15	1.25	0.2	2	0.7	0.05	1500	1500	1.0	128.0	19.0	0.1293333333333333	0.1132936720784957	0.147266679228732	0.11	0.15	1500	1500	1.0	128.0	23.0	0.0886666666666666	0.0753120252971511	0.1041227530419848	0.078	0.104	0.05	-0.0406666666666667
160	0.15	1.5	0.0	1	0.7	0.05	1500	1500	1.0	160.0	24.0	0.2933333333333333	0.2708442161768095	0.3168782818541987	0.262	0.312	1500	1500	1.0	160.0	30.0	0.2326666666666666	0.2119833107851327	0.254715791506591	0.22	0.244	0.05	-0.060666666666666674
160	0.15	1.5	0.0	2	0.7	0.05	1500	1500	1.0	160.0	24.0	0.3333333333333333	0.3099298350305162	0.3575883085428776	0.302	0.36	1500	1500	1.0	160.0	29.0	0.2546666666666666	0.2332648901476403	0.2773218171923953	0.248	0.266	0.05	-0.07866666666666672
160	0.15	1.5	0.2	1	0.7	0.05	1500	1500	1.0	128.0	19.0	0.2566666666666666	0.2352033323515725	0.2793731572655824	0.23	0.284	1500	1500	1.0	128.5	23.0	0.1866666666666666	0.1677576670976396	0.2071764428203407	0.174	0.194	0.05	-0.07
160	0.15	1.5	0.2	2	0.7	0.05	1500	1500	1.0	128.0	19.0	0.3013333333333333	0.2786449990923623	0.3250366280471232	0.286	0.318	1500	1500	1.0	128.0	24.0	0.2186666666666666	0.1984820857957716	0.2402885405561171	0.206	0.234	0.05	-0.0826666666666667
160	0.15	2.0	0.0	1	0.7	0.05	1500	1500	1.0	160.0	24.0	0.6826666666666666	0.6586715335546549	0.7057285810889053	0.666	0.698	1500	1500	1.0	160.0	29.0	0.5353333333333333	0.5100354041109946	0.560450749451446	0.51	0.554	0.05	-0.14733333333333332
160	0.15	2.0	0.0	2	0.7	0.05	1500	1500	1.0	160.0	24.0	0.7513333333333333	0.7288358754249166	0.7725467640664055	0.73	0.78	1500	1500	1.0	160.0	30.0	0.582	0.5568611250800889	0.6067199482818012	0.558	0.606	0.05	-0.16933333333333334
160	0.15	2.0	0.2	1	0.7	0.05	1500	1500	1.0	128.0	19.0	0.592	0.5669246580963194	0.6166053266511671	0.568	0.612	1500	1500	1.0	128.0	23.0	0.4346666666666666	0.4097789739940883	0.4598881382866819	0.42	0.448	0.05	-0.15733333333333338
160	0.15	2.0	0.2	2	0.7	0.05	1500	1500	1.0	128.0	19.0	0.6486666666666666	0.6241561301795947	0.6724176857529379	0.644	0.654	1500	1500	1.0	128.0	24.0	0.4693333333333333	0.4441884355466058	0.4946349028708986	0.44	0.498	0.05	-0.1793333333333333
160	0.3	1.0	0.0	1	0.7	0.05	1500	1500	1.0	160.0	48.0	0.0426666666666666	0.0335536674928401	0.0541161184725525	0.036	0.048	1500	1500	1.0	160.0	51.0	0.0486666666666666	0.0388836266159145	0.0607555061808359	0.042	0.052	0.05	0.005999999999999998
160	0.3	1.0	0.0	2	0.7	0.05	1500	1500	1.0	160.0	48.0	0.0486666666666666	0.0388836266159145	0.0607555061808359	0.038	0.06	1500	1500	1.0	160.0	51.0	0.044	0.0347337907182165	0.0555958500985889	0.034	0.056	0.05	-0.004666666666666604
160	0.3	1.0	0.2	1	0.7	0.05	1500	1500	1.0	128.0	38.0	0.0373333333333333	0.0288610715093911	0.0481692950503501	0.034	0.04	1500	1500	1.0	128.0	41.0	0.0473333333333333	0.0376950244185929	0.0592842535267447	0.04	0.052	0.05	0.009999999999999995
160	0.3	1.0	0.2	2	0.7	0.05	1500	1500	1.0	128.0	38.0	0.0493333333333333	0.0394787625552873	0.0614902976671695	0.044	0.056	1500	1500	1.0	128.0	41.0	0.0413333333333333	0.0323762067224107	0.0526337243915691	0.04	0.042	0.05	-0.008
160	0.3	1.25	0.0	1	0.7	0.05	1500	1500	1.0	160.0	48.0	0.186	0.1671197545168386	0.2064844279754353	0.172	0.204	1500	1500	1.0	160.0	52.0	0.1626666666666666	0.1448556037077712	0.1822011188847778	0.148	0.184	0.05	-0.0233333333333334
160	0.3	1.25	0.0	2	0.7	0.05	1500	1500	1.0	160.0	48.0	0.1993333333333333	0.179895527706852	0.2203072032995504	0.188	0.208	1500	1500	1.0	160.0	51.0	0.1773333333333333	0.1588356686049281	0.1974794573531623	0.17	0.188	0.05	-0.02200000000000002
160	0.3	1.25	0.2	1	0.7	0.05	1500	1500	1.0	128.0	38.0	0.15	0.1328250373985235	0.1689630641056034	0.14	0.158	1500	1500	1.0	128.0	41.0	0.1253333333333333	0.1095289749460492	0.14305181180694	0.118	0.134	0.05	-0.024666666666666698
160	0.3	1.25	0.2	2	0.7	0.05	1500	1500	1.0	128.0	38.0	0.1693333333333333	0.1512038436632648	0.1891521531863484	0.16	0.174	1500	1500	1.0	128.0	41.0	0.134	0.1176925193465633	0.1521773239406095	0.118	0.148	0.05	-0.0353333333333333
160	0.3	1.5	0.0	1	0.7	0.05	1500	1500	1.0	160.0	48.0	0.488	0.4627672254194547	0.5132940809178296	0.444	0.512	1500	1500	1.0	160.0	51.0	0.3606666666666667	0.3367503116261797	0.3852948564011776	0.32	0.384	0.05	-0.1273333333333333
160	0.3	1.5	0.0	2	0.7	0.05	1500	1500	1.0	160.0	48.0	0.5553333333333333	0.530076125464382	0.5803078508692512	0.532	0.572	1500	1500	1.0	160.0	51.0	0.444	0.4190309504765328	0.4692551457641275	0.434	0.456	0.05	-0.11133333333333334
160	0.3	1.5	0.2	1	0.7	0.05	1500	1500	1.0	128.0	38.0	0.396	0.37154624468056	0.4209850769092377	0.372	0.432	1500	1500	1.0	128.0	41.0	0.2913333333333333	0.2688953470057923	0.3148373687480967	0.28	0.306	0.05	-0.10466666666666674
160	0.3	1.5	0.2	2	0.7	0.05	1500	1500	1.0	128.0	38.5	0.4393333333333333	0.4144038397079614	0.464572764552754	0.422	0.456	1500	1500	1.0	128.0	41.0	0.3746666666666666	0.3505208446596227	0.3994527993075694	0.366	0.39	0.05	-0.0646666666666667
160	0.3	2.0	0.0	1	0.7	0.05	1500	1500	1.0	160.0	48.0	0.8713333333333333	0.853435424067176	0.8873341520513025	0.858	0.886	1500	1500	1.0	160.0	51.0	0.7673333333333333	0.7452842084934089	0.7880166892148673	0.752	0.782	0.05	-0.10399999999999998
160	0.3	2.0	0.0	2	0.7	0.05	1500	1500	1.0	160.0	48.0	0.9253333333333332	0.910917556221347	0.937576141379352	0.906	0.946	1500	1500	1.0	160.0	51.0	0.8473333333333334	0.8282464456199367	0.8646457431731108	0.83	0.856	0.05	-0.07799999999999985
160	0.3	2.0	0.2	1	0.7	0.05	1500	1500	1.0	128.0	38.0	0.806	0.7852175444425968	0.8252191439566523	0.792	0.82	1500	1500	1.0	128.0	41.0	0.6933333333333334	0.669529122148728	0.7161498313061353	0.68	0.706	0.05	-0.11266666666666669
160	0.3	2.0	0.2	2	0.7	0.05	1500	1500	1.0	128.0	38.0	0.852	0.8331310884654884	0.8690705923075038	0.828	0.882	1500	1500	1.0	128.0	41.0	0.7506666666666667	0.728151412706422	0.7719012993591937	0.744	0.756	0.05	-0.10133333333333328
240	0.15	1.0	0.0	1	0.7	0.05	1500	1500	1.0	240.0	35.0	0.044	0.0347337907182165	0.0555958500985889	0.036	0.048	1500	1500	1.0	240.0	44.0	0.052	0.0418646316973971	0.0644241382278854	0.022	0.078	0.05	0.008
240	0.15	1.0	0.0	2	0.7	0.05	1500	1500	1.0	240.0	36.0	0.0533333333333333	0.0430606275315808	0.0658879972451146	0.046	0.06	1500	1500	1.0	240.0	44.0	0.0553333333333333	0.0448582488547266	0.068080158199088	0.048	0.062	0.05	0.001999999999999995
240	0.15	1.0	0.2	1	0.7	0.05	1500	1500	1.0	192.0	28.5	0.0466666666666666	0.0371015801662185	0.0585477703534126	0.042	0.054	1500	1500	1.0	192.0	35.0	0.0513333333333333	0.0412673852003048	0.0636914572992713	0.044	0.066	0.05	0.004666666666666701
240	0.15	1.0	0.2	2	0.7	0.05	1500	1500	1.0	192.0	29.0	0.04	0.0312015305103439	0.051148545752223	0.028	0.046	1500	1500	1.0	192.0	36.0	0.0533333333333333	0.0430606275315808	0.0658879972451146	0.038	0.068	0.05	0.013333333333333301
240	0.15	1.25	0.0	1	0.7	0.05	1500	1500	1.0	240.0	36.0	0.1666666666666666	0.1486632487873617	0.1863730383594259	0.154	0.18	1500	1500	1.0	240.0	44.0	0.136	0.1195798739017336	0.1542797516625585	0.122	0.146	0.05	-0.030666666666666592
240	0.15	1.25	0.0	2	0.7	0.05	1500	1500	1.0	240.0	36.0	0.1893333333333333	0.1703102581054856	0.2099435615153204	0.174	0.202	1500	1500	1.0	240.0	44.0	0.1446666666666666	0.1277725268470317	0.1633761552514438	0.134	0.164	0.05	-0.04466666666666669
240	0.15	1.25	0.2	1	0.7	0.05	1500	1500	1.0	193.0	29.0	0.1393333333333333	0.1227282230808682	0.157781039611956	0.136	0.142	1500	1500	1.0	192.0	36.0	0.0913333333333333	0.0777797809348639	0.1069747071070977	0.078	0.11	0.05	-0.048000000000000015
240	0.15	1.25	0.2	2	0.7	0.05	1500	1500	1.0	192.0	29.0	0.1546666666666666	0.1372524333286589	0.1738451601554131	0.144	0.164	1500	1500	1.0	192.0	35.0	0.1233333333333333	0.1076486858762484	0.1409423185996216	0.12	0.126	0.05	-0.031333333333333296
240	0.15	1.5	0.0	1	0.7	0.05	1500	1500	1.0	240.0	36.0	0.4453333333333333	0.4203533934297175	0.4705925576623556	0.432	0.462	1500	1500	1.0	240.0	44.0	0.3446666666666667	0.3210399105948269	0.3690869992155761	0.328	0.356	0.05	-0.10066666666666663
240	0.15	1.5	0.0	2	0.7	0.05	1500	1500	1.0	240.0	36.0	0.5086666666666667	0.4833776269132562	0.5339114296209274	0.484	0.54	1500	1500	1.0	240.0	44.0	0.3513333333333333	0.3275823142470621	0.3758438698204052	0.34	0.358	0.05	-0.15733333333333344
240	0.15	1.5	0.2	1	0.7	0.05	1500	1500	1.0	193.0	28.0	0.3573333333333333	0.3334748800807101	0.381920650818115	0.336	0.374	1500	1500	1.0	192.0	36.0	0.2526666666666666	0.2313270568223319	0.2752698682405845	0.246	0.26	0.05	-0.10466666666666669
240	0.15	1.5	0.2	2	0.7	0.05	1500	1500	1.0	192.0	28.0	0.4386666666666666	0.4137430069730272	0.4639036698619816	0.432	0.444	1500	1500	1.0	192.0	36.0	0.3266666666666666	0.3034016875766728	0.3508171817396567	0.3	0.358	0.05	-0.11199999999999999
240	0.15	2.0	0.0	1	0.7	0.05	1500	1500	1.0	240.0	36.0	0.8746666666666667	0.85694818819306	0.8904710250539508	0.854	0.892	1500	1500	1.0	240.0	44.0	0.7106666666666667	0.6872040813173961	0.7330529852058341	0.702	0.718	0.05	-0.16400000000000003
240	0.15	2.0	0.0	2	0.7	0.05	1500	1500	1.0	240.0	36.0	0.9026666666666666	0.8866217869805335	0.9166543781461468	0.888	0.918	1500	1500	1.0	240.0	44.0	0.7926666666666666	0.7714161447938866	0.8124219950912338	0.744	0.826	0.05	-0.10999999999999999
240	0.15	2.0	0.2	1	0.7	0.05	1500	1500	1.0	192.0	28.0	0.7586666666666667	0.7363695789485286	0.7796422622255642	0.752	0.77	1500	1500	1.0	192.0	36.0	0.602	0.5769988080153498	0.6264800881177331	0.594	0.606	0.05	-0.15666666666666673
240	0.15	2.0	0.2	2	0.7	0.05	1500	1500	1.0	192.0	29.0	0.834	0.8143220087858432	0.8519716314930756	0.832	0.836	1500	1500	1.0	193.0	36.0	0.6626666666666666	0.6383515859953754	0.686150705876992	0.624	0.694	0.05	-0.17133333333333334
240	0.3	1.0	0.0	1	0.7	0.05	1500	1500	1.0	240.0	72.0	0.05	0.040074440990789	0.0622245466573742	0.046	0.054	1500	1500	1.0	240.0	76.0	0.0513333333333333	0.0412673852003048	0.0636914572992713	0.042	0.056	0.05	0.0013333333333332975
240	0.3	1.0	0.0	2	0.7	0.05	1500	1500	1.0	240.0	72.0	0.06	0.0490685293610026	0.073179369672757	0.056	0.064	1500	1500	1.0	240.0	77.0	0.048	0.0382890436317582	0.0600201617392858	0.036	0.058	0.05	-0.011999999999999997
240	0.3	1.0	0.2	1	0.7	0.05	1500	1500	1.0	193.0	58.0	0.0553333333333333	0.0448582488547266	0.068080158199088	0.038	0.066	1500	1500	1.0	192.0	61.0	0.0386666666666666	0.030029770987519	0.049660450423635	0.032	0.042	0.05	-0.016666666666666698
240	0.3	1.0	0.2	2	0.7	0.05	1500	1500	1.0	192.0	57.0	0.0473333333333333	0.0376950244185929	0.0592842535267447	0.038	0.058	1500	1500	1.0	192.0	61.0	0.046	0.0365087224569012	0.0578107006370235	0.036	0.058	0.05	-0.0013333333333332975
240	0.3	1.25	0.0	1	0.7	0.05	1500	1500	1.0	240.0	72.0	0.2406666666666666	0.2197131169315157	0.262945114468685	0.22	0.256	1500	1500	1.0	240.0	77.0	0.1966666666666666	0.1773374798513146	0.2175455414522621	0.174	0.218	0.05	-0.04400000000000001
240	0.3	1.25	0.0	2	0.7	0.05	1500	1500	1.0	240.0	72.0	0.2833333333333333	0.2611052730272019	0.3066683136182101	0.27	0.306	1500	1500	1.0	240.0	77.0	0.2353333333333333	0.2145587450307104	0.257460066963839	0.216	0.252	0.05	-0.048000000000000015
240	0.3	1.25	0.2	1	0.7	0.05	1500	1500	1.0	192.0	57.0	0.212	0.1920650641155565	0.2334062879792679	0.192	0.224	1500	1500	1.0	192.0	62.0	0.162	0.1442213818062577	0.1815054133605849	0.16	0.166	0.05	-0.04999999999999999
240	0.3	1.25	0.2	2	0.7	0.05	1500	1500	1.0	192.0	57.5	0.254	0.2326188778198833	0.2766379020944459	0.248	0.262	1500	1500	1.0	192.0	61.5	0.1953333333333333	0.1760589885739298	0.216164177878234	0.186	0.202	0.05	-0.0586666666666667
240	0.3	1.5	0.0	1	0.7	0.05	1500	1500	1.0	240.0	72.0	0.6513333333333333	0.626858257008754	0.6750352686266043	0.626	0.67	1500	1500	1.0	240.0	77.0	0.5313333333333333	0.5060321485558374	0.5564744404523645	0.514	0.554	0.05	-0.12
240	0.3	1.5	0.0	2	0.7	0.05	1500	1500	1.0	240.0	72.0	0.7233333333333334	0.7001459516555677	0.7453797359560848	0.716	0.732	1500	1500	1.0	240.0	77.0	0.6046666666666667	0.5796870571467932	0.6291115486891156	0.588	0.628	0.05	-0.1186666666666667
240	0.3	1.5	0.2	1	0.7	0.05	1500	1500	1.0	192.0	58.0	0.5553333333333333	0.530076125464382	0.5803078508692512	0.528	0.572	1500	1500	1.0	192.0	61.0	0.4406666666666666	0.4157256426045911	0.4659108165075371	0.436	0.448	0.05	-0.11466666666666675
240	0.3	1.5	0.2	2	0.7	0.05	1500	1500	1.0	192.0	58.0	0.608	0.5830484470419595	0.6323997959224814	0.57	0.638	1500	1500	1.0	192.0	61.0	0.532	0.5066992450580894	0.5571372713758191	0.484	0.596	0.05	-0.07599999999999996
