gene	call	passed_gates	gate_count	failed_gates	substring_closed_in_original_logic	wave55_score	genetic_diseases	ms_genetic_association	ms_wm_delta_log2	ms_wm_p	strict_residual_disease_count	max_clinical_score	max_literature_score	foundation_recommendation	wave34_call	primary_blocker	corrected_wave122_call
ITPR3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;Crohn;Psoriasis;RA;T1D	0.0	-0.4706643486151032	0.4260857806918434	0	0.0	0.1866429143055995		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
LPP	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;Celiac;Crohn;Psoriasis;SLE;UC	0.0	-0.0388863008370332	0.8380392419956787	0	0.0	0.2869092784950162		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MLN	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;Celiac;Crohn;Psoriasis;RA;T1D;UC	0.0	0.0	1.0	0	0.0	0.3619343315781975		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NFKB1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;AS;Crohn;PBC;Psoriasis;RA;UC	0.0	-0.1807165347874555	0.6530965209801629	0	0.0	0.8922302358596594		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NKX2-3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC	0.0	0.0	1.0	0	0.0	0.4469676601446834		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RASGRP1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;AS;Crohn;Psoriasis;RA;SLE;T1D;UC	0.0	0.5212959991010622	0.6478618581959924	0	0.0	0.6307298912187168		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SOCS1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	Crohn;PBC;Psoriasis;SLE;UC	0.0	-0.2314987582193453	0.6621199257200553	0	0.0	0.7672553164286849		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
UBASH3A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;T1D;UC	0.0	0.2675423987063128	0.7745582533677123	0	0.0	0.8099013034382011		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ZNF831	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	20.0	AS;Crohn;Psoriasis;RA;SLE;UC	0.0	0.7878398607817784	0.3895835781957573	0	0.0	0.0121586159522324		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FCGR2A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;RA;SLE;UC	0.0	-0.1533819091799007	0.582735290071486	0	0.0	0.8158800925401983		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
GPR35	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	-1.0077079518797731	0.2121011030942834	0	0.0	0.3367871471348934		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MST1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.116850467850778	0.758469251968987	0	0.0	0.7940502537047843		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NDFIP1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.189177318214277	0.1211299867768394	0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RNF186	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.3363647856151812		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SLC9A8	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.075046054434436	0.7531780159666399	0	0.0	0.1180988975297661		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TLR4	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.3021497538455104	0.2499409602958784	0	0.0	0.9288348004434586		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ZC3H12C	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	19.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.0756538866200404	0.8844634588935839	0	0.0	0.3193915394056139		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
B3GNT2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AITD;AS;Crohn;Psoriasis;RA	0.0	0.4106196557256041	0.1252096892166642	0	0.0	0.1158410923390769		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CCL21	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.5654458699306552		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FOS	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.1403858882257296	0.7006579212252295	0	0.0	0.7358257671048686		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FOSL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.2766053332147606	0.6283138521872739	0	0.0	0.065183691077246		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IFNLR1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.3761689763770839	0.2589872372949059	0	0.0	0.398183162961985		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL19	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	Crohn;RA;SLE;T1D;UC	0.0	1.3161475499477095	0.2372328288931978	0	0.0	0.3286524732503445		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL21	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	Celiac;Crohn;PBC;Psoriasis;T1D	0.0	0.0	1.0	0	0.1215861595223242	0.8535786800403764		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IRGM	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.1158961659024804	0.8822549537436063	0	0.0	0.2401448563772131		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NR5A2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.8656866793369205	0.4648857105318244	0	0.0	0.4917881278401351		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NXPE1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.0455948098208715		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SLC26A3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	18.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.3038908288105664		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ACTA2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	17.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.3282410629184511	0.6882844886928197	0	0.0	0.1356023418005921		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MACIR	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	17.0	AITD;Crohn;RA;SLE	0.0	0.0	1.0	0	0.0	0.1546682804181329		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SYNGR1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	17.0	Crohn;PBC;RA;SLE;UC	0.0	-0.2105182378681167	0.4622553906015838	0	0.0	0.2801767289559358		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TNFSF11	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	17.0	AITD;Crohn;PBC;RA	0.0	0.0	1.0	0	0.1658722294316707	0.968118875780114		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
TNIP1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	17.0	Crohn;Psoriasis;RA;SLE	0.0	0.0547964976750581	0.8118298025680057	0	0.0	0.7640765258745531		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ADGRL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC	0.0	-0.9310424023684528	0.3626107499842872	0	0.0	0.3174749720860688		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ADO	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AS;Crohn;Psoriasis;SLE;UC	0.0	0.1351210784177468	0.4927837278135565	0	0.0	0.0483811593099248		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
AFF3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	Celiac;RA;SLE;T1D	0.0	-0.298027453007645	0.8121387731755373	0	0.0	0.3850704532936834		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CSMD1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AS;RA;SLE;Sjogren;T1D;UC	0.0	0.5810173880998433	0.5942346667470605	0	0.0	0.0607930797611621		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FAS	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0276833812788535	0.9108039966237144	0	0.0	0.6018745252049219		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MAP3K8	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AS;Crohn;Psoriasis;RA;UC	0.0	-0.3154157705852274	0.353912834221494	0	0.1215861595223242	0.2721823355777515		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MUC19	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	0.0	0.0	1.0	0	0.0	0.1579008232828894		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
NKD1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	0.0	-0.1688407958774949	0.8167305448554346	0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
RNASET2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AITD;Crohn;Psoriasis;RA	0.0	0.0	1.0	0	0.0	0.439765214726035		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SLC39A11	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	16.0	AS;Crohn;Psoriasis;RA;SLE;UC	0.0	0.2709961081017749	0.7607484708678619	0	0.0	0.0151982699402905		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CCL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	15.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0490525604706171	0.90646856397048	0	0.0	0.9535768217143752		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL21R	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	15.0	AITD;Crohn;PBC;RA	0.0	-2.154554307793238	0.1409791522949798	0	0.0	0.7701806378826805		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
LACC1	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	15.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.2502140527788903	0.4026374698736788	0	0.0	0.1687007963372248		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
PDGFB	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	15.0	AS;Crohn;Psoriasis;RA;UC	0.0	0.0219019557017166	0.9387864248395232	0	0.0	0.6324185878787493		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ITGA4	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	14.5	AITD;Celiac;Crohn;RA	0.0	0.0037716265182998	0.9953916035396312	0	0.9825612933965736	0.2636486381578897		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
ANKS1A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;Celiac;RA;T1D	0.0	-0.3405400500479008	0.1303724441089457	0	0.0	0.030396539880581		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
APOBR	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;Crohn;Psoriasis;T1D	0.0	0.013093476668148	0.9594143857855674	0	0.0	0.0364758478566972		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
BCL2L11	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	Crohn;RA;SLE;UC	0.0	0.0372506658231923	0.8915427026153456	0	0.0	0.6993441855947324		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
CD28	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	Celiac;Crohn;PBC;Psoriasis	0.0	-0.0123942760820208	0.9916146027560944	0	0.1730914076533087	0.8306427879133227		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
DNMT3A	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	Crohn;PBC;SLE;UC	0.0	-0.2636796521173643	0.2549702541259633	0	0.0	0.4585948789678959		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
FUT2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;AS;Crohn;Psoriasis;SLE;T1D;UC	0.0	0.1409120181722947	0.8796651389642105	0	0.0	0.73185985595695		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
IL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;not_prior_art_crowded;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;Celiac;Crohn;Psoriasis;RA;T1D;UC	0.0	0.0	1.0	0	0.0	0.9684515527236592		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
LBH	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	genetic_breadth_ge4;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	MS;RA;SLE	0.5366128489536052	0.0445974240469961	0.9061230577405512	0	0.0	0.2549150343679721		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MAPK14	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;Celiac;RA;T1D;UC	0.0	0.024228322440198	0.831669682060653	0	0.1950412683490776	0.5543383480581624		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
MYL2	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AITD;Crohn;RA;T1D	0.0	0.0	1.0	0	0.0	0.0		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
OLIG3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	Celiac;Crohn;PBC;Psoriasis;RA;UC	0.0	0.0	1.0	0	0.0	0.2392297656692494		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
SCUBE3	NO_REOPEN_GENETICS_FIRST_ROUTE	4	11	ms_genetic_anchor;local_cellstate_ge3_no_negative;strict_ms_local_nominal;residual_support_ge2;druggability_or_modality;coloc_or_mr_grade;wave34_not_no_go	False	14.0	AS;Celiac;RA;SLE;T1D	0.0	-2.020482374915332	0.0535756210710609	0	0.0	0.627181939535989		NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY		NO_GO_FRESH_SCAN
