	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
AC245014.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245028.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245028.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245028.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245033.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245033.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245034.1	10.0	10.0	14.0	7.0	9.0	11.0	8.0	7.0	17.0	17.0	2.0
AC245036.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245036.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC245036.3	1.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	3.0	0.0
AC245036.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC245047.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
AC245047.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245047.8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245049.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245052.2	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
AC245052.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245052.5	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
AC245052.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245054.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245054.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC245056.4	3.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	6.0	1.0	0.0
AC245056.5	3.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	6.0	1.0	0.0
AC245060.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245060.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC245060.4	60.0	30.0	80.0	35.0	19.0	70.0	19.0	10.0	20.0	61.0	9.0
AC245078.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
AC245078.3	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245088.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
AC245096.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC245100.2	0.0	0.0	5.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0
AC245100.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245100.4	1.0	9.0	10.0	5.0	1.0	4.0	0.0	1.0	9.0	6.0	2.0
AC245100.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245100.9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245102.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
AC245102.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245166.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245291.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC245291.2	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
AC245291.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245297.1	401.0	242.0	495.0	412.0	236.0	547.0	250.0	341.0	259.0	779.0	174.0
AC245369.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245389.1	0.0	2.0	1.0	0.0	1.0	3.0	0.0	0.0	4.0	1.0	0.0
AC245407.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC245452.2	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245452.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245452.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245505.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC245505.2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC245505.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
AC245517.1	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245517.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC245517.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC245517.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
AC245594.1	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
AC245594.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245595.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC245690.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245690.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245748.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245884.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245884.2	0.0	4.0	2.0	1.0	1.0	6.0	1.0	1.0	2.0	5.0	1.0
AC245884.3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245884.4	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC245884.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC245884.6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245884.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246785.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC246785.2	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC246785.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246787.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC246787.3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
AC246789.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246795.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC246795.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC246795.3	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC246795.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246795.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246795.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC246795.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC247036.3	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC247036.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC253536.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC253536.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC253536.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC253572.1	6.0	9.0	5.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0
AC253576.1	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	2.0	0.0
AC254560.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC254562.1	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
AC254788.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
AC254813.1	3.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
AC254813.2	11.0	4.0	13.0	5.0	1.0	2.0	4.0	2.0	1.0	3.0	0.0
AC254813.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC254952.1	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC254960.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AC254962.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC254979.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC254995.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC255093.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC255093.4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC255093.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC255406.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
AC256203.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AC256236.1	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
AC256236.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0
AC256236.3	17.0	59.0	51.0	56.0	13.0	97.0	26.0	4.0	14.0	32.0	19.0
AC256309.2	85.0	140.0	73.0	102.0	53.0	200.0	62.0	98.0	191.0	120.0	48.0
AC256309.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
AC270107.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.7	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270107.9	2.0	2.0	2.0	5.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0
AC270227.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AC270227.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
AC270249.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270249.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270253.1	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
AC270253.2	6.0	0.0	0.0	7.0	2.0	0.0	1.0	2.0	1.0	5.0	0.0
AC270258.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC270261.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
AC270264.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
AC270267.2	1.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	3.0	3.0	1.0
AC270271.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
AC270272.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270272.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270273.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC270273.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270273.3	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC270275.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC270275.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270275.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270276.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
AC270277.1	0.0	3.0	6.0	6.0	4.0	3.0	1.0	2.0	7.0	5.0	0.0
AC270277.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270277.4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AC270285.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270285.3	54.0	0.0	154.0	366.0	0.0	184.0	114.0	0.0	104.0	106.0	40.0
AC270285.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AC270285.5	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
AC270285.6	0.0	0.0	0.0	296.0	0.0	0.0	51.0	0.0	5.0	0.0	6.0
AC270286.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
AC270289.1	1.0	2.0	0.0	6.0	0.0	3.0	2.0	2.0	8.0	1.0	0.0
AC270289.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270291.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC270291.5	12.0	12.0	8.0	17.0	4.0	0.0	2.0	7.0	43.0	29.0	5.0
AC270292.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270292.2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC270293.1	3.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	6.0	3.0	0.0
AC270293.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AC270296.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270296.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AC270301.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270301.5	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
AC270306.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC270306.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC270472.1	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275362.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC275362.2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275401.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
AC275401.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
AC275401.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275401.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC275401.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275401.6	5.0	15.0	3.0	6.0	3.0	3.0	0.0	9.0	15.0	4.0	0.0
AC275435.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AC275440.1	4.0	6.0	1.0	0.0	6.0	3.0	1.0	5.0	14.0	9.0	2.0
AC275440.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC275455.1	10.0	10.0	0.0	4.0	3.0	6.0	0.0	13.0	13.0	9.0	0.0
AC275455.2	37.0	37.0	30.0	27.0	9.0	39.0	11.0	30.0	58.0	31.0	9.0
AC275455.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
AC275565.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
AC275565.2	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
AC275565.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275565.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC275639.1	0.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0
ACAA1	288.0	282.0	496.0	125.0	128.0	317.0	34.0	93.0	104.0	214.0	10.0
ACAA2	607.0	424.0	741.0	531.0	216.0	381.0	124.0	125.0	122.0	287.0	56.0
ACACA	53.0	43.0	77.0	80.0	28.0	43.0	9.0	16.0	48.0	37.0	11.0
ACACB	23.0	34.0	22.0	23.0	23.0	57.0	11.0	31.0	73.0	44.0	9.0
ACAD10	73.0	76.0	102.0	96.0	26.0	52.0	18.0	35.0	26.0	60.0	4.0
ACAD11	19.0	16.0	15.0	17.0	7.0	17.0	3.0	6.0	17.0	29.0	5.0
ACAD8	74.0	72.0	104.0	59.0	29.0	60.0	12.0	16.0	36.0	48.0	4.0
ACAD9	143.0	121.0	193.0	164.0	74.0	103.0	35.0	67.0	43.0	76.0	16.0
ACADL	59.0	40.0	40.0	25.0	38.0	48.0	13.0	22.0	76.0	60.0	3.0
ACADM	108.0	59.0	167.0	122.0	38.0	127.0	21.0	32.0	30.0	96.0	12.0
ACADS	48.0	47.0	58.0	18.0	10.0	24.0	4.0	8.0	12.0	19.0	0.0
ACADSB	63.0	49.0	56.0	52.0	38.0	55.0	17.0	21.0	92.0	52.0	5.0
ACADVL	565.0	600.0	802.0	256.0	304.0	686.0	56.0	248.0	275.0	567.0	40.0
ACAN	6.0	3.0	11.0	7.0	5.0	14.0	2.0	2.0	19.0	3.0	0.0
ACAP1	80.0	62.0	59.0	85.0	26.0	67.0	21.0	17.0	25.0	58.0	5.0
ACAP2	212.0	151.0	233.0	187.0	108.0	176.0	48.0	80.0	89.0	143.0	17.0
ACAP3	1.0	5.0	9.0	10.0	2.0	5.0	0.0	4.0	3.0	7.0	0.0
ACAT1	136.0	212.0	251.0	240.0	45.0	142.0	57.0	34.0	101.0	111.0	16.0
ACAT2	239.0	127.0	286.0	196.0	105.0	255.0	60.0	116.0	74.0	174.0	38.0
ACBD3	28.0	17.0	28.0	29.0	20.0	49.0	15.0	19.0	9.0	32.0	6.0
ACBD4	5.0	11.0	17.0	5.0	3.0	17.0	7.0	0.0	9.0	4.0	2.0
ACBD5	230.0	123.0	250.0	232.0	80.0	147.0	39.0	89.0	65.0	149.0	17.0
ACBD6	106.0	100.0	114.0	133.0	17.0	31.0	9.0	17.0	20.0	36.0	4.0
ACBD7	42.0	47.0	42.0	47.0	28.0	66.0	16.0	17.0	153.0	84.0	10.0
ACCS	7.0	42.0	68.0	19.0	2.0	19.0	3.0	3.0	6.0	28.0	0.0
ACCSL	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ACD	69.0	45.0	44.0	36.0	30.0	50.0	12.0	36.0	34.0	80.0	7.0
ACE	18.0	21.0	17.0	31.0	8.0	11.0	6.0	10.0	11.0	20.0	2.0
ACE2	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	3.0	0.0
ACE3P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACER1	9.0	8.0	4.0	1.0	0.0	2.0	3.0	7.0	11.0	9.0	0.0
ACER2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ACER3	139.0	97.0	151.0	126.0	41.0	168.0	40.0	47.0	58.0	108.0	28.0
ACHE	1.0	1.0	2.0	1.0	3.0	4.0	3.0	3.0	6.0	7.0	3.0
ACIN1	232.0	180.0	237.0	187.0	120.0	220.0	64.0	85.0	79.0	204.0	34.0
ACKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ACKR2	14.0	15.0	10.0	4.0	5.0	10.0	4.0	9.0	21.0	13.0	1.0
ACKR3	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR4	0.0	1.0	1.0	1.0	1.0	5.0	0.0	1.0	2.0	0.0	0.0
ACLY	496.0	376.0	543.0	495.0	173.0	363.0	112.0	159.0	94.0	336.0	56.0
ACMSD	0.0	2.0	5.0	0.0	3.0	1.0	0.0	2.0	7.0	2.0	0.0
ACNATP	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ACO1	192.0	84.0	183.0	132.0	110.0	284.0	93.0	121.0	92.0	221.0	46.0
ACO2	803.0	755.0	872.0	960.0	420.0	916.0	295.0	307.0	311.0	732.0	163.0
ACOD1	500.0	749.0	531.0	284.0	2533.0	7355.0	2585.0	2817.0	3413.0	8832.0	1906.0
ACOT1	7.0	5.0	7.0	59.0	3.0	1.0	9.0	6.0	0.0	10.0	4.0
ACOT11	132.0	110.0	109.0	90.0	46.0	115.0	39.0	49.0	139.0	122.0	21.0
ACOT12	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
ACOT13	425.0	247.0	436.0	305.0	104.0	282.0	58.0	89.0	80.0	189.0	28.0
ACOT2	33.0	24.0	44.0	99.0	18.0	24.0	9.0	11.0	8.0	36.0	13.0
ACOT4	0.0	5.0	14.0	5.0	11.0	10.0	17.0	9.0	5.0	10.0	9.0
ACOT6	0.0	1.0	3.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
ACOT7	20.0	16.0	10.0	12.0	5.0	10.0	5.0	3.0	3.0	5.0	2.0
ACOT8	103.0	69.0	111.0	89.0	22.0	69.0	16.0	37.0	18.0	43.0	6.0
ACOT9	813.0	685.0	874.0	699.0	433.0	832.0	237.0	453.0	456.0	843.0	162.0
ACOX1	206.0	172.0	217.0	173.0	107.0	210.0	50.0	93.0	91.0	159.0	24.0
ACOX2	6.0	0.0	5.0	3.0	1.0	0.0	0.0	0.0	6.0	4.0	0.0
ACOX3	84.0	72.0	118.0	138.0	88.0	137.0	54.0	143.0	111.0	269.0	76.0
ACOXL	7.0	12.0	3.0	11.0	11.0	13.0	4.0	5.0	15.0	8.0	3.0
ACP1	301.0	249.0	362.0	268.0	112.0	266.0	69.0	102.0	95.0	219.0	27.0
ACP2	560.0	569.0	976.0	708.0	353.0	951.0	301.0	235.0	296.0	761.0	99.0
ACP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ACP5	3588.0	2464.0	3735.0	3623.0	780.0	1990.0	586.0	609.0	567.0	1626.0	256.0
ACP6	9.0	11.0	5.0	10.0	10.0	8.0	5.0	4.0	10.0	13.0	4.0
ACP7	3.0	4.0	5.0	2.0	7.0	6.0	0.0	5.0	10.0	13.0	2.0
ACPP	80.0	44.0	83.0	52.0	36.0	35.0	11.0	33.0	16.0	66.0	17.0
ACR	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0
ACRBP	8.0	13.0	24.0	20.0	6.0	19.0	2.0	3.0	3.0	14.0	0.0
ACRV1	1.0	9.0	3.0	0.0	1.0	0.0	1.0	1.0	3.0	2.0	0.0
ACSBG1	12.0	10.0	2.0	10.0	13.0	26.0	6.0	11.0	15.0	32.0	0.0
ACSBG2	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0
ACSF2	36.0	48.0	34.0	50.0	5.0	6.0	3.0	2.0	17.0	13.0	6.0
ACSF3	210.0	175.0	210.0	175.0	68.0	146.0	39.0	64.0	100.0	144.0	23.0
ACSL1	5506.0	4244.0	5807.0	1495.0	10056.0	21419.0	4718.0	7385.0	7729.0	15758.0	2129.0
ACSL3	182.0	214.0	255.0	81.0	135.0	328.0	22.0	132.0	133.0	401.0	21.0
ACSL4	280.0	126.0	299.0	227.0	281.0	306.0	95.0	345.0	153.0	392.0	56.0
ACSL5	712.0	530.0	695.0	426.0	827.0	1826.0	316.0	831.0	916.0	2157.0	259.0
ACSL6	11.0	15.0	15.0	4.0	16.0	15.0	4.0	8.0	43.0	18.0	0.0
ACSM1	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
ACSM2A	18.0	41.0	21.0	30.0	18.0	26.0	9.0	14.0	69.0	26.0	0.0
ACSM2B	11.0	22.0	7.0	4.0	18.0	14.0	11.0	9.0	34.0	11.0	4.0
ACSM3	6.0	7.0	12.0	9.0	6.0	11.0	5.0	4.0	24.0	7.0	1.0
ACSM4	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0
ACSM5	1.0	21.0	19.0	10.0	2.0	6.0	0.0	5.0	2.0	7.0	6.0
ACSM5P1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
ACSM6	3.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	7.0	5.0	0.0
ACSS1	30.0	23.0	46.0	31.0	7.0	20.0	4.0	13.0	20.0	25.0	0.0
ACSS2	211.0	193.0	273.0	141.0	22.0	86.0	20.0	19.0	24.0	58.0	10.0
ACSS3	13.0	9.0	10.0	11.0	8.0	10.0	0.0	5.0	26.0	9.0	0.0
ACTA1	1.0	2.0	1.0	1.0	2.0	1.0	0.0	1.0	3.0	2.0	1.0
ACTA2	57.0	108.0	97.0	41.0	27.0	77.0	14.0	26.0	94.0	83.0	7.0
