gene	target_chembl_id	molecule_chembl_id	standard_type	standard_relation	standard_value_nM	pchembl_value	assay_chembl_id	document_chembl_id	bao_endpoint	source
CTSS	CHEMBL2954	CHEMBL271004	Ki	<	0.25		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL272374	Ki	=	380.0	6.42	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL411498	Ki	=	2000.0	5.70	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL272375	Ki	=	26000.0	4.58	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL209215	Ki	=	350.0	6.46	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL379622	Ki	=	320.0	6.50	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL405602	Ki	=	470.0	6.33	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL208566	Ki	=	3300.0	5.48	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL210198	Ki	=	20000.0	4.70	CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL262621	Ki	<	100.0		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL256191	IC50	=	6.6	8.18	CHEMBL949948	CHEMBL1143211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL255982	Ki	<	10.0		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL403019	Ki	<	100.0		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL401781	Ki	<	100.0		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL260818	Ki	<	100.0		CHEMBL949948	CHEMBL1143211	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL259939	IC50	=	760.0	6.12	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL429147	IC50	=	800.0	6.10	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL408562	IC50	=	68.0	7.17	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261673	IC50	=	460.0	6.34	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261511	IC50	=	840.0	6.08	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261513	IC50	=	920.0	6.04	CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261455	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL263409	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261700	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL408974	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL410520	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261516	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL258640	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL541991	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL261125	IC50	>	1000.0		CHEMBL933741	CHEMBL1144798	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL450997	IC50	>	50000.0		CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478737	IC50	>	50000.0		CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL516292	IC50	=	5900.0	5.23	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL222649	IC50	=	1.0	9.00	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL374508	IC50	=	7.0	8.15	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL518284	IC50	=	9.0	8.05	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL477531	IC50	=	470.0	6.33	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL400387	IC50	=	10.0	8.00	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL1162477	IC50	=	1600.0	5.80	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515494	IC50	=	33400.0	4.48	CHEMBL1004870	CHEMBL1156470	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL446283	IC50	=	22.0	7.66	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL457001	IC50	=	32.0	7.50	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL496657	IC50	=	22.0	7.66	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL526384	IC50	<	1.0		CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL508319	IC50	=	6.0	8.22	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL514545	IC50	=	2.0	8.70	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL508091	IC50	=	21.0	7.68	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL456135	IC50	=	2.0	8.70	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL456134	IC50	=	7.0	8.15	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL458482	IC50	=	1.0	9.00	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL498508	IC50	<	1.0		CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL498511	IC50	<	1.0		CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL526107	IC50	=	2.0	8.70	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL386506	IC50	=	130.0		CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL455913	IC50	=	4.0	8.40	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL455912	IC50	<	1.0		CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL509262	IC50	=	23.0	7.64	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL443161	IC50	=	3.0	8.52	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL456757	IC50	=	24.0	7.62	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515663	IC50	=	15.0	7.82	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL456756	IC50	=	93.0	7.03	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL456755	IC50	=	22.0	7.66	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL463180	IC50	=	14.0	7.85	CHEMBL997028	CHEMBL1156562	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481170	IC50	=	9.0	8.05	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL461619	IC50	=	10.0	8.00	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL461438	IC50	=	50.0	7.30	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL462489	IC50	=	17.0	7.77	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL462278	IC50	=	5.0	8.30	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL462277	IC50	=	11.0	7.96	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493919	IC50	=	9.0	8.05	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL494517	IC50	=	18.0	7.75	CHEMBL967033	CHEMBL1140079	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL461619	Ki	=	4.0	8.40	CHEMBL967033	CHEMBL1140079	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL452826	IC50	>	1000.0		CHEMBL980012	CHEMBL1140037	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL527883	IC50	>	1000.0		CHEMBL980012	CHEMBL1140037	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL528104	IC50	>	1000.0		CHEMBL980012	CHEMBL1140037	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL488859	IC50	>	1000.0		CHEMBL980012	CHEMBL1140037	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL250589	IC50	=	460.0	6.34	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL479603	IC50	=	13.0	7.89	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519459	IC50	=	15.0	7.82	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481170	IC50	=	9.0	8.05	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481169	IC50	=	12.0	7.92	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL520427	IC50	=	8.0	8.10	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481128	IC50	=	2.0	8.70	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482269	IC50	=	7.0	8.15	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482268	IC50	=	6.0	8.22	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL520445	IC50	=	16.0	7.80	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493246	IC50	=	6.0	8.22	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL524016	IC50	=	11.0	7.96	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493245	IC50	=	10.0	8.00	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493244	IC50	=	52.0	7.28	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL523037	IC50	=	24.0	7.62	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL492649	IC50	=	140.0	6.85	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL523673	IC50	=	440.0	6.36	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493473	IC50	=	110.0	6.96	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL523015	IC50	>	1000.0		CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL493472	IC50	=	190.0	6.72	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL521700	IC50	=	19.0	7.72	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL495098	IC50	=	64.0	7.19	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL522326	IC50	=	99.0	7.00	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL492847	IC50	=	33.0	7.48	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL523501	IC50	=	7.0	8.15	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL494886	IC50	=	150.0	6.82	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL524045	IC50	=	21.0	7.68	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL492633	IC50	=	110.0	6.96	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL492632	IC50	=	320.0	6.50	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL523336	IC50	=	2.0	8.70	CHEMBL1009448	CHEMBL1155066	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478011	IC50	=	4.0	8.40	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515025	IC50	=	3.0	8.52	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL477625	IC50	>	1000.0		CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478462	IC50	=	12.0	7.92	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL513921	IC50	=	31.0	7.51	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478012	IC50	=	26.0	7.58	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478013	IC50	=	3.0	8.52	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL514042	IC50	=	3.0	8.52	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL476130	IC50	=	5.0	8.30	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478224	IC50	=	5.0	8.30	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL478436	IC50	=	10.0	8.00	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL477600	IC50	=	6.0	8.22	CHEMBL988834	CHEMBL1144211	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481986	Ki	=	8.6	8.07	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474458	Ki	=	0.7	9.15	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474257	Ki	=	5.7	8.24	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481433	Ki	=	13.0	7.89	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519136	Ki	=	4.5	8.35	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482218	Ki	=	2.3	8.64	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515251	Ki	=	5.9	8.23	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL473448	Ki	=	0.9	9.05	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL480836	Ki	=	2.3	8.64	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL480638	Ki	=	2.1	8.68	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481424	Ki	=	2.7	8.57	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL514299	Ki	=	0.8	9.10	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515769	Ki	=	0.6	9.22	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL514195	Ki	=	1.1	8.96	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL475669	Ki	=	1.0	9.00	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL475269	Ki	=	3.3	8.48	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL475268	Ki	=	1.3	8.89	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL475063	Ki	=	3.9	8.41	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL515588	Ki	=	3.8	8.42	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474865	Ki	=	3.4	8.47	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474664	Ki	=	2.0	8.70	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519763	Ki	=	63.0	7.20	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL517082	Ki	=	56.0	7.25	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474059	Ki	=	12.0	7.92	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL473654	Ki	=	4.0	8.40	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481227	Ki	=	57.0	7.24	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481034	Ki	=	16.0	7.80	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519135	Ki	=	5.6	8.25	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL516749	Ki	=	30.0	7.52	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL479461	Ki	=	4.9	8.31	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL479460	Ki	=	330.0	6.48	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL480634	Ki	=	26.0	7.58	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL475062	Ki	=	31.0	7.51	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482388	Ki	=	0.8	9.10	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL521115	Ki	=	5.3	8.28	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482191	Ki	=	180.0	6.75	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL479831	Ki	=	2.4	8.62	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482348	Ki	=	2.9	8.54	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519633	Ki	=	8.3	8.08	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL519115	Ki	=	3.4	8.47	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL480381	Ki	=	1.9	8.72	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482168	Ki	=	190.0	6.72	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482167	Ki	=	140.0	6.85	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL482166	Ki	=	110.0	6.96	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL481503	Ki	=	12.0	7.92	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL471972	Ki	=	2.6	8.59	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL512367	Ki	=	31.0	7.51	CHEMBL1030543	CHEMBL1143346	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL514348	Ki	=	5.5	8.26	CHEMBL959580	CHEMBL1140981	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL486232	Ki	<	0.1		CHEMBL959580	CHEMBL1140981	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL212521	Ki	>	10.0		CHEMBL959580	CHEMBL1140981	BAO_0000192	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL450061	IC50	=	560.0	6.25	CHEMBL1021995	CHEMBL1138582	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL474484	IC50	=	890.0	6.05	CHEMBL1021995	CHEMBL1138582	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL471757	IC50	=	910.0	6.04	CHEMBL1021995	CHEMBL1138582	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL550246	IC50	=	125.89	6.90	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL557920	IC50	=	2511.89	5.60	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL561725	IC50	=	1995.26	5.70	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL550247	IC50	=	2511.89	5.60	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL560785	IC50	=	630.96	6.20	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL561927	IC50	=	398.11	6.40	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL572332	IC50	=	1584.89	5.80	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL551805	IC50	=	199.53	6.70	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL560786	IC50	=	1258.93	5.90	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL562325	IC50	=	1995.26	5.70	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL559238	IC50	=	316.23	6.50	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL551121	IC50	=	3162.28	5.50	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL556217	IC50	>	10000.0		CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL552001	IC50	=	3162.28	5.50	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL549365	IC50	=	1000.0	6.00	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
CTSS	CHEMBL2954	CHEMBL556421	IC50	=	1258.93	5.90	CHEMBL1058863	CHEMBL1152364	BAO_0000190	ChEMBL activity API
