gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason	uniprot_status	uniprot_accession	protein_name	sequence_length	uniprot_locations	uniprot_keywords	uniprot_accessible	uniprot_enzymatic_or_catalytic	uniprot_transmembrane_feature_count	uniprot_active_or_binding_features	function_excerpt	family	n_delta_fdr10_positive_diseases	n_delta_trend_or_better_diseases	n_delta_negative_trend_diseases	n_state_resid_non_ifn_r_ge_0_35_diseases	n_confounder_dominant_diseases	rank_score	go_no_go	demotion_or_support_reason	chembl_status	chembl_target_chembl_id	chembl_target_pref_name	chembl_target_type	chembl_target_organism	chembl_target_accessions	chembl_search_hit_count	chembl_url	chembl_activity_count	chembl_activity_values_nM_count	chembl_unique_molecules_returned	chembl_best_standard_value_nM_returned	chembl_median_standard_value_nM_returned	europepmc_query	europepmc_hit_count	europepmc_examples_json	europepmc_url	clinicaltrials_query	clinicaltrials_hit_count	clinicaltrials_examples_json	clinicaltrials_url	prior_flags	google_patents_url	wave39_call	wave39_reason	wave39_score
CKLF	17	6	0	0	0	4	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0048903547795575	0.148747543450874	1.109078401499663	1.1515524520817624			ibd_uc_epithelial:1.11,p=0.0049;t1d_ductal_cell:0.769,p=0.0073;sjogren_gland_epithelial:0.48,p=0.013;psoriasis_keratinocyte:0.618,p=0.035;ibd_uc_stromal:0.606,p=0.037;sjogren_gland_stromal:0.484,p=0.041	False	0.0498404644382599	0.0991698622932122	0.8196714074505087	0.9761732664217524															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q13887	Krueppel-like factor 5	457.0	Nucleus	3D-structure;Activator;Alternative splicing;DNA-binding;Isopeptide bond;Metal-binding;Nucleus;Proteomics identification;Reference proteome;Repeat;Transcription;Transcription regulation;Ubl conjugation;Zinc;Zinc-finger	False	False	0.0		Transcription factor that binds to GC box promoter elements. Activates the transcription of these genes																																https://patents.google.com/?q=CKLF+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
DDIT4	17	6	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0053306569255697	0.2846420589556082	2.3704638013789694	1.515532084511027			psoriasis_skin_apc:0.773,p=0.0053;psoriasis_keratinocyte:1.36,p=0.015;ibd_uc_epithelial:0.77,p=0.03;t1d_stellate_cell:2.37,p=0.038;ibd_crohn_stromal:0.993,p=0.046;ibd_crohn_epithelial:0.746,p=0.048	False	-0.2457619189268136	-0.3367230361666434	0.4286369433632368	0.9195199515584406															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q9NX09	DNA damage-inducible transcript 4 protein	232.0	Cytoplasm, cytosol;Mitochondrion	3D-structure;Antiviral defense;Apoptosis;Cytoplasm;Direct protein sequencing;Mitochondrion;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation	False	False	0.0		Regulates cell growth, proliferation and survival via inhibition of the activity of the mammalian target of rapamycin complex 1 (mTORC1). Inhibition of mTORC1 is mediated by a pathway that involves DDIT4/REDD1, AKT1, the TSC1-TSC2 complex and the GTPase RHEB. Plays an important role in responses to cellular energy levels and cellular stress, including responses to hypoxia and DNA damage. Regulates p53/TP53-mediated apoptosis in response to DNA damage via its effect on mTORC1 activity. Its role in the response to hypoxia depends on the cell type; it mediates mTORC1 inhibition in fibroblasts and thymocytes, but not in hepatocytes (By similarity). Required for mTORC1-mediated defense against vi																																https://patents.google.com/?q=DDIT4+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
IFT43	17	6	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0079155165604453	0.1755432362898747	2.003438789492535	1.611243244384437			ibd_uc_epithelial:0.674,p=0.0079;sjogren_gland_apc:2,p=0.0098;ibd_crohn_stromal:0.56,p=0.022;psoriasis_keratinocyte:0.5,p=0.022;ibd_uc_stromal:0.445,p=0.031;psoriasis_skin_stromal:0.563,p=0.031	False	0.1897444533074441	0.3083516120251293	0.4658323993028715	0.9239963547089984															False	False	0.0	18.0	False	positive_disease_count>=4	found	Q96FT9	Intraflagellar transport protein 43 homolog	208.0	Cell projection, cilium;Cytoplasm, cytoskeleton	3D-structure;Acetylation;Alternative splicing;Cell projection;Ciliopathy;Cilium biogenesis/degradation;Craniosynostosis;Cytoplasm;Cytoskeleton;Disease variant;Ectodermal dysplasia;Phosphoprotein;Proteomics identification;Reference proteome;Retinitis pigmentosa	False	False	0.0		As a component of IFT complex A (IFT-A), a complex required for retrograde ciliary transport and entry into cilia of G protein-coupled receptors (GPCRs), it is involved in ciliogenesis (PubMed:28400947, PubMed:28973684). Involved in retrograde ciliary transport along microtubules from the ciliary tip to the base (PubMed:21378380)																																https://patents.google.com/?q=IFT43+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
MYD88	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0010789436522213	0.1028580618758574	1.7742578791082204	2.2531876821642953			ibd_uc_myeloid:1.77,p=0.0011;ibd_crohn_myeloid:1.56,p=0.0024;psoriasis_skin_apc:1.22,p=0.017;ibd_crohn_stromal:0.69,p=0.024;t1d_endothelial_cell:1.38,p=0.038	False	-0.389201776886912	-0.96328451570459	0.0319927545594391	0.8506970233122761															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q99836	Myeloid differentiation primary response protein MyD88	296.0	Cytoplasm;Nucleus	3D-structure;Alternative splicing;Antiviral defense;Cytoplasm;Disease variant;Immunity;Inflammatory response;Innate immunity;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation	False	False	0.0		Adapter protein involved in the Toll-like receptor and IL-1 receptor signaling pathway in the innate immune response (PubMed:15361868, PubMed:18292575, PubMed:33718825, PubMed:37971847). Acts via IRAK1, IRAK2, IRF7 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response (PubMed:15361868, PubMed:19506249, PubMed:24316379, PubMed:40638072). Increases IL-8 transcription (PubMed:9013863). Involved in IL-18-mediated signaling pathway. Activates IRF1 resulting in its rapid migration into the nucleus to mediate an efficient induction of IFN-beta, NOS2/INOS, and IL12A genes. Upon TLR8 activation by GU-rich single-stranded RNA (GU-rich RNA) derived from viruses s																																https://patents.google.com/?q=MYD88+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
DNAJB11	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0046241909602701	0.1373959661300443	0.8636979200366355	1.301574985638501			ibd_crohn_epithelial:0.864,p=0.0046;t1d_acinar_cell:0.516,p=0.0054;psoriasis_skin_stromal:0.654,p=0.03;ibd_uc_myeloid:0.649,p=0.037;ibd_uc_epithelial:0.806,p=0.048	False	-0.527981077152857	-0.7324418539917725	0.1109266021735256	0.8989378106274888															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q9UBS4	DnaJ homolog subfamily B member 11	358.0	Endoplasmic reticulum lumen	Chaperone;Disease variant;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Phosphoprotein;Proteomics identification;Reference proteome;Signal	False	False	0.0		As a co-chaperone for HSPA5 it is required for proper folding, trafficking or degradation of proteins (PubMed:10827079, PubMed:15525676, PubMed:29706351). Binds directly to both unfolded proteins that are substrates for ERAD and nascent unfolded peptide chains, but dissociates from the HSPA5-unfolded protein complex before folding is completed (PubMed:15525676). May help recruiting HSPA5 and other chaperones to the substrate. Stimulates HSPA5 ATPase activity (PubMed:10827079). It is necessary for maturation and correct trafficking of PKD1 (PubMed:29706351)																																https://patents.google.com/?q=DNAJB11+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
MAGIX	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0046398818437586	0.173821630796644	2.1132811794335855	2.015888407061764			ibd_crohn_myeloid:1.97,p=0.0046;t1d_stellate_cell:1.59,p=0.0056;psoriasis_skin_apc:0.77,p=0.01;ibd_uc_myeloid:1.44,p=0.013;t1d_endothelial_cell:2.11,p=0.032	False	-0.5739478296305318	-0.318418628739153	0.4787906548422233	0.926038761164836															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q9H6Y5	PDZ domain-containing protein MAGIX	334.0		3D-structure;Alternative splicing;Phosphoprotein;Proteomics identification;Reference proteome	False	False	0.0																																		https://patents.google.com/?q=MAGIX+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
MSRB1	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.005943122892315	0.1927396759046251	2.1536196012717577	1.8560991124091104			ibd_uc_myeloid:1.38,p=0.0059;psoriasis_skin_apc:2.15,p=0.01;ibd_crohn_myeloid:1.3,p=0.012;psoriasis_keratinocyte:1.68,p=0.018;t1d_endothelial_cell:2,p=0.028	False	0.0476228372838241	0.0979059525161648	0.8145296396169516	0.9761732664217524															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q9NZV6	Methionine-R-sulfoxide reductase B1	116.0	Cytoplasm;Cytoplasm, cytoskeleton;Nucleus	3D-structure;Cytoplasm;Cytoskeleton;Immunity;Innate immunity;Metal-binding;Nucleus;Oxidoreductase;Proteomics identification;Reference proteome;Selenocysteine;Ubl conjugation;Zinc	False	False	0.0	Active site:Nucleophile;Binding site;Binding site;Binding site;Binding site	Methionine-sulfoxide reductase that specifically reduces methionine (R)-sulfoxide back to methionine. While in many cases, methionine oxidation is the result of random oxidation following oxidative stress, methionine oxidation is also a post-translational modification that takes place on specific residue. Acts as a regulator of actin assembly by reducing methionine (R)-sulfoxide mediated by MICALs (MICAL1, MICAL2 or MICAL3) on actin, thereby promoting filament repolymerization. Plays a role in innate immunity by reducing oxidized actin, leading to actin repolymerization in macrophages																																https://patents.google.com/?q=MSRB1+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
MRRF	17	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0073423331759179	0.3171318870354226	1.849505731843962	1.440406734496846			ibd_crohn_stromal:0.676,p=0.0073;t1d_acinar_cell:0.615,p=0.02;t1d_endothelial_cell:1.85,p=0.02;ibd_uc_stromal:0.726,p=0.029;psoriasis_keratinocyte:0.721,p=0.03	False	-0.0330657323349967	-0.0619942257167603	0.8851391554235607	0.9842134382901514															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q96E11	Ribosome-recycling factor, mitochondrial	262.0	Mitochondrion	3D-structure;Alternative splicing;Mitochondrion;Protein biosynthesis;Proteomics identification;Reference proteome;Transit peptide	False	False	0.0		Responsible for the disassembly of ribosomes from messenger RNA at the termination of mitochondrial protein biosynthesis (PubMed:19716793, PubMed:33878294). Acts in collaboration with GFM2 (PubMed:33878294). Promotes mitochondrial ribosome recycling by dissolution of intersubunit contacts (PubMed:33878294)																																https://patents.google.com/?q=MRRF+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
CARD10	15	5	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0085946224388725	0.1803793780837344	1.8126207012208089	1.7404161773427085			ibd_uc_epithelial:0.671,p=0.0086;ibd_crohn_epithelial:0.526,p=0.02;t1d_beta_cell:0.761,p=0.022;psoriasis_skin_stromal:0.324,p=0.031;psoriasis_keratinocyte:1.81,p=0.042	False	0.0547600261905163	0.0240467150510178	0.9549672277146972	0.995447887770418															False	False	0.0	17.0	False	positive_disease_count>=4	found	Q9BWT7	Caspase recruitment domain-containing protein 10	1032.0	Cytoplasm	Alternative splicing;Coiled coil;Cytoplasm;Phosphoprotein;Proteomics identification;Reference proteome	False	False	0.0		Scaffold protein that plays an important role in mediating the activation of NF-kappa-B via BCL10 or EGFR																																https://patents.google.com/?q=CARD10+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
GALE	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0035047630690015	0.1254406481994986	1.966385913330455	1.7122873934010752			ibd_uc_epithelial:0.618,p=0.0035;psoriasis_keratinocyte:1.97,p=0.0052;ibd_crohn_epithelial:0.459,p=0.034;t1d_endothelial_cell:1.94,p=0.036	False	-1.0780208820228463	-0.5785218171070586	0.2144225112003847	0.8993702893651148							1.5946435304601798	0.0473217652300898	1.54732176523009	0.0	0.0				False	False	0.0	16.07973217652301	False	positive_disease_count>=4	found	Q14376	UDP-glucose 4-epimerase	348.0		3D-structure;Alternative splicing;Carbohydrate metabolism;Disease variant;Galactose metabolism;Isomerase;NAD;Proteomics identification;Reference proteome	False	False	0.0	Active site:Proton acceptor;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site;Binding site	Catalyzes two distinct but analogous reactions: the reversible epimerization of UDP-glucose to UDP-galactose and the reversible epimerization of UDP-N-acetylglucosamine to UDP-N-acetylgalactosamine. The reaction with UDP-Gal plays a critical role in the Leloir pathway of galactose catabolism in which galactose is converted to the glycolytic intermediate glucose 6-phosphate. It contributes to the catabolism of dietary galactose and enables the endogenous biosynthesis of both UDP-Gal and UDP-GalNAc when exogenous sources are limited. Both UDP-sugar interconversions are important in the synthesis of glycoproteins and glycolipids																																https://patents.google.com/?q=GALE+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
SEC14L2	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0013226404301979	0.2839769140418878	1.9097395793376344	1.8927645218759064			ibd_crohn_stromal:1.91,p=0.0013;ibd_uc_epithelial:1.33,p=0.029;t1d_stellate_cell:1.52,p=0.032;psoriasis_skin_stromal:0.502,p=0.039	False	0.1570822775962059	0.0634368291005828	0.8824681840301971	0.9840278968329756							0.3502110540117216	-1.1497889459882784	1.5	0.0	0.0				False	False	0.0	16.017510552700585	False	positive_disease_count>=4	found	O76054	SEC14-like protein 2	403.0	Cytoplasm;Nucleus	3D-structure;Activator;Alternative splicing;Cytoplasm;Lipid-binding;Nucleus;Proteomics identification;Reference proteome;Transcription;Transcription regulation;Transport	False	False	0.0		Carrier protein. Binds to some hydrophobic molecules and promotes their transfer between the different cellular sites. Binds with high affinity to alpha-tocopherol. Also binds with a weaker affinity to other tocopherols and to tocotrienols. May have a transcriptional activatory activity via its association with alpha-tocopherol. Probably recognizes and binds some squalene structure, suggesting that it may regulate cholesterol biosynthesis by increasing the transfer of squalene to a metabolic active pool in the cell																																https://patents.google.com/?q=SEC14L2+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
SP140	13	4	0	0	0	4	0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0009903277300131	0.1025245952197308	2.444937521428715	2.0071715165434205			ibd_crohn_myeloid:2.44,p=0.00099;ibd_uc_myeloid:1.9,p=0.0033;sjogren_gland_epithelial:0.872,p=0.012;psoriasis_keratinocyte:0.48,p=0.042	False	-0.0867628128456026	-0.150620240850205	0.7262224269643743	0.9677805697088556															False	False	0.0	16.0	False	positive_disease_count>=4	found	Q13342	Nuclear body protein SP140	867.0	Cytoplasm;Nucleus;Nucleus, PML body	3D-structure;Alternative splicing;Bromodomain;Cytoplasm;DNA-binding;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Zinc;Zinc-finger	False	False	0.0		Component of the nuclear body, also known as nuclear domain 10, PML oncogenic domain, and KR body (PubMed:8910577). May be involved in the pathogenesis of acute promyelocytic leukemia and viral infection (PubMed:8910577). May play a role in chromatin-mediated regulation of gene expression although it does not bind to histone H3 tails (PubMed:24267382)																																https://patents.google.com/?q=SP140+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
RPP40	17	4	0	0	0	4	0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0010369439752885	0.1022159161189278	2.8421536342750127	1.807645406320281			t1d_endothelial_cell:2.84,p=0.001;ibd_uc_epithelial:1.06,p=0.0054;psoriasis_skin_stromal:0.711,p=0.022;ibd_crohn_myeloid:1.13,p=0.045	False	-0.0563641271595996	-0.0350370259523426	0.9372620628304918	0.99290759090381															False	False	0.0	16.0	False	positive_disease_count>=4	found	O75818	Ribonuclease P protein subunit p40	363.0	Nucleus, nucleolus	3D-structure;Alternative splicing;Direct protein sequencing;Nucleus;Proteomics identification;RNA-binding;Reference proteome;rRNA processing;tRNA processing	False	False	0.0		Component of ribonuclease P, a ribonucleoprotein complex that generates mature tRNA molecules by cleaving their 5'-ends (PubMed:30454648, PubMed:9630247). Also a component of the MRP ribonuclease complex, which cleaves pre-rRNA sequences (PubMed:28115465)																																https://patents.google.com/?q=RPP40+autoimmune+antibody+inhibitor+agonist	NO_GO_SURFACEOME_RESCUE	insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route	8.0
