accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	module	n_cells	mean_score	high_fraction
GSE227835	GSM7266243	A7	AChR_MG_7	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	3682	0.02439152085057942	0.2960347637153721
GSE227835	GSM7266243	A7	AChR_MG_7	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3682	0.06220619918760591	0.3134166214014123
GSE227835	GSM7266243	A7	AChR_MG_7	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3682	0.1303193294589306	0.366376969038566
GSE227835	GSM7266243	A7	AChR_MG_7	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3682	-0.007186951961797517	0.21238457360130364
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1308	-0.026745410542582004	0.03211009174311927
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1308	-0.07051840549662186	0.1620795107033639
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1308	0.0057109132507656086	0.22935779816513763
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1308	-0.01683820872475109	0.25
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1308	0.06011559055509231	0.30963302752293576
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1308	0.10028441997084636	0.34021406727828746
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1308	0.0637240804554173	0.3333333333333333
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1382	-0.008628659868161298	0.2098408104196816
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1382	0.2580819508573913	0.35745296671490595
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1382	0.1916722126466755	0.3950795947901592
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1382	0.030741558059348063	0.2735166425470333
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1382	0.055504938111511325	0.19609261939218525
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1382	0.1631042260473129	0.3675832127351664
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1382	0.10647902493658895	0.3104196816208394
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	3475	-0.008993078490416927	0.01525179856115108
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	3475	-0.1343647254225476	0.12949640287769784
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3475	-0.044718182693590645	0.1850359712230216
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	3475	-0.009653560004608179	0.24431654676258993
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	3475	0.09209170765189002	0.3381294964028777
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3475	0.05732915212648999	0.2966906474820144
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3475	0.0008044437318701258	0.27366906474820146
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	113	-0.004295688294162587	0.36283185840707965
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	113	0.28692934226210093	0.34513274336283184
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	113	0.17217770349134043	0.3805309734513274
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	113	0.025667746829993104	0.3274336283185841
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	113	0.09120477318680556	0.34513274336283184
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	113	0.15864292917057582	0.37168141592920356
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	113	0.13109140462040592	0.36283185840707965
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	5209	-0.01073841290104837	0.00998272221155692
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	5209	0.16045161917389641	0.3720483778076406
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	5209	0.14210582968000326	0.42023421002111727
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	5209	0.00806601793597078	0.2843156076022269
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	5209	0.05875322200936625	0.30447302745248606
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	5209	0.1648263949917031	0.3937416010750624
GSE227835	GSM7266244	A8	AChR_MG_8	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	5209	0.009007742755642787	0.23516989825302362
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1939	0.03801412614088223	0.05105724600309438
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1939	0.0011320092567701136	0.18050541516245489
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1939	-2.8866060667085912e-05	0.18566271273852503
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1939	0.04223671431290447	0.3115007735946364
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1939	0.10334963067805823	0.35275915420319753
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1939	0.1287798216665161	0.3563692625064466
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1939	0.01806084425551804	0.2712738525012893
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1977	-0.014151464616797005	0.22862923621648962
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1977	0.09166739291480556	0.24430955993930198
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1977	0.0621054293185464	0.23823975720789076
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1977	0.044329966383256085	0.29489124936772887
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1977	0.07561039859171377	0.19929185634800203
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1977	0.05870225599627995	0.23621648963075367
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1977	0.05279874247994802	0.2604957005563986
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	2315	-0.017881022809984687	0.013390928725701945
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	2315	0.06997097176397452	0.2833693304535637
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2315	0.015511272886370824	0.25831533477321816
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	2315	-0.0016617994529376596	0.2609071274298056
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	2315	-0.04349337126412096	0.2099352051835853
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2315	-0.004341591548246114	0.23628509719222462
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2315	-0.018274062295893477	0.23239740820734342
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	125	-0.07525839841247252	0.08
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	125	-0.2715309344579529	0.096
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	125	-0.14739311375632222	0.096
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	125	-0.03235561145748647	0.168
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	125	-0.07714613531577726	0.128
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	125	-0.08616803376703121	0.144
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	125	-0.18039034524378705	0.08
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	7447	-0.01428400268359753	0.009936887337182758
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	7447	0.11396420016810418	0.3397341211225997
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	7447	0.04956706596716143	0.3096548945884249
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	7447	0.0013087109508207076	0.2613132805156439
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	7447	-0.021402368538429726	0.22613132805156438
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	7447	0.055066380717560495	0.2983751846381093
GSE227835	GSM7266245	A9	AChR_MG_9	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	7447	-0.013275287701480436	0.23391969920773467
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1004	0.031532994543134664	0.08665338645418327
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1004	0.03794345309300861	0.3466135458167331
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1004	0.04097558105704302	0.3386454183266932
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1004	0.03696420580606012	0.32669322709163345
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1004	0.10285545296848635	0.34960159362549803
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1004	0.1837115358790593	0.42729083665338646
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1004	0.057481190308431754	0.33067729083665337
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1000	0.01566820317245738	0.317
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1000	-0.1586153296315693	0.2
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1000	-0.10420050686205656	0.204
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1000	0.004364617771120211	0.271
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1000	-0.10625856823625734	0.237
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1000	-0.037569062141875276	0.293
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1000	-0.10300491659835455	0.171
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	984	-0.012097248875471266	0.027439024390243903
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	984	0.02909758084527207	0.2652439024390244
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	984	0.012640517692063376	0.2530487804878049
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	984	0.013624092789444086	0.26727642276422764
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	984	0.1343518679653199	0.38922764227642276
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	984	0.11563101728312304	0.3485772357723577
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	984	0.012401082172626287	0.2865853658536585
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	42	0.01544238293835171	0.23809523809523808
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	42	-0.09232304076803285	0.14285714285714285
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	42	-0.029712035087735063	0.19047619047619047
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	42	-0.005396992304888747	0.2619047619047619
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	42	0.08113328573790507	0.23809523809523808
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	42	0.11502769236559357	0.3333333333333333
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	42	0.04665651745424499	0.2619047619047619
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	5102	0.006999083941734496	0.026656213249705997
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	5102	0.053555138985429344	0.2981183849470796
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	5102	0.04168966504445173	0.3008624068992552
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	5102	0.022388450963088728	0.29439435515484125
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	5102	0.10582692440099586	0.348686789494316
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	5102	0.08419164625059239	0.3271266170129361
GSE227835	GSM7266246	H1	HC_1	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	5102	0.009003872531097168	0.22657781262250098
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1064	-0.0010278611934406996	0.044172932330827065
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1064	-0.09500816720334442	0.13439849624060152
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1064	-0.02196083034177441	0.19924812030075187
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1064	0.003848801596416967	0.22932330827067668
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1064	-0.00709534711380436	0.2424812030075188
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1064	-0.04157383733074422	0.21522556390977443
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1064	0.04136791567536396	0.29605263157894735
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1624	0.06402833469788999	0.3103448275862069
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1624	-0.20323762225888473	0.16317733990147784
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1624	0.001460997461916957	0.2536945812807882
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1624	0.05889847287315867	0.32019704433497537
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1624	0.003084064502296785	0.2727832512315271
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1624	-0.005578631569896988	0.2647783251231527
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1624	0.11995654223560984	0.36514778325123154
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	1807	-0.0057077326669390666	0.01383508577753182
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	1807	0.020690225010134417	0.26840066408411734
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1807	0.03919076290063519	0.30049806308799115
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	1807	0.007690585478119227	0.2612064194798008
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	1807	-0.02859172577548952	0.2119535141117875
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1807	-0.02577756031601712	0.23464305478693967
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1807	0.04000299531001071	0.2894299944659657
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	115	-0.02738372042316418	0.1391304347826087
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	115	-0.2115436150852928	0.1391304347826087
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	115	-0.05527248729262349	0.1826086956521739
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	115	-0.014841423584245969	0.1826086956521739
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	115	-0.05588199938589361	0.21739130434782608
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	115	-0.03898923028763824	0.2608695652173913
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	115	-0.011621607779608578	0.22608695652173913
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	5157	-0.0019524264185367848	0.010859026565832848
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	5157	0.02994581812491354	0.2555749466744231
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	5157	0.04079734577824816	0.2920302501454334
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	5157	0.0005773581522742658	0.25072716695753344
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	5157	-0.029083127333413433	0.21756835369400815
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	5157	0.01141163996852918	0.25964708163661043
GSE227835	GSM7266247	H10	HC_10	healthy_control	Healthy control	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	5157	0.057119216859657325	0.37056428155904597
