accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	module	n_cells	mean_score	high_fraction
GSE227835	GSM7266239	A3	AChR_MG_3	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	3210	0.0853503320942064	0.3417445482866044
GSE227835	GSM7266239	A3	AChR_MG_3	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3210	0.06925626063229028	0.3043613707165109
GSE227835	GSM7266239	A3	AChR_MG_3	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3210	-0.040434171957437835	0.15514018691588785
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1242	-0.000865201089733209	0.05394524959742351
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1242	0.14811985452692533	0.3164251207729469
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1242	0.1089131718881598	0.3309178743961353
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1242	0.005157756833059377	0.28180354267310787
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1242	0.11415310253217698	0.35104669887278583
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1242	0.17522877046592922	0.4178743961352657
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1242	0.10717909037505807	0.3526570048309179
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	3176	0.021908256964606118	0.24779596977329973
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	3176	0.07053053231735211	0.24590680100755669
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3176	0.09791925802666993	0.25692695214105793
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	3176	0.040844776956578975	0.29408060453400503
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	3176	0.15265707424224093	0.2751889168765743
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3176	0.14076431896236555	0.3413098236775819
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3176	0.1237201336757509	0.32682619647355166
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	3453	0.003939827887786219	0.020851433536055605
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	3453	0.1439236951124131	0.34375905010136115
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3453	0.06628636798715702	0.32493483927019984
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	3453	0.010364199318883719	0.27628149435273675
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	3453	0.0812063407201517	0.3324645236026644
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3453	0.09738488529651239	0.34115262090935417
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3453	0.05246522645006054	0.31479872574572837
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	87	-0.019231141806276893	0.25287356321839083
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	87	0.0121433339991111	0.26436781609195403
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	87	0.01278707158906917	0.28735632183908044
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	87	-0.013370548752819435	0.27586206896551724
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	87	0.02162639504475893	0.25287356321839083
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	87	-0.01169702424918188	0.3448275862068966
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	87	0.003554577873608135	0.21839080459770116
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	2099	0.005020878536041481	0.014768937589328252
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	2099	0.15980355361241097	0.3492139113863745
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2099	0.1063233159872774	0.34444973797046213
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	2099	0.048660509286698996	0.30967127203430206
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	2099	0.10094012623839396	0.34111481657932347
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2099	0.15228639617914022	0.3820867079561696
GSE227835	GSM7266240	A4	AChR_MG_4	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2099	0.05274084205405401	0.2996665078608861
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	2026	0.009305367523594442	0.07798617966436328
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	2026	-0.018228820773228325	0.2872655478775913
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2026	0.023382731214212922	0.3366238894373149
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	2026	-0.004157467825779693	0.25765054294175715
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	2026	0.08615707754253278	0.3366238894373149
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2026	0.13972275908496556	0.3830207305034551
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2026	0.056899356288238105	0.3213228035538006
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1959	-0.008792350642768614	0.23991832567636548
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1959	-0.0070518269690745174	0.30474732006125577
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1959	-0.005640046495193603	0.31904032669729454
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1959	-0.07642730312757369	0.16232771822358347
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1959	-0.15649126589185164	0.14497192445125065
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1959	-0.022250470124977186	0.2873915262889229
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1959	-0.02661777356029267	0.23787646758550282
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	3452	0.01645833045751138	0.034183082271147164
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	3452	0.06143034263704385	0.2885283893395133
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3452	0.04358039729961236	0.3015643105446118
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	3452	0.010458072561507468	0.27665121668597914
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	3452	-0.0026047402522179986	0.24565469293163383
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3452	0.03185698520689414	0.28157589803012745
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3452	-0.027072438707447563	0.23059096176129779
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	112	-0.0044992469541582664	0.22321428571428573
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	112	-0.25985411322378443	0.13392857142857142
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	112	-0.13992178653121562	0.13392857142857142
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	112	-0.03796678387324235	0.22321428571428573
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	112	-0.15224163384337588	0.11607142857142858
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	112	-0.11058755526455684	0.125
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	112	-0.19290535074026924	0.09821428571428571
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4494	0.008586246025495832	0.024922118380062305
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4494	0.0965886375696277	0.33311081441922563
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4494	0.11748665685095828	0.38762794837561193
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4494	0.015382604671360205	0.2897196261682243
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4494	0.042836840647140335	0.2952825990209168
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4494	0.13043752756033897	0.3707165109034268
GSE227835	GSM7266241	A5	AChR_MG_5	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	4494	-0.03540827401741999	0.16777926123720516
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	3262	-0.012410451199224785	0.05334150827713059
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	3262	-0.19680624895398413	0.12170447578172901
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	3262	-0.10174622749298524	0.13795217657878603
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	3262	-0.021522741360583	0.23114653586756592
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	3262	0.04263958126626141	0.30073574494175354
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	3262	-0.011705796383098066	0.24954015941140403
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	3262	0.03211516987795768	0.3090128755364807
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	complement_phagocytosis	1749	-0.025580552434307118	0.241852487135506
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	hla_ii_cd74	1749	-0.1686106354882021	0.1863922241280732
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	1749	-0.12165123200647275	0.18524871355060035
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lipid_loader_repair	1749	-0.012373368014596816	0.24871355060034306
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	lysosomal_apc	1749	-0.19640007989873098	0.14122355631789593
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	1749	-0.10281068161183929	0.19668381932532875
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_myeloid_apc_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	1749	-0.03290437956493625	0.241852487135506
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	complement_phagocytosis	2811	0.0028265785129642073	0.028103877623621487
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	hla_ii_cd74	2811	0.09237895068631168	0.2917111348274635
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	2811	0.018688033998062358	0.2753468516542156
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lipid_loader_repair	2811	-0.0028559458408327996	0.2529348986125934
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	lysosomal_apc	2811	-0.006652821577285532	0.2447527570259694
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	2811	0.003396389910308232	0.2564923514763429
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	2811	-0.037333428377685926	0.23372465314834578
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	complement_phagocytosis	98	0.017612839683556262	0.30612244897959184
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	hla_ii_cd74	98	-0.13268166425754271	0.23469387755102042
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	98	-0.1378720794599797	0.17346938775510204
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lipid_loader_repair	98	-0.06602078947581977	0.1836734693877551
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	lysosomal_apc	98	-0.04310218051759249	0.24489795918367346
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	98	-0.16642191743388643	0.17346938775510204
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	slc15a4_tasl_branch	98	-0.04340315235327552	0.2755102040816326
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	complement_phagocytosis	4815	0.003653083805459718	0.020560747663551402
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	hla_ii_cd74	4815	-0.0016122008105197187	0.2490134994807892
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ifng_hlaii_cd74	4815	-0.001415667303032811	0.25482866043613706
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lipid_loader_repair	4815	-0.0019164418193477204	0.2753894080996885
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	lysosomal_apc	4815	0.005335406407849825	0.26105919003115263
GSE227835	GSM7266242	A6	AChR_MG_6	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	mixscale_validated_ifng_readout	4815	-0.016653479549378913	0.2407061266874351
