group_idx	gene	raw_count	library_total	n_cells	detected_cells
53	MIF	0	488287	335	0
53	DDT	0	488287	335	0
54	GBP1	2	1072667	557	2
54	CTSS	194	1072667	557	155
54	RFX5	10	1072667	557	10
54	CXCR4	32	1072667	557	27
54	STAT1	68	1072667	557	57
54	LAMP3	1	1072667	557	1
54	CXCL10	0	1072667	557	0
54	IRF1	21	1072667	557	17
54	LAMP2	111	1072667	557	96
54	CTSB	1019	1072667	557	417
54	CTSD	0	1072667	557	0
54	CD44	2	1072667	557	2
54	LAMP1	114	1072667	557	103
54	CIITA	210	1072667	557	153
54	MIF	0	1072667	557	0
54	DDT	1	1072667	557	1
55	GBP1	1	268080	228	1
55	CTSS	61	268080	228	50
55	RFX5	7	268080	228	7
55	CXCR4	5	268080	228	4
55	STAT1	14	268080	228	14
55	LAMP3	0	268080	228	0
55	CXCL10	0	268080	228	0
55	IRF1	6	268080	228	5
55	LAMP2	37	268080	228	32
55	CTSB	164	268080	228	104
55	CTSD	0	268080	228	0
55	CD44	1	268080	228	1
55	LAMP1	23	268080	228	20
55	CIITA	85	268080	228	67
55	MIF	0	268080	228	0
55	DDT	0	268080	228	0
56	GBP1	1	161040	196	1
56	CTSS	35	161040	196	32
56	RFX5	0	161040	196	0
56	CXCR4	0	161040	196	0
56	STAT1	5	161040	196	5
56	LAMP3	0	161040	196	0
56	CXCL10	0	161040	196	0
56	IRF1	2	161040	196	2
56	LAMP2	8	161040	196	8
56	CTSB	103	161040	196	70
56	CTSD	0	161040	196	0
56	CD44	1	161040	196	1
56	LAMP1	19	161040	196	18
56	CIITA	34	161040	196	30
56	MIF	0	161040	196	0
56	DDT	0	161040	196	0
57	GBP1	2	287619	302	2
57	CTSS	90	287619	302	66
57	RFX5	4	287619	302	4
57	CXCR4	17	287619	302	13
57	STAT1	18	287619	302	16
57	LAMP3	0	287619	302	0
57	CXCL10	0	287619	302	0
57	IRF1	2	287619	302	2
57	LAMP2	50	287619	302	46
57	CTSB	329	287619	302	184
57	CTSD	0	287619	302	0
57	CD44	1	287619	302	1
57	LAMP1	41	287619	302	38
57	CIITA	91	287619	302	77
57	MIF	0	287619	302	0
57	DDT	0	287619	302	0
58	GBP1	12	854038	480	11
58	CTSS	215	854038	480	168
58	RFX5	15	854038	480	15
58	CXCR4	15	854038	480	13
58	STAT1	52	854038	480	44
58	LAMP3	0	854038	480	0
58	CXCL10	0	854038	480	0
58	IRF1	11	854038	480	11
58	LAMP2	111	854038	480	91
58	CTSB	797	854038	480	350
58	CTSD	0	854038	480	0
58	CD44	1	854038	480	1
58	LAMP1	118	854038	480	100
58	CIITA	299	854038	480	201
58	MIF	0	854038	480	0
58	DDT	0	854038	480	0
59	GBP1	3	196588	192	3
59	CTSS	35	196588	192	31
59	RFX5	0	196588	192	0
59	CXCR4	0	196588	192	0
59	STAT1	17	196588	192	15
59	LAMP3	0	196588	192	0
59	CXCL10	0	196588	192	0
59	IRF1	1	196588	192	1
59	LAMP2	25	196588	192	24
59	CTSB	162	196588	192	108
59	CTSD	0	196588	192	0
59	CD44	0	196588	192	0
59	LAMP1	15	196588	192	15
59	CIITA	58	196588	192	47
59	MIF	0	196588	192	0
59	DDT	0	196588	192	0
60	GBP1	6	506090	336	5
60	CTSS	128	506090	336	107
60	RFX5	5	506090	336	4
60	CXCR4	13	506090	336	11
60	STAT1	39	506090	336	37
60	LAMP3	3	506090	336	3
60	CXCL10	0	506090	336	0
60	IRF1	11	506090	336	11
60	LAMP2	64	506090	336	58
60	CTSB	375	506090	336	219
60	CTSD	0	506090	336	0
60	CD44	5	506090	336	4
60	LAMP1	63	506090	336	51
60	CIITA	195	506090	336	139
60	MIF	0	506090	336	0
60	DDT	0	506090	336	0
61	GBP1	6	690243	371	6
61	CTSS	124	690243	371	99
61	RFX5	9	690243	371	9
61	CXCR4	18	690243	371	11
61	STAT1	41	690243	371	40
61	LAMP3	2	690243	371	2
61	CXCL10	0	690243	371	0
61	IRF1	15	690243	371	14
61	LAMP2	89	690243	371	72
61	CTSB	498	690243	371	241
61	CTSD	0	690243	371	0
61	CD44	12	690243	371	8
61	LAMP1	86	690243	371	70
61	CIITA	181	690243	371	132
61	MIF	0	690243	371	0
61	DDT	0	690243	371	0
62	GBP1	2	696213	515	2
62	CTSS	121	696213	515	105
62	RFX5	1	696213	515	1
62	CXCR4	11	696213	515	9
62	STAT1	38	696213	515	35
62	LAMP3	0	696213	515	0
62	CXCL10	0	696213	515	0
62	IRF1	16	696213	515	16
62	LAMP2	87	696213	515	81
62	CTSB	614	696213	515	320
62	CTSD	0	696213	515	0
62	CD44	5	696213	515	3
62	LAMP1	64	696213	515	58
62	CIITA	166	696213	515	137
62	MIF	0	696213	515	0
62	DDT	0	696213	515	0
63	GBP1	2	397415	155	2
63	CTSS	64	397415	155	44
63	RFX5	7	397415	155	7
63	CXCR4	4	397415	155	3
63	STAT1	16	397415	155	15
63	LAMP3	0	397415	155	0
63	CXCL10	0	397415	155	0
63	IRF1	6	397415	155	5
63	LAMP2	44	397415	155	37
63	CTSB	186	397415	155	85
63	CTSD	0	397415	155	0
63	CD44	1	397415	155	1
63	LAMP1	38	397415	155	35
63	CIITA	108	397415	155	63
63	MIF	0	397415	155	0
63	DDT	0	397415	155	0
64	GBP1	0	89885	38	0
64	CTSS	18	89885	38	14
64	RFX5	0	89885	38	0
64	CXCR4	9	89885	38	4
64	STAT1	0	89885	38	0
64	LAMP3	0	89885	38	0
64	CXCL10	0	89885	38	0
64	IRF1	5	89885	38	5
64	LAMP2	12	89885	38	8
64	CTSB	108	89885	38	28
64	CTSD	0	89885	38	0
64	CD44	1	89885	38	1
64	LAMP1	17	89885	38	13
64	CIITA	36	89885	38	18
64	MIF	0	89885	38	0
64	DDT	0	89885	38	0
65	GBP1	3	360594	105	3
65	CTSS	49	360594	105	35
65	RFX5	1	360594	105	1
65	CXCR4	18	360594	105	8
65	STAT1	16	360594	105	14
65	LAMP3	0	360594	105	0
65	CXCL10	0	360594	105	0
65	IRF1	12	360594	105	10
65	LAMP2	55	360594	105	37
65	CTSB	373	360594	105	90
65	CTSD	0	360594	105	0
65	CD44	11	360594	105	7
65	LAMP1	61	360594	105	40
65	CIITA	105	360594	105	52
65	MIF	0	360594	105	0
65	DDT	1	360594	105	1
66	GBP1	2	170194	31	2
66	CTSS	24	170194	31	15
66	RFX5	2	170194	31	2
66	CXCR4	23	170194	31	5
66	STAT1	12	170194	31	9
66	LAMP3	0	170194	31	0
66	CXCL10	0	170194	31	0
66	IRF1	1	170194	31	1
66	LAMP2	10	170194	31	8
66	CTSB	168	170194	31	29
66	CTSD	0	170194	31	0
66	CD44	1	170194	31	1
66	LAMP1	17	170194	31	11
66	CIITA	64	170194	31	23
66	MIF	0	170194	31	0
66	DDT	0	170194	31	0
67	GBP1	0	38058	6	0
67	CTSS	14	38058	6	3
67	RFX5	0	38058	6	0
67	CXCR4	8	38058	6	2
67	STAT1	4	38058	6	3
67	LAMP3	0	38058	6	0
67	CXCL10	0	38058	6	0
67	IRF1	0	38058	6	0
67	LAMP2	2	38058	6	2
67	CTSB	14	38058	6	6
67	CTSD	0	38058	6	0
67	CD44	1	38058	6	1
67	LAMP1	5	38058	6	3
67	CIITA	10	38058	6	4
67	MIF	0	38058	6	0
67	DDT	0	38058	6	0
68	GBP1	4	653451	454	4
68	CTSS	102	653451	454	87
68	RFX5	1	653451	454	1
68	CXCR4	104	653451	454	79
68	STAT1	23	653451	454	21
68	LAMP3	3	653451	454	3
68	CXCL10	0	653451	454	0
68	IRF1	16	653451	454	16
68	LAMP2	49	653451	454	45
68	CTSB	197	653451	454	146
68	CTSD	0	653451	454	0
68	CD44	26	653451	454	15
68	LAMP1	71	653451	454	63
68	CIITA	165	653451	454	127
68	MIF	0	653451	454	0
68	DDT	0	653451	454	0
69	GBP1	2	279820	208	2
69	CTSS	27	279820	208	23
69	RFX5	4	279820	208	4
69	CXCR4	16	279820	208	12
69	STAT1	14	279820	208	13
69	LAMP3	1	279820	208	1
69	CXCL10	0	279820	208	0
69	IRF1	3	279820	208	3
69	LAMP2	20	279820	208	19
69	CTSB	191	279820	208	98
69	CTSD	0	279820	208	0
69	CD44	0	279820	208	0
69	LAMP1	25	279820	208	23
69	CIITA	106	279820	208	81
69	MIF	0	279820	208	0
69	DDT	0	279820	208	0
70	GBP1	0	309287	130	0
70	CTSS	58	309287	130	41
70	RFX5	0	309287	130	0
70	CXCR4	79	309287	130	55
70	STAT1	9	309287	130	8
70	LAMP3	1	309287	130	1
70	CXCL10	0	309287	130	0
70	IRF1	7	309287	130	6
70	LAMP2	34	309287	130	23
70	CTSB	131	309287	130	63
70	CTSD	0	309287	130	0
70	CD44	27	309287	130	20
70	LAMP1	42	309287	130	35
70	CIITA	97	309287	130	61
70	MIF	0	309287	130	0
70	DDT	0	309287	130	0
71	GBP1	0	4302	3	0
71	CTSS	0	4302	3	0
71	RFX5	1	4302	3	1
71	CXCR4	0	4302	3	0
71	STAT1	0	4302	3	0
71	LAMP3	0	4302	3	0
71	CXCL10	0	4302	3	0
71	IRF1	0	4302	3	0
71	LAMP2	0	4302	3	0
71	CTSB	0	4302	3	0
71	CTSD	0	4302	3	0
71	CD44	0	4302	3	0
71	LAMP1	1	4302	3	1
71	CIITA	4	4302	3	1
71	MIF	0	4302	3	0
71	DDT	0	4302	3	0
72	GBP1	2	63131	43	2
72	CTSS	6	63131	43	5
72	RFX5	2	63131	43	1
72	CXCR4	0	63131	43	0
72	STAT1	6	63131	43	5
72	LAMP3	0	63131	43	0
72	CXCL10	0	63131	43	0
72	IRF1	3	63131	43	3
72	LAMP2	4	63131	43	3
72	CTSB	52	63131	43	27
72	CTSD	0	63131	43	0
72	CD44	0	63131	43	0
72	LAMP1	5	63131	43	5
72	CIITA	20	63131	43	16
72	MIF	0	63131	43	0
72	DDT	0	63131	43	0
73	GBP1	0	73407	27	0
73	CTSS	10	73407	27	7
73	RFX5	0	73407	27	0
73	CXCR4	10	73407	27	6
73	STAT1	0	73407	27	0
73	LAMP3	0	73407	27	0
73	CXCL10	0	73407	27	0
73	IRF1	6	73407	27	4
73	LAMP2	5	73407	27	5
73	CTSB	28	73407	27	13
73	CTSD	0	73407	27	0
73	CD44	4	73407	27	2
73	LAMP1	12	73407	27	10
73	CIITA	18	73407	27	12
73	MIF	0	73407	27	0
73	DDT	0	73407	27	0
74	GBP1	3	391327	111	3
74	CTSS	137	391327	111	56
74	RFX5	1	391327	111	1
74	CXCR4	59	391327	111	27
74	STAT1	10	391327	111	9
74	LAMP3	1	391327	111	1
74	CXCL10	0	391327	111	0
74	IRF1	30	391327	111	20
74	LAMP2	53	391327	111	30
74	CTSB	224	391327	111	62
74	CTSD	0	391327	111	0
74	CD44	84	391327	111	35
74	LAMP1	65	391327	111	45
74	CIITA	77	391327	111	45
74	MIF	0	391327	111	0
74	DDT	0	391327	111	0
75	GBP1	0	131219	29	0
75	CTSS	33	131219	29	15
75	RFX5	2	131219	29	2
75	CXCR4	16	131219	29	6
75	STAT1	3	131219	29	3
75	LAMP3	0	131219	29	0
75	CXCL10	0	131219	29	0
75	IRF1	7	131219	29	5
75	LAMP2	11	131219	29	9
75	CTSB	42	131219	29	18
75	CTSD	0	131219	29	0
75	CD44	15	131219	29	8
75	LAMP1	8	131219	29	4
75	CIITA	13	131219	29	9
75	MIF	0	131219	29	0
75	DDT	0	131219	29	0
76	GBP1	6	767139	304	5
76	CTSS	109	767139	304	74
76	RFX5	7	767139	304	7
76	CXCR4	18	767139	304	13
76	STAT1	19	767139	304	17
76	LAMP3	0	767139	304	0
76	CXCL10	0	767139	304	0
76	IRF1	5	767139	304	5
76	LAMP2	53	767139	304	46
76	CTSB	301	767139	304	154
76	CTSD	0	767139	304	0
76	CD44	1	767139	304	1
76	LAMP1	50	767139	304	41
76	CIITA	328	767139	304	159
76	MIF	0	767139	304	0
76	DDT	0	767139	304	0
77	GBP1	6	2963720	843	6
77	CTSS	572	2963720	843	340
77	RFX5	17	2963720	843	17
77	CXCR4	1546	2963720	843	539
77	STAT1	148	2963720	843	114
77	LAMP3	3	2963720	843	3
77	CXCL10	0	2963720	843	0
77	IRF1	36	2963720	843	33
77	LAMP2	71	2963720	843	52
77	CTSB	3606	2963720	843	744
77	CTSD	0	2963720	843	0
77	CD44	285	2963720	843	139
77	LAMP1	434	2963720	843	305
77	CIITA	214	2963720	843	153
77	MIF	3	2963720	843	3
77	DDT	2	2963720	843	2
78	GBP1	1	3167156	876	1
78	CTSS	586	3167156	876	373
78	RFX5	15	3167156	876	14
78	CXCR4	1485	3167156	876	519
78	STAT1	123	3167156	876	102
78	LAMP3	5	3167156	876	5
78	CXCL10	0	3167156	876	0
78	IRF1	62	3167156	876	55
78	LAMP2	322	3167156	876	235
78	CTSB	3892	3167156	876	785
78	CTSD	0	3167156	876	0
78	CD44	35	3167156	876	19
78	LAMP1	567	3167156	876	388
78	CIITA	282	3167156	876	195
78	MIF	1	3167156	876	1
78	DDT	6	3167156	876	6
79	GBP1	11	1455969	438	11
79	CTSS	334	1455969	438	192
79	RFX5	15	1455969	438	15
79	CXCR4	793	1455969	438	268
79	STAT1	64	1455969	438	51
79	LAMP3	3	1455969	438	1
79	CXCL10	0	1455969	438	0
79	IRF1	26	1455969	438	24
79	LAMP2	161	1455969	438	126
79	CTSB	2187	1455969	438	387
79	CTSD	0	1455969	438	0
79	CD44	191	1455969	438	109
79	LAMP1	279	1455969	438	174
79	CIITA	137	1455969	438	92
79	MIF	1	1455969	438	1
79	DDT	0	1455969	438	0
80	GBP1	22	5261456	1356	22
80	CTSS	1109	5261456	1356	618
80	RFX5	19	5261456	1356	18
80	CXCR4	2617	5261456	1356	883
80	STAT1	185	5261456	1356	156
80	LAMP3	8	5261456	1356	6
80	CXCL10	0	5261456	1356	0
80	IRF1	80	5261456	1356	71
80	LAMP2	257	5261456	1356	200
80	CTSB	7307	5261456	1356	1217
80	CTSD	0	5261456	1356	0
80	CD44	750	5261456	1356	330
80	LAMP1	1205	5261456	1356	695
80	CIITA	238	5261456	1356	180
80	MIF	0	5261456	1356	0
80	DDT	7	5261456	1356	7
81	GBP1	27	2370609	551	22
81	CTSS	537	2370609	551	290
81	RFX5	17	2370609	551	17
81	CXCR4	1102	2370609	551	302
81	STAT1	96	2370609	551	80
81	LAMP3	6	2370609	551	6
81	CXCL10	0	2370609	551	0
81	IRF1	33	2370609	551	27
81	LAMP2	239	2370609	551	180
81	CTSB	2976	2370609	551	515
81	CTSD	0	2370609	551	0
81	CD44	178	2370609	551	82
81	LAMP1	331	2370609	551	215
81	CIITA	184	2370609	551	135
81	MIF	0	2370609	551	0
81	DDT	0	2370609	551	0
82	GBP1	13	995854	236	11
82	CTSS	171	995854	236	84
82	RFX5	8	995854	236	8
82	CXCR4	157	995854	236	91
82	STAT1	44	995854	236	32
82	LAMP3	1	995854	236	1
82	CXCL10	0	995854	236	0
82	IRF1	27	995854	236	23
82	LAMP2	132	995854	236	87
82	CTSB	1996	995854	236	207
82	CTSD	0	995854	236	0
82	CD44	16	995854	236	9
82	LAMP1	168	995854	236	90
82	CIITA	424	995854	236	156
82	MIF	0	995854	236	0
82	DDT	2	995854	236	2
83	GBP1	1	115974	29	1
83	CTSS	32	115974	29	11
83	RFX5	1	115974	29	1
83	CXCR4	3	115974	29	2
83	STAT1	2	115974	29	2
83	LAMP3	0	115974	29	0
83	CXCL10	0	115974	29	0
83	IRF1	0	115974	29	0
83	LAMP2	9	115974	29	5
83	CTSB	56	115974	29	22
83	CTSD	0	115974	29	0
83	CD44	5	115974	29	4
83	LAMP1	12	115974	29	8
83	CIITA	14	115974	29	11
83	MIF	0	115974	29	0
83	DDT	0	115974	29	0
84	GBP1	0	196040	107	0
84	CTSS	17	196040	107	14
84	RFX5	1	196040	107	1
84	CXCR4	26	196040	107	17
84	STAT1	8	196040	107	6
84	LAMP3	0	196040	107	0
84	CXCL10	0	196040	107	0
84	IRF1	2	196040	107	2
84	LAMP2	11	196040	107	11
84	CTSB	175	196040	107	72
84	CTSD	0	196040	107	0
84	CD44	20	196040	107	10
84	LAMP1	18	196040	107	15
84	CIITA	87	196040	107	44
84	MIF	0	196040	107	0
84	DDT	0	196040	107	0
85	GBP1	18	1176834	307	17
85	CTSS	201	1176834	307	138
85	RFX5	8	1176834	307	8
85	CXCR4	2	1176834	307	1
85	STAT1	68	1176834	307	60
85	LAMP3	0	1176834	307	0
85	CXCL10	1	1176834	307	1
85	IRF1	44	1176834	307	38
85	LAMP2	121	1176834	307	92
85	CTSB	1131	1176834	307	278
85	CTSD	0	1176834	307	0
85	CD44	24	1176834	307	12
85	LAMP1	162	1176834	307	122
85	CIITA	302	1176834	307	173
85	MIF	0	1176834	307	0
85	DDT	0	1176834	307	0
86	GBP1	5	578775	223	5
86	CTSS	134	578775	223	89
86	RFX5	5	578775	223	4
86	CXCR4	13	578775	223	10
86	STAT1	30	578775	223	26
86	LAMP3	4	578775	223	3
86	CXCL10	0	578775	223	0
86	IRF1	4	578775	223	4
86	LAMP2	61	578775	223	52
86	CTSB	571	578775	223	182
86	CTSD	0	578775	223	0
86	CD44	9	578775	223	5
86	LAMP1	53	578775	223	49
86	CIITA	160	578775	223	99
86	MIF	0	578775	223	0
86	DDT	0	578775	223	0
87	GBP1	5	1422774	893	5
87	CTSS	226	1422774	893	177
87	RFX5	14	1422774	893	14
87	CXCR4	92	1422774	893	82
87	STAT1	149	1422774	893	122
87	LAMP3	1	1422774	893	1
87	CXCL10	0	1422774	893	0
87	IRF1	25	1422774	893	22
87	LAMP2	91	1422774	893	75
87	CTSB	859	1422774	893	494
87	CTSD	0	1422774	893	0
87	CD44	201	1422774	893	150
87	LAMP1	78	1422774	893	69
87	CIITA	447	1422774	893	324
87	MIF	0	1422774	893	0
87	DDT	0	1422774	893	0
88	GBP1	7	297617	321	7
88	CTSS	67	297617	321	50
88	RFX5	3	297617	321	3
88	CXCR4	10	297617	321	9
88	STAT1	56	297617	321	48
88	LAMP3	0	297617	321	0
88	CXCL10	0	297617	321	0
88	IRF1	8	297617	321	7
88	LAMP2	38	297617	321	31
88	CTSB	466	297617	321	211
88	CTSD	0	297617	321	0
88	CD44	48	297617	321	41
88	LAMP1	58	297617	321	48
88	CIITA	39	297617	321	32
88	MIF	0	297617	321	0
88	DDT	1	297617	321	1
89	GBP1	9	1175973	180	8
89	CTSS	219	1175973	180	103
89	RFX5	16	1175973	180	15
89	CXCR4	67	1175973	180	41
89	STAT1	47	1175973	180	36
89	LAMP3	4	1175973	180	1
89	CXCL10	0	1175973	180	0
89	IRF1	21	1175973	180	12
89	LAMP2	140	1175973	180	84
89	CTSB	852	1175973	180	165
89	CTSD	0	1175973	180	0
89	CD44	65	1175973	180	36
89	LAMP1	119	1175973	180	86
89	CIITA	302	1175973	180	122
89	MIF	0	1175973	180	0
89	DDT	1	1175973	180	1
90	GBP1	4	1154249	445	4
90	CTSS	166	1154249	445	122
90	RFX5	21	1154249	445	20
90	CXCR4	16	1154249	445	11
90	STAT1	59	1154249	445	45
90	LAMP3	1	1154249	445	1
90	CXCL10	0	1154249	445	0
90	IRF1	17	1154249	445	16
90	LAMP2	99	1154249	445	88
90	CTSB	407	1154249	445	224
90	CTSD	0	1154249	445	0
90	CD44	5	1154249	445	5
90	LAMP1	86	1154249	445	76
90	CIITA	361	1154249	445	225
90	MIF	0	1154249	445	0
90	DDT	0	1154249	445	0
91	GBP1	22	2874823	865	22
91	CTSS	488	2874823	865	313
91	RFX5	12	2874823	865	12
91	CXCR4	1479	2874823	865	529
91	STAT1	125	2874823	865	109
91	LAMP3	8	2874823	865	8
91	CXCL10	0	2874823	865	0
91	IRF1	48	2874823	865	47
91	LAMP2	297	2874823	865	218
91	CTSB	3728	2874823	865	747
91	CTSD	0	2874823	865	0
91	CD44	571	2874823	865	289
91	LAMP1	525	2874823	865	321
91	CIITA	186	2874823	865	135
91	MIF	0	2874823	865	0
91	DDT	0	2874823	865	0
92	GBP1	20	1434840	334	13
92	CTSS	411	1434840	334	188
92	RFX5	17	1434840	334	15
92	CXCR4	1126	1434840	334	243
92	STAT1	60	1434840	334	47
92	LAMP3	8	1434840	334	8
92	CXCL10	5	1434840	334	1
92	IRF1	41	1434840	334	32
92	LAMP2	232	1434840	334	136
92	CTSB	1356	1434840	334	265
92	CTSD	0	1434840	334	0
92	CD44	69	1434840	334	35
92	LAMP1	239	1434840	334	141
92	CIITA	632	1434840	334	236
92	MIF	0	1434840	334	0
92	DDT	0	1434840	334	0
93	GBP1	17	1546687	321	15
93	CTSS	429	1546687	321	185
93	RFX5	15	1546687	321	15
93	CXCR4	1077	1546687	321	225
93	STAT1	60	1546687	321	46
93	LAMP3	5	1546687	321	5
93	CXCL10	0	1546687	321	0
93	IRF1	41	1546687	321	35
93	LAMP2	255	1546687	321	154
93	CTSB	1692	1546687	321	271
93	CTSD	0	1546687	321	0
93	CD44	89	1546687	321	48
93	LAMP1	336	1546687	321	168
93	CIITA	433	1546687	321	197
93	MIF	0	1546687	321	0
93	DDT	1	1546687	321	1
94	GBP1	3	257551	95	3
94	CTSS	49	257551	95	27
94	RFX5	1	257551	95	1
94	CXCR4	27	257551	95	19
94	STAT1	5	257551	95	5
94	LAMP3	1	257551	95	1
94	CXCL10	0	257551	95	0
94	IRF1	15	257551	95	11
94	LAMP2	23	257551	95	13
94	CTSB	174	257551	95	44
94	CTSD	0	257551	95	0
94	CD44	17	257551	95	13
94	LAMP1	40	257551	95	24
94	CIITA	42	257551	95	34
94	MIF	0	257551	95	0
94	DDT	0	257551	95	0
95	GBP1	1	203839	237	1
95	CTSS	15	203839	237	14
95	RFX5	2	203839	237	2
95	CXCR4	72	203839	237	56
95	STAT1	1	203839	237	1
95	LAMP3	1	203839	237	1
95	CXCL10	0	203839	237	0
95	IRF1	2	203839	237	2
95	LAMP2	18	203839	237	17
95	CTSB	97	203839	237	75
95	CTSD	0	203839	237	0
95	CD44	0	203839	237	0
95	LAMP1	26	203839	237	24
95	CIITA	45	203839	237	38
95	MIF	0	203839	237	0
95	DDT	0	203839	237	0
96	GBP1	43	1733339	363	36
96	CTSS	438	1733339	363	192
96	RFX5	12	1733339	363	11
96	CXCR4	739	1733339	363	199
96	STAT1	67	1733339	363	57
96	LAMP3	5	1733339	363	4
96	CXCL10	1	1733339	363	1
96	IRF1	40	1733339	363	34
96	LAMP2	289	1733339	363	156
96	CTSB	1652	1733339	363	280
96	CTSD	0	1733339	363	0
96	CD44	104	1733339	363	48
96	LAMP1	256	1733339	363	141
96	CIITA	576	1733339	363	235
96	MIF	0	1733339	363	0
96	DDT	3	1733339	363	3
97	GBP1	2	107570	109	2
97	CTSS	16	107570	109	15
97	RFX5	0	107570	109	0
97	CXCR4	33	107570	109	22
97	STAT1	2	107570	109	2
97	LAMP3	1	107570	109	1
97	CXCL10	0	107570	109	0
97	IRF1	0	107570	109	0
97	LAMP2	5	107570	109	4
97	CTSB	66	107570	109	44
97	CTSD	0	107570	109	0
97	CD44	8	107570	109	6
97	LAMP1	11	107570	109	11
97	CIITA	32	107570	109	28
97	MIF	0	107570	109	0
97	DDT	0	107570	109	0
98	GBP1	0	330988	153	0
98	CTSS	41	330988	153	32
98	RFX5	5	330988	153	5
98	CXCR4	17	330988	153	10
98	STAT1	25	330988	153	15
98	LAMP3	0	330988	153	0
98	CXCL10	0	330988	153	0
98	IRF1	3	330988	153	3
98	LAMP2	14	330988	153	14
98	CTSB	94	330988	153	55
98	CTSD	0	330988	153	0
98	CD44	6	330988	153	1
98	LAMP1	16	330988	153	15
98	CIITA	120	330988	153	64
98	MIF	0	330988	153	0
98	DDT	0	330988	153	0
99	GBP1	4	958527	990	4
99	CTSS	227	958527	990	187
99	RFX5	10	958527	990	10
99	CXCR4	137	958527	990	114
99	STAT1	127	958527	990	109
99	LAMP3	1	958527	990	1
99	CXCL10	1	958527	990	1
99	IRF1	9	958527	990	9
99	LAMP2	13	958527	990	9
99	CTSB	667	958527	990	458
99	CTSD	0	958527	990	0
99	CD44	157	958527	990	132
99	LAMP1	105	958527	990	96
99	CIITA	406	958527	990	303
99	MIF	0	958527	990	0
99	DDT	2	958527	990	2
100	GBP1	2	304889	343	2
100	CTSS	60	304889	343	47
100	RFX5	4	304889	343	4
100	CXCR4	31	304889	343	24
100	STAT1	20	304889	343	18
100	LAMP3	1	304889	343	1
100	CXCL10	0	304889	343	0
100	IRF1	1	304889	343	1
100	LAMP2	15	304889	343	15
100	CTSB	192	304889	343	138
100	CTSD	0	304889	343	0
100	CD44	43	304889	343	38
100	LAMP1	21	304889	343	17
100	CIITA	124	304889	343	90
100	MIF	0	304889	343	0
100	DDT	2	304889	343	2
101	GBP1	5	391512	356	5
101	CTSS	35	391512	356	30
101	RFX5	4	391512	356	3
101	CXCR4	24	391512	356	16
101	STAT1	27	391512	356	23
101	LAMP3	2	391512	356	2
101	CXCL10	0	391512	356	0
101	IRF1	9	391512	356	8
101	LAMP2	2	391512	356	2
101	CTSB	341	391512	356	167
101	CTSD	0	391512	356	0
101	CD44	2	391512	356	1
101	LAMP1	49	391512	356	41
101	CIITA	103	391512	356	88
101	MIF	0	391512	356	0
101	DDT	1	391512	356	1
102	GBP1	16	3354577	1078	14
102	CTSS	626	3354577	1078	414
102	RFX5	30	3354577	1078	30
102	CXCR4	638	3354577	1078	339
102	STAT1	160	3354577	1078	126
102	LAMP3	0	3354577	1078	0
102	CXCL10	8	3354577	1078	2
102	IRF1	36	3354577	1078	35
102	LAMP2	445	3354577	1078	346
102	CTSB	3301	3354577	1078	867
102	CTSD	0	3354577	1078	0
102	CD44	104	3354577	1078	76
102	LAMP1	437	3354577	1078	339
102	CIITA	1199	3354577	1078	616
102	MIF	0	3354577	1078	0
102	DDT	0	3354577	1078	0
103	GBP1	0	855	1	0
103	CTSS	0	855	1	0
103	RFX5	0	855	1	0
103	CXCR4	0	855	1	0
103	STAT1	0	855	1	0
103	LAMP3	0	855	1	0
103	CXCL10	0	855	1	0
103	IRF1	0	855	1	0
103	LAMP2	0	855	1	0
103	CTSB	0	855	1	0
103	CTSD	0	855	1	0
103	CD44	0	855	1	0
103	LAMP1	0	855	1	0
103	CIITA	1	855	1	1
103	MIF	0	855	1	0
103	DDT	0	855	1	0
104	GBP1	4	926479	796	4
104	CTSS	163	926479	796	139
104	RFX5	8	926479	796	7
104	CXCR4	57	926479	796	49
104	STAT1	77	926479	796	67
104	LAMP3	0	926479	796	0
104	CXCL10	0	926479	796	0
104	IRF1	7	926479	796	6
104	LAMP2	3	926479	796	3
104	CTSB	608	926479	796	372
104	CTSD	0	926479	796	0
104	CD44	59	926479	796	52
104	LAMP1	128	926479	796	110
104	CIITA	285	926479	796	223
104	MIF	0	926479	796	0
104	DDT	0	926479	796	0
105	GBP1	3	1068572	173	3
105	CTSS	152	1068572	173	79
105	RFX5	11	1068572	173	10
105	CXCR4	281	1068572	173	70
105	STAT1	44	1068572	173	28
105	LAMP3	2	1068572	173	2
105	CXCL10	0	1068572	173	0
105	IRF1	5	1068572	173	5
105	LAMP2	156	1068572	173	86
105	CTSB	1156	1068572	173	154
105	CTSD	0	1068572	173	0
105	CD44	11	1068572	173	8
105	LAMP1	155	1068572	173	81
105	CIITA	269	1068572	173	107
105	MIF	0	1068572	173	0
105	DDT	0	1068572	173	0
106	GBP1	6	826553	439	6
106	CTSS	107	826553	439	82
106	RFX5	4	826553	439	4
106	CXCR4	25	826553	439	22
106	STAT1	12	826553	439	12
106	LAMP3	1	826553	439	1
106	CXCL10	0	826553	439	0
106	IRF1	20	826553	439	18
106	LAMP2	48	826553	439	44
106	CTSB	197	826553	439	149
106	CTSD	0	826553	439	0
106	CD44	3	826553	439	3
106	LAMP1	51	826553	439	49
106	CIITA	139	826553	439	114
