anchor_gene	query_role	source_gene	target_gene	candidate_node	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	source_databases	reference_count	curation_effort	status	mode
CD274	manual_seed_controller	PDCD1	CD274	PDCD1	True						manual_seed_from_immediate_known_biology			200	manual
CD274	manual_seed_controller	JAK1	CD274	JAK1	True						manual_seed_from_immediate_known_biology			200	manual
CD274	manual_seed_controller	JAK2	CD274	JAK2	True						manual_seed_from_immediate_known_biology			200	manual
CD274	manual_seed_controller	STAT1	CD274	STAT1	True						manual_seed_from_immediate_known_biology			200	manual
CD274	manual_seed_controller	RELA	CD274	RELA	True						manual_seed_from_immediate_known_biology			200	manual
CD80	manual_seed_controller	CD28	CD80	CD28	True						manual_seed_from_immediate_known_biology			200	manual
CD80	manual_seed_controller	CTLA4	CD80	CTLA4	True						manual_seed_from_immediate_known_biology			200	manual
CD80	manual_seed_controller	CD86	CD80	CD86	True						manual_seed_from_immediate_known_biology			200	manual
TNFSF15	manual_seed_controller	TNFRSF25	TNFSF15	TNFRSF25	True						manual_seed_from_immediate_known_biology			200	manual
TNFSF15	manual_seed_controller	NFKB1	TNFSF15	NFKB1	True						manual_seed_from_immediate_known_biology			200	manual
TNFSF15	manual_seed_controller	RELA	TNFSF15	RELA	True						manual_seed_from_immediate_known_biology			200	manual
FCGR2B	manual_seed_controller	SYK	FCGR2B	SYK	True						manual_seed_from_immediate_known_biology			200	manual
FCGR2B	manual_seed_controller	INPP5D	FCGR2B	INPP5D	True						manual_seed_from_immediate_known_biology			200	manual
FCGR2B	manual_seed_controller	LILRB1	FCGR2B	LILRB1	True						manual_seed_from_immediate_known_biology			200	manual
FCGR2A	manual_seed_controller	SYK	FCGR2A	SYK	True						manual_seed_from_immediate_known_biology			200	manual
FCGR2A	manual_seed_controller	FCER1G	FCGR2A	FCER1G	True						manual_seed_from_immediate_known_biology			200	manual
NCF1	manual_seed_controller	CYBB	NCF1	CYBB	True						manual_seed_from_immediate_known_biology			200	manual
NCF1	manual_seed_controller	NCF2	NCF1	NCF2	True						manual_seed_from_immediate_known_biology			200	manual
NCF1	manual_seed_controller	NCF4	NCF1	NCF4	True						manual_seed_from_immediate_known_biology			200	manual
NCF1	manual_seed_controller	RAC2	NCF1	RAC2	True						manual_seed_from_immediate_known_biology			200	manual
IL7R	manual_seed_controller	JAK1	IL7R	JAK1	True						manual_seed_from_immediate_known_biology			200	manual
IL7R	manual_seed_controller	JAK3	IL7R	JAK3	True						manual_seed_from_immediate_known_biology			200	manual
IL7R	manual_seed_controller	STAT5A	IL7R	STAT5A	True						manual_seed_from_immediate_known_biology			200	manual
IL7R	manual_seed_controller	STAT5B	IL7R	STAT5B	True						manual_seed_from_immediate_known_biology			200	manual
STAT4	manual_seed_controller	JAK2	STAT4	JAK2	True						manual_seed_from_immediate_known_biology			200	manual
STAT4	manual_seed_controller	TYK2	STAT4	TYK2	True						manual_seed_from_immediate_known_biology			200	manual
STAT4	manual_seed_controller	IL12RB1	STAT4	IL12RB1	True						manual_seed_from_immediate_known_biology			200	manual
STAT4	manual_seed_controller	IL12RB2	STAT4	IL12RB2	True						manual_seed_from_immediate_known_biology			200	manual
TNFRSF9	manual_seed_controller	TRAF1	TNFRSF9	TRAF1	True						manual_seed_from_immediate_known_biology			200	manual
TNFRSF9	manual_seed_controller	TRAF2	TNFRSF9	TRAF2	True						manual_seed_from_immediate_known_biology			200	manual
TNFRSF9	manual_seed_controller	NFKB1	TNFRSF9	NFKB1	True						manual_seed_from_immediate_known_biology			200	manual
TNFRSF9	manual_seed_controller	RELA	TNFRSF9	RELA	True						manual_seed_from_immediate_known_biology			200	manual
