analysis	disease_name	compartment	gene	n_feature_columns
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ARHGEF28	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ARPC5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ASL	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ASPM	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ATOX1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	AXL	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	BATF2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	BCL2L14	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	BICD1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	BTF3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C15ORF48	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C1QTNF1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	C4ORF46	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CALR	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CAPZA1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CARD10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CARD16	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CASP10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CASP4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CASP8	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CBX3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CCL19	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CCL20	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD200R1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD24	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD274	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD300A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD300E	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD300LF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD36	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD44	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD74	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CD82	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CDC42EP1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CDC42SE1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CDV3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CFB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CFP	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CHD1L	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CHI3L1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CKLF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CNN2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CNN3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	COL4A1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	COX7A2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	COX7B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CSGALNACT1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CSTA	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTNNB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSC	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSL	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSS	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXCL1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXCL2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXCL3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXCL8	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXCL9	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CYTOR	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DAP	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DBI	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DDAH1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DDIT4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DDX39A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DENND2D	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DNAJB11	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DUSP6	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	DYNLT1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	EEF1E1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ENO1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	EPS8L1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	EPSTI1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ESCO2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FABP5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FAM136A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FBXO6	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FCGR2B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FKBP1A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FMNL2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FXYD5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GABARAPL2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GALE	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GBP1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GBP4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GK	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GOLT1B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GPNMB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GPX2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GSTO1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GYS1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HAPLN3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HIF1A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DMA	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DMB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DRB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HSP90B1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HSPG2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IDO1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFI16	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFI30	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFITM2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFITM3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFT43	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IGHG1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IL15	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IL23A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IL2RG	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IL7R	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IRF1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ITGA2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ITGA5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ITGB4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	JAK1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	JAK2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	JAK3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	KCNJ2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	KRT7	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	KRTCAP3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	KYNU	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAMB3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAMP3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LCN2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LDLRAD3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LIMS1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LIPA	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LRG1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LRRC59	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LRRC61	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LTA4H	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LTF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LYPLA1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LYZ	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MAGIX	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MAGOHB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MARCO	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MERTK	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	METAP1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MIF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MMP15	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MMP7	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MOB3B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MPHOSPH6	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MRRF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MSR1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MSRB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MTF1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MTHFD2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MYD88	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NAMPT	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NCK1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NDUFA11	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NLRC5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NLRP3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NME1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NMI	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NOP14	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NPTX2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NR1H3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NUP205	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	OLFM4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	OSM	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	OSMR	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	P4HB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDE4B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDE4D	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDIA4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDLIM7	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDPN	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PGGHG	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PI15	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PI3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PIK3R2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PIKFYVE	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PKM	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PLEK2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	POMP	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPARG	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPIA	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPIB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPIF	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPIL3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PPP3CA	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PRSS22	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSMA1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSMA3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSMA4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSMA5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSMB8	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSME1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PSME2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PTGS2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PTPN2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PTPRE	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB11A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB11FIP4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB24	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB3D	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RABGGTB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	REG1A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	REG3A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ROMO1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RPL17	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RPP40	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RREB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	S100A11	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	S100A8	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	S100A9	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	S100P	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SAA1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SAA2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SBNO2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SCD	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SDC4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SEC14L2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SEC61A1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SEC61B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SEL1L3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SERPINA1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SERPINB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SH3GLB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SHISA5	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SIGLEC10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SLC10A7	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SLC25A22	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SLPI	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SMCO4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SNRPG	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SNX10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SP140	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SPNS1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SPP1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SQLE	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SSR3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	STAB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	STAT1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SUB1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TBXAS1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TFE3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TFEB	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TGM2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TIMM17A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TIMP1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TMEM165	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TMEM167A	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TMSB10	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNFAIP6	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNFAIP8	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNFAIP8L1	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNFRSF11B	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNIP3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TPM4	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TREM2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TTYH3	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TYK2	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TYROBP	1
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ZWILCH	1
ibd_crohn_stromal	Crohn disease	colon stromal	ABHD2	1
ibd_crohn_stromal	Crohn disease	colon stromal	ACSL1	1
ibd_crohn_stromal	Crohn disease	colon stromal	ACSL3	1
ibd_crohn_stromal	Crohn disease	colon stromal	ACSL4	1
ibd_crohn_stromal	Crohn disease	colon stromal	AGRN	1
ibd_crohn_stromal	Crohn disease	colon stromal	ANGPTL4	1
ibd_crohn_stromal	Crohn disease	colon stromal	ANKRD22	1
ibd_crohn_stromal	Crohn disease	colon stromal	AP2B1	1
ibd_crohn_stromal	Crohn disease	colon stromal	APOC1	1
ibd_crohn_stromal	Crohn disease	colon stromal	APOL1	1
ibd_crohn_stromal	Crohn disease	colon stromal	APOL2	1
ibd_crohn_stromal	Crohn disease	colon stromal	AQR	1
ibd_crohn_stromal	Crohn disease	colon stromal	ARHGEF28	1
ibd_crohn_stromal	Crohn disease	colon stromal	ARPC5	1
ibd_crohn_stromal	Crohn disease	colon stromal	ASL	1
ibd_crohn_stromal	Crohn disease	colon stromal	ASPM	1
ibd_crohn_stromal	Crohn disease	colon stromal	ATOX1	1
ibd_crohn_stromal	Crohn disease	colon stromal	AXL	1
ibd_crohn_stromal	Crohn disease	colon stromal	BATF2	1
ibd_crohn_stromal	Crohn disease	colon stromal	BCL2L14	1
ibd_crohn_stromal	Crohn disease	colon stromal	BICD1	1
ibd_crohn_stromal	Crohn disease	colon stromal	BTF3	1
ibd_crohn_stromal	Crohn disease	colon stromal	C15ORF48	1
ibd_crohn_stromal	Crohn disease	colon stromal	C1QTNF1	1
ibd_crohn_stromal	Crohn disease	colon stromal	C4ORF46	1
ibd_crohn_stromal	Crohn disease	colon stromal	CALR	1
ibd_crohn_stromal	Crohn disease	colon stromal	CAPZA1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CARD10	1
ibd_crohn_stromal	Crohn disease	colon stromal	CARD16	1
ibd_crohn_stromal	Crohn disease	colon stromal	CASP10	1
ibd_crohn_stromal	Crohn disease	colon stromal	CASP4	1
ibd_crohn_stromal	Crohn disease	colon stromal	CASP8	1
ibd_crohn_stromal	Crohn disease	colon stromal	CBX3	1
ibd_crohn_stromal	Crohn disease	colon stromal	CCL19	1
ibd_crohn_stromal	Crohn disease	colon stromal	CCL20	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD200R1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD24	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD274	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD300A	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD300E	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD300LF	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD36	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD44	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD74	1
ibd_crohn_stromal	Crohn disease	colon stromal	CD82	1
ibd_crohn_stromal	Crohn disease	colon stromal	CDC42EP1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CDC42SE1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CDV3	1
ibd_crohn_stromal	Crohn disease	colon stromal	CFB	1
ibd_crohn_stromal	Crohn disease	colon stromal	CFP	1
ibd_crohn_stromal	Crohn disease	colon stromal	CHD1L	1
ibd_crohn_stromal	Crohn disease	colon stromal	CHI3L1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CKLF	1
ibd_crohn_stromal	Crohn disease	colon stromal	CNN2	1
ibd_crohn_stromal	Crohn disease	colon stromal	CNN3	1
ibd_crohn_stromal	Crohn disease	colon stromal	COL4A1	1
ibd_crohn_stromal	Crohn disease	colon stromal	COX7A2	1
ibd_crohn_stromal	Crohn disease	colon stromal	COX7B	1
ibd_crohn_stromal	Crohn disease	colon stromal	CSGALNACT1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CSTA	1
ibd_crohn_stromal	Crohn disease	colon stromal	CTNNB1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CTSB	1
ibd_crohn_stromal	Crohn disease	colon stromal	CTSC	1
ibd_crohn_stromal	Crohn disease	colon stromal	CTSL	1
ibd_crohn_stromal	Crohn disease	colon stromal	CTSS	1
ibd_crohn_stromal	Crohn disease	colon stromal	CXCL1	1
ibd_crohn_stromal	Crohn disease	colon stromal	CXCL2	1
ibd_crohn_stromal	Crohn disease	colon stromal	CXCL3	1
ibd_crohn_stromal	Crohn disease	colon stromal	CXCL8	1
ibd_crohn_stromal	Crohn disease	colon stromal	CXCL9	1
ibd_crohn_stromal	Crohn disease	colon stromal	CYTOR	1
ibd_crohn_stromal	Crohn disease	colon stromal	DAP	1
ibd_crohn_stromal	Crohn disease	colon stromal	DBI	1
ibd_crohn_stromal	Crohn disease	colon stromal	DDAH1	1
ibd_crohn_stromal	Crohn disease	colon stromal	DDIT4	1
ibd_crohn_stromal	Crohn disease	colon stromal	DDX39A	1
ibd_crohn_stromal	Crohn disease	colon stromal	DENND2D	1
ibd_crohn_stromal	Crohn disease	colon stromal	DNAJB11	1
ibd_crohn_stromal	Crohn disease	colon stromal	DUSP6	1
ibd_crohn_stromal	Crohn disease	colon stromal	DYNLT1	1
ibd_crohn_stromal	Crohn disease	colon stromal	EEF1E1	1
ibd_crohn_stromal	Crohn disease	colon stromal	ENO1	1
ibd_crohn_stromal	Crohn disease	colon stromal	EPS8L1	1
ibd_crohn_stromal	Crohn disease	colon stromal	EPSTI1	1
ibd_crohn_stromal	Crohn disease	colon stromal	ESCO2	1
ibd_crohn_stromal	Crohn disease	colon stromal	FABP5	1
ibd_crohn_stromal	Crohn disease	colon stromal	FAM136A	1
ibd_crohn_stromal	Crohn disease	colon stromal	FBXO6	1
ibd_crohn_stromal	Crohn disease	colon stromal	FCGR2B	1
ibd_crohn_stromal	Crohn disease	colon stromal	FKBP1A	1
ibd_crohn_stromal	Crohn disease	colon stromal	FMNL2	1
ibd_crohn_stromal	Crohn disease	colon stromal	FXYD5	1
ibd_crohn_stromal	Crohn disease	colon stromal	GABARAPL2	1
ibd_crohn_stromal	Crohn disease	colon stromal	GALE	1
ibd_crohn_stromal	Crohn disease	colon stromal	GBP1	1
ibd_crohn_stromal	Crohn disease	colon stromal	GBP4	1
ibd_crohn_stromal	Crohn disease	colon stromal	GK	1
ibd_crohn_stromal	Crohn disease	colon stromal	GOLT1B	1
ibd_crohn_stromal	Crohn disease	colon stromal	GPNMB	1
ibd_crohn_stromal	Crohn disease	colon stromal	GPX2	1
ibd_crohn_stromal	Crohn disease	colon stromal	GSTO1	1
ibd_crohn_stromal	Crohn disease	colon stromal	GYS1	1
ibd_crohn_stromal	Crohn disease	colon stromal	HAPLN3	1
ibd_crohn_stromal	Crohn disease	colon stromal	HIF1A	1
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-B	1
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DMA	1
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DMB	1
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DRB1	1
ibd_crohn_stromal	Crohn disease	colon stromal	HSP90B1	1
ibd_crohn_stromal	Crohn disease	colon stromal	HSPG2	1
ibd_crohn_stromal	Crohn disease	colon stromal	IDO1	1
ibd_crohn_stromal	Crohn disease	colon stromal	IFI16	1
ibd_crohn_stromal	Crohn disease	colon stromal	IFI30	1
ibd_crohn_stromal	Crohn disease	colon stromal	IFITM2	1
ibd_crohn_stromal	Crohn disease	colon stromal	IFITM3	1
ibd_crohn_stromal	Crohn disease	colon stromal	IFT43	1
ibd_crohn_stromal	Crohn disease	colon stromal	IGHG1	1
ibd_crohn_stromal	Crohn disease	colon stromal	IL15	1
ibd_crohn_stromal	Crohn disease	colon stromal	IL23A	1
ibd_crohn_stromal	Crohn disease	colon stromal	IL2RG	1
ibd_crohn_stromal	Crohn disease	colon stromal	IL7R	1
ibd_crohn_stromal	Crohn disease	colon stromal	IRF1	1
ibd_crohn_stromal	Crohn disease	colon stromal	ITGA2	1
ibd_crohn_stromal	Crohn disease	colon stromal	ITGA5	1
ibd_crohn_stromal	Crohn disease	colon stromal	ITGB4	1
ibd_crohn_stromal	Crohn disease	colon stromal	JAK1	1
ibd_crohn_stromal	Crohn disease	colon stromal	JAK2	1
ibd_crohn_stromal	Crohn disease	colon stromal	JAK3	1
ibd_crohn_stromal	Crohn disease	colon stromal	KCNJ2	1
ibd_crohn_stromal	Crohn disease	colon stromal	KRT7	1
ibd_crohn_stromal	Crohn disease	colon stromal	KRTCAP3	1
ibd_crohn_stromal	Crohn disease	colon stromal	KYNU	1
ibd_crohn_stromal	Crohn disease	colon stromal	LAMB3	1
ibd_crohn_stromal	Crohn disease	colon stromal	LAMP3	1
ibd_crohn_stromal	Crohn disease	colon stromal	LCN2	1
ibd_crohn_stromal	Crohn disease	colon stromal	LDLRAD3	1
ibd_crohn_stromal	Crohn disease	colon stromal	LIMS1	1
ibd_crohn_stromal	Crohn disease	colon stromal	LIPA	1
ibd_crohn_stromal	Crohn disease	colon stromal	LRG1	1
ibd_crohn_stromal	Crohn disease	colon stromal	LRRC59	1
ibd_crohn_stromal	Crohn disease	colon stromal	LRRC61	1
ibd_crohn_stromal	Crohn disease	colon stromal	LTA4H	1
ibd_crohn_stromal	Crohn disease	colon stromal	LTF	1
ibd_crohn_stromal	Crohn disease	colon stromal	LYPLA1	1
ibd_crohn_stromal	Crohn disease	colon stromal	LYZ	1
