gene	wave34_call	wave34_score	gate	passed
HSD17B4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
INPP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
KLF2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
LIPG	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MED13L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MEF2C	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MIB1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MIS18BP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MLX	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MMP9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MRPL36	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MRPS21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
MSI2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
N4BP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
NDST2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
NEBL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
NEDD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
PDGFRL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
PIM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
PLAT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
POPDC3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RASGEF1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RASSF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RBKS	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RCHY1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RDH10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
RGCC	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
SGMS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
SH3BP4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
SNX18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
SPIB	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TEAD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TMEM163	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TMEM173	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TMEM241	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TMEM86B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
TNFSF13B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
UAP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
VDR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
WDR36	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
YES1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
ZC3H7B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
ZKSCAN4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.2	gate_perturbation_or_model	False
ACTA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ADAMTS10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ADAMTS2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ADGRF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ADPRH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AEBP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AFAP1L1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AFMID	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AFTPH-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AGK	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AIM2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AKIRIN2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AKR1E2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AKT3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ALPK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANAPC4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANKRD10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANKRD44	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANKRD44-IT1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANO8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ANXA10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
APCDD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ARHGAP4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ARHGEF10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ARL15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ASF1A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ASIP	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ASXL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATM	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATP5F1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATP8A1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ATXN10	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
AZIN2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
BCAS3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
BCL11B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
BLOC1S2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C14ORF180	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C1QL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C20ORF202	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C3ORF67	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C3ORF80	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C6ORF120	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C6ORF62	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
C9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CAP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CARS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CBLC	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CCDC146	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CCDC18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CCDC22	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CDH2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CDK1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CDK8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CDKN2A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CDKN2B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CFTR	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CHCHD1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CHRNA7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CHSY3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CLIC5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CLK3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COL1A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COL5A2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COMMD9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COPS8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COQ5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
COX15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CR1L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CSF3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CTDSP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CTRB2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CWC22	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CWF19L1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CX3CL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CXCL6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CXORF21	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CYP26B1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CYP27B1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CYP2C18	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
CYTH1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
D2HGDH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DAPK2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DDR2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DENND1A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DEPDC5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DGKE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DNAI4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DNAJC4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DNER	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DNM2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DNM3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DOCK7	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DONSON	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
DUS2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EBF4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EFEMP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EFNA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EIF4E	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ELP6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EMC9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ENTREP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EP300	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
EPCAM-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ERC1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ERCC8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FABP6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM120B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM241A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM241B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM57A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM69A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM83A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM84A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FAM85B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FBXO11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FCRL1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FCRL5	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FKBP8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FNBP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FOXE1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FPR3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
FUCA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GATA6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GDF15	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GFPT2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GIGYF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GIMAP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GNG2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GOLGA8B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GPD2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GPN1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GPR176	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GRIP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
GSTP1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
H2BC11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
H3C6	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
H4C11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HACE1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HARBI1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HDGFL2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HFE	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HHAT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HIBCH	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HMGA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HNMT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HOXA1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HSPB9	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
HTR3A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IER5L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IGF2R	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IKBKB	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IL11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IL36G	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
INKA2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
INPP5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
INTS8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IPCEF1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IPO9-AS1	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IRAG2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IRAK4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
IRF2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
ITGB1-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
JARID2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KAT8	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KBTBD6-DT	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KCND2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KCNK12	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KDM4B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIAA0319	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIAA0391	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIAA1549L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIF11	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIF1B	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KIF5A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KLK3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
KLLN	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
L3MBTL4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LARS2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LAYN	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LCORL	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LCP2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LEMD2	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LILRB4	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LPAR3	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LRRC36	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LSM14A	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
LURAP1L	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0	gate_perturbation_or_model	False
