dataset	pathway	perturbation	cell_type	gene	log2fc	p	fdr
GSE281048_Mixscale	IFNB	DRAP1	HT29	FOS	0.112245003562899	0.662228065523662	0.8948844109554609
GSE281048_Mixscale	IFNB	DRAP1	HT29	IFIT1	0.425355035360347	0.245271542044282	0.6586366211401699
GSE281048_Mixscale	IFNB	DRAP1	HT29	CTSS	0.519992848746175	0.0130205011781884	0.16365094828784454
GSE281048_Mixscale	IFNB	DRAP1	HT29	IRF1	0.180608264364693	0.511771854738649	0.836167628666805
GSE281048_Mixscale	IFNB	DRAP1	HT29	JUN	0.167558629083796	0.0465843504674387	0.3411291831078113
GSE281048_Mixscale	IFNB	DRAP1	HT29	HSP90AA1	0.200912247947005	0.111794175526819	0.4984930119315679
GSE281048_Mixscale	IFNB	DRAP1	HT29	ISG15	0.178108073064319	0.758982796874615	0.9305468719671155
GSE281048_Mixscale	IFNB	DRAP1	HT29	GBP1	0.482149353860663	0.0075787034561892	0.11846202475065191
GSE281048_Mixscale	IFNB	DRAP1	HT29	HSPA1A		0.167257092476171	0.5801816758545619
GSE281048_Mixscale	IFNB	DRAP1	HT29	ATF4	0.110007484484852	0.0261946345669276	0.2546323132369797
GSE281048_Mixscale	IFNB	DRAP1	HT29	DNAJB1	0.414681975933667	0.869167389003442	0.9695709867195985
GSE281048_Mixscale	IFNB	DRAP1	HT29	DDIT3		0.0703673149512097	0.40859340974212555
GSE281048_Mixscale	IFNB	DRAP1	HT29	RFX5		0.580707391228006	0.8622351368544331
GSE281048_Mixscale	IFNB	DRAP1	HT29	CASP3	0.509929563367889	0.605292674464994	0.8749844757711304
GSE281048_Mixscale	IFNB	DRAP1	HT29	HSPA1B	0.337482936867234	0.48799150768007	0.8271025417586777
GSE281048_Mixscale	IFNB	DRAP1	K562	STAT1	0.0581348483717852	0.356844060565344	0.8692876690663859
GSE281048_Mixscale	IFNB	DRAP1	K562	KLF6	0.817639049134963	3.19162516663366e-09	6.859600389387394e-06
GSE281048_Mixscale	IFNB	DRAP1	K562	FOS		0.199755232685356	0.7832788310040618
GSE281048_Mixscale	IFNB	DRAP1	K562	IFIT1	0.16330760510773	0.87436862199493	0.9970503258549617
GSE281048_Mixscale	IFNB	DRAP1	K562	CTSS	-0.618836525257596	0.382650121791832	0.8791136015618332
GSE281048_Mixscale	IFNB	DRAP1	K562	IRF1	0.0576321664234052	0.883758715094713	0.9988913065015126
GSE281048_Mixscale	IFNB	DRAP1	K562	JUN	0.09469938546449	0.0005981464294592	0.07562612699634316
GSE281048_Mixscale	IFNB	DRAP1	K562	HSP90AA1	-0.0318106402303455	0.754898548538641	0.9707904530700704
GSE281048_Mixscale	IFNB	DRAP1	K562	ISG15	0.460030434010563	0.0012358071826686	0.10841055458573423
GSE281048_Mixscale	IFNB	DRAP1	K562	GBP1		0.112348168875939	0.6946852777292074
GSE281048_Mixscale	IFNB	DRAP1	K562	HSPA1A	0.230275718123111	0.555710451042918	0.9178564356610887
GSE281048_Mixscale	IFNB	DRAP1	K562	ATF4	-0.167306611737701	0.185240214168719	0.7810498975492567
GSE281048_Mixscale	IFNB	DRAP1	K562	DNAJB1	0.27521226475593	0.511062793476035	0.9175018249261617
GSE281048_Mixscale	IFNB	DRAP1	K562	DDIT3	0.459844953497726	0.212489583353109	0.7922431996154891
GSE281048_Mixscale	IFNB	DRAP1	K562	RFX5		0.412546303764989	0.8855581956223747
GSE281048_Mixscale	IFNB	DRAP1	K562	CASP3	0.214038319863848	0.573167552167016	0.9198001475725076
GSE281048_Mixscale	IFNB	DRAP1	K562	HSPA1B		0.692399161346746	0.9542087177373973
GSE281048_Mixscale	IFNB	DRAP1	MCF7	STAT1	0.0410398722846468	1.09637104607295e-12	7.78967097775963e-11
GSE281048_Mixscale	IFNB	DRAP1	MCF7	KLF6	0.143155413155751	0.227046120962088	0.48357809186619727
GSE281048_Mixscale	IFNB	DRAP1	MCF7	FOS	-0.22285144714032	0.0007047357913478	0.007807491750279685
GSE281048_Mixscale	IFNB	DRAP1	MCF7	IFIT1	0.121147206586395	0.0001448753069161	0.002111005107724935
GSE281048_Mixscale	IFNB	DRAP1	MCF7	CTSS		0.0001878600601024	0.0026563041722044945
GSE281048_Mixscale	IFNB	DRAP1	MCF7	IRF1	-0.0154730426136447	0.0002656613329892	0.0035519292063890396
GSE281048_Mixscale	IFNB	DRAP1	MCF7	JUN	-0.0993943950444898	0.0003094686470643	0.003988758558938212
GSE281048_Mixscale	IFNB	DRAP1	MCF7	HSP90AA1	0.066428541533067	0.117921696009058	0.33336824090426553
GSE281048_Mixscale	IFNB	DRAP1	MCF7	ISG15	0.218627213206529	0.994331091477194	0.9980941499079641
GSE281048_Mixscale	IFNB	DRAP1	MCF7	GBP1	0.204304927882646	0.0231744586470393	0.1128486331751527
GSE281048_Mixscale	IFNB	DRAP1	MCF7	HSPA1A	-0.194322801532346	0.0113428433404707	0.06838318667463296
GSE281048_Mixscale	IFNB	DRAP1	MCF7	ATF4	0.106425943643122	0.82900153813271	0.933963946577664
GSE281048_Mixscale	IFNB	DRAP1	MCF7	DNAJB1	0.105685287195103	0.330993726680592	0.5971048262865286
GSE281048_Mixscale	IFNB	DRAP1	MCF7	DDIT3	-0.111028260491467	0.258967158166051	0.5243383558062977
GSE281048_Mixscale	IFNB	DRAP1	MCF7	RFX5	0.181309112202122	0.333257567959977	0.5993755882326198
GSE281048_Mixscale	IFNB	DRAP1	MCF7	CASP3	-0.0410885700361097	0.158433297002437	0.3943633126796914
GSE281048_Mixscale	IFNB	DRAP1	MCF7	HSPA1B	-0.0293245050356092	0.51093594806685	0.7490306663831053
GSE281048_Mixscale	IFNB	DTX3L	A549	GBP1	0.166399367934354	0.560228345570376	0.9695276023238163
GSE281048_Mixscale	IFNB	DTX3L	A549	HSP90AA1	0.23723291449891	0.0001833360391522	0.1744136852467929
GSE281048_Mixscale	IFNB	DTX3L	A549	ISG15	-0.210888055879227	0.0482736971929554	0.8027982110472985
GSE281048_Mixscale	IFNB	DTX3L	A549	STAT1	0.0355033428975871	0.958693662221465	0.9974433732229766
GSE281048_Mixscale	IFNB	DTX3L	A549	KLF6	0.0025405909185623	0.755071729080839	0.9888377017717198
GSE281048_Mixscale	IFNB	DTX3L	A549	HSPA1A		0.694401837263654	0.9864771154090215
GSE281048_Mixscale	IFNB	DTX3L	A549	CTSS	0.0333891811564009	0.185823566542071	0.9289089061638415
GSE281048_Mixscale	IFNB	DTX3L	A549	JUN	-0.0387005696422509	0.698582429626972	0.9864771154090215
GSE281048_Mixscale	IFNB	DTX3L	A549	FOS	-0.0537092122621883	0.0753717790952855	0.8381124134546509
GSE281048_Mixscale	IFNB	DTX3L	A549	DNAJB1	-0.0292947596539284	0.990445326271119	0.9998249380908991
GSE281048_Mixscale	IFNB	DTX3L	A549	CASP3		0.0785471099557948	0.8411887488772508
GSE281048_Mixscale	IFNB	DTX3L	A549	ATF4	0.484180035422004	0.105437638562054	0.8909410014878926
GSE281048_Mixscale	IFNB	DTX3L	A549	HSPA1B		0.826967341003237	0.9895932108905784
GSE281048_Mixscale	IFNB	DTX3L	A549	IRF1	0.0047076975313703	0.427280779114048	0.9573415839700393
GSE281048_Mixscale	IFNB	DTX3L	A549	RFX5	0.167023538213427	0.163485018409735	0.9267187318009737
GSE281048_Mixscale	IFNB	DTX3L	A549	IFIT1	0.132772386171607	0.522309062788317	0.9695276023238163
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	GBP1	0.0136502735091786	0.566614229233687	0.8551656830289824
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	HSP90AA1	0.0179769056651269	0.653266033311867	0.8914988487752957
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	ISG15	-0.0491276649204339	0.0701545802671868	0.3736786503813386
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	STAT1	0.0308593192261482	0.902255554158762	0.9773465911289875
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	KLF6	0.0818354053010417	0.740791030894941	0.9261886730333406
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	HSPA1A	0.0018417026380377	0.374957001630714	0.741704989662085
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	CTSS	0.0105509514634015	0.829137154755967	0.9533189362265441
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	JUN	0.0439352907951084	0.942179130751759	0.985555408781981
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	FOS	0.198933554278969	0.497171627166665	0.8158826591774722
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	DNAJB1	-0.0841013198589946	0.117775324908851	0.47486337786305566
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	CASP3	0.226402206660542	0.0824296952462666	0.4040579608273335
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	ATF4	-0.0137820018180259	0.654530291185494	0.8921527596700526
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	HSPA1B		0.345628349446105	0.7201922433578853
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	IRF1	0.0669044565515142	0.953853872191026	0.9888770008515696
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	RFX5		0.255075481369924	0.6439702204706057
GSE281048_Mixscale	IFNB	DTX3L	BXPC3	IFIT1	-0.0114229550288465	0.20211277301356	0.5954884936483485
GSE281048_Mixscale	IFNB	DTX3L	HAP1	GBP1		0.614859110029273	0.9620278786144848
GSE281048_Mixscale	IFNB	DTX3L	HAP1	HSP90AA1	0.0659184686471352	0.57305106097307	0.9578204231094728
GSE281048_Mixscale	IFNB	DTX3L	HAP1	ISG15	0.0181330115583058	0.856074209630457	0.9833243819442021
GSE281048_Mixscale	IFNB	DTX3L	HAP1	STAT1	0.0699902814612292	0.598153284291787	0.959506710437644
GSE281048_Mixscale	IFNB	DTX3L	HAP1	KLF6	0.0492856931169969	0.74887552023118	0.9764238921403778
GSE281048_Mixscale	IFNB	DTX3L	HAP1	HSPA1A	-0.249484231185727	0.0220464142086805	0.6187106717692776
GSE281048_Mixscale	IFNB	DTX3L	HAP1	CTSS		0.666313677088085	0.9651806903413809
GSE281048_Mixscale	IFNB	DTX3L	HAP1	JUN		0.0912182584323544	0.8171402477111284
GSE281048_Mixscale	IFNB	DTX3L	HAP1	FOS		0.64041053552807	0.962991033668026
GSE281048_Mixscale	IFNB	DTX3L	HAP1	DNAJB1	0.0072685666592997	0.934899888150695	0.9930263306048751
GSE281048_Mixscale	IFNB	DTX3L	HAP1	CASP3		0.773533428748075	0.978487715106505
GSE281048_Mixscale	IFNB	DTX3L	HAP1	ATF4	0.0775075045062306	0.86765633341914	0.9861772901546099
GSE281048_Mixscale	IFNB	DTX3L	HAP1	HSPA1B		0.114032575840591	0.829376929711147
GSE281048_Mixscale	IFNB	DTX3L	HAP1	IRF1		0.874413735694308	0.9865239695631395
GSE281048_Mixscale	IFNB	DTX3L	HAP1	RFX5		0.659575388224594	0.962991033668026
GSE281048_Mixscale	IFNB	DTX3L	HAP1	IFIT1	-0.0174318126272558	0.289853767600446	0.9048555305377993
GSE281048_Mixscale	IFNB	DTX3L	HT29	GBP1	0.466789573354049	0.113800243984464	0.8236037468473898
GSE281048_Mixscale	IFNB	DTX3L	HT29	HSP90AA1	0.196095076828902	0.103710127876058	0.810953180922323
GSE281048_Mixscale	IFNB	DTX3L	HT29	ISG15	0.246485207246525	0.252570618253867	0.9108670950880403
GSE281048_Mixscale	IFNB	DTX3L	HT29	STAT1	0.294346871891688	0.516688406452965	0.9666196902155427
GSE281048_Mixscale	IFNB	DTX3L	HT29	KLF6	0.194570066078452	0.463796644314366	0.9644647935443645
GSE281048_Mixscale	IFNB	DTX3L	HT29	HSPA1A		0.204251150784634	0.8967740857516251
GSE281048_Mixscale	IFNB	DTX3L	HT29	CTSS	0.596439943594076	0.0469609008345498	0.7745058716620576
GSE281048_Mixscale	IFNB	DTX3L	HT29	JUN	0.297707530461543	0.116268074230681	0.8268223977163988
GSE281048_Mixscale	IFNB	DTX3L	HT29	FOS	0.209413351149534	0.320293609079133	0.9202588569042747
GSE281048_Mixscale	IFNB	DTX3L	HT29	DNAJB1	0.237304052491182	0.507978227648625	0.9666196902155427
GSE281048_Mixscale	IFNB	DTX3L	HT29	CASP3		0.142571544453527	0.8532558827443366
GSE281048_Mixscale	IFNB	DTX3L	HT29	ATF4	-0.140875449225309	0.0817853934546009	0.810953180922323
GSE281048_Mixscale	IFNB	DTX3L	HT29	HSPA1B	0.318611294920246	0.8075747040159	0.99126567386129
GSE281048_Mixscale	IFNB	DTX3L	HT29	IRF1	0.239488446865822	0.930878355775572	0.9987998175300825
GSE281048_Mixscale	IFNB	DTX3L	HT29	RFX5		0.781665434851643	0.9881370966529044
GSE281048_Mixscale	IFNB	DTX3L	HT29	IFIT1	0.399802087392641	0.225985849575682	0.9036228917227946
GSE281048_Mixscale	IFNB	DTX3L	K562	GBP1		2.12070971337548e-07	0.00018157516565920858
GSE281048_Mixscale	IFNB	DTX3L	K562	HSP90AA1	0.0775586117564797	0.54725102250653	0.9198641658234673
GSE281048_Mixscale	IFNB	DTX3L	K562	ISG15	0.52580445195887	0.0058516393532431	0.2427395058902579
GSE281048_Mixscale	IFNB	DTX3L	K562	STAT1	0.180978059143249	0.0438353566612322	0.5640468212965744
GSE281048_Mixscale	IFNB	DTX3L	K562	KLF6	0.393147957124852	0.0082823451220698	0.2836537557406465
GSE281048_Mixscale	IFNB	DTX3L	K562	HSPA1A		0.609465491137013	0.9380230115438369
GSE281048_Mixscale	IFNB	DTX3L	K562	CTSS	0.564596200283931	0.114085600355709	0.7069904676752982
GSE281048_Mixscale	IFNB	DTX3L	K562	JUN	0.0856705862254379	0.148036587377308	0.7442111080874168
GSE281048_Mixscale	IFNB	DTX3L	K562	FOS		0.810530107173303	0.9729088430699313
GSE281048_Mixscale	IFNB	DTX3L	K562	DNAJB1	0.0302349488030731	0.699030026082048	0.9549877369070101
GSE281048_Mixscale	IFNB	DTX3L	K562	CASP3	0.307349530097373	0.521504365114061	0.9153890662331609
GSE281048_Mixscale	IFNB	DTX3L	K562	ATF4	0.0635334123061022	0.397883150458612	0.883473945598194
GSE281048_Mixscale	IFNB	DTX3L	K562	HSPA1B		0.974295884889513	0.999602926456266
GSE281048_Mixscale	IFNB	DTX3L	K562	IRF1	-0.268670272809919	0.152955085599097	0.7475048242761448
GSE281048_Mixscale	IFNB	DTX3L	K562	RFX5		0.383239576158188	0.8834089989613182
GSE281048_Mixscale	IFNB	DTX3L	K562	IFIT1	0.380055668527898	0.841444740515819	0.9768356142130952
GSE281048_Mixscale	IFNB	DTX3L	MCF7	GBP1	0.228881643649758	0.810989544278404	0.9474802312373548
GSE281048_Mixscale	IFNB	DTX3L	MCF7	HSP90AA1	0.0862046706233115	0.133896437656458	0.47147800241026716
GSE281048_Mixscale	IFNB	DTX3L	MCF7	ISG15	0.130673397030047	0.890955482562141	0.9701929818732149
GSE281048_Mixscale	IFNB	DTX3L	MCF7	STAT1	0.188230398868208	0.0080592928507038	0.09823650479617017
GSE281048_Mixscale	IFNB	DTX3L	MCF7	KLF6	0.0628840229174459	0.325863039032233	0.6889955026828214
GSE281048_Mixscale	IFNB	DTX3L	MCF7	HSPA1A	-0.157986567838202	0.134649242196228	0.47171309807041906
GSE281048_Mixscale	IFNB	DTX3L	MCF7	CTSS		0.0221664026635739	0.1842991174651693
GSE281048_Mixscale	IFNB	DTX3L	MCF7	JUN	0.170500785327889	0.0292138055562239	0.21415120134622348
GSE281048_Mixscale	IFNB	DTX3L	MCF7	FOS	0.185279905684865	0.860927661160009	0.9628082896047967
GSE281048_Mixscale	IFNB	DTX3L	MCF7	DNAJB1	0.068211602933214	0.0778411202856766	0.3641943562218377
GSE281048_Mixscale	IFNB	DTX3L	MCF7	CASP3	-0.0477397856991906	0.353389499682167	0.7126050156096829
GSE281048_Mixscale	IFNB	DTX3L	MCF7	ATF4	0.0808626093702518	0.262833445556639	0.6310656087649869
GSE281048_Mixscale	IFNB	DTX3L	MCF7	HSPA1B	0.0550899410867909	0.357251939743975	0.7151721085078125
GSE281048_Mixscale	IFNB	DTX3L	MCF7	IRF1	0.189330447030845	0.200701879602622	0.5629808154972644
GSE281048_Mixscale	IFNB	DTX3L	MCF7	RFX5	0.276287969631753	0.910561998327335	0.9748463782251282
GSE281048_Mixscale	IFNB	DTX3L	MCF7	IFIT1	0.152895503776463	0.783856787232863	0.9363747517221814
GSE281048_Mixscale	IFNB	ELK1	A549	CTSS	0.244509619796739	0.0008114750588185	0.24367436766235526
GSE281048_Mixscale	IFNB	ELK1	A549	KLF6	-0.104917740649705	0.500537834390349	0.9396391171228949
GSE281048_Mixscale	IFNB	ELK1	A549	IRF1	0.138669951638577	0.0487449506100481	0.7414215582260012
GSE281048_Mixscale	IFNB	ELK1	A549	HSP90AA1	0.007717145840808	0.514244985278737	0.9413360217945972
GSE281048_Mixscale	IFNB	ELK1	A549	HSPA1B		0.0067692675050353	0.5127567674084397
GSE281048_Mixscale	IFNB	ELK1	A549	HSPA1A		0.893501858817938	0.9873260124774902
GSE281048_Mixscale	IFNB	ELK1	A549	FOS	0.0030745080651609	0.47268467258716	0.9329492979452193
GSE281048_Mixscale	IFNB	ELK1	A549	ISG15	0.0265749245618885	0.388754291802996	0.9275386167649233
GSE281048_Mixscale	IFNB	ELK1	A549	STAT1	-0.0084284986182563	0.110730597204864	0.8239140365473421
GSE281048_Mixscale	IFNB	ELK1	A549	GBP1	0.30010082486906	0.0720109021145904	0.7792970503275723
GSE281048_Mixscale	IFNB	ELK1	A549	ATF4	0.291281768516578	0.226696998466392	0.8847372915322961
GSE281048_Mixscale	IFNB	ELK1	A549	IFIT1	0.0989218954276624	0.265773821862899	0.8990089714074476
GSE281048_Mixscale	IFNB	ELK1	A549	CASP3		0.510130259084691	0.9413360217945972
GSE281048_Mixscale	IFNB	ELK1	A549	RFX5	0.0980401353107725	0.114082654854035	0.8284488357749636
GSE281048_Mixscale	IFNB	ELK1	A549	DDIT3		0.884660463327918	0.986610178552667
GSE281048_Mixscale	IFNB	ELK1	A549	JUN	-0.0961574207921299	0.6368614130378	0.9508186727139706
GSE281048_Mixscale	IFNB	ELK1	A549	DNAJB1	-0.129983597920976	0.310838847332853	0.907245576831525
GSE281048_Mixscale	IFNB	ELK1	BXPC3	CTSS	-0.0302184609263265	0.399930725514214	0.7866251140599172
GSE281048_Mixscale	IFNB	ELK1	BXPC3	KLF6	-0.134432988126646	0.0056534735984358	0.11537477188264128
GSE281048_Mixscale	IFNB	ELK1	BXPC3	IRF1	-0.104520319985994	0.000375591019039	0.020506294078440988
GSE281048_Mixscale	IFNB	ELK1	BXPC3	HSP90AA1	0.085830483444155	0.0006393128535742	0.03046270468166972
GSE281048_Mixscale	IFNB	ELK1	BXPC3	HSPA1B		0.644369819581584	0.9054664804978744
GSE281048_Mixscale	IFNB	ELK1	BXPC3	HSPA1A	0.268155149127996	0.713351879183072	0.9304948433429983
GSE281048_Mixscale	IFNB	ELK1	BXPC3	FOS	-0.157355214781511	0.0160033061262189	0.20408111185436426
GSE281048_Mixscale	IFNB	ELK1	BXPC3	ISG15	-0.0958781922473281	0.0137876912020191	0.18795045571042054
GSE281048_Mixscale	IFNB	ELK1	BXPC3	STAT1	0.0028447308251626	0.0302434533830407	0.2831163467923808
GSE281048_Mixscale	IFNB	ELK1	BXPC3	GBP1	-0.0079440642869786	0.0170102367273946	0.21153048485280976
GSE281048_Mixscale	IFNB	ELK1	BXPC3	ATF4	0.0028553116525988	0.60531442683259	0.8886237426391296
GSE281048_Mixscale	IFNB	ELK1	BXPC3	IFIT1	-0.0260865325791184	0.0889114348201774	0.45500142663910625
GSE281048_Mixscale	IFNB	ELK1	BXPC3	CASP3	0.099107351543354	0.169882734451631	0.5902372030038484
GSE281048_Mixscale	IFNB	ELK1	BXPC3	RFX5		0.813478862337286	0.9606062638941071
GSE281048_Mixscale	IFNB	ELK1	BXPC3	DDIT3	0.190697194207027	0.643650798622338	0.9054664804978744
GSE281048_Mixscale	IFNB	ELK1	BXPC3	JUN	0.0138062431941629	0.224690128152172	0.6513500018361053
GSE281048_Mixscale	IFNB	ELK1	BXPC3	DNAJB1	0.0059051928261255	0.89571833071909	0.976709146227657
GSE281048_Mixscale	IFNB	ELK1	HAP1	CTSS		0.326036604242837	0.9468575680893538
GSE281048_Mixscale	IFNB	ELK1	HAP1	KLF6	0.0360705881915757	0.0941446520135839	0.8349875887449507
GSE281048_Mixscale	IFNB	ELK1	HAP1	IRF1		0.312878018349055	0.9465167792615423
GSE281048_Mixscale	IFNB	ELK1	HAP1	HSP90AA1	0.0281628570658126	0.496445458875979	0.9715323792516805
GSE281048_Mixscale	IFNB	ELK1	HAP1	HSPA1B		0.83435857701816	0.9983331315737425
GSE281048_Mixscale	IFNB	ELK1	HAP1	HSPA1A	-0.285950989448463	0.236152687578782	0.9235217661220461
GSE281048_Mixscale	IFNB	ELK1	HAP1	FOS		0.553281101767154	0.9815659736281029
GSE281048_Mixscale	IFNB	ELK1	HAP1	ISG15	-0.0522715141538754	0.211857839635011	0.9115593993214101
GSE281048_Mixscale	IFNB	ELK1	HAP1	STAT1	0.118540907624064	0.837558605790613	0.999135815517462
GSE281048_Mixscale	IFNB	ELK1	HAP1	GBP1		0.919519784870693	0.9998610514242904
GSE281048_Mixscale	IFNB	ELK1	HAP1	ATF4	0.146995602957246	0.215725774672692	0.9115593993214101
GSE281048_Mixscale	IFNB	ELK1	HAP1	IFIT1	0.0450453455415499	0.212732958819598	0.9115593993214101
GSE281048_Mixscale	IFNB	ELK1	HAP1	CASP3		0.106904763893582	0.8464313149491762
GSE281048_Mixscale	IFNB	ELK1	HAP1	RFX5	0.113013546310772	0.431749798580291	0.9635371748035942
GSE281048_Mixscale	IFNB	ELK1	HAP1	DDIT3		0.203213253375275	0.9107766707778849
GSE281048_Mixscale	IFNB	ELK1	HAP1	JUN		0.910576296955864	0.9998610514242904
GSE281048_Mixscale	IFNB	ELK1	HAP1	DNAJB1	0.0107920097235381	0.501699668758845	0.9715323792516805
GSE281048_Mixscale	IFNB	ELK1	HT29	CTSS	0.378552733623043	0.551354424131976	0.9606574871500095
GSE281048_Mixscale	IFNB	ELK1	HT29	KLF6	0.0498502744163495	0.371959916573275	0.9487391108703714
GSE281048_Mixscale	IFNB	ELK1	HT29	IRF1	0.0470349874068819	0.45065526798906	0.9593355135332838
GSE281048_Mixscale	IFNB	ELK1	HT29	HSP90AA1	0.0635410687062201	0.479556085785893	0.9606574871500095
GSE281048_Mixscale	IFNB	ELK1	HT29	HSPA1B	0.189889223755732	0.776246636812658	0.9836906263388242
GSE281048_Mixscale	IFNB	ELK1	HT29	HSPA1A		0.58294280843213	0.9613049252552943
GSE281048_Mixscale	IFNB	ELK1	HT29	FOS	0.0172472191243339	0.484185942792024	0.9606574871500095
GSE281048_Mixscale	IFNB	ELK1	HT29	ISG15	-0.0756430059573727	0.478031057793749	0.9593355135332838
GSE281048_Mixscale	IFNB	ELK1	HT29	STAT1	0.0865862899275962	0.0915318471279641	0.7949820851152367
GSE281048_Mixscale	IFNB	ELK1	HT29	GBP1	0.349237155516421	0.215337906802751	0.8890304166123006
GSE281048_Mixscale	IFNB	ELK1	HT29	ATF4	-0.0865761404359482	0.0546203320285492	0.7247612711338909
GSE281048_Mixscale	IFNB	ELK1	HT29	IFIT1	0.0900512969940815	0.454376159882738	0.9593355135332838
GSE281048_Mixscale	IFNB	ELK1	HT29	CASP3		0.247611633262839	0.9100310806715236
GSE281048_Mixscale	IFNB	ELK1	HT29	RFX5		0.246305611929143	0.9100310806715236
GSE281048_Mixscale	IFNB	ELK1	HT29	DDIT3		0.273252114730007	0.9227956902611351
GSE281048_Mixscale	IFNB	ELK1	HT29	JUN	-0.0419296057886894	0.613221188107929	0.965271516900209
GSE281048_Mixscale	IFNB	ELK1	HT29	DNAJB1	0.145273249855213	0.73243842354051	0.9755010917389096
GSE281048_Mixscale	IFNB	ELK1	K562	CTSS	0.113899384895778	0.673291433913727	0.9406241472693753
GSE281048_Mixscale	IFNB	ELK1	K562	KLF6	0.18032523691629	0.0294117262152464	0.40356290143774176
GSE281048_Mixscale	IFNB	ELK1	K562	IRF1	-0.243396255491307	0.143716353205276	0.6654487342442639
GSE281048_Mixscale	IFNB	ELK1	K562	HSP90AA1	-0.0691109223785544	0.474300830393424	0.8857656059744878
GSE281048_Mixscale	IFNB	ELK1	K562	HSPA1B		0.440747326171191	0.8661814125595503
GSE281048_Mixscale	IFNB	ELK1	K562	HSPA1A		0.985629830298421	0.9992954388436537
GSE281048_Mixscale	IFNB	ELK1	K562	FOS		0.723915740718757	0.9561237115870732
GSE281048_Mixscale	IFNB	ELK1	K562	ISG15	0.410665455887222	0.167963002193302	0.6922710404123937
GSE281048_Mixscale	IFNB	ELK1	K562	STAT1	0.0839241216901838	0.0139937177118014	0.29195825935688874
GSE281048_Mixscale	IFNB	ELK1	K562	GBP1		0.0733128480032944	0.5464666897266839
GSE281048_Mixscale	IFNB	ELK1	K562	ATF4	-0.146669860933629	0.169043785611819	0.6949871095732959
GSE281048_Mixscale	IFNB	ELK1	K562	IFIT1	-0.150578741161728	0.459671087403606	0.8777388776278684
GSE281048_Mixscale	IFNB	ELK1	K562	CASP3	0.250623301185589	0.957668021241784	0.9958007740763541
GSE281048_Mixscale	IFNB	ELK1	K562	RFX5		0.161828111314191	0.6840878632125279
GSE281048_Mixscale	IFNB	ELK1	K562	DDIT3	-0.0923396257591191	0.931075557827044	0.9898337309457887
GSE281048_Mixscale	IFNB	ELK1	K562	JUN	0.211431204184658	0.227280001334321	0.7482264100309204
GSE281048_Mixscale	IFNB	ELK1	K562	DNAJB1	0.0632039707886136	0.904237405067076	0.9891738854681228
GSE281048_Mixscale	IFNB	ELK1	MCF7	CTSS		4.81608838432461e-07	8.97864104997812e-06
GSE281048_Mixscale	IFNB	ELK1	MCF7	KLF6	0.131147103931868	0.0002232680439967	0.0020697218455614703
GSE281048_Mixscale	IFNB	ELK1	MCF7	IRF1	0.0568122059372478	0.0009045787788135	0.006770690243532795
GSE281048_Mixscale	IFNB	ELK1	MCF7	HSP90AA1	0.0849165910602334	0.121932314693269	0.2859712418245483
GSE281048_Mixscale	IFNB	ELK1	MCF7	HSPA1B	-0.243169288901418	0.0940847775252435	0.24000752713357018
GSE281048_Mixscale	IFNB	ELK1	MCF7	HSPA1A	-0.21984791128867	0.009068203860104	0.04322304878444129
GSE281048_Mixscale	IFNB	ELK1	MCF7	FOS	-0.126273831129885	0.0121031305749028	0.0540717969573766
GSE281048_Mixscale	IFNB	ELK1	MCF7	ISG15	0.0799122095224138	0.203371037439156	0.4007367430954824
GSE281048_Mixscale	IFNB	ELK1	MCF7	STAT1	0.0587354300497918	0.0222673281291274	0.08521788571219989
GSE281048_Mixscale	IFNB	ELK1	MCF7	GBP1	-0.0139010988149759	0.0209102787874165	0.08127832930397706
GSE281048_Mixscale	IFNB	ELK1	MCF7	ATF4	0.0558434142182238	0.410824710385998	0.6197011418954917
GSE281048_Mixscale	IFNB	ELK1	MCF7	IFIT1	0.0432317398537359	0.212908495914736	0.41342601239055443
GSE281048_Mixscale	IFNB	ELK1	MCF7	CASP3	-0.008882583385859	0.974787207878747	0.988450618642597
GSE281048_Mixscale	IFNB	ELK1	MCF7	RFX5	0.124132385766513	0.150034123489038	0.32997303434366504
GSE281048_Mixscale	IFNB	ELK1	MCF7	DDIT3	-0.333699579555252	0.114960816115532	0.274599585766873
GSE281048_Mixscale	IFNB	ELK1	MCF7	JUN	-0.0516129870797211	0.693129238422562	0.8414424829132112
GSE281048_Mixscale	IFNB	ELK1	MCF7	DNAJB1	0.0646118683816679	0.416872298247786	0.6261275962249705
