gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score
FAXDC2	17	7	0	0	2	0	0	0	-0.3882130955454728	0.12359642530052906	-0.1985294117647059	0.44495054367880854				ibd_crohn_myeloid;ibd_uc_myeloid	-3.7764261910909456
CNOT8	17	7	0	0	1	0	0	0	-0.11925921722499304	0.6484638184685735	-0.29901960784313725	0.24365533759455596				sjogren_gland_apc	-1.738518434449986
GEMIN5	17	7	0	0	1	0	0	0	-0.596161742084369	0.011546006481331115	-0.5000000000000001	0.04096895595583607				ibd_uc_myeloid	-2.692323484168738
MRPL22	17	7	1	1	2	0	0	1	-0.8603259661839464	9.412188061690826e-06	-0.7965686274509804	0.00012976358194609737	0.4260902504729857	sjogren_gland_apc	sjogren_gland_apc	ibd_uc_myeloid;t1d_stellate_cell	-2.720651932367893
TIMD4	7	2	0	0	0	0	0	0	0.2415766811668084	0.6017481520206208	0.03571428571428572	0.9394082054712856					0.4831533623336168
HAVCR2	15	6	0	0	1	0	0	0	0.2566794446406286	0.35575869200600885	0.19999999999999998	0.47481396452216845				sjogren_gland_apc	-0.9866411107187428
MED7	17	7	0	0	0	0	0	0	0.09677265452059326	0.711769298099784	0.0	1.0					0.19354530904118653
ITK	12	5	0	0	0	0	0	0	-0.6211855628278881	0.031091173690443785	-0.17482517482517487	0.5868236643627043					-1.2423711256557761
CYFIP2	17	7	1	1	0	1	1	1	0.5831577334529057	0.014006603524517467	0.3872549019607844	0.1246063935084053	2.313452686256668	ibd_uc_myeloid	ibd_uc_myeloid		4.666315466905811
ADAM19	16	7	4	4	0	3	3	3	0.6338147408707268	0.008379157650619222	0.4705882352941176	0.06581947250108111	2.8973909132627935	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;sjogren_gland_apc;t1d_stellate_cell		12.767629481741453
NIPAL4	11	4	1	1	0	1	1	1	0.695784580492299	0.017419683642987262	0.6000000000000001	0.05100326070695072	0.7604713361078858	ibd_uc_myeloid	ibd_uc_myeloid		4.891569160984598
THG1L	17	7	1	1	0	0	0	0	0.486450783053657	0.047697530503149746	0.661764705882353	0.0038091599277271593	1.232287113448347	t1d_ductal_cell	t1d_ductal_cell		1.9729015661073142
LSM11	17	7	0	0	0	0	0	0	-0.02844111437392602	0.9137143466274431	-0.09068627450980393	0.729235337448989					-0.05688222874785204
CLINT1	17	7	0	0	1	0	0	0	0.0785212779339575	0.7645174010178837	-0.03676470588235294	0.8885928675683452				t1d_endothelial_cell	-1.342957444132085
EBF1	14	7	1	1	0	0	0	0	-0.12417805022197986	0.6723272846197614	0.015384615384615385	0.958369789371986	0.9065015394331812	t1d_ductal_cell	t1d_ductal_cell		0.7516438995560403
RNF145	17	7	0	0	0	0	0	0	-0.2830214265672542	0.2710085816410563	-0.3308823529411765	0.194542528266613					-0.5660428531345084
UBLCP1	17	7	0	0	2	0	0	0	-0.5478068373539287	0.022821411585932035	-0.5416666666666667	0.024714801734579784				t1d_acinar_cell;t1d_stellate_cell	-4.095613674707858
TTC1	17	7	0	0	1	0	0	0	-0.6077091358993449	0.009660685319338686	-0.4558823529411765	0.06589472039088745				ibd_crohn_myeloid	-2.71541827179869
PWWP2A	17	7	0	0	0	0	0	0	0.46017103747917565	0.06307361498773438	0.28186274509803927	0.2730598973799547					0.9203420749583513
FABP6	13	4	1	1	0	1	1	1	-0.0033083722572522234	0.9914417143281687	0.15384615384615383	0.6157988686488813	0.5513008303071089	ibd_crohn_myeloid	ibd_crohn_myeloid		3.4933832554854956
ZBED8	9	2	0	0	0	0	0	0	-0.6177071665449343	0.07628960555028873	-0.5666666666666667	0.1116329876114912					-1.2354143330898686
SLU7	17	7	0	0	2	0	0	0	0.12036885327850141	0.6453939812895846	0.019607843137254905	0.9404583435037518				t1d_acinar_cell;t1d_stellate_cell	-2.759262293442997
PTTG1	17	7	2	2	0	1	1	1	-0.0815345675248473	0.7557341711220227	-0.07598039215686275	0.7719448512425435	2.145990201060864	t1d_endothelial_cell	sjogren_gland_apc;t1d_endothelial_cell		4.336930864950306
CCNG1	17	7	3	1	2	1	1	0	-0.03543507185778426	0.8925997192432044	0.02696078431372549	0.9181909009189737	1.0697436232545368	t1d_acinar_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid	1.4291298562844315
NUDCD2	17	7	0	0	1	0	0	0	-0.535122774446479	0.026864309354452484	-0.45098039215686275	0.06923198585336185				t1d_endothelial_cell	-2.570245548892958
HMMR	16	7	0	0	0	0	0	0	-0.4693870625068432	0.06660735173545046	-0.5117647058823529	0.042723448163331804					-0.9387741250136864
MAT2B	17	7	0	0	0	0	0	0	0.027123556539159877	0.9176985576723199	0.03431372549019608	0.8959808104551742					0.05424711307831975
RARS	6	2	0	0	0	0	0	0	-0.8758009868971638	0.022180182874676782	-0.942857142857143	0.004804664723032055					-1.7516019737943276
PANK3	17	7	0	0	0	0	0	0	0.15856333855884908	0.5432927597011611	-0.014705882352941176	0.9553274855428822					0.31712667711769815
SPDL1	17	7	3	1	0	2	1	0	-0.07531149436277002	0.7739033011441278	-0.10784313725490197	0.6803504180481621	1.7379056026584443	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		4.34937701127446
DOCK2	12	4	0	0	0	0	0	0	-0.07361978623381538	0.8201291885918022	0.013986013986013986	0.9655902689187796					-0.14723957246763075
LCP2	17	7	2	2	0	2	2	2	0.5589789888341371	0.0196671493929887	0.5612745098039216	0.01906346540320027	1.2508501627044204	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		8.117957977668274
KCNMB1	16	7	2	2	0	2	2	1	0.32352742131508155	0.22157713179427127	0.4852941176470588	0.056717714281911955	1.8240027473587337	t1d_stellate_cell	ibd_uc_myeloid;t1d_stellate_cell		6.647054842630163
RANBP17	17	7	0	0	0	0	0	0	-0.18036881453718512	0.48846718620830726	-0.14705882352941177	0.5732772908660001					-0.36073762907437024
NPM1	17	7	2	2	1	1	1	1	-0.5548806305463221	0.0207819712737513	-0.5637254901960785	0.0184349895156923	0.2587342231806762	t1d_endothelial_cell	sjogren_gland_apc;t1d_endothelial_cell	ibd_uc_myeloid	1.8902387389073558
FGF18	17	7	2	1	0	2	1	0	0.3353818402295453	0.18817673823124886	0.15686274509803924	0.5476805847029369	1.995560344441108	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell		4.170763680459091
FBXW11	17	7	0	0	0	0	0	0	0.12439696108594997	0.634295836046	-0.01715686274509804	0.9478908818232219					0.24879392217189994
STK10	17	7	2	2	0	2	2	1	0.5681169409400488	0.01734959216096896	0.4436274509803922	0.07446849073261598	1.8105891506406409	t1d_endothelial_cell	ibd_uc_myeloid;t1d_endothelial_cell		7.136233881880098
UBTD2	17	7	2	2	0	2	2	2	0.4894450685735117	0.046143659924651546	0.36764705882352944	0.14655429178401477	1.095007587515881	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		7.978890137147023
SH3PXD2B	17	7	1	1	0	1	1	0	0.29902609139479003	0.2436446187000785	0.15686274509803924	0.5476805847029369	1.3523273847343429	t1d_endothelial_cell	t1d_endothelial_cell		3.09805218278958
DUSP1	17	7	0	0	0	0	0	0	0.4377064241400787	0.07889119839533618	0.27941176470588236	0.27743032579122134					0.8754128482801574
ERGIC1	17	7	2	1	0	2	1	0	0.565139843416577	0.018079773386832143	0.5049019607843138	0.038721048878706255	1.4095709942822725	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell		4.630279686833154
RPL26L1	14	6	0	0	0	0	0	0	-0.5129494422717743	0.060690259149316486	-0.5120879120879122	0.0611984861564584					-1.0258988845435486
ATP6V0E1	17	7	1	1	0	0	0	1	-0.024374892950266104	0.926016201713126	0.012254901960784315	0.9627675753886974	0.2204707979950928	sjogren_gland_apc	sjogren_gland_apc		1.9512502140994679
CREBRF	17	7	0	0	3	0	0	0	0.21370107897937404	0.41018028758061365	0.06862745098039216	0.7935424429160596				t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell	-4.072597842041252
BNIP1	17	7	1	1	1	1	1	0	-0.13553327192333636	0.6040001267277273	-0.2034313725490196	0.4335552308263205	0.7691477023731208	t1d_endothelial_cell	t1d_endothelial_cell	t1d_acinar_cell	0.7289334561533272
BOD1	17	7	0	0	0	0	0	0	-0.05289699565809408	0.8402079955312134	-0.13725490196078433	0.5993690521648235					-0.10579399131618816
CPEB4	17	7	1	1	2	1	1	1	-0.007976480607353786	0.9757615842572164	-0.12009803921568628	0.6461426985863068	0.9858502861703782	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_stellate_cell;t1d_endothelial_cell	0.48404703878529265
MSX2	16	7	1	1	0	1	1	0	-0.0232475037094122	0.9318976023297384	0.17058823529411765	0.5276097688612683	0.9302998320853796	t1d_stellate_cell	t1d_stellate_cell		2.4535049925811756
SFXN1	17	7	1	1	0	1	1	1	0.32428878846233633	0.20412381405486657	0.20833333333333337	0.4223129818009652	1.4065928176273128	ibd_uc_myeloid	ibd_uc_myeloid		4.148577576924673
HRH2	14	6	2	2	0	2	2	2	-0.09747967594597554	0.7402512541464821	-0.0945054945054945	0.7479382611415479	3.3207651336689445	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		6.805040648108049
THOC3	17	7	1	1	1	1	1	0	0.035694691044510424	0.8918171609484928	0.02450980392156863	0.9256077760199252	1.2775037578848365	t1d_stellate_cell	t1d_stellate_cell	sjogren_gland_apc	1.0713893820890208
SIMC1	17	7	0	0	0	0	0	0	-0.46714084445412646	0.058680840500218	-0.44852941176470595	0.07094643963763717					-0.9342816889082529
KIAA1191	17	7	1	1	1	1	1	0	-0.12850606504538326	0.6230499554662745	-0.09068627450980393	0.729235337448989	0.4747226128580246	t1d_endothelial_cell	t1d_endothelial_cell	t1d_acinar_cell	0.7429878699092334
ARL10	17	7	1	1	2	1	1	0	-0.22395752253877965	0.3875226112331557	0.07598039215686275	0.7719448512425435	2.074128135431345	t1d_stellate_cell	t1d_stellate_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-0.9479150450775595
NOP16	17	7	1	1	0	0	0	0	0.05916980481081205	0.8215300661676899	0.18382352941176472	0.4800344013399135	0.7910197575060094	t1d_acinar_cell	t1d_acinar_cell		1.118339609621624
HIGD2A	17	7	3	2	0	0	0	1	0.07007065002436168	0.7892916535700162	0.08333333333333334	0.750504450153402	0.4636014377779132	t1d_acinar_cell	sjogren_gland_apc;t1d_ductal_cell;t1d_acinar_cell		4.1401413000487235
CLTB	17	7	0	0	0	0	0	0	-0.5331445166561025	0.027541716153852702	-0.5514705882352942	0.0217465796864236					-1.066289033312205
FAF2	17	7	0	0	2	0	0	0	-0.3268191316690635	0.20041126021981162	-0.41666666666666674	0.09615710991420606				t1d_ductal_cell;t1d_acinar_cell	-3.6536382633381272
RNF44	17	7	0	0	0	0	0	0	0.2517705484143205	0.3296436822910916	0.2058823529411765	0.42791485314270766					0.503541096828641
TSPAN17	17	7	0	0	0	0	0	0	-0.49128635665849163	0.045207259041203936	-0.4607843137254902	0.06267762211132859					-0.9825727133169833
HK3	6	3	0	0	0	0	0	0	-0.4854907094764617	0.32897931422822624	-0.6	0.208					-0.9709814189529234
UIMC1	17	7	0	0	1	0	0	0	-0.02893019582093105	0.9122358849319556	-0.05392156862745098	0.8371514461082936				t1d_ductal_cell	-1.557860391641862
ZNF346	17	7	0	0	0	0	0	0	-0.1718971482351711	0.5094444280839938	-0.32107843137254904	0.20889818325093903					-0.3437942964703422
NSD1	17	7	0	0	1	0	0	0	-0.4610169164661174	0.06252791258166732	-0.5759803921568628	0.015531765619170197				t1d_stellate_cell	-2.422033832932235
RAB24	17	7	5	3	0	3	3	2	0.6671534039607951	0.003437665837212624	0.5441176470588236	0.023944958290257605	3.00347368718708	ibd_crohn_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell;t1d_endothelial_cell		12.83430680792159
MXD3	17	7	0	0	1	0	0	0	-0.3192171454834972	0.2116991440911748	-0.3088235294117647	0.22778565332325174				t1d_acinar_cell	-2.1384342909669947
PRELID1	17	7	2	2	0	1	1	2	-0.04505468585770325	0.8636720679306118	-0.04411764705882353	0.8664832749198726	1.4257208412474025	sjogren_gland_apc	ibd_crohn_myeloid;sjogren_gland_apc		5.409890628284593
LMAN2	17	7	0	0	0	0	0	0	-0.41175724997670093	0.10054695273640318	-0.3823529411764707	0.1298634258225738					-0.8235144999534019
RGS14	17	7	0	0	0	0	0	0	-0.06292346336080697	0.810395723676741	-0.20833333333333337	0.4223129818009652					-0.12584692672161393
F12	17	7	1	1	0	1	1	0	-0.4051143695960989	0.10671187030139265	-0.556372549019608	0.020370586624518953	1.4845819226994623	t1d_endothelial_cell	t1d_endothelial_cell		1.6897712608078022
GRK6	17	7	0	0	0	0	0	0	-0.1327400936731913	0.6115440235973243	-0.18137254901960786	0.4860097755199285					-0.2654801873463826
PRR7-AS1	17	7	1	1	0	1	1	1	0.6301886425764899	0.006695389697801942	0.5661764705882354	0.01782284450915954	1.4145165131772233	ibd_uc_myeloid	ibd_uc_myeloid		4.7603772851529795
PRR7	17	7	1	1	0	0	0	1	-0.030700022332974794	0.9068881209731231	-0.02696078431372549	0.9181909009189737	1.5316398070023425	sjogren_gland_apc	sjogren_gland_apc		1.9385999553340505
DBN1	17	7	1	1	0	1	1	0	0.31900709902389357	0.21201675154806074	0.4338235294117647	0.08189345203365919	1.5616322184417897	t1d_endothelial_cell	t1d_endothelial_cell		3.138014198047787
PDLIM7	17	7	4	3	0	4	3	2	0.3634847323696263	0.15153323172054586	0.27941176470588236	0.27743032579122134	1.7982146243090549	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell		11.226969464739252
DOK3	17	7	1	1	1	1	1	1	-0.09726986911998001	0.7103482842753837	0.02696078431372549	0.9181909009189737	1.1249644531070384	ibd_uc_myeloid	ibd_uc_myeloid	t1d_endothelial_cell	1.80546026176004
DDX41	17	7	0	0	0	0	0	0	-0.08827323318490163	0.7361955627344284	-0.09313725490196079	0.7221860910253712					-0.17654646636980326
FAM193B	17	7	0	0	1	0	0	0	-0.32925674721920317	0.19687676388422135	-0.5049019607843138	0.038721048878706255				t1d_acinar_cell	-2.1585134944384063
TMED9	17	7	1	1	2	0	0	1	-0.7173050267756675	0.0011899300496712025	-0.732843137254902	0.0008187010454083449	0.36565910314952	sjogren_gland_apc	sjogren_gland_apc	ibd_crohn_myeloid;ibd_uc_myeloid	-2.434610053551335
B4GALT7	17	7	0	0	0	0	0	0	-0.3567742459145668	0.15980093454343022	-0.4093137254901961	0.10278434681514409					-0.7135484918291336
N4BP3	16	6	2	1	0	1	1	0	0.6239224310445342	0.009795702808338866	0.6323529411764706	0.008577584103099363	0.7972646750622272	t1d_acinar_cell	t1d_acinar_cell;t1d_stellate_cell		4.747844862089068
RMND5B	17	7	1	1	0	0	0	0	-0.3222590524391032	0.20713404616937528	-0.33333333333333337	0.19105762734590404	0.621861600476838	t1d_acinar_cell	t1d_acinar_cell		0.3554818951217936
NHP2	17	7	1	1	0	0	0	0	-0.0344956259601866	0.8954322263935676	0.06127450980392158	0.8152828502754568	0.2448518668964316	t1d_acinar_cell	t1d_acinar_cell		0.9310087480796267
HNRNPAB	17	7	0	0	0	0	0	0	-0.5073004475868793	0.03765594004243661	-0.5808823529411765	0.014476718085072133					-1.0146008951737586
PHYKPL	17	7	4	1	0	2	1	0	0.5281811507448595	0.029299335960904956	0.5343137254901961	0.027139775804459698	1.542532566313945	t1d_acinar_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		6.5563623014897185
COL23A1	10	3	0	0	0	0	0	0	0.21591978777473309	0.5490867386789106	0.2727272727272727	0.4458383415427514					0.43183957554946617
CLK4	17	7	2	2	0	2	2	1	0.43283036430368543	0.08267450512026496	0.2573529411764706	0.31866764764539873	1.1502405329797485	t1d_endothelial_cell	ibd_uc_myeloid;t1d_endothelial_cell		6.865660728607371
ZNF354A	17	7	0	0	1	0	0	0	0.08091819415912575	0.7575285330271427	-0.07598039215686275	0.7719448512425435				t1d_acinar_cell	-1.3381636116817486
ZNF354B	17	7	0	0	0	0	0	0	-0.44232406058000145	0.07542611137621234	-0.6004901960784315	0.010807889752450442					-0.8846481211600029
GRM6	9	3	0	0	0	0	0	0	0.6849329433720068	0.04176968867364096	0.8499999999999999	0.0037047773275858125					1.3698658867440137
ZNF879	17	7	1	1	0	0	0	0	0.11120304558516761	0.6709095608247163	0.18137254901960786	0.4860097755199285	0.851943607779984	t1d_ductal_cell	t1d_ductal_cell		1.2224060911703352
ZNF354C	17	7	0	0	0	0	0	0	0.452455361660027	0.06821503956939204	0.32598039215686275	0.20163694355296405					0.904910723320054
ADAMTS2	16	7	2	2	0	2	2	2	-0.06706860732502617	0.8050710314211806	-0.25	0.35039147910720203	1.0136184713333976	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		6.865862785349948
RUFY1	17	7	0	0	0	0	0	0	-0.2946113538050931	0.2510119585373632	-0.18137254901960786	0.4860097755199285					-0.5892227076101862
HNRNPH1	17	7	2	1	0	2	1	0	0.4701732368569107	0.056842340707325356	0.4387254901960785	0.07811671275305948	0.669977463896041	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell		4.440346473713822
AC136604.3	8	1	0	0	0	0	0	0	-0.26096434798064616	0.5324533416435563	-0.19047619047619052	0.6514014957024813					-0.5219286959612923
CANX	17	7	0	0	0	0	0	0	-0.5062837467706194	0.038104673772723675	-0.502450980392157	0.03983296762323772					-1.0125674935412388
MAML1	17	7	0	0	0	0	0	0	-0.10184416295588265	0.6973180195451295	-0.19117647058823534	0.46232612062451384					-0.2036883259117653
LTC4S	17	7	0	0	0	0	0	0	-0.16282841248861643	0.5323576806971855	-0.22303921568627455	0.3895228783967918					-0.32565682497723286
MGAT4B	17	7	0	0	1	0	0	0	-0.05554620388477226	0.8323092934139226	-0.11274509803921569	0.6665920499637249				t1d_ductal_cell	-1.6110924077695445
SQSTM1	17	7	0	0	2	0	0	0	0.2908611076496362	0.25737854039127056	0.31127450980392163	0.22392393607240432				ibd_uc_myeloid;t1d_stellate_cell	-2.4182777847007277
MRNIP	17	7	3	1	0	2	1	0	0.23719608797949085	0.3593155360637703	0.26715686274509803	0.2999179120959027	1.4335918079463603	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		4.9743921759589815
TBC1D9B	17	7	0	0	3	0	0	0	-0.5663469003485403	0.017780878566359726	-0.625	0.007304262768989965				ibd_crohn_myeloid;ibd_uc_myeloid;t1d_ductal_cell	-5.632693800697081
RNF130	17	7	1	1	2	0	0	0	-0.6770602902938	0.0028316195465327774	-0.6421568627450981	0.0054455412524138	0.4617698928585598	t1d_acinar_cell	t1d_acinar_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-3.3541205805876
MAPK9	17	7	0	0	2	0	0	0	-0.4451174450744626	0.07338469425305838	-0.5686274509803922	0.017226738525358574				t1d_ductal_cell;t1d_acinar_cell	-3.890234890148925
GFPT2	16	6	4	2	0	3	2	1	0.23350437366820365	0.38409513278721896	0.22058823529411767	0.41166643049796364	1.8361549800573576	t1d_endothelial_cell	ibd_crohn_myeloid;t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		8.467008747336408
CNOT6	17	7	0	0	0	0	0	0	-0.2929669427941598	0.2537913484499692	-0.286764705882353	0.2644463470710112					-0.5859338855883196
SCGB3A1	13	6	0	0	0	0	0	0	0.4403892518817305	0.13204597719874792	0.39010989010989006	0.18757411613383781					0.880778503763461
MGAT1	17	7	0	0	1	0	0	0	0.03256533549583632	0.9012559266411442	0.07352941176470588	0.779127287251723				t1d_endothelial_cell	-1.4348693290083274
ZFP62	17	7	0	0	0	0	0	0	0.16374300386022259	0.5300258715068862	0.06617647058823531	0.800774094340852					0.32748600772044517
BTNL8	10	4	1	1	0	1	1	1	0.7699041450722499	0.009191306846438787	0.7212121212121211	0.018573155089460232	0.7759797617640704	ibd_uc_myeloid	ibd_uc_myeloid		5.039808290144499
BTNL3	6	1	0	0	0	0	0	0	0.3595948544611531	0.4838570466194377	0.5428571428571429	0.26570262390670546					0.7191897089223062
TRIM41	17	7	1	1	0	1	1	0	-0.010361622519501262	0.9685167520202894	-0.3602941176470589	0.15542704025456908	2.100641597649822	t1d_endothelial_cell	t1d_endothelial_cell		2.4792767549609973
RACK1	17	7	0	0	0	0	0	0	0.04204223149471917	0.8727150676081451	-0.08578431372549021	0.7433950261372769					0.08408446298943834
TRIM52	17	7	0	0	2	0	0	0	-0.11423386804664175	0.6624330873432879	-0.29411764705882354	0.2518444167529263				t1d_ductal_cell;t1d_acinar_cell	-3.2284677360932834
DUSP22	17	7	2	2	0	2	2	2	0.6384169956019529	0.005813958777270852	0.607843137254902	0.009640347735497313	0.8676086515525885	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		8.276833991203906
IRF4	13	4	2	2	0	2	2	2	0.5949368532350803	0.031966619471724654	0.4010989010989011	0.17435746494503293	1.5788448928811023	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		8.189873706470161
EXOC2	17	7	0	0	0	0	0	0	-0.4937519002894214	0.04397592034639649	-0.4607843137254902	0.06267762211132859					-0.9875038005788428
GMDS	17	7	0	0	0	0	0	0	0.041848434824494796	0.8732973424750534	-0.05147058823529412	0.8444669030406069					0.08369686964898959
GMDS-DT	17	7	1	1	0	1	1	0	-0.05526477942463154	0.8331476631367604	0.04166666666666667	0.8738435327825248	1.0897533082353694	t1d_endothelial_cell	t1d_endothelial_cell		2.389470441150737
MYLK4	15	6	2	1	0	0	0	0	-0.24492937615469082	0.3789546479946377	-0.1857142857142857	0.5075409629336735	0.5136200985421966	t1d_ductal_cell	t1d_ductal_cell;t1d_acinar_cell		1.5101412476906184
WRNIP1	17	7	0	0	0	0	0	0	0.25319730168571325	0.3268178000358926	0.24019607843137256	0.3530886590520007					0.5063946033714265
SERPINB1	17	7	2	2	0	2	2	2	-0.032424455332722285	0.9016811531030924	-0.17401960784313728	0.5041495460552976	1.432411883903299	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		6.935151089334555
SERPINB9P1	15	6	1	1	0	1	1	1	0.5407556663724629	0.037398883498904106	0.2071428571428571	0.45884280496347013	1.8275275052089213	ibd_uc_myeloid	ibd_uc_myeloid		4.581511332744926
SERPINB9	17	7	2	2	1	2	2	2	0.53671655578308	0.02632797547538071	0.49509803921568635	0.04331441650993542	2.286035101862323	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid	sjogren_gland_apc	6.57343311156616
SERPINB6	17	7	0	0	2	0	0	0	-0.6790470212226036	0.0027212785443164527	-0.7303921568627452	0.0008698653219673869				ibd_crohn_myeloid;ibd_uc_myeloid	-4.358094042445208
NQO2	17	7	0	0	0	0	0	0	-0.04400841432245431	0.8668110828346196	-0.12745098039215688	0.6259301508467394					-0.08801682864490862
RIPK1	17	7	0	0	0	0	0	0	0.015773331551374975	0.9520882386898399	-0.12009803921568628	0.6461426985863068					0.03154666310274995
BPHL	17	7	1	1	0	1	1	0	0.18999147019265447	0.46515769507725047	0.18627450980392157	0.4740951399440866	1.5210955573252307	t1d_endothelial_cell	t1d_endothelial_cell		2.8799829403853088
TUBB2A	17	7	2	1	1	1	1	0	0.16001588736995476	0.5395573995532574	0.22058823529411767	0.3948890883363402	1.2631641746043236	t1d_acinar_cell	t1d_acinar_cell;t1d_endothelial_cell	ibd_uc_myeloid	2.3200317747399097
TUBB2B	16	6	2	2	0	2	2	1	0.4123154767748808	0.11250494024950666	0.3029411764705882	0.25406688060961136	1.303688628009602	t1d_stellate_cell	ibd_crohn_myeloid;t1d_stellate_cell		6.824630953549762
PSMG4	17	7	1	1	1	0	0	1	-0.110083272999425	0.6740508739549268	-0.09558823529411767	0.7151579154299805	0.815096413219023	sjogren_gland_apc	sjogren_gland_apc	t1d_ductal_cell	0.27983345400115
SLC22A23	17	7	0	0	0	0	0	0	0.3434871773494558	0.1770600789530974	0.3872549019607844	0.1246063935084053					0.6869743546989115
PXDC1	17	7	0	0	1	0	0	0	-0.2624238925421892	0.3088855665631872	-0.17401960784313728	0.5041495460552976				ibd_uc_myeloid	-2.0248477850843782
AL391422.3	6	2	0	0	2	0	0	0	-0.9096447941180765	0.011877262037958912	-0.942857142857143	0.004804664723032055				ibd_crohn_myeloid;ibd_uc_myeloid	-4.819289588236153
FAM50B	17	7	3	1	0	2	1	0	0.3635597090039504	0.1514425386189735	0.22549019607843138	0.3841966507618189	1.6467988457175915	t1d_endothelial_cell	t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		5.2271194180079
PRPF4B	9	2	0	0	0	0	0	0	-0.027353496619806725	0.9443106471769055	-0.21666666666666667	0.5755148957119259					-0.05470699323961345
ECI2	17	7	0	0	2	0	0	0	-0.34734709371890665	0.17192351210876683	-0.22549019607843138	0.3841966507618189				ibd_crohn_myeloid;ibd_uc_myeloid	-3.6946941874378134
CDYL	17	7	0	0	0	0	0	0	-0.3375585637015761	0.18514714253861986	-0.3137254901960785	0.2201043965072698					-0.6751171274031522
RPP40	17	7	2	2	0	2	2	1	0.4270824654255101	0.08730126289100128	0.36764705882352944	0.14655429178401477	2.8421536342750127	t1d_endothelial_cell	ibd_crohn_myeloid;t1d_endothelial_cell		6.85416493085102
AL359643.3	6	2	0	0	1	0	0	0	-0.8912690148552974	0.017090908621453935	-0.8857142857142858	0.01884548104956266				ibd_uc_myeloid	-3.2825380297105946
PPP1R3G	15	6	0	0	0	0	0	0	0.28355133732810867	0.3057717295187637	0.2607142857142857	0.3479794598627935					0.5671026746562173
LYRM4	17	7	2	1	0	0	0	0	-0.08947537902323552	0.7327256071680761	0.08088235294117649	0.7576329086921563	0.5807605214994238	t1d_ductal_cell	t1d_ductal_cell;t1d_acinar_cell		1.821049241953529
FARS2	17	7	2	1	2	2	1	0	-0.1331740496819745	0.6103695322800557	-0.11764705882352941	0.6529334399539918	1.7161912580669156	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid	0.23365190063605112
NRN1	14	6	0	0	0	0	0	0	0.29027766653741255	0.31405370363971286	0.4153846153846154	0.13966594751752584					0.5805553330748251
F13A1	12	3	0	0	2	0	0	0	-0.9549162990003239	1.3596673160971122e-06	-0.7460606887803388	0.00532943475257012				ibd_crohn_myeloid;ibd_uc_myeloid	-4.909832598000648
LY86	9	3	0	0	0	0	0	0	0.3044140806036	0.4257677340881171	0.2333333333333333	0.5456987782182728					0.6088281612072
RREB1	17	7	0	0	0	0	0	0	-0.47669448431552575	0.05303427197895635	-0.38480392156862747	0.12721599531598735					-0.9533889686310515
SSR1	17	7	1	1	0	1	1	0	-0.40934939653164526	0.10275143220565604	-0.37254901960784315	0.14083572189262192	0.3121425920940464	t1d_stellate_cell	t1d_stellate_cell		1.6813012069367095
CAGE1	17	7	0	0	0	0	0	0	-0.11271130347236161	0.6666865641920019	-0.2720588235294118	0.29079593850441826					-0.22542260694472321
