gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score
TMEM51	17	7	2	1	0	1	1	0	-0.2478583060716757	0.337464822521202	-0.12990196078431374	0.6192473366524132	1.1429208438308711	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell		3.0042833878566486
FHAD1	16	6	0	0	0	0	0	0	0.3250069498544321	0.21934929907827677	0.3382352941176471	0.20006555877868962					0.6500138997088643
EFHD2	17	7	1	1	0	1	1	1	-0.10389752572928593	0.6914945051039638	-0.2843137254901961	0.26873189936784375	0.6726837807025978	ibd_uc_myeloid	ibd_uc_myeloid		3.292204948541428
CASP9	17	7	1	1	0	1	1	0	0.4553919178050744	0.06622315960695817	0.35539215686274517	0.16154091235760815	1.165637572761094	t1d_stellate_cell	t1d_stellate_cell		3.4107838356101485
DNAJC16	17	7	0	0	0	0	0	0	0.10674398681869168	0.683448722135077	0.0	1.0					0.21348797363738337
DDI2	17	7	0	0	2	0	0	0	-0.5781949914730042	0.015047876560781815	-0.6544117647058824	0.004367978540420788				t1d_ductal_cell;t1d_acinar_cell	-4.156389982946008
PLEKHM2	17	7	0	0	2	0	0	0	-0.41268035881443	0.09971082832905015	-0.5710784313725491	0.016646381649637165				sjogren_gland_apc;t1d_acinar_cell	-3.82536071762886
SLC25A34	17	7	0	0	0	0	0	0	0.28082320066563315	0.2749083646574257	0.15686274509803924	0.5476805847029369					0.5616464013312663
FBLIM1	17	7	1	1	0	1	1	0	-0.29272169580369944	0.2542075030496221	-0.18627450980392157	0.4740951399440866	0.5282432808237871	t1d_stellate_cell	t1d_stellate_cell		1.9145566083926011
UQCRHL	17	7	0	0	2	0	0	0	-0.24350618692191733	0.34628957628354357	-0.23529411764705882	0.363295114375383				ibd_crohn_myeloid;ibd_uc_myeloid	-3.4870123738438346
AL450998.2	9	2	0	0	1	0	0	0	-0.3112424722646499	0.4149220545186494	-0.3666666666666667	0.3317398014330152				ibd_uc_myeloid	-2.1224849445292997
SPEN	17	7	0	0	1	0	0	0	0.05144881134125813	0.8445319554587244	0.06617647058823531	0.800774094340852				t1d_ductal_cell	-1.3971023773174838
ZBTB17	17	7	3	2	0	3	2	1	0.4037194035027443	0.10803977462341864	0.29411764705882354	0.2518444167529263	1.0640570150069055	t1d_stellate_cell	ibd_crohn_myeloid;t1d_stellate_cell;t1d_endothelial_cell		7.8074388070054885
EPHA2	17	7	3	2	0	2	1	1	0.41331769948974884	0.09913644873269813	0.4460784313725491	0.07269184178908121	1.7990889711985618	t1d_stellate_cell	sjogren_gland_apc;t1d_stellate_cell;t1d_endothelial_cell		6.326635398979498
ARHGEF19	17	7	2	1	0	2	1	0	0.372341619060382	0.14107451167713647	0.4093137254901961	0.10278434681514409	1.5552540981297631	t1d_stellate_cell	t1d_stellate_cell;t1d_endothelial_cell		4.244683238120764
CPLANE2	16	6	2	2	0	1	1	2	0.10961262836893516	0.6861349335357447	0.11470588235294117	0.6722910465997233	1.4135493821220648	sjogren_gland_apc	ibd_crohn_myeloid;sjogren_gland_apc		5.719225256737871
FBXO42	17	7	0	0	1	0	0	0	0.052632449593407474	0.8409975530822202	-0.04411764705882353	0.8664832749198726				t1d_acinar_cell	-1.394735100813185
SZRD1	17	7	1	1	0	1	1	0	0.28026852542562897	0.2758977835387677	0.18382352941176472	0.4800344013399135	0.4709443201294743	t1d_stellate_cell	t1d_stellate_cell		3.060537050851258
NECAP2	17	7	1	1	2	1	1	0	-0.2405428981637222	0.35237275608907404	-0.12254901960784316	0.639378272107459	0.597972817974556	t1d_endothelial_cell	t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-0.9810857963274442
NBPF1	17	7	0	0	2	0	0	0	-0.10871032597539203	0.6779093758248902	0.12990196078431374	0.6192473366524132				ibd_crohn_myeloid;ibd_uc_myeloid	-3.217420651950784
CROCC	17	7	0	0	1	0	0	0	-0.2351729569233266	0.36354945811334316	-0.2622549019607843	0.3092086598982379				t1d_endothelial_cell	-1.9703459138466533
BX284668.5	9	2	0	0	0	0	0	0	-0.12164627455523688	0.7552198740651586	0.049999999999999996	0.8983528043506303					-0.24329254911047377
BX284668.6	6	2	0	0	0	0	0	0	-0.5840596285961746	0.22352941725626843	-0.2571428571428572	0.6227871720116619					-1.168119257192349
ATP13A2	17	7	1	1	0	1	1	1	-0.13300790496615425	0.6108190929290335	-0.2622549019607843	0.3092086598982379	0.9290119036904008	ibd_crohn_myeloid	ibd_crohn_myeloid		3.2339841900676913
SDHB	17	7	1	1	0	1	1	1	0.1934586169888708	0.456897276847411	0.13480392156862747	0.6059663630124607	0.3977677083651887	ibd_crohn_myeloid	ibd_crohn_myeloid		3.8869172339777416
PADI2	12	5	0	0	0	0	0	0	0.45060445788152165	0.14153549887599398	0.39860139860139865	0.19933549461780897					0.9012089157630433
PADI4	5	2	0	0	0	0	0	0	0.8715584184822751	0.05418050789233829	0.7	0.1881204043741873					1.7431168369645502
RCC2	17	7	0	0	0	0	0	0	-0.02244343479368726	0.9318653127314774	-0.007352941176470588	0.9776558930236224					-0.04488686958737452
ARHGEF10L	17	7	0	0	0	0	0	0	0.38672624684366097	0.12516607326495344	0.41421568627450983	0.09833118794961318					0.7734524936873219
IGSF21	12	4	0	0	2	0	0	0	-0.6169666774135527	0.032593386909772065	-0.4545454545454546	0.13765791634772948				sjogren_gland_apc;t1d_ductal_cell	-4.233933354827105
ALDH4A1	17	7	2	1	0	0	0	0	-0.5816514493630884	0.014316444995542814	-0.5049019607843138	0.038721048878706255	1.3550800257141975	t1d_acinar_cell	t1d_ductal_cell;t1d_acinar_cell		0.8366971012738231
IFFO2	17	7	3	2	0	2	2	1	0.38874712594854455	0.12303602873492495	0.3382352941176471	0.18421188285210155	1.3160054198510442	t1d_ductal_cell	ibd_crohn_myeloid;t1d_ductal_cell;t1d_endothelial_cell		7.777494251897089
UBR4	17	7	0	0	1	0	0	0	0.04903093441130793	0.85176051004807	-0.14215686274509806	0.586262862651232				t1d_acinar_cell	-1.4019381311773842
EMC1	17	7	2	1	0	1	1	0	-0.19305920672504545	0.45784508314965355	-0.2132352941176471	0.4112256782090655	1.011619001581311	t1d_endothelial_cell	t1d_ductal_cell;t1d_endothelial_cell		3.113881586549909
MRTO4	17	7	1	1	0	1	1	0	-0.342741640701961	0.17806386160072313	-0.35784313725490197	0.15846398998236902	0.8840744550225983	t1d_endothelial_cell	t1d_endothelial_cell		1.814516718596078
AKR7A3	14	5	0	0	1	0	0	0	0.1606424328065068	0.5832707870324148	0.1076923076923077	0.7140308087262492				t1d_acinar_cell	-1.1787151343869864
AKR7A2	17	7	0	0	0	0	0	0	0.025142322755426064	0.9236931420570037	-0.12254901960784316	0.639378272107459					0.05028464551085213
PQLC2	6	2	0	0	1	0	0	0	-0.40066623461502227	0.4311608108540697	-0.3142857142857143	0.5440932944606415				ibd_uc_myeloid	-2.3013324692300445
CAPZB	17	7	0	0	2	0	0	0	-0.36449673722982345	0.1503122134079257	-0.10049019607843139	0.7011667687510685				ibd_crohn_myeloid;ibd_uc_myeloid	-3.7289934744596467
MINOS1	6	2	0	0	0	0	0	0	0.2140832361114311	0.6837810378785487	0.3142857142857143	0.5440932944606415					0.4281664722228622
NBL1	17	7	0	0	2	0	0	0	-0.589769233570012	0.012708638045285138	-0.34068627450980393	0.18085079957050132				ibd_crohn_myeloid;ibd_uc_myeloid	-4.1795384671400235
TMCO4	17	7	1	1	1	0	0	0	-0.5439413676133806	0.02399969827495678	-0.3995098039215687	0.11211790882594828	0.8957704580395727	t1d_ductal_cell	t1d_ductal_cell	ibd_uc_myeloid	-1.5878827352267613
OTUD3	17	7	0	0	2	0	0	0	-0.6285651141860864	0.006881350081970492	-0.5196078431372549	0.03253716699175946				ibd_crohn_myeloid;ibd_uc_myeloid	-4.257130228372173
PLA2G2A	15	6	2	2	0	2	2	1	-0.1398937857793746	0.6190060891692365	-0.11428571428571425	0.6850657626568974	1.9621377113976488	ibd_crohn_myeloid	ibd_crohn_myeloid;t1d_stellate_cell		5.7202124284412506
PLA2G2D	9	3	0	0	0	0	0	0	-0.7080886058008378	0.03279314541541422	-0.6166666666666666	0.07692880993776312					-1.4161772116016755
PLA2G2C	7	3	0	0	0	0	0	0	-0.6487124234572761	0.1149679565107886	-0.7500000000000002	0.05218140045705777					-1.2974248469145522
UBXN10	14	6	1	1	0	0	0	0	-0.3644400724743853	0.20016230287449288	-0.3142857142857143	0.27380490296286775	0.9991812301063164	t1d_ductal_cell	t1d_ductal_cell		0.2711198550512294
VWA5B1	4	2	0	0	0	0	0	0	-0.5260131951197283	0.4739868048802718	-0.7999999999999999	0.2000000000000001					-1.0520263902394567
CAMK2N1	17	7	0	0	1	0	0	0	-0.09428059120581825	0.7189049266850597	-0.13480392156862747	0.6059663630124607				t1d_ductal_cell	-1.6885611824116364
MUL1	17	7	0	0	1	0	0	0	-0.6485483828872167	0.004859629684766535	-0.6740196078431374	0.003007537803846001				ibd_crohn_myeloid	-2.7970967657744334
CDA	17	7	2	2	0	2	2	2	0.6019404223849609	0.010569154812367608	0.44117647058823534	0.07627668292313645	3.8480954420234097	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid		8.203880844769921
PINK1	17	7	0	0	3	0	0	0	-0.43603430182339953	0.08017409287857893	-0.39460784313725494	0.11700232160229733				ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell	-5.372068603646799
PINK1-AS	17	7	1	1	0	0	0	0	0.1800192831920261	0.48932433863337405	0.16421568627450983	0.5288225629141268	0.78020690371678	t1d_ductal_cell	t1d_ductal_cell		1.3600385663840522
DDOST	17	7	4	1	0	2	1	0	-0.5133277709087158	0.03507776660146792	-0.4852941176470589	0.048308194284258345	0.675946275010717	t1d_endothelial_cell	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell;t1d_endothelial_cell		4.473344458182568
KIF17	13	6	0	0	0	0	0	0	-0.04416123651794984	0.8860928313308408	0.32417582417582413	0.27988186889314					-0.08832247303589968
HP1BP3	17	7	0	0	0	0	0	0	-0.15622463373982254	0.5493310610904717	-0.1593137254901961	0.5413616326261632					-0.3124492674796451
EIF4G3	17	7	1	1	0	1	1	1	0.14130071589574872	0.5885433078573349	0.08823529411764706	0.7363051515421217	0.8030878712868592	ibd_crohn_myeloid	ibd_crohn_myeloid		3.7826014317914973
ECE1	17	7	2	2	3	2	2	2	0.5970626831090062	0.011389170789344418	0.14705882352941177	0.5732772908660001	2.7963666102297653	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid	t1d_ductal_cell;t1d_acinar_cell;t1d_stellate_cell	3.694125366218012
ALPL	14	4	2	2	1	2	2	2	0.10436766735986734	0.7225360250626226	-0.06373626373626373	0.8286264229286121	2.5316736560378135	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid	t1d_endothelial_cell	5.7087353347197345
USP48	17	7	0	0	0	0	0	0	-0.24064201524022633	0.35216831059421877	-0.3872549019607844	0.1246063935084053					-0.48128403048045265
LDLRAD2	15	6	0	0	0	0	0	0	0.002666933726588702	0.9924738189713566	-0.021428571428571425	0.9395779040128779					0.005333867453177404
HSPG2	17	7	1	1	0	0	0	0	-0.24255387831563832	0.34823794964629295	-0.12254901960784316	0.639378272107459	1.2460397237244476	t1d_acinar_cell	t1d_acinar_cell		0.5148922433687233
CDC42	17	7	1	1	0	1	1	1	0.44133819046939626	0.07615639747276468	0.35294117647058826	0.16465797331641724	0.5122746610110749	ibd_uc_myeloid	ibd_uc_myeloid		4.3826763809387925
ZBTB40	17	7	2	1	0	1	1	0	0.15869185035192646	0.5429618156174102	0.11274509803921569	0.6665920499637249	1.0624650706865446	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell		3.8173837007038527
C1QA	13	7	0	0	1	0	0	0	-0.6422127444496143	0.01794426104955266	-0.5934065934065934	0.03252444027009705				ibd_uc_myeloid	-2.7844254888992284
C1QC	15	5	0	0	2	0	0	0	-0.706770415279142	0.0032187608906270667	-0.3571428571428571	0.19127476343157906				ibd_crohn_myeloid;ibd_uc_myeloid	-4.413540830558284
C1QB	16	6	0	0	1	0	0	0	-0.6054507730428279	0.012941849797228538	-0.4647058823529412	0.06974367557375588				ibd_uc_myeloid	-2.7109015460856556
EPHB2	17	7	1	1	1	1	1	0	-0.523640304133872	0.030981782460605123	-0.4191176470588236	0.09401767970071613	1.4975513983875213	t1d_endothelial_cell	t1d_endothelial_cell	ibd_uc_myeloid	-0.04728060826774394
KDM1A	17	7	0	0	0	0	0	0	-0.47509294857637907	0.05395128410110074	-0.34313725490196084	0.17753073968099276					-0.9501858971527581
LUZP1	17	7	0	0	2	0	0	0	-0.4437523039884988	0.07437722820757499	-0.37500000000000006	0.13803484396804877				ibd_crohn_myeloid;t1d_endothelial_cell	-3.8875046079769975
HNRNPR	17	7	0	0	2	0	0	0	-0.5947521975833776	0.011794811449528292	-0.6887254901960785	0.002232701717675823				t1d_ductal_cell;t1d_stellate_cell	-4.189504395166756
ZNF436	17	7	2	1	1	2	1	0	0.08122576658826616	0.7566329933135376	0.03431372549019608	0.8959808104551742	1.673212750175228	t1d_endothelial_cell	t1d_stellate_cell;t1d_endothelial_cell	ibd_uc_myeloid	2.162451533176532
ZNF436-AS1	17	7	0	0	0	0	0	0	-0.29532829541611616	0.24980616104329048	-0.26960784313725494	0.2953357994714052					-0.5906565908322323
TCEA3	17	7	2	1	0	1	1	0	0.6369204213391271	0.005966896339894909	0.6470588235294119	0.004991395929870346	1.0097651214022365	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell		4.773840842678254
ID3	17	7	1	1	0	1	1	0	0.18509674938625278	0.4769445850278581	0.14950980392156862	0.5668307307163287	0.9024967691643296	t1d_stellate_cell	t1d_stellate_cell		2.8701934987725055
RPL11	14	6	0	0	0	0	0	0	0.4367307754520154	0.11843752742891557	0.3098901098901099	0.2809332808692584					0.8734615509040308
ELOA	17	7	0	0	0	0	0	0	0.09028242603774839	0.7303988301952844	0.004901960784313726	0.9851029592703197					0.18056485207549677
ELOA-AS1	17	7	1	1	0	1	1	0	0.5646440789400374	0.01820366961195037	0.5490196078431373	0.02246115176818258	1.546819039806718	t1d_stellate_cell	t1d_stellate_cell		3.629288157880075
PITHD1	17	7	1	1	1	0	0	1	-0.2440385320929781	0.34520314192009827	-0.4068627450980392	0.10506394931043998	0.6245988516575434	sjogren_gland_apc	sjogren_gland_apc	t1d_endothelial_cell	0.0119229358140438
LYPLA2	17	7	3	1	0	2	1	0	-0.12651586547779375	0.6284871331006998	-0.09068627450980393	0.729235337448989	1.724305095830954	t1d_endothelial_cell	t1d_ductal_cell;t1d_stellate_cell;t1d_endothelial_cell		4.246968269044412
GALE	17	7	1	1	0	1	1	0	-0.34009136941004947	0.18166283082224696	-0.32598039215686275	0.20163694355296405	1.942152009174128	t1d_endothelial_cell	t1d_endothelial_cell		1.819817261179901
HMGCL	17	7	1	1	1	1	1	0	-0.0790455036645535	0.7629873879971314	0.02450980392156863	0.9256077760199252	1.123650514672856	t1d_stellate_cell	t1d_stellate_cell	ibd_crohn_myeloid	0.8419089926708931
FUCA1	17	7	1	1	2	0	0	0	-0.4289073979216384	0.08581250689432493	0.16176470588235298	0.5350755062766513	0.5254613660435874	t1d_acinar_cell	t1d_acinar_cell	ibd_crohn_myeloid;ibd_uc_myeloid	-2.857814795843277
PNRC2	17	7	0	0	0	0	0	0	0.34617851086613355	0.17346793277519665	0.3872549019607844	0.1246063935084053					0.6923570217322671
SRSF10	17	7	0	0	1	0	0	0	0.14416344597128714	0.5809325463756122	-0.022058823529411766	0.9330304490530753				t1d_ductal_cell	-1.2116731080574257
STPG1	17	7	2	1	1	1	1	0	0.22961405332800042	0.3753258252650104	0.31617647058823534	0.21632697166875522	1.056827498174599	t1d_ductal_cell	t1d_ductal_cell;t1d_stellate_cell	sjogren_gland_apc	2.459228106656001
NIPAL3	17	7	0	0	2	0	0	0	-0.2718566832997438	0.29116875556612576	-0.33333333333333337	0.19105762734590404				ibd_crohn_myeloid;ibd_uc_myeloid	-3.5437133665994875
RCAN3	17	7	1	1	2	1	1	1	0.4536613511238552	0.06739174850877706	0.26715686274509803	0.2999179120959027	0.5530403747960162	ibd_crohn_myeloid	ibd_crohn_myeloid	t1d_ductal_cell;t1d_acinar_cell	1.4073227022477104
SRRM1	17	7	0	0	1	0	0	0	-0.4602737311316898	0.0630071769863204	-0.5098039215686275	0.036568145531216366				t1d_endothelial_cell	-2.4205474622633796
CLIC4	17	7	0	0	1	0	0	0	0.2428150003348657	0.3477030878391164	0.2303921568627451	0.3736648667172987				sjogren_gland_apc	-1.0143699993302686
RUNX3	17	7	0	0	2	0	0	0	-0.13256058686834304	0.6120301163691222	-0.12009803921568628	0.6461426985863068				t1d_stellate_cell;t1d_endothelial_cell	-3.265121173736686
SYF2	17	7	0	0	0	0	0	0	-0.1815397073157655	0.4856011101293149	-0.16911764705882354	0.5164176230839818					-0.363079414631531
RSRP1	17	7	0	0	0	0	0	0	0.19560432427467883	0.4518224323109797	0.22303921568627455	0.3895228783967918					0.39120864854935766
RHD	14	4	0	0	0	0	0	0	-0.39040810798081876	0.16755768854420422	-0.26153846153846155	0.3664111370667423					-0.7808162159616375
TMEM50A	17	7	1	1	0	0	0	1	0.09137656171457817	0.7272479051468386	-0.007352941176470588	0.9776558930236224	0.4093574435523646	sjogren_gland_apc	sjogren_gland_apc		2.182753123429156
MACO1	17	7	0	0	3	0	0	0	-0.42136028647391305	0.09209023428187223	-0.5343137254901961	0.027139775804459698				ibd_uc_myeloid;t1d_ductal_cell;t1d_acinar_cell	-5.342720572947826
LDLRAP1	17	7	0	0	2	0	0	0	-0.47451942619951165	0.05428253568063036	-0.4852941176470589	0.048308194284258345				t1d_ductal_cell;t1d_acinar_cell	-3.949038852399023
MAN1C1	17	7	0	0	2	0	0	0	-0.3699543003948616	0.14384322205599392	-0.14705882352941177	0.5732772908660001				ibd_crohn_myeloid;ibd_uc_myeloid	-3.739908600789723
SELENON	17	7	0	0	2	0	0	0	-0.6869629285884389	0.002315874992762434	-0.6470588235294119	0.004991395929870346				ibd_crohn_myeloid;ibd_uc_myeloid	-4.373925857176878
MTFR1L	17	7	0	0	2	0	0	0	-0.3695053408548976	0.14436804267054756	-0.18627450980392157	0.4740951399440866				ibd_crohn_myeloid;ibd_uc_myeloid	-3.7390106817097952
PAQR7	17	7	2	1	0	1	1	0	0.042695743726341814	0.8707520040989607	0.09558823529411767	0.7151579154299805	1.680166264840353	t1d_stellate_cell	t1d_acinar_cell;t1d_stellate_cell		3.5853914874526835
STMN1	17	7	0	0	2	0	0	0	-0.4651128275155372	0.05993481735522973	-0.18137254901960786	0.4860097755199285				ibd_crohn_myeloid;ibd_uc_myeloid	-3.9302256550310743
PAFAH2	17	7	1	1	2	1	1	0	-0.18204468403320234	0.48436756546643295	-0.2034313725490196	0.4335552308263205	2.0354916802080303	t1d_stellate_cell	t1d_stellate_cell	ibd_crohn_myeloid;sjogren_gland_apc	-0.8640893680664048
SLC30A2	14	6	0	0	0	0	0	0	0.24417430590808512	0.40019018489287583	0.11208791208791209	0.7028331631967695					0.48834861181617023
TRIM63	7	4	0	0	1	0	0	0	-0.7086162368384137	0.07468372773668455	-0.6785714285714287	0.0937502539598313				ibd_uc_myeloid	-2.9172324736768274
PDIK1L	17	7	0	0	0	0	0	0	-0.3160632186907503	0.21650058722090235	-0.30147058823529416	0.23962440631044454					-0.6321264373815006
ZNF593	17	7	0	0	0	0	0	0	-0.4023975713336543	0.10930882474967236	-0.4607843137254902	0.06267762211132859					-0.8047951426673086
CNKSR1	16	6	0	0	0	0	0	0	0.4362670165130529	0.09114597788838111	0.3970588235294118	0.12780600908826178					0.8725340330261058
CEP85	17	7	1	1	0	1	1	0	-0.1139704897038136	0.6631681749504296	-0.22794117647058826	0.3789105882694836	1.0320005794878775	t1d_stellate_cell	t1d_stellate_cell		2.2720590205923727
SH3BGRL3	17	7	4	3	0	3	3	2	0.33076842535229345	0.19470552359337706	0.3382352941176471	0.18421188285210155	0.903730066226105	t1d_endothelial_cell	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_acinar_cell;t1d_endothelial_cell		11.161536850704588
UBXN11	17	7	4	3	0	4	3	2	0.5039340643855909	0.039157292124180475	0.4387254901960785	0.07811671275305948	1.2282095065566303	ibd_uc_myeloid	ibd_crohn_myeloid;ibd_uc_myeloid;t1d_stellate_cell;t1d_endothelial_cell		11.507868128771182
CD52	16	6	2	2	0	1	1	1	0.49306239312772127	0.05230289098222991	0.6	0.01400712232959999	1.2838847061464742	ibd_uc_myeloid	ibd_uc_myeloid;t1d_acinar_cell		5.486124786255442
DHDDS	17	7	0	0	0	0	0	0	-0.6560203861432629	0.004240385944618207	-0.47058823529411764	0.05659410879699636					-1.3120407722865257
HMGN2	17	7	1	1	0	0	0	1	-0.3109768701298942	0.22439064022113844	-0.4068627450980392	0.10506394931043998	0.6334987209234928	sjogren_gland_apc	sjogren_gland_apc		1.3780462597402114
RPS6KA1	14	6	1	1	2	1	1	0	0.05697148086459897	0.8466074642159487	0.11208791208791209	0.7028331631967695	1.1739933661897934	t1d_endothelial_cell	t1d_endothelial_cell	t1d_ductal_cell;t1d_acinar_cell	-0.3860570382708022
ARID1A	17	7	0	0	0	0	0	0	-0.1199080867685845	0.6466680502107574	-0.18137254901960786	0.4860097755199285					-0.239816173537169
PIGV	17	7	1	1	0	0	0	0	-0.039089370521263045	0.8815936697748595	-0.029411764705882353	0.9107803991169199	1.360810675111041	t1d_ductal_cell	t1d_ductal_cell		0.9218212589574739
ZDHHC18	17	7	0	0	1	0	0	0	0.41640648053966356	0.09638625272745298	0.3872549019607844	0.1246063935084053				t1d_acinar_cell	-0.6671870389206729
SFN	17	7	1	1	0	0	0	0	0.3343519153969182	0.18962154870746273	0.2916666666666667	0.2560026072263	1.594744000226007	t1d_acinar_cell	t1d_acinar_cell		1.6687038307938364
GPN2	17	7	1	1	1	1	1	0	-0.3260487852106386	0.20153681522404174	-0.3921568627450981	0.11949978461381588	0.8532431080813625	t1d_endothelial_cell	t1d_endothelial_cell	ibd_crohn_myeloid	0.34790242957872275
GPATCH3	17	7	1	1	1	1	1	0	-0.05653596211422565	0.8293621445179834	-0.09068627450980393	0.729235337448989	0.9218748560024216	t1d_endothelial_cell	t1d_endothelial_cell	ibd_crohn_myeloid	0.8869280757715488
NUDC	17	7	0	0	2	0	0	0	-0.4641240764142757	0.06055334869704408	-0.4338235294117647	0.08189345203365919				ibd_uc_myeloid;t1d_stellate_cell	-3.9282481528285516
SLC9A1	17	7	1	1	0	1	1	0	-0.11772724487210658	0.6527108629984147	-0.14215686274509806	0.586262862651232	0.9587491401566886	t1d_endothelial_cell	t1d_endothelial_cell		2.264545510255787
WDTC1	17	7	0	0	2	0	0	0	-0.20129639087905304	0.43849960246247155	0.004901960784313726	0.9851029592703197				ibd_crohn_myeloid;ibd_uc_myeloid	-3.402592781758106
TMEM222	17	7	0	0	1	0	0	0	-0.533942192155509	0.027267004253478083	-0.5955882352941178	0.01164673138054415				ibd_crohn_myeloid	-2.567884384311018
SYTL1	17	7	0	0	0	0	0	0	0.11217752629849329	0.6681800219745857	-0.08333333333333334	0.750504450153402					0.22435505259698657
MAP3K6	17	7	1	1	0	1	1	0	0.12345651010677992	0.6368804671138825	0.02696078431372549	0.9181909009189737	0.9381048960071938	t1d_endothelial_cell	t1d_endothelial_cell		2.74691302021356
