pathway	perturbation	cell_type	gene	log2fc	p	fdr
IFNB	TYK2	BXPC3	CTSS	-1.46151550191996	5.3812764841586996e-65	3.78823308358965e-63
IFNB	TYK2	BXPC3	TAP2	-0.79895441291932	1.45190631089169e-46	7.273783395546958e-45
IFNB	TYK2	BXPC3	IRF1	-1.20223502612357	4.73473037698891e-58	2.9070532525181537e-56
IFNB	TYK2	BXPC3	CD44	0.382207266707042	4.80998881751332e-38	2.0039984022353965e-36
IFNB	TYK2	BXPC3	CTSL	-0.461648246162757	1.37792547261205e-07	9.878963484942933e-07
IFNB	TYK2	BXPC3	CTSD	-0.32898018703591	6.96334748849366e-07	4.477377605593639e-06
IFNB	TYK2	BXPC3	RFX5		1.05962428797847e-05	5.670309263192782e-05
IFNB	TYK2	BXPC3	CTSB	-0.239838239177519	5.67483767040054e-05	0.0002627025193678617
IFNB	TYK2	BXPC3	LAMP1	0.0236305074380747	0.663699543293552	0.7625872694265823
IFNB	TYK2	HAP1	STAT1	-1.36972705786571	6.11861022959826e-193	4.9964571134899394e-189
IFNB	TYK2	HAP1	NLRC5	-1.2358768238697	6.326069822450219e-30	1.6143339428165152e-27
IFNB	TYK2	HAP1	GBP1		0.0022451430964471	0.06765254068482295
IFNB	TYK2	HAP1	B2M	-1.03344579706929	6.78996988034444e-39	1.9802462158175964e-36
IFNB	TYK2	HAP1	LAMP3		0.0010369553057773	0.03902201394920475
IFNB	TYK2	HAP1	TAP1	-1.54771857291815	1.2807283671233001e-16	1.936745897394235e-14
IFNB	TYK2	HAP1	CTSS		0.316429553356877	0.7531616254710266
IFNB	TYK2	HAP1	TAP2	-0.555784919448667	7.5612063622985e-09	7.350572756491612e-07
IFNB	TYK2	HAP1	IRF1		0.000383995215994	0.01802129272302876
IFNB	TYK2	HAP1	CD44		0.779608809873194	0.9473639198548367
IFNB	TYK2	HAP1	CTSL		0.706683347381424	0.9290116604133664
IFNB	TYK2	HAP1	CTSD		0.312950037730894	0.7519615347953968
IFNB	TYK2	HAP1	RFX5		0.550713866884311	0.8811852816114327
IFNB	TYK2	HAP1	CTSB	-0.140767908017969	0.486427819092248	0.8509928683989854
IFNB	TYK2	HAP1	LAMP1	-0.130076331167487	0.459829060994661	0.8392856754766209
IFNB	TYK2	HT29	STAT1	-1.1339352857932	6.78451959235e-313	2.770119349558045e-309
IFNB	TYK2	HT29	NLRC5	-1.88564559395783	6.0685331334069e-82	1.6518547189133582e-79
IFNB	TYK2	HT29	GBP1	-1.51444457792594	9.56446551820307e-29	1.1657227674872577e-26
IFNB	TYK2	HT29	B2M	-1.26699773451981	2.1804981928261903e-68	4.6857758533207024e-66
IFNB	TYK2	HT29	LAMP3	-2.33213682163709	1.73672642084298e-15	1.1720750374052707e-13
IFNB	TYK2	HT29	TAP1	-1.87969666858133	4.63081112355409e-32	6.409356548295373e-30
IFNB	TYK2	HT29	CTSS		1.65006475398344e-07	5.142911748484264e-06
IFNB	TYK2	HT29	TAP2	-1.07989251320574	6.074330194917421e-63	1.2400745092923914e-60
IFNB	TYK2	HT29	IRF1	-0.734330452268773	3.06548780518516e-27	3.429147043444112e-25
IFNB	TYK2	HT29	CD44	0.10493853859924	0.265228797471783	0.5772543603823508
IFNB	TYK2	HT29	CTSL		0.0302950007613335	0.165036008150133
IFNB	TYK2	HT29	CTSD	0.0376954370894671	0.740942481400752	0.8971355219108172
IFNB	TYK2	HT29	RFX5		0.0867270033323539	0.317015536800359
IFNB	TYK2	HT29	CTSB	-0.0476142481223607	0.778695298331059	0.9129733192645514
IFNB	TYK2	HT29	LAMP1	0.0808138887658274	0.210187688362098	0.5187043406361114
IFNB	TYK2	K562	STAT1	-0.680783371371752	3.2973053929415704e-97	1.3462897919380432e-93
IFNB	TYK2	K562	NLRC5		0.0039189681221955	0.10848235147745239
IFNB	TYK2	K562	GBP1		0.271131468388675	0.7518773217667327
IFNB	TYK2	K562	B2M	-0.407790631919413	6.078224773759799e-13	9.926956700504505e-11
IFNB	TYK2	K562	LAMP3		0.0055694472243254	0.13698827118626872
IFNB	TYK2	K562	TAP1	-1.36301619701681	8.99762769644835e-08	9.300585793569269e-06
IFNB	TYK2	K562	CTSS	-0.165861601418419	0.0593890352586425	0.47251259215956365
IFNB	TYK2	K562	TAP2	-0.562825830303194	1.55444377487562e-12	2.44107458954506e-10
IFNB	TYK2	K562	IRF1	-0.550586460552248	0.0002430598157645	0.012972721931587628
IFNB	TYK2	K562	CD44	0.183071846342528	0.682961214124136	0.9388954786869067
IFNB	TYK2	K562	CTSL	-0.345066044149676	0.0262983467489977	0.321004932066241
IFNB	TYK2	K562	CTSD		0.253386532972835	0.7388394749173108
IFNB	TYK2	K562	RFX5		0.338940457056593	0.8034217045933638
IFNB	TYK2	K562	CTSB	0.0864926059553355	0.89531036901941	0.9850108241752635
IFNB	TYK2	K562	LAMP1	0.241690295000608	0.919452844723877	0.9905710753717597
IFNB	TYK2	MCF7	STAT1	-0.238663080688251	4.52818158436769e-103	3.3615573470860503e-100
IFNB	TYK2	MCF7	NLRC5	-0.858269172961271	1.27460535134629e-79	6.5052670619336275e-77
IFNB	TYK2	MCF7	GBP1	-0.974849651469673	1.89878479810171e-25	1.9381845826623204e-23
IFNB	TYK2	MCF7	B2M	-0.12136101326687	5.04455587788444e-17	3.144568190748423e-15
IFNB	TYK2	MCF7	LAMP3	-0.627770625759775	1.55106316092265e-52	4.367579921411849e-50
IFNB	TYK2	MCF7	TAP1	-0.647702319465007	1.40590661745121e-34	1.9134389063510967e-32
IFNB	TYK2	MCF7	CTSS		4.55020212633317e-05	0.0006014667422953123
IFNB	TYK2	MCF7	TAP2	-0.554550871402586	1.01549342128023e-48	2.1262869944036812e-46
IFNB	TYK2	MCF7	IRF1	-0.741747373556299	1.56171353210185e-25	1.61429781052452e-23
IFNB	TYK2	MCF7	CD44	0.149467027764742	0.0987097183864109	0.2678680409607454
IFNB	TYK2	MCF7	CTSL	0.227209892403176	0.434689054704471	0.6588104715509855
IFNB	TYK2	MCF7	CTSD	0.11695639106096	0.0015011052585961	0.01177524067405932
IFNB	TYK2	MCF7	RFX5	0.0445702602441309	0.0004464448090317	0.0042789534161418565
IFNB	TYK2	MCF7	CTSB	0.227126956006226	0.328563343148367	0.5644909914256636
IFNB	TYK2	MCF7	LAMP1	0.373365329912959	0.441424261569474	0.6651910906027542
IFNG	HLA-DQB1	A549	B2M	0.0170277294870921	0.114174758260651	0.9657473246931554
IFNG	HLA-DQB1	A549	GBP1	-0.0222547696401655	0.327275988741782	0.9955515456122276
IFNG	HLA-DQB1	A549	HLA-DQB1		0.830020851603365	0.9999357640323566
IFNG	HLA-DQB1	A549	STAT1	0.187066801218603	0.199823470830903	0.9955515456122276
IFNG	HLA-DQB1	A549	GBP2	-0.236765930621472	0.521466448735349	0.9999357640323566
IFNG	HLA-DQB1	A549	TAP2	0.0540424089298343	0.31574257645245	0.9955515456122276
IFNG	HLA-DQB1	A549	CXCL10		0.0653928584068555	0.9132834312701124
IFNG	HLA-DQB1	A549	IRF1	0.126238069276613	0.825410198182932	0.9999357640323566
IFNG	HLA-DQB1	A549	CTSS	0.247451067858621	0.936303595931259	0.9999357640323566
IFNG	HLA-DQB1	A549	TAP1	0.0425386412080141	0.572740730194299	0.9999357640323566
IFNG	HLA-DQB1	A549	CIITA	0.154326225118008	0.491018429431963	0.9975311669451057
IFNG	HLA-DQB1	A549	CTSB	0.221960715898709	0.258662060520923	0.9955515456122276
IFNG	HLA-DQB1	A549	CD74	-0.13942267456776	0.0461307368621202	0.8608110957360074
IFNG	HLA-DQB1	A549	NLRC5	0.105553880115989	0.851602781486611	0.9999357640323566
IFNG	HLA-DQB1	A549	CTSD	-0.0351595137488052	0.774582115305436	0.9999357640323566
IFNG	HLA-DQB1	A549	LAMP2	0.0347339763978596	0.345800647599347	0.9955515456122276
IFNG	HLA-DQB1	A549	CTSL	0.47415562304024	0.358589569855467	0.9955515456122276
IFNG	HLA-DQB1	A549	CD44	0.102723172978565	0.138310807138129	0.9739756291673615
IFNG	HLA-DQB1	A549	IFI30		0.478204086263647	0.9955515456122276
IFNG	HLA-DQB1	A549	RFX5	0.059523356933143	0.185021264918932	0.9955515456122276
IFNG	HLA-DQB1	A549	LAMP1	0.0119402732860698	0.968362325025474	0.9999357640323566
IFNG	HLA-DQB1	BXPC3	B2M	0.358696571244514	7.69251324015121e-10	6.553287852152024e-08
IFNG	HLA-DQB1	BXPC3	GBP1	0.288479738721196	1.8442143555521402e-09	1.4716664939823623e-07
IFNG	HLA-DQB1	BXPC3	HLA-DQB1		0.0021610214976778	0.02495176415148768
IFNG	HLA-DQB1	BXPC3	STAT1	0.241509283527657	0.262429786590906	0.5826752979778825
IFNG	HLA-DQB1	BXPC3	GBP2	0.270744756032123	0.0005466241143551	0.008203674331613326
IFNG	HLA-DQB1	BXPC3	TAP2	0.316500484667224	0.0012530753698989	0.015997735720739478
IFNG	HLA-DQB1	BXPC3	CXCL10	0.484973920155793	0.0085702926004027	0.06989427266502052
IFNG	HLA-DQB1	BXPC3	IRF1	0.240916791666021	0.0956847577240515	0.3376926352144285
IFNG	HLA-DQB1	BXPC3	CTSS	0.368963265896349	0.0101876434251561	0.07966883743269554
IFNG	HLA-DQB1	BXPC3	TAP1	0.317112565264626	0.0217043319785943	0.13570111916608385
IFNG	HLA-DQB1	BXPC3	CIITA	0.283034749942053	0.0322340957267306	0.17505287273448525
IFNG	HLA-DQB1	BXPC3	CTSB	0.352260765026756	0.0324203808742913	0.1757027621598878
IFNG	HLA-DQB1	BXPC3	CD74		0.337084687370458	0.6518112798479835
IFNG	HLA-DQB1	BXPC3	NLRC5	0.227547577103606	0.482786689800846	0.7625587354066112
IFNG	HLA-DQB1	BXPC3	CTSD	0.140943218222751	0.204719567552466	0.516311299140442
IFNG	HLA-DQB1	BXPC3	LAMP2	0.373846317874332	0.185370579384658	0.4919294461949975
IFNG	HLA-DQB1	BXPC3	CTSL	0.19112766641005	0.513296188898205	0.7800606695608202
IFNG	HLA-DQB1	BXPC3	CD44	0.278962296779245	0.568915343095723	0.8148753961831321
IFNG	HLA-DQB1	BXPC3	IFI30		0.159926021541351	0.4547882546744132
IFNG	HLA-DQB1	BXPC3	RFX5		0.767323055043668	0.9101463139835594
IFNG	HLA-DQB1	BXPC3	LAMP1	0.254711846867818	0.45479448131344	0.7426032635866878
IFNG	HLA-DQB1	HAP1	B2M	0.0722964025512497	0.292496954292638	0.9840103574015581
IFNG	HLA-DQB1	HAP1	GBP1	0.146260323177827	0.0264773737801349	0.8524117022789087
IFNG	HLA-DQB1	HAP1	HLA-DQB1		0.999997810511537	0.999999839119915
IFNG	HLA-DQB1	HAP1	STAT1	0.0739855549230675	0.0001152625186374	0.10699377486675814
IFNG	HLA-DQB1	HAP1	GBP2	-0.161116894728046	0.980880453541042	0.999999839119915
IFNG	HLA-DQB1	HAP1	TAP2	-0.0251004305981324	0.343717687661488	0.9861496330304245
IFNG	HLA-DQB1	HAP1	CXCL10		0.809530595585617	0.9994758623200632
IFNG	HLA-DQB1	HAP1	IRF1	0.089681094203024	0.630958437744691	0.9957996183945207
IFNG	HLA-DQB1	HAP1	CTSS		0.993653628904537	0.999999839119915
IFNG	HLA-DQB1	HAP1	TAP1	0.138559886844143	0.99902996565786	0.999999839119915
IFNG	HLA-DQB1	HAP1	CIITA		0.373067520442933	0.9861496330304245
IFNG	HLA-DQB1	HAP1	CTSB	0.0161256462737875	0.358113863462819	0.9861496330304245
IFNG	HLA-DQB1	HAP1	CD74		0.996027853361994	0.999999839119915
IFNG	HLA-DQB1	HAP1	NLRC5	0.148771303828422	0.524595770305265	0.9935866249749719
IFNG	HLA-DQB1	HAP1	CTSD		0.816448395540594	0.9994758623200632
IFNG	HLA-DQB1	HAP1	LAMP2	0.0124241892603107	0.605376656740776	0.9957996183945207
IFNG	HLA-DQB1	HAP1	CTSL		0.827849985311198	0.9999112249343604
IFNG	HLA-DQB1	HAP1	CD44		0.473688453245696	0.9935866249749719
IFNG	HLA-DQB1	HAP1	IFI30		0.512711010415452	0.9935866249749719
IFNG	HLA-DQB1	HAP1	RFX5		0.597306058739018	0.9957996183945207
IFNG	HLA-DQB1	HAP1	LAMP1	-0.246227541357607	0.671545455696198	0.9957996183945207
IFNG	HLA-DQB1	HT29	B2M	0.0766600516397737	0.0179304997843546	0.5983911090313778
IFNG	HLA-DQB1	HT29	GBP1	0.035640561348405	0.247912684865771	0.9129856420745296
IFNG	HLA-DQB1	HT29	HLA-DQB1		0.745075030205973	0.9883172118893804
IFNG	HLA-DQB1	HT29	STAT1	-0.0214994022145985	0.490107425100307	0.9559199255356923
IFNG	HLA-DQB1	HT29	GBP2	-0.0104814204032824	0.555525454528751	0.9645508859637558
IFNG	HLA-DQB1	HT29	TAP2	0.0797205358557111	0.9893770004156	0.9986987127619525
IFNG	HLA-DQB1	HT29	CXCL10	-0.118392217286016	0.59488526102891	0.9739907052927634
IFNG	HLA-DQB1	HT29	IRF1	0.0401605900777686	0.0095188590225444	0.5138281796686222
IFNG	HLA-DQB1	HT29	CTSS	0.113156940585542	0.776924901518254	0.9887776004644345
IFNG	HLA-DQB1	HT29	TAP1	0.0663925735624691	0.371868899318007	0.9337711165889115
IFNG	HLA-DQB1	HT29	CIITA	-0.0139171591947234	0.886717743968378	0.9951772760373155
IFNG	HLA-DQB1	HT29	CTSB	0.217685112504904	0.791244547226516	0.9893829848132744
IFNG	HLA-DQB1	HT29	CD74	-0.032625470136413	0.108797091172722	0.8156030214120608
IFNG	HLA-DQB1	HT29	NLRC5	0.0305060683746115	0.195739767069781	0.8882299653516286
IFNG	HLA-DQB1	HT29	CTSD	0.0507139834473997	0.0785634874146539	0.7792421888917811
IFNG	HLA-DQB1	HT29	LAMP2	0.136492696508477	0.102626131904904	0.7955271783820993
IFNG	HLA-DQB1	HT29	CTSL		0.12764866049475	0.8396614503485765
IFNG	HLA-DQB1	HT29	CD44	0.0518006466938645	0.252482977245212	0.9129856420745296
IFNG	HLA-DQB1	HT29	IFI30	-0.0700284252227683	0.613447528631689	0.9756190580646349
IFNG	HLA-DQB1	HT29	RFX5	0.0762799907276421	0.953701028225085	0.9966537429711375
IFNG	HLA-DQB1	HT29	LAMP1	0.0718465245962414	0.729661094635102	0.9883172118893804
IFNG	HLA-DQB1	K562	B2M	-0.0994013504347502	0.0900281603017818	0.8319882264437607
IFNG	HLA-DQB1	K562	GBP1		0.357727200140711	0.9348549909805879
IFNG	HLA-DQB1	K562	HLA-DQB1		0.99999794860732	0.99999794860732
IFNG	HLA-DQB1	K562	STAT1	-0.159761272277273	0.645405635164547	0.9769043678700349
IFNG	HLA-DQB1	K562	GBP2		0.509453758506189	0.9596061331863224
IFNG	HLA-DQB1	K562	TAP2	0.0417251980021422	0.0574288088244949	0.7572034052391037
IFNG	HLA-DQB1	K562	CXCL10		0.997549194757065	0.9998425126503115
IFNG	HLA-DQB1	K562	IRF1	0.0400710723781356	0.017938234467299	0.600750566558221
IFNG	HLA-DQB1	K562	CTSS		0.215936919965844	0.915886004959528
IFNG	HLA-DQB1	K562	TAP1	-0.0839392284550143	0.541111897437582	0.9639833058756301
IFNG	HLA-DQB1	K562	CIITA		0.0313336129424702	0.6790026524745644
IFNG	HLA-DQB1	K562	CTSB	-0.114216150852313	0.57010949547935	0.9663856986017906
IFNG	HLA-DQB1	K562	CD74		0.45371753000315	0.9466715928745104
IFNG	HLA-DQB1	K562	NLRC5	-0.29076496003716	0.592167269741741	0.9667093290615576
IFNG	HLA-DQB1	K562	CTSD		0.884514595260748	0.9974784219814959
IFNG	HLA-DQB1	K562	LAMP2	-0.101048712245656	0.206878378553414	0.915886004959528
IFNG	HLA-DQB1	K562	CTSL	-0.184124994989401	0.209581553385905	0.915886004959528
IFNG	HLA-DQB1	K562	CD44		0.785102618153759	0.9892281771928186
IFNG	HLA-DQB1	K562	IFI30		0.203381183717758	0.915886004959528
IFNG	HLA-DQB1	K562	RFX5		0.881598762300089	0.996790745207654
IFNG	HLA-DQB1	K562	LAMP1	0.0270518588600375	0.99726784072034	0.9998425126503115
IFNG	HLA-DQB1	MCF7	B2M	-0.0042046803769277	0.180486096057253	0.8472046297961986
IFNG	HLA-DQB1	MCF7	GBP1	0.171271188883171	0.135903486740492	0.8070222466189707
IFNG	HLA-DQB1	MCF7	HLA-DQB1		8.77142517235936e-05	0.030800349757511714
IFNG	HLA-DQB1	MCF7	STAT1	0.0048337848572424	0.754119082689266	0.9756059985219321
IFNG	HLA-DQB1	MCF7	GBP2	0.224530993020217	0.505244692437044	0.9376616716356528
IFNG	HLA-DQB1	MCF7	TAP2	0.0918140422126575	0.190827582726872	0.8611962198637735
IFNG	HLA-DQB1	MCF7	CXCL10		0.996118186278579	0.9998848071940271
IFNG	HLA-DQB1	MCF7	IRF1	0.189457163411385	0.0108948059411721	0.44342310728210316
IFNG	HLA-DQB1	MCF7	CTSS		0.525983004310628	0.9402397765582687
IFNG	HLA-DQB1	MCF7	TAP1	0.0834159793272752	0.932204983273848	0.9994170287357702
IFNG	HLA-DQB1	MCF7	CIITA	-0.0910676913717763	0.753821352108107	0.9756059985219321
IFNG	HLA-DQB1	MCF7	CTSB	0.0492377251230336	0.104171977749709	0.7590524521210648
IFNG	HLA-DQB1	MCF7	CD74	0.130275579739381	0.430099878055053	0.919765611196407
IFNG	HLA-DQB1	MCF7	NLRC5	0.0921345081496376	0.0744888146212047	0.7229405490468706
IFNG	HLA-DQB1	MCF7	CTSD	-0.040060241756926	0.098457446589988	0.7510315747217533
IFNG	HLA-DQB1	MCF7	LAMP2	0.0514702591264856	0.911384350501864	0.9978019457508895
IFNG	HLA-DQB1	MCF7	CTSL	0.219618075467369	0.370655993844936	0.9091945380935261
IFNG	HLA-DQB1	MCF7	CD44	0.287989064251136	0.297065352262446	0.8973225690546266
IFNG	HLA-DQB1	MCF7	IFI30	0.315922555575666	0.934576762389119	0.9994957214362793
IFNG	HLA-DQB1	MCF7	RFX5	0.250049973589821	0.364473460823373	0.9048217172610261
IFNG	HLA-DQB1	MCF7	LAMP1	0.0771443199659712	0.65097139442236	0.9692383605804528
IFNG	IFNGR1	A549	STAT1	-0.8269280046715	6.34480975287466e-100	1.0141543908994858e-96
IFNG	IFNGR1	A549	IRF1	-1.50164389079272	3.90887858816934e-94	5.206626279441561e-91
IFNG	IFNGR1	A549	GBP1	-1.38333822075237	2.49427823881957e-39	6.430410220853549e-37
IFNG	IFNGR1	A549	NLRC5	-0.8645898241375	8.69682607027985e-46	3.3097635216036455e-43
IFNG	IFNGR1	A549	TAP2	-1.11748760094418	3.70992542078344e-39	9.26553873840664e-37
IFNG	IFNGR1	A549	GBP2	-1.79426298431082	8.60688710575169e-12	3.0037660152474895e-10
IFNG	IFNGR1	A549	CIITA	-1.52072209645711	3.51937745131009e-62	2.3439053825725197e-59
IFNG	IFNGR1	A549	B2M	-1.55541323619381	7.239096651585121e-35	1.411094157060202e-32
IFNG	IFNGR1	A549	TAP1	-1.32597762054707	1.90985014252404e-37	4.1252763078519266e-35
IFNG	IFNGR1	A549	CD74	-1.70901818034578	9.32174451228065e-27	1.0642768877449566e-24
IFNG	IFNGR1	A549	CTSS	-1.46950979089488	2.2677180551724902e-35	4.530900674234636e-33
IFNG	IFNGR1	A549	CXCL10		0.048234678597778	0.145390556248935
IFNG	IFNGR1	A549	CD44	0.281023327806896	2.78667938016036e-14	1.244197855097296e-12
IFNG	IFNGR1	A549	IFI30		0.0001140339960398	0.0011251354275926934
IFNG	IFNGR1	A549	CTSB	-0.55146159923912	4.96890547265321e-12	1.813310161527144e-10
IFNG	IFNGR1	A549	CTSL	-0.681514319714645	0.0004878781876218	0.003910855040595211
IFNG	IFNGR1	A549	CTSD	-0.103491547377474	0.048662906431923	0.1457698456536464
IFNG	IFNGR1	A549	LAMP2	-0.0404219841427307	0.765982298939623	0.8809512927220416
IFNG	IFNGR1	A549	LAMP1	0.0515248449119685	0.780504679527016	0.8903501853810893
IFNG	IFNGR1	BXPC3	STAT1	-1.16702403388413	3.43723655365014e-131	3.4337993170964903e-128
IFNG	IFNGR1	BXPC3	IRF1	-1.48048929334288	2.3826185318858e-103	1.4647605620639473e-100
IFNG	IFNGR1	BXPC3	GBP1	-1.85121839165072	9.835926809408341e-182	1.572174541215829e-178
IFNG	IFNGR1	BXPC3	NLRC5	-1.52926084818847	9.65870212107667e-72	4.5407263148026314e-69
IFNG	IFNGR1	BXPC3	TAP2	-1.30219237555191	1.2042177757535801e-46	2.291454396148241e-44
IFNG	IFNGR1	BXPC3	GBP2	-1.69000742122408	8.287496773371111e-136	9.461953458968846e-133
IFNG	IFNGR1	BXPC3	CIITA	-1.42906285721732	5.6338920223989e-11	1.3480857797308984e-09
IFNG	IFNGR1	BXPC3	B2M	-0.928855402412838	6.3154670115436204e-52	1.7404555984916072e-49
IFNG	IFNGR1	BXPC3	TAP1	-1.55850245494773	2.1072715545885001e-47	4.2103285660678234e-45
IFNG	IFNGR1	BXPC3	CD74		5.07717641989149e-05	0.0004470455045748113
IFNG	IFNGR1	BXPC3	CTSS	-1.36467012013654	4.65000102041847e-39	6.519790904418318e-37
IFNG	IFNGR1	BXPC3	CXCL10	-1.85947197949976	1.81055481024874e-31	1.7864140794454235e-29
IFNG	IFNGR1	BXPC3	CD44	-0.0665001566782608	0.579279127544396	0.7375623105223035
IFNG	IFNGR1	BXPC3	IFI30		1.85991613751433e-06	2.2728516469441168e-05
IFNG	IFNGR1	BXPC3	CTSB	-0.0565392431392924	0.293074757394857	0.4811531349835039
IFNG	IFNGR1	BXPC3	CTSL	-0.56259142481707	0.0002019900410064	0.001490259394703597
IFNG	IFNGR1	BXPC3	CTSD	0.150900057119143	0.121230035025793	0.2636382149458878
IFNG	IFNGR1	BXPC3	LAMP2	0.153194123097926	0.0270604730343244	0.08598712430743972
IFNG	IFNGR1	BXPC3	LAMP1	-0.302441902893621	0.179277598756951	0.3460001374705512
IFNG	IFNGR1	HAP1	STAT1	-1.31531414012714	3.0400199602043897e-78	6.113035958369137e-75
IFNG	IFNGR1	HAP1	IRF1	-1.41403363536894	5.62098633672457e-22	1.4974307601034254e-19
IFNG	IFNGR1	HAP1	GBP1	-1.89114555126121	4.95964504614806e-66	6.492479863321585e-63
IFNG	IFNGR1	HAP1	NLRC5	-1.47186745237325	1.70913042041084e-66	2.731874063984687e-63
IFNG	IFNGR1	HAP1	TAP2	-1.34816081882025	4.17762103899321e-37	2.225836489575582e-34
IFNG	IFNGR1	HAP1	GBP2	-1.52547530644522	1.04325527807771e-09	6.413612447997737e-08
IFNG	IFNGR1	HAP1	CIITA		0.459425318545199	0.7809027314425576
IFNG	IFNGR1	HAP1	B2M	-1.29335356145337	5.35850109013416e-19	1.1574362354689787e-16
IFNG	IFNGR1	HAP1	TAP1	-1.52936343813004	3.80309067921294e-18	7.236738263873766e-16
IFNG	IFNGR1	HAP1	CD74		0.996149902910652	0.999997104833634
IFNG	IFNGR1	HAP1	CTSS		0.142928330088635	0.46015507788516946
IFNG	IFNGR1	HAP1	CXCL10		0.204379677507899	0.5428188597086095
IFNG	IFNGR1	HAP1	CD44		0.0114549237743255	0.10217382902277834
IFNG	IFNGR1	HAP1	IFI30		0.0020365215287246	0.028705255833451505
IFNG	IFNGR1	HAP1	CTSB	0.0615429835917705	0.162182049584454	0.48847897542914565
IFNG	IFNGR1	HAP1	CTSL		0.194261419767139	0.5317606332764512
IFNG	IFNGR1	HAP1	CTSD		0.241929322171667	0.5882447975408365
IFNG	IFNGR1	HAP1	LAMP2	-0.333897910735863	0.123720569463783	0.4299020831106755
IFNG	IFNGR1	HAP1	LAMP1	-0.406262478167445	0.0897746570029092	0.365049058213074
IFNG	IFNGR1	HT29	STAT1	-1.2178594488067	0.0	0.0
IFNG	IFNGR1	HT29	IRF1	-1.4093618052741	8.09376785492799e-284	1.29370785393169e-280
IFNG	IFNGR1	HT29	GBP1	-1.52631850861064	1.9167433392976403e-245	1.9148265959583426e-242
IFNG	IFNGR1	HT29	NLRC5	-1.37945441857844	6.357325076536109e-208	4.618885637425144e-205
IFNG	IFNGR1	HT29	TAP2	-1.26166181695175	3.01402678526952e-189	2.0073418389895005e-186
IFNG	IFNGR1	HT29	GBP2	-1.54596563084059	2.14215457777573e-165	1.141339959038909e-162
IFNG	IFNGR1	HT29	CIITA	-1.6676679277793	1.12938583067459e-160	5.641282224219577e-158
IFNG	IFNGR1	HT29	B2M	-1.19303153252867	6.255115916005291e-155	2.9406403765126047e-152
IFNG	IFNGR1	HT29	TAP1	-1.57328028752137	1.56714683512966e-124	5.218598960981767e-122
IFNG	IFNGR1	HT29	CD74	-1.66661109127133	1.06442354611656e-108	2.8356243268545155e-106
IFNG	IFNGR1	HT29	CTSS	-1.491060570809	1.43227500876142e-44	9.231243443565538e-43
IFNG	IFNGR1	HT29	CXCL10	-1.66737168396225	1.01841974460711e-20	2.4442073870570644e-19
IFNG	IFNGR1	HT29	CD44	0.263789553150273	1.12511758015873e-09	1.1693029519673044e-08
IFNG	IFNGR1	HT29	IFI30	-1.33517118834272	3.09467911999545e-14	4.747154611708951e-13
IFNG	IFNGR1	HT29	CTSB	0.253586584300329	0.0070696972353507	0.022555297526915288
IFNG	IFNGR1	HT29	CTSL		0.293082849300246	0.44556175225557654
IFNG	IFNGR1	HT29	CTSD	0.162500314782529	0.0245036293388539	0.06395160829706394
IFNG	IFNGR1	HT29	LAMP2	-0.200236612568266	0.0008362086965773	0.0034721806360142353
IFNG	IFNGR1	HT29	LAMP1	-0.0489669114484055	0.354574518930827	0.5140140677118029
IFNG	IFNGR1	K562	STAT1	-1.61197700525764	9.83358360415147e-171	7.859000016437854e-167
IFNG	IFNGR1	K562	IRF1	-1.85669404170926	2.5793735426875797e-34	4.122870670631827e-31
IFNG	IFNGR1	K562	GBP1		0.853179029686191	0.9726085850162932
IFNG	IFNGR1	K562	NLRC5	-1.6509187488922	6.31401335464286e-16	3.881661133100441e-13
IFNG	IFNGR1	K562	TAP2	-1.6101640627626	3.4990501122724297e-40	6.991102124320314e-37
IFNG	IFNGR1	K562	GBP2		0.0852574145354804	0.48650455372342793
IFNG	IFNGR1	K562	CIITA		0.875555797740793	0.9794065760364821
IFNG	IFNGR1	K562	B2M	-1.21624904398723	3.06984506878475e-14	1.6356134526485147e-11
IFNG	IFNGR1	K562	TAP1	-1.89581721496068	2.2553924903998e-22	2.0027885314750225e-19
IFNG	IFNGR1	K562	CD74		0.638422750372715	0.9153594904773108
IFNG	IFNGR1	K562	CTSS		0.0145879228507603	0.21044526971710525
IFNG	IFNGR1	K562	CXCL10		0.997941433050644	0.999683924988329
IFNG	IFNGR1	K562	CD44		0.197168404123048	0.6580977043730292
IFNG	IFNGR1	K562	IFI30		0.023654619869498	0.2743798577605632
IFNG	IFNGR1	K562	CTSB	-0.274596214144357	0.40311442789987	0.8197685770421784
IFNG	IFNGR1	K562	CTSL	-0.284087020104688	0.285925857561301	0.7439418639408655
IFNG	IFNGR1	K562	CTSD		0.190734668472647	0.6538674144545662
IFNG	IFNGR1	K562	LAMP2	-0.237822541438529	0.194165721445679	0.6559134688919387
IFNG	IFNGR1	K562	LAMP1	0.249756127675653	0.269366310485766	0.7253286904994075
IFNG	IFNGR1	MCF7	STAT1	-1.42089767488931	0.0	0.0
IFNG	IFNGR1	MCF7	IRF1	-1.46225097968913	4.0860676642482604e-61	2.968713888424736e-58
IFNG	IFNGR1	MCF7	GBP1	-1.63590857179456	1.46976959095677e-39	5.593523129012622e-37
IFNG	IFNGR1	MCF7	NLRC5	-1.65416957232728	5.3072163955057704e-132	1.4138424477627373e-128
IFNG	IFNGR1	MCF7	TAP2	-1.7416621595684	8.77583515648948e-55	5.395113428512609e-52
