gene	source	query	hit_count	url	top_examples	status	error
CD300A	EuropePMC_preprint	((CD300A OR CMRF35H) autoimmune) AND SRC:PPR	5	https://europepmc.org/search?query=%28%28CD300A+OR+CMRF35H%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2020.12.22.423917"", ""id"": ""PPR257164"", ""source"": ""PPR"", ""title"": ""T cell activation, highly armed cytotoxic cells and a sharp shift in monocytes CD300 receptors expression is characteristic of patients with severe COVID-19"", ""year"": ""2020""}, {""doi"": ""10.1101/2022.10.19.512842"", ""id"": ""PPR562474"", ""source"": ""PPR"", ""title"": ""High-resolution promoter interaction analysis implicates genes involved in the activation of Type 3 Innate Lymphoid Cells in autoimmune disease risk"", ""year"": ""2022""}, {""doi"": ""10.21203/rs.3.rs-3064773/v1"", ""id"": ""PPR680469"", ""source"": ""PPR"", ""title"": ""Kinome and phosphoproteome reprogramming underlies the aberrant immune responses in critically ill COVID-19 patients"", ""year"": ""2023""}]"	ok	
CD300A	ClinicalTrials.gov	CD300A autoimmune	0	https://clinicaltrials.gov/search?term=CD300A+autoimmune	[]	ok	
CD300A	Google Patents	CD300A autoimmune antibody		https://patents.google.com/?q=CD300A+autoimmune+antibody	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CD300LF	EuropePMC	(CD300LF OR CD300F OR IREM1) autoimmune	223	https://europepmc.org/search?query=%28CD300LF+OR+CD300F+OR+IREM1%29+autoimmune	"[{""doi"": ""10.1128/iai.00059-25"", ""id"": ""40310290"", ""source"": ""MED"", ""title"": ""Phosphatidylserine-binding receptor, CD300f, on macrophages mediates host invasion of pathogenic and non-pathogenic rickettsiae."", ""year"": ""2025""}, {""doi"": ""10.1097/md.0000000000044050"", ""id"": ""40859573"", ""source"": ""MED"", ""title"": ""A multilevel genomic approach to uncover causal connections between CPFE and lung cancer subtypes: A two-sample Mendelian randomization study."", ""year"": ""2025""}, {""doi"": ""10.3390/cancers17111786"", ""id"": ""40507267"", ""source"": ""MED"", ""title"": ""CD300a: An Innate Immune Checkpoint Shaping Tumor Immunity and Therapeutic Opportunity."", ""year"": ""2025""}]"	ok	
CD300LF	PubMed	(CD300LF OR CD300F OR IREM1) autoimmune	7	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD300LF+OR+CD300F+OR+IREM1%29+autoimmune	"[{""pmid"": ""37033950""}, {""pmid"": ""30671061""}, {""pmid"": ""27308512""}]"	ok	
CD300LF	EuropePMC_preprint	((CD300LF OR CD300F OR IREM1) autoimmune) AND SRC:PPR	5	https://europepmc.org/search?query=%28%28CD300LF+OR+CD300F+OR+IREM1%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.10.14.25337894"", ""id"": ""PPR1103189"", ""source"": ""PPR"", ""title"": ""Removing genetic effects on plasma proteins enhances their utility as disease biomarkers"", ""year"": ""2025""}, {""doi"": ""10.1101/2024.07.11.24310200"", ""id"": ""PPR879470"", ""source"": ""PPR"", ""title"": ""Harnessing confounding and genetic pleiotropy to identify causes of disease through proteomics and Mendelian randomisation \u2013 \u2018MR Fish\u2019"", ""year"": ""2024""}, {""doi"": ""10.22541/au.162152429.96552508/v1"", ""id"": ""PPR343936"", ""source"": ""PPR"", ""title"": ""Advances and highlights in biomarkers of allergic diseases"", ""year"": ""2021""}]"	ok	
CD300LF	ClinicalTrials.gov	CD300F autoimmune	0	https://clinicaltrials.gov/search?term=CD300F+autoimmune	[]	ok	
CD300LF	Google Patents	CD300F CD300LF autoimmune antibody		https://patents.google.com/?q=CD300F+CD300LF+autoimmune+antibody	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CD274	EuropePMC	"(CD274 OR ""PD-L1"" OR B7-H1) autoimmune"	33145	https://europepmc.org/search?query=%28CD274+OR+%22PD-L1%22+OR+B7-H1%29+autoimmune	"[{""doi"": ""10.1002/iid3.70464"", ""id"": ""42093118"", ""source"": ""MED"", ""title"": ""Expression of Programmed Death-Ligand 1 in Cervical Cancer: Correlation With Histologic Subtypes and Clinicopathological Features."", ""year"": ""2026""}, {""doi"": ""10.1007/s10529-026-03711-x"", ""id"": ""41731185"", ""source"": ""MED"", ""title"": ""Molecular determinants of the immunomodulatory potentials of a novel bifunctional TGF-\u03b21/PD-L1 fusion protein."", ""year"": ""2026""}, {""doi"": ""10.1152/ajpendo.00306.2025"", ""id"": ""41285166"", ""source"": ""MED"", ""title"": ""Interplay between expression of PD-L1 on thyrocytes and intrathyroidal lymphocytes and FOXP3 as a marker of regulatory T lymphocytes in Hashimoto thyroiditis."", ""year"": ""2026""}]"	ok	
CD274	PubMed	"(CD274 OR ""PD-L1"" OR B7-H1) autoimmune"	1495	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD274+OR+%22PD-L1%22+OR+B7-H1%29+autoimmune	"[{""pmid"": ""42177071""}, {""pmid"": ""42162235""}, {""pmid"": ""42159071""}]"	ok	
CD274	EuropePMC_preprint	"((CD274 OR ""PD-L1"" OR B7-H1) autoimmune) AND SRC:PPR"	135	https://europepmc.org/search?query=%28%28CD274+OR+%22PD-L1%22+OR+B7-H1%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.64898/2026.02.15.705935"", ""id"": ""PPR1223451"", ""source"": ""PPR"", ""title"": ""Calorie Restriction Upregulates Islet PD-L1 Signaling and Decreases the Risk of Auto-immune Diabetes Onset in NOD Mice"", ""year"": ""2026""}, {""doi"": ""10.64898/2026.05.18.725807"", ""id"": ""PPR1235751"", ""source"": ""PPR"", ""title"": ""Modular mRNA platform for  <i>in vivo</i>  antigen-specific immune tolerance"", ""year"": ""2026""}, {""doi"": ""10.22541/authorea.15003100/v1"", ""id"": ""PPR1206880"", ""source"": ""PPR"", ""title"": ""Paeoniflorin-6'-O-benzenesulfonate inhibits dendritic cell metabolism to alleviate autoimmune hepatitis via PI3K-AKT-FoxO1 pathway"", ""year"": ""2026""}]"	ok	
CD274	ClinicalTrials.gov	PD-L1 autoimmune	5	https://clinicaltrials.gov/search?term=PD-L1+autoimmune	"[{""conditions"": ""Gastric or Gastro-oesophageal Junction Carcinoma;Advanced, Relapsed Gastric or Gastro-oesophageal Junction Carcinoma;Second-line Therapy"", ""nct_id"": ""NCT04713059"", ""status"": ""UNKNOWN"", ""title"": ""Toripalimab Combined With Anlotinib for Patients With Advanced, Relapsed, or Refractory Gastric, or Esophagogastric Junction Cancer (EGJC)""}, {""conditions"": ""Non-small Cell Lung Cancer"", ""nct_id"": ""NCT03631784"", ""status"": ""COMPLETED"", ""title"": ""A Trial of Pembrolizumab in Combination With Chemotherapy and Radiotherapy in Stage III NSCLC (KEYNOTE-799, MK-3475-799)""}, {""conditions"": ""HepatoCellular Carcinoma"", ""nct_id"": ""NCT04152356"", ""status"": ""UNKNOWN"", ""title"": ""Combined Immunotherapy and Targeted Therapy for Hepatocellular Carcinoma""}, {""conditions"": ""Non Small Cell Lung Cancer Metastatic"", ""nct_id"": ""NCT07190677"", ""status"": ""RECRUITING"", ""title"": ""First-line Therapy With Nivolumab Plus Ipilimumab in Combination With Chemotherapy for Metatastatic NSCLC (NICReWo Trial)""}, {""conditions"": ""Autoimmune Disease;Crohn Disease;Dermatomyositis;Hematopoietic and Lymphoid Cell Neoplasm;Inflammatory Bowel Disease;Malignant Solid Neoplasm;Multiple Sclerosis;Psoriasis;Psoriatic Arthritis;Rheumatoid Arthritis;Sjogren Syndrome;Systemic Lupus Erythematosus;Systemic Scleroderma;Ulcerative Colitis"", ""nct_id"": ""NCT03816345"", ""status"": ""RECRUITING"", ""title"": ""Testing an Immunotherapy Anti-cancer Drug, Nivolumab, for Advanced Cancers in Patients With Autoimmune Disorders, AIM-NIVO""}]"	ok	
CD274	Google Patents	PD-L1 agonist autoimmune disease CD274		https://patents.google.com/?q=PD-L1+agonist+autoimmune+disease+CD274	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
PDCD1LG2	EuropePMC	"(PDCD1LG2 OR ""PD-L2"" OR B7-DC) autoimmune"	10557	https://europepmc.org/search?query=%28PDCD1LG2+OR+%22PD-L2%22+OR+B7-DC%29+autoimmune	"[{""doi"": ""10.1007/s00277-025-06555-z"", ""id"": ""41114813"", ""source"": ""MED"", ""title"": ""Diffuse Large B-cell lymphoma in a Ras-Associated Autoimmune Leukoproliferative Disorder (RALD)."", ""year"": ""2025""}, {""doi"": ""10.1016/j.bjorl.2025.101632"", ""id"": ""40413814"", ""source"": ""MED"", ""title"": ""Can the co-localization of CD8+, PD-1, PD-L1 AND PD-L2 patterns provide guidance in clinical outcomes of patients with head and neck cutaneous squamous cell carcinoma?"", ""year"": ""2025""}, {""doi"": ""10.3389/fimmu.2024.1458209"", ""id"": ""39507530"", ""source"": ""MED"", ""title"": ""PD-1 immunology in the kidneys: a growing relationship."", ""year"": ""2024""}]"	ok	
PDCD1LG2	PubMed	"(PDCD1LG2 OR ""PD-L2"" OR B7-DC) autoimmune"	169	https://pubmed.ncbi.nlm.nih.gov/?term=%28PDCD1LG2+OR+%22PD-L2%22+OR+B7-DC%29+autoimmune	"[{""pmid"": ""42033547""}, {""pmid"": ""41846900""}, {""pmid"": ""41816329""}]"	ok	
PDCD1LG2	EuropePMC_preprint	"((PDCD1LG2 OR ""PD-L2"" OR B7-DC) autoimmune) AND SRC:PPR"	16	https://europepmc.org/search?query=%28%28PDCD1LG2+OR+%22PD-L2%22+OR+B7-DC%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.02.16.638560"", ""id"": ""PPR981444"", ""source"": ""PPR"", ""title"": ""Wnt-Activated Immunoregulatory Myeloid Cells Prevent Relapse in Experimental Autoimmune Encephalomyelitis and Offer a Potential Therapeutic Strategy for Multiple Sclerosis"", ""year"": ""2025""}, {""doi"": ""10.21203/rs.3.rs-2188228/v1"", ""id"": ""PPR568424"", ""source"": ""PPR"", ""title"": ""PD-L1 is Required for Estrogen-induced Protection Against Severe EAE in IL-10 Deficient Mice"", ""year"": ""2022""}, {""doi"": ""10.21203/rs.3.rs-2882969/v1"", ""id"": ""PPR658077"", ""source"": ""PPR"", ""title"": ""Assessment of Programmed Cell Death (PD-1) and its Ligand\u2019s (PD-L1) levels in vitiligo"", ""year"": ""2023""}]"	ok	
PDCD1LG2	ClinicalTrials.gov	PD-L2 autoimmune	5	https://clinicaltrials.gov/search?term=PD-L2+autoimmune	"[{""conditions"": ""Non-small Cell Lung Cancer"", ""nct_id"": ""NCT03631784"", ""status"": ""COMPLETED"", ""title"": ""A Trial of Pembrolizumab in Combination With Chemotherapy and Radiotherapy in Stage III NSCLC (KEYNOTE-799, MK-3475-799)""}, {""conditions"": ""HepatoCellular Carcinoma"", ""nct_id"": ""NCT04152356"", ""status"": ""UNKNOWN"", ""title"": ""Combined Immunotherapy and Targeted Therapy for Hepatocellular Carcinoma""}, {""conditions"": ""Dermatomyositis"", ""nct_id"": ""NCT06808672"", ""status"": ""ACTIVE_NOT_RECRUITING"", ""title"": ""Biomarkers of Cancer-Associated Myositis""}, {""conditions"": ""Refractory Cutaneous Melanoma"", ""nct_id"": ""NCT05200143"", ""status"": ""TERMINATED"", ""title"": ""Study of Ipilimumab, Nivolumab, and Cabozantinib in Patients With Cutaneous Melanoma""}, {""conditions"": ""Systemic Lupus Erythematosus"", ""nct_id"": ""NCT02880852"", ""status"": ""COMPLETED"", ""title"": ""Belimumab Phase I Study in Chinese Subjects With Systemic Lupus Erythematosus""}]"	ok	
PDCD1LG2	Google Patents	PD-L2 agonist autoimmune disease		https://patents.google.com/?q=PD-L2+agonist+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CD24	EuropePMC	(CD24 OR CD24Fc) autoimmune	5154	https://europepmc.org/search?query=%28CD24+OR+CD24Fc%29+autoimmune	"[{""doi"": ""10.32604/or.2025.059327"", ""id"": ""40486886"", ""source"": ""MED"", ""title"": ""Decoding CD24: Roles of chemoradiotherapy resistance and potential as therapeutic targets."", ""year"": ""2025""}, {""doi"": ""10.3389/fimmu.2023.1334922"", ""id"": ""38313430"", ""source"": ""MED"", ""title"": ""Surprising magic of CD24 beyond cancer."", ""year"": ""2023""}, {""doi"": ""10.1186/s12967-026-08020-5"", ""id"": ""41857569"", ""source"": ""MED"", ""title"": ""Antibody-dependent cellular phagocytosis in cancer immunotherapy: research and perspectives."", ""year"": ""2026""}]"	ok	
CD24	PubMed	(CD24 OR CD24Fc) autoimmune	225	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD24+OR+CD24Fc%29+autoimmune	"[{""pmid"": ""42178582""}, {""pmid"": ""42033547""}, {""pmid"": ""41878553""}]"	ok	
CD24	EuropePMC_preprint	((CD24 OR CD24Fc) autoimmune) AND SRC:PPR	72	https://europepmc.org/search?query=%28%28CD24+OR+CD24Fc%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.64898/2025.12.16.694591"", ""id"": ""PPR1230971"", ""source"": ""PPR"", ""title"": ""Defective peripheral B cell tolerance leads to dysregulated B cell responses in Fibromyalgia Syndrome"", ""year"": ""2025""}, {""doi"": ""10.21203/rs.3.rs-7960707/v1"", ""id"": ""PPR1134242"", ""source"": ""PPR"", ""title"": ""The pathogenesis of transmembrane activator, calcium modulator and cyclophilin ligand interactor (TACI) in primary Sjogren's syndrome and its intricate regulation of B cells"", ""year"": ""2025""}, {""doi"": ""10.21203/rs.3.rs-6836742/v1"", ""id"": ""PPR1038669"", ""source"": ""PPR"", ""title"": ""Defective peripheral B cell tolerance leads to dysregulated B cell responses in Fibromyalgia Syndrome"", ""year"": ""2025""}]"	ok	
CD24	ClinicalTrials.gov	CD24Fc autoimmune	1	https://clinicaltrials.gov/search?term=CD24Fc+autoimmune	"[{""conditions"": ""Advanced Malignant Solid Neoplasm"", ""nct_id"": ""NCT04552704"", ""status"": ""TERMINATED"", ""title"": ""CD24Fc for the Treatment of Immune Related Adverse Events in Patients With Advanced Solid Tumors, TIRAEC Study""}]"	ok	
CD24	Google Patents	CD24Fc autoimmune disease Siglec-10		https://patents.google.com/?q=CD24Fc+autoimmune+disease+Siglec-10	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CD200	EuropePMC	(CD200 OR OX2) autoimmune	2492	https://europepmc.org/search?query=%28CD200+OR+OX2%29+autoimmune	"[{""doi"": ""10.1186/s13075-026-03782-1"", ""id"": ""41840630"", ""source"": ""MED"", ""title"": ""Increased soluble CD200 in serum of SLE patients does not reflect disease activity or affect CD200R1 function in T cells."", ""year"": ""2026""}, {""doi"": ""10.1038/s41590-026-02447-0"", ""id"": ""41872507"", ""source"": ""MED"", ""title"": ""Tissue-restricted secondary TCR engagement drives the transition from stem-like to CD200&lt;sup&gt;+&lt;/sup&gt; Egr2&lt;sup&gt;hi&lt;/sup&gt; arthritogenic Th17 cells."", ""year"": ""2026""}, {""doi"": ""10.1002/eji.70086"", ""id"": ""41211809"", ""source"": ""MED"", ""title"": ""Enhanced MHC Class-II Expression in Fibroblastic Reticular Cells Associates with Maturation."", ""year"": ""2025""}]"	ok	
CD200	PubMed	(CD200 OR OX2) autoimmune	111	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD200+OR+OX2%29+autoimmune	"[{""pmid"": ""41872507""}, {""pmid"": ""41840630""}, {""pmid"": ""41730908""}]"	ok	
CD200	EuropePMC_preprint	((CD200 OR OX2) autoimmune) AND SRC:PPR	30	https://europepmc.org/search?query=%28%28CD200+OR+OX2%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.11.23.690054"", ""id"": ""PPR1125818"", ""source"": ""PPR"", ""title"": ""Autoimmunity and  <i>H. pylori</i>  infection cooperatively promote epithelial tumorigenic differentiation and systemic immune modulation"", ""year"": ""2025""}, {""doi"": ""10.1101/2023.12.23.23300491"", ""id"": ""PPR779429"", ""source"": ""PPR"", ""title"": ""Mapping inherited genetic variation with opposite effects on autoimmune disease and cancer identifies candidate drug targets associated with the anti-tumor immune response"", ""year"": ""2023""}, {""doi"": ""10.1101/2025.07.11.25331090"", ""id"": ""PPR1047445"", ""source"": ""PPR"", ""title"": ""Time trends in new diagnoses of 19 long-term conditions: a population-level cohort study in England using OpenSAFELY"", ""year"": ""2025""}]"	ok	
CD200	ClinicalTrials.gov	CD200 autoimmune	1	https://clinicaltrials.gov/search?term=CD200+autoimmune	"[{""conditions"": ""B-cell Chronic Lymphocytic Leukemia;Multiple Myeloma"", ""nct_id"": ""NCT00648739"", ""status"": ""TERMINATED"", ""title"": ""Safety and Dose Ranging Study of Samalizumab to Treat Relapsing or Refractory CLL or MM""}]"	ok	
CD200	Google Patents	CD200 fusion autoimmune disease		https://patents.google.com/?q=CD200+fusion+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
LILRB1	EuropePMC	(LILRB1 OR ILT2 OR CD85J) autoimmune	1136	https://europepmc.org/search?query=%28LILRB1+OR+ILT2+OR+CD85J%29+autoimmune	"[{""doi"": ""10.3389/fonc.2026.1761266"", ""id"": ""41800033"", ""source"": ""MED"", ""title"": ""The non-classical immune checkpoint HLA-G: a regulatory master switch governing tolerance, evasion, and translational frontiers."", ""year"": ""2026""}, {""doi"": ""10.3389/fimmu.2026.1786277"", ""id"": ""41766907"", ""source"": ""MED"", ""title"": ""Editorial: HLA-G in health and disease: comprehensive insights and future therapeutic directions."", ""year"": ""2026""}, {""doi"": ""10.1002/mco2.70742"", ""id"": ""42027260"", ""source"": ""MED"", ""title"": ""Nonclassical MHC-I Molecules: Emerging Therapeutic Targets in Next-Generation Immunotherapy."", ""year"": ""2026""}]"	ok	
LILRB1	PubMed	(LILRB1 OR ILT2 OR CD85J) autoimmune	55	https://pubmed.ncbi.nlm.nih.gov/?term=%28LILRB1+OR+ILT2+OR+CD85J%29+autoimmune	"[{""pmid"": ""41800033""}, {""pmid"": ""41311648""}, {""pmid"": ""39384643""}]"	ok	
LILRB1	EuropePMC_preprint	((LILRB1 OR ILT2 OR CD85J) autoimmune) AND SRC:PPR	10	https://europepmc.org/search?query=%28%28LILRB1+OR+ILT2+OR+CD85J%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2021.04.21.21255872"", ""id"": ""PPR316389"", ""source"": ""PPR"", ""title"": ""\u201cImmunogenetics of resistance to SARS-CoV-2 infection in discordant couples\u201d"", ""year"": ""2021""}, {""doi"": ""10.1101/2023.11.13.23298365"", ""id"": ""PPR758297"", ""source"": ""PPR"", ""title"": ""Ancestry diversity in the genetic determinants of the human plasma proteome enhances identification of potential drug targets"", ""year"": ""2023""}, {""doi"": ""10.1101/2021.04.18.440296"", ""id"": ""PPR313371"", ""source"": ""PPR"", ""title"": ""Molecular relationships between SARS-CoV-2 Spike protein and LIFR, a pneumonia protective IL-6 family cytokine receptor"", ""year"": ""2021""}]"	ok	
LILRB1	ClinicalTrials.gov	LILRB1 autoimmune	1	https://clinicaltrials.gov/search?term=LILRB1+autoimmune	"[{""conditions"": ""Relapsing-remitting Multiple Sclerosis;Secondary Progressive Multiple Sclerosis"", ""nct_id"": ""NCT01044576"", ""status"": ""COMPLETED"", ""title"": ""Patient Research Cohort: Rapidly Evolving Multiple Sclerosis""}]"	ok	
LILRB1	Google Patents	LILRB1 ILT2 autoimmune antibody		https://patents.google.com/?q=LILRB1+ILT2+autoimmune+antibody	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
LILRB2	EuropePMC	(LILRB2 OR ILT4 OR CD85D) autoimmune	911	https://europepmc.org/search?query=%28LILRB2+OR+ILT4+OR+CD85D%29+autoimmune	"[{""doi"": ""10.3389/fonc.2026.1761266"", ""id"": ""41800033"", ""source"": ""MED"", ""title"": ""The non-classical immune checkpoint HLA-G: a regulatory master switch governing tolerance, evasion, and translational frontiers."", ""year"": ""2026""}, {""doi"": ""10.1002/mco2.70742"", ""id"": ""42027260"", ""source"": ""MED"", ""title"": ""Nonclassical MHC-I Molecules: Emerging Therapeutic Targets in Next-Generation Immunotherapy."", ""year"": ""2026""}, {""doi"": ""10.3389/fimmu.2025.1706720"", ""id"": ""41583460"", ""source"": ""MED"", ""title"": ""&lt;i&gt;LILRB1&lt;/i&gt; and &lt;i&gt;LILRB2&lt;/i&gt; genomics and transcriptomics in macaque and baboon species: polymorphism, diversification, and extensive alternative splicing."", ""year"": ""2025""}]"	ok	
LILRB2	PubMed	(LILRB2 OR ILT4 OR CD85D) autoimmune	42	https://pubmed.ncbi.nlm.nih.gov/?term=%28LILRB2+OR+ILT4+OR+CD85D%29+autoimmune	"[{""pmid"": ""41800033""}, {""pmid"": ""41311648""}, {""pmid"": ""40422239""}]"	ok	
LILRB2	EuropePMC_preprint	((LILRB2 OR ILT4 OR CD85D) autoimmune) AND SRC:PPR	7	https://europepmc.org/search?query=%28%28LILRB2+OR+ILT4+OR+CD85D%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2023.10.14.562373"", ""id"": ""PPR745515"", ""source"": ""PPR"", ""title"": ""The human immune checkpoint molecule, HLA-G2, induces tolerance in monocytes and dendritic cells via upregulation of PD-L1"", ""year"": ""2023""}, {""doi"": ""10.1101/2024.07.13.24310153"", ""id"": ""PPR881106"", ""source"": ""PPR"", ""title"": ""Proteome-wide Mendelian randomization study implicates inflammaging biomarkers in retinal vasculature, cardiometabolic diseases and longevity"", ""year"": ""2024""}, {""doi"": ""10.1101/2021.04.21.21255872"", ""id"": ""PPR316389"", ""source"": ""PPR"", ""title"": ""\u201cImmunogenetics of resistance to SARS-CoV-2 infection in discordant couples\u201d"", ""year"": ""2021""}]"	ok	
LILRB2	ClinicalTrials.gov	LILRB2 autoimmune	0	https://clinicaltrials.gov/search?term=LILRB2+autoimmune	[]	ok	
LILRB2	Google Patents	LILRB2 ILT4 agonist autoimmune disease		https://patents.google.com/?q=LILRB2+ILT4+agonist+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
SIRPA	EuropePMC	"(SIRPA OR ""SIRP alpha"" OR ""SIRP-alpha"") autoimmune"	872	https://europepmc.org/search?query=%28SIRPA+OR+%22SIRP+alpha%22+OR+%22SIRP-alpha%22%29+autoimmune	"[{""doi"": ""10.1159/000547047"", ""id"": ""40562021"", ""source"": ""MED"", ""title"": ""Red Blood Cells and Their Immunoregulatory Role."", ""year"": ""2025""}, {""doi"": ""10.12659/msm.949643"", ""id"": ""41502068"", ""source"": ""MED"", ""title"": ""Eutopic Endometrium Immune Changes Involved in Development and Progression of Endometriosis: A Review."", ""year"": ""2026""}, {""doi"": ""10.1111/trf.70111"", ""id"": ""41652849"", ""source"": ""MED"", ""title"": ""IgG4 anti-CD47: Erythrophagocytosis and potential transfusion complications."", ""year"": ""2026""}]"	ok	
SIRPA	PubMed	"(SIRPA OR ""SIRP alpha"" OR ""SIRP-alpha"") autoimmune"	48	https://pubmed.ncbi.nlm.nih.gov/?term=%28SIRPA+OR+%22SIRP+alpha%22+OR+%22SIRP-alpha%22%29+autoimmune	"[{""pmid"": ""41822520""}, {""pmid"": ""40959090""}, {""pmid"": ""40930268""}]"	ok	
SIRPA	EuropePMC_preprint	"((SIRPA OR ""SIRP alpha"" OR ""SIRP-alpha"") autoimmune) AND SRC:PPR"	11	https://europepmc.org/search?query=%28%28SIRPA+OR+%22SIRP+alpha%22+OR+%22SIRP-alpha%22%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.10.14.25337894"", ""id"": ""PPR1103189"", ""source"": ""PPR"", ""title"": ""Removing genetic effects on plasma proteins enhances their utility as disease biomarkers"", ""year"": ""2025""}, {""doi"": ""10.1101/2025.05.23.655708"", ""id"": ""PPR1027553"", ""source"": ""PPR"", ""title"": ""Ontogeny-independent expression of LPCAT2 in granuloma macrophages during experimental visceral leishmaniasis"", ""year"": ""2025""}, {""doi"": ""10.1101/2025.07.10.664083"", ""id"": ""PPR1051553"", ""source"": ""PPR"", ""title"": ""An immunobiliary single-cell atlas resolves crosstalk of type 2 cDCs and \u03b3\u03b4T cells in cholangitis"", ""year"": ""2025""}]"	ok	
SIRPA	ClinicalTrials.gov	SIRPA autoimmune	0	https://clinicaltrials.gov/search?term=SIRPA+autoimmune	[]	ok	
SIRPA	Google Patents	SIRPA CD47 autoimmune disease		https://patents.google.com/?q=SIRPA+CD47+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
CD47	EuropePMC	"(CD47 OR ""integrin associated protein"") autoimmune"	5095	https://europepmc.org/search?query=%28CD47+OR+%22integrin+associated+protein%22%29+autoimmune	"[{""doi"": ""10.3389/fimmu.2026.1764114"", ""id"": ""41822520"", ""source"": ""MED"", ""title"": ""The SIRP family: from structural diversity and signaling mechanisms to implications in immune-related disease targeted therapeutics."", ""year"": ""2026""}, {""doi"": ""10.4331/wjbc.v16.i3.108045"", ""id"": ""40933289"", ""source"": ""MED"", ""title"": ""CD47/SIRP\u03b1 pathways: Functional diversity and molecular mechanisms."", ""year"": ""2025""}, {""doi"": ""10.1007/s10238-026-02106-6"", ""id"": ""41795719"", ""source"": ""MED"", ""title"": ""The role of macrophages and cytokines in the occurrence and development of MDS."", ""year"": ""2026""}]"	ok	
CD47	PubMed	"(CD47 OR ""integrin associated protein"") autoimmune"	105	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD47+OR+%22integrin+associated+protein%22%29+autoimmune	"[{""pmid"": ""41937145""}, {""pmid"": ""41842939""}, {""pmid"": ""41825225""}]"	ok	
CD47	EuropePMC_preprint	"((CD47 OR ""integrin associated protein"") autoimmune) AND SRC:PPR"	20	https://europepmc.org/search?query=%28%28CD47+OR+%22integrin+associated+protein%22%29+autoimmune%29+AND+SRC%3APPR	"[{""doi"": ""10.1101/2025.07.09.663913"", ""id"": ""PPR1050094"", ""source"": ""PPR"", ""title"": ""SIRP\u03b3 modulates effector differentiation of human CD8 T Cells under suboptimal TCR stimulation: implications for immune homeostasis and autoimmunity"", ""year"": ""2025""}, {""doi"": ""10.1101/2024.02.29.582816"", ""id"": ""PPR813748"", ""source"": ""PPR"", ""title"": ""Beta Cells Deficient for  <i>Renalase</i>  Counteract Autoimmunity by Shaping Natural Killer Cell Activity"", ""year"": ""2024""}, {""doi"": ""10.1101/2025.08.04.25332125"", ""id"": ""PPR1063884"", ""source"": ""PPR"", ""title"": ""Multi-omic triangulation identifies molecular candidates of atopic dermatitis severity"", ""year"": ""2025""}]"	ok	
CD47	ClinicalTrials.gov	CD47 autoimmune	0	https://clinicaltrials.gov/search?term=CD47+autoimmune	[]	ok	
CD47	Google Patents	CD47 SIRPA autoimmune disease		https://patents.google.com/?q=CD47+SIRPA+autoimmune+disease	[]	query_url_only	Google Patents has no unauthenticated count API used in this script
VSIG4	EuropePMC	(VSIG4 OR CRIg) autoimmune	700	https://europepmc.org/search?query=%28VSIG4+OR+CRIg%29+autoimmune	"[{""doi"": ""10.3390/v18040473"", ""id"": ""42043262"", ""source"": ""MED"", ""title"": ""The Key Role of Complement Receptor CRIg in Kupffer Cell-Mediated Liver Disease Progression."", ""year"": ""2026""}, {""doi"": ""10.1002/acr2.70044"", ""id"": ""40331437"", ""source"": ""MED"", ""title"": ""Urinary V-Set Ig Domain-Containing Protein 4 and Immune Complexes for Tracking Lupus Nephritis and Renal Pathology."", ""year"": ""2025""}, {""doi"": ""10.1155/mi/3088404"", ""id"": ""41716684"", ""source"": ""MED"", ""title"": ""Observational and Genetic Association of Myelodysplastic Syndromes (MDS) and Autoimmune Diseases in Adults."", ""year"": ""2026""}]"	ok	
VSIG4	PubMed	(VSIG4 OR CRIg) autoimmune	24	https://pubmed.ncbi.nlm.nih.gov/?term=%28VSIG4+OR+CRIg%29+autoimmune	"[{""pmid"": ""42161968""}, {""pmid"": ""41716684""}, {""pmid"": ""41150440""}]"	ok	
