query	rank	accession	type	title	author	release_date	isPublic	files	links	url	content_sample
multiple sclerosis fingolimod transcriptome response NEDA	4	S-EPMC6489963	study	Predicting therapeutic response to fingolimod treatment in multiple sclerosis patients.	Quirant-Sanchez B Hervas-Garcia JV Teniente-Serra A Brieva L Moral-Torres E Cano A Munteis E Mansilla MJ Presas-Rodriguez S Navarro-Barriuso J Ramo-Tello C Martinez-Caceres EM	2018-01-01	True	2	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6489963	S-EPMC6489963 PMC6489963 Predicting therapeutic response to fingolimod treatment in multiple sclerosis patients. <h4>Aims</h4>Fingolimod, an orally active immunomodulatory drug for relapsing-remitting multiple sclerosis (RRMS), sequesters T cells in lymph nodes through functional antagonism
multiple sclerosis fingolimod transcriptome response NEDA	5	S-EPMC7973271	study	Increased Within-Network Functional Connectivity May Predict NEDA Status in Fingolimod-Treated MS Patients.	Piervincenzi C Petsas N De Giglio L Carmellini M Gianni C Tommasin S Pozzilli C Pantano P	2021-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC7973271	S-EPMC7973271 PMC7973271 Increased Within-Network Functional Connectivity May Predict NEDA Status in Fingolimod-Treated MS Patients. Only a few studies have evaluated the brain functional changes associated with disease-modifying therapies (DMTs) in multiple sclerosis (MS), though none used
multiple sclerosis fingolimod transcriptome response NEDA	6	S-EPMC5971396	study	Relapse Rate and MRI Activity in Young Adult Patients With Multiple Sclerosis: A Post Hoc Analysis of Phase 3 Fingolimod Trials.	Gartner J Chitnis T Ghezzi A Pohl D Bruck W Haring DA Karlsson G Putzki N	2018-01-01	True	0	7	https://www.ebi.ac.uk/biostudies/studies/S-EPMC5971396	S-EPMC5971396 PMC5971396 Relapse Rate and MRI Activity in Young Adult Patients With Multiple Sclerosis: A Post Hoc Analysis of Phase 3 Fingolimod Trials. <h4>Background</h4>Disease activity differs in young patients with multiple sclerosis (MS) compared with the overall adult MS population.<h4
multiple sclerosis fingolimod transcriptome response NEDA	7	S-EPMC10855583	study	Response to Fingolimod in Multiple Sclerosis Patients Is Associated with a Differential Transcriptomic Regulation.	Sanchez-Sanz A Munoz-Viana R Sabin-Munoz J Moreno-Torres I Brea-Alvarez B Rodriguez-De la Fuente O Garcia-Merino A Sanchez-Lopez AJ	2024-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10855583	S-EPMC10855583 PMC10855583 Response to Fingolimod in Multiple Sclerosis Patients Is Associated with a Differential Transcriptomic Regulation. Fingolimod is an immunomodulatory sphingosine-1-phosphate (S1P) analogue approved for the treatment of relapsing-remitting multiple sclerosis (RRMS). The
multiple sclerosis fingolimod transcriptome response NEDA	8	S-EPMC4245493	study	No evidence of disease activity: indirect comparisons of oral therapies for the treatment of relapsing-remitting multiple sclerosis.	Nixon R Bergvall N Tomic D Sfikas N Cutter G Giovannoni G	2014-01-01	True	2	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4245493	S-EPMC4245493 PMC4245493 No evidence of disease activity: indirect comparisons of oral therapies for the treatment of relapsing-remitting multiple sclerosis. <h4>Introduction</h4>No head-to-head trials have compared the efficacy of the oral therapies, fingolimod, dimethyl fumarate and teriflunomide
multiple sclerosis fingolimod transcriptome response NEDA	9	S-EPMC6492868	study	Baseline Differences in Minor Lymphocyte Subpopulations may Predict Response to Fingolimod in Relapsing-Remitting Multiple Sclerosis Patients.	Teniente-Serra A Hervas JV Quirant-Sanchez B Mansilla MJ Grau-Lopez L Ramo-Tello C Martinez-Caceres EM	2016-01-01	True	10	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6492868	S-EPMC6492868 PMC6492868 Baseline Differences in Minor Lymphocyte Subpopulations may Predict Response to Fingolimod in Relapsing-Remitting Multiple Sclerosis Patients. <h4>Aims</h4>Fingolimod, oral treatment for relapsing-remitting multiple sclerosis (RRMS), is an agonist of sphingosine and its
multiple sclerosis fingolimod transcriptome response NEDA	10	S-EPMC8889521	study	Immune response to the third COVID-19 vaccine dose is related to lymphocyte count in multiple sclerosis patients treated with fingolimod.	Achiron A Mandel M Gurevich M Dreyer-Alster S Magalashvili D Sonis P Dolev M Menascu S Harari G Flechter S Falb R	2022-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC8889521	S-EPMC8889521 PMC8889521 Immune response to the third COVID-19 vaccine dose is related to lymphocyte count in multiple sclerosis patients treated with fingolimod. <h4>Background</h4>The majority of multiple sclerosis [MS] patients treated with fingolimod fail to develop a protective level of IgG
multiple sclerosis interferon beta transcriptional response blood	1	S-EPMC4654830	study	Transcriptional response to interferon beta-1a treatment in patients with secondary progressive multiple sclerosis.	Gurevich M Miron G Falb RZ Magalashvili D Dolev M Stern Y Achiron A	2015-01-01	True	2	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4654830	S-EPMC4654830 PMC4654830 Transcriptional response to interferon beta-1a treatment in patients with secondary progressive multiple sclerosis. <h4>Background</h4>Interferon (IFN) beta-1a is an approved treatment for relapsing remitting multiple sclerosis (RRMS) and has been examined for use
multiple sclerosis interferon beta transcriptional response blood	2	S-EPMC4281069	study	Interferon beta and vitamin D synergize to induce immunoregulatory receptors on peripheral blood monocytes of multiple sclerosis patients.	Waschbisch A Sanderson N Krumbholz M Vlad G Theil D Schwab S Maurer M Derfuss T	2014-01-01	True	2	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4281069	S-EPMC4281069 PMC4281069 Interferon beta and vitamin D synergize to induce immunoregulatory receptors on peripheral blood monocytes of multiple sclerosis patients. Immunoglobulin-like transcript (ILT) 3 and 4 are inhibitory receptors that modulate immune responses. Their expression has been
multiple sclerosis interferon beta transcriptional response blood	3	S-EPMC7337239	study	Identifying responders and nonresponders to interferon therapy in multiple sclerosis.	Prosperini L Capobianco M Gianni C	2014-01-01	True	0	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC7337239	S-EPMC7337239 PMC7337239 Identifying responders and nonresponders to interferon therapy in multiple sclerosis. Interferon beta is a well established disease-modifying agent used for relapsing-remitting multiple sclerosis. Despite treatment, a relevant proportion of patients continue to experience
multiple sclerosis interferon beta transcriptional response blood	4	S-EPMC4099420	study	Gene expression profiling of the response to interferon beta in Epstein-Barr-transformed and primary B cells of patients with multiple sclerosis.	Khsheibun R Paperna T Volkowich A Lejbkowicz I Avidan N Miller A	2014-01-01	True	3	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4099420	S-EPMC4099420 PMC4099420 Gene expression profiling of the response to interferon beta in Epstein-Barr-transformed and primary B cells of patients with multiple sclerosis. The effects of interferon-beta (IFN-β), one of the key immunotherapies used in multiple sclerosis (MS), on peripheral blood
multiple sclerosis interferon beta transcriptional response blood	5	S-EPMC3639207	study	Candidate gene study of TRAIL and TRAIL receptors: association with response to interferon beta therapy in multiple sclerosis patients.	Lopez-Gomez C Pino-Angeles A Orpez-Zafra T Pinto-Medel MJ Oliver-Martos B Ortega-Pinazo J Arnaiz C Guijarro-Castro C Varade J Alvarez-Lafuente R Urcelay E Sanchez-Jimenez F Fernandez O Leyva L	2013-01-01	True	4	17	https://www.ebi.ac.uk/biostudies/studies/S-EPMC3639207	S-EPMC3639207 PMC3639207 Candidate gene study of TRAIL and TRAIL receptors: association with response to interferon beta therapy in multiple sclerosis patients. TRAIL and TRAIL Receptor genes have been implicated in Multiple Sclerosis pathology as well as in the response to IFN beta therapy. The
multiple sclerosis interferon beta transcriptional response blood	6	S-EPMC10266220	study	Interferon beta treatment is a potent and targeted epigenetic modifier in multiple sclerosis.	Xavier A Campagna MP Maltby VE Kilpatrick T Taylor BV Butzkueven H Ponsonby AL Scott RJ Jokubaitis VG Lea RA Lechner-Scott J	2023-01-01	True	6	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10266220	S-EPMC10266220 PMC10266220 Interferon beta treatment is a potent and targeted epigenetic modifier in multiple sclerosis. <h4>Introduction</h4>Multiple Sclerosis (MS) has a complex pathophysiology that involves genetic and environmental factors. DNA methylation (DNAm) is one epigenetic mechanism
multiple sclerosis interferon beta transcriptional response blood	7	S-EPMC4431469	study	Profile of PEGylated interferon beta in the treatment of relapsing-remitting multiple sclerosis.	Cocco E Marrosu MG	2015-01-01	True	0	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4431469	S-EPMC4431469 PMC4431469 Profile of PEGylated interferon beta in the treatment of relapsing-remitting multiple sclerosis. Several treatments are currently available for relapsing-remitting multiple sclerosis. Among them, interferon (IFN) beta remains a valid treatment approach because of its good
multiple sclerosis interferon beta transcriptional response blood	8	S-EPMC6694336	study	Assessing the Metabolomic Profile of Multiple Sclerosis Patients Treated with Interferon Beta 1a by 1H-NMR Spectroscopy.	Lorefice L Murgia F Fenu G Frau J Coghe G Murru MR Tranquilli S Visconti A Marrosu MG Atzori L Cocco E	2019-01-01	True	1	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6694336	S-EPMC6694336 PMC6694336 Assessing the Metabolomic Profile of Multiple Sclerosis Patients Treated with Interferon Beta 1a by 1H-NMR Spectroscopy. Metabolomic research has emerged as a promising approach to identify potential biomarkers in multiple sclerosis (MS). The aim of the present study
multiple sclerosis interferon beta transcriptional response blood	9	S-EPMC4290836	study	Interleukin 17F level and interferon β response in patients with multiple sclerosis.	Hartung HP Steinman L Goodin DS Comi G Cook S Filippi M O'Connor P Jeffery DR Kappos L Axtell R Knappertz V Bogumil T Schwenke S Croze E Sandbrink R Pohl C	2013-01-01	True	1	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4290836	S-EPMC4290836 PMC4290836 Interleukin 17F level and interferon β response in patients with multiple sclerosis. <h4>Importance</h4>High serum levels of interleukin 17F (IL-17F) at baseline have been associated with suboptimal response to interferon beta in patients with relapsing-remitting multiple
multiple sclerosis interferon beta transcriptional response blood	10	S-EPMC4408432	study	NLRP3 inflammasome is associated with the response to IFN-β in patients with multiple sclerosis.	Malhotra S Rio J Urcelay E Nurtdinov R Bustamante MF Fernandez O Oliver B Zettl U Brassat D Killestein J Lechner-Scott J Drulovic J Chan A Martinelli-Boneschi F Garcia-Merino A Montalban X Comabella M	2015-01-01	True	0	5	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4408432	S-EPMC4408432 PMC4408432 NLRP3 inflammasome is associated with the response to IFN-β in patients with multiple sclerosis. Evidence exists for a potential modulation of inflammasome activity by interferon beta. Here, we investigated the roles of inflammasomes [absent in melanoma 2 (AIM2); NLR family
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	1	S-EPMC5413827	study	Effect of delayed-release dimethyl fumarate on no evidence of disease activity in relapsing-remitting multiple sclerosis: integrated analysis of the phase III DEFINE and CONFIRM studies.	Havrdova E Giovannoni G Gold R Fox RJ Kappos L Phillips JT Okwuokenye M Marantz JL	2017-01-01	True	3	5	https://www.ebi.ac.uk/biostudies/studies/S-EPMC5413827	S-EPMC5413827 PMC5413827 Effect of delayed-release dimethyl fumarate on no evidence of disease activity in relapsing-remitting multiple sclerosis: integrated analysis of the phase III DEFINE and CONFIRM studies. <h4>Background and purpose</h4>Significant effects on clinical/neuroradiological
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	2	S-EPMC8108088	study	Effectiveness and safety of dimethyl fumarate in progressive multiple sclerosis.	Moreira Ferreira VF Liu Y Healy BC Stankiewicz JM	2021-01-01	True	1	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC8108088	S-EPMC8108088 PMC8108088 Effectiveness and safety of dimethyl fumarate in progressive multiple sclerosis. <h4>Background</h4>There is limited data analyzing the safety and effectiveness of dimethyl fumarate (DMF) in the progressive multiple sclerosis (PMS) population.<h4>Objective</h4>To analyze
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	3	S-EPMC7227148	study	Effect of dimethyl fumarate on lymphocyte subsets in patients with relapsing multiple sclerosis.	Buckle G Bandari D Greenstein J Gudesblatt M Khatri B Kita M Repovic P Riser E Weinstock-Guttman B Thrower B Loring S Riester K Everage N Prada C Koulinska I Mann M	2020-01-01	True	0	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC7227148	S-EPMC7227148 PMC7227148 Effect of dimethyl fumarate on lymphocyte subsets in patients with relapsing multiple sclerosis. <h4>Background</h4>In patients treated with dimethyl fumarate, absolute lymphocyte count decline typically occurs during the first year and then plateaus; early drops have been
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	4	S-EPMC7914245	study	Comparative analysis of dimethyl fumarate and fingolimod in relapsing-remitting multiple sclerosis.	Lorscheider J Benkert P Lienert C Hanni P Derfuss T Kuhle J Kappos L Yaldizli O	2021-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC7914245	S-EPMC7914245 PMC7914245 Comparative analysis of dimethyl fumarate and fingolimod in relapsing-remitting multiple sclerosis. <h4>Background</h4>Dimethyl fumarate and fingolimod are oral disease modifying treatments (DMTs) that reduce relapse activity and slow disability worsening
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	5	S-EPMC9277810	study	Comparison of dimethyl fumarate and interferon outcomes in an MS cohort.	Sattarnezhad N Healy BC Baharnoori M Diaz-Cruz C Stankiewicz J Weiner HL Chitnis T	2022-01-01	True	7	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC9277810	S-EPMC9277810 PMC9277810 Comparison of dimethyl fumarate and interferon outcomes in an MS cohort. <h4>Background</h4>To compare the effectiveness of dimethyl fumarate (DMF) with subcutaneous interferon beta-1a (IFNβ-1a) in controlling disease activity in patients with relapsing-remitting Multiple
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	6	S-EPMC8400811	study	Regulation of CTLA-4 and PD-L1 Expression in Relapsing-Remitting Multiple Sclerosis Patients after Treatment with Fingolimod, IFNβ-1α, Glatiramer Acetate, and Dimethyl Fumarate Drugs.	Derakhshani A Asadzadeh Z Safarpour H Leone P Shadbad MA Heydari A Baradaran B Racanelli V	2021-01-01	True	0	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC8400811	S-EPMC8400811 PMC8400811 Regulation of CTLA-4 and PD-L1 Expression in Relapsing-Remitting Multiple Sclerosis Patients after Treatment with Fingolimod, IFNβ-1α, Glatiramer Acetate, and Dimethyl Fumarate Drugs. Multiple sclerosis (MS) is a chronic demyelinating disease of the central nervous system
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	7	S-EPMC10663978	study	Dimethyl fumarate for multiple sclerosis.	Xu Z Zhang F Sun F Gu K Dong S He D	2015-01-01	True	0	6	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10663978	S-EPMC10663978 PMC10663978 Dimethyl fumarate for multiple sclerosis. null The Cochrane database of systematic reviews CD011076 2015 Apr DOI DOI PMC PMID Xu Z o1 Zhang F o2 Sun F o3 Gu K o4 Dong S o2 He D o5 Affiliated Hospital of Guiyang Medical College Department of Neurology No. 28, Gui Yi Street
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	8	S-EPMC6558550	study	Efficacy and safety of dimethyl fumarate in treatment-naive Japanese patients with multiple sclerosis: Interim analysis of the randomized placebo-controlled study.	Mori M Ohashi T Onizuka Y Hiramatsu K Hase M Yun J Matta A Torii S	2019-01-01	True	1	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6558550	S-EPMC6558550 PMC6558550 Efficacy and safety of dimethyl fumarate in treatment-naive Japanese patients with multiple sclerosis: Interim analysis of the randomized placebo-controlled study. <h4>Background</h4>The use of dimethyl fumarate has not been reported in treatment-naïve Japanese patients
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	9	S-EPMC4286944	study	Dimethyl fumarate in the treatment of relapsing-remitting multiple sclerosis: an overview.	Bomprezzi R	2015-01-01	True	0	7	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4286944	S-EPMC4286944 PMC4286944 Dimethyl fumarate in the treatment of relapsing-remitting multiple sclerosis: an overview. Multiple sclerosis (MS) shares an immune-mediated origin with psoriasis. Long-term safety and efficacy data generated in Europe from usage of fumaric acid formulations in the latter
Gafson dimethyl fumarate PBMC RNA-seq NEDA multiple sclerosis	10	S-EPMC4935836	study	Dimethyl fumarate in multiple sclerosis: latest developments, evidence and place in therapy.	Linker RA Haghikia A	2016-01-01	True	0	5	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4935836	S-EPMC4935836 PMC4935836 Dimethyl fumarate in multiple sclerosis: latest developments, evidence and place in therapy. Dimethyl fumarate (DMF) is one of the newer additions to the armamentarium of potent immunomodulators for the treatment of relapsing-remitting multiple sclerosis (RRMS). After more
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	1	S-EPMC6068231	study	Immunophenotype and Transcriptome Profile of Patients With Multiple Sclerosis Treated With Fingolimod: Setting Up a Model for Prediction of Response in a 2-Year Translational Study.	Moreno-Torres I Gonzalez-Garcia C Marconi M Garcia-Grande A Rodriguez-Esparragoza L Elvira V Ramil E Campos-Ruiz L Garcia-Hernandez R Al-Shahrour F Fustero-Torre C Sanchez-Sanz A Garcia-Merino A Sanchez Lopez AJ	2018-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6068231	S-EPMC6068231 PMC6068231 Immunophenotype and Transcriptome Profile of Patients With Multiple Sclerosis Treated With Fingolimod: Setting Up a Model for Prediction of Response in a 2-Year Translational Study. <h4>Background</h4>Fingolimod is a functional sphingosine-1-phosphate antagonist approved
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	2	E-GEOD-77598	study	Expression of MERTK based on Multiple Sclerosis (MS) risk haplotype	Andrew Fox Michele Binder Daniel Merlo Laura Johnson Lauren Giuffrida Sarah Calvert Rainer Akkermann Gerry Ma Ashwyn Perera Melissa Gresle Louise Laverick Grace Foo Marzena Fabis-Pedrini Timothy Spelman Margaret Jordan Alan Baxter Simon Foote Helmut Butzkueven Trevor Kilpatrick Judith Field	2016-02-06	True	2	3	https://www.ebi.ac.uk/biostudies/studies/E-GEOD-77598	E-GEOD-77598 Expression of MERTK based on Multiple Sclerosis (MS) risk haplotype RNA-seq of coding RNA EFO EFO_0003738 Homo sapiens Whole transcriptome RNA-seq analysis to measure group-wise RNA expression level of the MERTK gene in 3 healthy controls (known to be homozygous non-risk haplotype
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	3	S-EPMC10360655	study	Dimethyl fumarate-related immune and transcriptional signature is associated with clinical response in multiple sclerosis-treated patients.	Sanchez-Sanz A Garcia-Martin S Sabin-Munoz J Moreno-Torres I Elvira V Al-Shahrour F Garcia-Grande A Ramil E Rodriguez-De la Fuente O Brea-Alvarez B Garcia-Hernandez R Garcia-Merino A Sanchez-Lopez AJ	2023-01-01	True	7	4	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10360655	S-EPMC10360655 PMC10360655 Dimethyl fumarate-related immune and transcriptional signature is associated with clinical response in multiple sclerosis-treated patients. <h4>Background and objective</h4>Dimethyl fumarate (DMF) is an immunomodulatory drug approved for the therapy of multiple sclerosis
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	4	E-GEOD-25124	study	Systems analysis of Chlamydomonas Cu nutrition reveals connections between Cu and multiple O2-dependent metabolic steps	Sabeeha Merchant Madeli Castruita David Casero Steven Karpowicz Janette Kropat Astrid Vieler Scott Hsieh Weihong Yan Shawn Cokus Joseph Koo Christoph Benning Matteo Pellegrini	2011-10-23	True	36	3	https://www.ebi.ac.uk/biostudies/studies/E-GEOD-25124	quantitative transcriptomes, RNAs were sequenced at Illumina by either the NlaIII tag protocol or by whole transcriptome analysis. P-GSE25124-2 grow Cultures were grown in Tris-acetate-phosphate (TAP), or minimal medium (TP) at 24 C with shaking (180 rpm), and under continuous light (~90x10-6mol/m2/s
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	5	S-EPMC10855583	study	Response to Fingolimod in Multiple Sclerosis Patients Is Associated with a Differential Transcriptomic Regulation.	Sanchez-Sanz A Munoz-Viana R Sabin-Munoz J Moreno-Torres I Brea-Alvarez B Rodriguez-De la Fuente O Garcia-Merino A Sanchez-Lopez AJ	2024-01-01	True	1	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10855583	S-EPMC10855583 PMC10855583 Response to Fingolimod in Multiple Sclerosis Patients Is Associated with a Differential Transcriptomic Regulation. Fingolimod is an immunomodulatory sphingosine-1-phosphate (S1P) analogue approved for the treatment of relapsing-remitting multiple sclerosis (RRMS). The
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	6	S-EPMC3256380	study	Transcriptome analysis of Arabidopsis thaliana plants in response to kin and stranger recognition.	Biedrzycki ML L V Bais HP	2011-01-01	True	1	5	https://www.ebi.ac.uk/biostudies/studies/S-EPMC3256380	S-EPMC3256380 PMC3256380 Transcriptome analysis of Arabidopsis thaliana plants in response to kin and stranger recognition. Recent reports have demonstrated that Arabidopsis thaliana has the ability to alter its growth differentially when grown in the presence of secretions from other A. thaliana
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	7	S-EPMC11750576	study	Whole blood transcriptome profile identifies motor neurone disease RNA biomarker signatures.	Koks S Rallmann K Muldmaa M Price J Pfaff AL Taba P	2024-01-01	True	9	33	https://www.ebi.ac.uk/biostudies/studies/S-EPMC11750576	and performed whole transcriptome analysis to compare the gene expression profiles in (motor neurone disease) MND patients to the control subjects. We compared 42 MND patients to 42 aged and sex-matched healthy controls and described the whole transcriptome profile characteristic for MND. In addition
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	8	S-EPMC6156738	study	Whole transcriptome sequence data of 5-FU sensitive and 5-FU resistant tumors generated in a mouse model of de novo carcinogenesis.	Iacovides D Loizides C Mitsis G Strati K	2018-01-01	True	2	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6156738	S-EPMC6156738 PMC6156738 Whole transcriptome sequence data of 5-FU sensitive and 5-FU resistant tumors generated in a mouse model of de novo carcinogenesis. We have performed whole transcriptome sequencing of 5-FU resistant and 5-FU sensitive tumors generated in a mouse model of de novo
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	9	S-EPMC8280114	study	Integrated whole transcriptome and small RNA analysis revealed multiple regulatory networks in colorectal cancer.	Shaath H Toor SM Nada MA Elkord E Alajez NM	2021-01-01	True	9	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC8280114	S-EPMC8280114 PMC8280114 Integrated whole transcriptome and small RNA analysis revealed multiple regulatory networks in colorectal cancer. Colorectal cancer (CRC) remains a global disease burden and a leading cause of cancer related deaths worldwide. The identification of aberrantly expressed
Sanchez-Sanz GSE235357 multiple sclerosis response transcriptome	10	S-EPMC10567548	study	High-plex protein and whole transcriptome co-mapping at cellular resolution with spatial CITE-seq.	Liu Y DiStasio M Su G Asashima H Enninful A Qin X Deng Y Nam J Gao F Bordignon P Cassano M Tomayko M Xu M Halene S Craft JE Hafler D Fan R	2023-01-01	True	3	3	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10567548	. We profiled 189 proteins and whole transcriptome in multiple mouse tissue types with spatial CITE sequencing and then further applied the method to measure 273 proteins and transcriptome in human tissues, revealing spatially distinct germinal center reactions in tonsil and early immune activation
