dataset	contrast	contrast_type	case_group	control_group	submodule	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	submodule_class	fdr
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	foam_dam_lipid	0.6778268010987196	1.9791498520684252	0.018765430101341497	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	lipid_apc	0.08262068486673269
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	ifn_core	-2.006017173572605	-21.249588947820026	1.7194418655094354e-07	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	guardrail	4.9176037353569854e-05
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	stress_core	0.2102421654334575	1.0200728500711223	0.17445642176309176	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	guardrail	0.3779844710220968
GSE253577_mouse_efferocytosis_timecourse	AC_180min_vs_Alone	group	AC_180min	Alone	fibrosis_core	0.4241981249051062	0.722844291394263	0.28589786049789445	4.0	4.0	welch_t	mouse efferocytosis time course		1.0	guardrail	0.5161182993917554
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	tam_receptor_ligand	0.29740236704756795	1.3168570006478695	0.0795860332307894	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.20882206884408963
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	fpr2_anxa1_axis	0.27104153373938544	0.36900357248956694	0.5764863982328938	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.7822268282311542
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	lxr_efflux	0.33509715784668215	1.0252653544661339	0.16342051421318735	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.3647398843465315
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	trem2_lipid_sensing	-0.08269386008463994	-0.4398657259827281	0.5194686388851101	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.7368433499089723
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	scavenger_receptors	-0.10421713806180932	-0.24108868638938838	0.7086516394746397	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.855166113458848
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	complement_efferocytosis	0.044306720892977824	0.09070009827002219	0.8880220561601117	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.9303088207391645
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	repair_cytokine_matrix	-0.21077430633625843	-0.8205725757465577	0.23275673980221687	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.45909260402368296
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	mhcII_ciita	-0.024889919254979853	-0.08676240974672852	0.8927418889826351	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.9318400739015826
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	cathepsin_lysosome	-0.07410177370117976	-0.5865042773654147	0.38221358602948774	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.6062556170309115
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	foam_dam_lipid	-0.023280966823961524	-0.20378412653597572	0.7594614608588097	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.8733986343740024
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	ifn_core	0.016225703988979268	0.10450037464020051	0.8728341700994869	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.9291390531675358
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	stress_core	0.3182675232794413	2.4533436840167724	0.02675136661313368	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.10074353755550904
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Tconv_phago_vs_IFNg_nonphago	group	IFNg_Tconv_phago	IFNg_nonphago	fibrosis_core	-0.08468794440685223	-0.7536856538261455	0.2782219990362225	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.5161182993917554
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	tam_receptor_ligand	-0.07721573334084497	-0.19261014581932823	0.7706892320806072	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.8746711125994193
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	fpr2_anxa1_axis	0.4098801055272676	0.4174113669597667	0.5230041959144104	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.7368433499089723
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	lxr_efflux	0.07083925306689509	0.2012695213762425	0.7560049781604526	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.8733986343740024
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	trem2_lipid_sensing	0.5954518548173554	4.651507769373876	0.0014860155236051218	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.01210812870119206
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	scavenger_receptors	0.6622143820762331	1.719812215870608	0.031968712510963365	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.11328261435915217
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	complement_efferocytosis	-0.07142979104101466	-0.15908270929332707	0.8070520589858012	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.8937966435104725
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	repair_cytokine_matrix	-0.04615349959662879	-0.19999061043124672	0.7560480898792906	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	resolution	0.8733986343740024
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	mhcII_ciita	-1.2291702194346166	-3.610837514474322	0.0011142172254772677	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.00995831645270308
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	cathepsin_lysosome	0.3164911558859802	3.424122911261452	0.0015241001162339658	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.01210812870119206
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	foam_dam_lipid	0.2884910497790286	7.26097166592722	2.652332930571387e-05	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	lipid_apc	0.0008462345096848575
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	ifn_core	-0.36274216550319205	-3.5756325821272097	0.0012426159217040096	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.010769337988101417
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	stress_core	0.022903614447211812	0.17095496108600863	0.7966758301529343	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.8900362789989813
GSE325329_ifng_il10_phagocytic_macrophages	IFNg_Treg_phago_vs_IFNg_nonphago	group	IFNg_Treg_phago	IFNg_nonphago	fibrosis_core	-0.21355883327628855	-1.8239693511168298	0.030192742105042938	4.0	4.0	welch_t	IFNg-polarized phagocytic vs non-phagocytic macrophages		1.0	guardrail	0.11002018948832691
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	tam_receptor_ligand	0.7675176401705173	5.502091422971952	0.0005540138445887401	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.006427538384787556
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	fpr2_anxa1_axis	-0.2566597489747924	-1.0401558923186287	0.16451554224021875	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.3647398843465315
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	lxr_efflux	-0.1294059571460786	-0.5784480323235434	0.4070075253284175	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.6360882636280185
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	trem2_lipid_sensing	0.023516161426543503	0.19664988155262994	0.7604065033535895	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.8733986343740024
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	scavenger_receptors	0.09733792163213612	0.6928420411508032	0.3165143343036968	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.5356396426677945
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	complement_efferocytosis	0.3862847733483792	2.778023850829707	0.009119760669358603	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.0483009546562326
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	repair_cytokine_matrix	0.2198027074301956	0.5363016656151189	0.4465522826243716	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.6829623146019801
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	mhcII_ciita	0.7218730156259514	11.079257366781711	4.807795417404234e-06	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.0003837027826441196
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	cathepsin_lysosome	-0.17890289485138822	-2.1286651018388514	0.013519857811849691	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.06553693786761036
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	foam_dam_lipid	-0.16956751550757643	-5.147429709281623	0.00015884711893804192	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.0023910671587515785
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	ifn_core	-0.022469718097604785	-0.2776251105425198	0.6742001076568211	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.8268004571977523
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	stress_core	-0.32705867993149507	-2.3168342685349	0.018777428378802884	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.08262068486673269
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Tconv_phago_vs_IL10_nonphago	group	IL10_Tconv_phago	IL10_nonphago	fibrosis_core	0.18606639786310664	2.7909034880253554	0.0046177640787733905	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.029348456145093103
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	tam_receptor_ligand	0.8932726110110882	6.91840275602014	0.0008222630084151149	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.008109214496783547
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	fpr2_anxa1_axis	0.04818026598434866	0.27555380925770423	0.671884631458667	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.8268004571977523
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	lxr_efflux	-0.16710008428140344	-0.916427289611774	0.21422368135413355	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.4284473627082671
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	trem2_lipid_sensing	0.05799560608183196	0.6507516854437233	0.3375568501496586	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.5516643379588706
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	scavenger_receptors	0.45866757995400703	2.147135312849032	0.0151179990458478	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.07043723043380784
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	complement_efferocytosis	0.21854958278951964	2.686504242531562	0.004776669768200669	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.029698425080551986
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	repair_cytokine_matrix	0.35235562781774177	0.786097534946369	0.29017462930634647	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	resolution	0.5186871498850942
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	mhcII_ciita	0.4611903123180363	8.063544870700234	0.00021330339818822688	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.003050238594091644
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	cathepsin_lysosome	-0.06901693353074168	-0.9063894937424195	0.195066621280411	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.3986512635876
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	foam_dam_lipid	-0.11654145139179081	-2.6858501789403335	0.00716620054775569	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	lipid_apc	0.04018692856192406
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	ifn_core	0.16873338725706333	1.9918888859821426	0.024978699740670032	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.10061842430748773
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	stress_core	-0.24766761911006732	-4.134570775683116	0.0031857956198078925	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.023362501211924545
GSE325329_ifng_il10_phagocytic_macrophages	IL10_Treg_phago_vs_IL10_nonphago	group	IL10_Treg_phago	IL10_nonphago	fibrosis_core	-0.7059010304210757	-9.021242356054442	6.708090605666427e-06	4.0	4.0	welch_t	IL10-polarized phagocytic vs non-phagocytic macrophages	IL10_axis	1.0	guardrail	0.0003837027826441196
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	tam_receptor_ligand	0.19133581519305443	0.5161047778940565	0.5106034735189792	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.7368433499089723
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	fpr2_anxa1_axis	0.4907933016723798	0.44405628182339635	0.5355155086077996	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.7507717424599543
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	lxr_efflux	0.11302155528854849	0.1765353181810092	0.8054625076537885	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.8937966435104725
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	trem2_lipid_sensing	-0.05418858045960949	-0.06078722349189636	0.9315977404035768	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.9537372788577123
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	scavenger_receptors	-0.6151310593657598	-0.5492296487806841	0.47832828253306303	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.7090044820368588
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	complement_efferocytosis	-0.03285812361789604	-0.022777601825350147	0.9738740520803982	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.9799350073373356
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	repair_cytokine_matrix	-0.25791096810498015	-0.20987782775273206	0.7662291651233935	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	resolution	0.8734453525888879
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	mhcII_ciita	-0.4115723016499092	-0.3382519462436226	0.6410524223404289	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	lipid_apc	0.8148488568416119
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	cathepsin_lysosome	-0.9068865722750135	-0.7569844419530144	0.33416963890303936	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	lipid_apc	0.5516643379588706
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	foam_dam_lipid	-0.4290977932019362	-0.49654819878389367	0.49722522974338235	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	lipid_apc	0.7302663710128942
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	ifn_core	-0.2548708925993237	-0.31705794771735707	0.665584895903162	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	guardrail	0.8268004571977523
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	stress_core	0.5648025947896795	2.1514675183385803	0.04752813205270354	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	guardrail	0.1535950217136497
GSE100260_human_LIPA_KO_iPSC_macrophages	LIPA_KO_vs_WT	group	LIPA_KO	LIPA_WT	fibrosis_core	0.769763883499363	0.8188390448768144	0.32421123524199186	3.0	3.0	welch_t	human iPSC macrophage LIPA loss	LIPA_augmentation	-1.0	guardrail	0.5422480308725711
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	tam_receptor_ligand	0.2653640834032608	0.2775112177715448	0.6928115296329245	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.8395936333687135
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	fpr2_anxa1_axis	0.6505278039468492	1.08366330785591	0.19282243556350528	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.3986512635876
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	lxr_efflux	0.8434374042504038	0.9883896503090397	0.2534010976409112	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.48968049949527426
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	trem2_lipid_sensing	-0.8086329536138479	-1.1898465892424028	0.14450090473684363	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.34154759301435766
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	scavenger_receptors	-0.25769751588684753	-0.30532734279917695	0.6744234993593896	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.8268004571977523
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	complement_efferocytosis	0.3545006215080079	0.3495189486137188	0.6218268027875755	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.8015728186615627
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	repair_cytokine_matrix	-0.36904080006909856	-0.4395363028024267	0.5433309053365776	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.7580128728110301
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	mhcII_ciita	1.6613680840225395	2.2315599917016833	0.04779705221159029	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.1535950217136497
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	cathepsin_lysosome	0.12478677890775122	0.11710080961123359	0.8666485538230849	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.928320173758061
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	foam_dam_lipid	-0.6886154074913932	-1.3985423290040175	0.15862215664953352	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	lipid_apc	0.3647398843465315
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	ifn_core	1.3633957507809225	2.152112431673928	0.04520223142587288	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.14859584123907635
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	stress_core	-0.6190896791394225	-0.9787756143997373	0.26844926544906067	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.5084535756187506
GSE243117_mouse_LipaOE_peritoneal_macrophages	LipaOE_vs_Control_PM	group	LipaOE	Control	fibrosis_core	-0.07373794432268217	-0.20774606835710713	0.7665551870622758	3.0	3.0	welch_t	mouse peritoneal macrophage Lipa overexpression	LIPA_augmentation	1.0	guardrail	0.8734453525888879
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	tam_receptor_ligand	0.817057736864555	0.9139648306734893	0.19189471980822917	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.3986512635876
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	fpr2_anxa1_axis	-1.0684143903366357	-1.3352109904630536	0.08122653085801648	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.21118898023084284
GSE285961_mouse_LipaOE_plaque_macrophages	LipaOE_vs_Control_plaque	group	LipaOE	Control	lxr_efflux	0.7251846176827587	1.0118828778884605	0.17751345481506647	4.0	4.0	welch_t	mouse plaque macrophage Lipa overexpression	LIPA_augmentation	1.0	resolution	0.37887200057544035
