dataset	contrast	contrast_type	case_group	control_group	submodule	delta_case_minus_control	hedges_g	p	n_case	n_control	statistical_status	note	target_route	therapeutic_multiplier	submodule_class	fdr
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	foam_dam_lipid	-0.26105901424311706	-1.9644556775040252	0.04344978158518373	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.14523511594961275
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	ifn_core	-0.1540639749838133	-1.0682238347270583	0.19067663297459014	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.3986512635876
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	stress_core	0.044296101693399814	0.09226983474701332	0.8962328119594564	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.9320821244378346
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_Basal_vs_WT_Basal	group	Trem2KO_Basal	WT_Basal	fibrosis_core	-0.2144834803517135	-0.25879778119914654	0.7293466324838419	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.8655316883418206
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	tam_receptor_ligand	-0.43889394202769627	-1.7257947463320416	0.061061360095036245	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.1729064256156472
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	fpr2_anxa1_axis	0.01614578398567627	0.025795895944802298	0.9713997761090527	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.9799350073373356
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	lxr_efflux	0.32511012705565545	0.927019151743439	0.31861463463877737	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.5360222676864137
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	trem2_lipid_sensing	-1.246106013163935	-14.974947632196265	0.0007495321211938855	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.007655935237908973
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	scavenger_receptors	-1.2507595046714535	-2.7194452882713267	0.0607254226781832	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.1729064256156472
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	complement_efferocytosis	-1.1692626738228733	-2.841964657186068	0.02073597240347077	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.08985588041503999
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	repair_cytokine_matrix	-0.7206919362333343	-3.134630721288744	0.012152390951707705	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.05992385883083455
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	mhcII_ciita	-1.0828905280522265	-3.66935399179317	0.03531855694583761	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.12170008778927177
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	cathepsin_lysosome	-0.715206029478807	-4.477422696853268	0.0007243765355736645	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.007655935237908973
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	foam_dam_lipid	-1.1458121865839523	-8.883395791243585	0.002961835535095821	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.022291709553615917
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	ifn_core	-0.5635657617170304	-2.4019965216321064	0.06430949820104129	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.17694173901417737
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	stress_core	-0.3906253166759812	-1.4678397817330335	0.059675874432465185	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.1729064256156472
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_neg_neg_vs_WT_CPZ_neg_neg	group	Trem2KO_CPZ_neg_neg	WT_CPZ_neg_neg	fibrosis_core	0.10049822979347445	0.2275025981272639	0.7223425752955435	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.860791568893856
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	tam_receptor_ligand	-0.17865225943877416	-0.2694371761179081	0.6764731013436156	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.8268004571977523
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	fpr2_anxa1_axis	0.45474379553429195	0.6198239155685742	0.3366752497316968	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.5516643379588706
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	lxr_efflux	0.28068870193283285	0.833660588616696	0.263523388692136	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.5024512611063393
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	trem2_lipid_sensing	-1.3345754210853504	-7.942297005786592	5.247096887461959e-05	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.0011079109463131233
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	scavenger_receptors	-0.19689393323783055	-0.3388798044210996	0.6694751776561539	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.8268004571977523
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	complement_efferocytosis	-1.3444738888195737	-2.157500466171144	0.016743084216790823	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.0760082870793996
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	repair_cytokine_matrix	-0.7761260432174799	-1.004304193009152	0.30291543253485803	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	resolution	0.5282549616156671
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	mhcII_ciita	-0.9931956485018842	-7.3979184968534035	0.000345773583833823	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.004640271789983594
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	cathepsin_lysosome	-0.9979867616552276	-2.3269795118605643	0.011747193834345263	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.05894206029162711
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	foam_dam_lipid	-1.139606481666882	-10.287613792116607	1.756908065453691e-05	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	lipid_apc	0.0007178224381710794
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	ifn_core	0.14630676649517727	0.9307315190452353	0.17577599526552054	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.3779844710220968
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	stress_core	-0.3180041286097027	-0.6049584829451295	0.3452038448985386	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.5577870036213675
GSE302857_Trem2KO_cuprizone_microglia	Trem2KO_CPZ_cd229pos_cd11cneg_vs_WT_CPZ_cd229pos_cd11cneg	group	Trem2KO_CPZ_cd229pos_cd11cneg	WT_CPZ_cd229pos_cd11cneg	fibrosis_core	-0.7219761998988747	-1.9046007140120382	0.024601915117239175	4.0	3.0	welch_t	Trem2/cuprizone sorted microglia	TREM2_agonism	-1.0	guardrail	0.10051639605043435
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	tam_receptor_ligand	0.6705113446845088	1.8636742452980763	0.052006560232787	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.16526529140641202
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	fpr2_anxa1_axis	-0.5653935767362832	-0.32399163408102005	0.6614457106763696	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.8268004571977523
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	lxr_efflux	0.02561764609865541	0.06491501422939304	0.9287407121605976	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.9537372788577123
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	trem2_lipid_sensing	1.2009699207383258	9.551003900894347	0.0001278891531793709	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.002151546929958828
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	scavenger_receptors	0.2209153174428202	0.23530214504901237	0.7394756348666051	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.8667624244747912
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	complement_efferocytosis	1.373016258737172	2.30232436398932	0.026243039450503193	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.10074353755550904
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	repair_cytokine_matrix	-0.3278024779255684	-0.37735211156973336	0.6166945198595882	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.8015728186615627
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	mhcII_ciita	0.7105706495586939	1.1754689267827536	0.15655532765244298	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.3640229569804772
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	cathepsin_lysosome	1.2556713204259227	12.40728890690665	0.0007119089144480469	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.007655935237908973
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	foam_dam_lipid	1.5320949786027964	9.650442215217067	0.0004506659888724087	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.005603933600761256
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	ifn_core	1.582609957935655	6.00552713613567	0.0066412390681454105	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.03798788746979175
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	stress_core	-0.28493734301180856	-1.1237443520986543	0.19594047567047843	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.3986512635876
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_neg_neg_vs_WT_Basal	group	WT_CPZ_neg_neg	WT_Basal	fibrosis_core	-0.35194246919270317	-0.4084740530627586	0.5865186436712942	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.7911767336562987
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	tam_receptor_ligand	0.8840457245593349	1.8042102967948503	0.055394554873286136	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.17146570417905932
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	fpr2_anxa1_axis	-0.8938109159222922	-0.5301601153792164	0.49790888932697325	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.7302663710128942
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	lxr_efflux	0.3902933593338702	1.391964558980504	0.1330582578207221	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.3197870734178699
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	trem2_lipid_sensing	1.8813877329719921	13.573207231862577	3.8057453430997215e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.0009894937892059275
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	scavenger_receptors	0.16482511057985547	0.1691905077340352	0.8094172401021412	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.8937966435104725
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	complement_efferocytosis	2.3373532174331393	3.907597696287554	0.00449352980534577	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.029348456145093103
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	repair_cytokine_matrix	0.07006044289598057	0.05781410071522929	0.933728804476082	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.9537372788577123
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	mhcII_ciita	1.2491702603423414	2.4320178884642996	0.05672810929680768	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.17146570417905932
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	cathepsin_lysosome	2.5628425085249713	11.051341056848473	0.0027615342888717186	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.02134591369235977
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	foam_dam_lipid	2.361953844962012	21.84484721038095	5.248613584921491e-06	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.0003837027826441196
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	ifn_core	1.8965707167369015	18.155713714709773	1.04736829877746e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.0004992455557505893
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	stress_core	-1.0603425043394683	-4.152643783136157	0.010657732744108273	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.05443056365741011
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cneg_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cneg	WT_Basal	fibrosis_core	0.028007231316513947	0.033099058703356006	0.9637745888878821	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.9774451504323911
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	tam_receptor_ligand	0.1940188096950035	0.6608704846665042	0.41707162359374145	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.6482743714554895
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	fpr2_anxa1_axis	-0.4629578911013141	-0.26445865987349837	0.7183709674775711	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.8596405719606082
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	lxr_efflux	1.19456480376774	10.220944877642399	0.0013121537250049282	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.011037528392688513
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	trem2_lipid_sensing	1.8931235567336953	13.440918811241255	4.2247706404057466e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.0010069036692967029
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	scavenger_receptors	0.5338719570168647	0.5496345680122126	0.4513438844040005	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.6837722792182346
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	complement_efferocytosis	2.2533881459736156	3.1621872485599822	0.008863635837686755	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.04783018584110211
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	repair_cytokine_matrix	-0.7720264563433105	-0.7776817561413734	0.311867262209395	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	resolution	0.5340960298915387
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	mhcII_ciita	1.8977063831034446	3.773169476749867	0.02822096731568877	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.10482073574398687
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	cathepsin_lysosome	2.3179666261067027	19.442683502208666	0.00035694398384489187	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.004640271789983594
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	foam_dam_lipid	2.3689678465399213	20.718623196341603	5.903878717799508e-06	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	lipid_apc	0.0003837027826441196
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	ifn_core	2.0360505310561656	24.03758203873929	6.587483907383346e-05	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.0012560135983410914
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	stress_core	-1.0800720598383657	-2.8227075343300023	0.014135714296947379	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.06738023814878251
GSE302857_Trem2KO_cuprizone_microglia	WT_CPZ_cd229pos_cd11cpos_vs_WT_Basal	group	WT_CPZ_cd229pos_cd11cpos	WT_Basal	fibrosis_core	-0.6611270272546459	-0.7807292655831045	0.3435375936116448	3.0	3.0	welch_t	Trem2/cuprizone sorted microglia		1.0	guardrail	0.5577870036213675
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	cathepsin_lysosome	-0.2241846695663584					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	complement_efferocytosis	0.11648199634549794					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	fibrosis_core	1.274927199603536					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	foam_dam_lipid	-0.1720211448156559					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	fpr2_anxa1_axis	-0.5953811987021679					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	ifn_core	2.0000168575218438					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	guardrail	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	lxr_efflux	0.16092508753588497					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	resolution	
GSE156234_Mertk_scRNA_pseudobulk	Mertk_dependency_2h_interaction	interaction	WT_2h_AC_vs_WT_Ctrl	MertkKO_2h_AC_vs_MertkKO_Ctrl	mhcII_ciita	0.4036937294092903					descriptive_interaction_from_gene_or_submodule_deltas	MERTK-dependent component of 2h efferocytosis response; descriptive	MERTK_TAM_activation	1.0	lipid_apc	
