pert_id	cmap_name	target	moa	n_opposite_queries	opposite_queries	best_opposite_rank	min_opposite_qval	max_opposite_abs_score	n_opposite_signatures	n_similar_queries	similar_queries	target_antigen_presentation_best_rank	target_antigen_presentation_min_qval	target_antigen_presentation_max_reversal_strength	generic_ifn_jak_best_rank	generic_ifn_jak_min_qval	generic_ifn_jak_max_reversal_strength	l1000_target_minus_generic_reversal_strength	l1000_selectivity_call	wave24_call	wave24_blocker	recurrence_strength	contradicted_by_similar_hit	promotion_gate
BRD-K39256324	rottlerin			1	ifn_lysosomal_apc_state	28	7.47387429893282e-05	11.061495597897231	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.763813850838594	False	PARK_UNKNOWN_ONLY
BRD-A68065211	BRD-A68065211			1	mif_cd74_receptor_state	29	8.83733908701768e-06	13.450463661991735	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8387372555186285	False	PARK_UNKNOWN_ONLY
BRD-K18518344	digitoxigenin			1	gse111972_ms_wm_full_top150	29	1.0	4.369332872125633	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.350415132148449	False	PARK_UNKNOWN_ONLY
BRD-U86222656	BRD-U86222656			1	mif_cd74_receptor_state	31	8.83733908701768e-06	13.480086748485506	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.8196926870262553	False	PARK_UNKNOWN_ONLY
BRD-K32636001	BRD-K32636001			1	gse111972_ms_wm_full_top150	31	1.0	3.9310511829178343	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.284508698440815	False	PARK_UNKNOWN_ONLY
BRD-K84203638	BRD-K84203638			1	ifn_lysosomal_apc_state	32	6.13340618985539e-05	11.063086624873144	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.7238763129660533	False	PARK_UNKNOWN_ONLY
BRD-K99530743	BRD-K99530743			1	mif_cd74_receptor_state	35	8.83733908701768e-06	12.873736894071506	1			9.0	1.653175632409e-08	18.87555906462776			0.0	18.87555906462776	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.7597046290262472	False	PARK_UNKNOWN_ONLY
BRD-A97833537	EMF-sumo1-1			1	gse111972_ms_wm_full_top150	35	1.0	3.923610386835772	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.243685875555996	False	PARK_UNKNOWN_ONLY
BRD-K80346834	BRD-K80346834			1	gse111972_ms_wm_full_top150	36	1.0	4.040051692686092	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.246386921968204	False	PARK_UNKNOWN_ONLY
BRD-K98004941	BRD-K98004941			1	ifn_lysosomal_apc_state	37	5.87567820342275e-05	11.340132053438738	1					0.0	41.0	2.15740486115298e-06	13.912795406252233	-13.912795406252233	generic_ifn_reversal_at_least_as_strong	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.684618111853699	False	PARK_UNKNOWN_ONLY
BRD-K80962769	BRD-K80962769			1	gse111972_ms_wm_full_top150	37	0.981075911167448	4.573627760568319	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.2902608152533226	False	PARK_UNKNOWN_ONLY
BRD-K89930444	AG-592			1	ifn_lysosomal_apc_state	38	5.87567820342275e-05	10.944999664873114	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.659215752606211	False	PARK_UNKNOWN_ONLY
BRD-A95513702	BRD-A95513702			1	gse111972_ms_wm_full_top150	38	1.0	3.625938528279733	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.1794204370856884	False	PARK_UNKNOWN_ONLY
BRD-K37340241	BRD-K37340241			1	gse111972_ms_wm_full_top150	41	1.0	3.2650780920492837	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.103893572912931	False	PARK_UNKNOWN_ONLY
BRD-A09719808	BRD-A09719808			1	gse111972_ms_wm_full_top150	42	1.0	3.2389080756887827	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.090398622357929	False	PARK_UNKNOWN_ONLY
BRD-K56196992	BRD-K56196992			1	mif_cd74_receptor_state	43	0.0002426697405796	9.431873164070948	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.544597951913743	False	PARK_UNKNOWN_ONLY
BRD-K00429057	BRD-K00429057			1	ifn_lysosomal_apc_state	44	0.0005871982494016	8.183865744318917	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.472958496195341	False	PARK_UNKNOWN_ONLY
BRD-K14920963	erythrosine			1	gse111972_ms_wm_full_top150	44	1.0	3.309945952257819	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.079820902286949	False	PARK_UNKNOWN_ONLY
BRD-K72615639	BRD-K72615639			1	ifn_lysosomal_apc_state	45	0.0005926926022302	8.341930059421376	1	1.0	gse111972_ms_wm_full_top150									PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.4712665443045028	True	PARK_UNKNOWN_ONLY
BRD-K10057859	BRD-K10057859			1	ifn_lysosomal_apc_state	46	0.0005871982494016	9.102088340715255	1					0.0	26.0	2.15740486115298e-06	14.469248030451014	-14.469248030451014	generic_ifn_reversal_at_least_as_strong	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.499141046254859	False	PARK_UNKNOWN_ONLY
BRD-K03736784	BRD-K03736784			1	ifn_lysosomal_apc_state	48	0.0005871982494016	8.761729949925737	1	1.0	gse111972_ms_wm_full_top150			0.0	2.0	7.27254652994247e-08	18.41975323933283	-18.41975323933283	generic_ifn_reversal_at_least_as_strong	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.46258986342051	True	PARK_UNKNOWN_ONLY
BRD-K77987382	mebendazole			1	mif_cd74_receptor_state	49	0.0002426697405796	9.180494888748996	1			33.0	8.11131886327998e-06	12.372859590468243			0.0	12.372859590468243	target_opposite_hit_absent_from_generic_top50	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.472866093146748	False	PARK_UNKNOWN_ONLY
BRD-K94127894	SA-89068			1	ifn_lysosomal_apc_state	49	0.0005871982494016	8.163578196247721	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.4218805570711615	False	PARK_UNKNOWN_ONLY
BRD-K06765193	BRD-K06765193			1	gse111972_ms_wm_full_top150	49	1.0	3.666290806857565	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.0742269098363924	False	PARK_UNKNOWN_ONLY
BRD-K10846167	BRD-K10846167			1	mif_cd74_receptor_state	50	0.0002595698393733	9.105607666589558	1											PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	3.459308933924518	False	PARK_UNKNOWN_ONLY
