gene	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	wave34_call	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_score	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity
DMRT1	doublesex and mab-3 related transcription factor 1	1.3204463124275208	NO_GO_WAVE62_TARGET_RESOLUTION			0.8204463124275208	AITD	1	AITD	1	AITD	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	AITD			0.0	0.0
HAPLN1	hyaluronan and proteoglycan link protein 1	1.317940354347229	NO_GO_WAVE62_TARGET_RESOLUTION			0.817940354347229	SLE	1	SLE	1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				6.0	AS;RA;SLE			0.0	0.0
CH25H	cholesterol 25-hydroxylase	1.3178709745407104	NO_GO_WAVE62_TARGET_RESOLUTION			0.8178709745407104	UC	1	UC	1	UC	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.1826859953700346	0.7553210096172027	0.9708386088096976	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				4.0	UC			0.0	0.0
SEL1L3	SEL1L family member 3	1.3175021708011627	NO_GO_WAVE62_TARGET_RESOLUTION			0.3175021708011627	RA	0		1	RA	0.0		0		0		0	0.0	0.0	0.0			3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.922501683138024	0.0181382735511015	0.8372898579012464	False	1.0	0.0		0.0		0.0				4.0				0.0	0.0
HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	1.3169242742527143	NO_GO_WAVE62_TARGET_RESOLUTION			0.33325260877609253	Psoriasis	0		1	Psoriasis	0.0		1	Psoriasis	1	Psoriasis	0	0.9836716654766218	0.0	0.0		Psoriasis:fibroblast:-0.113;Psoriasis:fibroblast:0.0749;Psoriasis:fibroblast:0.113;Psoriasis:sigmoid colon:0.0749;Psoriasis:skin of body:0.0749;Psoriasis:skin of body:0.113	1.0	1.0	Crohn disease	0.5238027056744077	0.2416615311907309	0.9004758652001262	False	0.0	0.0		0.0		0.0				3.0	Psoriasis			0.0	0.0
KIF21B	kinesin family member 21B	1.3156209588050842	NO_GO_WAVE62_TARGET_RESOLUTION			0.8156209588050842	UC	1	UC	1	UC	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0177606664403153	0.9523047819606568	0.995164089398724	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0		0.0				14.0	AS;RA;UC			0.0	0.0
IKZF1	IKAROS family zinc finger 1	1.309968113899231	NO_GO_WAVE62_TARGET_RESOLUTION			0.809968113899231	SLE	2	Crohn;SLE	3	Crohn;SLE;T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.0258804352952601	0.876413603145739	0.9822879240565924	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	16.0		0.0				20.0	AS;Crohn;Psoriasis;RA;SLE;T1D;UC			0.0	0.0
DUSP5	dual specificity phosphatase 5	1.3094432950019836	NO_GO_WAVE62_TARGET_RESOLUTION			0.8094432950019836	Crohn	1	Crohn	1	Crohn	0.0		0		0		0	0.0	0.0	0.0			2.0	1.0	Crohn disease;ulcerative colitis	0.0216521386383341	0.9431159813941822	0.9944057947422876	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				6.0	Crohn			0.0	0.0
HHEX	hematopoietically expressed homeobox	1.304930031299591	NO_GO_WAVE62_TARGET_RESOLUTION			0.8049300312995911	MS	1	MS	1	MS	0.8049300312995911	5c37aebb8a63b3d05561286752a9788b	0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.0042664676508863	0.9916450827045664	0.9992380443970746	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				21.0	AS;Crohn;MS;Psoriasis;T1D;UC			0.0	0.0
ADO	2-aminoethanethiol dioxygenase	1.3035994172096252	NO_GO_WAVE62_TARGET_RESOLUTION			0.8035994172096252	Psoriasis	3	Crohn;Psoriasis;UC	3	Crohn;Psoriasis;UC	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.1351210784177468	0.4927837278135565	0.9271619615463814	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0		0.0				16.0	AS;Crohn;Psoriasis;SLE;UC			0.0	0.0
CD109	CD109 molecule	1.2993282860889637	NO_GO_WAVE62_TARGET_RESOLUTION			0.30107244849205017	Sjogren	0		2	AITD;Sjogren	0.0		1	Crohn	1	Crohn	0	0.9982558375969135	0.0	0.0		Crohn:blood plasma:0.0326	1.0	0.0	type 1 diabetes mellitus	-0.5603978450800842	0.6334203158803067	0.9512286996153424	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
SEC61G	SEC61 translocon subunit gamma	1.298719882965088	NO_GO_WAVE62_TARGET_RESOLUTION			0.7987198829650879	MS	1	MS	1	MS	0.7987198829650879	bb4b3e71bc1372185b9cd8e9991418dc;7cb2c5dd38d3c439cff4cdfcc8750df5	0		0		0	0.0	0.0	0.0			2.0	0.0	type 1 diabetes mellitus;ulcerative colitis	0.0349436418700825	0.8769151120311164	0.982314121201523	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				8.0	MS			0.0	0.0
ADCY8	adenylate cyclase 8	1.2984417080879211	NO_GO_WAVE62_TARGET_RESOLUTION			0.7984417080879211	T1D	1	T1D	1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	T1D			0.0	0.0
TET3	tet methylcytosine dioxygenase 3	1.297603964805603	NO_GO_WAVE62_TARGET_RESOLUTION			0.797603964805603	RA	1	RA	1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		-0.1416559541448823	0.487234546934181	0.926038761164836	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				8.0	RA;SLE			0.0	0.0
FBN2	fibrillin 2	1.2962669134140015	NO_GO_WAVE62_TARGET_RESOLUTION			0.7962669134140015	SLE	1	SLE	1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-1.7821765510590826	0.2012736643207805	0.8993702893651148	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				2.0	SLE			0.0	0.0
TEAD3	TEA domain transcription factor 3	1.295997440814972	NO_GO_WAVE62_TARGET_RESOLUTION			0.7959974408149719	RA	2	AS;RA	3	AS;Celiac;RA	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		-0.8120717762424619	0.4959851596971016	0.9275293950310824	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				8.0	AS;RA;UC			0.0	0.0
SDC2	syndecan 2	1.2939308285713196	NO_GO_WAVE62_TARGET_RESOLUTION			0.7939308285713196	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	ulcerative colitis	-0.0217576812288031	0.963043489319898	0.9958845628553412	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				3.0	Sjogren			0.0	0.0
MAP3K1	mitogen-activated protein kinase kinase kinase 1	1.2924936413764954	NO_GO_WAVE62_TARGET_RESOLUTION			0.7924936413764954	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.1808954132655085	0.2497583176276522	0.9004758652001262	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				3.0	Psoriasis			0.0	0.0
PLXNA2	plexin A2	1.2903136014938354	NO_GO_WAVE62_TARGET_RESOLUTION			0.7903136014938354	SLE	1	SLE	1	SLE	0.0		0		0		0	0.0	0.0	0.0			1.0	2.0	psoriasis	-1.8100971033229152	0.072495907247563	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				3.0	SLE			0.0	0.0
ACOXL	acyl-CoA oxidase like	1.2871684432029724	NO_GO_WAVE62_TARGET_RESOLUTION			0.7871684432029724	RA	3	Crohn;Psoriasis;RA	4	Crohn;Psoriasis;RA;UC	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				12.0	Crohn;Psoriasis;RA;UC			0.0	0.0
UGT1A6	UDP glucuronosyltransferase family 1 member A6	1.2867186665534973	NO_GO_WAVE62_TARGET_RESOLUTION			0.7867186665534973	T1D	1	T1D	1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	T1D			0.0	0.0
IL19	interleukin 19	1.2866880297660828	NO_GO_WAVE62_TARGET_RESOLUTION			0.7866880297660828	UC	2	Crohn;UC	3	Crohn;T1D;UC	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		1.3161475499477095	0.2372328288931978	0.9004758652001262	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				18.0	Crohn;RA;SLE;T1D;UC			0.0	0.0
RTP5	receptor transporter protein 5 (putative)	1.2852758985900254	NO_GO_WAVE62_TARGET_RESOLUTION			0.2857228219509125	UC	0		0		0.0		1	UC	1	UC	1	0.9995530766391131	0.0	0.0		UC:CD14-positive, CD16-negative classical monocyte:-0.106;UC:CD14-positive, CD16-negative classical monocyte:0.0913	0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
MYC	MYC proto-oncogene, bHLH transcription factor	1.284252643585205	NO_GO_WAVE62_TARGET_RESOLUTION			0.7842526435852051	RA	2	MS;RA	2	MS;RA	0.6827977895736694	5f67f6ab21693a4070b1f8eaa9f5d054	0		0		0	0.0	0.0	0.0			2.0	2.0	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				16.0	AITD;MS;RA;SLE	NO_GO_WAVE61_GUARDRAIL		0.0734323538208265	0.0528308602834423
GRB10	growth factor receptor bound protein 10	1.2814722061157227	NO_GO_WAVE62_TARGET_RESOLUTION			0.7814722061157227	T1D	1	T1D	1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.2685134019051105	0.6725482314914364	0.9596060298269468	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				2.0	T1D			0.0	0.0
RAPGEF6	Rap guanine nucleotide exchange factor 6	1.2797412276268005	NO_GO_WAVE62_TARGET_RESOLUTION			0.7797412276268005	Crohn	1	Crohn	1	Crohn	0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	type 1 diabetes mellitus	0.0192542267724054	0.925956483305529	0.9900445491146652	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				5.0	Crohn			0.0	0.0
CA10	carbonic anhydrase 10 (inactive)	1.2796263694763184	NO_GO_WAVE62_TARGET_RESOLUTION			0.7796263694763184	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				4.0	AITD;Sjogren			0.0	0.0
NXPH1	neurexophilin 1	1.2796263694763184	NO_GO_WAVE62_TARGET_RESOLUTION			0.7796263694763184	Psoriasis	1	Psoriasis	1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	Psoriasis			0.0	0.0
DSG3	desmoglein 3	1.2791787782089536	NO_GO_WAVE62_TARGET_RESOLUTION			0.28079459071159363	MS	0		0		0.28079459071159363		1	Crohn	1	Crohn	0	0.9983841874973601	0.0	0.0		Crohn:blood plasma:0.0326;Crohn:blood plasma:0.065	0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SOX5	SRY-box transcription factor 5	1.2787103056907654	NO_GO_WAVE62_TARGET_RESOLUTION			0.7787103056907654	SLE	2	SLE;Sjogren	2	SLE;Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	type 1 diabetes mellitus	-0.965493665693312	0.3549182803114565	0.9141270983319502	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				5.0	SLE;Sjogren			0.0	0.0
ALK	ALK receptor tyrosine kinase	1.276566207408905	NO_GO_WAVE62_TARGET_RESOLUTION			0.776566207408905	AS	1	AS	1	AS	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		1.0800127441746816	0.3101273132056455	0.9090398989124008	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				4.0	AS;RA			0.0	0.0
L1CAM	L1 cell adhesion molecule	1.2757433946049397	NO_GO_WAVE62_TARGET_RESOLUTION			0.2905121445655823	RA	0		0		0.0		2	RA;T1D	2	RA;T1D	0	0.9852312500393574	0.0	0.0		RA:blood plasma:-0;T1D:blood plasma:0.143	0.0	1.0		0.6680766995528219	0.4447296020125093	0.921965936323299	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CSMD1	CUB and Sushi multiple domains 1	1.2746005654335022	NO_GO_WAVE62_TARGET_RESOLUTION			0.7746005654335022	Sjogren	2	AS;Sjogren	2	AS;Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.5810173880998433	0.5942346667470605	0.9466965949245808	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	7.0		0.0				16.0	AS;RA;SLE;Sjogren;T1D;UC			0.0	0.0
DLG2	discs large MAGUK scaffold protein 2	1.2746005654335022	NO_GO_WAVE62_TARGET_RESOLUTION			0.7746005654335022	MS	1	MS	1	MS	0.7746005654335022	3be2f4f2e4018c48e853b5bc9ecf893c;2ccbdedeaa3d08db2f9613c201073f40	0		0		0	0.0	0.0	0.0			1.0	1.0	type 1 diabetes mellitus	-1.113291570544157	0.2371932109915414	0.9004758652001262	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				9.0	MS;UC			0.0	0.0
RBFOX1	RNA binding fox-1 homolog 1	1.2746005654335022	NO_GO_WAVE62_TARGET_RESOLUTION			0.7746005654335022	SLE	2	SLE;Sjogren	2	SLE;Sjogren	0.0		0		0		0	0.0	0.0	0.0			2.0	3.0	Crohn disease;type 1 diabetes mellitus	0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	8.0		0.0				12.0	AITD;SLE;Sjogren			0.0	0.0
RBMS3	RNA binding motif single stranded interacting protein 3	1.2746005654335022	NO_GO_WAVE62_TARGET_RESOLUTION			0.7746005654335022	AITD	1	AITD	1	AITD	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.7648389668114062	0.3994668424350541	0.9157809859344704	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				4.0	AITD			0.0	0.0
CNTNAP2	contactin associated protein 2	1.2722521424293518	NO_GO_WAVE62_TARGET_RESOLUTION			0.7722521424293518	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.6184740281503291	0.5944257811314121	0.9466965949245808	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				6.0	Sjogren;UC			0.0	0.0
WDR72	WD repeat domain 72	1.2722521424293518	NO_GO_WAVE62_TARGET_RESOLUTION			0.7722521424293518	RA	1	RA	1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				4.0	RA			0.0	0.0
TMEM179	transmembrane protein 179	1.2706544995307922	NO_GO_WAVE62_TARGET_RESOLUTION			0.7706544995307922	Celiac	1	Celiac	1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				2.0	Celiac			0.0	0.0
STARD10	StAR related lipid transfer domain containing 10	1.26804119348526	NO_GO_WAVE62_TARGET_RESOLUTION			0.76804119348526	MS	1	MS	1	MS	0.76804119348526	8e066b29db21c0964b2b10ddf4486095	0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;Sjogren syndrome	1.338228658744848	0.0027910892871222	0.8344760564031432	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				0.0				0.0	0.0
AKAP6	A-kinase anchoring protein 6	1.262754499912262	NO_GO_WAVE62_TARGET_RESOLUTION			0.762754499912262	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-1.410473803484802	0.0626606100455613	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	Sjogren			0.0	0.0
GABRB3	gamma-aminobutyric acid type A receptor subunit beta3	1.262403666973114	NO_GO_WAVE62_TARGET_RESOLUTION			0.762403666973114	Celiac	1	Celiac	1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.4388939112600574	0.6101554184163187	0.9476308467322015	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				2.0	Celiac			0.0	0.0
SLIT1	slit guidance ligand 1	1.2614376544952393	NO_GO_WAVE62_TARGET_RESOLUTION			0.7614376544952393	UC	1	UC	1	UC	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.3887666764001887	0.7620507329607413	0.9720518654221189	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				6.0	RA;UC			0.0	0.0
ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	1.2608266472816467	NO_GO_WAVE62_TARGET_RESOLUTION			0.7608266472816467	Celiac	3	Celiac;RA;T1D	3	Celiac;RA;T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.3405400500479008	0.1303724441089457	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	5.0		0.0				14.0	AITD;Celiac;RA;T1D			0.0	0.0
GPR12	G protein-coupled receptor 12	1.2603784799575806	NO_GO_WAVE62_TARGET_RESOLUTION			0.7603784799575806	UC	1	UC	1	UC	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.4756805790714632	0.6424059772733001	0.9528366710037262	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				12.0	AS;Crohn;Psoriasis;RA;UC			0.0	0.0
S100Z	S100 calcium binding protein Z	1.2581894993782043	NO_GO_WAVE62_TARGET_RESOLUTION			0.7581894993782043	Celiac	1	Celiac	1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.6270769619445407	0.5330029823929253	0.9357323188472788	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	Celiac			0.0	0.0
ABI3BP	ABI family member 3 binding protein	1.2573747038841248	NO_GO_WAVE62_TARGET_RESOLUTION			0.7573747038841248	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	2.0	type 1 diabetes mellitus	-0.1688499254745883	0.9005791459281354	0.9848054048374364	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				3.0	Sjogren			0.0	0.0
RP1	RP1 axonemal microtubule associated	1.2558286786079407	NO_GO_WAVE62_TARGET_RESOLUTION			0.7558286786079407	SLE	1	SLE	1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	SLE			0.0	0.0
MAPK14	mitogen-activated protein kinase 14	1.254088282585144	NO_GO_WAVE62_TARGET_RESOLUTION			0.754088282585144	AS	3	AS;Celiac;T1D	3	AS;Celiac;T1D	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	psoriasis;ulcerative colitis	0.024228322440198	0.831669682060653	0.9761732664217524	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				14.0	AS;Celiac;RA;T1D;UC	NO_GO_WAVE61_GUARDRAIL		0.0	-0.0355935028077412
AAMDC	adipogenesis associated Mth938 domain containing	1.2526936531066895	NO_GO_WAVE62_TARGET_RESOLUTION			0.7526936531066895	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	2.0	type 1 diabetes mellitus	0.2787775010113851	0.7783835147867029	0.9741955192514664	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				3.0	Sjogren			0.0	0.0
RDH12	retinol dehydrogenase 12	1.2526936531066895	NO_GO_WAVE62_TARGET_RESOLUTION			0.7526936531066895	AITD	1	AITD	1	AITD	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.0858061238421101	0.9377078894250312	0.9929875788143055	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				4.0	AITD			0.0	0.0
DHX58	DExH-box helicase 58	1.2525613846344124	NO_GO_WAVE62_TARGET_RESOLUTION			0.2559454143047333	Psoriasis	0		0		0.0		1	Psoriasis	1	Psoriasis	0	0.9966159703296792	0.0	0.0		Psoriasis:blood:-0.175	0.0	0.0		-0.0818389980092479	0.7622185724823338	0.9720518654221189	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CDH13	cadherin 13	1.2523760795593262	NO_GO_WAVE62_TARGET_RESOLUTION			0.7523760795593262	Crohn	1	Crohn	1	Crohn	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	-0.9258140460024986	0.4898285033668542	0.9271619615463814	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				5.0	Crohn;SLE			0.0	0.0
ERRFI1	ERBB receptor feedback inhibitor 1	1.2520225048065186	NO_GO_WAVE62_TARGET_RESOLUTION			0.7520225048065186	UC	1	UC	1	UC	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	-0.0166395242891983	0.9603058690313868	0.995447887770418	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	4.0		0.0				7.0	Crohn;UC			0.0	0.0
PTPN22	protein tyrosine phosphatase non-receptor type 22	1.2519946100954797	NO_GO_WAVE62_TARGET_RESOLUTION	directionality_unresolved_PTPN22_autoimmune_axis	prior_branch_blocker_or_directionality_unresolved	0.9310664534568787	RA	4	Crohn;RA;SLE;T1D	5	AITD;Crohn;RA;SLE;T1D	0.0		1	RA	1	RA	0	0.8209281566386013	0.0	0.0		RA:B cell:-1.85	1.0	0.0	Sjogren syndrome	0.81950776939291	0.0313351961928456	0.8506970233122761	False	0.0	0.0	NO_GO_GENETIC_DRUGGABLE_PRIOR_ART_BLOCKED	28.0	CHEMBL2889	1114.0	PARK_DIRECTION_OR_MODALITY_UNRESOLVED	unclear across R620W-like risk biology; inhibition is plausible in some models but not directionally settled	Genetic signal survives triage but direction/modality is not clean enough for promotion.	18.0	AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC			0.0	0.0
CNTN5	contactin 5	1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			0.7518472671508789	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	3.0		0.0				4.0	Sjogren;UC			0.0	0.0
GPC5	glypican 5	1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			0.7518472671508789	T1D	1	T1D	1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				2.0	T1D			0.0	0.0
LRP1B	LDL receptor related protein 1B	1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			0.7518472671508789	T1D	2	Celiac;T1D	2	Celiac;T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.1065310893609994	0.9228687324582232	0.9900244669035798	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	2.0		0.0				6.0	Celiac;T1D			0.0	0.0
MACROD2	mono-ADP ribosylhydrolase 2	1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			0.7518472671508789	Sjogren	1	Sjogren	1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			2.0	1.0	Crohn disease;type 1 diabetes mellitus	-0.504525272483094	0.5792315748393255	0.9452150788886852	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	6.0		0.0				4.0	Sjogren			0.0	0.0
MTUS2	microtubule associated scaffold protein 2	1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			0.7518472671508789	RA	1	RA	1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		1.7324937487356338	0.0848446813264241	0.8989378106274888	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	1.0		0.0				2.0	RA			0.0	0.0
