gene	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	supporting_l2g_disease_count	supporting_l2g_diseases	ms_max_l2g_score	ms_l2g_study_loci	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	relevant_qtl_coloc_disease_count	relevant_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_qtl_h4	ms_max_relevant_qtl_h4	ms_relevant_qtl_biosamples	direction_proxy_values	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	wave34_call	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave34a_call	wave34a_direction	wave34a_route_reason	wave55_score	wave55_genetic_diseases_ge_0_25	wave61_best_call	wave61_best_manual_blocker	wave61_best_target_suppression	wave61_best_selectivity
NPHP3	nephrocystin 3	0.3942860960960388	NO_GO_WAVE62_TARGET_RESOLUTION			0.3942860960960388	AS	0		1	AS	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		-0.4004054558134804	0.0788275375528073	0.8989378106274888	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
YIPF2	Yip1 domain family member 2	0.39361658692359924	NO_GO_WAVE62_TARGET_RESOLUTION			0.39361658692359924	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			2.0	2.0	Crohn disease;Sjogren syndrome	0.0558197983029984	0.7467905253995587	0.9703288564909704	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
RAET1L	retinoic acid early transcript 1L	0.39340242743492126	NO_GO_WAVE62_TARGET_RESOLUTION			0.39340242743492126	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
ETV1	ETS variant transcription factor 1	0.39198848605155945	NO_GO_WAVE62_TARGET_RESOLUTION			0.39198848605155945	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-1.62333255988999	0.0213922312600612	0.8372898579012464	False	0.0	0.0		0.0		0.0				2.0	RA			0.0	0.0
NAF1	nuclear assembly factor 1 ribonucleoprotein	0.39063891768455505	NO_GO_WAVE62_TARGET_RESOLUTION			0.39063891768455505	RA	0		1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.1245136560387702	0.633638443067871	0.9512286996153424	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PEX3	peroxisomal biogenesis factor 3	0.39011871814727783	NO_GO_WAVE62_TARGET_RESOLUTION			0.39011871814727783	AS	0		1	AS	0.0		0		0		0	0.0	0.0	0.0			2.0	1.0	Crohn disease;type 1 diabetes mellitus	0.4439854236547198	0.605331999281048	0.9468238779494486	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
RNF135	ring finger protein 135	0.3855799436569214	NO_GO_WAVE62_TARGET_RESOLUTION			0.3855799436569214	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.0773320776180099	0.5866744123751418	0.9464449594593544	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
ODC1	ornithine decarboxylase 1	0.37941303849220276	NO_GO_WAVE62_TARGET_RESOLUTION			0.37941303849220276	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	Crohn disease	0.2334749062639218	0.472751448311508	0.9243951349908436	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
MED9	mediator complex subunit 9	0.37892434000968933	NO_GO_WAVE62_TARGET_RESOLUTION			0.37892434000968933	AS	0		1	AS	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	-0.2660235101833113	0.3985227228244999	0.9157809859344704	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
PRKD1	protein kinase D1	0.3783029615879059	NO_GO_WAVE62_TARGET_RESOLUTION			0.3783029615879059	MS	0		1	MS	0.3783029615879059		0		0		0	0.0	0.0	0.0			1.0	1.0	type 1 diabetes mellitus	-0.9171935169661208	0.442168387946443	0.9214560346888634	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.37825027108192444	NO_GO_WAVE62_TARGET_RESOLUTION			0.37825027108192444	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;ulcerative colitis	0.1012574892481286	0.4483390599636508	0.9222103228407044	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2	0.3774773180484772	NO_GO_WAVE62_TARGET_RESOLUTION			0.3774773180484772	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				4.0	RA;SLE			0.0	0.0
DPYSL2	dihydropyrimidinase like 2	0.3771257996559143	NO_GO_WAVE62_TARGET_RESOLUTION			0.3771257996559143	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0374109279320666	0.7856969872905506	0.9745041645639924	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
NMUR2	neuromedin U receptor 2	0.3749583959579468	NO_GO_WAVE62_TARGET_RESOLUTION			0.3749583959579468	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.2818767604340182	0.794428165507799	0.9754873976997136	False	0.0	0.0		0.0		0.0				2.0	Sjogren			0.0	0.0
NPS	neuropeptide S	0.3734566271305084	NO_GO_WAVE62_TARGET_RESOLUTION			0.3734566271305084	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				2.0	SLE			0.0	0.0
TMEM51	transmembrane protein 51	0.3727664649486542	NO_GO_WAVE62_TARGET_RESOLUTION			0.3727664649486542	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.4716179681611496	0.0931285625278219	0.8989378106274888	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
TMEM132B	transmembrane protein 132B	0.36989209055900574	NO_GO_WAVE62_TARGET_RESOLUTION			0.36989209055900574	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SLC26A1	solute carrier family 26 member 1	0.367145299911499	NO_GO_WAVE62_TARGET_RESOLUTION			0.367145299911499	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-2.0845052199868555	0.0426141385982069	0.8665399879407999	False	0.0	0.0		0.0		0.0				2.0	SLE			0.0	0.0
HK1	hexokinase 1	0.36705002188682556	NO_GO_WAVE62_TARGET_RESOLUTION			0.36705002188682556	MS	0		1	MS	0.36705002188682556		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;ulcerative colitis	0.0430897665646927	0.7632763673236275	0.9722378036831862	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
TDRD10	tudor domain containing 10	0.3659462034702301	NO_GO_WAVE62_TARGET_RESOLUTION			0.3659462034702301	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	-2.7926212407791824	0.0084329199329374	0.8344760564031432	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
UTRN	utrophin	0.3642939031124115	NO_GO_WAVE62_TARGET_RESOLUTION			0.3642939031124115	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.1890470411495801	0.4274102027347704	0.9195199515584406	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
VKORC1	vitamin K epoxide reductase complex subunit 1	0.36193037033081055	NO_GO_WAVE62_TARGET_RESOLUTION			0.36193037033081055	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	Sjogren syndrome	0.1040772268062806	0.6854668662208442	0.9625330737114284	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
ERLIN1	ER lipid raft associated 1	0.3610236346721649	NO_GO_WAVE62_TARGET_RESOLUTION			0.3610236346721649	Psoriasis	0		1	Psoriasis	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0565516253062821	0.8057509076068325	0.9759590255931256	False	0.0	0.0		0.0		0.0				4.0	Psoriasis			0.0	0.0
LRRTM4	leucine rich repeat transmembrane neuronal 4	0.3580712676048279	NO_GO_WAVE62_TARGET_RESOLUTION			0.3580712676048279	RA	0		1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				2.0	AITD			0.0	0.0
PRSS55	serine protease 55	0.35704177618026733	NO_GO_WAVE62_TARGET_RESOLUTION			0.35704177618026733	AITD	0		1	AITD	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				2.0	AITD			0.0	0.0
RERGL	RERG like	0.35572224855422974	NO_GO_WAVE62_TARGET_RESOLUTION			0.35572224855422974	AITD	0		1	AITD	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.7837295001276896	0.563393534277133	0.9419051093293812	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
ZFAND5	zinc finger AN1-type containing 5	0.3556104898452759	NO_GO_WAVE62_TARGET_RESOLUTION			0.3556104898452759	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.2311779080288669	0.3682321264237912	0.9141270983319502	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
ZIC4	Zic family zinc finger 4	0.3519633114337921	NO_GO_WAVE62_TARGET_RESOLUTION			0.3519633114337921	AS	0		1	AS	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-1.393156232503431	0.2731223698252677	0.9049965616313804	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor	0.3475855588912964	NO_GO_WAVE62_TARGET_RESOLUTION			0.3475855588912964	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0796747466937279	0.6437567569106402	0.9529370857734148	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
RASA3	RAS p21 protein activator 3	0.34486472606658936	NO_GO_WAVE62_TARGET_RESOLUTION			0.34486472606658936	AS	0		1	AS	0.0		0		0		0	0.0	0.0	0.0			2.0	1.0	Crohn disease;ulcerative colitis	-0.0750173593161473	0.7704249997063175	0.9733233960040236	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
ZNF799	zinc finger protein 799	0.3435908854007721	NO_GO_WAVE62_TARGET_RESOLUTION			0.3435908854007721	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.3868533759708512	0.3382077836698543	0.9141270983319502	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
SUGCT	succinyl-CoA:glutarate-CoA transferase	0.34320175647735596	NO_GO_WAVE62_TARGET_RESOLUTION			0.34320175647735596	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.1236828785272372	0.905465232112518	0.9856738790716228	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
ARMC1	armadillo repeat containing 1	0.33354660868644714	NO_GO_WAVE62_TARGET_RESOLUTION			0.33354660868644714	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.2503431043955295	0.222612149940562	0.8993702893651148	False	0.0	0.0		0.0		0.0				2.0	T1D			0.0	0.0
LHX2	LIM homeobox 2	0.33307451009750366	NO_GO_WAVE62_TARGET_RESOLUTION			0.33307451009750366	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.1614119352184504	0.8939418631098478	0.9842134382901514	False	0.0	0.0		0.0		0.0				8.0	AS;RA			0.0	0.0
GTF2A1	general transcription factor IIA subunit 1	0.33224061131477356	NO_GO_WAVE62_TARGET_RESOLUTION			0.33224061131477356	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.4227883149833893	0.0603173595061619	0.8989378106274888	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SVIP	small VCP interacting protein	0.3322393000125885	NO_GO_WAVE62_TARGET_RESOLUTION			0.3322393000125885	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			1.0	2.0	Crohn disease	0.4984253630915809	0.4916014376635148	0.9271619615463814	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
ROBO2	roundabout guidance receptor 2	0.33018791675567627	NO_GO_WAVE62_TARGET_RESOLUTION			0.33018791675567627	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
C4orf33	chromosome 4 open reading frame 33	0.32955002784729004	NO_GO_WAVE62_TARGET_RESOLUTION			0.32955002784729004	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;type 1 diabetes mellitus	0.0262135895622286	0.9501657294177914	0.99490243847872	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PNMA2	PNMA family member 2	0.32914409041404724	NO_GO_WAVE62_TARGET_RESOLUTION			0.32914409041404724	Sjogren	0		1	Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-1.162768542863697	0.3770224905026967	0.9141270983319502	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SMIM20	small integral membrane protein 20	0.32643842697143555	NO_GO_WAVE62_TARGET_RESOLUTION			0.32643842697143555	RA	0		1	RA	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.3626462229919083	0.6594414876622594	0.955463993540676	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CBLN1	cerebellin 1 precursor	0.32203394174575806	NO_GO_WAVE62_TARGET_RESOLUTION			0.32203394174575806	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.5561178494567434	0.5843719129036509	0.9464449594593544	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
IFT57	intraflagellar transport 57	0.3211801052093506	NO_GO_WAVE62_TARGET_RESOLUTION			0.3211801052093506	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	2.0		-0.3286299433360442	0.312413812941299	0.9105809632001528	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PHOX2B	paired like homeobox 2B	0.31156104803085327	NO_GO_WAVE62_TARGET_RESOLUTION			0.31156104803085327	T1D	0		1	T1D	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
FAP	fibroblast activation protein alpha	0.30996811389923096	NO_GO_WAVE62_TARGET_RESOLUTION		prior_branch_blocker_or_directionality_unresolved	0.809968113899231	Psoriasis	1	Psoriasis	2	Psoriasis;T1D	0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	type 1 diabetes mellitus;ulcerative colitis	0.0	1.0	1.0	False	0.0	0.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	15.0	CHEMBL4683	0.0	PARK_DIRECTION_OR_MODALITY_UNRESOLVED	unclear in autoimmunity; inhibit pathogenic fibroblast activation if causal	Genetic signal survives triage but direction/modality is not clean enough for promotion.	8.0	Psoriasis;RA;SLE;T1D			0.0	0.0
OR9G1	olfactory receptor family 9 subfamily G member 1	0.3081543445587158	NO_GO_WAVE62_TARGET_RESOLUTION			0.3081543445587158	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
LYZL2	lysozyme like 2	0.3070402145385742	NO_GO_WAVE62_TARGET_RESOLUTION			0.3070402145385742	Crohn	0		1	Crohn	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
KPNA4	karyopherin subunit alpha 4	0.306961327791214	NO_GO_WAVE62_TARGET_RESOLUTION			0.306961327791214	PBC	0		1	PBC	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.1887911906380157	0.1519959506559738	0.8989378106274888	False	0.0	0.0		0.0		0.0				2.0	PBC			0.0	0.0
RPS6	ribosomal protein S6	0.30137670040130615	NO_GO_WAVE62_TARGET_RESOLUTION			0.30137670040130615	SLE	0		1	SLE	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.1411502149075278	0.294075013385691	0.9072437157604004	False	0.0	0.0		0.0		0.0				2.0	SLE			0.0	0.0
FCHO2	FCH and mu domain containing endocytic adaptor 2	0.30124977231025696	NO_GO_WAVE62_TARGET_RESOLUTION			0.30124977231025696	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0991249319477756	0.671398121568549	0.9588123098887668	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CCT6B	chaperonin containing TCP1 subunit 6B	0.30087271332740784	NO_GO_WAVE62_TARGET_RESOLUTION			0.30087271332740784	SLE	0		2	SLE;Sjogren	0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		2.2955140815289368	0.0390476959516543	0.8526650868834631	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
GRXCR2	glutaredoxin and cysteine rich domain containing 2	0.30071401596069336	NO_GO_WAVE62_TARGET_RESOLUTION			0.30071401596069336	Celiac	0		1	Celiac	0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
THNSL1	threonine synthase like 1	0.29648998379707336	NO_GO_WAVE62_TARGET_RESOLUTION			0.29648998379707336	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-0.3082525343310784	0.7033807572520531	0.9654368616656808	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
NPY5R	neuropeptide Y receptor Y5	0.2962868809700012	NO_GO_WAVE62_TARGET_RESOLUTION			0.2962868809700012	Sjogren	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.4983234774505107	0.6529608375618864	0.9541025386945516	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SLU7	spliceosome associated SLU7	0.2943163514137268	NO_GO_WAVE62_TARGET_RESOLUTION			0.2943163514137268	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.2996686410390783	0.0994148556240734	0.8989378106274888	False	0.0	0.0		0.0		0.0				2.0	SLE			0.0	0.0
MTFR1	mitochondrial fission regulator 1	0.2916422188282013	NO_GO_WAVE62_TARGET_RESOLUTION			0.2916422188282013	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0288444631702882	0.976779329552479	0.9978591419243252	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
NARF	nuclear prelamin A recognition factor	0.2913707196712494	NO_GO_WAVE62_TARGET_RESOLUTION			0.2913707196712494	AS	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.183202578600369	0.5129106554730155	0.9332978316907056	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PRELID2	PRELI domain containing 2	0.28809717297554016	NO_GO_WAVE62_TARGET_RESOLUTION			0.28809717297554016	Celiac	0		0		0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;type 1 diabetes mellitus	1.1231083454712731	0.1402785817125904	0.8989378106274888	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
ZNF830	zinc finger protein 830	0.2852209508419037	NO_GO_WAVE62_TARGET_RESOLUTION			0.2852209508419037	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	type 1 diabetes mellitus	0.026300723194776	0.9292702292915774	0.9910490114803212	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
DHRS4	dehydrogenase/reductase 4	0.28416696190834045	NO_GO_WAVE62_TARGET_RESOLUTION			0.28416696190834045	Sjogren	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.660765378867004	0.4663419791609228	0.9239963547089984	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	0.28285419940948486	NO_GO_WAVE62_TARGET_RESOLUTION			0.28285419940948486	UC	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
FOXI2	forkhead box I2	0.28205031156539917	NO_GO_WAVE62_TARGET_RESOLUTION			0.28205031156539917	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				4.0	UC			0.0	0.0
PTPRU	protein tyrosine phosphatase receptor type U	0.2817196249961853	NO_GO_WAVE62_TARGET_RESOLUTION			0.2817196249961853	AS	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-1.296389354764086	0.1682957964567494	0.8989378106274888	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
SYT10	synaptotagmin 10	0.2817196249961853	NO_GO_WAVE62_TARGET_RESOLUTION			0.2817196249961853	AS	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.0081749678908766	0.993360487227798	0.9992380443970746	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
VPS13C	vacuolar protein sorting 13 homolog C	0.2817196249961853	NO_GO_WAVE62_TARGET_RESOLUTION			0.2817196249961853	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;ulcerative colitis	0.0581161990692944	0.7248263241821263	0.9677805697088556	False	0.0	0.0		0.0		0.0				6.0	SLE			0.0	0.0
TRIM51G	tripartite motif-containing 51G	0.2809391915798187	NO_GO_WAVE62_TARGET_RESOLUTION			0.2809391915798187	Psoriasis	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
OR2M2	olfactory receptor family 2 subfamily M member 2	0.2780011296272278	NO_GO_WAVE62_TARGET_RESOLUTION			0.2780011296272278	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CDH26	cadherin 26	0.27647867798805237	NO_GO_WAVE62_TARGET_RESOLUTION			0.27647867798805237	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	psoriasis	-0.1701598693625072	0.7382347320636191	0.9693303715651268	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
ARPC5L	actin related protein 2/3 complex subunit 5 like	0.2751253843307495	NO_GO_WAVE62_TARGET_RESOLUTION			0.2751253843307495	Celiac	0		0		0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;ulcerative colitis	-0.0651664494967949	0.7312293315416027	0.9690826178704522	False	0.0	0.0		0.0		0.0				2.0				0.0	0.0
ENSG00000293570	endogenous retrovirus group S71 member 1, envelope	0.2748112976551056	NO_GO_WAVE62_TARGET_RESOLUTION			0.2748112976551056	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
GREM1	gremlin 1, DAN family BMP antagonist	0.26969900727272034	NO_GO_WAVE62_TARGET_RESOLUTION			0.26969900727272034	Sjogren	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	Crohn disease	-0.0176771773334989	0.988027976528431	0.9992380443970746	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
CHST10	carbohydrate sulfotransferase 10	0.2655494511127472	NO_GO_WAVE62_TARGET_RESOLUTION			0.2655494511127472	Psoriasis	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		-0.9214538746317816	0.2840063418146724	0.9055783835864206	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CES3	carboxylesterase 3	0.26287513971328735	NO_GO_WAVE62_TARGET_RESOLUTION			0.26287513971328735	Sjogren	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	Crohn disease	-0.8231550532880152	0.4034973404515423	0.9161001488457722	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
TCEA2	transcription elongation factor A2	0.26087602972984314	NO_GO_WAVE62_TARGET_RESOLUTION			0.26087602972984314	UC	0		0		0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;Sjogren syndrome	-1.3470485907996768	0.108098103155743	0.8989378106274888	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
BRD1	bromodomain containing 1	0.2583478093147278	NO_GO_WAVE62_TARGET_RESOLUTION			0.2583478093147278	AS	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	psoriasis	-0.0512593843968005	0.7528199338708318	0.970415871093437	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
GARIN6	golgi associated RAB2 interactor family member 6	0.25590410828590393	NO_GO_WAVE62_TARGET_RESOLUTION			0.25590410828590393	Celiac	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	0.0		0.0	1.0	1.0	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
PACRG	parkin coregulated	0.25488510727882385	NO_GO_WAVE62_TARGET_RESOLUTION			0.25488510727882385	SLE	0		0		0.0		0		0		0	0.0	0.0	0.0			0.0	1.0		-2.475819934893253	0.0471447122237107	0.8744776374054363	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
MIPOL1	mirror-image polydactyly 1	0.252714604139328	NO_GO_WAVE62_TARGET_RESOLUTION			0.252714604139328	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	ulcerative colitis	-0.2657967076126173	0.812426018886659	0.9761732664217524	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
CEP76	centrosomal protein 76	0.24890103936195374	NO_GO_WAVE62_TARGET_RESOLUTION			0.24890103936195374	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	2.0	psoriasis	0.6347662721015981	0.0634221576805944	0.8989378106274888	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
PNPO	pyridoxamine 5'-phosphate oxidase	0.2471732348203659	NO_GO_WAVE62_TARGET_RESOLUTION			0.2471732348203659	T1D	0		0		0.0		0		0		0	0.0	0.0	0.0			2.0	0.0	Crohn disease;psoriasis	0.2076849772615538	0.3840644218595652	0.9141270983319502	False	0.0	0.0		0.0		0.0				0.0				0.0	0.0
DIRAS3	DIRAS family GTPase 3	0.2464042454957962	NO_GO_WAVE62_TARGET_RESOLUTION			0.2464042454957962	Crohn	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	0.0	Sjogren syndrome	-1.9706905414007985	0.0884522699546808	0.8989378106274888	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
GSKIP	GSK3B interacting protein	0.24580569565296173	NO_GO_WAVE62_TARGET_RESOLUTION			0.24580569565296173	Sjogren	0		0		0.0		0		0		0	0.0	0.0	0.0			1.0	1.0	type 1 diabetes mellitus	0.3575187014592229	0.2399204353683728	0.9004758652001262	False	0.0	0.0		0.0		0.0				1.0				0.0	0.0
