analysis	dataset_path	disease_name	compartment	role	module	module_class	n_genes_present	genes_present	mean_effect	median_effect	combined_z	combined_p	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.3713288678025501	0.3713288678025501	1.2968560561760363	0.1946807188814581	0.30764360514600786	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.3649463556598834	0.21289965085977602	1.3154694425052396	0.18835218058500913	0.3051782166440654	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.4374128207154784	0.4374128207154784	0.9021577397721096	0.3669730803744491	0.46972554287929486	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	lymphoid_trafficking_response	receptor_response	8	CCL19;CCL21;CCR7;CXCL13;CXCR5;GPR183;LTA;LTB	0.5297871981456873	0.5256945514646646	2.915256313399347	0.003553965309566657	0.012997358846415202	True	False	True	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	myeloid_apc_migration_response	receptor_response	6	CCL19;CCR7;CD83;GPR183;ITGAX;LAMP3	0.2679876616242349	0.341274220827979	0.964707433381548	0.3346913710199486	0.44522334236445554	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.19503785588389508	0.08625949639574855	0.9593234724959789	0.33739581413556397	0.44522334236445554	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	0.26256496672442436	0.2232579178728659	1.704160891202647	0.0883510333553614	0.17972028673773102	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.046509467992800604	0.0936870575457291	0.492967188055444	0.6220357718616426	0.6880359287822011	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ligand_production_core	ligand_production	3	CYP27A1;CYP7B1;HSD3B7	0.4264817049510337	0.4593273877643247	2.1006541068239817	0.035671340690226455	0.08614965298771672	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	-0.1082652916562196	-0.1082652916562196	-0.23097928197950426	0.8173308974440575	0.8505557306734908	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	lymphoid_trafficking_response	receptor_response	6	CCL21;CCR7;CXCR5;GPR183;LTA;LTB	0.37628515328786416	-0.013215503404760399	0.4792707755389494	0.6317460097792859	0.691140933775629	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	myeloid_apc_migration_response	receptor_response	6	CCL22;CCR7;CD83;GPR183;ITGAX;LAMP3	-0.14099671225290059	-0.07000108760743885	0.3924979850706137	0.6946902998444362	0.752325885495561	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.8711084220365384	0.8027955192735042	4.005566638716265	6.186898800155435e-05	0.0005656593188713541	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.4521602059074015	1.04003760867545	5.391479629671038	6.987988186234286e-08	2.1019597405993466e-06	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.728326009403873	0.8210164126240693	3.203729248213168	0.0013565998824311462	0.00578815949837289	True	False	True	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.0036165663296597	0.0036165663296597	0.03831862504143733	0.9694336410554328	0.9770669768117748	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.03583016674550492	0.08435533912382573	-0.9813627141994026	0.32641390622509925	0.4397997894401337	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.7168551823734177	0.7168551823734177	0.5565653335833105	0.5778244446088122	0.6603707938386425	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	lymphoid_trafficking_response	receptor_response	4	CCR7;GPR183;LTA;LTB	1.2113059650733597	1.115319680489542	2.280157697582212	0.022598337245701143	0.06026223265520305	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	myeloid_apc_migration_response	receptor_response	5	CCR7;CD83;GPR183;ITGAX;LAMP3	0.590984888312716	0.7168551823734177	1.3271823522550283	0.18444836871436332	0.3051782166440654	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	ifn_apc_comparator	specificity_comparator	7	CD74;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	1.7999128952124595	1.3668857068789224	3.746551503382497	0.00017928220774620168	0.0010927677424530388	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.3893717223897106	1.0244676218321067	2.2924175646566662	0.02188155942351395	0.05959233204701672	True	False	True	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	1.7007054030161983	1.9700457532995552	3.5412545585552517	0.00039822917060305544	0.0021238889098829624	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ligand_production_core	ligand_production	3	CYP27A1;CYP7B1;HSD3B7	0.43607164499379997	0.5846476189904077	2.105311796735756	0.035264175909388566	0.08614965298771672	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.174490272584245	0.174490272584245	0.7523009922996156	0.4518700712563468	0.5355497140815962	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	lymphoid_trafficking_response	receptor_response	5	CCL21;CXCR5;GPR183;LTA;LTB	0.5281550697259652	0.174490272584245	1.5238839923224474	0.12753769291558956	0.22992710835486568	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	myeloid_apc_migration_response	receptor_response	5	CCL17;CD83;GPR183;ITGAX;LAMP3	0.20483483644838377	0.1495275531711364	1.696135915362604	0.08986014336886551	0.17972028673773102	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.5591229521782983	0.5458964052880937	3.700746064839278	0.00021496651378150703	0.0012090145335630093	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	generic_inflammation_comparator	specificity_comparator	9	CCL2;CCL3;CCL4;CXCL8;IL1B;IL6;NFKBIA;TNF;TNFAIP3	1.350941963184538	1.5449026950053306	5.701959809364627	1.1843775696186682e-08	7.580016445559477e-07	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.6026921534052876	0.6607742092953259	4.2901914400648336	1.7851916282042596e-05	0.0002538939204557169	True	False	True	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	0.5750805771683779	0.5750805771683779	1.057810802853637	0.2901417067431955	0.4036754180774894	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	1.4031780493963935	1.769933880647684	3.1148236994467133	0.0018405488245703207	0.007362195298281283	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	0.6952280183326858	0.6952280183326858	0.568833948621993	0.5694688335435334	0.6566847810231736	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	lymphoid_trafficking_response	receptor_response	6	CCL21;CCR7;CXCL13;GPR183;LTA;LTB	0.47134163268480284	0.7077077743986717	1.278962684352207	0.20091019672926147	0.31361591684567647	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	myeloid_apc_migration_response	receptor_response	3	CCR7;CD83;GPR183	0.996654254620986	0.6952280183326858	2.218353556889597	0.026530735137177807	0.06930477750119916	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ifn_apc_comparator	specificity_comparator	8	CD74;CXCL10;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.262084484359854	0.34844411271095943	1.4153894752366227	0.1569543337630003	0.27520759892690466	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	generic_inflammation_comparator	specificity_comparator	7	CCL2;CCL3;CXCL8;IL6;NFKBIA;TNF;TNFAIP3	1.5141346071056394	1.57986377839732	5.122104385147559	3.0214453942741704e-07	6.313108182343966e-06	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.5260269795509962	0.297304941209072	2.412576367806295	0.01584021865467048	0.04715227878599585	True	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	ebi3_nomenclature_control	negative_nomenclature_control	1	EBI3	1.2719468728057632	1.2719468728057632	1.2277933325318262	0.2195245592233983	0.3345136140547022	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ligand_production_core	ligand_production	4	CH25H;CYP27A1;CYP7B1;HSD3B7	0.8714948404706867	0.6262841193636565	1.675072710438234	0.09391996650141991	0.18446236244228043	True	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	gpr183_receptor_anchor	receptor_anchor	1	GPR183	1.0447685424676991	1.0447685424676991	1.0085212104844337	0.31320431044433705	0.42649097592420365	False	False	False	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	lymphoid_trafficking_response	receptor_response	5	CCL19;CCL21;CCR7;GPR183;LTB	1.666758428928695	1.4589481057387792	2.9329779055165934	0.0033572778282159833	0.01263916358857782	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	myeloid_apc_migration_response	receptor_response	4	CCL19;CCR7;CD83;GPR183	1.5212865357101109	1.114748122699014	2.653051971619247	0.007976758783738285	0.0261992862211441	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	ifn_apc_comparator	specificity_comparator	7	CD74;GBP1;HLA-DRA;IFI30;IRF1;ISG15;STAT1	0.7313544114699768	0.2472306443941712	2.445752094603072	0.014455035419457628	0.04405344127834706	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	generic_inflammation_comparator	specificity_comparator	7	CCL2;CCL3;CCL4;CXCL8;IL6;NFKBIA;TNFAIP3	1.4706295036643893	1.4604055663023243	3.950974592237491	7.783358811323755e-05	0.0006531265217994463	True	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	apc_lysosome_comparator	specificity_comparator	9	CD74;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IFI30;LAMP1;LAMP2	0.7960045032011821	0.6281976917375451	3.3633009283271207	0.000770163601183753	0.0036511459611674214	True	False	True	False
