accession	sample_id	description	donor_id	group	disease_state	marker_compartment	compartment_source	gene	n_cells	mean_log_norm	detection_fraction
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	P2RX7	589	0.03319677837028568	0.035653650254668934
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_nk_like	marker_derived_from_GEO_counts	NLRP3	589	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNG	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR1	40	0.21076280400156974	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFNGR2	40	0.1518339917063713	0.2
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	STAT1	40	0.522858402132988	0.45
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF1	40	0.6453747197985649	0.475
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CXCL10	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CD74	40	2.083419054746628	0.65
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRA	40	1.1916781678795814	0.5
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DRB1	40	1.043251033872366	0.5
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPA1	40	0.9465855248272419	0.525
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	HLA-DPB1	40	0.8349923856556416	0.525
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CIITA	40	0.21188307851552962	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	RFX5	40	0.07908200994133949	0.125
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IFI30	40	0.12501341328024865	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSS	40	0.6715315870940686	0.5
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSB	40	0.47870404813438655	0.375
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CTSD	40	0.24938363060355187	0.375
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP1	40	0.3206927001476288	0.375
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LAMP2	40	0.3423459827899933	0.425
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LIPA	40	0.025287126004695893	0.05
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ACSL1	40	0.0587080180644989	0.05
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	APOE	40	0.006611153483390808	0.025
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	GPNMB	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	LPL	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	PLIN2	40	0.16143429148942232	0.175
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CD36	40	0.49891532454639675	0.35
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	FABP5	40	0.24277926087379456	0.3
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TREM2	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	MSR1	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	MERTK	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	SLC15A4	40	0.5225179679691792	0.35
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TASL	40	0.14347488209605216	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CXorf21	40	0.14347488209605216	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IRF5	40	0.031232366897165777	0.1
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	GPR65	40	0.18828603476285935	0.2
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	TNFAIP3	40	0.18312468081712724	0.25
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	PTPN2	40	0.3919577278196812	0.45
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CLEC16A	40	0.0551149956882	0.1
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	SH2B3	40	0.23969815745949746	0.225
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IL10	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	OSMR	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	IL6R	40	0.17540272250771521	0.175
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	ATG16L1	40	0.06016563400626183	0.05
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CARD9	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	AXL	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CFB	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	CFH	40	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	P2RX7	40	0.011641252040863036	0.025
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_plasmablast_like	marker_derived_from_GEO_counts	NLRP3	40	0.07415270209312438	0.025
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNG	2501	0.002343053736242472	0.003198720511795282
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR1	2501	0.10687763617783248	0.11235505797680928
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFNGR2	2501	0.07985645382464385	0.08476609356257497
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	STAT1	2501	0.6264858896591243	0.48660535785685727
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IRF1	2501	0.5839244960689964	0.45461815273890444
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CXCL10	2501	0.0011626179339360447	0.0011995201919232307
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CD74	2501	0.6468295151593446	0.521391443422631
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRA	2501	0.1713392990844243	0.15833666533386645
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DRB1	2501	0.16508818256621455	0.13074770091963214
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPA1	2501	0.19166610707811527	0.1795281887245102
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	HLA-DPB1	2501	0.2602406027006274	0.23390643742502998
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CIITA	2501	0.00813261030769882	0.009996001599360257
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	RFX5	2501	0.044652009298686075	0.05157936825269892
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IFI30	2501	0.04251596984602079	0.04998000799680128
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSS	2501	0.6360843021576045	0.5593762495001999
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSB	2501	0.17305026236461288	0.18272690923630547
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CTSD	2501	0.29054966499833096	0.2970811675329868
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP1	2501	0.349197844608647	0.351859256297481
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LAMP2	2501	0.1929685511454636	0.20231907237105157
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LIPA	2501	0.14614474201431182	0.15753698520591763
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ACSL1	2501	0.012668905151886541	0.013594562175129948
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	APOE	2501	0.00035558772630474175	0.00039984006397441024
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	GPNMB	2501	0.00031050047079404325	0.00039984006397441024
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	LPL	2501	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	PLIN2	2501	0.18326525557570245	0.1919232307077169
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CD36	2501	0.012137628433371676	0.013594562175129948
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	FABP5	2501	0.06417982894532541	0.06437425029988005
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TREM2	2501	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	MSR1	2501	0.0006074015734816303	0.0007996801279488205
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	MERTK	2501	0.0004235932179709903	0.00039984006397441024
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	SLC15A4	2501	0.032077051672350164	0.03438624550179928
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TASL	2501	0.013773069447014438	0.013994402239104359
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CXorf21	2501	0.013773069447014438	0.013994402239104359
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IRF5	2501	0.007162466186468527	0.007996801279488205
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	GPR65	2501	0.16418945226894288	0.16473410635745703
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	TNFAIP3	2501	0.5165586792221549	0.4094362255097961
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	PTPN2	2501	0.4394521984945341	0.40863654538184724
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CLEC16A	2501	0.04501851997533735	0.05037984806077569
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	SH2B3	2501	0.036474690645611416	0.040383846461415435
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IL10	2501	0.0013520245859976628	0.001599360255897641
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	OSMR	2501	0.0032652262590828537	0.003998400639744102
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	IL6R	2501	0.2297102860310992	0.22870851659336267
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	ATG16L1	2501	0.07327439165601536	0.08116753298680528
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CARD9	2501	0.0029503910220274685	0.003598560575769692
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	AXL	2501	0.0008281046083001126	0.0007996801279488205
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CFB	2501	0.0	0.0
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	CFH	2501	0.009631578276892368	0.011195521791283487
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	P2RX7	2501	0.017600210796876316	0.01879248300679728
GSE227835	GSM7266236	A1	AChR_MG_1	achr_positive_mg	AChR-positive MG	marker_t_cell_like	marker_derived_from_GEO_counts	NLRP3	2501	0.004663280514134068	0.004798080767692923
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNG	1797	0.0007078761051413611	0.0011129660545353367
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR1	1797	0.25509034593900043	0.22370617696160267
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFNGR2	1797	0.3783854842351819	0.3249860879243183
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	STAT1	1797	0.2939693716644378	0.23650528658875905
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IRF1	1797	0.8892811631320514	0.555370061213133
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CXCL10	1797	0.0	0.0
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD74	1797	3.5903156991793037	0.9577072899276572
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRA	1797	3.521496004506357	0.9454646633277685
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DRB1	1797	1.9236521194328782	0.89259877573734
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPA1	1797	2.5466701922545383	0.9282136894824707
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	HLA-DPB1	1797	2.9117278272268434	0.9376739009460211
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CIITA	1797	0.37030870942984545	0.3077351140790206
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	RFX5	1797	0.08506074652249905	0.08180300500834725
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	IFI30	1797	0.3664130975819324	0.2838063439065108
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSS	1797	1.1241190074613907	0.7189760712298275
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSB	1797	0.08622508599284495	0.08458542014468559
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CTSD	1797	0.09199961752910116	0.09181969949916527
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP1	1797	0.1980219762989993	0.18196994991652754
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LAMP2	1797	0.13485472490539402	0.12576516416249303
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LIPA	1797	0.12859130957157133	0.110740122426266
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	ACSL1	1797	0.016222333818524826	0.015581524763494713
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	APOE	1797	0.0	0.0
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	GPNMB	1797	0.0	0.0
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	LPL	1797	0.0	0.0
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	PLIN2	1797	0.10092192500182902	0.09682804674457429
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	CD36	1797	0.0330829711907694	0.018363939899833055
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	FABP5	1797	0.09979423868967947	0.09515859766277128
GSE227835	GSM7266237	A10	AChR_MG_10	achr_positive_mg	AChR-positive MG	marker_b_cell_apc_like	marker_derived_from_GEO_counts	TREM2	1797	0.0	0.0
