gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves
KRTAP3-1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.0375	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; screen_wilcoxon_fdr_not_significant	wave38
LAMP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.006848	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 0.1622595591982687; 1.0	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
LAMP2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.206576	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.1348382785283046; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
LARP4B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.353478	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.0685719768411186; 1.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
LYG2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 1.0; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
LYVE1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.02087	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	unresolved; 0.0; 1.0; ulcerative colitis; -1.0326650463307183; 0.9965506589785832	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
MAN1A2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.031957	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; Crohn disease; 0.241003244143517	too_few_guides; insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
MARCO	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.48913	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 2.0; Crohn disease; ulcerative colitis; -2.5362846413133395; 0.9965506589785832	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
MCMBP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; Crohn disease; 0.1090013411621377; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; screen_wilcoxon_fdr_not_significant	wave38
MMS22L	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; -0.3694222186304907; 0.920009505703422; 0.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
MRC1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.206576	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; -1.6897573204300596; 0.920009505703422	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
MTX3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.067826	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 1.0; 0.0; -0.2287479778756118; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
NDST4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
NKAIN2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.248152	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; 0.1459157680322858; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
NPC1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.483587	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 2.0; Crohn disease; psoriasis; -0.2072235220169123; 0.920009505703422	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
NPC2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.36163	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 1.0; type 1 diabetes mellitus; 0.2195673330536856; 0.9971256078463696	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
OLFR266	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.098478	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0	too_few_guides; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
OLFR615	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.242609	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
PCDHB12	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; -1.2623092634816753; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
PLIN2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.004239	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 0.6476104028056859; 0.9971256078463696	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
PLSCR4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.040109	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; -1.1416657903505385; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
POC5	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; -1.2807223485285002; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
PPP1R21	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.300652	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 1.0; type 1 diabetes mellitus; 0.080935605764381; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
PPP2R3C	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	activate_or_restore; 0.0; 1.0; type 1 diabetes mellitus; 0.1323593333583694; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
RAPGEF6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.220435	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	activate_or_restore; 1.0; type 1 diabetes mellitus; 0.0192542267724054; 0.920009505703422; 0.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
SCFD2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.048587	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	activate_or_restore; 1.0; type 1 diabetes mellitus; -1.042563729457008; 0.9971256078463696; 0.0	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
SCGB1C1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.2925	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
SLC39A3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.001304	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; psoriasis; 0.3504390439417388; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; screen_wilcoxon_fdr_not_significant	wave38
SOX30	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 1.0; psoriasis; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
SQLE_STEROL_STROMAL	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.301875	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_SQLE_FAILFAST_RECONFIRMED; PARK_REQUIRES_TARGET_CAUSALITY_OR_PERTURBATION | | NO_GO_SQLE_FAILFAST | |	SQLE_STEROL_STROMAL; reduce pathological sterol/stromal stress state while preserving repair; cross-tissue stromal signal with available small-molecule chemistry; 4.0; 2.0	The previous SQLE fail-fast stands: cross-disease signal is mostly stromal/IBD-skewed, MS anchor is negative, foundation-model support is contradicted by real perturbation, and no novel autoimmune-use delta survives.; | Strict residual survivor but IBD-stromal only after deeper audit; no genetics or perturbation support. | local_gate_pass; ms_anchor_pass; cross_disease_residual_specificity_pass; foundation_plus_real_gate_pass; real_perturbation_alignment_pass; l1000_disease_signature_reversal_pass; novel_autoimmune_delta_pass | | | | medium_high | | |	wave52
SVS4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.370109	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 1.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TAGAP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.320217	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TAS2R106	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.27587	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TGFB1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.317283	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; -0.0174265272035043; 0.920009505703422	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TMEM185B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.364565	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; -0.1390211536855865; 0.9971256078463696	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TMEM225	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.237065	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TPCN1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 1.0; 0.0; 0.296334371526278; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
VMN1R142	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.225978	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0	too_few_guides; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
VMN2R87	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.176087	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
VMN2R98	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.281413	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 1.0	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
VSIG4	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.39212	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; -1.0515671441266328; 1.0	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
XBP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	0.181467	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED	unresolved; 0.0; 1.0; Crohn disease; -0.208784650284997	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
ZFP558	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.170543	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
ZFP598	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.264783	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
ZFP775	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.7	-0.231522	0.0	0.7	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave38
TIMP1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.910625	1.771292	1.289375	0.7	0.0	0.0	1.5	1	0	1	1	0	0	1	1	0	residual_druggability			PARK_LOCAL_RESIDUAL_ONLY; NO_GO_CAUSAL_PROXY	accessible_biologic_or_surface; 1; 3; Crohn disease; psoriasis; type 1 diabetes mellitus; ulcerative colitis; -0.5836919250703687; 0.415232450290228; 0; ...(+3)	breadth_below_4_diseases; no_target_resolved_coloc_or_mr; Cell-state/module evidence is stronger than genetics; cannot anchor target causality. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave21;wave25
TNFRSF14	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-0.923696	0.576304	0.576304	0.0	0.0	0.0	1.5	1	0	1	0	1	0	1	0	0	genetics_first_target_rescue			PARK_DIRECTION_OR_MODALITY_UNRESOLVED	HVEM/BTLA/LIGHT coinhibitory-costimulatory switch; agonist/inhibitory biologic depending on ligand context; restore BTLA-HVEM inhibitory signaling while avoiding LIGHT costimulation; TNF receptor-family surface receptor; 1; 0; 0.1181719314021272	Genetic signal survives triage but direction/modality is not clean enough for promotion.; high; Broad genetics maps to HVEM region, but ligand-direction complexity blocks promotion.	wave34a
