study_id	disease	contrast	contrast_type	metabolite_class	n_case	n_control	n_features	mean_case	mean_control	hedges_g_case_minus_control	t	p	source_note	fdr_within_study_contrast
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	phosphatidylethanolamine	18	24	36	0.1866247682787906	-0.5374630087270903	1.3802102671495307	4.429048756988687	9.308496233499958e-05	Human plasma intestinal inflammation severity LC-MS	0.0003909568418069982
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	phosphatidylserine	18	24	3	0.0828244610546999	-0.6725080996540056	1.394295725434895	4.547114209810304	5.8104579824575944e-05	Human plasma intestinal inflammation severity LC-MS	0.00030504904407902374
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	purine	18	24	24	-0.050143195174134396	0.002758564117763355	-0.1376598490216596	-0.48589871037422544	0.6298762001571009	Human plasma intestinal inflammation severity LC-MS	0.7348555668499511
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	pyrimidine	18	24	8	0.041717583358647094	0.0385819262603234	0.00483220672615859	0.017591617761438853	0.98607536945198	Human plasma intestinal inflammation severity LC-MS	0.98607536945198
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	sphingomyelin	18	24	18	0.16078027308305642	-0.4406794330508201	0.7365104754489858	2.5487907133002925	0.014804100498594926	Human plasma intestinal inflammation severity LC-MS	0.038860763808811684
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	steroid	18	24	3	0.06579561999227483	0.012956037934661097	0.09149923801243472	0.28822706620534344	0.7750893514217011	Human plasma intestinal inflammation severity LC-MS	0.8566777042029328
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	sterol	18	24	2	0.05708225673170689	-0.4925296414757603	0.5898155751925667	1.8880950868757027	0.06766302496047587	Human plasma intestinal inflammation severity LC-MS	0.11841029368083278
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	triacylglycerol	18	24	84	0.21991825174037974	-0.4447639046612674	1.102669745579429	3.753483071145022	0.0005543151578732636	Human plasma intestinal inflammation severity LC-MS	0.0019401030525564226
ST002470	UC	UC_week12_inactive_vs_week0_modsev	treatment_or_improvement_shift	unclassified	18	24	284	0.011697469124037995	-0.10851849600336054	0.3467521329774053	1.2680802258875847	0.21433996759559834	Human plasma intestinal inflammation severity LC-MS	0.34624148611596656
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	ceramide	20	140	39	0.37975535832681157	-0.060791519275743514	0.7932089411913478	2.2678009745423866	0.03405768169796055	Women with SLE, plasma lipidome, coronary calcification group	0.17028840848980273
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	lysophosphatidylcholine	20	140	6	-0.0880049955545009	0.03905289262189942	-0.19971898238826033	-0.9441227254881172	0.35347795437375146	Women with SLE, plasma lipidome, coronary calcification group	0.4418474429671893
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	lysophosphatidylethanolamine	20	140	3	0.2445715617604865	-0.011840543707578227	0.3349787166264896	1.1869784669325676	0.2475779000518779	Women with SLE, plasma lipidome, coronary calcification group	0.3858103253995517
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidic_acid	20	140	4	-0.16108216851843513	0.04652140584423541	-0.280355506721511	-1.392748954779073	0.17456533239274105	Women with SLE, plasma lipidome, coronary calcification group	0.3831502416590598
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidylcholine	20	140	23	0.2506009677433873	-0.06451205938839531	0.9342841085936229	3.2190557856630826	0.003903655998331647	Women with SLE, plasma lipidome, coronary calcification group	0.03903655998331647
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidylethanolamine	20	140	30	-0.0335169943138652	0.010425079848230141	-0.0795268710086422	-0.4227057056487625	0.675496300069853	Women with SLE, plasma lipidome, coronary calcification group	0.7036727589097166
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidylglycerol	20	140	5	0.26749669570818446	-0.08255996055821367	0.4325830254523214	1.5832843073440468	0.1270638849136109	Women with SLE, plasma lipidome, coronary calcification group	0.3831502416590598
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidylinositol	20	140	16	0.043135652217488926	-0.03935761847853662	0.13366935377973577	0.38560507302786523	0.7036727589097166	Women with SLE, plasma lipidome, coronary calcification group	0.7036727589097166
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	phosphatidylserine	20	140	2	-0.1465527280690781	0.10629827340696581	-0.2600742465698789	-1.1276373805113606	0.27006722777968617	Women with SLE, plasma lipidome, coronary calcification group	0.3858103253995517
ST002732	SLE	SLE_high_CAC_vs_null	severity_tissue_damage	sphingomyelin	20	140	16	0.1699385298504505	-0.05250095723444224	0.35456482005249934	1.344953627068537	0.1915751208295299	Women with SLE, plasma lipidome, coronary calcification group	0.3831502416590598
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	ceramide	67	140	39	0.12702705520304614	-0.060791519275743514	0.32547983048383433	1.9501356964628223	0.05400558897072145	Women with SLE, plasma lipidome, coronary calcification group	0.1350139724268036
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	lysophosphatidylcholine	67	140	6	-0.08160305920993918	0.03905289262189942	-0.19539867994894763	-1.3946937586190749	0.16516923566291844	Women with SLE, plasma lipidome, coronary calcification group	0.23595605094702635
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	lysophosphatidylethanolamine	67	140	3	0.024741434612850204	-0.011840543707578227	0.04494448751504237	0.27808909215781624	0.7814885756831363	Women with SLE, plasma lipidome, coronary calcification group	0.7814885756831363
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidic_acid	67	140	4	-0.0972089077342233	0.04652140584423541	-0.200588731986799	-1.449113137330238	0.14932788398588842	Women with SLE, plasma lipidome, coronary calcification group	0.23595605094702635
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidylcholine	67	140	23	0.13480131812500512	-0.06451205938839531	0.5894390889975852	3.8092158070482216	0.00022406833414514583	Women with SLE, plasma lipidome, coronary calcification group	0.002240683341451458
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidylethanolamine	67	140	30	-0.02178374893660026	0.010425079848230141	-0.059629737053349924	-0.42878347260994026	0.6686838981848454	Women with SLE, plasma lipidome, coronary calcification group	0.7429821090942726
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidylglycerol	67	140	5	0.17251335042014795	-0.08255996055821367	0.3087162836685618	1.9880836932851351	0.04916587144618633	Women with SLE, plasma lipidome, coronary calcification group	0.1350139724268036
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidylinositol	67	140	16	0.0822397998058974	-0.03935761847853662	0.1954773145462725	1.199102340108442	0.23322744400315204	Women with SLE, plasma lipidome, coronary calcification group	0.29153430500394
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	phosphatidylserine	67	140	2	-0.22211579517873464	0.10629827340696581	-0.36277078699478404	-2.7036232079267886	0.007565691312997801	Women with SLE, plasma lipidome, coronary calcification group	0.037828456564989
ST002732	SLE	SLE_medhigh_CAC_vs_null	severity_tissue_damage	sphingomyelin	67	140	16	0.10970349272868522	-0.05250095723444224	0.24753310246194227	1.5728736420941705	0.11856863604748978	Women with SLE, plasma lipidome, coronary calcification group	0.23595605094702635
ST002949	AS	AS_vs_control	disease_control	acylcarnitine	53	52	1	0.3552791752025267	-0.3621114670333476	0.7597808350197288	3.9121965137824213	0.00017012690598261265	AS serum vs healthy control LC-MS	0.00022683587464348353
ST002949	AS	AS_vs_control	disease_control	amino_acid	53	52	3	-0.4306309598058136	0.37267630691664155	-1.1402448475018228	-5.925404234406117	1.1038743257178931e-07	AS serum vs healthy control LC-MS	4.4154973028715725e-07
ST002949	AS	AS_vs_control	disease_control	fatty_acid	119	109	1	0.13732534981244313	-0.14992400575853904	0.28866397897913343	2.144189645421942	0.03335654787062839	AS serum vs healthy control LC-MS	0.03335654787062839
ST002949	AS	AS_vs_control	disease_control	lysophosphatidylethanolamine	50	51	1	-0.35284312025560555	0.3459246277015733	-0.7368997221837643	-3.7164729479236986	0.000361405556276736	AS serum vs healthy control LC-MS	0.0004130349214591269
ST002949	AS	AS_vs_control	disease_control	nicotinamide_nad	51	47	1	0.6762613289300137	-0.7338154845836315	1.9710010046590702	9.915927462033945	2.752773454956134e-16	AS serum vs healthy control LC-MS	2.202218763964907e-15
ST002949	AS	AS_vs_control	disease_control	phosphatidylcholine	53	53	2	-0.2955738153158657	0.32989292728563413	-0.9432426506120939	-4.89099532466157	3.947856475827595e-06	AS serum vs healthy control LC-MS	7.89571295165519e-06
ST002949	AS	AS_vs_control	disease_control	purine	120	119	2	0.4523014545495037	-0.09292701173898968	0.6745869171914296	5.220407201545072	4.6265439581889524e-07	AS serum vs healthy control LC-MS	1.233745055517054e-06
ST002949	AS	AS_vs_control	disease_control	unclassified	120	120	15	0.42472934534806867	0.12913659168020983	0.5698200153299667	4.427774602643237	1.453862294923453e-05	AS serum vs healthy control LC-MS	2.326179671877525e-05
ST000422	T1D	T1D_vs_control	disease_control	amino_acid	90	90	105	0.08452813021504327	0.033276013480136056	0.07591128855141728	0.5113861518579054	0.6097147721061219	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	bile_acid	90	89	14	0.19252326581513912	0.026634141439806167	0.21331789008243254	1.4323263957812122	0.15383244791200149	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	ceramide	75	75	8	0.12873054675517873	0.07484469919225484	0.06785060577167368	0.417618297030994	0.6768314434032912	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7090615121367811
ST000422	T1D	T1D_vs_control	disease_control	diacylglycerol	90	89	8	0.16046412918302982	-0.09519040283763117	0.2974092044966127	1.9954182262893208	0.04761926904618719	T1D good glycemic control vs non-diabetic plasma LC-MS	0.5238119595080591
ST000422	T1D	T1D_vs_control	disease_control	eicosanoid_oxylipin	90	90	16	0.15688978315782823	-0.03798822223936947	0.25577306096413227	1.7230480985284633	0.08664198701383193	T1D good glycemic control vs non-diabetic plasma LC-MS	0.6353745714347675
ST000422	T1D	T1D_vs_control	disease_control	energy_organic_acid	60	60	1	0.07791053721137892	-0.07791053721137849	0.15465071049107762	0.8524866781548562	0.3956711823637937	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	fatty_acid	90	90	22	0.08976993422186677	-0.07184692505117343	0.18832534379432422	1.2686778830669507	0.20622662518076337	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	glycosphingolipid	60	60	1	0.08468103910725384	-0.0846810391072537	0.1681839582548845	0.927086486938017	0.355817456973003	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	lysophosphatidylcholine	73	71	4	0.16331950175227153	0.009464916716993068	0.18447209253746094	1.1121895413600922	0.2679417518053358	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	lysophosphatidylethanolamine	73	69	4	0.16014815660044493	0.054739871155803144	0.1313639071383859	0.7853980816233037	0.43356357240275534	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	nicotinamide_nad	73	74	25	0.14220621665606706	0.09600858285005258	0.07096882212155821	0.432372308635889	0.6661143179408048	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7090615121367811
ST000422	T1D	T1D_vs_control	disease_control	phosphatidic_acid	71	71	7	0.1802600601855011	0.17197750796079023	0.011638668827883945	0.06971953848240314	0.9445167846635537	T1D good glycemic control vs non-diabetic plasma LC-MS	0.9445167846635537
ST000422	T1D	T1D_vs_control	disease_control	phosphatidylethanolamine	75	75	27	0.2145357560588121	0.16250526296880974	0.0955093050756825	0.5878567019805743	0.557529578521414	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	phosphatidylglycerol	66	72	6	0.1467674073595479	0.08887250304626992	0.09319869169698061	0.548541274196287	0.5842386969316378	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	phosphatidylinositol	75	75	7	0.1978657016543231	0.13741324586844436	0.09925367045420291	0.6109031504986852	0.5422027323149069	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	phosphatidylserine	90	89	6	0.19260696214904044	-0.09959572943352624	0.34763914943293844	2.3307463002057096	0.021047244162966206	T1D good glycemic control vs non-diabetic plasma LC-MS	0.46303937158525654
ST000422	T1D	T1D_vs_control	disease_control	purine	90	89	40	0.20971912134700738	0.15462650357816737	0.08254544812760342	0.5543475657904475	0.580044328074991	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	pyrimidine	90	89	14	0.1750308679073343	0.07715294254052336	0.1366185714118808	0.9170331019630961	0.3604046647854528	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	sphingomyelin	63	69	1	0.06766233099300387	-0.061778650037089905	0.12847147872422132	0.7420682723546828	0.45939232404933555	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	steroid	90	89	38	0.14302240411318254	-0.009755173941548023	0.195051127123852	1.309725927555269	0.19200127758575103	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	triacylglycerol	90	89	4	0.0820780137914339	0.00949607259287021	0.09171313181803206	0.6159241615368027	0.5387395673508101	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST000422	T1D	T1D_vs_control	disease_control	unclassified	90	90	1767	0.11924773382565473	0.007244816357634281	0.167971653508032	1.1315626324864718	0.25935242856412	T1D good glycemic control vs non-diabetic plasma LC-MS	0.7059855255965622
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	ceramide	12	9	10	0.4950580392459909	-0.6829063838415972	1.4039873196205723	2.915904253096853	0.01713454520795995	Patient stem-cell-derived MS model cellular lipidomics	0.03617292877235989
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	cholesteryl_ester	12	9	30	1.126471901603096	-0.09061608942289351	3.3564342461554486	6.94373124239827	7.396007607019717e-05	Patient stem-cell-derived MS model cellular lipidomics	0.0004684138151112488
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	diacylglycerol	12	9	29	0.09228247750477077	-0.6269142343834697	1.2256065558661868	2.5385221052052382	0.03210282141294497	Patient stem-cell-derived MS model cellular lipidomics	0.05003932328172292
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	eicosanoid_oxylipin	12	9	4	0.25465977523770883	-1.0062476820713933	3.444647633758333	8.865094722937878	7.562678825924923e-08	Patient stem-cell-derived MS model cellular lipidomics	1.4369089769257356e-06
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	fatty_acid	12	9	2	0.2648861667909352	0.12400611449721123	0.1590950092379956	0.3901027774612184	0.7008097762614411	Patient stem-cell-derived MS model cellular lipidomics	0.7008097762614411
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	glycosphingolipid	12	9	3	0.4695387936325391	-1.0377152665421485	2.0881811552811946	4.327472798113564	0.0019593299818906856	Patient stem-cell-derived MS model cellular lipidomics	0.006204544942653838
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	lysophosphatidylcholine	12	9	11	0.8915565078218766	-0.3301632613297431	1.6964927092368995	3.4992977928513955	0.007094827341593804	Patient stem-cell-derived MS model cellular lipidomics	0.019257388498611756
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	lysophosphatidylethanolamine	12	9	7	0.1466948411910671	-0.4375132902288866	0.8175461346506732	1.697404580794666	0.12388201734520224	Patient stem-cell-derived MS model cellular lipidomics	0.13845637232699073
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	nicotinamide_nad	12	9	2	-0.08540654604616395	-0.43303676420479525	0.5239995741625637	1.1640207546817374	0.26546551119641804	Patient stem-cell-derived MS model cellular lipidomics	0.28021359515177463
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidic_acid	12	9	10	0.5885290279643784	-0.2947961305722436	1.0561603680453937	2.1645173498627774	0.06066152924657683	Patient stem-cell-derived MS model cellular lipidomics	0.07683793704566398
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidylcholine	12	9	198	0.30161799369682313	-0.4766701064578631	0.8757803453382923	1.792104032983702	0.10926341802948826	Patient stem-cell-derived MS model cellular lipidomics	0.12975030891001732
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidylethanolamine	12	9	89	0.40758159890203266	-0.5146333156218756	1.0621224871638721	2.171766663483333	0.06032458456631184	Patient stem-cell-derived MS model cellular lipidomics	0.07683793704566398
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidylglycerol	12	9	24	0.6540056485874387	-0.5435118518019384	1.6262826453414199	3.3631504117188893	0.008600890610591714	Patient stem-cell-derived MS model cellular lipidomics	0.020427115200155322
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidylinositol	12	9	38	0.47165007163459993	-0.657682359897851	1.236302287124678	2.528352207356871	0.03423743171907358	Patient stem-cell-derived MS model cellular lipidomics	0.05003932328172292
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	phosphatidylserine	12	9	27	0.7049458429849285	-0.356533363688708	1.3442580241918018	2.760458930095955	0.023269185076603423	Patient stem-cell-derived MS model cellular lipidomics	0.044211451645546504
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	sphingomyelin	12	9	21	-0.1651415549135077	-0.9151985928854387	1.2179079871345997	2.5398214621815245	0.031214737778191035	Patient stem-cell-derived MS model cellular lipidomics	0.05003932328172292
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	sterol	12	9	1	1.2842628504691411	-0.3065594520556905	4.416820601935362	9.077550562895288	1.1299913625332618e-05	Patient stem-cell-derived MS model cellular lipidomics	0.00010734917944065987
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	triacylglycerol	12	9	81	0.09286035270028703	-0.6360179225157935	2.7831958926081795	5.98234918656286	9.905292850130668e-05	Patient stem-cell-derived MS model cellular lipidomics	0.0004705014103812068
ST003328	MS_model	PMS_untreated_vs_AMC_untreated	disease_model	unclassified	12	9	55	0.331981333516118	-0.5542071793470676	2.350326032356332	4.898605772771479	0.0008042295991795534	Patient stem-cell-derived MS model cellular lipidomics	0.003056072476882303
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	ceramide	12	12	10	0.5845216861606802	0.4950580392459909	0.2931374203962305	0.7436812867895757	0.46576953856768166	Patient stem-cell-derived MS model cellular lipidomics	0.46576953856768166
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	cholesteryl_ester	12	12	30	-0.15123384157676198	1.126471901603096	-7.242082927712084	-18.37295812809506	1.1349914374807118e-13	Patient stem-cell-derived MS model cellular lipidomics	1.3901463348547277e-12
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	diacylglycerol	12	12	29	0.6955493308838552	0.09228247750477077	2.33231308402426	5.917011868286298	6.895129882730684e-06	Patient stem-cell-derived MS model cellular lipidomics	2.18345779619805e-05
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	eicosanoid_oxylipin	12	12	4	0.945683874253639	0.25465977523770883	1.558183555752936	3.9530673028041745	0.0006771156244833303	Patient stem-cell-derived MS model cellular lipidomics	0.0014294663183536975
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	fatty_acid	12	12	2	-0.1848256667248094	0.2648861667909352	-0.5118815700383812	-1.298628964447648	0.20808473928776605	Patient stem-cell-derived MS model cellular lipidomics	0.263574003097837
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	glycosphingolipid	12	12	3	0.6066846377430836	0.4695387936325391	0.5485841347747593	1.3917423258695132	0.17943892763356842	Patient stem-cell-derived MS model cellular lipidomics	0.24352425893127144
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	lysophosphatidylcholine	12	12	11	0.16720768442611436	0.8915565078218766	-2.8472550033027377	-7.223404851595216	3.081435341697452e-07	Patient stem-cell-derived MS model cellular lipidomics	1.1709454298450319e-06
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	lysophosphatidylethanolamine	12	12	7	0.38597490510390914	0.1466948411910671	0.8314051124386929	2.1092510912666467	0.04658800778450828	Patient stem-cell-derived MS model cellular lipidomics	0.07376434565880478
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	nicotinamide_nad	12	12	2	0.2018981955141356	-0.08540654604616395	0.40185236521693046	1.019488005523175	0.3213698540961612	Patient stem-cell-derived MS model cellular lipidomics	0.38162670173919144
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidic_acid	12	12	10	0.16449648857333396	0.5885290279643784	-1.6573224543334077	-4.204579864958706	0.0003824090856839372	Patient stem-cell-derived MS model cellular lipidomics	0.0009082215784993509
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidylcholine	12	12	198	0.5062315515646664	0.30161799369682313	0.9333630324067439	2.367915430393798	0.02722213267565111	Patient stem-cell-derived MS model cellular lipidomics	0.047020047348851915
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidylethanolamine	12	12	89	0.4757271327049519	0.40758159890203266	0.3265350666339058	0.8284101641065873	0.41638514516827196	Patient stem-cell-derived MS model cellular lipidomics	0.439517653233176
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidylglycerol	12	12	24	0.35403470206945836	0.6540056485874387	-1.2576533397632927	-3.1906307041460207	0.0047609533780581725	Patient stem-cell-derived MS model cellular lipidomics	0.009045811418310528
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidylinositol	12	12	38	0.5517537806485192	0.47165007163459993	0.33324433567237716	0.8454313885725849	0.40703595164864154	Patient stem-cell-derived MS model cellular lipidomics	0.439517653233176
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	phosphatidylserine	12	12	27	0.2271951003932753	0.7049458429849285	-1.8986447901399703	-4.8168077578735975	8.344233901320257e-05	Patient stem-cell-derived MS model cellular lipidomics	0.00022648634875012126
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	sphingomyelin	12	12	21	1.0784630340405152	-0.1651415549135077	5.251580844939199	13.323111034970724	3.856639624800627e-11	Patient stem-cell-derived MS model cellular lipidomics	2.4425384290403974e-10
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	sterol	12	12	1	-0.02944513490595903	1.2842628504691411	-8.028325698842487	-20.367633645717163	1.463311931426029e-13	Patient stem-cell-derived MS model cellular lipidomics	1.3901463348547277e-12
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	triacylglycerol	12	12	81	0.8049231821887103	0.09286035270028703	3.9508934238794486	10.02330409221587	1.3642351236729956e-09	Patient stem-cell-derived MS model cellular lipidomics	6.480116837446729e-09
ST003328	MS_model	PMS_SV_vs_PMS_untreated	treatment_shift	unclassified	12	12	55	0.46904357828097254	0.331981333516118	0.6001532191839366	1.5225716242925484	0.14499873567396607	Patient stem-cell-derived MS model cellular lipidomics	0.2119212290619504
ST000298	Psoriasis	psoriasis_involved_vs_normal	disease_control	steroid	3	3	5	-0.5049857700705713	0.6633327072716376	-1.2226504536734102	-1.871793590801386	0.16889464936235593	Psoriasis biopsy steroid metabolites	0.16889464936235593
ST000298	Psoriasis	psoriasis_involved_vs_normal	disease_control	unclassified	3	3	4	-0.627523074189358	0.9880811037663411	-1.9374045834206737	-2.966032909193785	0.048369916908807674	Psoriasis biopsy steroid metabolites	0.09673983381761535
ST000298	Psoriasis	psoriasis_involved_vs_uninvolved	lesional	steroid	3	3	5	-0.5049857700705713	-0.17174857083906472	-0.4832396941003815	-0.7398066712528532	0.5074685296726259	Psoriasis biopsy steroid metabolites	0.5074685296726259
ST000298	Psoriasis	psoriasis_involved_vs_uninvolved	lesional	unclassified	3	3	4	-0.627523074189358	-0.23476336481341964	-0.5170169222224108	-0.7915172798932021	0.47523946151751484	Psoriasis biopsy steroid metabolites	0.5074685296726259
