database	query	status	id	name	type	organism	url	raw_path
ChEMBL molecule	rosiglitazone	200	CHEMBL121	ROSIGLITAZONE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL121/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__rosiglitazone.json
ChEMBL molecule	rosiglitazone	200	CHEMBL843	ROSIGLITAZONE MALEATE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL843/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__rosiglitazone.json
ChEMBL molecule	rosiglitazone	200	CHEMBL1704605		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1704605/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__rosiglitazone.json
PubChem compound	rosiglitazone	200	77999	rosiglitazone	compound		https://pubchem.ncbi.nlm.nih.gov/compound/77999	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__rosiglitazone.json
ChEMBL molecule	bexarotene	200	CHEMBL1023	BEXAROTENE	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1023/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__bexarotene.json
ChEMBL molecule	bexarotene	200	CHEMBL2398772		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2398772/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__bexarotene.json
ChEMBL molecule	bexarotene	200	CHEMBL5290401				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5290401/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__bexarotene.json
PubChem compound	bexarotene	200	82146	bexarotene	compound		https://pubchem.ncbi.nlm.nih.gov/compound/82146	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__bexarotene.json
ChEMBL molecule	all-trans retinoic acid	200	CHEMBL1235644		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1235644/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__all_trans_retinoic_acid.json
ChEMBL molecule	all-trans retinoic acid	200	CHEMBL38	TRETINOIN	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL38/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__all_trans_retinoic_acid.json
ChEMBL molecule	all-trans retinoic acid	200	CHEMBL1095410		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1095410/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__all_trans_retinoic_acid.json
ChEMBL molecule	all-trans retinoic acid	200	CHEMBL549710		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL549710/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__all_trans_retinoic_acid.json
ChEMBL molecule	all-trans retinoic acid	200	CHEMBL5308447				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5308447/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__all_trans_retinoic_acid.json
ChEMBL molecule	glembatumumab vedotin	200	CHEMBL1743028	GLEMBATUMUMAB VEDOTIN	Antibody drug conjugate		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743028/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__glembatumumab_vedotin.json
ChEMBL molecule	glembatumumab vedotin	200	CHEMBL2108707	GLEMBATUMUMAB	Antibody		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108707/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__glembatumumab_vedotin.json
ChEMBL molecule	glembatumumab vedotin	200	CHEMBL1742994	BRENTUXIMAB VEDOTIN	Antibody drug conjugate		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1742994/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__glembatumumab_vedotin.json
ChEMBL molecule	glembatumumab vedotin	200	CHEMBL3301582	POLATUZUMAB VEDOTIN	Antibody drug conjugate		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301582/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__glembatumumab_vedotin.json
ChEMBL molecule	glembatumumab vedotin	200	CHEMBL4297841	TISOTUMAB VEDOTIN	Antibody drug conjugate		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297841/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__glembatumumab_vedotin.json
ChEMBL molecule	sebelipase alfa	200	CHEMBL3039537	SEBELIPASE ALFA	Enzyme		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3039537/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__sebelipase_alfa.json
ChEMBL molecule	sebelipase alfa	200	CHEMBL1201464	CHORIOGONADOTROPIN ALFA	Protein		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201464/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__sebelipase_alfa.json
ChEMBL molecule	sebelipase alfa	200	CHEMBL1201431	DORNASE ALFA	Enzyme		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201431/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__sebelipase_alfa.json
ChEMBL molecule	sebelipase alfa	200	CHEMBL1201692	FOLLITROPIN ALFA	Protein		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201692/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__sebelipase_alfa.json
ChEMBL molecule	sebelipase alfa	200	CHEMBL1964120	TALIGLUCERASE ALFA	Enzyme		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1964120/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__sebelipase_alfa.json
ChEMBL molecule	hydroxypropyl beta cyclodextrin	200	CHEMBL4303326		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303326/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__hydroxypropyl_beta_cyclodextrin.json
ChEMBL molecule	hydroxypropyl beta cyclodextrin	200	CHEMBL577294	2-HYDROXYPROPYL-BETA-CYCLODEXTRIN	Oligosaccharide		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL577294/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__hydroxypropyl_beta_cyclodextrin.json
ChEMBL molecule	hydroxypropyl beta cyclodextrin	200	CHEMBL415690	BETADEX	Oligosaccharide		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL415690/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__hydroxypropyl_beta_cyclodextrin.json
ChEMBL molecule	hydroxypropyl beta cyclodextrin	200	CHEMBL1923950		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1923950/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__hydroxypropyl_beta_cyclodextrin.json
ChEMBL molecule	hydroxypropyl beta cyclodextrin	200	CHEMBL2074864		Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2074864/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__hydroxypropyl_beta_cyclodextrin.json
ChEMBL molecule	adrabetadex	200	CHEMBL4297678	ADRABETADEX	Oligosaccharide		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297678/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__adrabetadex.json
PubChem compound	adrabetadex	200	138059665	adrabetadex	compound		https://pubchem.ncbi.nlm.nih.gov/compound/138059665	results_v3/wave32c_resolution_prior_art_audit/raw_api/pubchem_compound__adrabetadex.json
ChEMBL molecule	lipoxin A4	200	CHEMBL210131		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL210131/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__lipoxin_A4.json
ChEMBL molecule	lipoxin A4	200	CHEMBL4576804		Unknown		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4576804/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__lipoxin_A4.json
ChEMBL molecule	lipoxin A4	200	CHEMBL3652561		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3652561/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__lipoxin_A4.json
ChEMBL molecule	lipoxin A4	200	CHEMBL5797068				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5797068/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__lipoxin_A4.json
ChEMBL molecule	lipoxin A4	200	CHEMBL4107965		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4107965/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__lipoxin_A4.json
ChEMBL molecule	resolvin D1	200	CHEMBL4168003		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4168003/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__resolvin_D1.json
ChEMBL molecule	resolvin D1	200	CHEMBL1742483	RESOLVIN E1	Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1742483/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__resolvin_D1.json
ChEMBL molecule	resolvin D1	200	CHEMBL5505856				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5505856/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__resolvin_D1.json
ChEMBL molecule	resolvin D1	200	CHEMBL4108193		Small molecule		https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4108193/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__resolvin_D1.json
ChEMBL molecule	resolvin D1	200	CHEMBL5799060				https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL5799060/	results_v3/wave32c_resolution_prior_art_audit/raw_api/chembl_molecule__resolvin_D1.json
