tissue_analysis	myeloid_analysis	dataset_path	disease_name	tissue_compartment	gene	myeloid_module	n_paired_donors	spearman_rho_all	spearman_p_all	n_case_paired_donors	spearman_rho_case	spearman_p_case	sender_tissue_delta	sender_tissue_p	sender_tissue_up_trend	sender_tissue_down_trend	all_link_positive	case_link_positive	bridge_link_positive	upregulated_bridge_link
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CFB	lysosomal_apc	6	0.14285714285714288	0.7871720116618076	3			0.21449070005170587	0.005608538231452027	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CFB	lipid_loader_repair	12	0.08391608391608392	0.7954145018538978	6	0.08571428571428573	0.8717434402332361	0.5559289487751868	0.08593650905939475	True	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CFB	lipid_loader_repair	12	-0.07692307692307693	0.8121826980280591	6	-0.14285714285714288	0.7871720116618076	0.41892171283403923	0.007908603396006585	True	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFB	c15_mocci_costate	22	0.050254093732354614	0.8242411656048834	9	-0.09999999999999999	0.797971695234851	-0.05205808394318276	0.5653264231153998	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFB	lysosomal_apc	22	0.044607566346696784	0.843739472730963	9	-0.03333333333333333	0.9321567355405039	-0.05205808394318276	0.5653264231153998	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CFB	c15_mocci_costate	6	-0.08571428571428573	0.8717434402332361	3			0.21449070005170587	0.005608538231452027	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFB	inflammatory_nfkb	22	-0.026538678712591763	0.9066765277008432	9	0.15	0.7000942309691418	-0.05205808394318276	0.5653264231153998	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CFB	lysosomal_apc	6	0.028571428571428574	0.9571545189504373	3			0.6281343119003007	0.03484204144103953	True	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFD	lysosomal_apc	22	-0.5460191981931113	0.008567652154897767	9	-0.41666666666666663	0.26458604674749636	0.030866390129170945	0.45225939017038314	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CFD	lysosomal_apc	22	-0.4692264257481649	0.02759016774083764	9	-0.6333333333333333	0.06708578689234572	0.06208973686757743	0.5969914074256685	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CFD	lysosomal_apc	12	-0.5944055944055945	0.04152149441031857	6	-0.2	0.7040000000000001	-0.4080481841579072	0.29704484138273984	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CFD	c15_mocci_costate	12	-0.5664335664335665	0.054842119775407906	6	-0.028571428571428574	0.9571545189504373	-0.4080481841579072	0.29704484138273984	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFD	lipid_loader_repair	22	-0.41050254093732363	0.0577412049922792	9	-0.016666666666666666	0.9660548039946862	0.030866390129170945	0.45225939017038314	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CFD	lipid_loader_repair	12	-0.5594405594405596	0.05858947538856764	6	-0.6571428571428573	0.1561749271137024	0.0111185415489288	0.9758833818414272	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CFD	lipid_loader_repair	22	-0.3946922642574817	0.06909060271028514	9	-0.5666666666666667	0.1116329876114912	0.06208973686757743	0.5969914074256685	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFD	c15_mocci_costate	22	-0.3574251835121401	0.10245166957794669	9	-0.7666666666666667	0.01594401657897403	0.030866390129170945	0.45225939017038314	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CFD	inflammatory_nfkb	12	-0.4895104895104896	0.10625237175934595	6	-0.08571428571428573	0.8717434402332361	-0.4080481841579072	0.29704484138273984	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CFD	lysosomal_apc	12	-0.4125874125874127	0.18256397857316675	6	-0.08571428571428573	0.8717434402332361	0.0111185415489288	0.9758833818414272	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CFD	lipid_loader_repair	12	-0.39860139860139865	0.19933549461780897	6	-0.14285714285714288	0.7871720116618076	-0.4080481841579072	0.29704484138273984	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CFD	lysosomal_apc	12	-0.31468531468531474	0.3191387855033045	6	-0.8285714285714287	0.04156268221574335	0.11456454614880604	0.44606340596557525	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CFD	inflammatory_nfkb	22	-0.21513269339356297	0.33630934275952334	9	0.03333333333333333	0.9321567355405039	0.030866390129170945	0.45225939017038314	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CFD	inflammatory_nfkb	12	-0.2797202797202798	0.37856866966230307	6	-0.48571428571428577	0.3287230320699708	0.0111185415489288	0.9758833818414272	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CFD	c15_mocci_costate	12	-0.27272727272727276	0.39109677094189615	6	-0.3142857142857143	0.5440932944606415	0.0111185415489288	0.9758833818414272	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CFD	c15_mocci_costate	22	-0.15415019762845852	0.493384628947119	9	-0.2833333333333333	0.46003032896572005	0.06208973686757743	0.5969914074256685	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CFD	inflammatory_nfkb	12	0.20979020979020982	0.512840943181826	6	0.2	0.7040000000000001	0.11456454614880604	0.44606340596557525	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CFD	c15_mocci_costate	12	0.1958041958041958	0.5419358857313173	6	0.2571428571428572	0.6227871720116619	0.11456454614880604	0.44606340596557525	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CFD	inflammatory_nfkb	22	0.1326933935629588	0.5560825858858703	9	0.39999999999999997	0.286105101908313	0.06208973686757743	0.5969914074256685	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CFD	inflammatory_nfkb	12	0.18881118881118883	0.5567370561768314	6	0.6571428571428573	0.1561749271137024	-0.06057039932275569	0.6834111847749021	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CFD	lipid_loader_repair	12	-0.1258741258741259	0.696683109395766	6	0.3142857142857143	0.5440932944606415	0.11456454614880604	0.44606340596557525	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CFD	lipid_loader_repair	12	-0.055944055944055944	0.8628980736949713	6	0.2571428571428572	0.6227871720116619	-0.06057039932275569	0.6834111847749021	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CFD	lysosomal_apc	12	-0.055944055944055944	0.8628980736949713	6	0.3142857142857143	0.5440932944606415	-0.06057039932275569	0.6834111847749021	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CFD	c15_mocci_costate	12	-0.027972027972027972	0.9312343512018807	6	0.4285714285714286	0.3965014577259473	-0.06057039932275569	0.6834111847749021	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CHUK	lysosomal_apc	22	0.6645962732919255	0.000741137311091041	9	0.8666666666666667	0.002495398285990204	-0.004953019712795895	0.9178159510711524	False	False	True	True	True	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CHUK	c15_mocci_costate	12	0.8111888111888113	0.0013633152527271926	6	0.48571428571428577	0.3287230320699708	0.12466529037023699	0.00020633423969307468	False	False	True	False	True	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CHUK	inflammatory_nfkb	12	0.8041958041958043	0.0016147689860699312	6	0.2571428571428572	0.6227871720116619	0.12466529037023699	0.00020633423969307468	False	False	True	False	True	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CHUK	inflammatory_nfkb	6	-0.942857142857143	0.004804664723032055	3			0.14644103989307344	0.05506282639165778	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CHUK	lipid_loader_repair	22	0.4522868435911915	0.03456587423827623	9	0.25	0.5164895523012261	-0.07560286694164592	0.09145693958308816	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CHUK	lysosomal_apc	12	-0.4825174825174825	0.11210929146889187	6	-0.2	0.7040000000000001	-0.061827621061043864	0.46902441556957375	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CHUK	lysosomal_apc	12	0.4685314685314686	0.12445479118883407	6	0.14285714285714288	0.7871720116618076	0.12466529037023699	0.00020633423969307468	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CHUK	c15_mocci_costate	6	-0.6	0.208	3			0.08467856694053597	0.48668723557556715	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CHUK	lipid_loader_repair	22	0.27385657820440434	0.21747614103474322	9	0.65	0.058073058017148654	-0.004953019712795895	0.9178159510711524	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CHUK	lysosomal_apc	12	-0.34965034965034975	0.26523878689278996	6	-0.028571428571428574	0.9571545189504373	0.004526534332975216	0.9589711383904815	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CHUK	lysosomal_apc	22	0.24788255223037836	0.26601937978240736	9	0.15	0.7000942309691418	-0.07560286694164592	0.09145693958308816	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CHUK	c15_mocci_costate	22	0.24110671936758896	0.2797303069403845	9	0.11666666666666665	0.765007942926146	-0.004953019712795895	0.9178159510711524	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CHUK	inflammatory_nfkb	12	0.32867132867132864	0.2969041156887641	6	0.2571428571428572	0.6227871720116619	0.004526534332975216	0.9589711383904815	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CHUK	inflammatory_nfkb	22	-0.22642574816487862	0.31092820518846803	9	-0.7166666666666667	0.02981803569584528	-0.004953019712795895	0.9178159510711524	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CHUK	lipid_loader_repair	6	-0.4285714285714286	0.3965014577259473	3			0.14644103989307344	0.05506282639165778	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CHUK	lipid_loader_repair	12	0.2657342657342658	0.4038330883147116	6	-0.2571428571428572	0.6227871720116619	0.12466529037023699	0.00020633423969307468	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CHUK	c15_mocci_costate	12	-0.2447552447552448	0.44326193645018325	6	0.3714285714285715	0.4684781341107872	-0.061827621061043864	0.46902441556957375	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CHUK	lipid_loader_repair	6	-0.3714285714285715	0.4684781341107872	3			0.08467856694053597	0.48668723557556715	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CHUK	inflammatory_nfkb	12	0.2027972027972028	0.5273023541661079	6	0.2	0.7040000000000001	0.042187294763400815	0.514258494892649	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CHUK	inflammatory_nfkb	22	0.12704686617730096	0.5731558222741561	9	0.13333333333333333	0.7323675052362973	-0.07560286694164592	0.09145693958308816	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CHUK	lipid_loader_repair	12	0.15384615384615385	0.6330906812462617	6	0.14285714285714288	0.7871720116618076	0.042187294763400815	0.514258494892649	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CHUK	c15_mocci_costate	6	-0.2	0.7040000000000001	3			0.14644103989307344	0.05506282639165778	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CHUK	lipid_loader_repair	12	-0.06993006993006995	0.8290236405313092	6	0.7714285714285715	0.07239650145772594	0.004526534332975216	0.9589711383904815	False	False	False	True	True	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CHUK	c15_mocci_costate	12	0.06993006993006995	0.8290236405313092	6	0.08571428571428573	0.8717434402332361	0.042187294763400815	0.514258494892649	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CHUK	lipid_loader_repair	12	-0.06993006993006995	0.8290236405313092	6	0.5428571428571429	0.26570262390670546	-0.061827621061043864	0.46902441556957375	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CHUK	c15_mocci_costate	22	-0.042348955392433656	0.8515642629643547	9	-0.09999999999999999	0.797971695234851	-0.07560286694164592	0.09145693958308816	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CHUK	lysosomal_apc	12	-0.055944055944055944	0.8628980736949713	6	-0.3714285714285715	0.4684781341107872	0.042187294763400815	0.514258494892649	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CHUK	lysosomal_apc	6	-0.08571428571428573	0.8717434402332361	3			0.08467856694053597	0.48668723557556715	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CHUK	lysosomal_apc	6	-0.08571428571428573	0.8717434402332361	3			0.14644103989307344	0.05506282639165778	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CHUK	inflammatory_nfkb	12	-0.04195804195804196	0.8969858708195542	6	0.4285714285714286	0.3965014577259473	-0.061827621061043864	0.46902441556957375	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CHUK	inflammatory_nfkb	6	0.028571428571428574	0.9571545189504373	3			0.08467856694053597	0.48668723557556715	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CHUK	c15_mocci_costate	12	0.006993006993006993	0.9827917689028476	6	-0.028571428571428574	0.9571545189504373	0.004526534332975216	0.9589711383904815	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CIITA	lysosomal_apc	22	0.691699604743083	0.00036270089311885327	9	0.9500000000000001	8.762523965086185e-05	-0.1001352874032988	0.10820141816923401	False	False	True	True	True	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CIITA	inflammatory_nfkb	6	-0.942857142857143	0.004804664723032055	3			0.06237998580917714	0.13751822963079405	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CIITA	lipid_loader_repair	22	0.5076228119706382	0.01587984184597027	9	0.7333333333333334	0.024554150071469705	-0.1001352874032988	0.10820141816923401	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CIITA	c15_mocci_costate	12	0.5314685314685316	0.07536233505348361	6	-0.2571428571428572	0.6227871720116619	0.22454890869593025	0.06519633583162449	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CIITA	lysosomal_apc	12	0.4545454545454546	0.13765791634772948	6	0.5428571428571429	0.26570262390670546	0.22454890869593025	0.06519633583162449	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CIITA	inflammatory_nfkb	6	-0.6571428571428573	0.1561749271137024	3			0.30811202858528863	0.07793970675639975	True	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CIITA	inflammatory_nfkb	12	0.4265734265734266	0.16669998762494498	6	-0.08571428571428573	0.8717434402332361	0.22454890869593025	0.06519633583162449	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CIITA	c15_mocci_costate	12	0.4125874125874127	0.18256397857316675	6	0.3714285714285715	0.4684781341107872	0.0878654791584326	0.2231872798905868	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CIITA	lipid_loader_repair	6	-0.6	0.208	3			0.30811202858528863	0.07793970675639975	True	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CIITA	inflammatory_nfkb	12	0.3846153846153847	0.21702022575997731	6	0.4285714285714286	0.3965014577259473	0.0878654791584326	0.2231872798905868	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CIITA	lipid_loader_repair	22	0.22818413787638997	0.30708415377445236	9	0.43333333333333335	0.24395243588005172	-0.06397819642311689	0.3885371536879644	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CIITA	inflammatory_nfkb	22	-0.20954533453500168	0.3493081450996602	9	0.13333333333333333	0.7323675052362973	-0.06397819642311689	0.3885371536879644	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CIITA	lysosomal_apc	12	-0.2377622377622378	0.45680085263992326	6	-0.08571428571428573	0.8717434402332361	0.09117442232219325	0.4912592071564831	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CIITA	c15_mocci_costate	22	0.1485036702428007	0.5095377030444939	9	0.3666666666666667	0.3317398014330152	-0.1001352874032988	0.10820141816923401	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CIITA	lysosomal_apc	12	0.18881118881118883	0.5567370561768314	6	-0.2	0.7040000000000001	0.0878654791584326	0.2231872798905868	False	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CIITA	lysosomal_apc	22	0.12312906449765597	0.585134947945204	9	0.18333333333333335	0.6368198117628943	-0.06397819642311689	0.3885371536879644	False	False	False	False	False	False
sjogren_gland_stromal	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	CIITA	inflammatory_nfkb	22	-0.11349520045172222	0.6150373834928405	9	-0.3666666666666667	0.3317398014330152	-0.1001352874032988	0.10820141816923401	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CIITA	c15_mocci_costate	6	0.2571428571428572	0.6227871720116619	3			0.30811202858528863	0.07793970675639975	True	False	False	False	False	False
sjogren_gland_epithelial	sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	CIITA	c15_mocci_costate	22	-0.09375882892940778	0.6781316235475262	9	-0.016666666666666666	0.9660548039946862	-0.06397819642311689	0.3885371536879644	False	False	False	False	False	False
ibd_crohn_epithelial	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	CIITA	lipid_loader_repair	12	-0.1328671328671329	0.6805975082860817	6	-0.2571428571428572	0.6227871720116619	0.22454890869593025	0.06519633583162449	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CIITA	lipid_loader_repair	12	-0.1328671328671329	0.6805975082860817	6	0.3714285714285715	0.4684781341107872	0.15005178827522533	0.298095647914661	False	False	False	False	False	False
ibd_uc_epithelial	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	CIITA	lipid_loader_repair	12	0.0979020979020979	0.7621216559962992	6	0.5428571428571429	0.26570262390670546	0.0878654791584326	0.2231872798905868	False	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CIITA	c15_mocci_costate	6	-0.14285714285714288	0.7871720116618076	3			0.06237998580917714	0.13751822963079405	False	False	False	False	False	False
ibd_crohn_stromal	ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	CIITA	c15_mocci_costate	12	-0.06993006993006995	0.8290236405313092	6	-0.3142857142857143	0.5440932944606415	0.15005178827522533	0.298095647914661	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CIITA	lipid_loader_repair	12	-0.06993006993006995	0.8290236405313092	6	0.7142857142857143	0.11078717201166179	0.09117442232219325	0.4912592071564831	False	False	False	False	False	False
ibd_uc_stromal	ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	CIITA	c15_mocci_costate	12	-0.06993006993006995	0.8290236405313092	6	0.5428571428571429	0.26570262390670546	0.09117442232219325	0.4912592071564831	False	False	False	False	False	False
psoriasis_keratinocyte	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	CIITA	lysosomal_apc	6	-0.08571428571428573	0.8717434402332361	3			0.30811202858528863	0.07793970675639975	True	False	False	False	False	False
psoriasis_skin_stromal	psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	CIITA	lipid_loader_repair	6	-0.08571428571428573	0.8717434402332361	3			0.06237998580917714	0.13751822963079405	False	False	False	False	False	False
