analysis	disease_name	compartment	gene	module	group	gene_metric	module_metric	n	spearman_r	spearman_p	relationship
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	12	0.6573426573426573	0.0201854985098541	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	12	0.4545454545454546	0.13765791634772948	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	12	0.5034965034965035	0.09515736659412467	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	6	1.0	0.0	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	PTPN2	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	all_donors	mean_log_norm	mean_score	12	0.02097902097902098	0.9484022252365222	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	all_donors	mean_log_norm	high_fraction	12	0.1258741258741259	0.696683109395766	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	all_donors	detection_fraction	mean_score	12	0.1398601398601399	0.6646331617926677	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	all_donors	detection_fraction	high_fraction	12	0.3846153846153847	0.21702022575997731	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	case_only	mean_log_norm	mean_score	6	0.14285714285714288	0.7871720116618076	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	case_only	mean_log_norm	high_fraction	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	case_only	detection_fraction	mean_score	6	0.3142857142857143	0.5440932944606415	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	hla_ii_apc	case_only	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	all_donors	mean_log_norm	mean_score	12	-0.09090909090909093	0.7787253962454419	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	all_donors	mean_log_norm	high_fraction	12	0.04195804195804196	0.8969858708195542	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	all_donors	detection_fraction	mean_score	12	0.06993006993006995	0.8290236405313092	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	all_donors	detection_fraction	high_fraction	12	0.25874125874125875	0.41677476889913817	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	case_only	mean_log_norm	mean_score	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	case_only	mean_log_norm	high_fraction	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	case_only	detection_fraction	mean_score	6	0.48571428571428577	0.3287230320699708	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	ifn_apc	case_only	detection_fraction	high_fraction	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	all_donors	mean_log_norm	mean_score	12	0.3356643356643357	0.28612290291498743	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	all_donors	mean_log_norm	high_fraction	12	0.22377622377622378	0.4844516614553987	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	all_donors	detection_fraction	mean_score	12	0.4545454545454546	0.13765791634772948	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	all_donors	detection_fraction	high_fraction	12	0.39860139860139865	0.19933549461780897	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	case_only	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	case_only	mean_log_norm	high_fraction	6	0.5428571428571429	0.26570262390670546	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	case_only	detection_fraction	mean_score	6	1.0	0.0	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	lysosomal_apc	case_only	detection_fraction	high_fraction	6	0.7714285714285715	0.07239650145772594	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	12	0.027972027972027972	0.9312343512018807	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	12	0.2797202797202798	0.37856866966230307	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	12	0.20979020979020982	0.512840943181826	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	12	0.4895104895104896	0.10625237175934595	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	6	0.48571428571428577	0.3287230320699708	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	12	-0.08391608391608392	0.7954145018538978	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	12	0.07692307692307693	0.8121826980280591	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	12	0.18181818181818185	0.5717012385276553	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	12	0.34965034965034975	0.26523878689278996	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	RFX5	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	6	1.0	0.0	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	all_donors	mean_log_norm	mean_score	12	0.3846153846153847	0.21702022575997731	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	all_donors	mean_log_norm	high_fraction	12	0.8391608391608393	0.0006428259886278204	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	all_donors	detection_fraction	mean_score	12	0.44055944055944063	0.1517350357167303	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	all_donors	detection_fraction	high_fraction	12	0.8251748251748254	0.0009513628555555001	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	case_only	mean_log_norm	mean_score	6	0.3714285714285715	0.4684781341107872	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	case_only	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	case_only	detection_fraction	mean_score	6	0.3714285714285715	0.4684781341107872	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	hla_ii_apc	case_only	detection_fraction	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	all_donors	mean_log_norm	mean_score	12	0.1398601398601399	0.6646331617926677	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	all_donors	mean_log_norm	high_fraction	12	0.2937062937062937	0.3541476412329215	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	all_donors	detection_fraction	mean_score	12	0.16783216783216784	0.6020994277865379	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	all_donors	detection_fraction	high_fraction	12	0.37762237762237766	0.22620604493502647	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	case_only	mean_log_norm	mean_score	6	0.2571428571428572	0.6227871720116619	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	case_only	mean_log_norm	high_fraction	6	0.48571428571428577	0.3287230320699708	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	case_only	detection_fraction	mean_score	6	0.2571428571428572	0.6227871720116619	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	ifn_apc	case_only	detection_fraction	high_fraction	6	0.48571428571428577	0.3287230320699708	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	all_donors	mean_log_norm	mean_score	12	0.5314685314685316	0.07536233505348361	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	all_donors	mean_log_norm	high_fraction	12	0.5804195804195805	0.04785597684206059	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	all_donors	detection_fraction	mean_score	12	0.6363636363636365	0.026096891052703144	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	all_donors	detection_fraction	high_fraction	12	0.7272727272727274	0.00735502885780513	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	case_only	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	case_only	mean_log_norm	high_fraction	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	case_only	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	lysosomal_apc	case_only	detection_fraction	high_fraction	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	12	0.4895104895104896	0.10625237175934595	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	12	0.7622377622377624	0.003950448972542647	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	12	0.5384615384615385	0.07089431754922311	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	12	0.8321678321678322	0.0007854416778536134	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	12	0.2937062937062937	0.3541476412329215	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	12	0.4825174825174825	0.11210929146889187	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	12	0.3426573426573427	0.2755674509567803	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	12	0.5524475524475525	0.06251148327961524	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	6	0.8857142857142858	0.01884548104956266	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SH2B3	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	6	0.942857142857143	0.004804664723032055	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	all_donors	mean_log_norm	mean_score	12	0.11188811188811189	0.729194990751066	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	all_donors	mean_log_norm	high_fraction	12	0.1258741258741259	0.696683109395766	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	all_donors	detection_fraction	mean_score	12	0.1328671328671329	0.6805975082860817	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	all_donors	detection_fraction	high_fraction	12	0.31468531468531474	0.3191387855033045	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	case_only	mean_log_norm	mean_score	6	-0.6571428571428573	0.1561749271137024	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	case_only	mean_log_norm	high_fraction	6	0.028571428571428574	0.9571545189504373	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	case_only	detection_fraction	mean_score	6	-0.3714285714285715	0.4684781341107872	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	hla_ii_apc	case_only	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	all_donors	mean_log_norm	mean_score	12	0.4545454545454546	0.13765791634772948	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	all_donors	mean_log_norm	high_fraction	12	0.5034965034965035	0.09515736659412467	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	all_donors	detection_fraction	mean_score	12	0.2377622377622378	0.45680085263992326	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	all_donors	detection_fraction	high_fraction	12	0.3426573426573427	0.2755674509567803	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	case_only	mean_log_norm	mean_score	6	-0.2571428571428572	0.6227871720116619	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	case_only	mean_log_norm	high_fraction	6	0.028571428571428574	0.9571545189504373	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	case_only	detection_fraction	mean_score	6	-0.14285714285714288	0.7871720116618076	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	ifn_apc	case_only	detection_fraction	high_fraction	6	-0.2571428571428572	0.6227871720116619	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	all_donors	mean_log_norm	mean_score	12	0.6433566433566434	0.024003191200713647	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	all_donors	mean_log_norm	high_fraction	12	0.5244755244755246	0.08001937592027474	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	all_donors	detection_fraction	mean_score	12	0.7832167832167832	0.00258621483336259	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	all_donors	detection_fraction	high_fraction	12	0.8531468531468532	0.00041811794041499677	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	case_only	mean_log_norm	mean_score	6	0.2571428571428572	0.6227871720116619	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	case_only	mean_log_norm	high_fraction	6	0.14285714285714288	0.7871720116618076	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	case_only	detection_fraction	mean_score	6	0.5428571428571429	0.26570262390670546	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	lysosomal_apc	case_only	detection_fraction	high_fraction	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	12	0.2937062937062937	0.3541476412329215	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	12	0.2377622377622378	0.45680085263992326	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	12	0.27272727272727276	0.39109677094189615	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	12	0.4685314685314686	0.12445479118883407	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	6	-0.14285714285714288	0.7871720116618076	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	6	0.028571428571428574	0.9571545189504373	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	6	-0.08571428571428573	0.8717434402332361	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	12	0.6083916083916086	0.035805997052029234	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	all_donors	mean_log_norm	high_fraction	12	0.5244755244755246	0.08001937592027474	feedback_like_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	all_donors	detection_fraction	mean_score	12	0.4055944055944056	0.19083587400450036	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	all_donors	detection_fraction	high_fraction	12	0.46153846153846156	0.13094806950717272	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	case_only	mean_log_norm	mean_score	6	0.14285714285714288	0.7871720116618076	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	case_only	mean_log_norm	high_fraction	6	0.2571428571428572	0.6227871720116619	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	case_only	detection_fraction	mean_score	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	SLC15A4	mixscale_validated_ifng_readout	case_only	detection_fraction	high_fraction	6	0.5428571428571429	0.26570262390670546	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	all_donors	mean_log_norm	mean_score	12	-0.37762237762237766	0.22620604493502647	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	all_donors	mean_log_norm	high_fraction	12	-0.2657342657342658	0.4038330883147116	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	all_donors	detection_fraction	mean_score	12	-0.32867132867132864	0.2969041156887641	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	all_donors	detection_fraction	high_fraction	12	0.0	1.0	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	case_only	mean_log_norm	mean_score	6	-0.7142857142857143	0.11078717201166179	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	case_only	mean_log_norm	high_fraction	6	-0.2	0.7040000000000001	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	case_only	detection_fraction	mean_score	6	-0.3142857142857143	0.5440932944606415	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	hla_ii_apc	case_only	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	all_donors	mean_log_norm	mean_score	12	-0.006993006993006993	0.9827917689028476	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	all_donors	mean_log_norm	high_fraction	12	0.02097902097902098	0.9484022252365222	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	all_donors	detection_fraction	mean_score	12	-0.20979020979020982	0.512840943181826	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	all_donors	detection_fraction	high_fraction	12	-0.1188811188811189	0.712884219214772	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	case_only	mean_log_norm	mean_score	6	-0.2571428571428572	0.6227871720116619	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	case_only	mean_log_norm	high_fraction	6	-0.2	0.7040000000000001	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	case_only	detection_fraction	mean_score	6	-0.028571428571428574	0.9571545189504373	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	ifn_apc	case_only	detection_fraction	high_fraction	6	0.08571428571428573	0.8717434402332361	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	all_donors	mean_log_norm	mean_score	12	0.16083916083916086	0.6175234895401425	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	all_donors	mean_log_norm	high_fraction	12	0.0979020979020979	0.7621216559962992	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	all_donors	detection_fraction	mean_score	12	0.23076923076923078	0.470531995381542	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	all_donors	detection_fraction	high_fraction	12	0.30069930069930073	0.34225952894002437	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	case_only	mean_log_norm	mean_score	6	0.08571428571428573	0.8717434402332361	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	case_only	mean_log_norm	high_fraction	6	0.028571428571428574	0.9571545189504373	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	case_only	detection_fraction	mean_score	6	0.6571428571428573	0.1561749271137024	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	lysosomal_apc	case_only	detection_fraction	high_fraction	6	0.6	0.208	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	all_donors	mean_log_norm	mean_score	12	-0.22377622377622378	0.4844516614553987	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	all_donors	mean_log_norm	high_fraction	12	-0.2027972027972028	0.5273023541661079	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	all_donors	detection_fraction	mean_score	12	-0.2027972027972028	0.5273023541661079	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	all_donors	detection_fraction	high_fraction	12	0.04895104895104895	0.8799185788786748	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	case_only	mean_log_norm	mean_score	6	-0.3714285714285715	0.4684781341107872	weak_negative
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	case_only	mean_log_norm	high_fraction	6	-0.2	0.7040000000000001	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	case_only	detection_fraction	mean_score	6	0.08571428571428573	0.8717434402332361	flat
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mif_cd74_receptor_state	case_only	detection_fraction	high_fraction	6	0.4285714285714286	0.3965014577259473	weak_positive
ibd_crohn_myeloid	Crohn disease	colon myeloid	TNFAIP3	mixscale_validated_ifng_readout	all_donors	mean_log_norm	mean_score	12	0.18181818181818185	0.5717012385276553	flat
