candidate	gene	evidence_tier	gate	passed	wave61_call
PDCD5	PDCD5	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
PDCD5	PDCD5	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
PDCD5	PDCD5	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
CASP8	CASP8	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
RUNX1	RUNX1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
NFKBIA	NFKBIA	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
ATF3	ATF3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
TRAF3	TRAF3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
ARID5B	ARID5B	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
IRF5	IRF5	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	residual_support	True	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	druggable_or_modality	False	NO_GO_WAVE61_GUARDRAIL
FBXO6	FBXO6	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	repair_or_efferocytosis_guardrail	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
PTGES3	PTGES3	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
TRAF1	TRAF1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
NFKB1	NFKB1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
TBX21	TBX21	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
CSF2	CSF2	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
ETS1	ETS1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
MAP3K14	MAP3K14	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	cross_disease_recurrence	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	genetic_support	False	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
USP18	USP18	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
ZFP36L1	ZFP36L1	real_direct_perturbation	no_manual_blocker	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	count	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	real_perturbation	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	selective_over_ifn	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	not_generic_collapse	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	stress_guardrail	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	primary_or_relevant_system	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	cross_disease_recurrence	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	ms_nominal_anchor	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	residual_support	False	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	genetic_support	True	NO_GO_WAVE61_GUARDRAIL
STAT3	STAT3	real_direct_perturbation	druggable_or_modality	True	NO_GO_WAVE61_GUARDRAIL
