evidence_tier	candidate	gene	source	dataset	system	perturbation_type	target_suppression	generic_ifn_suppression	target_vs_ifn_margin	selectivity_score	stress_induction	manual_blocker	gate_count	direct_priority_score	wave61_call	gate_real_perturbation	gate_selective_over_ifn	gate_not_generic_collapse	gate_stress_guardrail	gate_primary_or_relevant_system	gate_repair_or_efferocytosis_guardrail	gate_cross_disease_recurrence	gate_ms_nominal_anchor	gate_residual_support	gate_genetic_support	gate_druggable_or_modality	gate_no_manual_blocker	positive_disease_count	negative_disease_count	positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_max_genetic_association	opentargets_disease_count	residual_retained_disease_count	strict_core_covariate_surviving_disease_count	top_retained_tests	wave34_call	gwas_catalog_trait_count	chembl_target_id	chembl_best_nM	druggable_activity_count	efferocytosis_screen_call	efferocytosis_median_efficient_minus_noneater_lfc	efferocytosis_contrast_fdr	geneformer_model_support_pass	wave57_call	l1000_wave24_call	l1000_promotion_gate	l1000_opposite_queries	l1000_best_rank	l1000_min_qval	l1000_contradicted_by_similar_hit	gate_lipid_apc_reduced	gate_ifn_not_collapsed	gate_stress_not_increased	gate_resolution_gain	gate_profibrosis_not_increased	gate_replicated_or_statistical
l1000_reversal_support_only	BRD-A26595446	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-13.6486276170124	4.080482113315163		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	6.0	4.71443193564889e-06	False						
l1000_reversal_support_only	BRD-K39345836	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.058072520225374		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	10.0	4.71443193564889e-06	False						
l1000_reversal_support_only	BRD-A36275421	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.041564269639667		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	8.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K07005393	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.015724521056721		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	10.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-A18411371	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	4.000316821711708		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	13.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-A37735495	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.615870959453028	3.930106543723934		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	18.0	8.83733908701768e-06	False						
l1000_reversal_support_only	CGP-57380	MKNK1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				15.415784461775669	3.910711927676272		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	13.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BRD-K51556300	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.9040679700710896		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	17.0	9.07597147335517e-06	True						
l1000_reversal_support_only	ICI-63197	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.891370391229743		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	19.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BRD-K30468800	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.8856690332430377		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	15.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BRD-K69516039	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.771228213212703	3.8856050949690655		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	23.0	8.83733908701768e-06	False						
l1000_reversal_support_only	GW-843682X	PLK3	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.882023520937507		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	17.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BAY-11-7082	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.878229591229613		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	24.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K72864428	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.876190177946067		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	25.0	3.07544512029992e-05	False						
l1000_reversal_support_only	K784-3188	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.869444516003011		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	26.0	8.83733908701768e-06	False						
l1000_reversal_support_only	WAY-213613	SLC1A2	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.865734266900805		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	16.0	6.03624873173514e-05	False						
l1000_reversal_support_only	fluocinolone	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.864633309080497		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	1.0	0.566910809286373	False						
l1000_reversal_support_only	BMY-45778	PTGIR	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.859397569525026		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	20.0	6.03624873173514e-05	False						
l1000_reversal_support_only	BRD-K60870698	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				13.437059290176718	3.8560286852218737		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	28.0	8.83733908701768e-06	False						
l1000_reversal_support_only	angiogenesis-inhibitor	EGFR	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.8539693938115462		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	21.0	6.03624873173514e-05	False						
l1000_reversal_support_only	BRD-A68065211	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.838737255518629		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	29.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K28040935	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.832849796885404		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	27.0	8.83733908701768e-06	False						
l1000_reversal_support_only	memantine	GRIN1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.826552875150392		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	3.0	0.566910809286373	False						
l1000_reversal_support_only	BRD-K05562558	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.8241188887011672		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	24.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BRD-U86222656	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.8196926870262553		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	31.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K50204028	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				15.006588596511758	3.809688887801642		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	22.0	5.87567820342275e-05	False						
l1000_reversal_support_only	SB-216641	HTR1B	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.777836711027624		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	29.0	5.87567820342275e-05	False						
l1000_reversal_support_only	BRD-K05396879	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.7732961563073326		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	27.0	5.87567820342275e-05	False						
l1000_reversal_support_only	LY-294002	MTOR	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.097210035935046	3.771243913763377		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	32.0	8.83733908701768e-06	False						
l1000_reversal_support_only	XMD-1150	LRRK2	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				20.268036448597787	3.766399002569981		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	30.0	9.36227738231777e-06	False						
l1000_reversal_support_only	rottlerin	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.763813850838594		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	28.0	7.47387429893282e-05	False						
l1000_reversal_support_only	BRD-K99530743	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				18.87555906462776	3.7597046290262472		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	35.0	8.83733908701768e-06	False						
l1000_reversal_support_only	cediranib	FLT1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.734629439448203		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	38.0	8.83733908701768e-06	False						
l1000_reversal_support_only	BRD-K84203638	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.7238763129660537		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	32.0	6.13340618985539e-05	False						
l1000_reversal_support_only	AS-605240	PIK3CG	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.7163287263497073		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	33.0	6.09760480042738e-05	False						
l1000_reversal_support_only	oligomycin-a	ATP5F1A	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.10488718004912	3.701835258011461		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	39.0	8.92001488176717e-06	False						
l1000_reversal_support_only	tozasertib	FLT3	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.699270761340723		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	35.0	6.09760480042738e-05	False						
l1000_reversal_support_only	BRD-K98004941	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-13.912795406252233	3.684618111853699		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	37.0	5.87567820342275e-05	False						
l1000_reversal_support_only	triprolidine	HRH1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.6823155658892146		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	4.0	0.805603902146875	False						
l1000_reversal_support_only	AG-592	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.659215752606211		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	38.0	5.87567820342275e-05	False						
l1000_reversal_support_only	STK-249718	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.6006340532675907		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	7.0	0.844712216679552	False						
l1000_reversal_support_only	KU-C104141	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.5924492503324528		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	8.0	0.879621510318152	False						
l1000_reversal_support_only	BRD-K30697463	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.5815437603757108		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	13.0	0.805603902146875	False						
l1000_reversal_support_only	berbamine	CALM1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.579513692878307		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	39.0	0.0005871982494016	False						
l1000_reversal_support_only	rotenone	ND1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.564887772222033		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	44.0	0.0002426697405796	False						
l1000_reversal_support_only	miglitol	GAA	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.5623071578835654		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	10.0	0.885415802724685	False						
l1000_reversal_support_only	MG-132	PSMB1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.5565281477975867		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	16.0	0.843182058232008	False						
l1000_reversal_support_only	ICI-199441	OPRK1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.545458038130324		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	46.0	0.0002426697405796	False						
l1000_reversal_support_only	BRD-K56196992	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.544597951913743		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	43.0	0.0002426697405796	False						
l1000_reversal_support_only	LY-2183240	FAAH	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				16.384458896893634	3.542648036244662		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	mif_cd74_receptor_state	45.0	0.0002426697405796	False						
l1000_reversal_support_only	clobenpropit	HRH3	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-13.730241560332695	3.5145755892879915		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	ifn_lysosomal_apc_state	42.0	0.0005871982494016	False						
l1000_reversal_support_only	BRD-K10057859	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-14.469248030451014	3.499141046254859		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	46.0	0.0005871982494016	False						
l1000_reversal_support_only	BRD-K00429057	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.472958496195341		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	44.0	0.0005871982494016	False						
l1000_reversal_support_only	mebendazole	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				12.372859590468243	3.472866093146748		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	49.0	0.0002426697405796	False						
l1000_reversal_support_only	BRD-K72615639	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.4712665443045028		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	45.0	0.0005926926022302	True						
l1000_reversal_support_only	BRD-K03736784	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				-18.41975323933283	3.46258986342051		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	48.0	0.0005871982494016	True						
l1000_reversal_support_only	BRD-K10846167	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.459308933924518		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	mif_cd74_receptor_state	50.0	0.0002595698393733	False						
l1000_reversal_support_only	manumycin-a	FNTA	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.4391233281871396		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	25.0	0.909831846556634	False						
l1000_reversal_support_only	SA-89068	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.4218805570711615		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	ifn_lysosomal_apc_state	49.0	0.0005871982494016	False						
l1000_reversal_support_only	pyrimethamine	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.408327382614573		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	18.0	1.0	False						
l1000_reversal_support_only	BG-FA-0953	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.3984847761253665		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	23.0	1.0	False						
l1000_reversal_support_only	alprazolam	GABRA1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.3973749535564335		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	21.0	1.0	False						
l1000_reversal_support_only	PK-11195	TSPO	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.38086076005344		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	20.0	1.0	False						
l1000_reversal_support_only	ST-001903	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.3717461763813237		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	17.0	1.0	False						
l1000_reversal_support_only	BRD-K72381041	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.3563770903841577		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	24.0	1.0	False						
l1000_reversal_support_only	digitoxigenin	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.350415132148449		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	29.0	1.0	False						
l1000_reversal_support_only	BRD-K05979026	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.346775965652331		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	22.0	1.0	False						
l1000_reversal_support_only	tubocurarine	CHRNA2	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.3163998145293316		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	34.0	1.0	False						
l1000_reversal_support_only	BRD-K80962769	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.2902608152533226		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	37.0	0.981075911167448	False						
l1000_reversal_support_only	BRD-K32636001	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.284508698440815		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	31.0	1.0	False						
l1000_reversal_support_only	estradiol	ESR1	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.277072543859748		non-obvious target requires prior-art and safety review	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_REVIEW	NO_GO	gse111972_ms_wm_full_top150	28.0	1.0	False						
l1000_reversal_support_only	L-ascorbyl-6-palmitate	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.2734612302217627		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	27.0	1.0	False						
l1000_reversal_support_only	BRD-K80346834	NAN	L1000FWD	LINCS/L1000FWD	cell-line transcriptomic reversal				0.0	3.246386921968204		unresolved target/MOA; cannot nominate without deconvolution	0		PARK_L1000_ONLY_NEEDS_REAL_PERTURBATION																																		PARK_UNKNOWN	PARK_UNKNOWN_ONLY	gse111972_ms_wm_full_top150	36.0	1.0	False						
