predictor	predictor_type	n_contexts	n_diseases	diseases	positive_context_fraction	nominal_positive_contexts	combined_fisher_z	combined_p	leave_one_disease_min_z	best_context	best_abs_rho	top_positive_contexts	combined_fdr	predictor_up_nominal_contexts	predictor_up_nominal_diseases	predictor_up_nominal_disease_list	max_case_control_delta_z	gene	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	in_lipid_lysosomal_myeloid_neighborhood	existing_prior_flag	retained_positive_disease_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	ms_microglia_gene_delta_log2	ms_microglia_gene_hedges_g	ms_microglia_gene_p	ms_microglia_gene_fdr	median_efficient_minus_noneater_lfc	contrast_fdr	screen_call	support_contexts	strong_support_contexts	best_context_geneformer	best_n_disease_cells_with_token	best_cosine_shift_z_vs_random	best_projection_minus_random	wave57_call	ms_microglia_module_delta_log2	ms_microglia_module_p	ms_microglia_module_fdr	highlight	passes_circuit_coupling	passes_disease_up	passes_ms_anchor	passes_perturbation_hint	wave60_call
gene:C4ORF46	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	1	1.7598585463307508	0.07843179341537003	0.6487743834406976	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;ibd_crohn_stromal:0.714,p=0.11;ibd_uc_stromal:0.714,p=0.11;t1d_ductal_cell:0.6,p=0.28;psoriasis_skin_apc:0.5,p=0.67;ibd_uc_epithelial:0.395,p=0.44	0.17890227258381924	3	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.3555703912595645	C4ORF46	4.0	0.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.4140706647727867	0.3727546540596206	0.9141270983319502			False		1.0	0.0																			False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:DDX39A	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	1.748086280573191	0.08044908826245184	0.8644314177329635	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_apc:0.767,p=0.016;ibd_uc_stromal:0.6,p=0.21;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67;sjogren_gland_epithelial:0.455,p=0.16	0.18199957672489103	6	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.5271123631038734	DDX39A	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.2536254050302382	0.2501673335954121	0.9004758652001262			False		0.0	0.0		-0.2536254050302382	-0.5158766274148572	0.2501673335954121	0.9004758652001262														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PI3	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	1.7428313008872007	0.08136308703162434	0.5791915778643599	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_stellate_cell:0.949,p=0.051;t1d_ductal_cell:0.7,p=0.19;ibd_crohn_stromal:0.638,p=0.17;ibd_uc_myeloid:0.543,p=0.27;psoriasis_keratinocyte:0.5,p=0.67	0.1825708294368156	6	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	1.7235368815793948	PI3	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis							False		3.0	0.0																			False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ITGA2	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6875	2	1.7364505262701628	0.08248420495585014	0.27948664367471854	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;t1d_endothelial_cell:0.7,p=0.19;sjogren_gland_epithelial:0.636,p=0.035;psoriasis_skin_stromal:0.5,p=0.67;sjogren_gland_stromal:0.321,p=0.37	0.18359387554689224	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.9140694829097027	ITGA2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.5077457401179997	0.1447926777202628	0.8989378106274888			False		2.0	0.0		-0.5077457401179997	-0.6420837667957473	0.1447926777202628	0.8989378106274888	0.1574179218294537	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SLPI	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5294117647058824	2	1.6861364952653903	0.09176951207050921	0.5207153507935125	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;ibd_crohn_stromal:0.676,p=0.14;ibd_uc_epithelial:0.6,p=0.21;ibd_uc_myeloid:0.543,p=0.27;psoriasis_skin_apc:0.5,p=0.67	0.20262708265168433	4	2	type 1 diabetes mellitus;ulcerative colitis	1.5017828577948744	SLPI	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	psoriasis	-2.815168367206164	0.017295664604268	0.8372898579012464			False		1.0	0.0		-2.815168367206164	-1.0944930630664766	0.017295664604268	0.8372898579012464	-0.6516426913511727	0.920009505703422	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MERTK	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	5	1.681979723044429	0.0925727719163053	1.1796044096122424	psoriasis_keratinocyte	1.0	psoriasis_skin_apc:1,p=0;t1d_endothelial_cell:0.9,p=0.037;ibd_crohn_epithelial:0.771,p=0.072;ibd_crohn_stromal:0.771,p=0.072;ibd_uc_stromal:0.638,p=0.17;t1d_stellate_cell:0.6,p=0.4	0.2027784527690497	0	0		0.576250508496666	MERTK	0.0	2.0		Sjogren syndrome;ulcerative colitis	0.2471109034794576	0.4292940108131474	0.9195199515584406			True		0.0	0.0		0.2471109034794576	0.34078643587681	0.4292940108131474	0.9195199515584406	-0.6588710945316293	0.920009505703422	UNRESOLVED											True	False	False	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CALR	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.9411764705882353	1	1.6588038839275994	0.09715531746579519	1.2626035734802057	t1d_stellate_cell	0.7999999999999999	t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.657,p=0.16;t1d_acinar_cell:0.6,p=0.28;sjogren_gland_stromal:0.552,p=0.098;sjogren_gland_epithelial:0.509,p=0.11;psoriasis_keratinocyte:0.5,p=0.67	0.20836559232561916	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6545180523353296	CALR	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-0.3627605322732279	0.0595887198784885	0.8989378106274888			True		3.0	0.0		-0.3627605322732279	-0.8447282646406061	0.0595887198784885	0.8989378106274888	-0.0382519034171754	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:GABARAPL2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	1.657649333333836	0.09738826597827853	0.05937090260022113	psoriasis_skin_stromal	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;t1d_ductal_cell:0.7,p=0.19;sjogren_gland_epithelial:0.691,p=0.019;ibd_crohn_epithelial:0.6,p=0.21;ibd_uc_myeloid:0.6,p=0.21	0.20836559232561916	0	0		1.0741745065765085	GABARAPL2	2.0	0.0	Crohn disease;Sjogren syndrome		0.3604331917307011	0.0134263329877197	0.8372898579012464			False		0.0	0.0		0.3604331917307011	1.1572475775632145	0.0134263329877197	0.8372898579012464	0.2017641778423984	0.920009505703422	UNRESOLVED											False	False	False	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SERPINB1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	2	1.6605730887452552	0.09679921753020504	0.49434871018189475	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;sjogren_gland_apc:0.633,p=0.067;ibd_uc_stromal:0.6,p=0.21;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_apc:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67	0.20836559232561916	4	3	Crohn disease;psoriasis;ulcerative colitis	1.6809034466297095	SERPINB1	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		0.025950166986302	0.8686302203659795	0.9803928992331024			False		3.0	0.0		0.025950166986302	0.0711246656903534	0.8686302203659795	0.9803928992331024														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PLEK2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	3	1.644791210425016	0.10001287539776571	0.372050021819765	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_beta_cell:1,p=0;ibd_crohn_myeloid:0.829,p=0.042;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_stromal:0.516,p=0.29;sjogren_gland_epithelial:0.482,p=0.13	0.21233502776756413	3	2	Crohn disease;ulcerative colitis	1.304103782504101	PLEK2	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.0459958234208124	0.0073786076112192	0.8344760564031432			False		0.0	0.0		3.0459958234208124	1.3647899640433525	0.0073786076112192	0.8344760564031432	-0.0251894239467287	1.0	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ASPM	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5	4	1.6392405584597796	0.10116317005649965	0.8808254479384999	psoriasis_skin_apc	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;ibd_uc_myeloid:0.778,p=0.069;sjogren_gland_apc:0.669,p=0.049;psoriasis_keratinocyte:0.5,p=0.67;sjogren_gland_epithelial:0.465,p=0.15	0.2131376712640756	5	3	Crohn disease;Sjogren syndrome;psoriasis	1.5829877830425017	ASPM	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		-1.3638286692250996	0.2047101795475818	0.8993702893651148			False		1.0	0.0		-1.3638286692250996	-0.5494849912199671	0.2047101795475818	0.8993702893651148	-0.1674205872225628	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PPIF	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	1	1.584877415054678	0.11299418885152081	1.0773648422139235	sjogren_gland_epithelial	0.8090909090909091	sjogren_gland_epithelial:0.809,p=0.0026;ibd_uc_stromal:0.657,p=0.16;t1d_endothelial_cell:0.6,p=0.28;ibd_crohn_epithelial:0.543,p=0.27;psoriasis_skin_apc:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67	0.2344841813760883	4	3	Crohn disease;psoriasis;ulcerative colitis	1.7170266797883675	PPIF	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis		0.0794098483837952	0.7293829927625533	0.9684447890186522			False		3.0	0.0		0.0794098483837952	0.1532872643924068	0.7293829927625533	0.9684447890186522	0.2774553653005871	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ITGB4	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5	3	1.5873273118506157	0.11243853259950684	0.7125393669786905	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;sjogren_gland_epithelial:0.791,p=0.0037;ibd_uc_stromal:0.771,p=0.072;t1d_ductal_cell:0.6,p=0.28;t1d_beta_cell:0.5,p=0.67;ibd_crohn_epithelial:0.486,p=0.33	0.2344841813760883	5	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6974503842299509	ITGB4	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-1.3797347469240266	0.1442983736782742	0.8989378106274888			False		1.0	0.0		-1.3797347469240266	-0.6767017869583666	0.1442983736782742	0.8989378106274888														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PDIA4	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	1	1.5631848084309519	0.11800913227896452	1.0812381743017483	t1d_stellate_cell	0.7999999999999999	t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.773,p=0.0053;ibd_crohn_stromal:0.714,p=0.11;ibd_crohn_epithelial:0.6,p=0.21;t1d_ductal_cell:0.6,p=0.28;t1d_endothelial_cell:0.6,p=0.28	0.2430635858880165	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6538619437439144	PDIA4	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.6214340839245054	0.0407144742028937	0.8573807218486817			False		3.0	0.0		-0.6214340839245054	-0.9090225195686528	0.0407144742028937	0.8573807218486817	-0.2941061641161258	0.9965506589785832	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PTGS2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	1	1.5504312225328403	0.12103804941895903	1.0798408569871782	sjogren_gland_epithelial	0.8545454545454546	sjogren_gland_epithelial:0.855,p=0.00081;t1d_endothelial_cell:0.8,p=0.1;ibd_uc_stromal:0.6,p=0.21;ibd_crohn_epithelial:0.58,p=0.23;ibd_uc_epithelial:0.577,p=0.23;sjogren_gland_stromal:0.515,p=0.13	0.2438430776615525	2	2	Crohn disease;ulcerative colitis	1.1298008057376356	PTGS2	2.0	0.0	Crohn disease;Sjogren syndrome		-0.3302668666926305	0.2953446140272054	0.9075477698307116			True		1.0	0.0		-0.3302668666926305	-0.4537479812283415	0.2953446140272054	0.9075477698307116	0.1975779614558408	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SBNO2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	3	1.5524160564224285	0.12056270400334501	0.1319631271752116	psoriasis_skin_apc	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_stromal:0.771,p=0.072;ibd_uc_stromal:0.714,p=0.11;t1d_endothelial_cell:0.7,p=0.19;sjogren_gland_stromal:0.661,p=0.038	0.2438430776615525	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6384235786002308	SBNO2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.3898123533746496	0.3337161519905203	0.9141270983319502			False		3.0	0.0		-0.3898123533746496	-0.4081820666187324	0.3337161519905203	0.9141270983319502	0.1301913559628659	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ZWILCH	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	1	1.5511792030887073	0.12085874459962184	0.562718708849056	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.6,p=0.4;ibd_crohn_myeloid:0.543,p=0.27;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67;ibd_uc_stromal:0.486,p=0.33	0.2438430776615525	3	3	Crohn disease;psoriasis;ulcerative colitis	1.6133583914347964	ZWILCH	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-1.1097490991246437	0.2177940818790457	0.8993702893651148			False		0.0	0.0		-1.1097490991246437	-0.5667536053359913	0.2177940818790457	0.8993702893651148	0.1693345368261651	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CD36	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	1	1.5435604137580246	0.12269486126658005	0.5339084232645461	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;ibd_crohn_myeloid:0.714,p=0.11;ibd_crohn_epithelial:0.551,p=0.26;ibd_crohn_stromal:0.543,p=0.27;psoriasis_skin_apc:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67	0.2453897225331601	0	0		1.3631062650008747	CD36	1.0	3.0	psoriasis	Crohn disease;Sjogren syndrome;ulcerative colitis	-0.99925985802596	0.4410063385874331	0.9214560346888634			True		0.0	0.0		-0.99925985802596	-0.3343429712025927	0.4410063385874331	0.9214560346888634	-0.6919889566418456	0.920009505703422	UNRESOLVED											False	False	False	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PKM	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	3	1.4994386697104305	0.1337598680610967	0.8269773879728957	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;t1d_ductal_cell:0.7,p=0.19;sjogren_gland_epithelial:0.618,p=0.043;psoriasis_skin_stromal:0.5,p=0.67	0.2653769186312188	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6779016746949913	PKM	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.2079528837975353	0.3934173353018323	0.9157809859344704			False		2.0	0.0		0.2079528837975353	0.3734962823418621	0.3934173353018323	0.9157809859344704	0.1895125650429975	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ITGA5	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6875	1	1.4961618615274486	0.134611480465111	1.2188409166399965	ibd_crohn_stromal	0.8285714285714287	ibd_crohn_stromal:0.829,p=0.042;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.657,p=0.16;t1d_ductal_cell:0.6,p=0.28;sjogren_gland_apc:0.517,p=0.15	0.2653769186312188	4	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.2377215599611842	ITGA5	4.0	1.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	-0.1818483762333631	0.4332880175719348	0.9199785395838066			False		1.0	0.0		-0.1818483762333631	-0.3456000501214463	0.4332880175719348	0.9199785395838066	-0.5104874794678755	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MRRF	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	3	1.4819421147723928	0.13835569780172408	0.06934463805335182	psoriasis_skin_apc	1.0	t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.9,p=0.037;sjogren_gland_epithelial:0.627,p=0.039;t1d_stellate_cell:0.6,p=0.4;t1d_ductal_cell:0.6,p=0.28;ibd_crohn_stromal:0.543,p=0.27	0.2708239191012471	2	2	Crohn disease;ulcerative colitis	1.3535059586576688	MRRF	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.0330657323349967	0.8851391554235607	0.9842134382901514			False		0.0	0.0		-0.0330657323349967	-0.0619942257167603	0.8851391554235607	0.9842134382901514	-0.3256028597704945	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CDC42SE1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	1.4763709335369892	0.13984434126000547	0.2280479981821449	t1d_stellate_cell	1.0	t1d_stellate_cell:1,p=0;sjogren_gland_epithelial:0.773,p=0.0053;ibd_uc_epithelial:0.6,p=0.21;t1d_endothelial_cell:0.6,p=0.28;sjogren_gland_apc:0.567,p=0.11;t1d_beta_cell:0.5,p=0.67	0.27181012808282756	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6300172501348777	CDC42SE1	3.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus		-0.046012389601886	0.7441873395563302	0.9698965049433842			False		2.0	0.0		-0.046012389601886	-0.1419336944385434	0.7441873395563302	0.9698965049433842	0.6758360253927613	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:TPM4	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	2	1.4585833519251987	0.14467981846971228	0.9978271925129197	sjogren_gland_epithelial	0.6636363636363638	sjogren_gland_epithelial:0.664,p=0.026;t1d_stellate_cell:0.6,p=0.4;t1d_ductal_cell:0.6,p=0.28;t1d_endothelial_cell:0.6,p=0.28;sjogren_gland_stromal:0.552,p=0.098;psoriasis_keratinocyte:0.5,p=0.67	0.27618280202430284	7	3	Crohn disease;psoriasis;ulcerative colitis	1.6499070867122942	TPM4	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-0.0374723547260309	0.9001013429967964	0.9847765493328272			False		3.0	2.0	ibd_crohn_stromal:Crohn disease;ibd_uc_stromal:ulcerative colitis	-0.0374723547260309	-0.0532764840469262	0.9001013429967964	0.9847765493328272	-0.3703007335057404	0.920009505703422	UNRESOLVED											True	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CFB	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8125	2	1.4535298856705268	0.14607668815700722	0.8080219960039964	psoriasis_keratinocyte	1.0	psoriasis_skin_apc:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;ibd_uc_stromal:0.6,p=0.21;ibd_uc_epithelial:0.543,p=0.27;psoriasis_skin_stromal:0.5,p=0.67	0.27618280202430284	8	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	2.121741051043056	CFB	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.9822682065524936	0.2868607768107353	0.9055783835864206			False		4.0	1.0	ibd_crohn_stromal:Crohn disease	-0.9822682065524936	-0.4902731400669143	0.2868607768107353	0.9055783835864206														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:DDAH1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	1.4525539978681994	0.14634762638999774	1.1103893420483175	psoriasis_keratinocyte	1.0	psoriasis_skin_apc:1,p=0;ibd_crohn_epithelial:0.829,p=0.042;sjogren_gland_epithelial:0.736,p=0.0098;t1d_ductal_cell:0.7,p=0.19;psoriasis_skin_stromal:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67	0.27618280202430284	3	3	Crohn disease;psoriasis;ulcerative colitis	1.7273657500021509	DDAH1	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.4185644125606291	0.7856821149198733	0.9745041645639924			False		1.0	0.0		-0.4185644125606291	-0.1159573736063109	0.7856821149198733	0.9745041645639924	-0.3093881147241049	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:GPX2	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6875	3	1.4488619086003347	0.14737615061855078	0.95849893295382	t1d_endothelial_cell	0.7999999999999999	t1d_endothelial_cell:0.8,p=0.1;ibd_crohn_epithelial:0.771,p=0.072;sjogren_gland_stromal:0.619,p=0.056;t1d_stellate_cell:0.6,p=0.4;sjogren_gland_epithelial:0.56,p=0.073;psoriasis_keratinocyte:0.5,p=0.67	0.27618280202430284	3	3	Crohn disease;psoriasis;ulcerative colitis	1.5938618773894602	GPX2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-1.5707501698055557	0.0453220159509071	0.8720558158456704			False		1.0	0.0		-1.5707501698055557	-0.8913574086753667	0.0453220159509071	0.8720558158456704	0.1403979205462466	1.0	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SLC25A22	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	2	1.446282349648448	0.14809802427390154	0.59382283329306	psoriasis_skin_stromal	1.0	psoriasis_skin_stromal:1,p=0;t1d_endothelial_cell:0.7,p=0.19;sjogren_gland_epithelial:0.636,p=0.035;t1d_stellate_cell:0.6,p=0.4;t1d_beta_cell:0.5,p=0.67;ibd_crohn_stromal:0.429,p=0.4	0.27618280202430284	9	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.71016246881635	SLC25A22	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.6985123452763329	0.0770558522970201	0.8989378106274888			False		0.0	0.0		-0.6985123452763329	-0.7841653290589646	0.0770558522970201	0.8989378106274888	0.2713003816216398	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:EPSTI1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	1.4621166406413415	0.1437092494240159	0.1347667317896823	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_apc:0.767,p=0.016;ibd_crohn_epithelial:0.657,p=0.16;t1d_stellate_cell:0.6,p=0.4;t1d_ductal_cell:0.5,p=0.39;ibd_uc_stromal:0.486,p=0.33	0.27618280202430284	5	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.5023743759328267	EPSTI1	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.4425534478541948	0.1545660129526676	0.8989378106274888			False		2.0	0.0		0.4425534478541948	0.630274383980438	0.1545660129526676	0.8989378106274888	-0.1155516968382364	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
