predictor	predictor_type	n_contexts	n_diseases	diseases	positive_context_fraction	nominal_positive_contexts	combined_fisher_z	combined_p	leave_one_disease_min_z	best_context	best_abs_rho	top_positive_contexts	combined_fdr	predictor_up_nominal_contexts	predictor_up_nominal_diseases	predictor_up_nominal_disease_list	max_case_control_delta_z	gene	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	in_lipid_lysosomal_myeloid_neighborhood	existing_prior_flag	retained_positive_disease_count	strict_core_covariate_surviving_disease_count	strict_core_covariate_surviving_analyses	ms_microglia_gene_delta_log2	ms_microglia_gene_hedges_g	ms_microglia_gene_p	ms_microglia_gene_fdr	median_efficient_minus_noneater_lfc	contrast_fdr	screen_call	support_contexts	strong_support_contexts	best_context_geneformer	best_n_disease_cells_with_token	best_cosine_shift_z_vs_random	best_projection_minus_random	wave57_call	ms_microglia_module_delta_log2	ms_microglia_module_p	ms_microglia_module_fdr	highlight	passes_circuit_coupling	passes_disease_up	passes_ms_anchor	passes_perturbation_hint	wave60_call
gene:SPNS1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	2	2.0714480106269546	0.038316948174014515	1.1225054243008037	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.773,p=0.0053;ibd_uc_myeloid:0.657,p=0.16;ibd_uc_stromal:0.657,p=0.16;psoriasis_keratinocyte:0.5,p=0.67	0.11495084452204354	5	3	Crohn disease;psoriasis;type 1 diabetes mellitus	1.582166104122345	SPNS1	4.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus		-0.1044989193858096	0.4834570887940685	0.926038761164836			False		1.0	0.0		-0.1044989193858096	-0.3036219395843364	0.4834570887940685	0.926038761164836	-0.1607559240825907	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SLC10A7	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.47058823529411764	3	2.0627825019939463	0.03913329724488959	1.3069183583578456	t1d_stellate_cell	1.0	t1d_stellate_cell:1,p=0;ibd_crohn_stromal:0.886,p=0.019;sjogren_gland_epithelial:0.8,p=0.0031;ibd_crohn_epithelial:0.714,p=0.11;ibd_uc_stromal:0.6,p=0.21;sjogren_gland_apc:0.559,p=0.12	0.11613752730741428	3	3	Crohn disease;psoriasis;ulcerative colitis	1.6339843727512846	SLC10A7	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-1.1903537251013177	0.1768744028269366	0.8993702893651148			False		0.0	0.0		-1.1903537251013177	-0.6421416722291489	0.1768744028269366	0.8993702893651148	-0.1040065191557378	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CD74	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.47058823529411764	1	-2.0569097617302265	0.0396949068149175	-2.670894756762021	psoriasis_keratinocyte	1.0	ibd_uc_stromal:0.771,p=0.072;ibd_uc_epithelial:0.714,p=0.11;ibd_crohn_stromal:0.6,p=0.21;psoriasis_skin_stromal:0.5,p=0.67;t1d_beta_cell:0.5,p=0.67;ibd_crohn_myeloid:0.429,p=0.4	0.11655100298848116	6	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	1.8626734973473382	CD74	4.0	1.0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.2553907019006836	0.2187160729350419	0.8993702893651148	1.0	AS	False		4.0	0.0		0.2553907019006836	0.5415320486815584	0.2187160729350419	0.8993702893651148	0.2293709146181354	0.920009505703422	UNRESOLVED											True	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SUB1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	3	2.0061544156216202	0.044839775641513736	0.8605326260749495	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;ibd_uc_epithelial:0.771,p=0.072;sjogren_gland_epithelial:0.618,p=0.043;t1d_ductal_cell:0.6,p=0.28;psoriasis_keratinocyte:0.5,p=0.67	0.128914354969352	5	3	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	1.7769150890935932	SUB1	4.0	0.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0303632231526425	0.8461992617464025	0.976211196296546			False		1.0	0.0		0.0303632231526425	0.0833090512125096	0.8461992617464025	0.976211196296546	-0.6216259635395017	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ESCO2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.4117647058823529	0	-2.0069925602749272	0.04475045515645183	-2.87650096747311	t1d_ductal_cell	0.9999999999999999	ibd_crohn_stromal:0.551,p=0.26;psoriasis_skin_stromal:0.5,p=0.67;ibd_uc_stromal:0.334,p=0.52;sjogren_gland_stromal:0.225,p=0.53;sjogren_gland_apc:0.201,p=0.6;sjogren_gland_epithelial:0.0683,p=0.84	0.128914354969352	3	3	Crohn disease;psoriasis;ulcerative colitis	1.5357637883216837	ESCO2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.6111340072242708	0.6073267920045339	0.9473423366873376			False		0.0	0.0		0.6111340072242708	0.2201193758878879	0.6073267920045339	0.9473423366873376	0.8326290626228504	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:NDUFA11	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	2	1.9920080073494808	0.046370179324760764	0.9964467991284031	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.673,p=0.023;ibd_crohn_epithelial:0.6,p=0.21;ibd_uc_stromal:0.6,p=0.21;t1d_ductal_cell:0.6,p=0.28	0.13193989168694814	3	2	Sjogren syndrome;type 1 diabetes mellitus	1.2413944985066863	NDUFA11	3.0	0.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.2441454867594998	0.1335462695173637	0.8989378106274888			False		2.0	0.0		0.2441454867594998	0.647172976155947	0.1335462695173637	0.8989378106274888	-0.1257066814324825	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:PSME2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	1	1.9821822998815242	0.04745884097245235	0.36298903449401226	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_stromal:0.6,p=0.21;t1d_ductal_cell:0.6,p=0.28;psoriasis_skin_stromal:0.5,p=0.67	0.13365959294282498	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.7531482111778196	PSME2	5.0	0.0	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.2525338557141818	0.4970034386143676	0.9275874758277628			False		2.0	0.0		-0.2525338557141818	-0.2981812295712949	0.4970034386143676	0.9275874758277628	-0.1617155445703771	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:RAB24	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	3	1.972906265412911	0.04850624266940651	0.2491787551857543	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_endothelial_cell:1,p=1.4e-24;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.673,p=0.023;sjogren_gland_apc:0.525,p=0.15;t1d_beta_cell:0.5,p=0.67	0.13522952501773935	5	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.5592878570978137	RAB24	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		-0.4718470923170326	0.2316258965705408	0.9004758652001262			False		3.0	0.0		-0.4718470923170326	-0.5211376840889437	0.2316258965705408	0.9004758652001262	-0.1208653107491568	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MARCO	gene	13	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6923076923076923	2	1.9593661645778975	0.05006992020962563	-0.4382620016615583	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;psoriasis_skin_stromal:1,p=0;t1d_stellate_cell:0.775,p=0.23;psoriasis_skin_apc:0.5,p=0.67;sjogren_gland_apc:0.367,p=0.33;ibd_crohn_myeloid:0.314,p=0.54	0.13689767761731408	2	2	Crohn disease;ulcerative colitis	1.4651401961758024	MARCO	2.0	0.0	Crohn disease;ulcerative colitis		-2.5362846413133395	0.0907982255292643	0.8989378106274888			True		1.0	0.0		-2.5362846413133395	-0.7613052721484995	0.0907982255292643	0.8989378106274888	0.19464151802938	0.9965506589785832	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:RABGGTB	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	4	1.9591381171910467	0.050096613910683783	0.818277423948529	psoriasis_skin_apc	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;ibd_uc_stromal:0.829,p=0.042;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.727,p=0.011;ibd_uc_epithelial:0.714,p=0.11	0.13689767761731408	3	3	Crohn disease;psoriasis;type 1 diabetes mellitus	1.6753511286570584	RABGGTB	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		-0.2234965293033735	0.1878962824017918	0.8993702893651148			False		1.0	0.0		-0.2234965293033735	-0.5745268002412105	0.1878962824017918	0.8993702893651148	-0.1086570250462363	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:COX7A2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	3	1.954000713037549	0.050701132863105576	0.9572452682622656	psoriasis_skin_apc	1.0	psoriasis_skin_apc:1,p=0;t1d_endothelial_cell:0.9,p=0.037;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.664,p=0.026;t1d_ductal_cell:0.6,p=0.28;ibd_crohn_epithelial:0.543,p=0.27	0.13719130068840332	6	3	psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.4747778726618446	COX7A2	4.0	0.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1753693830366742	0.3925186644961553	0.9157809859344704			False		2.0	0.0		0.1753693830366742	0.3598881529359254	0.3925186644961553	0.9157809859344704	-0.5828768928820304	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:HIF1A	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	5	1.9471073276749715	0.051521868695901245	1.3444917418736493	psoriasis_keratinocyte	1.0	psoriasis_skin_apc:1,p=0;ibd_uc_stromal:0.771,p=0.072;sjogren_gland_epithelial:0.745,p=0.0085;t1d_ductal_cell:0.7,p=0.19;sjogren_gland_apc:0.667,p=0.05;ibd_crohn_stromal:0.657,p=0.16	0.13731674048175682	8	3	Crohn disease;psoriasis;ulcerative colitis	1.6633832456917084	HIF1A	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		-0.1231736174707265	0.7282461776522897	0.9681291199669212	4.0	MS;UC;celiac;psoriasis	False		2.0	2.0	ibd_crohn_stromal:Crohn disease;ibd_uc_stromal:ulcerative colitis	-0.1231736174707265	-0.1509074129292437	0.7282461776522897	0.9681291199669212	-0.0580493234037268	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SEC61A1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5294117647058824	2	1.9452695919425103	0.05174253989167649	0.9482398044611842	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.7,p=0.016;sjogren_gland_apc:0.533,p=0.14;psoriasis_skin_stromal:0.5,p=0.67;ibd_uc_stromal:0.486,p=0.33	0.13731674048175682	7	3	Crohn disease;psoriasis;ulcerative colitis	1.7620185994927842	SEC61A1	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-0.0775050827248335	0.5742291621491669	0.9435509047633368			False		2.0	1.0	ibd_crohn_stromal:Crohn disease	-0.0775050827248335	-0.2397760921557724	0.5742291621491669	0.9435509047633368	-1.5824283540405577	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ROMO1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	2	1.9337036350292678	0.053149576662995864	0.4925275270505029	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.736,p=0.0098;t1d_stellate_cell:0.6,p=0.4;ibd_crohn_myeloid:0.6,p=0.21;t1d_acinar_cell:0.6,p=0.28;psoriasis_keratinocyte:0.5,p=0.67	0.1397074586570177	4	2	psoriasis;type 1 diabetes mellitus	1.4078155113055986	ROMO1	3.0	0.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.4378196442775728	0.0660650677266765	0.8989378106274888			False		1.0	0.0		0.4378196442775728	0.8060766004973745	0.0660650677266765	0.8989378106274888	-0.5905002775232864	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CSGALNACT1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	4	1.9170660753508835	0.05522953782194748	1.030510269993714	psoriasis_keratinocyte	1.0	psoriasis_skin_stromal:1,p=0;t1d_beta_cell:1,p=0;ibd_uc_stromal:0.771,p=0.072;ibd_crohn_stromal:0.714,p=0.11;sjogren_gland_epithelial:0.545,p=0.083;psoriasis_skin_apc:0.5,p=0.67	0.13984727008126152	5	3	Crohn disease;psoriasis;ulcerative colitis	1.788883553633407	CSGALNACT1	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		-0.3755440485743797	0.1745940191208913	0.8993702893651148			False		3.0	0.0		-0.3755440485743797	-0.5895245940879336	0.1745940191208913	0.8993702893651148	0.1270942119367657	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:MTHFD2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	2	1.9196470503378396	0.0549024966900566	0.7613800122577082	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.709,p=0.015;psoriasis_skin_stromal:0.5,p=0.67;ibd_crohn_epithelial:0.429,p=0.4;ibd_uc_epithelial:0.429,p=0.4	0.13984727008126152	8	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.635312622816976	MTHFD2	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0461599204982174	0.8145219094018459	0.9761732664217524			False		4.0	0.0		0.0461599204982174	0.0986393692526818	0.8145219094018459	0.9761732664217524	0.3662339930086572	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:GOLT1B	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.6470588235294118	2	1.9194633086873567	0.05492572549974155	1.0888938114828415	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_apc:0.85,p=0.0037;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_stromal:0.5,p=0.67;ibd_crohn_epithelial:0.486,p=0.33;sjogren_gland_epithelial:0.464,p=0.15	0.13984727008126152	4	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.6852919204589645	GOLT1B	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1829471381030103	0.3453990585708625	0.9141270983319502			False		1.0	0.0		0.1829471381030103	0.4037084321625236	0.3453990585708625	0.9141270983319502	0.1975052687550812	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:AXL	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.4117647058823529	2	-1.9277156507672633	0.05389050430923163	-3.06186280625933	psoriasis_keratinocyte	1.0	ibd_crohn_epithelial:0.88,p=0.021;ibd_crohn_myeloid:0.6,p=0.21;sjogren_gland_epithelial:0.582,p=0.06;sjogren_gland_apc:0.217,p=0.58;sjogren_gland_stromal:0.164,p=0.65;ibd_uc_stromal:0.143,p=0.79	0.13984727008126152	1	1	type 1 diabetes mellitus	1.5434229426051573	AXL	0.0	3.0		Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.2436879373355509	0.2187319600718436	0.8993702893651148			True		1.0	0.0		0.2436879373355509	0.5356123959794967	0.2187319600718436	0.8993702893651148	-0.4476354232438678	0.9971256078463696	UNRESOLVED											False	False	False	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:ABHD2	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7058823529411765	4	-1.9026406035761283	0.057087457168660566	-3.64338647147859	psoriasis_keratinocyte	1.0	ibd_crohn_stromal:0.943,p=0.0048;ibd_uc_stromal:0.829,p=0.042;t1d_stellate_cell:0.8,p=0.2;sjogren_gland_epithelial:0.782,p=0.0045;sjogren_gland_apc:0.65,p=0.058;t1d_endothelial_cell:0.6,p=0.28	0.14323761980500288	2	2	Crohn disease;ulcerative colitis	1.2180601814988967	ABHD2	2.0	0.0	Crohn disease;ulcerative colitis		0.7082492463572763	0.0032438170483105	0.8344760564031432			False		1.0	0.0		0.7082492463572763	1.4522431738682335	0.0032438170483105	0.8344760564031432	-0.22910921042433	0.920009505703422	UNRESOLVED											False	False	True	True	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:CD300A	gene	15	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8	1	1.8842487382567645	0.059531337767885856	0.819031981776984	psoriasis_keratinocyte	1.0	psoriasis_keratinocyte:1,p=0;t1d_endothelial_cell:0.671,p=0.22;t1d_ductal_cell:0.667,p=0.22;ibd_uc_myeloid:0.657,p=0.16;psoriasis_skin_apc:0.5,p=0.67;sjogren_gland_epithelial:0.284,p=0.4	0.14802386688231078	1	1	ulcerative colitis	1.2526502721221133	CD300A	0.0	0.0			-0.3453443248914674	0.0766109345414007	0.8989378106274888			False		0.0	0.0		-0.3453443248914674	-0.7766143203952453	0.0766109345414007	0.8989378106274888	1.3382347566762522	0.920009505703422	UNRESOLVED											True	False	False	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:JAK1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.8235294117647058	4	1.837885718480051	0.06607924698619298	1.4340508713080797	ibd_uc_stromal	0.8285714285714287	ibd_uc_stromal:0.829,p=0.042;sjogren_gland_apc:0.783,p=0.013;ibd_crohn_stromal:0.771,p=0.072;ibd_crohn_epithelial:0.657,p=0.16;t1d_stellate_cell:0.6,p=0.4;t1d_endothelial_cell:0.6,p=0.28	0.1628381443588327	5	2	Crohn disease;ulcerative colitis	1.668174714276993	JAK1	2.0	2.0	Crohn disease;ulcerative colitis	psoriasis;type 1 diabetes mellitus	0.2576120813511604	0.060997046211002	0.8989378106274888			False		2.0	0.0		0.2576120813511604	0.8491345062031387	0.060997046211002	0.8989378106274888	0.0294760225567655	1.0	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:S100P	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.29411764705882354	0	-1.8335013306318566	0.06672805086493432	-2.6511793956562646	psoriasis_keratinocyte	1.0	ibd_uc_myeloid:0.486,p=0.33;sjogren_gland_apc:0.402,p=0.28;ibd_crohn_epithelial:0.314,p=0.54;ibd_crohn_stromal:0.152,p=0.77;sjogren_gland_epithelial:0.118,p=0.73	0.1629817879532909	7	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.7436399647835437	S100P	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-0.9432265448886435	0.3979188540487969	0.9157809859344704			False		2.0	0.0		-0.9432265448886435	-0.3603386547694298	0.3979188540487969	0.9157809859344704														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:AP2B1	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.7647058823529411	3	1.8057024080468003	0.07096483632720926	1.495953818284287	psoriasis_keratinocyte	1.0	psoriasis_skin_stromal:1,p=0;sjogren_gland_epithelial:0.855,p=0.00081;ibd_uc_stromal:0.829,p=0.042;t1d_ductal_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_myeloid:0.6,p=0.21	0.17067815557600774	5	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	1.4890519519158658	AP2B1	4.0	0.0	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.1143865331231861	0.3967725673770887	0.9157809859344704			False		0.0	0.0		0.1143865331231861	0.3606628711775221	0.3967725673770887	0.9157809859344704	-0.4295607930835301	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:COX7B	gene	17	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5882352941176471	2	1.8047366732302945	0.0711158981566699	0.5914875781416006	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;sjogren_gland_epithelial:0.736,p=0.0098;t1d_ductal_cell:0.6,p=0.28;t1d_endothelial_cell:0.6,p=0.28;psoriasis_keratinocyte:0.5,p=0.67;psoriasis_skin_apc:0.5,p=0.67	0.17067815557600774	5	2	psoriasis;type 1 diabetes mellitus	1.5476421831744303	COX7B	4.0	1.0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.336284974580872	0.3849065929257884	0.9141270983319502			False		1.0	0.0		0.336284974580872	0.3648248935121577	0.3849065929257884	0.9141270983319502	-0.2941751414797042	0.9971256078463696	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:TNIP3	gene	16	5	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0.5	3	1.7945408908004672	0.07272687804259292	0.4952403991028942	t1d_stellate_cell	1.0	t1d_stellate_cell:1,p=0;t1d_ductal_cell:0.783,p=0.12;ibd_uc_stromal:0.771,p=0.072;sjogren_gland_stromal:0.623,p=0.054;ibd_crohn_epithelial:0.486,p=0.33;ibd_crohn_stromal:0.261,p=0.62	0.17156084051073203	6	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	1.563471919941143	TNIP3	3.0	0.0	Crohn disease;psoriasis;ulcerative colitis		-2.0847233358346267	0.0835530313648222	0.8989378106274888			False		1.0	0.0		-2.0847233358346267	-0.7842156370377625	0.0835530313648222	0.8989378106274888	-0.8648703811962777	0.920009505703422	UNRESOLVED											False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
gene:SERPINA1	gene	14	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0.6428571428571429	1	1.7967550748696581	0.07237451130155528	0.20643163309251583	t1d_beta_cell	1.0	t1d_beta_cell:1,p=0;t1d_endothelial_cell:0.8,p=0.1;t1d_stellate_cell:0.8,p=0.2;ibd_crohn_epithelial:0.6,p=0.21;t1d_acinar_cell:0.6,p=0.28;ibd_uc_stromal:0.541,p=0.27	0.17156084051073203	7	3	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	1.831114215984183	SERPINA1	3.0	0.0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		-0.2970372840590478	0.334044421696787	0.9141270983319502			False		3.0	0.0		-0.2970372840590478	-0.4052807306025106	0.334044421696787	0.9141270983319502														False	False	True	False	False	NO_GO_CIRCUIT_COUPLING_PIVOT
