pathology	cell_type	n	pct_detected	mean_expr	gene
MS_periplaque_white_matter	neurons	120	0.008333333333333333	0.008333334	HLA-DRA
MS_periplaque_white_matter	oligodendrocytes	17563	0.003928713773273359	0.003985652	HLA-DRA
MS_periplaque_white_matter	opc	645	0.004651162790697674	0.007751938	HLA-DRA
MS_periplaque_white_matter	vascular_cells	120	0.008333333333333333	0.008333334	HLA-DRA
chronic_active_MS_lesion_edge	astrocytes	4046	0.04572417202174987	0.05338606	HLA-DRA
chronic_active_MS_lesion_edge	immune	2873	0.3574660633484163	0.72328573	HLA-DRA
chronic_active_MS_lesion_edge	lymphocytes	219	0.0410958904109589	0.04109589	HLA-DRA
chronic_active_MS_lesion_edge	neurons	364	0.013736263736263736	0.013736264	HLA-DRA
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.017459314267656817	0.017617317	HLA-DRA
chronic_active_MS_lesion_edge	opc	567	0.024691358024691357	0.028218694	HLA-DRA
chronic_active_MS_lesion_edge	vascular_cells	795	0.03522012578616352	0.03773585	HLA-DRA
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.010113027959547887	0.013087448	HLA-DRA
chronic_inactive_MS_lesion_edge	immune	847	0.33293978748524206	0.7201889	HLA-DRA
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.0	0.0	HLA-DRA
chronic_inactive_MS_lesion_edge	neurons	918	0.013071895424836602	0.013071896	HLA-DRA
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.004467077637809345	0.0045564193	HLA-DRA
chronic_inactive_MS_lesion_edge	opc	536	0.007462686567164179	0.009328358	HLA-DRA
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.03717472118959108	0.03717472	HLA-DRA
control_white_matter	astrocytes	328	0.0	0.0	HLA-DRA
control_white_matter	immune	289	0.40484429065743943	1.6262976	HLA-DRA
control_white_matter	lymphocytes	16	0.0	0.0	HLA-DRA
control_white_matter	neurons	34	0.0	0.0	HLA-DRA
control_white_matter	oligodendrocytes	4264	0.005628517823639775	0.0058630393	HLA-DRA
control_white_matter	opc	295	0.006779661016949152	0.006779661	HLA-DRA
control_white_matter	vascular_cells	65	0.0	0.0	HLA-DRA
MS_lesion_core	astrocytes	1687	0.013040901007705987	0.013040901	HLA-DPA1
MS_lesion_core	immune	651	0.2488479262672811	0.33947772	HLA-DPA1
MS_lesion_core	lymphocytes	24	0.0	0.0	HLA-DPA1
MS_lesion_core	neurons	1367	0.009509875640087784	0.010241404	HLA-DPA1
MS_lesion_core	oligodendrocytes	19	0.0	0.0	HLA-DPA1
MS_lesion_core	opc	132	0.007575757575757576	0.007575758	HLA-DPA1
MS_lesion_core	vascular_cells	459	0.026143790849673203	0.026143791	HLA-DPA1
MS_periplaque_white_matter	astrocytes	469	0.0042643923240938165	0.0042643924	HLA-DPA1
MS_periplaque_white_matter	immune	772	0.20725388601036268	0.37823835	HLA-DPA1
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	HLA-DPA1
MS_periplaque_white_matter	neurons	120	0.0	0.0	HLA-DPA1
MS_periplaque_white_matter	oligodendrocytes	17563	0.0025052667539714173	0.0025622046	HLA-DPA1
MS_periplaque_white_matter	opc	645	0.004651162790697674	0.004651163	HLA-DPA1
MS_periplaque_white_matter	vascular_cells	120	0.03333333333333333	0.041666668	HLA-DPA1
chronic_active_MS_lesion_edge	astrocytes	4046	0.03163618388531883	0.03311913	HLA-DPA1
chronic_active_MS_lesion_edge	immune	2873	0.23773059519665854	0.38844413	HLA-DPA1
chronic_active_MS_lesion_edge	lymphocytes	219	0.0365296803652968	0.03652968	HLA-DPA1
chronic_active_MS_lesion_edge	neurons	364	0.016483516483516484	0.016483517	HLA-DPA1
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.012166218991941855	0.012403224	HLA-DPA1
chronic_active_MS_lesion_edge	opc	567	0.01763668430335097	0.017636685	HLA-DPA1
chronic_active_MS_lesion_edge	vascular_cells	795	0.06415094339622641	0.07421384	HLA-DPA1
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.015466983938132063	0.01784652	HLA-DPA1
chronic_inactive_MS_lesion_edge	immune	847	0.23494687131050768	0.36363637	HLA-DPA1
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.015151515151515152	0.015151516	HLA-DPA1
chronic_inactive_MS_lesion_edge	neurons	918	0.008714596949891068	0.008714597	HLA-DPA1
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.005628517823639775	0.0058965427	HLA-DPA1
chronic_inactive_MS_lesion_edge	opc	536	0.009328358208955223	0.009328358	HLA-DPA1
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.02973977695167286	0.040892195	HLA-DPA1
control_white_matter	astrocytes	328	0.0	0.0	HLA-DPA1
control_white_matter	immune	289	0.328719723183391	0.7543253	HLA-DPA1
control_white_matter	lymphocytes	16	0.0	0.0	HLA-DPA1
control_white_matter	neurons	34	0.0	0.0	HLA-DPA1
control_white_matter	oligodendrocytes	4264	0.0014071294559099437	0.0014071295	HLA-DPA1
control_white_matter	opc	295	0.003389830508474576	0.0033898305	HLA-DPA1
control_white_matter	vascular_cells	65	0.03076923076923077	0.03076923	HLA-DPA1
MS_lesion_core	astrocytes	1687	0.0017783046828689982	0.0017783047	TREM2
MS_lesion_core	immune	651	0.10138248847926268	0.11059908	TREM2
MS_lesion_core	lymphocytes	24	0.0	0.0	TREM2
MS_lesion_core	neurons	1367	0.0021945866861741038	0.0021945867	TREM2
MS_lesion_core	oligodendrocytes	19	0.0	0.0	TREM2
MS_lesion_core	opc	132	0.007575757575757576	0.007575758	TREM2
MS_lesion_core	vascular_cells	459	0.004357298474945534	0.0043572984	TREM2
MS_periplaque_white_matter	astrocytes	469	0.0	0.0	TREM2
MS_periplaque_white_matter	immune	772	0.10492227979274611	0.12564766	TREM2
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	TREM2
MS_periplaque_white_matter	neurons	120	0.0	0.0	TREM2
MS_periplaque_white_matter	oligodendrocytes	17563	0.0007971303308090873	0.00079713034	TREM2
MS_periplaque_white_matter	opc	645	0.0015503875968992248	0.0015503876	TREM2
MS_periplaque_white_matter	vascular_cells	120	0.0	0.0	TREM2
chronic_active_MS_lesion_edge	astrocytes	4046	0.006426099851705388	0.0066732573	TREM2
chronic_active_MS_lesion_edge	immune	2873	0.15906717716672467	0.24504003	TREM2
chronic_active_MS_lesion_edge	lymphocytes	219	0.0136986301369863	0.01369863	TREM2
chronic_active_MS_lesion_edge	neurons	364	0.005494505494505495	0.0054945056	TREM2
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.006004108073945331	0.0060831094	TREM2
chronic_active_MS_lesion_edge	opc	567	0.001763668430335097	0.0017636684	TREM2
chronic_active_MS_lesion_edge	vascular_cells	795	0.006289308176100629	0.006289308	TREM2
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.001784651992861392	0.001784652	TREM2
chronic_inactive_MS_lesion_edge	immune	847	0.13105076741440377	0.16174734	TREM2
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.0	0.0	TREM2
chronic_inactive_MS_lesion_edge	neurons	918	0.004357298474945534	0.0043572984	TREM2
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.0015188063968551773	0.0015188064	TREM2
chronic_inactive_MS_lesion_edge	opc	536	0.0	0.0	TREM2
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.0037174721189591076	0.003717472	TREM2
control_white_matter	astrocytes	328	0.0	0.0	TREM2
control_white_matter	immune	289	0.2629757785467128	0.47750866	TREM2
control_white_matter	lymphocytes	16	0.0625	0.0625	TREM2
control_white_matter	neurons	34	0.0	0.0	TREM2
control_white_matter	oligodendrocytes	4264	0.0	0.0	TREM2
control_white_matter	opc	295	0.003389830508474576	0.0033898305	TREM2
control_white_matter	vascular_cells	65	0.0	0.0	TREM2
MS_lesion_core	astrocytes	1687	0.006520450503852994	0.0065204506	GPNMB
MS_lesion_core	immune	651	0.10291858678955453	0.17511521	GPNMB
MS_lesion_core	lymphocytes	24	0.041666666666666664	0.041666668	GPNMB
MS_lesion_core	neurons	1367	0.012435991221653255	0.01316752	GPNMB
MS_lesion_core	oligodendrocytes	19	0.0	0.0	GPNMB
MS_lesion_core	opc	132	0.06818181818181818	0.07575758	GPNMB
MS_lesion_core	vascular_cells	459	0.04793028322440087	0.052287582	GPNMB
MS_periplaque_white_matter	astrocytes	469	0.019189765458422176	0.02771855	GPNMB
MS_periplaque_white_matter	immune	772	0.19948186528497408	0.4857513	GPNMB
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	GPNMB
MS_periplaque_white_matter	neurons	120	0.008333333333333333	0.033333335	GPNMB
MS_periplaque_white_matter	oligodendrocytes	17563	0.0031885213232363493	0.0032454592	GPNMB
MS_periplaque_white_matter	opc	645	0.021705426356589147	0.027906977	GPNMB
MS_periplaque_white_matter	vascular_cells	120	0.03333333333333333	0.033333335	GPNMB
chronic_active_MS_lesion_edge	astrocytes	4046	0.016559565002471577	0.019031141	GPNMB
chronic_active_MS_lesion_edge	immune	2873	0.31291333101287855	0.79881656	GPNMB
chronic_active_MS_lesion_edge	lymphocytes	219	0.0091324200913242	0.01369863	GPNMB
chronic_active_MS_lesion_edge	neurons	364	0.0027472527472527475	0.0027472528	GPNMB
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.009085163532943592	0.009322167	GPNMB
chronic_active_MS_lesion_edge	opc	567	0.047619047619047616	0.059964728	GPNMB
chronic_active_MS_lesion_edge	vascular_cells	795	0.01761006289308176	0.020125786	GPNMB
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.014277215942891136	0.015466984	GPNMB
chronic_inactive_MS_lesion_edge	immune	847	0.13105076741440377	0.2857143	GPNMB
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.0	0.0	GPNMB
chronic_inactive_MS_lesion_edge	neurons	918	0.0054466230936819175	0.005446623	GPNMB
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.000982757080318056	0.0010720986	GPNMB
chronic_inactive_MS_lesion_edge	opc	536	0.19962686567164178	0.39365673	GPNMB
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.02973977695167286	0.029739777	GPNMB
control_white_matter	astrocytes	328	0.021341463414634148	0.021341464	GPNMB
control_white_matter	immune	289	0.23529411764705882	0.6262976	GPNMB
control_white_matter	lymphocytes	16	0.0	0.0	GPNMB
control_white_matter	neurons	34	0.0	0.0	GPNMB
control_white_matter	oligodendrocytes	4264	0.0011726078799249532	0.0011726079	GPNMB
control_white_matter	opc	295	0.04067796610169491	0.0779661	GPNMB
control_white_matter	vascular_cells	65	0.0	0.0	GPNMB
MS_lesion_core	astrocytes	1687	0.004149377593360996	0.004742146	LPL
MS_lesion_core	immune	651	0.015360983102918587	0.024577573	LPL
MS_lesion_core	lymphocytes	24	0.041666666666666664	0.041666668	LPL
MS_lesion_core	neurons	1367	0.016825164594001463	0.01901975	LPL
MS_lesion_core	oligodendrocytes	19	0.0	0.0	LPL
MS_lesion_core	opc	132	0.05303030303030303	0.053030305	LPL
MS_lesion_core	vascular_cells	459	0.037037037037037035	0.052287582	LPL
MS_periplaque_white_matter	astrocytes	469	0.008528784648187633	0.012793177	LPL
MS_periplaque_white_matter	immune	772	0.13082901554404144	0.28626943	LPL
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	LPL
MS_periplaque_white_matter	neurons	120	0.0	0.0	LPL
MS_periplaque_white_matter	oligodendrocytes	17563	0.030632579855377783	0.03820532	LPL
MS_periplaque_white_matter	opc	645	0.04496124031007752	0.054263566	LPL
MS_periplaque_white_matter	vascular_cells	120	0.058333333333333334	0.09166667	LPL
chronic_active_MS_lesion_edge	astrocytes	4046	0.005437469105289174	0.006178942	LPL
chronic_active_MS_lesion_edge	immune	2873	0.14096762965541246	0.2638357	LPL
chronic_active_MS_lesion_edge	lymphocytes	219	0.0045662100456621	0.00456621	LPL
chronic_active_MS_lesion_edge	neurons	364	0.01098901098901099	0.010989011	LPL
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.0334966029388529	0.04044873	LPL
chronic_active_MS_lesion_edge	opc	567	0.059964726631393295	0.07054674	LPL
chronic_active_MS_lesion_edge	vascular_cells	795	0.0389937106918239	0.051572327	LPL
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.002379535990481856	0.00297442	LPL
chronic_inactive_MS_lesion_edge	immune	847	0.07674144037780402	0.11097993	LPL
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.015151515151515152	0.015151516	LPL
chronic_inactive_MS_lesion_edge	neurons	918	0.013071895424836602	0.015250545	LPL
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.03144822657017779	0.037166085	LPL
chronic_inactive_MS_lesion_edge	opc	536	0.048507462686567165	0.048507463	LPL
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.05204460966542751	0.0669145	LPL
control_white_matter	astrocytes	328	0.003048780487804878	0.0030487804	LPL
control_white_matter	immune	289	0.07958477508650519	0.13494809	LPL
control_white_matter	lymphocytes	16	0.0	0.0	LPL
control_white_matter	neurons	34	0.0	0.0	LPL
control_white_matter	oligodendrocytes	4264	0.01102251407129456	0.013133208	LPL
control_white_matter	opc	295	0.1694915254237288	0.21355931	LPL
control_white_matter	vascular_cells	65	0.046153846153846156	0.046153847	LPL
MS_lesion_core	astrocytes	1687	0.3959691760521636	0.6437463	ABCA1
MS_lesion_core	immune	651	0.3195084485407066	0.48540705	ABCA1
MS_lesion_core	lymphocytes	24	0.041666666666666664	0.041666668	ABCA1
MS_lesion_core	neurons	1367	0.09875640087783467	0.11046086	ABCA1
MS_lesion_core	oligodendrocytes	19	0.10526315789473684	0.15789473	ABCA1
MS_lesion_core	opc	132	0.36363636363636365	0.46212122	ABCA1
MS_lesion_core	vascular_cells	459	0.3681917211328976	0.88235295	ABCA1
MS_periplaque_white_matter	astrocytes	469	0.744136460554371	3.9360342	ABCA1
MS_periplaque_white_matter	immune	772	0.25259067357512954	0.43782383	ABCA1
MS_periplaque_white_matter	lymphocytes	81	0.012345679012345678	0.012345679	ABCA1
MS_periplaque_white_matter	neurons	120	0.05	0.06666667	ABCA1
MS_periplaque_white_matter	oligodendrocytes	17563	0.049137391106303024	0.06411205	ABCA1
MS_periplaque_white_matter	opc	645	0.32558139534883723	0.524031	ABCA1
MS_periplaque_white_matter	vascular_cells	120	0.275	0.9166667	ABCA1
chronic_active_MS_lesion_edge	astrocytes	4046	0.4718240237271379	2.0155709	ABCA1
chronic_active_MS_lesion_edge	immune	2873	0.3296206056387052	0.63244	ABCA1
chronic_active_MS_lesion_edge	lymphocytes	219	0.0182648401826484	0.02739726	ABCA1
chronic_active_MS_lesion_edge	neurons	364	0.013736263736263736	0.01923077	ABCA1
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.04408279349028282	0.053088956	ABCA1
chronic_active_MS_lesion_edge	opc	567	0.26631393298059963	0.38447973	ABCA1
chronic_active_MS_lesion_edge	vascular_cells	795	0.29559748427672955	0.6754717	ABCA1
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.5008923259964307	1.2849494	ABCA1
chronic_inactive_MS_lesion_edge	immune	847	0.22786304604486424	0.32821724	ABCA1
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.015151515151515152	0.015151516	ABCA1
chronic_inactive_MS_lesion_edge	neurons	918	0.03812636165577342	0.044662308	ABCA1
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.033592423836326275	0.040203698	ABCA1
chronic_inactive_MS_lesion_edge	opc	536	0.292910447761194	0.3880597	ABCA1
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.36059479553903345	0.67286247	ABCA1
control_white_matter	astrocytes	328	0.5182926829268293	1.179878	ABCA1
control_white_matter	immune	289	0.23875432525951557	0.38408303	ABCA1
control_white_matter	lymphocytes	16	0.0	0.0	ABCA1
control_white_matter	neurons	34	0.029411764705882353	0.029411765	ABCA1
control_white_matter	oligodendrocytes	4264	0.09685741088180112	0.12265478	ABCA1
control_white_matter	opc	295	0.1016949152542373	0.11186441	ABCA1
control_white_matter	vascular_cells	65	0.1076923076923077	0.12307692	ABCA1
MS_lesion_core	astrocytes	1687	0.07291049199762893	0.07883818	LGALS3
MS_lesion_core	immune	651	0.02457757296466974	0.024577573	LGALS3
MS_lesion_core	lymphocytes	24	0.0	0.0	LGALS3
MS_lesion_core	neurons	1367	0.013167520117044623	0.01316752	LGALS3
MS_lesion_core	oligodendrocytes	19	0.0	0.0	LGALS3
MS_lesion_core	opc	132	0.007575757575757576	0.007575758	LGALS3
MS_lesion_core	vascular_cells	459	0.15468409586056645	0.19389978	LGALS3
MS_periplaque_white_matter	astrocytes	469	0.06609808102345416	0.081023455	LGALS3
MS_periplaque_white_matter	immune	772	0.06606217616580311	0.0880829	LGALS3
MS_periplaque_white_matter	lymphocytes	81	0.037037037037037035	0.037037037	LGALS3
MS_periplaque_white_matter	neurons	120	0.0	0.0	LGALS3
MS_periplaque_white_matter	oligodendrocytes	17563	0.005238285031031145	0.005750726	LGALS3
MS_periplaque_white_matter	opc	645	0.03255813953488372	0.034108527	LGALS3
MS_periplaque_white_matter	vascular_cells	120	0.2	0.31666666	LGALS3
chronic_active_MS_lesion_edge	astrocytes	4046	0.12555610479485912	0.15447356	LGALS3
chronic_active_MS_lesion_edge	immune	2873	0.09432648799164636	0.1193874	LGALS3
chronic_active_MS_lesion_edge	lymphocytes	219	0.0365296803652968	0.03652968	LGALS3
chronic_active_MS_lesion_edge	neurons	364	0.013736263736263736	0.013736264	LGALS3
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.01295623321219782	0.013588245	LGALS3
chronic_active_MS_lesion_edge	opc	567	0.042328042328042326	0.04585538	LGALS3
chronic_active_MS_lesion_edge	vascular_cells	795	0.2050314465408805	0.33333334	LGALS3
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.08863771564544913	0.09875074	LGALS3
chronic_inactive_MS_lesion_edge	immune	847	0.043683589138134596	0.050767414	LGALS3
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.06060606060606061	0.060606062	LGALS3
chronic_inactive_MS_lesion_edge	neurons	918	0.007625272331154684	0.0076252725	LGALS3
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.004824443848834093	0.0050924686	LGALS3
chronic_inactive_MS_lesion_edge	opc	536	0.04291044776119403	0.04664179	LGALS3
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.21561338289962825	0.33828998	LGALS3
control_white_matter	astrocytes	328	0.057926829268292686	0.05792683	LGALS3
control_white_matter	immune	289	0.031141868512110725	0.034602076	LGALS3
control_white_matter	lymphocytes	16	0.0	0.0	LGALS3
control_white_matter	neurons	34	0.0	0.0	LGALS3
control_white_matter	oligodendrocytes	4264	0.0014071294559099437	0.0014071295	LGALS3
control_white_matter	opc	295	0.0	0.0	LGALS3
control_white_matter	vascular_cells	65	0.046153846153846156	0.06153846	LGALS3
MS_lesion_core	astrocytes	1687	0.005927682276229994	0.0059276824	ITGAM
MS_lesion_core	immune	651	0.2672811059907834	0.3533026	ITGAM
MS_lesion_core	lymphocytes	24	0.0	0.0	ITGAM
MS_lesion_core	neurons	1367	0.0043891733723482075	0.0043891734	ITGAM
MS_lesion_core	oligodendrocytes	19	0.0	0.0	ITGAM
MS_lesion_core	opc	132	0.015151515151515152	0.015151516	ITGAM
MS_lesion_core	vascular_cells	459	0.002178649237472767	0.0021786492	ITGAM
MS_periplaque_white_matter	astrocytes	469	0.0042643923240938165	0.0042643924	ITGAM
MS_periplaque_white_matter	immune	772	0.19300518134715025	0.25518134	ITGAM
MS_periplaque_white_matter	lymphocytes	81	0.012345679012345678	0.012345679	ITGAM
MS_periplaque_white_matter	neurons	120	0.0	0.0	ITGAM
MS_periplaque_white_matter	oligodendrocytes	17563	0.0034732107270967374	0.0035301486	ITGAM
MS_periplaque_white_matter	opc	645	0.0031007751937984496	0.0031007752	ITGAM
MS_periplaque_white_matter	vascular_cells	120	0.0	0.0	ITGAM
chronic_active_MS_lesion_edge	astrocytes	4046	0.005437469105289174	0.005437469	ITGAM
chronic_active_MS_lesion_edge	immune	2873	0.2328576400974591	0.3045597	ITGAM
chronic_active_MS_lesion_edge	lymphocytes	219	0.0091324200913242	0.00913242	ITGAM
chronic_active_MS_lesion_edge	neurons	364	0.0027472527472527475	0.0027472528	ITGAM
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.003397061147100648	0.0033970613	ITGAM
chronic_active_MS_lesion_edge	opc	567	0.014109347442680775	0.014109347	ITGAM
chronic_active_MS_lesion_edge	vascular_cells	795	0.0012578616352201257	0.0012578616	ITGAM
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.005353955978584176	0.005353956	ITGAM
chronic_inactive_MS_lesion_edge	immune	847	0.21251475796930341	0.3022432	ITGAM
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.030303030303030304	0.030303031	ITGAM
chronic_inactive_MS_lesion_edge	neurons	918	0.002178649237472767	0.0021786492	ITGAM
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.0012507817385866166	0.0012507817	ITGAM
chronic_inactive_MS_lesion_edge	opc	536	0.009328358208955223	0.01119403	ITGAM
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.011152416356877323	0.0111524165	ITGAM
control_white_matter	astrocytes	328	0.0	0.0	ITGAM
control_white_matter	immune	289	0.27335640138408307	0.32871974	ITGAM
control_white_matter	lymphocytes	16	0.0	0.0	ITGAM
control_white_matter	neurons	34	0.0	0.0	ITGAM
control_white_matter	oligodendrocytes	4264	0.00398686679174484	0.0039868667	ITGAM
control_white_matter	opc	295	0.0	0.0	ITGAM
control_white_matter	vascular_cells	65	0.015384615384615385	0.015384615	ITGAM
MS_lesion_core	astrocytes	1687	0.016004742145820983	0.017783048	C3
MS_lesion_core	immune	651	0.5576036866359447	1.0138249	C3
MS_lesion_core	lymphocytes	24	0.041666666666666664	0.041666668	C3
MS_lesion_core	neurons	1367	0.020482809070958303	0.021945868	C3
MS_lesion_core	oligodendrocytes	19	0.0	0.0	C3
MS_lesion_core	opc	132	0.015151515151515152	0.015151516	C3
MS_lesion_core	vascular_cells	459	0.037037037037037035	0.039215688	C3
MS_periplaque_white_matter	astrocytes	469	0.09594882729211088	0.12153518	C3
MS_periplaque_white_matter	immune	772	0.4378238341968912	1.0660622	C3
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	C3
MS_periplaque_white_matter	neurons	120	0.0	0.0	C3
MS_periplaque_white_matter	oligodendrocytes	17563	0.006377042646472699	0.006604794	C3
MS_periplaque_white_matter	opc	645	0.004651162790697674	0.004651163	C3
MS_periplaque_white_matter	vascular_cells	120	0.03333333333333333	0.033333335	C3
chronic_active_MS_lesion_edge	astrocytes	4046	0.10578348986653485	0.13568957	C3
chronic_active_MS_lesion_edge	immune	2873	0.42359902540898015	0.9958232	C3
chronic_active_MS_lesion_edge	lymphocytes	219	0.0182648401826484	0.01826484	C3
chronic_active_MS_lesion_edge	neurons	364	0.008241758241758242	0.008241759	C3
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.00940116922104598	0.009875177	C3
chronic_active_MS_lesion_edge	opc	567	0.010582010582010581	0.01058201	C3
chronic_active_MS_lesion_edge	vascular_cells	795	0.031446540880503145	0.038993713	C3
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.05889351576442594	0.07317073	C3
chronic_inactive_MS_lesion_edge	immune	847	0.40731995277449823	0.7048406	C3
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.015151515151515152	0.015151516	C3
chronic_inactive_MS_lesion_edge	neurons	918	0.0054466230936819175	0.005446623	C3
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.003663003663003663	0.0036630037	C3
chronic_inactive_MS_lesion_edge	opc	536	0.0037313432835820895	0.0037313432	C3
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.022304832713754646	0.022304833	C3
control_white_matter	astrocytes	328	0.057926829268292686	0.06402439	C3
control_white_matter	immune	289	0.5743944636678201	1.2214533	C3
control_white_matter	lymphocytes	16	0.0	0.0	C3
control_white_matter	neurons	34	0.029411764705882353	0.029411765	C3
control_white_matter	oligodendrocytes	4264	0.003283302063789869	0.0035178235	C3
control_white_matter	opc	295	0.006779661016949152	0.006779661	C3
control_white_matter	vascular_cells	65	0.0	0.0	C3
MS_lesion_core	astrocytes	1687	0.01007705986959099	0.01007706	TYROBP
MS_lesion_core	immune	651	0.16589861751152074	0.20276497	TYROBP
MS_lesion_core	lymphocytes	24	0.0	0.0	TYROBP
MS_lesion_core	neurons	1367	0.011704462326261888	0.011704463	TYROBP
MS_lesion_core	oligodendrocytes	19	0.0	0.0	TYROBP
MS_lesion_core	opc	132	0.015151515151515152	0.015151516	TYROBP
MS_lesion_core	vascular_cells	459	0.002178649237472767	0.0021786492	TYROBP
MS_periplaque_white_matter	astrocytes	469	0.0042643923240938165	0.0042643924	TYROBP
MS_periplaque_white_matter	immune	772	0.16062176165803108	0.1904145	TYROBP
MS_periplaque_white_matter	lymphocytes	81	0.0	0.0	TYROBP
MS_periplaque_white_matter	neurons	120	0.0	0.0	TYROBP
MS_periplaque_white_matter	oligodendrocytes	17563	0.0013095712577577863	0.0013095712	TYROBP
MS_periplaque_white_matter	opc	645	0.0015503875968992248	0.0015503876	TYROBP
MS_periplaque_white_matter	vascular_cells	120	0.0	0.0	TYROBP
chronic_active_MS_lesion_edge	astrocytes	4046	0.011863568956994563	0.012852199	TYROBP
chronic_active_MS_lesion_edge	immune	2873	0.21580229725026104	0.28924468	TYROBP
chronic_active_MS_lesion_edge	lymphocytes	219	0.0136986301369863	0.01369863	TYROBP
chronic_active_MS_lesion_edge	neurons	364	0.008241758241758242	0.008241759	TYROBP
chronic_active_MS_lesion_edge	oligodendrocytes	12658	0.007031126560278085	0.007268131	TYROBP
chronic_active_MS_lesion_edge	opc	567	0.010582010582010581	0.01058201	TYROBP
chronic_active_MS_lesion_edge	vascular_cells	795	0.00880503144654088	0.008805032	TYROBP
chronic_inactive_MS_lesion_edge	astrocytes	1681	0.002379535990481856	0.002379536	TYROBP
chronic_inactive_MS_lesion_edge	immune	847	0.1641086186540732	0.20661157	TYROBP
chronic_inactive_MS_lesion_edge	lymphocytes	66	0.015151515151515152	0.015151516	TYROBP
chronic_inactive_MS_lesion_edge	neurons	918	0.002178649237472767	0.0021786492	TYROBP
chronic_inactive_MS_lesion_edge	oligodendrocytes	11193	0.0016974895023675511	0.0016974895	TYROBP
chronic_inactive_MS_lesion_edge	opc	536	0.005597014925373134	0.005597015	TYROBP
chronic_inactive_MS_lesion_edge	vascular_cells	269	0.0037174721189591076	0.003717472	TYROBP
control_white_matter	astrocytes	328	0.0	0.0	TYROBP
control_white_matter	immune	289	0.2179930795847751	0.26643598	TYROBP
control_white_matter	lymphocytes	16	0.0	0.0	TYROBP
control_white_matter	neurons	34	0.0	0.0	TYROBP
control_white_matter	oligodendrocytes	4264	0.0011726078799249532	0.0011726079	TYROBP
control_white_matter	opc	295	0.0	0.0	TYROBP
control_white_matter	vascular_cells	65	0.0	0.0	TYROBP
MS_lesion_core	astrocytes	1687	0.33432128037937164	0.7617072	APOE
MS_lesion_core	immune	651	0.5268817204301075	1.248848	APOE
MS_lesion_core	lymphocytes	24	0.041666666666666664	0.041666668	APOE
MS_lesion_core	neurons	1367	0.07242136064374542	0.076079	APOE
MS_lesion_core	oligodendrocytes	19	0.2631578947368421	0.2631579	APOE
MS_lesion_core	opc	132	0.18181818181818182	0.21212122	APOE
MS_lesion_core	vascular_cells	459	0.14596949891067537	0.3769063	APOE
MS_periplaque_white_matter	astrocytes	469	0.32409381663113007	0.78038377	APOE
