analysis	gene	module	gene_metric	module_metric	n	spearman_r	spearman_p
ibd_uc_epithelial	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.7425580564386471	0.005670528788029262
ibd_uc_epithelial	GSK3A	hla_ii_apc	mean_log_norm	mean_score	12	-0.2937062937062937	0.3541476412329215
ibd_uc_epithelial	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	12	-0.16083916083916086	0.6175234895401425
ibd_uc_epithelial	GSK3A	hla_ii_apc	detection_fraction	mean_score	12	-0.3706293706293707	0.23562100351264567
ibd_uc_epithelial	GSK3A	hla_ii_apc	detection_fraction	high_fraction	12	-0.2447552447552448	0.44326193645018325
ibd_uc_epithelial	GSK3A	ifn_apc	mean_log_norm	mean_score	12	-0.20979020979020982	0.512840943181826
ibd_uc_epithelial	GSK3A	ifn_apc	mean_log_norm	high_fraction	12	-0.17482517482517487	0.5868236643627043
ibd_uc_epithelial	GSK3A	ifn_apc	detection_fraction	mean_score	12	-0.2937062937062937	0.3541476412329215
ibd_uc_epithelial	GSK3A	ifn_apc	detection_fraction	high_fraction	12	-0.2377622377622378	0.45680085263992326
ibd_uc_epithelial	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	12	-0.3636363636363637	0.24526500073077723
ibd_uc_epithelial	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	-0.3426573426573427	0.2755674509567803
ibd_uc_epithelial	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	12	-0.3706293706293707	0.23562100351264567
ibd_uc_epithelial	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	12	-0.3846153846153847	0.21702022575997731
ibd_uc_epithelial	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.06293706293706294	0.8459309212287789
ibd_uc_epithelial	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.013986013986013986	0.9655902689187796
ibd_uc_epithelial	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	-0.08391608391608392	0.7954145018538978
ibd_uc_epithelial	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	-0.10489510489510491	0.7456094809807079
ibd_uc_epithelial	GSK3B	hla_ii_apc	mean_log_norm	mean_score	12	-0.16783216783216784	0.6020994277865379
ibd_uc_epithelial	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	12	-0.25874125874125875	0.41677476889913817
ibd_uc_epithelial	GSK3B	hla_ii_apc	detection_fraction	mean_score	12	-0.3216783216783217	0.30790987618065263
ibd_uc_epithelial	GSK3B	hla_ii_apc	detection_fraction	high_fraction	12	-0.30069930069930073	0.34225952894002437
ibd_uc_epithelial	GSK3B	ifn_apc	mean_log_norm	mean_score	12	-0.1258741258741259	0.696683109395766
ibd_uc_epithelial	GSK3B	ifn_apc	mean_log_norm	high_fraction	12	-0.07692307692307693	0.8121826980280591
ibd_uc_epithelial	GSK3B	ifn_apc	detection_fraction	mean_score	12	-0.2027972027972028	0.5273023541661079
ibd_uc_epithelial	GSK3B	ifn_apc	detection_fraction	high_fraction	12	-0.1258741258741259	0.696683109395766
ibd_uc_epithelial	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	12	-0.11188811188811189	0.729194990751066
ibd_uc_epithelial	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	-0.18881118881118883	0.5567370561768314
ibd_uc_epithelial	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	12	-0.27272727272727276	0.39109677094189615
ibd_uc_epithelial	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	12	-0.3216783216783217	0.30790987618065263
ibd_uc_epithelial	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	-0.20979020979020982	0.512840943181826
ibd_uc_epithelial	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	-0.18881118881118883	0.5567370561768314
ibd_uc_epithelial	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	-0.16783216783216784	0.6020994277865379
ibd_uc_epithelial	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	-0.1328671328671329	0.6805975082860817
ibd_uc_epithelial	MED16	hla_ii_apc	mean_log_norm	mean_score	12	0.15384615384615385	0.6330906812462617
ibd_uc_epithelial	MED16	hla_ii_apc	mean_log_norm	high_fraction	12	0.09090909090909093	0.7787253962454419
ibd_uc_epithelial	MED16	hla_ii_apc	detection_fraction	mean_score	12	0.10489510489510491	0.7456094809807079
ibd_uc_epithelial	MED16	hla_ii_apc	detection_fraction	high_fraction	12	0.06993006993006995	0.8290236405313092
ibd_uc_epithelial	MED16	ifn_apc	mean_log_norm	mean_score	12	0.04195804195804196	0.8969858708195542
ibd_uc_epithelial	MED16	ifn_apc	mean_log_norm	high_fraction	12	0.02097902097902098	0.9484022252365222
ibd_uc_epithelial	MED16	ifn_apc	detection_fraction	mean_score	12	0.06293706293706294	0.8459309212287789
ibd_uc_epithelial	MED16	ifn_apc	detection_fraction	high_fraction	12	0.10489510489510491	0.7456094809807079
ibd_uc_epithelial	MED16	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.1958041958041958	0.5419358857313173
ibd_uc_epithelial	MED16	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.1328671328671329	0.6805975082860817
ibd_uc_epithelial	MED16	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.16083916083916086	0.6175234895401425
ibd_uc_epithelial	MED16	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.11188811188811189	0.729194990751066
ibd_uc_epithelial	MED16	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.1258741258741259	0.696683109395766
ibd_uc_epithelial	MED16	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.06293706293706294	0.8459309212287789
ibd_uc_epithelial	MED16	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.20979020979020982	0.512840943181826
ibd_uc_epithelial	MED16	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.16083916083916086	0.6175234895401425
ibd_uc_epithelial	RFX5	hla_ii_apc	mean_log_norm	mean_score	12	0.5454545454545455	0.06661188226688902
ibd_uc_epithelial	RFX5	hla_ii_apc	mean_log_norm	high_fraction	12	0.4755244755244756	0.118175957013032
ibd_uc_epithelial	RFX5	hla_ii_apc	detection_fraction	mean_score	12	0.4125874125874127	0.18256397857316675
ibd_uc_epithelial	RFX5	hla_ii_apc	detection_fraction	high_fraction	12	0.3706293706293707	0.23562100351264567
ibd_uc_epithelial	RFX5	ifn_apc	mean_log_norm	mean_score	12	0.4685314685314686	0.12445479118883407
ibd_uc_epithelial	RFX5	ifn_apc	mean_log_norm	high_fraction	12	0.49650349650349657	0.10060263183225476
ibd_uc_epithelial	RFX5	ifn_apc	detection_fraction	mean_score	12	0.3916083916083916	0.20806346369535322
ibd_uc_epithelial	RFX5	ifn_apc	detection_fraction	high_fraction	12	0.4545454545454546	0.13765791634772948
ibd_uc_epithelial	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.5174825174825175	0.08486877113393476
ibd_uc_epithelial	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.5174825174825175	0.08486877113393476
ibd_uc_epithelial	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.43356643356643365	0.15910576941219534
ibd_uc_epithelial	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.3916083916083916	0.20806346369535322
ibd_uc_epithelial	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.49650349650349657	0.10060263183225476
ibd_uc_epithelial	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.5174825174825175	0.08486877113393476
ibd_uc_epithelial	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.4825174825174825	0.11210929146889187
ibd_uc_epithelial	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.49650349650349657	0.10060263183225476
ibd_uc_myeloid	CD74	hla_ii_apc	mean_log_norm	mean_score	12	0.9090909090909092	4.191044653034231e-05
ibd_uc_myeloid	CD74	hla_ii_apc	mean_log_norm	high_fraction	12	0.8671328671328673	0.00025981184986148103
ibd_uc_myeloid	CD74	hla_ii_apc	detection_fraction	mean_score	12	0.7552447552447553	0.004508435484294224
ibd_uc_myeloid	CD74	hla_ii_apc	detection_fraction	high_fraction	12	0.30069930069930073	0.34225952894002437
ibd_uc_myeloid	CD74	ifn_apc	mean_log_norm	mean_score	12	0.3916083916083916	0.20806346369535322
ibd_uc_myeloid	CD74	ifn_apc	mean_log_norm	high_fraction	12	0.4545454545454546	0.13765791634772948
ibd_uc_myeloid	CD74	ifn_apc	detection_fraction	mean_score	12	0.8601398601398602	0.00033166833912692107
ibd_uc_myeloid	CD74	ifn_apc	detection_fraction	high_fraction	12	0.8111888111888113	0.0013633152527271926
ibd_uc_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.41958041958041964	0.1745190081300594
ibd_uc_myeloid	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.5314685314685316	0.07536233505348361
ibd_uc_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.8461538461538463	0.0005211337004810047
ibd_uc_myeloid	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.6853146853146854	0.013905968814362754
ibd_uc_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.3706293706293707	0.23562100351264567
ibd_uc_myeloid	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.3706293706293707	0.23562100351264567
ibd_uc_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.8321678321678322	0.0007854416778536134
ibd_uc_myeloid	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.8111888111888113	0.0013633152527271926
ibd_uc_myeloid	CIITA	hla_ii_apc	mean_log_norm	mean_score	12	0.5244755244755246	0.08001937592027474
ibd_uc_myeloid	CIITA	hla_ii_apc	mean_log_norm	high_fraction	12	0.23076923076923078	0.470531995381542
ibd_uc_myeloid	CIITA	hla_ii_apc	detection_fraction	mean_score	12	0.37762237762237766	0.22620604493502647
ibd_uc_myeloid	CIITA	hla_ii_apc	detection_fraction	high_fraction	12	0.1328671328671329	0.6805975082860817
ibd_uc_myeloid	CIITA	ifn_apc	mean_log_norm	mean_score	12	0.5104895104895105	0.08991373630263919
ibd_uc_myeloid	CIITA	ifn_apc	mean_log_norm	high_fraction	12	0.5804195804195805	0.04785597684206059
ibd_uc_myeloid	CIITA	ifn_apc	detection_fraction	mean_score	12	0.4125874125874127	0.18256397857316675
ibd_uc_myeloid	CIITA	ifn_apc	detection_fraction	high_fraction	12	0.4755244755244756	0.118175957013032
ibd_uc_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.6713286713286714	0.016831456186893416
ibd_uc_myeloid	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.6433566433566434	0.024003191200713647
ibd_uc_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.6503496503496504	0.022034190932365322
ibd_uc_myeloid	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.5384615384615385	0.07089431754922311
ibd_uc_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.5944055944055945	0.04152149441031857
ibd_uc_myeloid	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.6223776223776225	0.03067589506164015
ibd_uc_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.5244755244755246	0.08001937592027474
ibd_uc_myeloid	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.5594405594405596	0.05858947538856764
ibd_uc_myeloid	GSK3A	hla_ii_apc	mean_log_norm	mean_score	12	0.5734265734265735	0.05126558978649151
ibd_uc_myeloid	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	12	0.22377622377622378	0.4844516614553987
ibd_uc_myeloid	GSK3A	hla_ii_apc	detection_fraction	mean_score	12	0.15384615384615385	0.6330906812462617
ibd_uc_myeloid	GSK3A	hla_ii_apc	detection_fraction	high_fraction	12	-0.2517482517482518	0.4299187850328841
ibd_uc_myeloid	GSK3A	ifn_apc	mean_log_norm	mean_score	12	0.4825174825174825	0.11210929146889187
ibd_uc_myeloid	GSK3A	ifn_apc	mean_log_norm	high_fraction	12	0.5244755244755246	0.08001937592027474
ibd_uc_myeloid	GSK3A	ifn_apc	detection_fraction	mean_score	12	0.3356643356643357	0.28612290291498743
ibd_uc_myeloid	GSK3A	ifn_apc	detection_fraction	high_fraction	12	0.34965034965034975	0.26523878689278996
ibd_uc_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.2447552447552448	0.44326193645018325
ibd_uc_myeloid	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.1958041958041958	0.5419358857313173
ibd_uc_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.2867132867132868	0.36625146058358227
ibd_uc_myeloid	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.18881118881118883	0.5567370561768314
ibd_uc_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.4825174825174825	0.11210929146889187
ibd_uc_myeloid	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.4685314685314686	0.12445479118883407
ibd_uc_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.37762237762237766	0.22620604493502647
ibd_uc_myeloid	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.4055944055944056	0.19083587400450036
ibd_uc_myeloid	GSK3B	hla_ii_apc	mean_log_norm	mean_score	12	-0.04195804195804196	0.8969858708195542
ibd_uc_myeloid	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	12	-0.2867132867132868	0.36625146058358227
ibd_uc_myeloid	GSK3B	hla_ii_apc	detection_fraction	mean_score	12	-0.08391608391608392	0.7954145018538978
ibd_uc_myeloid	GSK3B	hla_ii_apc	detection_fraction	high_fraction	12	-0.18181818181818185	0.5717012385276553
ibd_uc_myeloid	GSK3B	ifn_apc	mean_log_norm	mean_score	12	0.5664335664335665	0.054842119775407906
ibd_uc_myeloid	GSK3B	ifn_apc	mean_log_norm	high_fraction	12	0.5594405594405596	0.05858947538856764
ibd_uc_myeloid	GSK3B	ifn_apc	detection_fraction	mean_score	12	0.2797202797202798	0.37856866966230307
ibd_uc_myeloid	GSK3B	ifn_apc	detection_fraction	high_fraction	12	0.3216783216783217	0.30790987618065263
ibd_uc_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.6433566433566434	0.024003191200713647
ibd_uc_myeloid	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.3916083916083916	0.20806346369535322
ibd_uc_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.4545454545454546	0.13765791634772948
ibd_uc_myeloid	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.35664335664335667	0.2551377517589572
ibd_uc_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.6153846153846154	0.033169901090105904
ibd_uc_myeloid	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.6363636363636365	0.026096891052703144
ibd_uc_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.39860139860139865	0.19933549461780897
ibd_uc_myeloid	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.4265734265734266	0.16669998762494498
ibd_uc_myeloid	MED16	hla_ii_apc	mean_log_norm	mean_score	12	0.013986013986013986	0.9655902689187796
ibd_uc_myeloid	MED16	hla_ii_apc	mean_log_norm	high_fraction	12	-0.2447552447552448	0.44326193645018325
ibd_uc_myeloid	MED16	hla_ii_apc	detection_fraction	mean_score	12	-0.20979020979020982	0.512840943181826
ibd_uc_myeloid	MED16	hla_ii_apc	detection_fraction	high_fraction	12	-0.5874125874125874	0.04460929646336318
ibd_uc_myeloid	MED16	ifn_apc	mean_log_norm	mean_score	12	0.27272727272727276	0.39109677094189615
ibd_uc_myeloid	MED16	ifn_apc	mean_log_norm	high_fraction	12	0.3846153846153847	0.21702022575997731
ibd_uc_myeloid	MED16	ifn_apc	detection_fraction	mean_score	12	0.22377622377622378	0.4844516614553987
ibd_uc_myeloid	MED16	ifn_apc	detection_fraction	high_fraction	12	0.27272727272727276	0.39109677094189615
ibd_uc_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	mean_score	12	0.2657342657342658	0.4038330883147116
ibd_uc_myeloid	MED16	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	0.4265734265734266	0.16669998762494498
ibd_uc_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	mean_score	12	0.15384615384615385	0.6330906812462617
ibd_uc_myeloid	MED16	mif_cd74_receptor_state	detection_fraction	high_fraction	12	0.2937062937062937	0.3541476412329215
ibd_uc_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	0.27272727272727276	0.39109677094189615
ibd_uc_myeloid	MED16	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	0.3356643356643357	0.28612290291498743
ibd_uc_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	0.2027972027972028	0.5273023541661079
ibd_uc_myeloid	MED16	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	0.25874125874125875	0.41677476889913817
ibd_uc_myeloid	RFX5	hla_ii_apc	mean_log_norm	mean_score	12	-0.006993006993006993	0.9827917689028476
ibd_uc_myeloid	RFX5	hla_ii_apc	mean_log_norm	high_fraction	12	-0.034965034965034975	0.9140933424107599
ibd_uc_myeloid	RFX5	hla_ii_apc	detection_fraction	mean_score	12	-0.1188811188811189	0.712884219214772
ibd_uc_myeloid	RFX5	hla_ii_apc	detection_fraction	high_fraction	12	-0.09090909090909093	0.7787253962454419
ibd_uc_myeloid	RFX5	ifn_apc	mean_log_norm	mean_score	12	-0.23076923076923078	0.470531995381542
ibd_uc_myeloid	RFX5	ifn_apc	mean_log_norm	high_fraction	12	-0.16783216783216784	0.6020994277865379
ibd_uc_myeloid	RFX5	ifn_apc	detection_fraction	mean_score	12	-0.2867132867132868	0.36625146058358227
ibd_uc_myeloid	RFX5	ifn_apc	detection_fraction	high_fraction	12	-0.1958041958041958	0.5419358857313173
ibd_uc_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	mean_score	12	-0.44755244755244755	0.1445863013033476
ibd_uc_myeloid	RFX5	mif_cd74_receptor_state	mean_log_norm	high_fraction	12	-0.18881118881118883	0.5567370561768314
ibd_uc_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	mean_score	12	-0.3846153846153847	0.21702022575997731
ibd_uc_myeloid	RFX5	mif_cd74_receptor_state	detection_fraction	high_fraction	12	-0.2377622377622378	0.45680085263992326
ibd_uc_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	mean_score	12	-0.2517482517482518	0.4299187850328841
ibd_uc_myeloid	RFX5	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	12	-0.2377622377622378	0.45680085263992326
ibd_uc_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	mean_score	12	-0.2517482517482518	0.4299187850328841
ibd_uc_myeloid	RFX5	mixscale_validated_ifng_readout	detection_fraction	high_fraction	12	-0.22377622377622378	0.4844516614553987
psoriasis_keratinocyte	CD74	hla_ii_apc	mean_log_norm	mean_score	6	1.0	0.0
psoriasis_keratinocyte	CD74	hla_ii_apc	mean_log_norm	high_fraction	6	1.0	0.0
psoriasis_keratinocyte	CD74	hla_ii_apc	detection_fraction	mean_score	6	1.0	0.0
psoriasis_keratinocyte	CD74	hla_ii_apc	detection_fraction	high_fraction	6	1.0	0.0
psoriasis_keratinocyte	CD74	ifn_apc	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CD74	ifn_apc	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CD74	ifn_apc	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CD74	ifn_apc	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CD74	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_keratinocyte	CD74	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.7142857142857143	0.11078717201166179
psoriasis_keratinocyte	CD74	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_keratinocyte	CD74	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.7142857142857143	0.11078717201166179
psoriasis_keratinocyte	CD74	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	CD74	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CD74	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	CD74	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CIITA	hla_ii_apc	mean_log_norm	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	CIITA	hla_ii_apc	mean_log_norm	high_fraction	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	CIITA	hla_ii_apc	detection_fraction	mean_score	6	1.0	0.0
psoriasis_keratinocyte	CIITA	hla_ii_apc	detection_fraction	high_fraction	6	1.0	0.0
psoriasis_keratinocyte	CIITA	ifn_apc	mean_log_norm	mean_score	6	0.6571428571428573	0.1561749271137024
psoriasis_keratinocyte	CIITA	ifn_apc	mean_log_norm	high_fraction	6	0.6571428571428573	0.1561749271137024
psoriasis_keratinocyte	CIITA	ifn_apc	detection_fraction	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CIITA	ifn_apc	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	CIITA	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.7142857142857143	0.11078717201166179
psoriasis_keratinocyte	CIITA	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.5428571428571429	0.26570262390670546
psoriasis_keratinocyte	CIITA	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_keratinocyte	CIITA	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.7142857142857143	0.11078717201166179
psoriasis_keratinocyte	CIITA	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.8857142857142858	0.01884548104956266
psoriasis_keratinocyte	CIITA	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.6571428571428573	0.1561749271137024
psoriasis_keratinocyte	CIITA	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.942857142857143	0.004804664723032055
psoriasis_keratinocyte	CIITA	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	GSK3A	hla_ii_apc	mean_log_norm	mean_score	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	hla_ii_apc	mean_log_norm	high_fraction	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	hla_ii_apc	detection_fraction	mean_score	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	hla_ii_apc	detection_fraction	high_fraction	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	ifn_apc	mean_log_norm	mean_score	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	ifn_apc	mean_log_norm	high_fraction	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	ifn_apc	detection_fraction	mean_score	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	ifn_apc	detection_fraction	high_fraction	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mif_cd74_receptor_state	mean_log_norm	mean_score	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	-0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3A	mif_cd74_receptor_state	detection_fraction	mean_score	6	-0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mif_cd74_receptor_state	detection_fraction	high_fraction	6	-0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3A	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3B	hla_ii_apc	mean_log_norm	mean_score	6	-0.14285714285714288	0.7871720116618076
psoriasis_keratinocyte	GSK3B	hla_ii_apc	mean_log_norm	high_fraction	6	-0.14285714285714288	0.7871720116618076
psoriasis_keratinocyte	GSK3B	hla_ii_apc	detection_fraction	mean_score	6	-0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3B	hla_ii_apc	detection_fraction	high_fraction	6	-0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3B	ifn_apc	mean_log_norm	mean_score	6	0.3714285714285715	0.4684781341107872
psoriasis_keratinocyte	GSK3B	ifn_apc	mean_log_norm	high_fraction	6	0.3714285714285715	0.4684781341107872
psoriasis_keratinocyte	GSK3B	ifn_apc	detection_fraction	mean_score	6	0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3B	ifn_apc	detection_fraction	high_fraction	6	0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	GSK3B	mif_cd74_receptor_state	mean_log_norm	mean_score	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3B	mif_cd74_receptor_state	mean_log_norm	high_fraction	6	0.14285714285714288	0.7871720116618076
psoriasis_keratinocyte	GSK3B	mif_cd74_receptor_state	detection_fraction	mean_score	6	0.028571428571428574	0.9571545189504373
psoriasis_keratinocyte	GSK3B	mif_cd74_receptor_state	detection_fraction	high_fraction	6	0.08571428571428573	0.8717434402332361
psoriasis_keratinocyte	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	mean_score	6	0.14285714285714288	0.7871720116618076
psoriasis_keratinocyte	GSK3B	mixscale_validated_ifng_readout	mean_log_norm	high_fraction	6	0.3714285714285715	0.4684781341107872
psoriasis_keratinocyte	GSK3B	mixscale_validated_ifng_readout	detection_fraction	mean_score	6	-0.028571428571428574	0.9571545189504373
psoriasis_keratinocyte	GSK3B	mixscale_validated_ifng_readout	detection_fraction	high_fraction	6	0.2571428571428572	0.6227871720116619
psoriasis_keratinocyte	RFX5	hla_ii_apc	mean_log_norm	mean_score	6	0.8285714285714287	0.04156268221574335
psoriasis_keratinocyte	RFX5	hla_ii_apc	mean_log_norm	high_fraction	6	0.8285714285714287	0.04156268221574335
