gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage	passes_convergence_gate
EML4	10	-0.186252090897726	-0.189602785339166	0.109397839128269	-1.7025207479587	0.1	0.00804523748656169	0.272182974860348	26	16	16	10	19.7758163424622	19.5027312169138	0.273085125548437	0.278624587123505	0.118248986784749	0.0184603158440858	ok	proteomics	0.0978704411667281	TRUE	FALSE
RPL17	10	0.0994771354090616	0.0742661946508989	0.142720112457148	0.697008527364564	0.8	0.0249324556028632	0.363845543463064	32	20	17	15	24.0129349130406	23.8580171192705	0.154917793770167	0.122179996769882	0.051889686225518	0.0185421330092333	ok	proteomics	0.0981406407693363	TRUE	FALSE
PDCD5	10	0.0191852086718912	0.0215085524676049	0.0220502785487207	0.870066499590964	0.8	0.0323129112432441	0.411107258306191	32	20	17	15	22.834093606169	22.7201168101648	0.113976796004195	0.150966983634667	0.064159694031439	0.0186232401590563	ok	proteomics	0.0984061909401294	TRUE	FALSE
ABHD12	10	0.010694465392584	-0.021141004400315	0.128762500824033	0.0830557446783287	0.4	0.683480902201426	1	32	20	17	15	20.3724204487179	20.0185034822965	0.353916966421412	0.372754126026842	0.158481804488283	0.0186712159690821	ok	proteomics	0.0984960829148426	TRUE	FALSE
TTR	10	-0.000596288065860882	0	0.0031505813350273	-0.189262870071474	0.1	0.583882420770365	0.991220451757667	32	20	17	15	22.0306530478066	22.5317269401646	-0.501073892357972	-0.66539962068179	0.28300322661707	0.0187125400106639	ok	proteomics	0.0985506453210625	TRUE	FALSE
HSD17B11	10	-0.00872691906828855	-0.0344490895490881	0.129675176853654	-0.0672983008778726	0.3	0.308063229907199	0.837780909563191	25	17	15	10	20.3326107026478	19.9072052354033	0.425405467244541	0.338581728890735	0.144069138815801	0.0187666720563006	ok	proteomics	0.0986723699356899	TRUE	FALSE
EPB41L2	10	-0.307379324999515	-0.310614551637635	0.12406175069705	-2.47763168964231	0	0.00592153702414871	0.272182974860348	32	20	17	15	24.7386605732145	24.5507663834938	0.187894189720652	0.157012261316938	0.0669642472727578	0.019041486510147	ok	proteomics	0.0997192525198175	TRUE	FALSE
CD9	10	0.0736564908802517	0.0634825334399156	0.0866213899665441	0.850326817760603	0.9	0.0249324556028632	0.363845543463064	32	20	17	15	24.5719707212605	24.4931537478324	0.0788169734281077	-0.732240766447334	0.3123415943449	0.0190598256938224	ok	proteomics	0.0997192525198175	TRUE	FALSE
FGFR2	10	-0.00533674294392244	-0.00740605922577824	0.0205593925783821	-0.259576878235885	0.5	0.540817904242618	0.964263921110291	23	18	10	13	18.9762621146258	19.0064073825143	-0.0301452678884964	-0.179523142048214	0.0765639259878367	0.0190399236264079	ok	proteomics	0.0997192525198175	TRUE	FALSE
FTL	10	0.465114657726557	0.364393192940127	0.327915130242071	1.41839950289333	1	0.00592153702414877	0.272182974860348	32	20	17	15	21.9373289465169	21.3336050842636	0.603723862253268	0.568863598824402	0.243012990024843	0.0192384871401718	ok	proteomics	0.0998896791187402	TRUE	FALSE
HEXA	10	0.118718763390454	0.0844002946431316	0.153405255534462	0.773889805644787	0.8	0.0323129112432441	0.411107258306191	30	20	17	13	22.9775942606936	22.6540374360109	0.323556824682743	0.276773359670138	0.118237353533307	0.0192410064277502	ok	proteomics	0.0998896791187402	TRUE	FALSE
DOCK5	10	0.0570684318628963	0.0319707695752201	0.0986788911882303	0.578324616092798	0.7	0.153576396549984	0.678424684837983	17	13	11	6	20.1787227210742	20.3305813915375	-0.151858670463326	-0.403716994571348	0.172406463667142	0.0191982921489949	ok	proteomics	0.0998896791187402	FALSE	FALSE
MYH10	10	-0.00193797166961263	-0.00704745870123636	0.0286889876605476	-0.0675510649780674	0.4	0.610298655976554	0.991220451757667	32	20	17	15	22.8041215509267	22.910329506291	-0.106207955364276	-0.116479723935783	0.0497582020770614	0.0192365437026798	ok	proteomics	0.0998896791187402	TRUE	FALSE
EHD4	10	-0.0162670210215513	0.0106040323117862	0.0637745007979843	-0.255070926749856	0.6	0.759765825978067	1	28	17	17	11	21.8615119814575	21.6924321153609	0.169079866096617	0.189500048083939	0.0809599049233051	0.0192494100282263	ok	proteomics	0.0998896791187402	TRUE	FALSE
PCK2	10	0.00615222006627359	0.00611972579031945	0.0214708342878465	0.286538472785664	0.6	0.358951435852626	0.853658649396203	32	20	17	15	21.6718586506059	21.2038042722217	0.468054378384149	0.495480069829428	0.211760204823921	0.0192932047680444	ok	proteomics	0.0999538833341192	TRUE	FALSE
IVD	10	-0.0551217941591275	-0.0579314520500623	0.0333128733610834	-1.65466945951056	0.1	0.00804523748656169	0.272182974860348	32	20	17	15	22.3212328136739	22.1970242758978	0.124208537776081	0.113514664542036	0.0486411136422451	0.0196104691340528	ok	proteomics	0.101432361488491	TRUE	FALSE
CHMP4A	10	-0.0262999962771365	-0.0229687138591578	0.041259218056247	-0.637433221378137	0.3	0.102917539402853	0.588505606955251	29	19	15	14	21.1134149919006	20.8346037936809	0.278811198219721	0.613628143859108	0.263067883322309	0.0196699479001408	ok	proteomics	0.101574844594721	TRUE	FALSE
DGLUCY	10	-0.0012832414311325	0.0111712278209964	0.0864842553955361	-0.0148378618196294	0.6	0.918812683274642	1	30	19	16	14	22.2417079661648	22.5538846695627	-0.312176703397899	0.201036181137369	0.086309306871279	0.0198456855689368	ok	proteomics	0.102316249262217	TRUE	FALSE
PPM1H	10	0.0266864026543489	0.0321374395201872	0.0830365869480092	0.321381256566551	0.6	0.414823067184775	0.867355401336879	18	16	10	8	20.998810160163	21.091087225758	-0.0922770655950664	-0.267199250942407	0.114798453581464	0.0199359599911452	ok	proteomics	0.102615353935005	FALSE	FALSE
STX2	10	0.0142868133608197	0.00668647540007458	0.0357869101488371	0.399218968650859	0.6	0.358951435852626	0.853658649396203	30	20	15	15	19.2140630500618	19.4079563969284	-0.193893346866556	-0.195844202581244	0.0841886484627247	0.0200049902871176	ok	proteomics	0.102804320037675	TRUE	FALSE
RPS13	10	0.0686973712687066	0.0468707264379577	0.0947286402958908	0.725201703034331	0.8	0.0527870006322246	0.482286389372285	32	20	17	15	22.2305198629457	22.1212941958914	0.109225667054368	0.101456258608018	0.0436764125372256	0.0201841315510163	ok	proteomics	0.103390857429602	TRUE	FALSE
NUMA1	10	0.0370601960297395	0.0229528624852659	0.0831776093850853	0.445554955278444	0.7	0.185143724157873	0.704059519908048	32	20	17	15	21.4897776048593	21.3117039511389	0.178073653720393	0.161803441646606	0.0696490900928351	0.0201725160253154	ok	proteomics	0.103390857429602	TRUE	FALSE
MAP1LC3A	10	-0.00846384716958382	-0.00781467919100239	0.017749787445784	-0.476842170388591	0.4	0.22127181567247	0.742589494275625	32	20	17	15	24.3362254749286	24.1352517855227	0.200973689405902	0.205953194407764	0.0886956252907688	0.020231750339695	ok	proteomics	0.103468163714743	TRUE	FALSE
DPYSL5	10	-0.0142615412192944	-0.00745367383862938	0.0427040408565422	-0.333962335489607	0.5	0.308063229907199	0.837780909563191	32	20	17	15	24.3373531618882	24.4083431384709	-0.0709899765826627	-0.39101819372856	0.16860192542713	0.0203852847641743	ok	proteomics	0.104086020601667	TRUE	FALSE
ALDH9A1	10	0.0112759957937621	0.0165055404668677	0.0210019881687975	0.536901349678635	0.7	0.126278928554698	0.629396089976903	32	20	17	15	25.8488570044763	26.0293982273086	-0.180541222832336	-0.20418008370452	0.0882000612487352	0.0206148296377628	ok	proteomics	0.1044200208244	TRUE	FALSE
P2RX7	10	0.0143660847536592	0.0203734150866842	0.102775511073583	0.139781204720779	0.7	0.540817904242618	0.964263921110291	31	19	17	14	22.0557174635541	21.7070614734423	0.348655990111876	0.257438081662001	0.111096092270027	0.0204897929317287	ok	proteomics	0.1044200208244	TRUE	FALSE
FCER1G	10	0.00043317443104902	0.00357282330722543	0.0766679290472573	0.0056500082424558	0.5	0.683480902201426	1	32	20	17	15	21.5484385672427	21.2310902119075	0.317348355335231	0.251349683693534	0.108555988679775	0.020591480905921	ok	proteomics	0.1044200208244	TRUE	FALSE
PYGM	10	0.00140022947272405	-0.000413905260389384	0.00610933645690228	0.229195016938718	0.3	0.726286148878805	1	32	20	17	15	24.0680146976421	24.6576171989379	-0.589602501295737	-0.516046682166981	0.222826066418953	0.0205627992439789	ok	proteomics	0.1044200208244	TRUE	FALSE
PSMD2	10	-0.0017826504397944	-0.00316573875056165	0.0282187575905608	-0.0631725345835459	0.4	0.838463781922464	1	32	20	17	15	22.6285348955826	22.5667965453578	0.061738350224875	0.0653587732827909	0.0282234193547939	0.0205711679356749	ok	proteomics	0.1044200208244	TRUE	FALSE
RDH11	10	-0.0281018588981456	-0.0379707293468406	0.0443852486623322	-0.633135101076822	0.3	0.0831311427008039	0.550231530657708	32	20	17	15	22.264165968205	22.0939488693097	0.170217098895346	0.146119736600233	0.0631415346750672	0.0206588406362001	ok	proteomics	0.104476585156999	TRUE	FALSE
MOXD1	10	-0.000353725693564216	-0.00275974412265591	0.0116666475713267	-0.0303193947877171	0.2	0.47719661998877	0.905849723120519	29	19	14	15	22.2725236332994	22.8002739540248	-0.527750320725399	-0.46589618162464	0.201405814608238	0.0207104856112636	ok	proteomics	0.104571515443539	TRUE	FALSE
GMDS	10	-0.0533814605923271	-0.0379097686159247	0.10044023577105	-0.53147486346018	0.4	0.153576396549984	0.678424684837983	27	19	13	14	21.3877341089246	21.2514927011449	0.136241407779661	0.15183606085709	0.0656686354126916	0.0207691455242887	ok	proteomics	0.10470150857807	TRUE	FALSE
MAN2C1	10	-0.0155143311176262	-0.0136721167754742	0.0767872957595867	-0.202042941663163	0.4	0.610298655976554	0.991220451757667	32	20	17	15	21.0259221300096	21.0870002222394	-0.0610780922297494	-0.180204584233087	0.0779602284733238	0.0208055956034089	ok	proteomics	0.104719303187411	TRUE	FALSE
CAND1	10	0.026443503794069	0.018170783211901	0.0664100458218123	0.39818529661944	0.7	0.414823067184775	0.867355401336879	32	20	17	15	23.5725881890744	23.6736587213775	-0.101070532303122	-0.101997530574936	0.0441503680319618	0.0208753916043366	ok	proteomics	0.104904614049597	TRUE	FALSE
NDUFA2	10	-0.00158478479442026	-0.00492709485239294	0.0214813129446111	-0.073775043383362	0.3	0.540817904242618	0.964263921110291	31	19	16	15	22.0478984998395	22.3103358652262	-0.262437365386624	-0.249487255637624	0.108468456228561	0.0214430986486369	ok	proteomics	0.107587534386931	TRUE	FALSE
PITPNC1	10	-0.0562731795549501	-0.0408549287673672	0.0683168830039646	-0.823708241368161	0.3	0.0414910873877316	0.44582820057862	31	20	16	15	21.3714811021553	21.5706317080719	-0.199150605916628	-0.177320645484638	0.077154762818595	0.0215477768709527	ok	proteomics	0.107942485396064	TRUE	FALSE
STK38L	10	-0.0736965647587499	-0.0639283977082605	0.103861059994965	-0.709568771610094	0.2	0.0665457213437161	0.514554351548001	26	19	13	13	20.6358937001875	20.8619017990929	-0.22600809890541	0.356158188498187	0.155175728469538	0.021722087313835	ok	proteomics	0.108134522293129	TRUE	FALSE
MPI	10	-0.00598237640368829	-0.00408108500873824	0.0175687995935886	-0.340511391903602	0.4	0.308063229907199	0.837780909563191	32	20	17	15	27.7409701593498	27.9392311704507	-0.198261011100975	-0.170484345338942	0.0742623197413498	0.0216927801107379	ok	proteomics	0.108134522293129	TRUE	FALSE
BUB3	10	0.00271781166996288	-0.00371428072054933	0.0517962064421351	0.052471249472664	0.4	0.759765825978067	1	32	20	17	15	20.9755027018871	20.8177658587116	0.157736843175513	0.146377592788877	0.0637705593967591	0.0217114228058987	ok	proteomics	0.108134522293129	TRUE	FALSE
CLDND1	10	0.00106275779394968	-0.00429238511208629	0.0707959235180476	0.0150115676318391	0.4	1	1	24	16	14	10	20.6103340629833	20.3753452178495	0.234988845133778	0.313875464816143	0.136650020097705	0.021622790774055	ok	proteomics	0.108134522293129	TRUE	FALSE
INPP4A	10	-0.0464635540292487	-0.0450664140992657	0.0994883377714975	-0.467025131487925	0.3	0.153576396549984	0.678424684837983	32	20	17	15	21.0205685748763	21.1209497545413	-0.100381179664979	-0.115764259939034	0.0504607843515197	0.0217822807278535	ok	proteomics	0.108264742180159	TRUE	FALSE
PCBD2	10	-0.0373590684934816	-0.0437597657409484	0.0454397699638842	-0.822166761037189	0.3	0.0527870006322246	0.482286389372285	31	19	16	15	20.3609828212488	20.5369016557566	-0.175918834507737	-0.218358339400013	0.0952333016586775	0.0218550314587572	ok	proteomics	0.108308666486275	TRUE	FALSE
FBXO2	10	0.00881674578243939	-0.00170624828107464	0.0330732086445616	0.266582715852977	0.4	0.812703686128436	1	32	20	17	15	26.5621977514	26.7805577556268	-0.218360004226792	-0.215291129645767	0.0939227641925036	0.0218932639266504	ok	proteomics	0.108308666486275	TRUE	FALSE
PAK3	10	-0.00179584735016359	5.20159554498836e-05	0.0413284912987021	-0.0434530101083072	0.5	1	1	29	19	16	13	18.6640615856985	18.9398048613441	-0.275743275645617	-0.399108057257654	0.174077228164723	0.0218648866475024	ok	proteomics	0.108308666486275	TRUE	FALSE
AGO1	10	-0.0283257563321134	-0.0283938548077727	0.0269661157921985	-1.05042033307253	0.2	0.0323129112432441	0.411107258306191	25	18	14	11	20.4591132825095	20.1548387970077	0.304274485501828	0.306833757844703	0.133943278315872	0.0219764974687809	ok	proteomics	0.108551612497192	TRUE	FALSE
NPEPL1	10	0.00303952244987784	1.42370143628862e-05	0.0469613930233659	0.0647238562187776	0.5	0.918812683274642	1	14	10	7	7	20.5806585242487	20.1012500889273	0.479408435321471	0.460446424001658	0.201269729777228	0.022154516157233	ok	proteomics	0.109261264955284	FALSE	FALSE
NPLOC4	10	-0.0320422990966052	-0.0414836349094729	0.0387409222013899	-0.827091800500703	0.3	0.0323129112432441	0.411107258306191	21	14	13	8	20.3223234471429	20.4811575402364	-0.158834093093432	-0.164416102441256	0.0720139592491372	0.0224236345771718	ok	proteomics	0.110382173421501	FALSE	FALSE
PPT1	10	-0.00356892801201718	-0.0193230941084754	0.0775870543106433	-0.0459990141877006	0.3	0.475532659596901	0.905849723120519	32	20	17	15	23.2252842624622	23.0297592348988	0.195525027563434	0.19276548531348	0.0844482426496043	0.0224511996868002	ok	proteomics	0.110382173421501	TRUE	FALSE
ATP1A2	10	0.00445529684249459	0.00878407008479562	0.0340936429425326	0.1306782279032	0.6	0.475532659596901	0.905849723120519	32	20	17	15	26.0879887204999	26.2212546244591	-0.133265903959188	-0.151352578640756	0.0663274848329052	0.0224953418957323	ok	proteomics	0.110428522485069	TRUE	FALSE
HDHD2	10	-0.0204802369320152	-0.00725211344663217	0.0436749508349569	-0.468924098149713	0.3	0.262192602406773	0.806593233815048	32	20	17	15	24.3528399023213	24.559282771891	-0.206442869569734	-0.225150316961132	0.0987411286272086	0.0225953517707769	ok	proteomics	0.110748557754763	TRUE	FALSE
LMAN1	10	0.0103585177693214	0.0233201393720847	0.0731585512590444	0.141589979449474	0.6	0.475532659596901	0.905849723120519	32	20	17	15	22.4526635442826	22.2818880670827	0.170775477199864	0.169064731108819	0.074196709420319	0.0226907665225	ok	proteomics	0.111045120473958	TRUE	FALSE
CZIB	10	-0.000326195991241599	-0.000867187006141988	0.021933516632117	-0.0148720333685094	0.5	0.683480902201426	1	32	20	17	15	22.735650729951	22.9110496004702	-0.175398870519171	-0.16497504492484	0.072452656147504	0.022785939723015	ok	proteomics	0.111339591795562	TRUE	FALSE
CTNNBL1	10	-0.0339071352085819	-0.0174989577559864	0.0643619842494314	-0.526819295644719	0.2	0.102917539402853	0.588505606955251	25	18	14	11	20.87588612466	20.7478693392034	0.12801678545657	0.220096561489266	0.0968521251251855	0.023056261257405	ok	proteomics	0.112487679539579	TRUE	FALSE
ILK	10	-0.0236528682492501	-0.0218937460359514	0.0456472454127677	-0.518166387377108	0.3	0.102917539402853	0.588505606955251	32	20	17	15	23.1354425095349	23.0349325921476	0.100509917387232	0.0916955808276373	0.0403786704571223	0.0231535449903174	ok	proteomics	0.11261686026636	TRUE	FALSE
RELA	10	-0.00448274369953299	-0.00387193505142527	0.02454564827809	-0.182628857414794	0.4	0.475532659596901	0.905849723120519	17	13	10	7	20.6915132331367	20.6062627967664	0.0852504363703268	0.18823953882887	0.0828791218051135	0.0231316047622974	ok	proteomics	0.11261686026636	FALSE	FALSE
PTGES2	10	0.00128208612721384	-0.00533759645159794	0.0415879782165038	0.0308282869760919	0.4	0.414823067184775	0.867355401336879	31	20	17	14	21.1200487288579	21.243200078931	-0.123151350073055	-0.123663784047952	0.054557429245892	0.0234102849215418	ok	proteomics	0.11369178066477	TRUE	FALSE
AGK	10	-0.0463571289746458	-0.0375732291938083	0.0385943763752152	-1.20113688388072	0.1	0.00804523748656169	0.272182974860348	32	20	17	15	20.7448469135099	20.8502915513915	-0.105444637881668	-0.291087471698224	0.128574477714824	0.0235765764555952	ok	proteomics	0.114324831867756	TRUE	FALSE
GTF3C5	10	0.00560949214334682	0.0158004769239289	0.0483953801476942	0.115909661753408	0.8	0.358951435852626	0.853658649396203	32	20	17	15	18.3327751645037	18.126454552795	0.206320611708747	0.202066025545752	0.0893518626925508	0.0237305362431956	ok	proteomics	0.114896249299247	TRUE	FALSE
IPO5	10	-0.0145065207399072	-0.0158338284699717	0.0577299984485521	-0.25128219521494	0.4	0.358951435852626	0.853658649396203	32	20	17	15	23.0815379256516	23.173357917685	-0.0918199920333542	-0.107137523738302	0.0474348830808305	0.0239068382440233	ok	proteomics	0.115573939900058	TRUE	FALSE
INPP5A	10	0.0152112519525129	0.00916268858044278	0.0254944284210035	0.596650048446709	0.6	0.185143724157873	0.704059519908048	14	11	9	5	19.4703138381205	19.3841858655174	0.0861279726031299	-0.90465824015232	0.40069628068312	0.0239633965811187	ok	proteomics	0.115671569839968	FALSE	FALSE
GSTM3	10	-0.00152618680551647	-0.00599366950959902	0.0310545984418819	-0.0491452758074684	0.4	0.838463781922464	1	32	20	17	15	24.7573562715757	25.1616068233031	-0.404250551727419	-0.444717109289022	0.197145467407285	0.0240843149679993	ok	proteomics	0.116079099868494	TRUE	FALSE
ERLIN1	10	-0.00662355070654664	-0.00356327284908886	0.0413431767365704	-0.160209041234312	0.5	0.610298655976554	0.991220451757667	32	20	17	15	19.4651049385831	19.2446115554223	0.220493383160832	0.21361046387507	0.0947591380653119	0.0241806592832998	ok	proteomics	0.116367136429919	TRUE	FALSE
SMAP2	10	-0.0827282362115318	-0.126587034741774	0.150155448499617	-0.550950611770458	0.2	0.102917539402853	0.588505606955251	18	10	12	6	20.6168495702288	20.4532808854542	0.163568684774571	0.159165717968372	0.0706252898475878	0.0242172738669388	ok	proteomics	0.116367293309263	FALSE	FALSE
YES1	10	0.00373735826221625	0.00358470648476455	0.0150705116696356	0.24799146466582	0.6	0.540817904242618	0.964263921110291	32	20	17	15	22.0118862940618	21.8247550423763	0.187131251685415	0.174999493982845	0.077714018974562	0.0243324194795309	ok	proteomics	0.116744232827131	TRUE	FALSE
ARHGEF37	10	-0.0316679306060445	-0.0237876921924809	0.0430319178192297	-0.735917249588467	0.2	0.0249324556028631	0.363845543463064	12	11	7	5	20.1618852211432	20.3091286870824	-0.147243465939155	-0.142724890076524	0.0636076766633516	0.0248432635221055	ok	proteomics	0.118923501189088	FALSE	FALSE
ALDH1L2	10	0.016254592501375	0.0135315696060548	0.0293330756066058	0.554138704013515	0.7	0.153576396549984	0.678424684837983	32	20	17	15	22.8661959778489	23.0352662841134	-0.169070306264562	-0.193027188163743	0.0860372038919216	0.0248625526376951	ok	proteomics	0.118923501189088	TRUE	FALSE
SNRPE	10	0.00587644569919546	0.00588836356840508	0.026152858667221	0.224696113490675	0.6	0.610298655976554	0.991220451757667	32	20	17	15	22.5663783807818	22.3862556328281	0.180122747953636	0.162929662380978	0.0726401640224183	0.0248987902521009	ok	proteomics	0.118923501189088	TRUE	FALSE
COX6C	10	-0.0185220247650166	-0.00900626634859255	0.0724728833626731	-0.255571793277874	0.5	0.414823067184775	0.867355401336879	31	20	17	14	24.2283675617408	24.4668073849147	-0.238439823173888	-0.249325984791524	0.111568668905338	0.0254350013363999	ok	proteomics	0.120958148916087	TRUE	FALSE
NAXD	10	-4.65158064145224e-05	-0.00782684297861704	0.0508810604547627	-0.000914206700858341	0.4	0.838463781922464	1	32	20	17	15	22.8398460993951	22.929729479453	-0.08988338005787	-0.146275992871584	0.0654574626952037	0.0254388562165552	ok	proteomics	0.120958148916087	TRUE	FALSE
DTD1	10	-0.0320637487294513	-0.0238479234660005	0.0460684323155402	-0.696002601300484	0.2	0.0527870006322246	0.482286389372285	32	20	17	15	22.1905839004418	22.3154697373073	-0.124885836865552	-0.124851911753789	0.0559306995692181	0.0255977268443502	ok	proteomics	0.121451259209117	TRUE	FALSE
UBAP2L	10	-0.0218862415050991	-0.0201855868306985	0.0474704395971932	-0.461049901597987	0.2	0.102917539402853	0.588505606955251	31	20	17	14	20.6474982398104	20.5376200592879	0.109878180522475	0.121825068228478	0.0545825890111484	0.0256189232723412	ok	proteomics	0.121451259209117	TRUE	FALSE
ACY1	10	-8.78858328078741e-05	-0.00518825494063501	0.0234970147628809	-0.00374029780781815	0.4	0.610298655976554	0.991220451757667	32	20	17	15	23.8550118765984	23.9723846715614	-0.117372794962971	-0.138053546455616	0.061907272867133	0.0257470911809721	ok	proteomics	0.121696132313034	TRUE	FALSE
EXOC2	10	-0.0149151380521909	-0.00943153607513267	0.0624424152829667	-0.238862285909358	0.5	0.610298655976554	0.991220451757667	32	20	17	15	21.8020314963803	21.6391103326253	0.162921163755076	0.158436484988478	0.0710421135127215	0.0257356969758577	ok	proteomics	0.121696132313034	TRUE	FALSE
CUL3	10	-0.0340078153437656	-0.018588401656395	0.102549577228043	-0.331623164746368	0.4	0.308063229907199	0.837780909563191	32	20	17	15	20.9461155878534	21.0520096089475	-0.105894021094073	-0.110669664600163	0.0496815969785733	0.0259086258608741	ok	proteomics	0.122272926816891	TRUE	FALSE
PCNP	10	-0.00623587223624139	-0.0233846093656923	0.0761220637769669	-0.0819193795705819	0.4	0.838463781922464	1	32	20	17	15	20.6171650247042	20.3808388043695	0.236326220334675	0.240055208202095	0.107792165925956	0.025945999874694	ok	proteomics	0.122272926816891	TRUE	FALSE
ARPC3	10	-0.0555884682151432	-0.0477990314707928	0.0496915533753232	-1.11867036627493	0	0.00592153702414871	0.272182974860348	32	20	17	15	24.4981742540391	24.3857698895033	0.112404364535738	0.105172547423172	0.047246857490477	0.0260127032843173	ok	proteomics	0.12240593069144	TRUE	FALSE
SFXN1	10	-0.00205611099153799	-0.00389252786622948	0.0366213388379856	-0.0561451617220855	0.5	1	1	32	20	17	15	24.8277213597216	24.9579813298593	-0.130259970137704	-0.127642531854497	0.0573721914602099	0.0260936369332867	ok	proteomics	0.122605404851972	TRUE	FALSE
LSP1	10	0.0200270017860765	0.0189432065904983	0.0190354199509469	1.05209140842098	0.8	0.0190588916017305	0.338796700953688	26	17	17	9	20.5515309340411	20.2505585501822	0.300972383858905	0.32202035866465	0.144816225995322	0.0261721143597153	ok	proteomics	0.122792766634594	TRUE	FALSE
ACTR2	10	-0.119964064768881	-0.0965967179289309	0.0829824610505606	-1.44565566325862	0	0.00592153702414871	0.272182974860348	32	20	17	15	25.0977442924226	24.9805280825728	0.117216209849772	0.113454706174961	0.0510664721950732	0.0263031563078576	ok	proteomics	0.123225832423115	TRUE	FALSE
SLC16A1	10	-0.00979216175244722	-0.00671364423905697	0.0168095685011498	-0.58253498605734	0.2	0.0527870006322246	0.482286389372285	32	20	17	15	21.0800738849146	21.3323776602486	-0.25230377533401	-0.301701741218058	0.13596046349529	0.0264839861969695	ok	proteomics	0.123527214211965	TRUE	FALSE
NME1	10	-0.0047276312426312	-0.00627743300700928	0.0189474596436494	-0.249512669853648	0.3	0.308063229907199	0.837780909563191	32	20	17	15	23.573039917341	23.6942129379487	-0.121173020607714	-0.127298601131985	0.0573467678574487	0.0264320558023641	ok	proteomics	0.123527214211965	TRUE	FALSE
C1orf50	10	-0.00577284778380807	-0.0108006221583368	0.0211457315120851	-0.273002983155669	0.3	0.540817904242618	0.964263921110291	28	17	17	11	18.6260224696	18.5400800153882	0.0859424542118532	0.853472056987713	0.38454208381319	0.026456102442603	ok	proteomics	0.123527214211965	TRUE	FALSE
ATP5F1A	10	-0.00926034108416689	-0.0191950940462219	0.0442696294272561	-0.209180451789945	0.4	0.540817904242618	0.964263921110291	32	20	17	15	26.3875488714707	26.5441380630713	-0.15658919160067	-0.159732057397961	0.0720077065939013	0.0265368806551575	ok	proteomics	0.123592704778998	TRUE	FALSE
SYN2	10	-0.00801830886020172	-0.00684466087585993	0.0223437256505898	-0.358861766636042	0.3	0.358951435852626	0.853658649396203	32	20	17	15	22.7057174769271	22.7720457627238	-0.0663282857967893	-0.362002750417152	0.163392907522489	0.0267233458533309	ok	proteomics	0.124017322640531	TRUE	FALSE
CORO2B	10	0.000726364059965042	-0.0138027772120732	0.0404663585659986	0.0179498251314207	0.4	0.759765825978067	1	32	20	17	15	22.9724146231604	23.1311666398825	-0.158752016722179	-0.166087436460311	0.074946962663793	0.0266869634573343	ok	proteomics	0.124017322640531	TRUE	FALSE
BAG3	10	0.0935810839500234	-0.00199464380434533	0.314935792860433	0.297143373574863	0.5	0.838463781922464	1	32	20	17	15	24.2115404360717	24.0460028846809	0.16553755139082	0.154650875733594	0.0698128947915224	0.0267450120501114	ok	proteomics	0.124017322640531	TRUE	FALSE
PTGR2	10	0.00677554726644353	0.00756365824877607	0.0237772960102857	0.284958696039808	0.6	0.540817904242618	0.964263921110291	32	20	17	15	24.2558718790275	24.4677633936367	-0.211891514609196	-0.22857694276529	0.103247176649861	0.0268369793622497	ok	proteomics	0.124262636610359	TRUE	FALSE
DRG2	10	0.00729554771671193	0.0089555310322198	0.0274602236695379	0.265676922537416	0.7	0.358951435852626	0.853658649396203	18	13	11	7	20.8019953909652	20.8618083041715	-0.0598129132063221	-0.156684259507814	0.0709704495006321	0.0272624427257967	ok	proteomics	0.126049171963313	FALSE	FALSE
METTL7A	10	-0.0493755500586401	-0.0453722107298087	0.0504790287759195	-0.978139858391931	0.2	0.0190588916017305	0.338796700953688	32	20	17	15	24.1482499007125	23.8581568244395	0.290093076272981	0.224064704684674	0.101595495321215	0.027421898246764	ok	proteomics	0.126491338840496	TRUE	FALSE
NCEH1	10	0.0827019328212275	0.072927770847414	0.0832152294129248	0.993831698893117	0.9	0.0190588916017305	0.338796700953688	32	20	17	15	22.4849921263931	22.2910002505872	0.193991875805942	0.172858487070945	0.0784056618715927	0.0274773703674261	ok	proteomics	0.126491338840496	TRUE	FALSE
MCAM	10	-0.000937261056642733	0.00214393187027462	0.0128732309536624	-0.0728069790728086	0.6	1	1	30	18	16	14	22.0312542481833	21.8685970015027	0.16265724668061	0.147844742814223	0.0670455120837029	0.0274442695443372	ok	proteomics	0.126491338840496	TRUE	FALSE
APBB1IP	10	-0.483040375139009	-0.522156608435361	0.224855825960525	-2.14822263588496	0	0.00592153702414871	0.272182974860348	32	20	17	15	20.0671158159906	19.8051670495378	0.261948766452747	0.325361252317407	0.147925770343212	0.0278430995585414	ok	proteomics	0.127968560873977	TRUE	FALSE
TMED9	10	-0.00841735970382452	-0.0128439830523329	0.034296688543933	-0.245427767553773	0.4	0.358951435852626	0.853658649396203	32	20	17	15	22.0439335430339	21.742646448511	0.301287094522966	0.188999175477626	0.0859482225269834	0.0278787213724194	ok	proteomics	0.127968560873977	TRUE	FALSE
