gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh	n_samples	n_donors	n_foamy	n_non_foamy	mean_foamy	mean_non_foamy	raw_mean_delta	gee_coef_foamy	gee_se	gee_p	model_status	modality	fdr_bh	adequate_reporting_coverage	passes_convergence_gate
EGLN1	10	-0.0514581819890989	-0.0636273612306821	0.0893159572172531	-0.576136488846348	0.2	0.102917539402853	0.588505606955251	30	20	16	14	18.6410646504301	18.623796311019	0.0172683394110607	0.359497638695725	0.0828489272954337	1.4300568622798e-05	ok	proteomics	0.000511124817855286	TRUE	FALSE
TNFAIP2	10	0.145194077535058	0.103705217297336	0.121970346535042	1.19040473081991	1	0.00592153702414877	0.272182974860348	15	8	13	2	19.3045839181039	18.2313741276576	1.07320979044635	1.14484018944106	0.265180209255697	1.58009658376543e-05	ok	proteomics	0.000546335568799764	FALSE	FALSE
PGAM1	10	-0.00698250824891419	-0.00852771293765487	0.0150262905755057	-0.464686092274587	0.4	0.185143724157873	0.704059519908048	32	20	17	15	25.582536129579	25.8026721272454	-0.220135997666404	-0.258283984756657	0.0598133403730762	1.57330464322475e-05	ok	proteomics	0.000546335568799764	TRUE	FALSE
BPNT1	10	-0.0151045222943865	-0.0117394663231317	0.0236048780963189	-0.639889866524748	0.2	0.0323129112432441	0.411107258306191	32	20	17	15	23.1977448464366	23.3661969446871	-0.168452098250533	-0.165976408691727	0.0385873989609357	1.69790458563836e-05	ok	proteomics	0.000580756396442541	TRUE	FALSE
CTSZ	10	0.0999278001721425	0.11939567180446	0.170613206020386	0.585697921649761	0.8	0.126278928554698	0.629396089976903	30	19	17	13	23.0644498997697	22.4438039828256	0.620645916944035	0.609030758345367	0.142228835039154	1.8518067239793e-05	ok	proteomics	0.000620062861997702	TRUE	FALSE
ANO6	10	-0.0395749998918415	-0.0272444288823273	0.0813300468606666	-0.486597529688392	0.4	0.185143724157873	0.704059519908048	32	20	17	15	21.8709301328937	21.5269028283212	0.344027304572531	0.350909677648247	0.081942079361133	1.84878929792092e-05	ok	proteomics	0.000620062861997702	TRUE	FALSE
CAMK2G	10	0.0146337781396298	-0.00886418478437694	0.0654273479560728	0.223664546963676	0.4	0.759765825978067	1	32	20	17	15	27.0394945452871	27.2384473801465	-0.198952834859416	-0.215483946047104	0.0506015069441812	2.05849998212313e-05	ok	proteomics	0.00066817229011568	TRUE	FALSE
EXOC8	10	0.00531225144528027	-0.00484186785760122	0.0421456374095981	0.126045108623045	0.5	0.759765825978067	1	32	20	17	15	20.5739340236993	20.3286943251991	0.245239698500189	0.290408289397673	0.0681884234588752	2.05427084984196e-05	ok	proteomics	0.00066817229011568	TRUE	FALSE
KCTD12	10	-0.0219002298806767	-0.0257106079175664	0.175390084162509	-0.124865838255627	0.4	1	1	32	20	17	15	23.1474070769523	22.6140495500298	0.533357526922476	0.543543707656274	0.127517733743042	2.02156986787611e-05	ok	proteomics	0.00066817229011568	TRUE	FALSE
CTNNA1	10	-0.0119951202421717	-0.0117104889306499	0.0610077023145911	-0.196616489182265	0.3	0.262192602406773	0.806593233815048	32	20	17	15	22.1781757957419	21.7969327169879	0.381243078753936	0.362381228429123	0.0853927311531437	2.19863146120012e-05	ok	proteomics	0.000699384667807757	TRUE	FALSE
ALDH16A1	10	0.0078033756147207	0.00724694409202132	0.0193514182125923	0.40324567062702	0.7	0.308063229907199	0.837780909563191	32	20	17	15	21.3611602607849	21.090569247288	0.270591013496883	0.281393690330176	0.0662772781151107	2.17908357799655e-05	ok	proteomics	0.000699384667807757	TRUE	FALSE
DIABLO	10	-0.00132735753151562	0.00051735381667975	0.0117974430070049	-0.112512307177706	0.5	0.812703686128436	1	32	20	17	15	20.9925298483098	21.2225225031146	-0.229992654804782	-0.244230395823549	0.0579125733899236	2.47326338539198e-05	ok	proteomics	0.00077895552761702	TRUE	FALSE
CAPZA1	10	-0.0359878029289961	-0.036669492367457	0.073196394615623	-0.491660868243296	0.2	0.102917539402853	0.588505606955251	32	20	17	15	23.9267073543793	23.7091482628012	0.21755909157805	0.212745084781107	0.0505610975995935	2.58002132817535e-05	ok	proteomics	0.00079680076164328	TRUE	FALSE
SORD	10	-0.0061136808575535	-0.000316074430780262	0.0310363739594375	-0.196984379217227	0.5	0.610298655976554	0.991220451757667	32	20	17	15	22.8280498048415	23.406561981788	-0.578512176946511	-0.569414119639586	0.135264936788946	2.55799410954966e-05	ok	proteomics	0.00079680076164328	TRUE	FALSE
VPS16	10	0.000731239178556153	-0.0142116524431468	0.0491354591423956	0.014882107368469	0.2	0.308063229907199	0.837780909563191	32	20	17	15	21.9513302138856	21.744835791202	0.206494422683519	0.207473745928224	0.0494358983346795	2.70684571484489e-05	ok	proteomics	0.000827930405665538	TRUE	FALSE
PRPSAP2	10	-0.0264398399475042	-0.00792141633109574	0.0621964236631481	-0.425102254925472	0.4	0.22127181567247	0.742589494275625	32	20	17	15	22.3368027373321	22.547534853982	-0.210732116649822	-0.215726161355535	0.0516315236185659	2.93842006531546e-05	ok	proteomics	0.000881803229034762	TRUE	FALSE
NDUFB9	10	0.0208592940654321	0.0132704734763551	0.0541513763547037	0.385203395917383	0.5	0.414823067184775	0.867355401336879	31	20	17	14	22.4589927938258	22.6463780040495	-0.187385210223759	-0.305396790308767	0.0731346054707743	2.96917354616245e-05	ok	proteomics	0.00088270477106007	TRUE	FALSE
CORO1C	10	0.0228450194976771	0.0258695403027628	0.0350688780419253	0.651432859367946	0.7	0.0831311427008039	0.550231530657708	32	20	17	15	23.6538166238396	23.4357420517063	0.218074572133286	0.262125130693046	0.0630738754895338	3.24090176328257e-05	ok	proteomics	0.000954565602685356	TRUE	FALSE
S100A6	10	0.0418558108105992	0.0316211504508683	0.056209261199394	0.744642607240859	0.7	0.0323129112432441	0.411107258306191	32	20	17	15	26.9364902933926	26.2416729711984	0.694817322194279	0.696064927684401	0.167778001013219	3.34330921349488e-05	ok	proteomics	0.000966824237102475	TRUE	FALSE
PLCG1	10	0.00537995241195542	-0.00187846082525276	0.0365613680702199	0.147148553129157	0.4	1	1	32	20	17	15	21.1599112024716	21.269352199405	-0.109440996933397	-0.111910720727224	0.0269731103032341	3.33969418165062e-05	ok	proteomics	0.000966824237102475	TRUE	FALSE
RRBP1	10	-0.017261341840764	0.0103831769971132	0.0823613451563964	-0.209580620714564	0.6	0.683480902201426	1	32	20	17	15	20.857019221772	20.484819472232	0.372199749540091	0.349401618331864	0.0847867122743358	3.77316860991819e-05	ok	proteomics	0.00108130174307656	TRUE	FALSE
S100A11	10	0.0768270880660658	0.0430265424213222	0.125289990620708	0.61319414013403	0.8	0.0527870006322246	0.482286389372285	32	20	17	15	23.6023600071641	22.9184699661227	0.683890041041387	0.678819212297591	0.165009534081074	3.8916809279216e-05	ok	proteomics	0.00110530687783202	TRUE	FALSE
CIB1	10	0.00546345345425552	0.011643062682827	0.0140924718838363	0.387685957388495	0.6	0.308063229907199	0.837780909563191	32	20	17	15	21.8737495517989	21.4755822272876	0.39816732451126	0.364386847013234	0.0887180559136326	4.0040536281506e-05	ok	proteomics	0.00111727145536378	TRUE	FALSE
CTNNA3	10	-0.0124007396815504	-0.0253854916670937	0.0695289911761869	-0.17835351084164	0.4	0.759765825978067	1	30	19	16	14	21.0242681357421	21.072546179037	-0.0482780432948893	-0.163377142296889	0.0397670800609088	3.9849333229852e-05	ok	proteomics	0.00111727145536378	TRUE	FALSE
LAMC3	10	0.000615860151360492	0	0.00486426982562285	0.126608961558096	0.3	0.833935414088552	1	17	12	8	9	17.8407734673393	18.3908708389036	-0.550097371564359	-0.75353749673218	0.18399261461657	4.21300296935313e-05	ok	proteomics	0.0011653532561315	FALSE	FALSE
CAPG	10	0.0525336310863401	0.0214794933974275	0.112198734181906	0.46821946316407	0.7	0.0665457213437162	0.514554351548001	32	20	17	15	25.5595313910631	24.9371957668619	0.62233562420121	0.627572074769834	0.153583148466848	4.38488285389758e-05	ok	proteomics	0.00119679475277056	TRUE	FALSE
SURF4	10	-0.00694632595248985	0.000416017465600528	0.0498333285544085	-0.139391169604611	0.5	0.918812683274642	1	28	19	17	11	22.6444216157373	22.4999635688288	0.144458046908468	0.160461093122375	0.0392776397147655	4.40191719818155e-05	ok	proteomics	0.00119679475277056	TRUE	FALSE
HSPB1	10	0.134295557930238	0.00359345103575101	0.365433949037459	0.367496118748594	0.6	0.262192602406773	0.806593233815048	32	20	17	15	27.068611952836	26.695469341544	0.373142611292092	0.383557826069821	0.0943583634271359	4.80519370775204e-05	ok	proteomics	0.00129536620206434	TRUE	FALSE
UROS	10	-0.00689780047047505	0.00196786029484404	0.0304470661778467	-0.226550578968226	0.6	1	1	30	19	15	15	19.9242369216555	20.2436566757282	-0.319419754072715	-0.375411603421735	0.0924966284538934	4.93568541238003e-05	ok	proteomics	0.00131936262998159	TRUE	FALSE
STK39	10	0.0186814976046815	-0.0106664512991964	0.0980419226503994	0.190546014395255	0.4	0.759765825978067	1	32	20	17	15	21.9271350272942	22.1214614195401	-0.194326392245987	-0.256260823778551	0.063224356835619	5.05222513370577e-05	ok	proteomics	0.00133926067919317	TRUE	FALSE
NAGK	10	0.0214262955622765	0.0282152228380463	0.0512698917032448	0.417911855291093	0.7	0.185143724157873	0.704059519908048	32	20	17	15	22.9008288858489	22.6275798830282	0.27324900282073	0.252698705266264	0.0624768335613439	5.23949761316735e-05	ok	proteomics	0.00137742495103185	TRUE	FALSE
LCP1	10	-0.0588741071201015	-0.0521329675079418	0.186796885146895	-0.315177135174409	0.4	0.358951435852626	0.853658649396203	32	20	17	15	23.38435859077	22.9610303810021	0.423328209767938	0.418652163854183	0.104378311153945	6.04847927967811e-05	ok	proteomics	0.00157706660562755	TRUE	FALSE
CYBB	10	-0.173908683686629	-0.186544514648693	0.116678226955408	-1.49049816940647	0.1	0.00804523748656169	0.272182974860348	32	20	17	15	22.7711103260084	22.3967003804594	0.374409945549029	0.379334038041044	0.0949670807683466	6.48654056986054e-05	ok	proteomics	0.00167753541079076	TRUE	FALSE
ERP29	10	0.00993306595234171	-0.00580023857715994	0.0420680372791315	0.236119072692492	0.4	0.540817904242618	0.964263921110291	32	20	17	15	23.6024026706847	23.3440613747106	0.258341295974127	0.251239356097203	0.0629620827789958	6.59820095046773e-05	ok	proteomics	0.00169265138898692	TRUE	FALSE
HEBP2	10	-0.00523853799447223	-0.00664194073054969	0.0255923149922863	-0.204691838001023	0.3	0.540817904242618	0.964263921110291	32	20	17	15	22.4707693641434	22.7076090691586	-0.236839705015225	-0.286319443022078	0.0718708107676173	6.7819943247768e-05	ok	proteomics	0.0017258819157692	TRUE	FALSE
RFTN1	10	-0.0333397673996589	-0.0279352097823502	0.0259476831127295	-1.28488417462224	0.1	0.0108269212771313	0.293188890507795	30	19	17	13	20.797889793204	20.4633709605506	0.33451883265344	0.336083102907381	0.0845174655738641	6.99390821312599e-05	ok	proteomics	0.00176568428777411	TRUE	FALSE
ASS1	10	-0.00198753947714837	0	0.00922868088020965	-0.215365500546294	0.3	0.554113130069446	0.968938294141862	32	20	17	15	23.7287194856133	22.9367536679819	0.791965817631322	0.779574564170824	0.197140605097353	7.67240967486018e-05	ok	proteomics	0.00191311570698588	TRUE	FALSE
MICAL1	10	0.00414114389844023	0.0203039703194335	0.0431465971683831	0.0959784587943072	0.7	0.838463781922464	1	31	19	17	14	20.1389165213399	19.378588075225	0.760328446114855	0.760769837130097	0.192424227577992	7.69817071657316e-05	ok	proteomics	0.00191311570698588	TRUE	FALSE
SYNE1	10	0.0425215805005668	0.0220004827723693	0.0769569846012582	0.552536988304394	0.8	0.126278928554698	0.629396089976903	32	20	17	15	20.9683141902416	21.2982834636287	-0.329969273387075	-0.330647709002227	0.0837810321602984	7.92787474749058e-05	ok	proteomics	0.00195492787378043	TRUE	FALSE
MAPRE2	10	0.0560889269129581	0.00497806508006884	0.149605048133341	0.374913330885512	0.5	0.540817904242618	0.964263921110291	32	20	17	15	23.4588552727859	23.2828280060435	0.176027266742359	0.129583080652128	0.0328979274057985	8.18411638768992e-05	ok	proteomics	0.00198730337627799	TRUE	FALSE
KCTD21	10	0.0102691217804119	-0.00722617411895134	0.0492813770843292	0.208377330098541	0.3	0.918812683274642	1	32	20	17	15	20.657510807425	20.4340503736414	0.223460433783611	0.22300291906742	0.0566552534330569	8.2803228618436e-05	ok	proteomics	0.00199543235026701	TRUE	FALSE
ASRGL1	10	0.0061387071020658	0.00176862411533558	0.011956362903368	0.513425960024732	0.5	0.286320596793059	0.837780909563191	32	20	17	15	22.7446324692852	23.1687570799958	-0.424124610710631	-0.460381702515065	0.117102977832505	8.44434569523621e-05	ok	proteomics	0.00201965892154484	TRUE	FALSE
LAMTOR3	10	0.0147592000043203	0.00651295793474067	0.0345585953392322	0.427077543500883	0.7	0.22127181567247	0.742589494275625	32	20	17	15	21.3923348478575	21.1873687078699	0.204966139987604	0.198229864977732	0.0504636750911051	8.55949081006564e-05	ok	proteomics	0.00203192091543424	TRUE	FALSE
NDUFA10	10	-0.0137897655759948	-0.00861673830331178	0.0460954107632568	-0.299157016884354	0.2	0.262192602406773	0.806593233815048	32	20	17	15	24.2839255436705	24.4630539142501	-0.179128370579587	-0.196017110387699	0.0499256836263305	8.63063711938379e-05	ok	proteomics	0.00203363382790814	TRUE	FALSE
TTYH1	10	-0.00651113571085714	-0.0156914677304667	0.0350494025212605	-0.185770234083379	0.2	0.102917539402853	0.588505606955251	30	19	16	14	22.8522610361795	23.1992716029853	-0.347010566805814	-0.345001882496696	0.0881429347231213	9.07351083489457e-05	ok	proteomics	0.00210677649385399	TRUE	FALSE
NAAA	10	0.00511919054021837	0.00246457467393069	0.0362169202375493	0.14134803585289	0.5	0.838463781922464	1	31	19	17	14	20.0743968442982	19.4490043483599	0.625392495938335	0.61517063856672	0.157102242552701	9.01294688709173e-05	ok	proteomics	0.00210677649385399	TRUE	FALSE
ARHGDIB	10	-0.00532310224947104	-0.00373252959898164	0.0766519851602098	-0.0694450670565839	0.5	0.838463781922464	1	32	20	17	15	22.9275444794756	22.4513434068275	0.476201072648141	0.460561472089262	0.118076844710535	9.59850271877334e-05	ok	proteomics	0.00219660698909482	TRUE	FALSE
AKR1C3	10	0.004006846446877	0.00266767949742652	0.00764191814238534	0.52432470123611	0.6	0.192517572436471	0.722939902146614	32	20	17	15	23.4189174370862	23.8898664297333	-0.470948992647042	-0.478570417705145	0.123204315927979	0.000102598074154715	ok	proteomics	0.00233117481347248	TRUE	FALSE
NDUFS1	10	-0.00728977517127417	-0.016902951163986	0.0648225120736922	-0.112457461737782	0.4	0.918812683274642	1	32	20	17	15	23.8503342083247	24.0799624577283	-0.2296282494036	-0.231634009636158	0.0599092397000103	0.000110446732416407	ok	proteomics	0.0024917096157205	TRUE	FALSE
GMPPB	10	-0.00062589987835499	-0.00207352069696223	0.011700647440202	-0.0534927559824145	0.5	0.683480902201426	1	32	20	17	15	22.4348135549543	22.6291904743352	-0.194376919380957	-0.234115998541392	0.0605787043033298	0.00011124477768108	ok	proteomics	0.00249203970284166	TRUE	FALSE
GSTM5	10	-0.00302442914447255	-0.00143825003805758	0.00808964230519372	-0.373864384897563	0.3	0.293621543928906	0.837780909563191	29	20	15	14	23.1844496775192	23.8247762411038	-0.640326563584601	-0.710784581005693	0.184586747808515	0.000117790105442183	ok	proteomics	0.00262021206581527	TRUE	FALSE
GGACT	10	-0.0055675766001898	-0.00423451865641694	0.00665462135626754	-0.836648143015092	0.1	0.042315274905714	0.450133589478674	11	9	7	4	20.5778909256615	21.0992708808929	-0.521379955231346	-0.521290556691778	0.136121928888091	0.000128359313308536	ok	proteomics	0.00283549288635037	FALSE	FALSE
PLEKHO2	10	-0.00174053399054046	0.00760312290779964	0.0376571365731155	-0.0462205613313434	0.6	0.683480902201426	1	24	17	13	11	21.210343937413	20.673926177833	0.536417759580058	0.533852095328542	0.139608158421558	0.000131340187244231	ok	proteomics	0.00288133196981999	TRUE	FALSE
EHD1	10	0.00136255259804557	-0.00023405244874651	0.0170772755402408	0.07978746930884	0.5	0.838463781922464	1	32	20	17	15	21.2231449121358	21.093038239727	0.130106672408751	0.12454204272548	0.032616978141893	0.000134363855452176	ok	proteomics	0.00292747550817379	TRUE	FALSE
PNPO	10	-0.00684610948713066	-0.0054069248172502	0.0210088512853513	-0.325867863699155	0.3	0.358951435852626	0.853658649396203	32	20	17	15	24.0131329632835	24.321779163698	-0.30864620041449	-0.309851711640255	0.0815222669932773	0.000144216263635292	ok	proteomics	0.00312076146002628	TRUE	FALSE
ACADM	10	0.0115039343074893	0.0050532211047478	0.069771702390649	0.164879656269231	0.6	0.838463781922464	1	32	20	17	15	22.6700368732467	22.8270890319671	-0.157052158720379	-0.301173376588256	0.0795149958239375	0.00015209116629979	ok	proteomics	0.00326893243242994	TRUE	FALSE
IMPA1	10	-0.0140789019263226	-0.0238951085994438	0.0271794869932345	-0.517997338574753	0.3	0.185143724157873	0.704059519908048	32	20	17	15	25.4000901776839	25.690216014636	-0.290125836952118	-0.274183904960199	0.0728651542420974	0.000167957912537954	ok	proteomics	0.00358573234753847	TRUE	FALSE
STARD13	10	0.443199266763429	0.429727294739108	0.230001763871425	1.92693855605031	1	0.00592153702414877	0.272182974860348	6	6	5	1	19.9805281842746	19.8227760210427	0.15775216323188	0.360284450012601	0.09592315427233	0.00017267166411182	ok	proteomics	0.00359343816065829	FALSE	FALSE
KLK6	10	-0.0175817872398931	-0.00641331909237267	0.0506621220364613	-0.347040087014903	0.4	0.610298655976554	0.991220451757667	31	19	17	14	21.1886103549584	21.9205716926327	-0.731961337674232	-0.701934809121711	0.186688198466454	0.000169959993780978	ok	proteomics	0.00359343816065829	TRUE	FALSE
CAPS	10	0.00122512141325476	-0.00352062916391617	0.0258871449571126	0.0473254742956177	0.4	0.683480902201426	1	32	20	17	15	26.2534435699861	27.1685346419187	-0.915091071932583	-0.898963848134121	0.239431736536257	0.000173637481681998	ok	proteomics	0.00359343816065829	TRUE	FALSE
MRPL38	10	0.00669296653316491	0.0104560687245251	0.0272837709119915	0.245309438887836	0.6	0.759765825978067	1	28	20	14	14	16.2986106605593	16.6706875812125	-0.372076920653182	-1.94419486515985	0.517486596921062	0.000171965522389461	ok	proteomics	0.00359343816065829	TRUE	FALSE
EIF4G2	10	0.00685547869912114	0.00601094781442149	0.056138055499815	0.122118207303132	0.5	0.838463781922464	1	32	20	17	15	21.146826317788	21.1212061604855	0.0256201573025265	0.912773823385788	0.243140681019378	0.000173967141383645	ok	proteomics	0.00359343816065829	TRUE	FALSE
CYB5R3	10	-0.0165855283375645	-0.020077013163133	0.021686543261077	-0.764784324449357	0.2	0.0414910873877316	0.44582820057862	32	20	17	15	24.2231750605089	23.8593166185832	0.363858441925718	0.337316224056095	0.0901896050326496	0.000183962620159096	ok	proteomics	0.00375118650465439	TRUE	FALSE
TPD52L2	10	0.0153834586809142	0.00691401937412917	0.0445920879387941	0.344981798161797	0.5	0.414823067184775	0.867355401336879	32	20	17	15	23.1513263671087	22.8913822349434	0.259944132165316	0.252282976687935	0.0674261589418147	0.000182838787766298	ok	proteomics	0.00375118650465439	TRUE	FALSE
ABHD17B	10	-0.0137980532382332	-0.00800205915671667	0.064196455329287	-0.214934814818948	0.3	0.683480902201426	1	21	15	12	9	20.197330624402	19.7466527779391	0.450677846462906	0.558677725571323	0.149729697508594	0.000190538132839188	ok	proteomics	0.00386052102268444	TRUE	FALSE
NDUFV1	10	-0.0163481595371361	-0.013224947392367	0.0378000832870353	-0.43249004011436	0.3	0.308063229907199	0.837780909563191	32	20	17	15	23.0487792184856	23.2654060041346	-0.21662678564898	-0.222122736726825	0.0595895408709485	0.000193353509794173	ok	proteomics	0.00389276908009661	TRUE	FALSE
