gene	n_paired_donors	mean_delta	median_delta	sd_delta	dz	positive_fraction	wilcoxon_p	wilcoxon_fdr_bh
NWD1	10	-0.00331497244778541	-0.00324085612525045	0.00338383893238333	-0.979648415313488	0.1	0.0299739735865559	0.411107258306191
PSG8	10	-0.00350181954940782	-0.00241735601596932	0.00445233628093152	-0.786512816744195	0.1	0.0299739735865559	0.411107258306191
AC245014.3	10	-0.00365187797733077	-0.00507437972603136	0.00342172369882964	-1.06726267190418	0.1	0.0299739735865559	0.411107258306191
PCDHGA8	10	-0.00449997341455374	-0.00354182119853683	0.00496005337848032	-0.907242940988764	0.1	0.0299739735865559	0.411107258306191
SPRY3	10	-0.00474474657736699	-0.00477904314135593	0.00478570746337315	-0.99144099669283	0.1	0.0299739735865559	0.411107258306191
GABRR2	10	-0.00639637520307669	-0.00692440625940959	0.00694823925212664	-0.920574978922748	0.1	0.0299739735865559	0.411107258306191
GPX2	10	-0.00675443038269346	-0.00576529013777156	0.00743275976499929	-0.908737884210914	0.1	0.0299739735865559	0.411107258306191
AL354707.1	10	-0.00953863821757495	-0.00605266373498825	0.0124254579990628	-0.767668943735869	0.1	0.0299739735865559	0.411107258306191
RPL13	10	0.167212073569009	0.105437959256073	0.198946120508477	0.840489239707914	0.9	0.0323129112432441	0.411107258306191
TXNIP	10	0.141619876289934	0.134332543334148	0.161067528580332	0.879257771806576	0.7	0.0323129112432441	0.411107258306191
HSPE1	10	0.12704545661789	0.0349979732874517	0.281091371892026	0.451972096342718	0.9	0.0323129112432441	0.411107258306191
RNF13	10	0.124453798951396	0.0955922497677593	0.132205296225084	0.941367725083488	0.9	0.0323129112432441	0.411107258306191
SPATS2L	10	0.120605875301886	0.0771377932783479	0.181753013812288	0.663570153650638	0.9	0.0323129112432441	0.411107258306191
HEXA	10	0.118718763390454	0.0844002946431316	0.153405255534462	0.773889805644787	0.8	0.0323129112432441	0.411107258306191
NOTCH2	10	0.115899133448668	0.151263695367279	0.145070888963326	0.798913788127179	0.8	0.0323129112432441	0.411107258306191
CERT1	10	0.114315607020084	0.0713638359904092	0.160744693012863	0.711162557702209	0.8	0.0323129112432441	0.411107258306191
ANKRD12	10	0.1099662603508	0.109438881240714	0.163122699828159	0.674132174532691	0.7	0.0323129112432441	0.411107258306191
GPD2	10	0.108083891457861	0.135208809497219	0.122592264228244	0.881653439866553	0.8	0.0323129112432441	0.411107258306191
SUSD1	10	0.0933457312656618	0.0616620970634493	0.118265723333259	0.789288127064716	0.8	0.0323129112432441	0.411107258306191
SERINC5	10	0.0871825933486335	0.0812265164062524	0.0901284673821802	0.967314721762049	0.7	0.0323129112432441	0.411107258306191
MYO9B	10	0.085380125680102	0.0509699549416431	0.108349391840361	0.788007428836324	0.9	0.0323129112432441	0.411107258306191
HLA-A	10	0.0802985333194586	0.0628969924298058	0.0968697463277225	0.828933040123782	0.9	0.0323129112432441	0.411107258306191
GSDME	10	0.0794560437251545	0.0567113751293185	0.0944928975566218	0.840867893563567	0.8	0.0323129112432441	0.411107258306191
RPL6	10	0.0737149439299112	0.0406757842903788	0.0913175280363427	0.807237619272545	0.8	0.0323129112432441	0.411107258306191
IQCJ-SCHIP1	10	0.0713239791680929	0.0626597758088554	0.0883820256460096	0.806996429950156	0.7	0.0323129112432441	0.411107258306191
DUSP1	10	0.0709939636049558	0.0579732089309791	0.0962224078716697	0.737811131266215	0.8	0.0323129112432441	0.411107258306191
CSGALNACT2	10	0.0707481226999988	0.0485413260488482	0.0871845499182703	0.81147545942854	0.9	0.0323129112432441	0.411107258306191
TRHDE	10	0.0683084477675655	0.0439595489510692	0.0916604634039875	0.745233497964117	0.9	0.0323129112432441	0.411107258306191
MAP7	10	0.0664939769249391	0.0486870297497719	0.109787937283528	0.605658313382988	0.7	0.0323129112432441	0.411107258306191
SASH1	10	0.0626193563805373	0.0459311517630623	0.0715231280172591	0.875511993343282	0.9	0.0323129112432441	0.411107258306191
ARAP2	10	0.0621612496620839	0.0621376587192446	0.0599491855398933	1.03689898540354	0.9	0.0323129112432441	0.411107258306191
PPP1R15A	10	0.0617601711186708	0.0324956321098021	0.102683428937255	0.601461908293006	0.7	0.0323129112432441	0.411107258306191
CEBPD	10	0.0610909484682974	0.0775238976143617	0.0730062263728609	0.83679093556063	0.8	0.0323129112432441	0.411107258306191
ATP6V1A	10	0.0591491553377204	0.0446108664936901	0.0950642218277628	0.622202067197128	0.8	0.0323129112432441	0.411107258306191
ABHD2	10	0.0550342193528756	0.0493972314505202	0.0621474400770275	0.885542820181562	0.7	0.0323129112432441	0.411107258306191
ROR2	10	0.0546252708303765	0.044021149892914	0.0697382530073734	0.783289923029775	0.8	0.0323129112432441	0.411107258306191
DBI	10	0.0536465380385598	0.0447110585750857	0.0720723667567536	0.74434267185395	0.9	0.0323129112432441	0.411107258306191
RACK1	10	0.0529619985720819	0.0431116480658746	0.0676418162965983	0.782977179971811	0.7	0.0323129112432441	0.411107258306191
TULP4	10	0.052235990479895	0.0483720116423347	0.0569820252963507	0.916709966138048	0.8	0.0323129112432441	0.411107258306191
IFNAR2	10	0.0512539528879301	0.0475658448499676	0.066290257685562	0.773174742072139	0.8	0.0323129112432441	0.411107258306191
GM2A	10	0.051077018768007	0.0492690843897617	0.0577671247150354	0.88418835141907	0.8	0.0323129112432441	0.411107258306191
AC104123.1	10	0.0486332279706593	0.0324923675920585	0.0534191107382814	0.910408790010192	0.8	0.0323129112432441	0.411107258306191
TMEM267	10	0.0483504180439589	0.0512017568116159	0.0559778922281003	0.863741311425932	0.8	0.0323129112432441	0.411107258306191
OSTM1	10	0.0479779458603093	0.0318346508763109	0.0665456319609877	0.720978138556657	0.8	0.0323129112432441	0.411107258306191
IL15	10	0.0472450715175931	0.048802096771369	0.0530307122258842	0.890900188486115	0.8	0.0323129112432441	0.411107258306191
RPL27	10	0.0458072579183443	0.0292377682746988	0.0702631979600951	0.65193813046141	0.8	0.0323129112432441	0.411107258306191
SORBS3	10	0.04222450691374	0.0325917121524615	0.0576326762096794	0.732648727956319	0.8	0.0323129112432441	0.411107258306191
S100A6	10	0.0418558108105992	0.0316211504508683	0.056209261199394	0.744642607240859	0.7	0.0323129112432441	0.411107258306191
CDCP1	10	0.041425883782622	0.0271272922906989	0.0514267894772492	0.805531206667071	0.8	0.0323129112432441	0.411107258306191
CT69	10	0.0393576385982021	0.0351926457930645	0.0387253343580357	1.01632792203472	0.7	0.0323129112432441	0.411107258306191
ANTXR2	10	0.0386636866015224	0.033209523526778	0.0424894696799715	0.909959265030497	0.7	0.0323129112432441	0.411107258306191
RAB20	10	0.0377433710894209	0.00643010944650167	0.060975275998945	0.61899467400646	0.9	0.0323129112432441	0.411107258306191
KIAA0825	10	0.0369890435829196	0.0285024521017235	0.0499958193985442	0.739842731410392	0.7	0.0323129112432441	0.411107258306191
AL356417.3	10	0.036300148996229	0.0408200557544365	0.0436249037232771	0.832096942299042	0.8	0.0323129112432441	0.411107258306191
TCEAL9	10	0.0349069285266683	0.0112998015957978	0.080591256096869	0.433135432021445	0.9	0.0323129112432441	0.411107258306191
VPS26A	10	0.0345906926685679	0.0382143215255836	0.0391090066044763	0.884468711220312	0.8	0.0323129112432441	0.411107258306191
COL4A5	10	0.0343520583452349	0.0206483232033901	0.0487811761606759	0.704207258801752	0.8	0.0323129112432441	0.411107258306191
EMP2	10	0.0337328041213952	0.0271171195701243	0.041241381982407	0.81793583289195	0.8	0.0323129112432441	0.411107258306191
CNOT7	10	0.0333604148296702	0.0426077409921639	0.034134271436093	0.977329042810487	0.8	0.0323129112432441	0.411107258306191
METTL14	10	0.0306907950439068	0.0319508187887232	0.0360632260952424	0.851027441717303	0.7	0.0323129112432441	0.411107258306191
BCAT2	10	0.0303546460366987	0.0318910694244051	0.0327450848137121	0.926998546786098	0.8	0.0323129112432441	0.411107258306191
CLIC4	10	0.0302654860587421	0.0299994052753352	0.0316969153723295	0.954840106780957	0.8	0.0323129112432441	0.411107258306191
GBP2	10	0.0294770601473098	0.0242122639348625	0.0403354842049659	0.73079723048622	0.8	0.0323129112432441	0.411107258306191
APBB1	10	0.0293085658689258	0.0143234093913172	0.0406378175105558	0.721214072613837	0.7	0.0323129112432441	0.411107258306191
MMP2	10	0.0263658187807693	0.0176547782907466	0.0305953564201346	0.861758837475679	0.7	0.0323129112432441	0.411107258306191
LSM4	10	0.0256298476204614	0.0278240248973942	0.0292377730272277	0.876600539876738	0.8	0.0323129112432441	0.411107258306191
LDLRAD3	10	0.0256054259235416	0.0247388067122202	0.0292656635029512	0.874930647684087	0.8	0.0323129112432441	0.411107258306191
RSPH3	10	0.0242513804152423	0.0159796762914362	0.0297153565973206	0.816122812991215	0.8	0.0323129112432441	0.411107258306191
SATB2	10	0.0240140751248182	0.0183476946557136	0.0292949171115225	0.819735213224852	0.9	0.0323129112432441	0.411107258306191
PDE7B	10	0.0237840558717051	0.0245740616864849	0.027155115252626	0.875859139261251	0.8	0.0323129112432441	0.411107258306191
HAUS3	10	0.0211479990209671	0.0196569425437514	0.0271880754550053	0.777840971346642	0.9	0.0323129112432441	0.411107258306191
MCRIP1	10	0.0209516860754716	0.0233488932284943	0.020513662267242	1.02135278442841	0.7	0.0323129112432441	0.411107258306191
SEMA3C	10	0.0204507480624781	0.0105147817620455	0.03085841993213	0.66272829611683	0.8	0.0323129112432441	0.411107258306191
KIF22	10	0.0201692854934282	0.0196387707280691	0.0280145610971067	0.719957218801878	0.7	0.0323129112432441	0.411107258306191
PDCD5	10	0.0191852086718912	0.0215085524676049	0.0220502785487207	0.870066499590964	0.8	0.0323129112432441	0.411107258306191
AL356804.1	10	0.0180490065362328	0.0058940777742793	0.0246241831629979	0.732978893828023	0.7	0.0323129112432441	0.411107258306191
NRXN2	10	0.016236799763935	0.00919802617349084	0.0255317454451817	0.635945544686571	0.9	0.0323129112432441	0.411107258306191
ZNF471	10	0.0150765880729033	0.0158327433201506	0.0165540693912675	0.910748149990021	0.7	0.0323129112432441	0.411107258306191
LTBP1	10	0.0126844964131373	0.00763254774982534	0.0201002365282881	0.631062047219481	0.7	0.0323129112432441	0.411107258306191
MCM4	10	0.0124865026412527	0.0107841781741898	0.0139058374492707	0.897932446485455	0.7	0.0323129112432441	0.411107258306191
LMNA	10	0.0122081105740258	0.014874639266877	0.0160640469587098	0.759964821156518	0.8	0.0323129112432441	0.411107258306191
LSM10	10	0.0116119398763047	0.009314061316794	0.0170426455507597	0.68134608806595	0.8	0.0323129112432441	0.411107258306191
HARBI1	10	0.0109099952838849	0.00816677569480011	0.0153072578923588	0.712733486337292	0.8	0.0323129112432441	0.411107258306191
PIM3	10	0.0105671895985084	0.0106750261106194	0.0115747740915417	0.91294996471943	0.8	0.0323129112432441	0.411107258306191
AL008725.1	10	0.0103090460352896	0.00593610759705789	0.0183298820837868	0.562417477001018	0.9	0.0323129112432441	0.411107258306191
AC138207.2	10	-0.0052910030920875	-0.00300607538055382	0.0068606263870124	-0.771212830085559	0.1	0.0323129112432441	0.411107258306191
LRRC36	10	-0.00623158640884141	-0.00395506783417677	0.00899386408339209	-0.692870867411544	0.2	0.0323129112432441	0.411107258306191
RELA-DT	10	-0.00668696113298217	-0.00621086554994712	0.00732176595134072	-0.913298946923821	0.3	0.0323129112432441	0.411107258306191
FZD4	10	-0.00677638980017145	-0.00315222962686354	0.0083212152204916	-0.814350983674127	0.1	0.0323129112432441	0.411107258306191
SURF2	10	-0.00794343800559789	-0.00558925964520373	0.00958260181030647	-0.828943763170292	0.1	0.0323129112432441	0.411107258306191
AC025048.2	10	-0.00851426083039695	-0.00624464406054122	0.00944018052280144	-0.901917162477131	0.2	0.0323129112432441	0.411107258306191
COL14A1	10	-0.00898427333620447	-0.00884139668180682	0.0107121210984594	-0.838701621614098	0.2	0.0323129112432441	0.411107258306191
ISYNA1	10	-0.00898514703167079	-0.0082605327154923	0.0120447715517609	-0.745979032732856	0.2	0.0323129112432441	0.411107258306191
AL590608.1	10	-0.00911351257181546	-0.00608237010542579	0.0118020188242667	-0.772199460746214	0.1	0.0323129112432441	0.411107258306191
NCS1	10	-0.00955053365586929	-0.00845258632394618	0.0117968796819042	-0.809581339590955	0.2	0.0323129112432441	0.411107258306191
AC092078.3	10	-0.00957985870733675	-0.00667241170507887	0.0128194192104938	-0.747292724423489	0.1	0.0323129112432441	0.411107258306191
AGMAT	10	-0.0095921687338199	-0.0100527168654687	0.0118397976552519	-0.810163231933701	0.1	0.0323129112432441	0.411107258306191
PRPS1	10	-0.0100352331665692	-0.00687901262941902	0.0133253542660318	-0.753093161068925	0.1	0.0323129112432441	0.411107258306191
MAP1LC3B2	10	-0.0105522223476733	-0.00827673078562851	0.0153086646981992	-0.689297372155165	0.1	0.0323129112432441	0.411107258306191
ZNF662	10	-0.0107262696605306	-0.00583317639408673	0.0183946609760195	-0.583118638311088	0.2	0.0323129112432441	0.411107258306191
FBXO27	10	-0.0108236585304768	-0.00753773977291049	0.0125960968878939	-0.859286700222148	0.2	0.0323129112432441	0.411107258306191
AC048382.5	10	-0.0111621636886254	-0.0092177835172327	0.0108407649791404	-1.02964723523694	0.1	0.0323129112432441	0.411107258306191
DHODH	10	-0.0113354789164042	-0.0105213892879925	0.0120681633171257	-0.939287828523024	0.1	0.0323129112432441	0.411107258306191
CYP27C1	10	-0.0114514392661431	-0.00739174992029825	0.0157656494105622	-0.726353794120982	0.2	0.0323129112432441	0.411107258306191
IRAK1BP1	10	-0.0116903898931373	-0.0114090063963859	0.0144135714810234	-0.811068228893071	0.1	0.0323129112432441	0.411107258306191
WDR76	10	-0.0121011620254533	-0.012641476436132	0.0149417793617042	-0.809887613283097	0.2	0.0323129112432441	0.411107258306191
ZNF214	10	-0.012381164459777	-0.00741988453534092	0.015129457430534	-0.81834821351819	0.2	0.0323129112432441	0.411107258306191
Z94721.1	10	-0.0128038074732792	-0.0073036938039099	0.0167022969662516	-0.766589619329029	0.3	0.0323129112432441	0.411107258306191
CCDC65	10	-0.0129693201883868	-0.015996336567347	0.0137818993761492	-0.941040116054783	0.2	0.0323129112432441	0.411107258306191
AP4M1	10	-0.0132200300306665	-0.0156936133263147	0.0146815883791111	-0.90044957597884	0.3	0.0323129112432441	0.411107258306191
CLVS1	10	-0.013659364903469	-0.0111913495364093	0.015419686623035	-0.885839332367732	0.3	0.0323129112432441	0.411107258306191
CR786580.1	10	-0.0140875068604278	-0.0120729185579956	0.019892369603737	-0.708186462500744	0.3	0.0323129112432441	0.411107258306191
ODC1	10	-0.0141013251906778	-0.0121333076866512	0.0159969307375994	-0.881501921961437	0.2	0.0323129112432441	0.411107258306191
ANKRD54	10	-0.0150691597085192	-0.0130398907278121	0.0192126739364267	-0.784334328390829	0.1	0.0323129112432441	0.411107258306191
BPNT1	10	-0.0151045222943865	-0.0117394663231317	0.0236048780963189	-0.639889866524748	0.2	0.0323129112432441	0.411107258306191
ZNF503	10	-0.0157762434849407	-0.0160477733207153	0.0161289606613827	-0.978131437986178	0.3	0.0323129112432441	0.411107258306191
LRRCC1	10	-0.0161297015512437	-0.0123204200825956	0.023406525030632	-0.689111328150369	0.2	0.0323129112432441	0.411107258306191
AC020658.5	10	-0.0166218745007488	-0.0129155118734016	0.0180562103947468	-0.920562739210476	0.2	0.0323129112432441	0.411107258306191
TEX22	10	-0.0170276175085738	-0.0167092844318178	0.0189828104672291	-0.897001923817832	0.3	0.0323129112432441	0.411107258306191
ZNF227	10	-0.0173414467645922	-0.016200589744967	0.0192940414408134	-0.898798046940503	0.3	0.0323129112432441	0.411107258306191
FFAR4	10	-0.0175614395666894	-0.0215737348982282	0.0192345543619856	-0.913015151595977	0.1	0.0323129112432441	0.411107258306191
ZSCAN18	10	-0.0182117701634358	-0.0208363234474795	0.0204962774560694	-0.88854038019684	0.2	0.0323129112432441	0.411107258306191
AC096992.2	10	-0.0183340639459701	-0.0212925014327329	0.0234748075268687	-0.781010192521722	0.3	0.0323129112432441	0.411107258306191
CCDC134	10	-0.0186057119622827	-0.016105079390561	0.0210289367731915	-0.884767126505512	0.1	0.0323129112432441	0.411107258306191
TMEM169	10	-0.0192543507382104	-0.0200205334293229	0.0236566637031163	-0.813908122457437	0.2	0.0323129112432441	0.411107258306191
CAHM	10	-0.020009499457294	-0.0179927362517359	0.0225937689072235	-0.885620258375605	0.2	0.0323129112432441	0.411107258306191
ZNF720	10	-0.020948436294814	-0.0189881070472952	0.0251781526476696	-0.83200847131066	0.2	0.0323129112432441	0.411107258306191
AC107294.2	10	-0.0213100683980626	-0.0224663438686337	0.0238054447510213	-0.89517623472035	0.3	0.0323129112432441	0.411107258306191
BRINP2	10	-0.0214193167627418	-0.0194685431403887	0.0257360256462039	-0.832269793992111	0.2	0.0323129112432441	0.411107258306191
ALG10B	10	-0.0219201919156295	-0.0112555639274478	0.0323061942188595	-0.678513593001094	0.1	0.0323129112432441	0.411107258306191
DHRS12	10	-0.0221327681574179	-0.0182215237853323	0.0282051539902618	-0.78470651729324	0.3	0.0323129112432441	0.411107258306191
MAPKBP1	10	-0.0227993388892997	-0.0170032486187007	0.03028615336625	-0.752797445538484	0.1	0.0323129112432441	0.411107258306191
PIM1	10	-0.0230468847285825	-0.018213036844673	0.0294280592771977	-0.783160197942116	0.2	0.0323129112432441	0.411107258306191
PSRC1	10	-0.0236282518516526	-0.0145088314639767	0.0385489418109743	-0.612941646167988	0.2	0.0323129112432441	0.411107258306191
ZNF32	10	-0.0237041396856081	-0.0300742956043285	0.0257220192667364	-0.921550498807931	0.2	0.0323129112432441	0.411107258306191
TMEM182	10	-0.0238022828073461	-0.00785799658008009	0.0323783222204051	-0.735130209815063	0.1	0.0323129112432441	0.411107258306191
DERA	10	-0.0247774916523818	-0.0276391796572445	0.0288368524323624	-0.859230101846172	0.3	0.0323129112432441	0.411107258306191
RAB33B	10	-0.0248930526969704	-0.0255235934128759	0.0254513698948965	-0.978063373396728	0.3	0.0323129112432441	0.411107258306191
DPH5	10	-0.0251851085860683	-0.0141150037092539	0.0291929072114502	-0.862713274962559	0.2	0.0323129112432441	0.411107258306191
TRPV1	10	-0.0251906958028701	-0.0306729472679512	0.0257951379076956	-0.976567595529495	0.2	0.0323129112432441	0.411107258306191
ZNF397	10	-0.0255353548077939	-0.0208549015352343	0.0347041631540946	-0.735800909372485	0.3	0.0323129112432441	0.411107258306191
ACADSB	10	-0.0256506415722804	-0.0201028503258938	0.0337353366206719	-0.760349358914132	0.2	0.0323129112432441	0.411107258306191
TMEM255B	10	-0.0274858741149759	-0.029568399857079	0.0340640968456604	-0.806886917903931	0.2	0.0323129112432441	0.411107258306191
SRC	10	-0.0277397383392196	-0.0173578134772789	0.032769351585581	-0.846514715641354	0.1	0.0323129112432441	0.411107258306191
KCNQ5	10	-0.0281927116240008	-0.0199221170886533	0.0390986893418182	-0.721065388599796	0.1	0.0323129112432441	0.411107258306191
LEPROT	10	-0.0283071772403495	-0.0269826032183792	0.0349570018121629	-0.809771312552909	0.2	0.0323129112432441	0.411107258306191
AGO1	10	-0.0283257563321134	-0.0283938548077727	0.0269661157921985	-1.05042033307253	0.2	0.0323129112432441	0.411107258306191
SNHG6	10	-0.0287096789649528	-0.0237981823940824	0.0352589529226889	-0.814252171013235	0.1	0.0323129112432441	0.411107258306191
WDR41	10	-0.0287869337838209	-0.0335470733466469	0.0303903692688996	-0.947238696874947	0.1	0.0323129112432441	0.411107258306191
PDIK1L	10	-0.0290553144189934	-0.022282426624508	0.030362390734283	-0.956950810404605	0.2	0.0323129112432441	0.411107258306191
RNF19B	10	-0.0297929117655456	-0.0318502005285238	0.0369991552033825	-0.805232216837801	0.2	0.0323129112432441	0.411107258306191
IGIP	10	-0.0298404743504881	-0.0115739904009548	0.0418918148908835	-0.712322309936063	0.2	0.0323129112432441	0.411107258306191
ERV3-1	10	-0.0299549322373664	-0.0260468665089973	0.035757964368437	-0.837713577001244	0.2	0.0323129112432441	0.411107258306191
CCDC112	10	-0.0306480947910496	-0.0333494476689955	0.0332957558690955	-0.920480523450034	0.1	0.0323129112432441	0.411107258306191
ABCB4	10	-0.0317233459156752	-0.0284558943870457	0.0375784278451066	-0.844190343631051	0.1	0.0323129112432441	0.411107258306191
NPLOC4	10	-0.0320422990966052	-0.0414836349094729	0.0387409222013899	-0.827091800500703	0.3	0.0323129112432441	0.411107258306191
ITFG2	10	-0.0320803975944225	-0.0324341547179751	0.0364519278935333	-0.880074098909695	0.2	0.0323129112432441	0.411107258306191
PALM2-AKAP2	10	-0.0321438917483767	-0.0302242540678541	0.0362705921646226	-0.886224619727301	0.2	0.0323129112432441	0.411107258306191
ATP6V0A2	10	-0.0321615234671179	-0.0229221756124199	0.0364918079351944	-0.881335436277463	0.2	0.0323129112432441	0.411107258306191
CASP8	10	-0.032684002186788	-0.0226149032520115	0.0377902896376825	-0.864878319275892	0.1	0.0323129112432441	0.411107258306191
RBMS2	10	-0.0334409174406586	-0.0322214591855666	0.0380213156070546	-0.879530781792669	0.2	0.0323129112432441	0.411107258306191
YIPF1	10	-0.0334656672501831	-0.0395119093308835	0.0400736763968852	-0.835103495839586	0.2	0.0323129112432441	0.411107258306191
NDRG3	10	-0.0338730533477161	-0.0265506302419081	0.0365572224147707	-0.926576230639173	0.2	0.0323129112432441	0.411107258306191
SLC43A2	10	-0.0349466533468279	-0.0372155137848635	0.0414515453248201	-0.843072389050422	0.2	0.0323129112432441	0.411107258306191
COPG2	10	-0.035312668519561	-0.0323983341096712	0.0421558577279686	-0.83766931626521	0.2	0.0323129112432441	0.411107258306191
B3GALNT2	10	-0.0353148380587252	-0.0429592273298903	0.0371461772146538	-0.95069912186802	0.3	0.0323129112432441	0.411107258306191
GK5	10	-0.0361942061927688	-0.0268739863335783	0.0449828399785826	-0.804622522944343	0.2	0.0323129112432441	0.411107258306191
USP7	10	-0.0369151707418788	-0.0572050451916925	0.0534223379847484	-0.691006274424339	0.3	0.0323129112432441	0.411107258306191
EML5	10	-0.0379127676880835	-0.0517302186792453	0.0375199919365526	-1.01046843912427	0.1	0.0323129112432441	0.411107258306191
MACORIS	10	-0.0391695656519543	-0.0477742344197725	0.0432425730405532	-0.905810244344637	0.2	0.0323129112432441	0.411107258306191
CAMKK2	10	-0.0394277759459881	-0.0182201492720365	0.048451472853214	-0.813758047468163	0.2	0.0323129112432441	0.411107258306191
NOC3L	10	-0.0397206512165279	-0.0310895756586756	0.0601846595915598	-0.659979660699091	0.1	0.0323129112432441	0.411107258306191
TXNDC11	10	-0.0397355338579413	-0.0242731737134311	0.0549764165602333	-0.722774170164515	0.2	0.0323129112432441	0.411107258306191
TMLHE	10	-0.0405022289871599	-0.0402031671795336	0.0483830748873751	-0.837115645945198	0.2	0.0323129112432441	0.411107258306191
ZNF69	10	-0.0409086045499262	-0.0456771111814583	0.039779255931263	-1.02839039072562	0.3	0.0323129112432441	0.411107258306191
SSBP3	10	-0.0417215555229443	-0.0387999937141993	0.0495454473705371	-0.842086563694137	0.3	0.0323129112432441	0.411107258306191
KLHDC1	10	-0.0431767361714875	-0.0397016186543837	0.0538598279739913	-0.80165009424719	0.2	0.0323129112432441	0.411107258306191
IL21R	10	-0.0434441354436878	-0.042374594426163	0.0468664820188375	-0.926976670154715	0.3	0.0323129112432441	0.411107258306191
KLHDC10	10	-0.043883668127333	-0.0212949403394637	0.0545838807385984	-0.803967536450759	0.1	0.0323129112432441	0.411107258306191
INPP5B	10	-0.0438968644136507	-0.0460379625453494	0.0436388179791936	-1.00591323153116	0.1	0.0323129112432441	0.411107258306191
SECISBP2	10	-0.0439142824660676	-0.0368145515302507	0.0516572140201347	-0.850109385476168	0.2	0.0323129112432441	0.411107258306191
OSBP	10	-0.0441969051480248	-0.033684678154607	0.0565067811241048	-0.782152234984965	0.2	0.0323129112432441	0.411107258306191
ARID5A	10	-0.0447747768146147	-0.0337188461181966	0.0468647507605963	-0.955404138247572	0.3	0.0323129112432441	0.411107258306191
HSPBAP1	10	-0.0449445138619131	-0.0325335439787753	0.05998416452873	-0.749272982545027	0.2	0.0323129112432441	0.411107258306191
STX16	10	-0.0458357232390599	-0.0493010880208374	0.0484921855160524	-0.945218755378367	0.3	0.0323129112432441	0.411107258306191
UBA2	10	-0.0461639311731411	-0.049738778357584	0.0554474674440151	-0.832570598824057	0.3	0.0323129112432441	0.411107258306191
RAPH1	10	-0.046494796873429	-0.0435594295642469	0.0548050655882158	-0.848366777311663	0.1	0.0323129112432441	0.411107258306191
PIGN	10	-0.047232204853544	-0.0592928622210306	0.055654912069824	-0.848661925730599	0.2	0.0323129112432441	0.411107258306191
PIGF	10	-0.0476238267070248	-0.028105910498888	0.0694490932558977	-0.685737199354731	0.2	0.0323129112432441	0.411107258306191
CBWD1	10	-0.048104953098807	-0.0341761606303209	0.0558098340767522	-0.861944026435394	0.2	0.0323129112432441	0.411107258306191
HNRNPD	10	-0.048252271361622	-0.0497734947927305	0.0599795985834641	-0.804478064228405	0.2	0.0323129112432441	0.411107258306191
SCAI	10	-0.048487796273271	-0.0619301184748318	0.0553350787514924	-0.876257834402437	0.2	0.0323129112432441	0.411107258306191
RAP2A	10	-0.0515906430054335	-0.0488733471704499	0.0695754671142328	-0.741506239846428	0.2	0.0323129112432441	0.411107258306191
JAK3	10	-0.0528863290015668	-0.0459802367668855	0.0624576159355378	-0.846755487051418	0.3	0.0323129112432441	0.411107258306191
MSH3	10	-0.0531071643859291	-0.0641703520468294	0.0562599660112143	-0.943960122111402	0.1	0.0323129112432441	0.411107258306191
HSP90B1	10	-0.0539320621753097	-0.0521808563496929	0.0591991159891186	-0.911028167806138	0.2	0.0323129112432441	0.411107258306191
NCOR1	10	-0.0550040689868828	-0.048390936696343	0.063141895260671	-0.871118435070843	0.2	0.0323129112432441	0.411107258306191
TDRD3	10	-0.0551353924135743	-0.0381454364342518	0.0662649733312008	-0.832044285870314	0.2	0.0323129112432441	0.411107258306191
EIPR1	10	-0.0552130793577793	-0.0323348670669318	0.0813233440892799	-0.678932721915177	0.3	0.0323129112432441	0.411107258306191
ARHGAP4	10	-0.0552910298249437	-0.051673474065047	0.0636497556889795	-0.868676230198271	0.2	0.0323129112432441	0.411107258306191
ASB3	10	-0.0554821718258506	-0.0551383534277793	0.0671779346875941	-0.825898743149313	0.2	0.0323129112432441	0.411107258306191
RAB12	10	-0.0585897512831385	-0.0586430688627324	0.0636893154078363	-0.919930618000168	0.3	0.0323129112432441	0.411107258306191
SNX18	10	-0.0586121488560456	-0.0436090865598298	0.07279721107796	-0.805142779347367	0.2	0.0323129112432441	0.411107258306191
UPF2	10	-0.0586685647956202	-0.0518401608637447	0.0799371094773195	-0.73393402862867	0.2	0.0323129112432441	0.411107258306191
GRIK1	10	-0.059379713530666	-0.0605207592825508	0.0650231379648986	-0.913208980512767	0.2	0.0323129112432441	0.411107258306191
LILRB4	10	-0.0599215805668772	-0.0657696760000313	0.0610077412035401	-0.982196347295679	0.3	0.0323129112432441	0.411107258306191
DR1	10	-0.0600497283214331	-0.0633957572656836	0.0609454852075489	-0.985302325790576	0.2	0.0323129112432441	0.411107258306191
ENO4	10	-0.0606886275881704	-0.0449145176726385	0.0666577502163662	-0.910451183713514	0.1	0.0323129112432441	0.411107258306191
WAPL	10	-0.0615119406310273	-0.0687764574674998	0.064187869031327	-0.958310994886063	0.3	0.0323129112432441	0.411107258306191
ZNF721	10	-0.0619045545100514	-0.0419510903911238	0.0758903988634547	-0.815709963804945	0.1	0.0323129112432441	0.411107258306191
MYO18A	10	-0.0625171466321235	-0.0619923598201484	0.0716971225301101	-0.871961724905607	0.2	0.0323129112432441	0.411107258306191
CDK19	10	-0.0635389164568783	-0.0790759698186888	0.0701076177904884	-0.906305455232551	0.2	0.0323129112432441	0.411107258306191
