analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	source	context_id
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	IFI30	3	19	2.2675214191063024	1.4553757176877469	0.8121457014185558	0.7573935564109164	2.756237051747991	0.0151792369576658	0.017873089178072	0.0130793801407682	0.7727272727272727	1.566122858790277	True	0.3354388831820603	True	False	False	False	broad_h5ad	t1d_beta_cell|type 1 diabetes mellitus|pancreatic beta cell|tissue_resident
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD58	3	19	3.1938338786131717	2.201014797806064	0.9928190808071076	0.9282687582828714	1.3458346848907872	0.2891512595764977	0.0427240648626411	0.0347916545135624	0.9090909090909092	2.336399217916125	False	0.8418895858264407	False	False	False	False	broad_h5ad	t1d_beta_cell|type 1 diabetes mellitus|pancreatic beta cell|tissue_resident
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SP140	3	19	1.048588598533447	0.1254430111738008	0.9231455873596464	1.4357833224265013	0.8791377554937795	0.4716059634859866	0.0082304526748971	0.0008361214925513	0.2727272727272727	0.2513265003592072	False	0.8776821521019667	False	False	False	False	broad_h5ad	t1d_beta_cell|type 1 diabetes mellitus|pancreatic beta cell|tissue_resident
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IL7R	5	19	0.8139082220168463	0.3309209308253804	0.4829872911914659	0.6088485736657826	1.270088654292799	0.2483711146999608	0.0036951187131094	0.0031439088201731	0.3333333333333333	0.4315432831569358	False	0.6077672077689474	False	False	False	False	broad_h5ad	t1d_ductal_cell|type 1 diabetes mellitus|pancreatic ductal cell|tissue_resident
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	GALC	5	19	4.580644226872172	4.0490980155381395	0.5315462113340326	0.7949701611405493	2.7386511591192386	0.0126855885792545	0.1164856581421601	0.081459063301293	1.0	4.159836809566063	False	0.3730027901235493	True	False	False	False	broad_h5ad	t1d_ductal_cell|type 1 diabetes mellitus|pancreatic ductal cell|tissue_resident
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	IFI30	5	19	3.405270196815404	2.351698378314493	1.0535718185009109	0.7468676550828032	1.576123539434188	0.1623869236757709	0.054181893852883	0.0198357797663355	0.9166666666666666	2.5711925071688495	True	0.559665614670554	False	False	False	False	broad_h5ad	t1d_ductal_cell|type 1 diabetes mellitus|pancreatic ductal cell|tissue_resident
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CD58	5	19	6.112741133265468	5.98870818294743	0.1240329503180381	0.2227186452286382	0.5504445853089953	0.5963625351632363	0.3040670835436211	0.2581341284130854	1.0	6.014548380930354	False	0.8129244865367317	False	False	False	False	broad_h5ad	t1d_ductal_cell|type 1 diabetes mellitus|pancreatic ductal cell|tissue_resident
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	GALC	5	18	4.220387382574043	4.624234781998047	-0.4038473994240039	-0.672329564088108	-1.2350997572654354	0.2658859780515565	0.0781549774714009	0.1067071826682974	1.0	4.536441869079785	False	0.6557407145325781	False	False	False	False	broad_h5ad	t1d_acinar_cell|type 1 diabetes mellitus|pancreatic acinar cell|tissue_resident
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	IFI30	5	18	3.700950677079524	2.60536913289718	1.0955815441823442	0.7152519148377985	1.2877159895944468	0.2492731579277335	0.0474240974508636	0.029616673737587	0.9130434782608696	2.8435390338063855	True	0.650680615042498	False	False	False	False	broad_h5ad	t1d_acinar_cell|type 1 diabetes mellitus|pancreatic acinar cell|tissue_resident
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CD58	5	18	4.084937621693435	3.3144735617453613	0.7704640599480741	1.374756987094384	3.1672313051561445	0.0139773675608707	0.0612916948603156	0.0398155555133874	1.0	3.4819657486905946	False	0.4435081649818191	True	False	False	False	broad_h5ad	t1d_acinar_cell|type 1 diabetes mellitus|pancreatic acinar cell|tissue_resident
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IL7R	4	17	2.6353469822855855	0.1999749443768849	2.4353720379087007	3.254935303717726	3.8227588495195017	0.0266049582496913	0.0343783373044186	0.0010457516339869	0.2857142857142857	0.6638553325499708	False	0.3740326752666333	True	False	False	False	broad_h5ad	t1d_stellate_cell|type 1 diabetes mellitus|pancreatic stellate cell|tissue_resident
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	GALC	4	17	4.573807109422857	4.226747543813412	0.3470595656094453	0.1931794106908578	0.6110513132729132	0.5508776488057103	0.1411229867224116	0.1193612831512196	0.9047619047619048	4.292854127739021	False	0.8473599993929436	False	False	False	False	broad_h5ad	t1d_stellate_cell|type 1 diabetes mellitus|pancreatic stellate cell|tissue_resident
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	IFI30	4	17	1.5901930744656667	1.3429624300714955	0.2472306443941712	0.1700507786157098	0.3002154010001018	0.7781002617205283	0.0118177751068041	0.0139136437492088	0.6190476190476191	1.390053981384671	True	0.9351828283044376	False	False	False	False	broad_h5ad	t1d_stellate_cell|type 1 diabetes mellitus|pancreatic stellate cell|tissue_resident
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD58	4	17	5.329236081037717	5.320911271112086	0.0083248099256305	0.0118230599929364	0.0282890053729212	0.978274042121924	0.1967050854016564	0.1757019378250075	1.0	5.322496949193157	False	0.99160125701854	False	False	False	False	broad_h5ad	t1d_stellate_cell|type 1 diabetes mellitus|pancreatic stellate cell|tissue_resident
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IL7R	5	17	0.3578153699535954	0.8666411893626251	-0.5088258194090297	-0.3649861297012814	-1.0158753417482191	0.3289721422258148	0.0027027027027027	0.0030290977093581	0.2727272727272727	0.7509989576787547	False	0.6961724876825796	False	False	False	False	broad_h5ad	t1d_endothelial_cell|type 1 diabetes mellitus|pancreatic endothelial cell|tissue_resident
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	GALC	5	17	3.6618634479240377	3.5732384104503643	0.0886250374736734	0.0574959293870396	0.1634610055187605	0.8726234714471124	0.0429976880756208	0.0511051109439871	0.9090909090909092	3.593380464421654	False	0.9550424237847838	False	False	False	False	broad_h5ad	t1d_endothelial_cell|type 1 diabetes mellitus|pancreatic endothelial cell|tissue_resident
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	IFI30	5	17	2.0926237622267903	1.5441156365032307	0.5485081257235596	0.3423618312687663	0.7746247109529467	0.4615619801221068	0.0116350671723928	0.0097852529343715	0.5909090909090909	1.668776574167676	True	0.7726750842868051	False	False	False	False	broad_h5ad	t1d_endothelial_cell|type 1 diabetes mellitus|pancreatic endothelial cell|tissue_resident
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD58	5	17	5.451741227631945	5.305642393265092	0.1460988343668523	0.1088708792704479	0.3108946587755267	0.7606604601212887	0.1404108820843849	0.1147112848514303	0.9545454545454546	5.338846673803013	False	0.9136427063283272	False	False	False	False	broad_h5ad	t1d_endothelial_cell|type 1 diabetes mellitus|pancreatic endothelial cell|tissue_resident
