predictor	analysis	disease_name	compartment	role	n_case	rho	p
gene:ANKRD22	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.13093073414159545	0.8047261622231062
gene:ANKRD22	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ANKRD22	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.6	0.208
gene:ANKRD22	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.13093073414159545	0.8047261622231062
gene:ANKRD22	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:ANKRD22	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:ANKRD22	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:ANKRD22	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.06666666666666667	0.8646897846262036
gene:ANKRD22	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7363636363636363	0.009759535959916903
gene:ANKRD22	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.2901294265928297	0.4161202535070595
gene:ANKRD22	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:ANKRD22	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.3	0.623837664781073
gene:ANKRD22	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.10540925533894598	0.894590744661054
gene:AP2B1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:AP2B1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.6	0.208
gene:AP2B1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:AP2B1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:AP2B1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:AP2B1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:AP2B1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:AP2B1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:AP2B1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:AP2B1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.049999999999999996	0.8983528043506303
gene:AP2B1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8545454545454546	0.0008066741521648988
gene:AP2B1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.35757575757575755	0.3103760917056803
gene:AP2B1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:AP2B1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:AP2B1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:AP2B1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:AP2B1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:APOC1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:APOC1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3142857142857143	0.5440932944606415
gene:APOC1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:APOC1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:APOC1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.028571428571428574	0.9571545189504373
gene:APOC1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.4285714285714286	0.3965014577259473
gene:APOC1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:APOC1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:APOC1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:APOC1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.06666666666666667	0.8646897846262036
gene:APOC1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6545454545454547	0.028864598957001896
gene:APOC1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.19999999999999998	0.5795840000000001
gene:APOC1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.6	0.28475697986529386
gene:APOC1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:APOC1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.3	0.623837664781073
gene:APOC1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:APOC1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.39999999999999997	0.6
gene:APOL1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:APOL1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.7714285714285715	0.07239650145772594
gene:APOL1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:APOL1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:APOL1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:APOL1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6	0.208
gene:APOL1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:APOL1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:APOL1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:APOL1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.43333333333333335	0.24395243588005172
gene:APOL1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.41818181818181827	0.20057021703405048
gene:APOL1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.2606060606060606	0.46708905438634013
gene:APOL1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:APOL1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:APOL1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:APOL1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:APOL1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:APOL2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:APOL2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.3714285714285715	0.4684781341107872
gene:APOL2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.2	0.7040000000000001
gene:APOL2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:APOL2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.942857142857143	0.004804664723032055
gene:APOL2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:APOL2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:APOL2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:APOL2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:APOL2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.652725378829464	0.056676692165527655
gene:APOL2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5545454545454546	0.0766523333397824
gene:APOL2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.5515151515151515	0.098401176669635
gene:APOL2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:APOL2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:APOL2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:APOL2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:APOL2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	1.0	0.0
gene:AQR	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:AQR	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:AQR	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6	0.208
gene:AQR	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:AQR	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:AQR	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:AQR	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:AQR	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:AQR	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:AQR	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.3666666666666667	0.3317398014330152
gene:AQR	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7181818181818183	0.012799598068858449
gene:AQR	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.4424242424242424	0.20042268671194216
gene:AQR	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:AQR	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:AQR	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:AQR	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.0	1.0
gene:AQR	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:ARHGEF28	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:ARHGEF28	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.2608969660436018	0.6175338174259972
gene:ARHGEF28	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.028571428571428574	0.9571545189504373
gene:ARHGEF28	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:ARHGEF28	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:ARHGEF28	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:ARHGEF28	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:ARHGEF28	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.31037611591959413	0.4162911190557081
gene:ARHGEF28	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.8000000000000002	0.003110428310385845
gene:ARHGEF28	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.16363636363636364	0.6514773427962428
gene:ARHGEF28	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:ARHGEF28	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:ARHGEF28	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:ARHGEF28	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:ARHGEF28	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.7999999999999999	0.2000000000000001
gene:ARPC5	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:ARPC5	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.5428571428571429	0.26570262390670546
gene:ARPC5	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:ARPC5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:ARPC5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2	0.7040000000000001
gene:ARPC5	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.48571428571428577	0.3287230320699708
gene:ARPC5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:ARPC5	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:ARPC5	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:ARPC5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.6333333333333333	0.06708578689234572
gene:ARPC5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7363636363636363	0.009759535959916903
gene:ARPC5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.33333333333333326	0.3465935070873344
gene:ARPC5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:ARPC5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:ARPC5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:ARPC5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:ARPC5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:ASL	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.3714285714285715	0.4684781341107872
gene:ASL	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:ASL	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ASL	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:ASL	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:ASL	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ASL	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:ASL	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:ASL	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:ASL	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.2833333333333333	0.46003032896572005
gene:ASL	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5909090909090909	0.05557560428877467
gene:ASL	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.13939393939393938	0.7009318849100583
gene:ASL	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:ASL	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:ASL	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:ASL	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:ASL	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	1.0	0.0
gene:ASPM	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.2	0.7040000000000001
gene:ASPM	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.14494275891311212	0.7841083696021083
gene:ASPM	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3768511731740915	0.4614828403508045
gene:ASPM	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.2	0.7040000000000001
gene:ASPM	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.7775419143502353	0.06872694144108958
gene:ASPM	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.3946648814672956	0.4387392515170163
gene:ASPM	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:ASPM	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:ASPM	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:ASPM	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.6694619270045785	0.04856819494488677
gene:ASPM	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.4646936885297694	0.14984855748044168
gene:ASPM	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.1874873733122184	0.6039864983022589
gene:ASPM	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.7181848464596079	0.17179530490798894
gene:ASPM	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:ASPM	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.0	1.0
gene:ASPM	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.316227766016838	0.683772233983162
gene:ATOX1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.028571428571428574	0.9571545189504373
gene:ATOX1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.6	0.208
gene:ATOX1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:ATOX1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:ATOX1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.14285714285714288	0.7871720116618076
gene:ATOX1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.2	0.7040000000000001
