gene	geneformer_sources	geneformer_source_count	total_support_contexts	total_strong_support_contexts	max_support_contexts_in_source	max_strong_support_contexts_in_source	total_disease_cells_with_token	max_contexts_with_token_in_source	best_mean_projection_shift	best_mean_cosine_z_vs_random	best_context_cosine_z	best_context_projection_minus_random	best_geneformer_source	best_geneformer_context	best_context_cells_with_token	stronger_than_ctsh_geneformer	geneformer_rescue_rank	best_direct_source	best_direct_dataset	best_direct_perturbation	best_direct_pathway	best_direct_rank	best_direct_target_module_effect	best_direct_generic_ifn_effect	best_direct_target_vs_ifn_margin	best_direct_selectivity_score	best_direct_evidence_call	best_direct_control_class	mixscale_transition_pathway	mixscale_transition_perturbation	mixscale_transition_rank	transition_suppression_score	n_modules_suppressed	hla_ii_apc_mean_log2fc	ifn_apc_mean_log2fc	mif_cd74_receptor_state_mean_log2fc	gilt_lysosomal_apc_mean_log2fc	n_sgrna	MHCII_median_low_vs_high_log2	MHCII_mean_low_vs_high_log2	MHCII_positive_sgrna_fraction	MHCII_rank_required_low_vs_high	MHCII_fdr	CD40_median_low_vs_high_log2	PDL1_median_low_vs_high_log2	gse162463_screen_stronger_than_ctsh	gse162463_mhcii_direction_call	readout_sources	readout_min_log2fc	readout_best_source	readout_best_condition	readout_negative_records	readout_total_records	real_perturbation_alignment_call	foundation_rescue_recommendation	alignment_priority	wave18_rank
ACSL1	broad_residual_delete	1	0	0	0	0	14	7	-0.0015333501978602585	0.03280143205412985	1.2725981210166508	0.0920392393183041	broad_residual_delete	IBD_myeloid	2	False	79																					4.0	-1.1742563559579366	-1.0888250948147224	0.25	10959.0	0.9248624482023996	0.4524413820519601	0.0	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	57
CXCL9	unrestricted_survivor_delete	1	0	0	0	0	3	2	0.03615237027406695	0.7202243997707136	1.224561773323401	0.0957764886571871	unrestricted_survivor_delete	IBD_myeloid	2	False	81																					4.0	0.5814975896204873	0.8494305819770849	0.75	3313.0	0.9248624482023996	0.7844014367348932	-0.5479964221233349	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	58
LTA4H	broad_residual_delete;candidate_delete	2	0	0	0	0	16	6	-0.0012020055825511834	-0.19806642796728025	1.055667060352499	0.0342500326741072	broad_residual_delete	sjogren_APC	2	False	83																					4.0	0.6148905903004009	0.2100186556320954	0.75	3203.0	0.9724039300900836	-1.7321049621031168	-0.0684703872622128	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	59
SLC15A4	wave14_narrowed_delete	1	0	0	0	0	16	7	-0.00975370134360023	-0.1501568130150645	0.9109186148793386	-0.0211334507394996	wave14_narrowed_delete	IBD_myeloid	2	False	84																					4.0	0.2363838108278662	0.2019811191128304	0.5	5105.0	0.944673626541802	-0.674393605845526	-0.9323443302416548	False	mixed_or_weak							no_rescue	do_not_promote	8	60
TNFAIP8L1	candidate_delete;unrestricted_survivor_delete	2	1	0	1	0	16	5	-0.0013163089752197508	-0.04003075893309942	0.7759546213415992	0.0194568676524796	candidate_delete	t1d_endothelial	6	False	56																					4.0	0.620215572110178	0.4206955571896046	0.5	3171.0	0.9586657651578472	0.1447933034363595	0.2266715330601723	False	mixed_or_weak							no_rescue	do_not_promote	8	61
KRTCAP3	broad_residual_delete	1	0	0	0	0	38	5	-0.00508991269161926	-0.0733756272828385	0.7743582342847807	-0.008846762937416	broad_residual_delete	IBD_epithelial	1	False	86																					4.0	0.1722800084397275	0.0508441238677142	0.5	5527.0	0.9933654502126636	-0.3358056730451091	0.0214499508985332	False	mixed_or_weak							no_rescue	do_not_promote	8	62
IL2RG	broad_residual_delete;unrestricted_survivor_delete	2	0	0	0	0	6	3	0.022555995422104933	0.5296697415898355	0.7736192139979163	0.0153761605780649	unrestricted_survivor_delete	psoriasis_dendritic	1	False	87																					4.0	0.3143785521950017	0.0069108342652499	0.5	4666.0	0.9985627879617136	1.0028250686050304	0.1081773780424218	False	mixed_or_weak							no_rescue	do_not_promote	8	63
NCK1	unrestricted_survivor_delete	1	0	0	0	0	24	10	-0.001301920413970931	-0.1786909371997134	0.7664445994619067	0.0227095909668909	unrestricted_survivor_delete	IBD_myeloid	1	False	88																					4.0	0.8015995134474547	-0.0241864213051969	0.75	2408.0	0.9971239558491872	0.6587438265105403	0.2767194414840335	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	64
GPNMB	pivot_panel_delete	1	0	0	0	0	10	4	-0.018998443149030226	0.03594516222376229	0.7595561382598505	0.0636425606945218	pivot_panel_delete	sjogren_APC	2	False	89																					4.0	0.3638218919809666	0.4485524313073848	0.5	4386.0	0.9374098377664276	0.4315828136102456	-0.3046913743544563	False	mixed_or_weak							no_rescue	do_not_promote	8	65
TLR7	wave14_narrowed_delete	1	0	0	0	0	2	1	0.0214217379689216	0.7501681356392066	0.7501681356392066	0.0282472412412363	wave14_narrowed_delete	psoriasis_macrophage	2	False	90																					4.0	0.5078739787156292	0.5471888108018583	0.75	3693.0	0.9248624482023996	-0.093406505130153	-0.1652401845342791	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	66
IL7R	broad_residual_delete	1	0	0	0	0	5	3	-0.010927708121016599	0.12040450865711412	0.6875996849666223	-0.0242629958200267	broad_residual_delete	psoriasis_dendritic	1	False	92																					4.0	0.2674951942394635	0.3362867034472628	0.5	4929.0	0.9481150462778788	0.1062973205890189	-0.0485572169897131	False	mixed_or_weak							no_rescue	do_not_promote	8	67
PPP3CA	unrestricted_survivor_delete	1	0	0	0	0	8	4	-0.015129924053326253	-0.3499631312952315	0.5286065270576011	0.0668642681014413	unrestricted_survivor_delete	sjogren_APC	2	False	95																					4.0	-1.8257125434949943	-1.7990336604678043	0.0	11465.0	0.9248624482023996	-0.5894654146546313	-0.1041461319937621	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	68
PTPRE	broad_residual_delete	1	1	0	1	0	26	7	0.003511449455150528	-0.026028757559816762	0.4972533717068192	0.0132971171600121	broad_residual_delete	sjogren_APC	4	False	57																					4.0	-0.4868071711028341	-0.550023565252715	0.25	9089.0	0.9261885643711756	0.0004081071865202	-0.1402929881125116	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	69
CALR	broad_residual_delete	1	1	0	1	0	60	11	0.00092226235640489	-0.4761068520050235	0.4948379879913038	0.054792260650235	broad_residual_delete	psoriasis_macrophage	5	False	58																					4.0	0.3444188711533333	-0.2206973276329261	0.75	4490.0	0.9747809799849456	0.5167437787741547	-0.4643873516952352	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	70
CLEC16A	wave14_narrowed_delete	1	0	0	0	0	3	2	-0.045472195371985394	-0.4970432441904855	0.4805508058595709	-0.0199244039961033	wave14_narrowed_delete	psoriasis_dendritic	2	False	97																					4.0	-0.5812403485384001	-0.8221020256995374	0.0	9489.0	0.9248624482023996	-0.054851275368301	0.0981862111223388	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	71
AQR	unrestricted_survivor_delete	1	0	0	0	0	23	11	-0.016389526172795054	-0.24853758391078165	0.4802966442237947	0.0021744296536781	unrestricted_survivor_delete	t1d_acinar	1	False	98																					4.0	-0.7387324147628216	-1.0221624397977511	0.25	10013.0	0.9248624482023996	-1.8125039767665816	-0.4844391150402061	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	72
SCARB2	pivot_panel_delete	1	0	0	0	0	33	11	-0.0090547108345411	-0.10932087452009519	0.4568030697137034	0.0171840582799631	pivot_panel_delete	IBD_myeloid	2	False	99																					4.0	0.6107195346804808	1.0142955412950756	1.0	3214.0	0.9248624482023996	-0.6026271948918509	0.0770330652081192	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	73
MSR1	pivot_panel_delete	1	0	0	0	0	1	1	0.0157453995198011	0.4463774912257262	0.4463774912257262	0.0240232285150947	pivot_panel_delete	sjogren_APC	1	False	100																					4.0	0.0882312466842487	0.0436464420372654	0.75	6034.0	0.9858156422902006	-0.7672301719147059	1.1686460725125871	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	74
LDLRAD3	broad_residual_delete	1	0	0	0	0	3	2	-0.04257337749004355	-0.8168546624469014	0.432441774046527	-0.0278591435480242	broad_residual_delete	sjogren_duct	1	False	101																					4.0	-0.366564946764507	-0.3319147962152479	0.25	8540.0	0.9291302535167016	-0.1450512718352202	-0.7326994107849699	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	75
CD44	pivot_panel_delete;wave15_loader_dependency_delete	2	2	0	1	0	165	11	-0.023804883599619985	-0.25017235307547536	0.428294593893025	0.0645228738980627	wave15_loader_dependency_delete	ra_classical_monocyte	9	False	52																					4.0	-0.6873804459950468	-1.0767003869805225	0.5	9853.0	0.9291302535167016	-0.3608525365574429	-0.585329912588358	False	mhcii_low_enrichment_contradictory	Mixscale_GSE281048	-0.1905863142489815	Mixscale_GSE281048	TNFA:IKBKB	6.0	23.0	no_rescue	do_not_promote	8	76
UNC93B1	wave14_narrowed_delete	1	1	0	1	0	20	6	0.010769217585523917	-0.5740364580313724	0.4251562043977818	0.026167149034639	wave14_narrowed_delete	psoriasis_macrophage	10	False	60																					4.0	0.0178939922886293	-0.6235043366839641	0.5	6434.0	0.9331841288339487	0.2759666680632407	0.9685879483147868	False	mixed_or_weak							no_rescue	do_not_promote	8	77
GPR65	wave14_narrowed_delete	1	0	0	0	0	8	5	-0.03176566325128076	-0.3358443721626083	0.4246861566021784	-0.0189415402096023	wave14_narrowed_delete	sjogren_APC	3	False	102																					4.0	0.1820293117302078	0.5411763053019235	0.5	5454.0	0.9477249287749416	1.5188026979437352	0.1032687643814119	False	mixed_or_weak							no_rescue	do_not_promote	8	78
TLR8	wave14_narrowed_delete	1	0	0	0	0	5	4	-0.00367220491170885	-0.31130463536127945	0.406519648223191	-0.0307096708048549	wave14_narrowed_delete	IBD_myeloid	1	False	103																					4.0	0.427545242226965	0.3358012643401856	0.5	4066.0	0.9421421965960414	0.663764606426828	0.4636919848691305	False	mixed_or_weak							no_rescue	do_not_promote	8	79
VPS35	wave15_loader_dependency_delete	1	1	0	1	0	33	9	-0.0026824845311542228	-0.04796566589505233	0.3963281830068677	0.0088856390761471	wave15_loader_dependency_delete	ra_classical_monocyte	3	False	61																					4.0	-2.779236867413882	-2.7396013647704014	0.25	11655.0	0.9248624482023996	-0.3156922661024564	-0.9107280431739676	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	80
TNFAIP8	broad_residual_delete	1	2	0	2	0	23	6	-0.00734027676905195	0.002005128043598222	0.370340801811323	0.0037192464631516	broad_residual_delete	psoriasis_keratinocyte	3	False	53																					4.0	-0.6665897266925883	-0.506397360561655	0.25	9786.0	0.9248624482023996	0.5811650270622106	-0.9407966083679922	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	81
STARD10	unrestricted_survivor_delete	1	1	0	1	0	51	9	0.008052627374935466	-0.05119622282964382	0.3689416988317947	0.0308139897213549	unrestricted_survivor_delete	sjogren_duct	7	False	62																					4.0	-0.3981471919445712	-0.2280292371547391	0.25	8684.0	0.9591612310036968	-0.8349880068390982	-0.4868304032892042	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	82
PPIL3	unrestricted_survivor_delete	1	1	0	1	0	16	7	0.006851819842787714	0.015874008287082186	0.3681151666075528	0.0164106784815278	unrestricted_survivor_delete	t1d_stellate	5	False	63																					4.0	0.7119530010256122	0.9619452308265783	0.75	2756.0	0.9291302535167016	-2.080672975043787	0.1354331254462567	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	83
CTSH	wave15_loader_dependency_delete	1	3	0	3	0	43	9	0.0071296108783119455	0.011232570016448352	0.3571795623431968	0.0228341259644366	wave15_loader_dependency_delete	psoriasis_macrophage	4	False	48																					4.0	1.139098841088071	0.419915737413981	0.75	1383.0	0.9653952152939044	-0.2056137349307177	-0.2098518384861399	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	84
LGALS8	pivot_panel_delete	1	3	0	3	0	27	11	0.0029729090165346818	0.13611294695793935	0.3539647491026781	0.0299919500985803	pivot_panel_delete	sjogren_APC	6	False	49																					4.0	-0.2634573575952494	-0.5769051841359182	0.25	8025.0	0.9291302535167016	0.4135509598171235	-0.3294583770368831	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	85
PDLIM7	broad_residual_delete	1	1	0	1	0	24	8	-0.012187136511784036	-0.19144846177290914	0.3314357775096719	0.010902454832103	broad_residual_delete	t1d_ductal	3	False	66																					4.0	0.3664282594091818	0.6191809530323258	0.75	4369.0	0.9276934958852244	-0.4480110243296107	-0.4403759010277044	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	86
COL4A1	broad_residual_delete	1	1	0	1	0	30	7	0.005909504235855158	-0.5626130649931266	0.2740644650302073	0.0205773142515681	broad_residual_delete	IBD_stromal	8	False	67																					4.0	-1.3116641036954275	-0.3448543731382164	0.25	11145.0	0.973095695528025	-0.6975545407117197	-1.4953762925122978	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	87
FABP5	pivot_panel_delete	1	1	0	1	0	28	5	0.02055905908346174	0.3778258572767295	0.2505371934428996	0.0391795736427108	pivot_panel_delete	IBD_epithelial	5	False	68																					4.0	-0.0287587240283779	-0.515396842381831	0.5	6787.0	0.9695596445052828	0.4803480469960709	0.4827470547677725	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	88
PLIN2	pivot_panel_delete	1	1	0	1	0	23	5	0.004110393533483138	0.14780479925860038	0.2476694876738555	0.0370709960145177	pivot_panel_delete	t1d_stellate	9	False	69																					4.0	0.4744002393454247	0.6729255879327167	0.5	3841.0	0.9353319049033136	-0.7327736565269461	0.7013941471107157	False	mixed_or_weak							no_rescue	do_not_promote	8	89
MYO1E	unrestricted_survivor_delete	1	0	0	0	0	29	7	-0.027252923896802304	-0.3073164248713724	0.2189023601836337	0.0226115529056794	unrestricted_survivor_delete	sjogren_acinar	1	False	104																					4.0	-0.6298425533085054	-0.9413131605270366	0.25	9679.0	0.9261885643711756	0.9550562796499156	-1.2714791299903607	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	90
LGALS9	wave15_loader_dependency_delete	1	1	0	1	0	19	5	0.0006509177386760801	0.07950013464124339	0.2074492432967844	0.0264367181953275	wave15_loader_dependency_delete	ra_nonclassical_monocyte	5	False	70																					4.0	-0.2696462617586651	0.6438831677464973	0.5	8064.0	0.9531614870427436	0.8386107239337091	-0.3162372046173021	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	91
NME1	broad_residual_delete	1	2	0	2	0	27	10	-0.00509958991315212	0.11840281949597146	0.1152652855016321	0.0155813035943235	broad_residual_delete	t1d_stellate	7	False	55																					4.0	0.4498747182442193	0.8569535354490221	0.75	3959.0	0.9291302535167016	0.6658570093444134	0.085062781629205	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	92
ABHD2	unrestricted_survivor_delete	1	0	0	0	0	20	7	-0.002902532212569257	-0.12231011903971363	0.101677363311735	-0.0081965876723795	unrestricted_survivor_delete	IBD_myeloid	3	False	106																					4.0	-0.453105143489465	-0.4731482934507401	0.5	8948.0	0.9331841288339487	0.6428837201175739	-0.5853021086183096	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	93
GBA2	pivot_panel_delete	1	1	0	1	0	15	6	0.010425737127661719	-0.2522224013697639	0.0637174475738867	0.0142962695768801	pivot_panel_delete	t1d_endothelial	3	False	72																					4.0	-0.375045825489898	-0.3508371706075047	0.25	8592.0	0.9248624482023996	-0.8123838689826028	-0.1892597005774818	False	mhcii_low_enrichment_contradictory							no_rescue	do_not_promote	8	94
MPHOSPH6	broad_residual_delete	1	1	0	1	0	24	10	-0.006295411862083709	-0.06508402159938785	0.0200014736077929	0.0023081326799001	broad_residual_delete	IBD_stromal	4	False	74																					4.0	0.8446883514041215	0.3635727257974881	0.75	2249.0	0.9650011759632292	-2.5627137608228683	0.3767286886878422	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	95
PDPN	broad_residual_delete	1	0	0	0	0	13	4	-0.0109826705884188	-0.4423865768324817	0.0099695805322325	-0.00738152982182	broad_residual_delete	IBD_myeloid	1	False	107																					4.0	0.539680415270595	0.5168421401522613	1.0	3540.0	0.9248624482023996	0.5788679278439343	1.820636271001191	False	mhcii_low_enrichment_supportive							no_rescue	do_not_promote	8	96
APOC1	pivot_panel_delete	1	0	0	0	0	4	3	-0.017054866999387797	-1.091748006188827	-0.448397863591871	0.082653297834137	pivot_panel_delete	IBD_stromal	1	False	109																					4.0	0.0846261042371092	-0.2549030909679111	0.5	6055.0	0.9695596445052828	-0.7230035950321707	-1.2792503202865708	False	mixed_or_weak							no_rescue	do_not_promote	8	97
HAPLN3	broad_residual_delete	1	0	0	0	0	6	4	0.0196796238888055	1.1333795373008035	2.5376785363356253	0.0453658456836517	broad_residual_delete	psoriasis_macrophage	1	False	75																																					no_rescue	do_not_promote	8	98
APOE	pivot_panel_delete	1	0	0	0	0	14	7	-0.054939140299601175	-0.26487649263178215	2.1391759932808365	-0.0113217821732784	pivot_panel_delete	t1d_acinar	1	False	76																																					no_rescue	do_not_promote	8	99
PLEK2	unrestricted_survivor_delete	1	0	0	0	0	6	4	-0.04678290418814865	-0.30239718026766466	1.320299506161979	-0.0157357103608471	unrestricted_survivor_delete	IBD_epithelial	1	False	78																																					no_rescue	do_not_promote	8	100
HLA-DRA	wave15_loader_dependency_delete	1	0	0	0	0	35	6	-0.013463895806732249	-0.1844092408505813	1.2722557690621918	-0.0044300580985791	wave15_loader_dependency_delete	IBD_epithelial	2	False	80																															GSE294918_human_ruxolitinib	-0.9149287112337384	GSE294918_human_ruxolitinib	D4_IFNy_rux_LPS3H_vs_D4_IFNy_LPS3H	4.0	4.0	no_rescue	do_not_promote	8	101
C1QTNF1	broad_residual_delete	1	0	0	0	0	1	1	0.0033833098132163	1.1336007211526975	1.1336007211526975	0.0013697586410369	broad_residual_delete	psoriasis_macrophage	1	False	82																																					no_rescue	do_not_promote	8	102
HLA-DMA	wave15_loader_dependency_delete	1	0	0	0	0	18	4	-0.029857070185244076	-0.17073077017541072	0.5834991112519414	-0.0756037157876157	wave15_loader_dependency_delete	ra_classical_monocyte	1	False	94																															GSE294918_human_ruxolitinib	-1.0171384191875266	GSE294918_human_ruxolitinib	D4_IFNy_rux_LPS3H_vs_D4_IFNy_LPS3H	4.0	4.0	no_rescue	do_not_promote	8	103
HLA-B	broad_residual_delete	1	1	0	1	0	41	8	-0.014475296852651795	0.13122388140922556	0.4330011775029553	0.031348039121561	broad_residual_delete	IBD_myeloid	13	False	59																																					no_rescue	do_not_promote	8	104
TIMP1	broad_residual_delete	1	2	0	2	0	84	10	0.02237882558256387	-0.2505651499361018	0.429470396932031	0.183885273465421	broad_residual_delete	IBD_stromal	21	False	51																																					no_rescue	do_not_promote	8	105
CASP4	broad_residual_delete	1	2	0	2	0	22	8	-0.0007416349835693741	0.35673158620853684	0.3199400563640415	3.0934595270100396e-05	broad_residual_delete	t1d_acinar	7	False	54																																					no_rescue	do_not_promote	8	106
MMP7	candidate_delete	1	1	0	1	0	5	2	0.1135060116648674	1.992538219045452	0.1049704800736589	0.0009323252015747	candidate_delete	t1d_endothelial	4	False	71																																					no_rescue	do_not_promote	8	107
LAPTM5	wave15_loader_dependency_delete	1	1	0	1	0	32	7	0.003922901448926771	0.18909087474219127	0.0201047191046364	0.0295215305086458	wave15_loader_dependency_delete	ra_nonclassical_monocyte	5	False	73																																					no_rescue	do_not_promote	8	108
REG1A	broad_residual_delete	1	0	0	0	0	29	5	-0.03170111179351802	-1.6796252945244745	0.0027651179727962	-0.0833668372341585	broad_residual_delete	IBD_epithelial	2	False	108																																					no_rescue	do_not_promote	8	109
