cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
DC	PNMA1	29	-1.2857490037842128	0.05611258645859973	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0698881805155391
DC	PNOC	29	-2.043813536244047	0.013128778401816888	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030979846089248534
DC	PNPLA2	29	-0.7518848650026316	0.17694266639238185	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.18282874287115083
DC	POLA2	29	-2.5596500336060055	0.0013473962581915006	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013230561967532025
DC	POLE	29	-1.6332646932302197	0.03991044058069543	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.055777628198020374
DC	POLR1B	29	-1.0271112034200098	0.10077296566663067	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11170899762899628
DC	POMP	29	-0.3645559879901108	0.027427980461633857	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04436541742947818
DC	POMT1	29	-1.584045479743313	0.014957612022004737	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03272270108813397
DC	PPA1	29	-0.7865537220569554	0.020921306487000125	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03852678871494656
DC	PPM1K	29	-0.790347596312388	0.04690972935295569	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06170839073050869
DC	PPP2R5C	29	-0.629402518276223	0.015745497651312095	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
DC	PPRC1	29	0.7625091983539325	0.0841489684360135	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0957926177708396
DC	PPWD1	29	0.9205626263497747	0.00259081761694021	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017070235554038957
DC	PRDX1	29	-0.5627351396623417	0.0019562247590377327	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.014961678810328791
DC	PREX1	29	0.5770340214462617	0.013401406729511666	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.031290490004644865
DC	PRKCE	29	-1.3378806625205724	0.05130030777210064	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06594515914623071
DC	PSMA1	29	-0.5191219017567311	0.00022474299432931	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
DC	PSMA2	29	-1.0560212129978288	0.01105941156276296	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028677314931665598
DC	PSMA4	29	-0.489783826798688	0.025309263382432813	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04270587457656624
DC	PSMD6-AS2	29	-1.3770831636162275	0.04444207594269288	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05938616293659224
DC	PSMG3-AS1	29	-1.2883975406010617	0.07275139903132868	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08570249947808224
DC	PSMG4	29	0.976076090189882	0.06714521381950775	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08015295328101239
DC	PSTPIP1	29	0.948497542828092	0.003918971941131269	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02058458277294609
DC	PTGIR	29	-1.3532467665423238	0.08647455423224008	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09800020219022294
DC	PTPN1	29	-0.7793140244924802	0.007495187732451116	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.024066826432047675
DC	PTPRA	29	-1.1626589703388404	0.006425136290654644	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
DC	PTPRC	29	-0.3311295983099262	0.025294371110424974	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04270587457656624
DC	PYCARD	29	0.5287945082851693	0.024916415383576716	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04240639412589227
DC	PYCR2	29	0.7525208098016056	0.03289746437138682	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04879658360749471
DC	R3HDM4	29	-0.4493269420097783	0.15831300908635834	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16526227697492277
DC	RAB10	29	-0.39110305303794357	0.1042706765467124	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11475052039341742
DC	RAB35	29	-0.9084679001702266	0.02493674293211142	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04240639412589227
DC	RAB5IF	29	-0.5080031757614435	0.0451393600973923	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.060100040547090124
DC	RAD1	29	-1.6443367827013713	0.03061177332298372	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046684487973528276
DC	RAMP1	29	-2.3219968537045315	0.0008049565688369737	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011890695228114116
DC	RAP1B	29	-0.49955333341521146	0.008024000348312183	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025077060636819592
DC	RARA-AS1	29	1.207777343791011	0.01362672842680925	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.031426456108825135
DC	RASA3	29	-1.1544322399332303	0.10373012081210352	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11423823724748303
DC	RBBP5	29	-1.010574694120868	0.0661489085415112	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07921214697103073
DC	RBM7	29	-0.4558058671498881	0.1471746235008166	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1550171466908255
DC	RBMS1	29	-1.143909789053853	0.05822843539918832	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07176006370653007
DC	RCN3	29	1.7375058541729698	0.024257598037217817	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04164606209664563
DC	RCSD1	29	0.5489885590519682	0.08135942584824751	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0931045459707013
DC	RDH14	29	-1.266841218360585	0.056207350082194754	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06994896715053182
DC	REG1B	29	-1.306297519473206	0.03194701220194198	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04808687178091472
DC	RETN	29	-2.2137194004420406	0.01996451777420178	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.037375148895861146
DC	RFLNB	29	-1.6504592087193632	0.05247479450153243	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06683400605132415
DC	RFTN1	29	-0.8676675067767633	0.005661907467151065	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302909647375249
DC	RGS1	29	0.30922894541814283	0.351810475664082	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.3541372645242942
DC	RGS14	29	1.872360653346221	0.0006732168657248546	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
DC	RHBDD3	29	2.607542820637225	0.003030241297568528	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018123695093292536
DC	RHOH	29	-1.6407795140174308	0.010379665686743134	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028113360680359082
DC	RHOU	29	-2.165584080343791	0.004282217036261615	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021160825744123955
DC	RIMKLB	29	-2.33539817734745	0.00020030545146599554	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
DC	RIPK2	29	-0.9138191520830322	0.017408107550466782	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.034964172689464
DC	RIPK4	29	-0.27159381984937647	0.21294881781888533	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.21766830135684587
DC	RIT1	29	-0.826229098319748	0.007116373345388894	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
DC	RNASE2	29	-1.5938722796850917	0.07446467428716443	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08718102997956492
DC	RND3	29	1.9106134699936952	0.008372495381180137	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02558822885573528
DC	RNF220	29	-1.42300461970291	0.0007161622918620389	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
DC	RNF24	29	0.55228800400302	0.16832206228966057	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.17475182728844704
DC	RNFT1	29	-1.8150566507942076	0.0025270315988255407	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016864101812347647
DC	RORA-AS1	29	-0.7144515507134417	0.007428711780252179	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.024049068521786728
DC	RPL15	29	0.24675410374975154	0.03216550994020237	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04827998632050099
DC	RPL7L1	29	-0.7887852299550552	0.011714861635724072	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02918170116132903
DC	RPN1	29	-0.4050465619100338	0.09608636823839313	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10698131123543111
DC	RPS6KA2	29	-1.236828834960511	0.003989185900745746	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020702017997991762
DC	RRAGD	29	-0.7089006182284516	0.14950449835929358	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.15703647101645607
DC	RRBP1	29	-0.3025534554467552	0.2740558203723881	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.2771514675128071
DC	RSL1D1	29	0.4034492685803126	0.005775509294343861	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02319347004219355
DC	RSU1	29	-0.6457005832644971	0.021819409058485506	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03916172239034781
DC	S100A8	29	-3.3688738592806637	0.005989838228338202	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
DC	S100A9	29	-2.7507830854980453	0.005316845386478802	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022454429231323174
DC	S1PR4	29	1.4054637128855432	0.0024282427968325042	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016679689099715393
DC	SAMSN1	29	-1.1648322606204773	0.02125694927388706	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03860749020865884
DC	SAP30	29	-1.1390034842891033	0.018928921473420915	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03646812466145143
DC	SARAF	29	-0.2723151561179663	0.040485645906877143	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05611944724068034
DC	SCT	29	-1.9064540804156833	0.12113380344006089	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13020172940379426
DC	SDC2	29	-1.8192840547807918	0.019313833481867822	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.036802218175453816
DC	SEC61B	29	-0.49256025688442967	0.05598733346897085	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06984649306538823
DC	SEC61G	29	-0.5171879696730604	0.03323959674258893	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04911715169147607
DC	SELENOS	29	-0.6649489240982605	0.07515196508511394	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08764849874294516
DC	SEMA6A-AS1	29	-0.49263991507011223	0.1923505169814978	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.19727593453223696
DC	SEMA6B	29	1.1228150685265903	0.08825054349730783	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09949431644659447
DC	SERPINA1	29	-0.8327230432415184	0.027046134150234387	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044073036591709566
DC	SFR1	29	1.180544018739862	0.09059089049767034	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10183111915617006
DC	SFSWAP	29	-0.32620198425947156	0.23797169643572388	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.24130108059638358
DC	SFT2D1	29	-0.49627555651195787	0.00913427698336248	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026684010688440875
DC	SGCE	29	-0.5807219338913245	0.025053978604897064	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04255820919269345
DC	SGMS2	29	-1.3432589190600734	0.0651982841837676	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07838213943735725
DC	SGO2	29	-0.9454532300043075	0.13054039204511705	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13903602287800432
