cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
DC	IFITM3	29	-1.2341294928604811	0.012022456503791704	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029553227477591176
DC	IFNAR2	29	-0.42513675942799023	0.1113926018338199	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12153372042370889
DC	IFT20	29	0.5404538423651097	0.006990997764040312	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023574357147905005
DC	IGHM	29	-1.2148453210195436	0.015083902371741448	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032814041424872854
DC	IGLC2	29	-3.0314971536631043	0.0011548959639791569	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012737330849103454
DC	IGLL5	29	-1.4424751001095717	0.021140239119814885	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03854777120158559
DC	IGLON5	29	-1.171636131061809	0.03904673610022173	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.054823922827064095
DC	IGLV1-44	29	-1.12317947769249	0.02948522634727844	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04602719435954644
DC	IKBKE	29	-2.2594133214202876	0.005567431255967092	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302616948799433
DC	IKZF3	29	-1.8385239024201592	0.01814558590794566	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03559514786167002
DC	IL11	29	-0.5307385546722685	0.029181156908085315	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04574018621432117
DC	IL15	29	-1.1882332755362182	0.0485753004706784	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06355030236735225
DC	IL18	29	0.8361828666712985	0.013290440497703506	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03122665750389958
DC	IL2RA	29	-2.520869559766596	0.020183148238333604	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0376455289445389
DC	IL2RG	29	-0.4655365362874686	0.07879560476866589	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09085372004387082
DC	IL3RA	29	-1.3729955245932781	0.13195627199047755	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1402496131071975
DC	IL7	29	-0.9335470734258262	0.11540900236287156	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12546607256877895
DC	IL7R	29	-2.9079824111965737	0.0083203600324152	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025531427357532128
DC	INAVA	29	-0.1847187164799885	0.6931345695348281	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.6949610110882796
DC	INO80C	29	-1.750092097899252	0.0015705777206691325	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013801035522254389
DC	IQSEC3	29	-0.7425322838723427	0.07125189442595076	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0842620682829404
DC	IRF1	29	-0.5672878224303584	0.04255084527962297	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05808285786151225
DC	ISCA1	29	-1.2605629385996737	0.001221261089294016	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
DC	ISCU	29	-0.5074422258386129	0.019601305096827445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03692803734627472
DC	ITGB5	29	1.6546075637446978	0.0046194359475674445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02197119222561766
DC	ITPR3	29	-1.048781389669129	0.11954312281530173	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12901235585685705
DC	JAK3	29	-1.174278044976505	0.07674828342389639	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08937328796570031
DC	JCHAIN	29	-0.8661103507410025	0.11769446102595854	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12758616074181545
DC	KANSL1-AS1	29	-1.5972834687534154	0.04023201316018535	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05599618628901971
DC	KBTBD3	29	-1.3228998079012144	0.04580567733773434	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06055102305817625
DC	KCNE1	29	-1.0119360976976817	0.11872802565137788	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12834094818281047
DC	KCNK6	29	0.6042922976183506	0.01670524170640035	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.034266007920675655
DC	KCNMA1	29	-1.7002322437724473	0.02630684667118762	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04345350174982626
DC	KCTD13	29	-1.1937182064909546	0.03540060211977997	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05116782186733628
DC	KCTD18	29	-1.8931965621964677	0.03142746560761068	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.047689534052625576
DC	KCTD6	29	1.8502233548667513	0.007322143727153357	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.024017893863636657
DC	KDSR	29	0.6806893858148511	0.053581841051484	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06767185115538339
DC	KLF7	29	-0.9321225602656784	0.028786929217168085	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04540254802954951
DC	KLHL9	29	-2.2341259844054178	0.0010219976557628557	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
DC	KLRG1	29	-0.4238359642941236	0.20981874297687264	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.21490183500053847
DC	KRBA1	29	-1.3956677157681732	0.015758223170429582	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
DC	KRT10	29	-0.5263606136295099	0.00901803628264314	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02664324841810445
DC	KRTAP4-6	29	0.7938145459668184	0.02264580872689748	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04021811071451338
DC	KYNU	29	-0.9939105075064701	0.036644424871588185	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05251677462764333
DC	LACTB	29	-0.5249612032678657	0.024136149266760415	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04153072543523751
DC	LAD1	29	-2.359231266950353	0.009245909211802848	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
DC	LAMTOR2	29	0.2878901633138059	0.044360564539331314	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05938151207463699
DC	LAP3	29	-0.7566167501825218	0.0352744100659442	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05103388984825767
DC	LAPTM4B	29	-1.4737798074910013	0.04287757379666894	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05826756010583047
DC	LARP6	29	0.23029546553796137	0.22961292144018172	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.23329163313214726
DC	LCN2	29	-2.3554584519300343	0.003120223358854883	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018357064261934043
DC	LCOR	29	-0.9268983303990408	0.010513996584331782	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028123555011165154
DC	LDLR	29	-0.9566602711665269	0.02072420917910399	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03832593726682415
DC	LDLRAD3	29	-1.5862447920347509	0.039003571225286	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05481432811033467
DC	LEO1	29	-0.858896923178287	0.09528911072689066	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10624910368229128
DC	LGALS2	29	0.5573320667335622	0.016529582105563132	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
DC	LHFPL2	29	-1.853626033282422	0.02399262778877387	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04140224432484562
DC	LILRA4	29	-1.8495820529318379	0.09478226339851982	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10580356384710926
DC	LILRA5	29	-1.706823999207883	0.003872809531981192	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020538035218381094
DC	LILRB2	29	-0.8841692968765248	0.0050521017110955685	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
DC	LINC00471	29	-0.5886691474009521	0.018121229069963732	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03559514786167002
DC	LINC00543	29	0.5636188038190018	0.13818497922915807	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.14625698079748162
DC	LINC00865	29	-1.0062547614326993	0.074204066123506	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0870096984899662
DC	LINC01010	29	-1.0404519243762207	0.117927339603351	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1276195498714341
DC	LINC01311	29	0.9037704972674119	0.021011843657303558	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03854777120158559
DC	LINC01724	29	-0.9025558450932267	0.11971443095905979	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12904062600544547
DC	LINC02021	29	0.5773415548241965	0.027017569897651802	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044073036591709566
DC	LINC02397	29	-0.5414366269853754	0.331516136780627	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.33437214060975107
DC	LIPA	29	-0.7129990266833757	0.11171468858383074	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12163988458859844
DC	LIPH	29	1.7488726024540462	0.0026848033560668448	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
DC	LMNA	29	0.7791263096085416	0.04900460018053454	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06402146049336788
DC	LONRF1	29	-1.3851153354633623	0.002326717125516809	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01631918647482296
DC	LRMDA	29	1.4606301783828937	0.01210405201313627	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02957041278329599
DC	LRP11	29	-0.5829324201407111	0.03866530860521962	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.054500462219862246
DC	LRRC26	29	-1.4900490128124053	0.06250303346806238	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07561972729601824
DC	LRRC37A3	29	-1.7534543178203617	0.000873606572120695	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
DC	LRRC42	29	-0.8264765683857985	0.1737144871611855	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.17985948942811178
DC	LRTOMT	29	-0.8973630677452926	0.06919172092850501	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08201697761151451
DC	LSM1	29	-1.0003782169577842	0.003872369087781768	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020538035218381094
DC	LSS	29	-1.7441011855671675	0.005978451257658469	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
DC	LY86	29	0.4639794867599744	0.014160062604538153	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03180805262468133
DC	LY96	29	-1.126761521720605	0.05201644152259308	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06641696644076063
DC	LYSMD2	29	-0.8244791417249011	0.02310818385244385	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04048054373345379
DC	MALT1	29	-0.6933988757115621	0.009689245018080765	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027257050672191932
DC	MANEA	29	-0.7660133200416275	0.13163157290251637	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.14010017759274818
DC	MAP3K7CL	29	-1.6109628211099802	0.03676155427258731	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05263507582584937
DC	MAPRE3	29	-2.3132873188419456	0.0029595318351472227	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017945846426669614
DC	MARK3	29	-0.38066620232143095	0.0708425799096349	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0839084876439411
DC	MB21D2	29	-1.7739999454363677	0.00304867892913708	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018125348945885297
DC	MBD1	29	-1.2216269100925548	0.0327584302177412	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04868977616347862
DC	MCEMP1	29	-1.5505923600556508	0.02098551492555456	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03854777120158559
DC	MCPH1	29	-1.3404817121466317	0.0034419431734254097	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.019474488884585403
DC	MCTP1	29	-0.5854138747078574	0.04568322607189328	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.060513376920297283
DC	ME1	29	-0.8795395997526081	0.11944692748932309	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.12901235585685705
DC	MED13L	29	-0.6821417507812837	0.047281922593110176	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.062090669703808186
DC	METTL16	29	1.0557571806012598	0.0163828965650815	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
DC	METTL6	29	0.9244335609695715	0.06536691221135203	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07852284166193985
DC	MGAT2	29	-1.089559367252852	0.004137353151981044	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02085116389839453
DC	MIR155HG	29	-1.600701910553977	0.0006900803834831844	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
DC	MIR4432HG	29	-1.4725500959033095	0.10675822898811622	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11714926064881967
DC	MOB1A	29	-0.371640100176248	0.009629225122204843	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.027257050672191932
DC	MORC4	29	-1.7878386309160565	0.01616200962932793	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.033910998350137736
DC	MORF4L2-AS1	29	1.2665675535584222	0.010748388071055564	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028329196907323537
DC	MOSMO	29	-1.2208806110194388	0.05900187497545985	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07242004331665314
DC	MOSPD2	29	-0.6165066703498336	0.07786282442395524	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09005107809518227
DC	MPC1	29	-0.44542809486448753	0.026779285151983957	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04387305920486499
DC	MREG	29	-2.2686477109496055	0.023017680437353534	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.040453706265187156
DC	MRPL33	29	-0.5898466161859529	0.0026292934753469684	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.017115201856331287
DC	MRPL52	29	-0.4095444341695891	0.0907503709293244	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10185992961241279
DC	MRPL55	29	0.8265941094517127	0.0004368255934872761	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010388258645119284
DC	MRPS12	29	-0.2979775641585002	0.21655558827770724	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.22105808541829
DC	MSC	29	-1.2491571385545015	0.0233899363487241	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04082509532426385
DC	MT2A	29	-0.884016934633254	0.1028144797185339	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11364098629746448
DC	MTO1	29	-1.5746594792183775	0.02742216490743918	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04436541742947818
DC	MXD1	29	-0.7613771351171751	0.00887050970700856	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026524392483432274
DC	MYL12A	29	-0.3023264670942383	0.02791332379328258	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.044767206336539606
DC	MYLK	29	1.1276238981421234	0.07779281455489197	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09003852756847573
DC	N4BP2	29	-0.714449235143662	0.01811355413181008	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03559514786167002
DC	NAB1	29	-1.0621933098937404	0.059213529543818186	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07251271568794446
DC	NCAPD2	29	0.6699033737798267	0.1708364460444126	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.17700004825023552
DC	NCAPD3	29	-1.5287554219127373	0.006514443566950316	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023424289638223246
DC	NCCRP1	29	-1.201696699870652	0.16211126692121922	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16887977293230366
DC	NCF4	29	0.6735247569157237	0.012491420457662104	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029940066041829486
DC	NCKAP5	29	2.2465841026782494	0.016430256296754927	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
DC	NDUFA4L2	29	-0.6640177411563208	0.03994587039148634	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.055777628198020374
DC	NDUFV2	29	-0.4094541290931144	0.037405324419766205	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05320645211858333
DC	NECTIN3	29	0.9093392902769188	0.02249927290873543	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04005133727145652
DC	NEURL4	29	-1.3568292665435995	0.035507638956302656	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.051273839175989225
DC	NIF3L1	29	-0.7698056606061994	0.1563957628626359	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16337292455520375
DC	NINJ1	29	-0.9259044189268522	0.004965144183527104	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
DC	NIPSNAP1	29	0.8619153771645399	0.21066425582334802	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.2156227285562446
DC	NKG7	29	-2.3844635639270075	0.009058005408079975	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02664324841810445
DC	NMI	29	-0.706480156586858	0.018582471528456053	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03612071732606656
DC	NMRK1	29	-1.758438454177532	0.022556969608192222	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.040107135214566075
DC	NOP10	29	-0.29414643475021207	0.0769267522747269	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08951262764689169
DC	NPC2	29	-0.19616022478345696	0.36938841555439983	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.37158570289081067
DC	NPL	29	-1.5491179640840536	0.021303164997350743	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03863557857950194
DC	NRSN2-AS1	29	1.7408469652782896	0.005301588804572958	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022454429231323174
DC	NTN5	29	0.8090466331921407	0.048333636928302885	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06336244220919637
DC	NUCB2	29	-0.9574754365519182	0.14846665495095399	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.15616188585718865
DC	NUDT11	29	-1.2166506868648876	0.0024411449283780547	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016679689099715393
DC	NUP160	29	-1.3975714599093205	0.040444169807282784	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05611305965969407
DC	NUP98	29	-0.6650127219881548	0.008911378272144862	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026542304755781763
DC	NUS1	29	-1.0102019812368404	0.006842534871784351	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023511212213918005
DC	NUSAP1	29	-1.1085810353524173	0.0874044955257547	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09875994223474288
DC	NUTM2A-AS1	29	-0.4834795019451984	0.23045732605597727	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.23383736683813158
DC	NXPE1	29	0.877607284871891	0.035726739619591025	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05149251676232722
DC	OBSCN	29	-0.4681803621332342	0.15415091280137294	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16145573335904637
DC	OGFOD3	29	1.259742216963718	0.021176858648352444	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03855404170190481
DC	OGFRL1	29	0.5493558947350947	0.0438583996660805	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.059054832718516984
DC	OLFML2A	29	-0.6656631501035456	0.028456526903801842	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04511148998117483
DC	OLFML2B	29	-1.277646588464022	0.050593246929973267	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06540148576966093
DC	OPTN	29	-1.8740137477234693	0.028225857553373195	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.045004739067162756
DC	OSBPL6	29	-0.38918527882236675	0.18207355370522418	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1874938760076801
DC	OSBPL9	29	-0.7962965585374664	0.08553382389236398	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09707865769140789
DC	OSGIN2	29	-1.2474524638099382	0.03385541895686457	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04973740120883
DC	OSTF1	29	-0.5181571485513963	0.011318176968943099	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028909129707522848
DC	OVGP1	29	0.5817586415007864	0.07829280293113443	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09034241551265094
DC	OXNAD1	29	-1.4208149723107861	0.05843780064272745	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07195981600180516
DC	OXSR1	29	-0.543233683104258	0.006000702832416942	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
DC	PAG1	29	-0.7650166657203264	0.017667331170714458	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.035334662341428916
DC	PAIP2	29	-0.31171980988383713	0.05545844097295607	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06952862204352482
DC	PANX1	29	-1.8577983677848402	0.011561390252202212	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029033770921640323
DC	PCK1	29	1.378023157475991	0.005566392770705245	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302616948799433
DC	PDCD10	29	-0.3954663056184783	0.12686809986556816	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.13550403368097877
DC	PDE12	29	-0.814685349853093	0.08789363062104906	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09916538606763282
DC	PDE3B	29	-1.9888498610652356	0.014963863309685445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03272270108813397
DC	PDE4B	29	-0.44382663528777566	0.04286359790994226	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05826756010583047
DC	PDE7A	29	-0.5589767827735272	0.13779735987440286	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1459482127549347
DC	PEX11B	29	-0.8168170356552438	0.15284206981188686	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.16033234197407706
DC	PEX26	29	-1.524144930780865	0.03082387316998765	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.046867067896824384
DC	PFAS	29	-1.4186577595227963	0.07361178306783432	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08644840573244122
DC	PFN2	29	-0.8257968242300486	0.05541032799507446	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06952557230709261
DC	PHEX	29	-1.55399889019086	0.05737835844015559	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07094221084152462
DC	PHIP	29	-0.5474888819387576	0.02905398837729324	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04564735849830291
DC	PID1	29	0.825781948015572	0.05787630652115335	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07138390480161702
DC	PIM1	29	-1.5057061791254844	6.836613429528216e-06	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.003468441879913982
DC	PLAG1	29	-0.5377351701520214	0.16351132814844882	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1701054281899789
DC	PLBD1	29	0.6964807961729539	0.0642010176564872	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07748925366627558
DC	PLCB2	29	1.0637272777829583	0.0148363348740813	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032567472454960694
DC	PLCB4	29	-0.8909101137561013	0.05285171787265664	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06697778068458236
DC	PLEK	29	-0.4752541213175916	0.0025054672979513957	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.016855068408632004
DC	PLXNA2	29	-0.606274207634905	0.14437065007292169	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.1525317611120678
DC	PMEL	29	0.7523704524865978	0.051901763124196025	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06632618259867872
