cell_state	gene	n_patient_units	n_remission	n_non_remission	mean_delta_remission	mean_delta_non_remission	raw_delta_remission_minus_non	raw_t	raw_p	raw_fdr	mean_delta	paired_p	paired_fdr	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr	approved_name	wave62_score	wave62_call	manual_blocker	prior_context_blocker	max_l2g_score	best_l2g_disease	strong_l2g_disease_count	strong_l2g_diseases	ms_max_l2g_score	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	myeloid_qtl_coloc_disease_count	max_qtl_h4	ms_max_relevant_qtl_h4	gwas_catalog_trait_count	chembl_target_id	druggable_activity_count	wave55_score	wave55_genetic_diseases_ge_0_25	has_cross_autoimmune_genetics	has_any_druggability_flag	manual_or_prior_blocked	wave68_posthoc_blocker	perturbation_strength	integrated_score	wave68_call	wave68_call_priority
DC	RDH5	29	13	16	-0.557627097870027	0.4108324120718532	-0.9684595099418802	-1.5715768314448304	0.1288964543884696	1.0	-0.16233457459098125	0.557871902760063	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.143224540109035	1.143224540109035	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CD1D	29	13	16	0.2455570239496138	-0.06762425961189708	0.31318128356151087	1.0152532310150884	0.3201202133632306	1.0	0.181560980654511	0.22462826815532436	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1432224935283526	1.1432224935283526	DESCRIPTIVE_GENE_SIGNAL	2
DC	IL22RA1	29	13	16	0.0	0.08944918743145439	-0.08944918743145439			1.0	0.06656683715829163	0.23881914422468242	1.0						interleukin 22 receptor subunit alpha 1	1.042441163351802	NO_GO_WAVE62_TARGET_RESOLUTION			0.0516760908067226	Psoriasis	0.0		0.0	2.0	Psoriasis;T1D	0.0	0.9907650725450792	0.0	0.0		0.0	0.0		False	False	False		0.6219308622248787	1.1431514439007797	DESCRIPTIVE_GENE_SIGNAL	2
DC	GARNL3	29	13	16	-0.38094395789935503	0.03000842745359534	-0.41095238535295037	-1.2011852410223476	0.24018746883225722	1.0	-0.16834132221620499	0.2994604806475082	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1431101372350074	1.1431101372350074	DESCRIPTIVE_GENE_SIGNAL	2
DC	ATF7IP	29	13	16	0.20755850348132127	0.019822648426373102	0.18773585505494816	1.1132415725170657	0.275479517059033	1.0	0.10772823016496406	0.26110971131627997	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1430876624345072	1.1430876624345072	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC022239.1	29	13	16	-0.012167671946272919	-0.16652290228203073	0.15435523033575782	0.9094164895205951	0.371462000027468	1.0	-0.1360585326841404	0.19365253852224606	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1430624128954383	1.1430624128954383	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC104823.1	29	13	16	-0.09494627654214456	-0.019295288147901123	-0.07565098839424345	-0.7273456640459901	0.47327466245482896	1.0	-0.08330520621413759	0.152007446258136	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1430218827096836	1.1430218827096836	DESCRIPTIVE_GENE_SIGNAL	2
DC	RAB3C	29	13	16	-0.2586585976624835	0.06121038147589977	-0.3198689791383833	-1.005105384065898	0.32560676909682096	1.0	-0.0949441273783187	0.4833389915618471	1.0						RAB3C, member RAS oncogene family	0.6798977851867676	NO_GO_WAVE62_TARGET_RESOLUTION			0.6798977851867676	T1D	1.0	T1D	0.0	0.0		0.0	0.0	0.0	0.0		0.0	3.0	T1D	False	False	False		0.8030547434321026	1.1430036360254863	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CCDC47	29	13	16	0.04504645504121316	0.27503812089282476	-0.2299916658516116	-0.8308181683971162	0.4135482856668888	1.0	0.23660997096949146	0.1739683207548868	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.143003603748773	1.143003603748773	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	IGKV1-6	29	13	16	-0.14440163814552656	0.13528598409013595	-0.2796876222356625	-1.7288082103396343	0.10098573864485282	1.0	0.02204499614071865	0.7126196670321949	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1428821496614512	1.1428821496614512	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PYGO2	29	13	16	-0.1549313848084545	0.4911625080125619	-0.6460938928210164	-1.059331314029933	0.29902203153436274	1.0	0.33233555943129756	0.24069062446252804	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1428376385893255	1.1428376385893255	DESCRIPTIVE_GENE_SIGNAL	2
DC	IFIT3	29	13	16	-0.17421109871935914	1.120033741278917	-1.2942448399982762	-1.1803200454756544	0.2501202280650033	1.0	0.47924095143447043	0.28775907714744664	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1428221519757291	1.1428221519757291	DESCRIPTIVE_GENE_SIGNAL	2
DC	PRRG2	29	13	16	-0.30026914506930086	0.14845458742455625	-0.4487237324938571	-1.3242547960356177	0.19692894196627447	1.0	-0.17152284772127455	0.36556622576279724	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1427243874570063	1.1427243874570063	DESCRIPTIVE_GENE_SIGNAL	2
DC	SETBP1	29	13	16	0.603394301909481	-0.4056540078777989	1.0090483097872798	1.8113555048498478	0.08412785318286707	1.0	0.041490814877835534	0.8557564843467038	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1427099948756827	1.1427099948756827	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC092159.2	29	13	16	-0.06941175699088065	0.06906276586638546	-0.1384745228572661	-1.6151417640172663	0.119990396668957	1.0	0.02202312400691726	0.6001413418631119	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1425999659697779	1.1425999659697779	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RBP1	29	13	16	-0.7913832344946246	-0.3736813839835313	-0.41770185051109326	-0.4920974154587206	0.6288974602904427	1.0	-0.5915338433301148	0.11451748642834417	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1425483520811832	1.1425483520811832	DESCRIPTIVE_GENE_SIGNAL	2
DC	NADK2	29	13	16	-0.7216926497180493	0.01818109175171212	-0.7398737414697614	-1.2432490253055857	0.2244640146958599	1.0	-0.28315364656050246	0.32093895691400826	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1424308369108322	1.1424308369108322	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RPS27A	29	13	16	-0.0518838962394077	-0.1860074997311408	0.1341236034917331	0.8107855125016117	0.4281575970896016	1.0	-0.0959123281008414	0.1682616288468923	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1424112568309719	1.1424112568309719	DESCRIPTIVE_GENE_SIGNAL	2
DC	RGS12	29	13	16	0.44780270851706455	0.05705103164136682	0.39075167687569773	1.3682108392237498	0.1826674624496309	1.0	0.1099364065226358	0.39439309376184883	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1424095028635852	1.1424095028635852	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	DCLK2	29	13	16	-0.21965033437497972	-0.3653564198769365	0.1457060855019568	0.3625475875150022	0.720816230959651	1.0	-0.2738289240668051	0.09998421438789402	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1422440041587172	1.1422440041587172	DESCRIPTIVE_GENE_SIGNAL	2
DC	AL360270.3	29	13	16	0.09935485127609318	-0.4390682626866608	0.538423113962754	0.9411650726909344	0.3552078457542966	1.0	-0.3235349972493761	0.2029135367860367	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1422064294924639	1.1422064294924639	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	SLC8A2	29	13	16	-0.3843268161369602	0.5744599501672675	-0.9587867663042277	-1.6168271804534164	0.11944779022636498	1.0	0.14761861351888025	0.6034389501622894	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.142188541108315	1.142188541108315	DESCRIPTIVE_GENE_SIGNAL	2
DC	RPAP3	29	13	16	-0.4898628288091654	0.13401134561656236	-0.6238741744257277	-1.4054199657813529	0.1713004426729694	1.0	-0.14194149879128679	0.42077930481174275	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1421871429676487	1.1421871429676487	DESCRIPTIVE_GENE_SIGNAL	2
DC	SMAP1	29	13	16	-0.4236733216985945	-0.1198881314115452	-0.3037851902870493	-0.7788411446307227	0.44391889640160204	1.0	-0.21929644064908593	0.16237203330636954	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1421851386897237	1.1421851386897237	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	VPS35	29	13	16	-0.21127346194176352	0.03143013305868936	-0.24270359500045288	-1.60626211449285	0.12295771157102216	1.0	-0.04057767724986752	0.5862701919318036	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1421464146450206	1.1421464146450206	DESCRIPTIVE_GENE_SIGNAL	2
DC	ACOD1	29	13	16	-0.34498461169685923	0.3372480973726136	-0.6822327090694729	-1.6833970374853575	0.10703496145765852	1.0	-0.06425321521146768	0.768830885417023	1.0						aconitate decarboxylase 1	0.1148897781968116	NO_GO_WAVE62_TARGET_RESOLUTION			0.1148897781968116	UC	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	2.0		False	False	False		1.08464352153007	1.1420884106284759	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC023813.1	29	13	16	-0.011980524584521599	0.191071468035284	-0.20305199261980558	-0.9663435446058197	0.34244899562402387	1.0	0.14105873194581917	0.21053214947873167	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1420856786848739	1.1420856786848739	DESCRIPTIVE_GENE_SIGNAL	2
DC	SOST	29	13	16	0.09441470332309608	-0.21788635404695578	0.31230105737005187	1.449516332825781	0.16164954780317436	1.0	-0.06150349142104488	0.44618043800856316	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1419149804492785	1.1419149804492785	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	METTL4	29	13	16	-0.6696077195411742	-0.004624195470587011	-0.6649835240705871	-1.152689676194408	0.26462336779192325	1.0	-0.3291280676126507	0.2726024214903916	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.141842098416069	1.141842098416069	DESCRIPTIVE_GENE_SIGNAL	2
DC	VAV3	29	13	16	-0.2220773793140406	0.35907772450070535	-0.581155103814746	-1.6775916604243546	0.1088606487662331	1.0	0.07746025710344115	0.662732322760762	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.141790929283645	1.141790929283645	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PCAT1	29	13	16	-0.12725481400337074	-0.14502608596336725	0.017771271959996504	0.10201291537129543	0.9195684213666693	1.0	-0.11489753194486574	0.07846057464740178	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1417644665380755	1.1417644665380755	DESCRIPTIVE_GENE_SIGNAL	2
DC	HIPK2	29	13	16	0.4006328071442452	0.31659518852139634	0.08403761862284886	0.23634712824249907	0.8149661984869552	1.0	0.2790202712321106	0.08857217882532932	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1415630754641206	1.1415630754641206	DESCRIPTIVE_GENE_SIGNAL	2
DC	MFAP1	29	13	16	-0.41117644585657903	-0.11402435414568121	-0.29715209171089785	-0.9304324600528309	0.36289368900682184	1.0	-0.2328766514225746	0.19891226059382316	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1415590313603685	1.1415590313603685	DESCRIPTIVE_GENE_SIGNAL	2
DC	LINC00894	29	13	16	-0.0247231677434582	-0.5674920080582122	0.542768840314754	1.0426506745554107	0.3072342385864755	1.0	-0.2871091682699299	0.2350180109174804	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.14142924131521	1.14142924131521	DESCRIPTIVE_GENE_SIGNAL	2
DC	COG4	29	13	16	-0.600287214895607	-0.22060505019531398	-0.37968216470029303	-0.646222375681984	0.5248693104902828	1.0	-0.46652692696408826	0.13757607258154653	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1414059126421057	1.1414059126421057	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	EGFL8	29	13	16	-0.0211507225392182	-0.22709836465748906	0.20594764211827085	0.8587931668791434	0.398930250057801	1.0	-0.1444927949338757	0.18101102111580253	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.141398012469954	1.141398012469954	DESCRIPTIVE_GENE_SIGNAL	2
DC	FAM83D	29	13	16	-0.5348382315323156	0.2227386930592946	-0.7575769245916102	-1.806090180130719	0.08206979325279143	1.0	0.0329839107615957	0.8799363717764901	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1413653911946238	1.1413653911946238	DESCRIPTIVE_GENE_SIGNAL	2
DC	FGF2	29	13	16	-0.1657081638222931	0.04294887586978099	-0.20865703969207408	-1.2604391027531745	0.21854962092543667	1.0	-0.08421465687123544	0.3304791271264314	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1413059075623821	1.1413059075623821	DESCRIPTIVE_GENE_SIGNAL	2
DC	MYO1B	29	13	16	0.11914401575247753	0.572086897677643	-0.45294288192516546	-1.1181387903481004	0.2734125972075442	1.0	0.20901618544785372	0.26418385473708145	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1412752069000893	1.1412752069000893	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ZNF341	29	13	16	-0.6202632102817525	-0.09580630087589315	-0.5244569094058593	-1.136548384916803	0.2660537757677018	1.0	-0.273742102377554	0.27162436485159214	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1410618494940516	1.1410618494940516	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC008121.2	29	13	16	-0.06941175699088065	0.06724532868643524	-0.13665708567731588	-1.5478219447229078	0.13471827372064388	1.0	0.029058085513592544	0.5364685771825141	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1410292019372008	1.1410292019372008	DESCRIPTIVE_GENE_SIGNAL	2
DC	DYNC1I1	29	13	16	0.14802207443634716	0.24186983512635454	-0.09384776069000739	-0.4411729786819005	0.6626967800761763	1.0	0.22344593946443767	0.11958644261719176	1.0						dynein cytoplasmic 1 intermediate chain 1	0.0799650326371193	NO_GO_WAVE62_TARGET_RESOLUTION			0.0799650326371193	T1D	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		False	False	False		1.1010031926044088	1.1409857089229685	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	TRAM1	29	13	16	-0.12757387706898451	0.18352496775181326	-0.31109884482079775	-1.7937479952800084	0.08406456592459008	1.0	0.014881058165578694	0.8599275991771134	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1409251374502927	1.1409251374502927	DESCRIPTIVE_GENE_SIGNAL	2
DC	RNF168	29	13	16	-0.022555875003990068	0.3131799441431949	-0.335735819147185	-1.0264218187446923	0.31405180152144385	1.0	0.22097842932635872	0.23029131598871735	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1407211494279748	1.1407211494279748	DESCRIPTIVE_GENE_SIGNAL	2
DC	CAVIN3	29	13	16	-0.8592841655239201	-0.28045305618154376	-0.5788311093423764	-1.0974827626456252	0.2821359314292513	1.0	-0.30504136629661005	0.2563586554004388	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.140693615690623	1.140693615690623	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC016866.1	29	13	16	0.1832644583603932	-0.16234362483910203	0.3456080831994952	1.4305258738621154	0.16415363281020148	1.0	-0.09068073807774209	0.44075420113980995	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1405530410937335	1.1405530410937335	DESCRIPTIVE_GENE_SIGNAL	2
DC	GZF1	29	13	16	0.32604157608201495	0.15199118788035537	0.17405038820165958	0.5923140943634921	0.5585850346112544	1.0	0.21555099591862215	0.1295288216602606	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.140544289211603	1.140544289211603	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RABGEF1	29	13	16	-0.30406161237912294	0.5207486003105655	-0.8248102126896883	-1.5923826043958762	0.13249513483772002	1.0	0.14665757497146178	0.5461537488030064	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1404851495340445	1.1404851495340445	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AFF2	29	13	16	0.2039700598907736	0.0265703022925535	0.1773997575982201	0.8045965963981413	0.4283406042369756	1.0	0.14685426922866043	0.1689469982979299	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1404602750054824	1.1404602750054824	DESCRIPTIVE_GENE_SIGNAL	2
DC	KNDC1	29	13	16	-0.05873808487599827	-0.08890176210636716	0.03016367723036889	0.33680674051092785	0.7388687357324158	1.0	-0.08391747653004016	0.12441568899977275	1.0						kinase non-catalytic C-lobe domain containing 1	0.2077382206916809	NO_GO_WAVE62_TARGET_RESOLUTION			0.2077382206916809	AS	0.0		0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0		False	False	False		1.036557560682025	1.1404266710278654	DESCRIPTIVE_GENE_SIGNAL	2
DC	AL160408.3	29	13	16	-0.24480387494378794	0.0114628131828588	-0.25626668812664677	-1.3516514837723843	0.18783157239651221	1.0	-0.11047706272433234	0.3853419414084772	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1403851247766346	1.1403851247766346	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	MMRN1	29	13	16	-0.10504589599992478	0.013824162993303947	-0.11887005899322872	-1.109240846206947	0.27899541023157215	1.0	-0.050627646036173236	0.25945433729669487	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1403420060793663	1.1403420060793663	DESCRIPTIVE_GENE_SIGNAL	2
DC	MYO6	29	13	16	-0.5906549514075322	0.1701357079933748	-0.7607906594009071	-1.6323123993701	0.11567933429323407	1.0	-0.0973365995422424	0.6259583210929823	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.140198802261509	1.140198802261509	DESCRIPTIVE_GENE_SIGNAL	2
DC	COMMD7	29	13	16	-0.11522420654867689	0.1387454983679124	-0.25396970491658927	-1.5409667899523483	0.1349996104907282	1.0	0.048336052763497755	0.5364543921383089	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.140134679195239	1.140134679195239	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	LRRC37B	29	13	16	0.019027617131632403	0.3321568071017287	-0.31312918997009626	-0.5805904409709506	0.5675026018282078	1.0	0.34883435346577807	0.12763814657236042	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.140051653823989	1.140051653823989	DESCRIPTIVE_GENE_SIGNAL	2
DC	ARSI	29	13	16	0.0	0.07421318964659045	-0.07421318964659045			1.0	0.07170628237251767	0.1892392228469836	1.0						arylsulfatase family member I	0.8335385918617249	NO_GO_WAVE62_TARGET_RESOLUTION			0.8335385918617249	T1D	1.0	T1D	0.0	0.0		0.0	0.0	0.0	0.0		0.0	4.0	T1D	False	False	False		0.7229888441468271	1.1397581400776895	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RNF216	29	13	16	0.21072555225389825	0.12742472272077196	0.08330082953312629	0.3412347994687983	0.7355706624173898	1.0	0.13941078550430774	0.40058166523216415	1.0						ring finger protein 216	1.2180871963500977	NO_GO_WAVE62_TARGET_RESOLUTION			0.7180871963500977	RA	1.0	RA	0.0	0.0		0.0	0.0	0.0	1.0		0.0	4.0	Crohn;RA	False	False	False		0.5306845329414664	1.1397281311165153	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AC006033.2	29	13	16	-0.6774707946326104	0.39462004702398457	-1.0720908416565949	-1.7909065523259455	0.08498065101278253	1.0	-0.05010318318138144	0.853070679266262	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1396949310685418	1.1396949310685418	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC136469.1	29	13	16	0.28843126923831275	0.08596181305901851	0.20246945617929424	0.7775514706030686	0.4488596595099972	1.0	0.16815323608693022	0.16151247526015558	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.139683351347415	1.139683351347415	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	RASAL2	29	13	16	0.26598032649188197	0.3465959767894592	-0.08061565029757722	-0.1339501717806069	0.8946890248040152	1.0	0.4457897579589593	0.08105127652048069	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1395680309590606	1.1395680309590606	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	EP400	29	13	16	-0.4133670318096828	-0.04458745972106576	-0.36877957208861706	-1.2442593058608886	0.22927181492969004	1.0	-0.15450143537880076	0.316298772219536	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1395518249957122	1.1395518249957122	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ZNF564	29	13	16	0.16450338952057658	-0.40297076693117106	0.5674741564517476	1.086154799361637	0.2958268314774504	1.0	-0.23662496457804305	0.24517965102056574	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1394780155166226	1.1394780155166226	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PRR5	29	13	16	-0.4532646763345436	0.5286536185660007	-0.9819182949005443	-1.7284894206537322	0.09973973237673225	1.0	0.08621942108938434	0.7273020202120924	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.139417007517994	1.139417007517994	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	NAIP	29	13	16	0.1932665723608556	-0.07135142324352722	0.2646179956043828	1.1898621619993184	0.24558067857608107	1.0	0.09789345065608385	0.29541501814373694	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1393732349914114	1.1393732349914114	DESCRIPTIVE_GENE_SIGNAL	2
DC	USP47	29	13	16	0.09247789546798603	0.30392832697752253	-0.21145043150953652	-0.6090844342342268	0.5476792464497131	1.0	0.32160959483397683	0.13247311235043693	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1393459759136624	1.1393459759136624	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	KPNA6	29	13	16	-0.5885674758009037	0.011880810135303614	-0.6004482859362074	-1.3630028764481847	0.19343706868860905	1.0	-0.1902449197595209	0.3750991936595864	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1393141670949685	1.1393141670949685	DESCRIPTIVE_GENE_SIGNAL	2
DC	LINC00589	29	13	16	0.0	-0.21549206127953985	0.21549206127953985			1.0	-0.08630939286708447	0.07256334287222574	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1392827182643883	1.1392827182643883	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	PMF1-BGLAP	29	13	16	-0.09648641268802775	0.0032025847126503776	-0.09968899740067813	-1.0121501048599508	0.32056525608057873	1.0	-0.0667445661642643	0.22637049727310193	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1392637248260375	1.1392637248260375	DESCRIPTIVE_GENE_SIGNAL	2
DC	AC011815.1	29	13	16	0.008120902311633692	-0.17805836360968258	0.18617926592131628	0.9036171506007454	0.37526975902139803	1.0	-0.1243477406996003	0.19337285269526272	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1392609275211911	1.1392609275211911	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	THTPA	29	13	16	-0.49745088138564	0.37605200095624225	-0.8735028823418822	-1.4965572133212823	0.1496835987193691	1.0	0.21906764459163786	0.4848488388962452	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1392194240883586	1.1392194240883586	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CHMP1A	29	13	16	0.18990924385990804	0.2183568122436447	-0.02844756838373666	-0.10050384151255236	0.9207513880256941	1.0	0.24487254082670618	0.0788307146609865	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1391621539831007	1.1391621539831007	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AL139424.3	29	13	16	-0.04556153623984208	0.17380266259210353	-0.2193641988319456	-1.0311352139272179	0.31318716225905646	1.0	0.14117238243582478	0.2317815938948698	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1391171032001752	1.1391171032001752	DESCRIPTIVE_GENE_SIGNAL	2
DC	LRRC37A	29	13	16	-0.3379154469445863	0.37761077140814897	-0.7155262183527353	-1.7040695218587645	0.10079428557049791	1.0	0.08172415632956691	0.7202165388137001	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1391009989322896	1.1391009989322896	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	CTSL	29	13	16	-0.34761915644234825	0.44296496283347697	-0.7905841192758252	-1.8390977265479946	0.07771548848565187	0.997014962124125	-0.01640388562492023	0.9342226845347155	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1390420103656944	1.1390420103656944	DESCRIPTIVE_GENE_SIGNAL	2
DC	CATSPERZ	29	13	16	-0.32696806969595227	-0.24586803300725413	-0.08110003668869814	-0.2947251199042633	0.7717647150359496	1.0	-0.21440240511936393	0.09411228758082148	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.138868751276198	1.138868751276198	DESCRIPTIVE_GENE_SIGNAL	2
DC	PRSS2	29	13	16	0.36230238661925224	0.06694050411777647	0.29536188250147577	0.7899192109201172	0.44268929815327157	1.0	0.17957024300628854	0.16407575524257947	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.138856564803431	1.138856564803431	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	GEMIN5	29	13	16	-0.4329998153955319	0.017803796256080327	-0.4508036116516122	-0.8935734091165902	0.3806702258271846	1.0	-0.2863608186751823	0.19081454220342087	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1388396205296387	1.1388396205296387	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	AL139089.1	29	13	16	-0.5343943657765352	-0.23186166951782894	-0.30253269625870627	-0.6595230342880724	0.5159473688680389	1.0	-0.3062084872630626	0.1407911614488342	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1388192063035898	1.1388192063035898	DESCRIPTIVE_GENE_SIGNAL	2
DC	FFAR2	29	13	16	-0.6752666916332946	-0.49108406447085184	-0.1841826271624427	-0.27517554598322874	0.7854416251037559	1.0	-0.5300252216556901	0.09250496570519755	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.138721040200178	1.138721040200178	DESCRIPTIVE_GENE_SIGNAL	2
Mono_macro	ZNF778	29	13	16	0.032833799910512725	0.5966461229483404	-0.5638123230378277	-1.1226433443878236	0.2723382362532825	1.0	0.25486715209853317	0.2668142513526878	1.0							0.0						0.0			0.0		0.0					0.0	0.0		False	False	False		1.1386823566496764	1.1386823566496764	DESCRIPTIVE_GENE_SIGNAL	2
