pathway	perturbation	cell_type	module	n_genes	genes_present	mean_log2fc	median_log2fc	negative_fraction	sig_negative_fdr05	sig_positive_fdr05
IFNG	IFNGR1	HT29	hla_ii_apc	2	CD74,CIITA	-1.667139509525315	-1.667139509525315	1.0	2	0
IFNG	IFNGR1	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.44322473068092233	-0.12460176200833575	0.6666666666666666	3	1
IFNG	IFNGR1	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.4536462783723216	-1.46784015694237	1.0	12	0
IFNG	IFNGR1	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.7014107690605285	-0.7014107690605285	0.5	1	1
IFNG	IFNGR1	K562	hla_ii_apc	0					0	0
IFNG	IFNGR1	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.13668741200298024	-0.256209377791443	0.75	0	0
IFNG	IFNGR1	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.6403033529282682	-1.63144787707492	1.0	6	0
IFNG	IFNGR1	K562	mif_cd74_receptor_state	0					0	0
IFNG	IFNGR1	MCF7	hla_ii_apc	2	CD74,CIITA	-1.708397477434735	-1.708397477434735	1.0	2	0
IFNG	IFNGR1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.0059941583561093775	0.0429876656569603	0.4	1	0
IFNG	IFNGR1	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.54361306051186	-1.64503907206092	1.0	10	0
IFNG	IFNGR1	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.654382095848719	-0.654382095848719	0.5	1	1
IFNG	IFNGR2	A549	hla_ii_apc	2	CD74,CIITA	-1.819458220215	-1.819458220215	1.0	2	0
IFNG	IFNGR2	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.5693934960622394	-0.4075827105519495	0.8333333333333334	3	0
IFNG	IFNGR2	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.6018058184690616	-1.7054232249912649	1.0	10	0
IFNG	IFNGR2	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.8710300929501672	-0.8710300929501672	0.5	1	1
IFNG	IFNGR2	BXPC3	hla_ii_apc	1	CIITA	-1.50631520797834	-1.50631520797834	1.0	1	0
IFNG	IFNGR2	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.08681454718108815	0.15862230618531548	0.3333333333333333	2	1
IFNG	IFNGR2	BXPC3	ifn_apc	10	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.9810270930490892	-0.9793172815545315	1.0	10	0
IFNG	IFNGR2	BXPC3	mif_cd74_receptor_state	1	CD44	0.159923419884652	0.159923419884652	0.0	0	0
IFNG	IFNGR2	HAP1	hla_ii_apc	0					0	0
IFNG	IFNGR2	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.10810848579189332	-0.25454496698643	0.6666666666666666	1	0
IFNG	IFNGR2	HAP1	ifn_apc	8	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.8525157163516976	-1.836239707629825	1.0	8	0
IFNG	IFNGR2	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	IFNGR2	HT29	hla_ii_apc	2	CD74,CIITA	-1.696720630224765	-1.696720630224765	1.0	2	0
IFNG	IFNGR2	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.44496049767155554	-0.0615926351412143	0.6666666666666666	2	1
IFNG	IFNGR2	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.526959833927454	-1.55005547334831	1.0	12	0
IFNG	IFNGR2	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.8332758623393376	-0.8332758623393376	0.5	1	1
IFNG	IFNGR2	K562	hla_ii_apc	0					0	0
IFNG	IFNGR2	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.13063841063174747	-0.210667620672011	0.75	0	0
IFNG	IFNGR2	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.5357622780070532	-1.533692500006735	1.0	6	0
IFNG	IFNGR2	K562	mif_cd74_receptor_state	0					0	0
IFNG	IFNGR2	MCF7	hla_ii_apc	2	CD74,CIITA	-1.163130574990375	-1.163130574990375	1.0	2	0
IFNG	IFNGR2	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.06857780215989973	-0.142460322640968	0.6	1	0
IFNG	IFNGR2	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.20590222478005	-1.215072413655235	1.0	10	0
IFNG	IFNGR2	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.5161206958425898	-0.5161206958425898	0.5	1	0
IFNG	IRF1	A549	hla_ii_apc	3	CD74,CIITA,RFX5	-0.06220535904850564	0.0109831402190731	0.3333333333333333	1	0
IFNG	IRF1	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.09887942507836041	0.0648158234463193	0.16666666666666666	1	0
IFNG	IRF1	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.08989844290045051	-0.0286382240198174	0.7	4	0
IFNG	IRF1	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.12755206522024	-0.12755206522024	0.5	1	0
IFNG	IRF1	BXPC3	hla_ii_apc	1	CIITA	-0.288226882941101	-0.288226882941101	1.0	0	0
IFNG	IRF1	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.01429803016258035	0.017966521985202103	0.5	0	0
IFNG	IRF1	BXPC3	ifn_apc	10	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.05964811241817668	-0.03676089152537495	0.7	1	0
IFNG	IRF1	BXPC3	mif_cd74_receptor_state	1	CD44	-0.0235578996646826	-0.0235578996646826	1.0	0	0
IFNG	IRF1	HAP1	hla_ii_apc	0					0	0
IFNG	IRF1	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	0.11312283664043084	0.123386899739629	0.0	0	0
IFNG	IRF1	HAP1	ifn_apc	8	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.7990507591993565	-0.4986685055983965	1.0	8	0
IFNG	IRF1	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	IRF1	HT29	hla_ii_apc	3	CD74,CIITA,RFX5	-0.07528100728357397	-0.0865598680397439	0.6666666666666666	2	0
IFNG	IRF1	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.039980961065722485	-0.059548056942248	0.6666666666666666	2	1
IFNG	IRF1	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.07883628997689428	-0.07605429111005871	0.9166666666666666	11	0
IFNG	IRF1	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.08983931067891615	-0.08983931067891615	1.0	1	0
IFNG	IRF1	K562	hla_ii_apc	0					0	0
IFNG	IRF1	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.07003506460440918	-0.013313773128524898	0.5	0	0
IFNG	IRF1	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.10129706296694892	-0.09091113710824805	1.0	3	0
IFNG	IRF1	K562	mif_cd74_receptor_state	0					0	0
IFNG	IRF1	MCF7	hla_ii_apc	3	CD74,CIITA,RFX5	-0.009208683391140652	-0.104525967419863	0.6666666666666666	2	0
IFNG	IRF1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.019365872854632222	-0.0172172312037198	0.6	1	0
IFNG	IRF1	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.08262224649975272	-0.06500491104196615	0.7	6	0
IFNG	IRF1	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.0041192019820155135	-0.0041192019820155135	0.5	1	0
IFNG	JAK1	A549	hla_ii_apc	2	CD74,CIITA	-0.9902946773304975	-0.9902946773304975	1.0	2	0
IFNG	JAK1	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.3962105409791014	-0.387085889885053	0.8333333333333334	3	0
IFNG	JAK1	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.7924855777163815	-0.757692055261707	1.0	10	0
IFNG	JAK1	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.4366595168242448	-0.4366595168242448	0.5	1	1
IFNG	JAK1	BXPC3	hla_ii_apc	1	CIITA	-1.7866543366307	-1.7866543366307	1.0	1	0
IFNG	JAK1	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.16811204881995226	0.0453303713732753	0.3333333333333333	2	0
IFNG	JAK1	BXPC3	ifn_apc	10	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.8529672895407477	-0.761528276503278	1.0	10	0
IFNG	JAK1	BXPC3	mif_cd74_receptor_state	1	CD44	0.0965861860875192	0.0965861860875192	0.0	0	0
IFNG	JAK1	HAP1	hla_ii_apc	0					0	0
IFNG	JAK1	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.10481855621572467	-0.17145374670221	0.6666666666666666	1	0
IFNG	JAK1	HAP1	ifn_apc	8	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.8564326303482782	-0.7343816904492595	1.0	8	0
IFNG	JAK1	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	JAK1	HT29	hla_ii_apc	2	CD74,CIITA	-1.443234052694225	-1.443234052694225	1.0	2	0
IFNG	JAK1	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.3296754129032697	-0.03558317569564455	0.5	2	1
IFNG	JAK1	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.2226794213344816	-1.2470100786365501	1.0	12	0
IFNG	JAK1	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.6630573761888909	-0.6630573761888909	0.5	1	1
IFNG	JAK1	K562	hla_ii_apc	0					0	0
IFNG	JAK1	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.17933079657151324	-0.1644384976330735	0.75	0	0
IFNG	JAK1	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.1033620398961232	-1.11544653794288	1.0	6	0
IFNG	JAK1	K562	mif_cd74_receptor_state	0					0	0
IFNG	JAK1	MCF7	hla_ii_apc	2	CD74,CIITA	-0.634363021314841	-0.634363021314841	1.0	2	0
IFNG	JAK1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.026752050759447366	-0.0623447532009992	0.6	1	0
IFNG	JAK1	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.4370655878560504	-0.401489204780065	1.0	10	0
IFNG	JAK1	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.2632028318980275	-0.2632028318980275	0.5	1	1
IFNG	JAK2	A549	hla_ii_apc	2	CD74,CIITA	-1.44886134577595	-1.44886134577595	1.0	2	0
IFNG	JAK2	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.4348412741442316	-0.35029994961294403	1.0	3	0
IFNG	JAK2	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.0853106636063206	-1.17769357334235	1.0	10	0
IFNG	JAK2	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.699098971443673	-0.699098971443673	0.5	1	1
IFNG	JAK2	BXPC3	hla_ii_apc	1	CIITA	-1.21795319524419	-1.21795319524419	1.0	1	0
IFNG	JAK2	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.29009322470088755	-0.1353987646309705	0.8333333333333334	2	0
IFNG	JAK2	BXPC3	ifn_apc	10	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.8020358295478365	-0.832981205990451	1.0	10	0
IFNG	JAK2	BXPC3	mif_cd74_receptor_state	1	CD44	-0.0116361330585706	-0.0116361330585706	1.0	0	0
IFNG	JAK2	HAP1	hla_ii_apc	0					0	0
IFNG	JAK2	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.18477502026857118	-0.148276725864829	0.6666666666666666	1	0
IFNG	JAK2	HAP1	ifn_apc	8	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.7982266066418262	-1.773898631925325	1.0	8	0
IFNG	JAK2	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	JAK2	HT29	hla_ii_apc	2	CD74,CIITA	-1.607892531493875	-1.607892531493875	1.0	2	0
IFNG	JAK2	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.38540913672879235	0.026382158096638252	0.5	2	1
IFNG	JAK2	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.3921089188623395	-1.437154861964	1.0	12	0
IFNG	JAK2	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.720494936621189	-0.720494936621189	0.5	1	1
IFNG	JAK2	K562	hla_ii_apc	0					0	0
IFNG	JAK2	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.14903036129551017	-0.09870929018971936	0.5	0	0
IFNG	JAK2	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.3408933212512213	-1.2798112723146549	1.0	6	0
IFNG	JAK2	K562	mif_cd74_receptor_state	0					0	0
IFNG	JAK2	MCF7	hla_ii_apc	2	CD74,CIITA	-0.7279577220118205	-0.7279577220118205	1.0	2	0
IFNG	JAK2	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.018898906255734642	0.0174298476890331	0.4	0	0
IFNG	JAK2	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.47346619319225897	-0.393899106755292	1.0	10	0
IFNG	JAK2	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.3633561302668975	-0.3633561302668975	0.5	1	0
IFNG	NFKB1	A549	hla_ii_apc	3	CD74,CIITA,RFX5	-0.05002255814547452	0.0172692559430144	0.3333333333333333	0	0
IFNG	NFKB1	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.13061473602357415	0.1538343153264825	0.16666666666666666	0	0
IFNG	NFKB1	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	0.10513604837971773	0.108501814974464	0.1	0	0
IFNG	NFKB1	A549	mif_cd74_receptor_state	2	CD44,CD74	0.1052510861577387	0.1052510861577387	0.0	0	0
IFNG	NFKB1	BXPC3	hla_ii_apc	1	CIITA	-0.0410184069651431	-0.0410184069651431	1.0	0	0
IFNG	NFKB1	BXPC3	gilt_lysosomal_apc	7	CTSB,CTSD,CTSL,CTSS,IFI30,LAMP1,LAMP2	0.516288742346261	0.572337131152372	0.0	0	0
IFNG	NFKB1	BXPC3	ifn_apc	11	B2M,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	0.3286857549060626	0.279163219823884	0.09090909090909091	0	0
IFNG	NFKB1	BXPC3	mif_cd74_receptor_state	1	CD44	0.298717895209029	0.298717895209029	0.0	0	0
IFNG	NFKB1	HAP1	hla_ii_apc	0					0	0
IFNG	NFKB1	HAP1	gilt_lysosomal_apc	4	CTSB,IFI30,LAMP1,LAMP2	0.25028581946127676	0.305633983750616	0.25	0	0
IFNG	NFKB1	HAP1	ifn_apc	9	B2M,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	0.1973316961049453	0.195669765800548	0.0	0	0
IFNG	NFKB1	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	NFKB1	HT29	hla_ii_apc	3	CD74,CIITA,RFX5	0.056342770929330536	0.0224918111178547	0.0	0	0
IFNG	NFKB1	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	0.14319633248871808	0.075892769015897	0.3333333333333333	0	0
IFNG	NFKB1	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	0.0982005030154983	0.1298277301170775	0.25	0	0
IFNG	NFKB1	HT29	mif_cd74_receptor_state	2	CD44,CD74	0.16495161985190948	0.16495161985190948	0.0	0	0
IFNG	NFKB1	K562	hla_ii_apc	0					0	0
IFNG	NFKB1	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	0.1620355493641312	0.1066745029477935	0.0	0	1
IFNG	NFKB1	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	0.05163823632410549	0.0504187156364407	0.3333333333333333	0	0
IFNG	NFKB1	K562	mif_cd74_receptor_state	0					0	0
IFNG	NFKB1	MCF7	hla_ii_apc	3	CD74,CIITA,RFX5	-0.044140006833867006	-0.0609700688267103	0.6666666666666666	0	0
IFNG	NFKB1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.1012755232325305	-0.0407699239157014	0.6	0	0
IFNG	NFKB1	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.03086277709901563	-0.03945802788223475	0.7	0	1
IFNG	NFKB1	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.006747267865772101	-0.006747267865772101	0.5	0	0
IFNG	RFX5	A549	hla_ii_apc	3	CD74,CIITA,RFX5	-0.9246235023180572	-1.4077019485147	0.6666666666666666	1	0
IFNG	RFX5	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.12405681031127667	0.14349727817426	0.16666666666666666	0	0
IFNG	RFX5	A549	ifn_apc	9	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1	-0.015961421981344006	0.109172594071363	0.1111111111111111	1	0
IFNG	RFX5	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.6856685946003781	-0.6856685946003781	0.5	1	0
IFNG	RFX5	BXPC3	hla_ii_apc	1	CIITA	0.288498047341594	0.288498047341594	0.0	0	0
IFNG	RFX5	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	0.2793780034162295	0.29915765063827304	0.0	0	0
IFNG	RFX5	BXPC3	ifn_apc	9	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1	0.26087091259317763	0.249458950203237	0.0	0	1
IFNG	RFX5	BXPC3	mif_cd74_receptor_state	1	CD44	0.219517816827263	0.219517816827263	0.0	0	0
IFNG	RFX5	HAP1	hla_ii_apc	0					0	0
IFNG	RFX5	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.12318625052938272	-0.0341031767851883	0.6666666666666666	0	0
IFNG	RFX5	HAP1	ifn_apc	7	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1	-0.18157416884734293	-0.059085237525469	0.7142857142857143	1	0
IFNG	RFX5	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	RFX5	HT29	hla_ii_apc	3	CD74,CIITA,RFX5	-1.3691814868768424	-1.9400512678845	1.0	2	0
IFNG	RFX5	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	0.028157901703930694	0.0478316555424569	0.3333333333333333	0	0
IFNG	RFX5	HT29	ifn_apc	11	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1	-0.21919621091984395	-0.0446026962288387	0.5454545454545454	1	0
IFNG	RFX5	HT29	mif_cd74_receptor_state	2	CD44,CD74	-1.0320483608632125	-1.0320483608632125	1.0	1	0
IFNG	RFX5	K562	hla_ii_apc	0					0	0
IFNG	RFX5	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.15236513079659	-0.2840681472474385	0.75	0	0
IFNG	RFX5	K562	ifn_apc	5	B2M,IRF1,NLRC5,STAT1,TAP1	0.00833594253205102	0.0387632248018859	0.4	0	0
IFNG	RFX5	K562	mif_cd74_receptor_state	0					0	0
IFNG	RFX5	MCF7	hla_ii_apc	3	CD74,CIITA,RFX5	-0.8174130583223751	-0.890922588173154	0.6666666666666666	2	0
IFNG	RFX5	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	0.033609379665008196	0.0311238613977642	0.4	0	0
IFNG	RFX5	MCF7	ifn_apc	9	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1	-0.1513521874737488	0.0381810542465786	0.3333333333333333	1	0
IFNG	RFX5	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.7926169417584908	-0.7926169417584908	0.5	1	0
IFNG	STAT1	A549	hla_ii_apc	2	CD74,CIITA	-0.9847139426552035	-0.9847139426552035	1.0	2	0
IFNG	STAT1	A549	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.1387331737527714	0.00811064879334375	0.5	2	0
IFNG	STAT1	A549	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.8437893744548811	-0.747297236389979	1.0	10	0
IFNG	STAT1	A549	mif_cd74_receptor_state	2	CD44,CD74	-0.485085661098008	-0.485085661098008	0.5	1	1
IFNG	STAT1	BXPC3	hla_ii_apc	1	CIITA	-1.76182711357346	-1.76182711357346	1.0	1	0
IFNG	STAT1	BXPC3	gilt_lysosomal_apc	6	CTSB,CTSD,CTSL,CTSS,LAMP1,LAMP2	-0.20817358638572567	-0.033824243805199494	0.5	1	1
IFNG	STAT1	BXPC3	ifn_apc	10	B2M,CIITA,CXCL10,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.8816524987879593	-1.8984117764149602	1.0	10	0
IFNG	STAT1	BXPC3	mif_cd74_receptor_state	1	CD44	0.146822808600377	0.146822808600377	0.0	0	0
IFNG	STAT1	HAP1	hla_ii_apc	0					0	0
IFNG	STAT1	HAP1	gilt_lysosomal_apc	3	CTSB,LAMP1,LAMP2	-0.11178408467250184	-0.104254835053739	0.6666666666666666	1	0
IFNG	STAT1	HAP1	ifn_apc	8	B2M,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.8637575392147827	-1.9256591297788601	1.0	8	0
IFNG	STAT1	HAP1	mif_cd74_receptor_state	0					0	0
IFNG	STAT1	HT29	hla_ii_apc	2	CD74,CIITA	-1.3428496433625652	-1.3428496433625652	1.0	2	0
IFNG	STAT1	HT29	gilt_lysosomal_apc	6	CTSB,CTSD,CTSS,IFI30,LAMP1,LAMP2	-0.32807478674266694	-0.0323347335082708	0.6666666666666666	2	1
IFNG	STAT1	HT29	ifn_apc	12	B2M,CD74,CIITA,CXCL10,GBP1,GBP2,IFI30,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.2311708654490567	-1.18607370722059	1.0	12	0
IFNG	STAT1	HT29	mif_cd74_receptor_state	2	CD44,CD74	-0.5999815011653555	-0.5999815011653555	0.5	1	1
IFNG	STAT1	K562	hla_ii_apc	0					0	0
IFNG	STAT1	K562	gilt_lysosomal_apc	4	CTSB,CTSL,LAMP1,LAMP2	-0.2265519086638987	-0.2308743877385	0.75	0	0
IFNG	STAT1	K562	ifn_apc	6	B2M,IRF1,NLRC5,STAT1,TAP1,TAP2	-1.3679338409557067	-1.37558841788957	1.0	6	0
IFNG	STAT1	K562	mif_cd74_receptor_state	0					0	0
IFNG	STAT1	MCF7	hla_ii_apc	2	CD74,CIITA	-0.33974205091705	-0.33974205091705	1.0	2	0
IFNG	STAT1	MCF7	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,LAMP1,LAMP2	-0.07029399748855877	-0.0445359088580695	0.8	0	0
IFNG	STAT1	MCF7	ifn_apc	10	B2M,CD74,CIITA,GBP1,GBP2,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.32734622334858	-0.2610262398687715	1.0	10	0
IFNG	STAT1	MCF7	mif_cd74_receptor_state	2	CD44,CD74	-0.18805901221366397	-0.18805901221366397	0.5	1	0
TNFA	CHUK	A549	hla_ii_apc	1	RFX5	-0.310272049545864	-0.310272049545864	1.0	0	0
TNFA	CHUK	A549	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,CTSS,LAMP1	-0.04231476643129392	-0.0627560036563837	0.6	1	0
TNFA	CHUK	A549	ifn_apc	7	B2M,GBP1,IRF1,NLRC5,STAT1,TAP1,TAP2	-0.11230430754575685	-0.052526697958178	0.8571428571428571	5	0
TNFA	CHUK	A549	mif_cd74_receptor_state	1	CD44	-0.0421263746622791	-0.0421263746622791	1.0	0	0
TNFA	CHUK	BXPC3	hla_ii_apc	0					0	0
TNFA	CHUK	BXPC3	gilt_lysosomal_apc	5	CTSB,CTSD,CTSL,CTSS,LAMP1	-0.07788023310310913	-0.0112179283763157	0.6	1	0
TNFA	CHUK	BXPC3	ifn_apc	6	B2M,GBP1,IRF1,NLRC5,STAT1,TAP2	-0.1245607765495127	-0.0694640748677021	0.6666666666666666	1	0
TNFA	CHUK	BXPC3	mif_cd74_receptor_state	1	CD44	0.289025951494199	0.289025951494199	0.0	0	0
TNFA	CHUK	HAP1	hla_ii_apc	0					0	0
TNFA	CHUK	HAP1	gilt_lysosomal_apc	2	CTSB,LAMP1	0.04514263928066101	0.04514263928066101	0.5	0	0
TNFA	CHUK	HAP1	ifn_apc	3	B2M,STAT1,TAP2	-0.2832549688995826	-0.373558049529001	1.0	0	0
TNFA	CHUK	HAP1	mif_cd74_receptor_state	0					0	0
TNFA	CHUK	HT29	hla_ii_apc	0					0	0
TNFA	CHUK	HT29	gilt_lysosomal_apc	4	CTSB,CTSD,CTSS,LAMP1	-0.2650697985894185	0.10584479308183964	0.25	1	0
