nominal_enrolled_per_group	missing_or_dropout_fraction	expected_analyzable_per_group	scenario	description	mapped_grid_n_per_group	pass_rate	conclusive_rate	decision_band	planning_note
80	0.5	40	moderate_clean	moderate effect, clean labels, no confounder	30	0.5833333333333334	0.625	directional_or_often_inconclusive	Attrition maps nominal 80/group to about 40/group; using nearest lower simulated grid n=30.
80	0.5	40	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	30	0.375	0.625	directional_or_often_inconclusive	Attrition maps nominal 80/group to about 40/group; using nearest lower simulated grid n=30.
100	0.0	100	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 100/group to about 100/group; using nearest lower simulated grid n=80.
100	0.0	100	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 100/group; using nearest lower simulated grid n=80.
100	0.0	100	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 100/group; using nearest lower simulated grid n=80.
100	0.0	100	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 100/group; using nearest lower simulated grid n=80.
100	0.1	90	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 100/group to about 90/group; using nearest lower simulated grid n=80.
100	0.1	90	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 90/group; using nearest lower simulated grid n=80.
100	0.1	90	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 90/group; using nearest lower simulated grid n=80.
100	0.1	90	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 90/group; using nearest lower simulated grid n=80.
100	0.2	80	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 100/group to about 80/group; using nearest lower simulated grid n=80.
100	0.2	80	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 80/group; using nearest lower simulated grid n=80.
100	0.2	80	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 80/group; using nearest lower simulated grid n=80.
100	0.2	80	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 80/group; using nearest lower simulated grid n=80.
100	0.3	70	large_clean	large effect, clean labels, no confounder	60	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 100/group to about 70/group; using nearest lower simulated grid n=60.
100	0.3	70	large_noisy_immune	large effect, 10% label noise, immune-tone structure	60	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 70/group; using nearest lower simulated grid n=60.
100	0.3	70	moderate_clean	moderate effect, clean labels, no confounder	60	0.3333333333333333	0.375	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 70/group; using nearest lower simulated grid n=60.
100	0.3	70	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	60	0.0833333333333333	0.2499999999999999	mostly_inconclusive	Attrition maps nominal 100/group to about 70/group; using nearest lower simulated grid n=60.
100	0.4	60	large_clean	large effect, clean labels, no confounder	60	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 100/group to about 60/group; using nearest lower simulated grid n=60.
100	0.4	60	large_noisy_immune	large effect, 10% label noise, immune-tone structure	60	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 100/group to about 60/group; using nearest lower simulated grid n=60.
100	0.4	60	moderate_clean	moderate effect, clean labels, no confounder	60	0.3333333333333333	0.375	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 60/group; using nearest lower simulated grid n=60.
100	0.4	60	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	60	0.0833333333333333	0.2499999999999999	mostly_inconclusive	Attrition maps nominal 100/group to about 60/group; using nearest lower simulated grid n=60.
100	0.5	50	large_clean	large effect, clean labels, no confounder	45	0.7083333333333333	0.7083333333333333	promising_but_not_decision_grade	Attrition maps nominal 100/group to about 50/group; using nearest lower simulated grid n=45.
100	0.5	50	large_noisy_immune	large effect, 10% label noise, immune-tone structure	45	0.2916666666666666	0.4166666666666667	mostly_inconclusive	Attrition maps nominal 100/group to about 50/group; using nearest lower simulated grid n=45.
100	0.5	50	moderate_clean	moderate effect, clean labels, no confounder	45	0.375	0.4166666666666666	directional_or_often_inconclusive	Attrition maps nominal 100/group to about 50/group; using nearest lower simulated grid n=45.
100	0.5	50	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	45	0.2499999999999999	0.2916666666666666	mostly_inconclusive	Attrition maps nominal 100/group to about 50/group; using nearest lower simulated grid n=45.
120	0.0	120	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 120/group; using nearest lower simulated grid n=80.
120	0.0	120	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 120/group; using nearest lower simulated grid n=80.
120	0.0	120	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 120/group; using nearest lower simulated grid n=80.
120	0.0	120	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 120/group; using nearest lower simulated grid n=80.
120	0.1	108	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 108/group; using nearest lower simulated grid n=80.
120	0.1	108	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 108/group; using nearest lower simulated grid n=80.
120	0.1	108	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 108/group; using nearest lower simulated grid n=80.
120	0.1	108	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 108/group; using nearest lower simulated grid n=80.
120	0.2	96	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 96/group; using nearest lower simulated grid n=80.
120	0.2	96	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 96/group; using nearest lower simulated grid n=80.
120	0.2	96	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 96/group; using nearest lower simulated grid n=80.
120	0.2	96	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 96/group; using nearest lower simulated grid n=80.
120	0.3	84	large_clean	large effect, clean labels, no confounder	80	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 84/group; using nearest lower simulated grid n=80.
120	0.3	84	large_noisy_immune	large effect, 10% label noise, immune-tone structure	80	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 84/group; using nearest lower simulated grid n=80.
120	0.3	84	moderate_clean	moderate effect, clean labels, no confounder	80	0.375	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 84/group; using nearest lower simulated grid n=80.
120	0.3	84	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	80	0.0416666666666666	0.2083333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 84/group; using nearest lower simulated grid n=80.
120	0.4	72	large_clean	large effect, clean labels, no confounder	60	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 72/group; using nearest lower simulated grid n=60.
120	0.4	72	large_noisy_immune	large effect, 10% label noise, immune-tone structure	60	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 72/group; using nearest lower simulated grid n=60.
120	0.4	72	moderate_clean	moderate effect, clean labels, no confounder	60	0.3333333333333333	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 72/group; using nearest lower simulated grid n=60.
120	0.4	72	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	60	0.0833333333333333	0.2499999999999999	mostly_inconclusive	Attrition maps nominal 120/group to about 72/group; using nearest lower simulated grid n=60.
120	0.5	60	large_clean	large effect, clean labels, no confounder	60	0.8333333333333333	0.8333333333333333	decision_grade_pass_probability	Attrition maps nominal 120/group to about 60/group; using nearest lower simulated grid n=60.
120	0.5	60	large_noisy_immune	large effect, 10% label noise, immune-tone structure	60	0.2916666666666666	0.3333333333333333	mostly_inconclusive	Attrition maps nominal 120/group to about 60/group; using nearest lower simulated grid n=60.
120	0.5	60	moderate_clean	moderate effect, clean labels, no confounder	60	0.3333333333333333	0.375	directional_or_often_inconclusive	Attrition maps nominal 120/group to about 60/group; using nearest lower simulated grid n=60.
120	0.5	60	moderate_noisy_immune	moderate effect, 10% label noise, immune-tone structure	60	0.0833333333333333	0.2499999999999999	mostly_inconclusive	Attrition maps nominal 120/group to about 60/group; using nearest lower simulated grid n=60.
