analysis	dataset_path	disease_name	compartment	role	donor_id	disease	group	gene	n_cells	mean_log_norm	detection_fraction
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	HC_6	normal	control	CD74	197	0.4928025987944464	0.3299492385786802
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	GSK3B	243	0.11661762784898204	0.06172839506172839
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	GSK3A	243	0.06494111359481734	0.0411522633744856
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	MED16	243	0.12055630880298693	0.06995884773662552
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	CIITA	243	0.006964700738116968	0.00411522633744856
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	RFX5	243	0.03954687916321964	0.024691358024691357
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_1	ulcerative colitis	case	CD74	243	0.42977512722326316	0.1646090534979424
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	GSK3B	61	0.07951000629631083	0.06557377049180328
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	GSK3A	61	0.035425187017306466	0.03278688524590164
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	MED16	61	0.16278529752272455	0.11475409836065574
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	CIITA	61	0.0	0.0
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	RFX5	61	0.0	0.0
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_2	ulcerative colitis	case	CD74	61	0.2930771151554488	0.22950819672131148
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	GSK3B	161	0.09684249100727087	0.09937888198757763
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	GSK3A	161	0.20044222651261193	0.19254658385093168
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	MED16	161	0.12814160345919054	0.11801242236024845
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	CIITA	161	0.04437218103762509	0.043478260869565216
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	RFX5	161	0.07455104247790013	0.08695652173913043
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_3	ulcerative colitis	case	CD74	161	0.759277236805869	0.37888198757763975
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	GSK3B	45	0.17484509501478332	0.2222222222222222
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	GSK3A	45	0.20630439584048083	0.26666666666666666
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	MED16	45	0.11459172107439118	0.15555555555555556
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	CIITA	45	0.1396546638343271	0.15555555555555556
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	RFX5	45	0.09520789117097088	0.13333333333333333
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_4	ulcerative colitis	case	CD74	45	1.9203572498862924	0.7333333333333333
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	GSK3B	220	0.12634426578931743	0.16363636363636364
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	GSK3A	220	0.12237858127175605	0.1590909090909091
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	MED16	220	0.20168028893771425	0.2590909090909091
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	CIITA	220	0.012786812961948682	0.013636363636363636
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	RFX5	220	0.07104349356995789	0.10909090909090909
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_5	ulcerative colitis	case	CD74	220	0.6965610809069586	0.4681818181818182
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	GSK3B	140	0.047021260373424856	0.07142857142857142
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	GSK3A	140	0.1647968624163528	0.20714285714285716
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	MED16	140	0.004146077984161418	0.007142857142857143
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	CIITA	140	0.021975662432386498	0.02142857142857143
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	RFX5	140	0.08022384346782663	0.1
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	UC_6	ulcerative colitis	case	CD74	140	0.578529931071935	0.37142857142857144
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl1	normal	control	GSK3B	173	0.40046520200200175	0.3063583815028902
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl1	normal	control	GSK3A	173	0.11443612674475749	0.11560693641618497
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl1	normal	control	CIITA	173	0.5169552842574081	0.3583815028901734
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl1	normal	control	RFX5	173	0.034781910108729774	0.04046242774566474
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl1	normal	control	CD74	173	3.423612423148011	0.9017341040462428
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl2	normal	control	GSK3B	100	0.4913763759344726	0.56
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl2	normal	control	GSK3A	100	0.09785424499685645	0.17
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl2	normal	control	CIITA	100	0.7558008850216094	0.62
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl2	normal	control	RFX5	100	0.06020048250397748	0.12
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl2	normal	control	CD74	100	3.828686145126551	0.91
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl3	normal	control	GSK3B	250	0.5605803958395411	0.468
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl3	normal	control	GSK3A	250	0.11740219890541917	0.132
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl3	normal	control	CIITA	250	0.777548579025999	0.58
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl3	normal	control	RFX5	250	0.03327343382938418	0.04
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Ctrl3	normal	control	CD74	250	3.968903361160997	0.968
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor1	psoriasis	case	GSK3B	180	0.6137015963114136	0.5777777777777777
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor1	psoriasis	case	GSK3A	180	0.1247757738211466	0.2111111111111111
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor1	psoriasis	case	CIITA	180	0.8584481601230933	0.6555555555555556
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor1	psoriasis	case	RFX5	180	0.09948878009143101	0.17222222222222222
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor1	psoriasis	case	CD74	180	4.062563956135264	0.9777777777777777
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	GSK3B	95	0.6901765718050118	0.5263157894736842
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	GSK3A	95	0.13722530171219885	0.12631578947368421
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	CIITA	95	1.1395691265930405	0.7157894736842105
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	RFX5	95	0.13082775808242916	0.10526315789473684
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor2	psoriasis	case	CD74	95	4.431865179241331	0.9894736842105263
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	GSK3B	288	0.4802581276382726	0.3645833333333333
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	GSK3A	288	0.13384647023166646	0.125
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	CIITA	288	0.5516742755174201	0.4097222222222222
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	RFX5	288	0.04016655361706857	0.041666666666666664
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	Psor3	psoriasis	case	CD74	288	4.0257722248171	0.9722222222222222
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	GSK3B	1373	0.836825321930248	0.6584122359796067
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	GSK3A	1373	0.12313861881881251	0.19519300801165332
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	CIITA	1373	0.005878112529337719	0.012381646030589949
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	RFX5	1373	0.029298857408022447	0.04442825928623452
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl1	normal	control	CD74	1373	0.1012618408836038	0.11143481427530955
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	GSK3B	936	0.7328865380277269	0.6068376068376068
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	GSK3A	936	0.1344291936443019	0.2329059829059829
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	CIITA	936	0.01184682068775254	0.019230769230769232
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	RFX5	936	0.022925104216035497	0.056623931623931624
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl2	normal	control	CD74	936	0.11278729141665438	0.1388888888888889
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	GSK3B	2256	0.9499787761894786	0.8187056737588653
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	GSK3A	2256	0.1894878330417039	0.38608156028368795
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	CIITA	2256	0.008201359852088448	0.022606382978723406
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	RFX5	2256	0.02573686103617244	0.06648936170212766
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Ctrl3	normal	control	CD74	2256	0.12744771170922242	0.21099290780141844
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	GSK3B	772	0.6921751795881365	0.5880829015544041
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	GSK3A	772	0.10299156424107145	0.19170984455958548
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	CIITA	772	0.043581261936489236	0.08549222797927461
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	RFX5	772	0.038020685735459095	0.06865284974093264
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor1	psoriasis	case	CD74	772	0.5892167859646795	0.4572538860103627
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	GSK3B	2530	0.9991867807876152	0.7774703557312252
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	GSK3A	2530	0.13857548143608017	0.27509881422924903
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	CIITA	2530	0.033191630507795465	0.06600790513833991
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	RFX5	2530	0.03552402103512147	0.08498023715415019
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor2	psoriasis	case	CD74	2530	0.34542312530940644	0.35533596837944664
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	GSK3B	1716	0.758129736794663	0.6142191142191142
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	GSK3A	1716	0.14114004864342408	0.28321678321678323
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	CIITA	1716	0.018638797054411165	0.038461538461538464
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	RFX5	1716	0.0340301777720418	0.0844988344988345
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	Psor3	psoriasis	case	CD74	1716	0.19367622401099027	0.23717948717948717
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	GSK3B	1173	0.5822794019479536	0.46547314578005117
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	GSK3A	1173	0.10536698774512028	0.14151747655583974
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	CIITA	1173	0.03701700278379548	0.05200341005967604
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	RFX5	1173	0.03191414074966115	0.05115089514066496
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl1	normal	control	CD74	1173	0.9287596003482949	0.340153452685422
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	GSK3B	1461	0.5427856507031569	0.49075975359342916
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	GSK3A	1461	0.13341961692188045	0.19370294318959616
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	CIITA	1461	0.05301519981242267	0.06433949349760439
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	RFX5	1461	0.04588335788972668	0.06776180698151951
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl2	normal	control	CD74	1461	0.8523023268382915	0.3189596167008898
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	GSK3B	2583	0.6317334817844118	0.5423925667828107
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	GSK3A	2583	0.1291160490556689	0.18273325590398762
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	CIITA	2583	0.03830784171317008	0.06310491676345335
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	RFX5	2583	0.041621490365355056	0.06542779713511421
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Ctrl3	normal	control	CD74	2583	1.0263671720883063	0.39605110336817656
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	GSK3B	1853	0.7691483812502168	0.6821370750134916
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	GSK3A	1853	0.1875168525063035	0.3264975715056665
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	CIITA	1853	0.047928020753679065	0.08850512682137075
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	RFX5	1853	0.03834729563563892	0.0868861305990286
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor1	psoriasis	case	CD74	1853	1.1951005967146937	0.5693470048569886
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	GSK3B	1654	0.6650642306602855	0.5846432889963724
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	GSK3A	1654	0.1478263851546383	0.218863361547763
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	CIITA	1654	0.05503536737825008	0.08706166868198308
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	RFX5	1654	0.04707444545743784	0.07557436517533253
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor2	psoriasis	case	CD74	1654	0.961761339138952	0.3966142684401451
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	GSK3B	2573	0.5172774764337704	0.46677030703459
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	GSK3A	2573	0.15025309426762062	0.19821220365332298
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	CIITA	2573	0.06320448585704803	0.08200544111931597
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	RFX5	2573	0.03965134491117256	0.056743101438010105
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	Psor3	psoriasis	case	CD74	2573	1.0452838740679502	0.42673921492421296
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	GSK3B	157	0.0840052117246083	0.03821656050955414
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	GSK3A	157	0.04453087476607003	0.01910828025477707
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	MED16	157	0.012637980834730009	0.006369426751592357
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	CIITA	157	0.073669827672843	0.03184713375796178
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	RFX5	157	0.02386845179380144	0.012738853503184714
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3247	Sjogren syndrome	case	CD74	157	3.602710875017024	0.9936305732484076
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	GSK3B	65	0.36665225941276297	0.23076923076923078
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	GSK3A	65	0.2880364826424827	0.2
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	MED16	65	0.09903259093121487	0.06153846153846154
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	CIITA	65	0.5535263153441442	0.35384615384615387
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	RFX5	65	0.20178110378898687	0.13846153846153847
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3437	normal	control	CD74	65	2.858882156612938	1.0
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3556	normal	control	GSK3B	249	0.02850352367190528	0.008032128514056224
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	NIDCRDC3556	normal	control	GSK3A	249	0.046832765908436214	0.012048192771084338
